row ID,row m/z,row retention time,PB1_C18NEG_2.mzML ,PB2_C18NEG_3.mzML ,PB3_C18NEG_4.mzML ,6111_U4_C18NEG_42.mzML ,6101_U2_C18NEG_30.mzML ,6102_U1_C18NEG_26.mzML ,6110_U2_C18NEG_34.mzML ,6105_U4_C18NEG_47.mzML ,6103_U4_C18NEG_53.mzML ,6105_U1_C18NEG_43.mzML ,6104_U1_C18NEG_55.mzML ,6113_U4_C18NEG_62.mzML ,6105_U2_C18NEG_40.mzML ,6113_U3_C18NEG_15.mzML ,6102_U3_C18NEG_48.mzML ,6101_U3_C18NEG_29.mzML ,6108_U4_C18NEG_18.mzML ,6104_U4_C18NEG_12.mzML ,6111_U1_C18NEG_51.mzML ,6105_U3_C18NEG_39.mzML ,6110_U4_C18NEG_10.mzML ,6111_U3_C18NEG_54.mzML ,6104_U2_C18NEG_19.mzML ,6101_U1_C18NEG_59.mzML ,6111_U2_C18NEG_35.mzML ,6113_U2_C18NEG_31.mzML ,6101_U4_C18NEG_14.mzML ,6103_U3_C18NEG_61.mzML ,6108_U3_C18NEG_28.mzML ,6109_U1_C18NEG_58.mzML ,6104_U3_C18NEG_32.mzML ,6110_U3_C18NEG_45.mzML ,6108_U2_C18NEG_27.mzML ,6108_U1_C18NEG_44.mzML ,6102_U4_C18NEG_50.mzML ,PooledQC10_C18NEG_64.mzML ,6103_U2_C18NEG_60.mzML ,PooledQC9_C18NEG_57.mzML ,6102_U2_C18NEG_16.mzML ,6112_U2_C18NEG_37.mzML ,6110_U1_C18NEG_11.mzML ,6112_U4_C18NEG_63.mzML ,6109_U3_C18NEG_52.mzML ,6109_U4_C18NEG_22.mzML ,6109_U2_C18NEG_13.mzML ,6106_U4_C18NEG_36.mzML ,6113_U1_C18NEG_24.mzML ,PooledQC5_C18NEG_25.mzML ,6106_U3_C18NEG_20.mzML ,PooledQC6_C18NEG_33.mzML ,6112_U3_C18NEG_56.mzML ,PooledQC4_C18NEG_17.mzML ,PooledQC8_C18NEG_49.mzML ,PooledQC7_C18NEG_41.mzML ,6103_U1_C18NEG_21.mzML ,6106_U1_C18NEG_23.mzML ,6106_U2_C18NEG_46.mzML ,6112_U1_C18NEG_38.mzML ,Prerun_PooledQC3_C18NEG_7_1.mzML 
1690,320.049982,0.6981004,0,0,0,32589.736,30232.383,42970.625,19847.176,31299.693,11344.947,42669.684,38123.02,20149.326,42065.05,30638.145,53114.86,34864.63,45411.76,45132.215,30089.443,40115.074,51158.035,57188.156,31783.87,31483.525,52084.117,28703.03,29960.049,29263.094,30036.072,29001.023,35331.117,63678.04,28117.006,40327.996,41389.74,29702.537,25228.86,29059.334,43916.504,23648.525,54666.25,17177.781,9501.448,12022.596,31098.26,7246.3403,18195.803,32756.84,7954.174,30702.5,35500.582,29272.08,32828.145,29675.145,17508.033,8742.616,5662.181,31972.809,28630.016
1691,397.0582312,0.70068026,0,0,0,17310.684,23589.906,27858.78,12179.876,20153.56,14181.067,26935.06,27359.838,22353.11,27342.854,31537.432,22183.53,24651.275,24110.39,31440.418,22379.27,23360.83,21395.668,28798.172,21768.424,27614.078,31340.441,29666.24,24697.22,29522.613,18350.025,31793.521,27753.312,22404.984,12201.264,20162.736,25090.271,29259,29047.834,31422.236,26353.389,20566.473,24715.15,5679.173,23664.574,19818.88,38647.41,5966.2466,34469.207,37240.348,6843.0005,31021.15,27191.494,28230.984,31254.51,32850.016,34010.246,7925.1436,3713.4375,24517.049,30036.146
1697,277.0020893,0.70665437,0,1165.0714,0,5372.9487,10250.444,3510.5737,2991.4849,12172.925,4614.704,6397.3364,3746.001,9430.163,9150.667,3623.3364,5721.0566,7981.0464,10250.412,4297.1377,3173.676,6186.21,6899.35,5603.75,3160.8816,7669.72,5567.9517,7902.334,7029.7886,5172.9434,11781.722,7416.432,3316.4082,10196.002,9743.018,9623.492,7104.78,44759.953,4073.4119,41953.543,8007.4233,4150.601,9010.019,4026.3591,7524.7896,5125.6675,9545.584,822994.7,15573.728,52100.13,831322.56,49442.598,9157.229,39675.688,53065.547,49300.66,7559.025,398449.53,538193.25,3228.0127,41676.82
1706,206.9961257,0.69958293,2075.481,2281.2148,2923.2334,52142.77,135124.94,62368.05,68935.34,78885.26,83022.69,99357.76,74611.76,64714.527,82083.58,60141.92,156577.19,203912.16,63948.277,84456.73,49705.31,85961.31,67856.65,73659.04,301242.2,80387.94,72102.72,89003.766,142465.28,97370.81,99898.85,42376.246,49965.656,84228.95,50308.94,43669.188,108447.2,83101.58,85290.82,82285.18,97161.93,51128.812,119811.99,16088.39,20691.406,73051.87,77052.06,42664.113,62304.99,78507.22,95517.445,74109.6,91500.91,79464.336,85814.98,82855.266,62919.965,182510.38,72304.54,61188.402,74471.35
1707,78.95851114,0.70212626,1884.1776,1785.7944,1563.6068,211444.36,170654.58,219096.48,103807.1,189029.55,134074.33,222251.98,175772.19,167778.97,187657.14,166212.64,217993.22,197561.92,213871.61,157739.06,247004.66,215005.42,189854.5,251710.44,166263.44,182181.58,241587.95,205338.11,144044.05,182477.42,216699.2,187553.94,148549.64,192101.22,203256.11,206994.08,197228.75,205514.67,100356.93,199720.92,168325.45,155630.16,188389.66,17088.338,198492.97,174321.05,151939.28,107833.64,219916.16,229994.16,120957.914,210254.75,217542.17,187885.58,216848.3,224490.19,117930.77,169139.47,163004.48,14609.501,186097.42
1732,468.0451435,0.6964139,0,0,0,1784.0773,3806.7124,1811.3746,5802.637,3278.9207,11802.083,3145.7778,4584.652,1782.1255,11785.535,2119.9177,1496.3657,2826.8076,4107.946,6222.957,3217.467,3315.484,1816.0989,1947.0137,13415.608,3371.83,5297.0127,2213.1733,2932.4392,68612.484,4239.767,79673.84,2933.9924,2364.8652,4725.7856,3679.5437,2942.7605,17192.43,37424.074,18224.15,2703.4434,2074.6255,2972.9746,1863.0978,4155.393,17088.51,143806.72,13061.565,2448.2432,18375.371,17419.104,19188.717,2964.1667,13402.449,16273.798,18508.736,82284.62,2681.001,6385.737,3632.5674,16405.188
1734,389.0528228,0.69982266,1129.0941,0,0,26811.81,41203.875,37091.094,14793.726,24250.268,21201.193,35806.5,43659.418,35210.797,28818.893,52723.44,47378.996,36295.324,54315.297,44123.457,28140.39,25265.791,29348.658,37152.402,34080.215,41668.797,34707.758,52298.95,48609.23,32191.041,8483.502,38989.03,41089.395,39169.09,21265.102,4962.6533,64494.66,22277.871,25715.27,20003.984,48583.516,32773.547,46443.86,20625.72,30825.1,18844.225,68404.78,1978.4391,35353.176,20175.555,2119.9001,23059.855,36264.285,23229.006,21401.062,19760.648,33181.15,6511.709,2100.2456,35125.957,20534.668
1735,246.9913424,0.7048478,0,0,0,81910.305,229988.02,73131.016,85781.72,32668.59,41336.695,89789.94,40829.305,95681.43,104464.71,72575.35,67031.29,118423.305,141663.86,94819.22,150897.1,54102.207,234733.89,83019.08,92471.11,156012.12,72128.73,89575.47,91414.35,129332.82,92581.734,103674.43,77119.586,320915.8,104866.336,163067.75,106199.42,108820.59,36304.832,99553.25,139722.33,80534.9,294016.78,26252.389,107840.484,216634.55,147375.61,172685.89,85153.69,95781.75,223852.45,96138.69,99224.836,86929.95,114618.99,109425.13,83162.664,135287.62,149513.19,72309.89,104326.99
1739,187.0043334,0.71638525,0,0,0,1321.9917,0,3198.3806,3164.5847,2931.2654,3285.002,1825.2998,3177.4792,1477.5422,9026.567,4336.698,1833.3978,6554.3145,4800.2363,1286.8118,2179.9446,5579.4805,7041.762,1859.1826,3181.28,1295.6659,1942.3529,1755.0974,1268.5153,1153.4537,9453.296,4894.393,2785.9658,1520.7009,6359.4565,7779.082,1539.4664,3259.703,4126.3154,3853.1104,1340.3818,3963.8796,1467.3362,6351.1753,2079.0596,3388.8464,5316.2856,0,3037.0088,2112.4858,0,6460.201,6178.4404,5199.678,1307.1583,1540.0693,8353.589,5755.6304,0,8986.987,2417.316
1755,161.9880441,0.68472296,0,0,0,0,367110,1071.1361,9216.258,3869.4077,0,1503.2596,23431.125,13180.665,496864.78,1433.0925,1859.9614,2995.1262,1942.2909,5668.5703,0,3375.6099,1077.4883,235543.56,18444.188,1504.6155,0,8447.17,2524.8044,2096.2812,1492.7643,2021.0613,26607.207,1427.3353,0,0,0,66012.79,56113.88,57921.137,303917.9,17384.17,1706.8898,18617.305,3176.3337,5042.3765,5051.966,115379.39,211913.5,60760.6,53547.906,60541.9,24826.918,63753.965,62720.42,67287,172570.95,229693.77,210282.94,223197.73,57721.246
1758,335.0439707,0.6764673,0,0,0,105559.695,59803.152,55929.445,36431.26,362293.25,187446.98,287019.3,246309.56,42694.64,60510.61,49040.81,79621.79,124052.51,99118.49,86965.24,169429.53,309914.2,188918.83,122839.625,54240.83,69164.86,87342.12,90760.016,183506.62,69577.35,57604.49,284696.22,310964.06,86029.195,37928.75,54187.555,122061.5,129881.81,316555.66,44507.04,131706.83,170230.06,123377.586,61225.094,32312.273,26296.465,200698.86,31810.943,56778.71,57237.96,33518.832,133007.88,57822.35,132704.42,138517.03,125377.234,244745.73,14659.591,12604.59,256124.39,58863.066
1761,154.9984158,0.7028316,1393.1868,1759.7338,0,29219.25,25145.977,22682.879,15626.091,21313.973,15210.554,22654.057,10434.591,23321.164,43387.055,34153.758,32014.533,27718.13,21383.615,14067.467,29985.527,29760.219,18793.678,17261.102,9762.42,24071.803,22823.316,24051.781,20549.818,58421.832,28822.266,60198.16,17029.664,29884.402,12059.355,11933.79,23696.012,32998.2,29819.494,23631.43,20304.951,20641.316,14039.115,4409.823,39602.41,28745.11,37480.7,18654.742,54737.88,33389.273,26177.4,29585.451,44008.35,27366.053,31146.52,31444.418,20429.436,100208.86,30267.516,13832.987,26761.049
1766,246.9915752,0.7048479,0,0,0,81910.305,229988.02,73131.016,85781.72,32668.59,41336.695,89789.94,40829.305,95681.43,104464.71,72575.35,67031.29,118423.305,141663.86,94819.22,150897.1,54102.207,234733.89,83019.08,92471.11,156012.12,72128.73,89575.47,91414.35,123353.34,92581.734,103674.43,77119.586,320915.8,104866.336,163067.75,106199.42,108820.59,36304.832,99553.25,139722.33,80534.9,294016.78,26252.389,107840.484,216634.55,147375.61,172685.89,85153.69,95781.75,223852.45,96138.69,99224.836,86929.95,114618.99,109425.13,83162.664,135287.62,149513.19,72309.89,98248.54
1767,363.0216884,0.69553936,0,1001.7569,0,1836.5024,2030.045,4245.287,10007.064,16391.98,5999.3228,2061.1804,4443.474,1376.5066,6273.2134,2999,2152.7053,4198.391,1341.3783,1388.3658,1616.1729,5354.046,2877.715,2783.0542,34334.918,1176.2906,2178.5918,2514.8274,2241.873,2920.3425,5690.7446,5272.137,12925.6045,2593.5044,6492.089,3374.7659,2555.1255,10372.727,7905.948,12023.779,1761.624,8739.915,1590.7274,40985.957,2688.4954,2932.096,48010.133,1218.165,2766.9275,1431.3976,1636.562,8889.908,15870.903,9969.843,1979.9138,2410.3232,8341.57,1227.4817,1730.5458,92603.195,2340.8289
1771,111.0084701,0.7028804,2532.7954,1699.0172,1182.046,406520.78,661080.1,603447.75,626823.2,730377.25,634365.5,564247.6,624155.7,830480,623677.94,613848.7,682750,626584.2,406240.5,549906.6,558739.25,573581.4,504162.2,440691.9,477484.47,652611.75,507927.8,746663.5,764451.4,690871.3,429454.25,904686.2,622253,614303.44,210650.28,425941.56,811008.5,705491.06,496464.25,578025.2,591733.75,589250.3,531169,31248.607,810171.2,633934.8,929810.9,44371.023,673708.9,680137.44,57894.883,657951.4,631284.3,569978.5,704225.56,666387.44,593145.5,189626.75,64719.27,340786.28,596071.06
1777,379.0185096,0.69730645,0,0,0,2608.878,2596.44,17072.105,15476.004,12872.007,20365.967,5091.4453,8386.019,8915.283,54897.492,18440.416,2129.5713,21558.803,2779.8455,3547.8206,1762.5281,19535.242,35588.03,2458.543,11637.6045,1716.9829,1438.6017,1813.3197,4111.0664,1478.4845,28988.58,36668.336,7076.0576,2020.2026,25054.69,7306.471,2656.1362,31876.672,61156.63,32726.947,2581.0698,50067.484,4984.306,64729.527,1673.668,25047.906,70622.586,1488.3131,2033.7806,1471.752,1244.0032,26849.885,158514.25,26206.646,1785.707,2239.8157,56336.51,6032.3135,1672.4457,62644.38,1953.7161
1780,110.9948938,0.709509,0,0,0,0,0,433122.8,884034.75,552887.1,741799.25,0,411001.28,296103.44,645835.6,581059.6,1038.472,497077.72,0,0,1156.1737,364823.97,438177.97,0,598459.5,1243.0079,0,1019.647,0,0,333408.75,641195.2,675856.6,0,210688.19,126831.32,0,591802.3,919616.8,663707.5,0,677221.56,0,637225.44,1169.686,642450.7,729822.8,0,0,0,0,489099.44,678005.6,554056.8,0,1182.6273,896177.06,16516.705,0,699388.44,1060.8823
1782,206.978599,0.7483734,5388.414,7040.8657,6495.8965,3282.9805,2877.5557,49429.473,91873.875,64424.516,81942.6,3546.1309,57981.023,23829.633,84829.63,66313.766,5073.658,174089.55,2691.3545,4291.9604,5313.7734,67403.836,89486.33,3171.6091,343136.3,2888.2886,1495.4097,5265.4194,2561.1875,9279.014,90068.2,31725.01,57956.688,10780.138,46691.645,20268.64,3492.335,68565.23,94758.15,79653.766,4984.494,50796.83,8024.3857,223562.69,3101.1614,65138.17,69054.36,3593.0903,6033.1606,3959.0623,2783.363,71383.89,81796.54,68700.62,5002.117,4401.803,69121.12,35046.65,3476.4788,72964.984,7181.853
1784,246.9756103,0.70184064,0,1111.0498,0,0,1278.386,61247.35,97795.89,27252.504,43031.137,1116.0035,38726.625,43360.05,100555.836,70646.5,1512.184,103436.63,1571.0405,0,1245.7013,47528.406,233274.72,0,101145.66,0,1000.27466,2020.3253,0,2532.307,82216.016,88324.83,85584.586,0,95983.016,93078.09,1392.7762,92522.4,38205.39,97690.664,1634.46,89161.195,0,64129.93,2069.4895,223961.34,141472.8,2178.5024,1301.0385,1239.3766,3476.1426,91882.555,98221.15,87357.945,1537.9174,1115.2,87255.375,73599.23,3619.9045,73028.336,1203.0308
1798,216.9809702,0.7091164,0,0,0,60342.52,105255.516,42331.008,48391.125,127584.33,101494.086,20252.818,40170.473,83308,156098.39,83417.1,147951.83,209273.72,93104.6,76365.83,154120.05,90960.15,104969.2,105219.734,128932.31,160710.5,86586.95,130895.12,178803.39,122128.11,118053.914,135781.64,28351.129,77354.75,116400.67,100483.9,317562.38,114384.61,96014.195,112978.41,89619.234,172638.77,100361.17,12498.11,83713.1,54228.465,274123.5,323433.7,110105.69,97558.87,340722.16,102640.484,111878.37,100272.32,112571.26,114768.81,125792.47,155797.64,162768.95,164182.23,104476.945
1803,524.084519,0.7045511,0,0,0,6745.012,6333.3228,5804.3696,1876.4391,6225.2646,17141.7,3199.615,2727.0552,7620.3,5166.3574,11647.778,7815.347,6618.625,4894.768,6173.409,11790.434,6397.6685,8133.0312,16183.51,2541.0786,5819.098,19270.143,13931.564,5812.932,23501.027,6821.533,8477.992,4957.515,4257.6113,5149.164,4744.856,10351.944,9508.838,14083.124,10168.143,10172.221,12741.488,5565.528,11505.731,10137.411,11726.996,11070.756,3514.2805,18256.135,12361.9795,3839.2012,10855.635,13643.402,7099.594,9532.055,11815.751,31889.043,3088.83,2571.2944,9450.479,9553.032
1809,427.0673874,0.6852998,0,0,0,2228.5696,2495.8103,2213.417,2423.0957,4249.3784,3508.2046,2224.2383,2622.0125,2428.2039,2590.9724,3353.3987,1691.8401,2474.605,3323.21,2087.5776,3030.1006,1702.0906,1876.9176,2719.32,1970.1354,1725.1199,3312.65,2615.3618,2346.79,4236.679,2622.3904,3237.8105,1749.9323,2761.4866,2494.0125,2364.9175,2821.1565,62094.113,1997.0631,59851.75,2671.9604,2381.5918,2613.3389,2560.5173,3486.2678,3607.7654,3537.901,20379.076,2202.7139,70103.45,8297.295,60423.95,2490.5718,58867.633,52474.598,57690.29,2631.332,20527,18954.965,2618.0835,58998.555
1822,379.0336293,0.70762724,0,0,0,15370.517,43376.434,19405.037,12354.7,14402.406,23399.617,8738.474,12911.221,18171.107,55933.69,23232.035,22901.957,27926.598,31845.236,14789.973,61500.043,22457.67,36052.934,93505.24,12846.698,28310.818,44874.223,31687.371,12220.877,51693.324,29847.404,40756.656,9364.441,20016.916,24126.188,23981.209,27964.268,36947.72,51333.02,32966.043,18586.623,45757.773,17950.094,28387.148,37214.027,28081.068,73767.2,34558.684,47355.383,34686.473,35966.117,36351.535,145727.42,22251.54,36113.215,38303.29,51676.176,21510.541,26620.004,46854.58,34338.137
1826,367.028152,0.70742846,0,0,0,23634.727,15567.3,15214.255,18005.928,17370.8,7441.63,16293.61,17812.018,11187.982,19366.516,12977.9795,12790.446,14972.17,18254.004,20722.371,25476.406,16657.893,11188.351,27776.412,17343.883,11313.937,28793.71,11101.775,11875.412,18342.527,19878.344,11352.676,19449.746,23269.13,32269.29,23700.15,12475.404,16360.89,10247.57,15568.439,14372.357,15482.746,18645.412,9667.353,15077.934,12747.784,30122.738,27048.934,13558.008,18051.156,16303.133,17748.693,19336.736,15336.098,15504.011,17292.354,9827.362,33542.535,23113.527,21913.668,17885.027
1827,543.0792424,0.70365727,0,0,0,9441.306,3902.8647,6051.264,3249.8848,2081.135,7330.2363,7585.6626,3467.8184,13554.579,7304.2793,14081.846,4857.37,2184.0532,5719.184,12366.8125,19439.21,3625.3572,7462.57,6907.494,9423.121,2692.3545,8222.883,18738.58,2369.9673,20133.86,4954.2744,8151.934,11138.434,8193.517,3681.0774,7435.292,8959.716,12545.469,4655.028,9661.511,12749.817,18992.883,8104.1035,10725.207,16619.105,54581.082,33303.84,2042.131,15026.044,9745.097,1452.8715,9557.765,16026.637,9198.934,10326.847,11648.236,17458.123,2019.4005,2741.3403,14357.668,9475.982
1834,303.0532397,0.7048499,0,0,0,33108.57,45647.297,66692.695,41528.293,45342.848,37758.766,55982.613,49560.016,42203.91,50676.395,37643.223,71014.51,40014.832,35104.87,50042.887,40004.445,48679.305,52495.793,43650.56,81426.64,43430.074,36987.598,52903.98,35414.734,29643.367,33293.598,55989.324,48627.402,46102.203,26443,40225.125,67693.97,41447.902,39471.055,38152.355,62289.63,35864.39,52630.297,57163.37,36836.594,34786.668,57581.285,10223.041,44890.84,40908.535,8997.043,44196.58,42542.88,37942.598,39896.426,40709.62,53986.438,14102.919,10782.507,22336.016,34330.223
1841,161.9711046,0.72400165,0,0,0,0,0,0,11425.902,1354.853,1566.8888,0,17037.637,5812.1997,480700.7,1433.0925,1707.0753,1823.9458,1286.384,0,0,0,0,0,24851.693,0,0,1390.1228,0,1212.7388,2554.7449,0,28556.566,1323.0907,0,0,0,62908.957,64534.617,59558.926,0,21109.213,1733.7313,294997.2,0,3675.2083,1111.0181,0,0,0,0,52344.215,27049.424,60973.938,0,0,192080.48,34231.574,0,273329.28,0
1842,216.9644366,0.70613414,0,1428.053,1158.8912,1472.0002,0,42850.074,53541.4,105901.52,109612.14,0,23925.705,47589.652,154421.55,80239.61,0,194951.55,0,0,0,87709.305,95112.99,0,97291.5,1187.001,0,0,1134.0248,0,116230.06,125566.766,29756.836,0,118600.53,79446.555,1225.9292,99959.78,104870.7,102984.65,0,172068.67,0,149023.8,1020.24854,53796.37,213585.39,1026.1257,0,1153.524,2012.7028,95402.49,126666.85,93592.414,0,1545.3899,132785.22,26753.29,1155.8798,174366.3,0
1845,225.0424075,0.70778775,0,1384.7043,1055.6951,1438.5791,1193.7743,3760.603,1397.9302,1462.1958,3271.2617,1850.194,1751.0798,1438.3365,8664.232,4777.057,5007.653,1551.5355,1355.3905,1235.9032,1821.5011,8368.003,10556.58,1473.9032,1711.0555,3094.2314,1368.109,1352.0481,1496.8235,1745.1743,2215.453,1877.8904,1327.2498,1719.1707,1503.214,2051.6777,1553.1798,6494.3696,2561.909,5491.59,1842.8225,4441.7036,1787.9286,5941.6973,1584.5109,2264.5647,1896.7648,82028.79,2843.8052,5333.884,49788.785,10254.556,7420.7085,5012.7686,5597.582,6056.0537,13358.684,29192.7,43277.65,6539.34,5384.017
1852,232.9758609,0.7084204,0,0,0,33282.68,69228.01,18993.38,41496.67,23995.367,36132.215,24814.938,13450.696,46976.875,47995.79,11955.335,27852.82,44437.01,112959.57,33071.535,37398.336,35020.04,50446.11,23602.48,22660.305,29203.57,48456.87,32701.008,65635.055,39689.81,51311.418,39697.207,19484.396,35629.887,45072.53,45443.64,41812.57,38256.535,34120.688,39504.637,37373.613,31463.973,47240.016,9953.334,27906.443,64359.8,92749.72,58320.133,36062.28,39994.59,47747.73,35810.98,35634.645,30881.764,41310.492,43536.855,39005.395,31665.219,51159.754,31668.379,37169.87
1864,423.0571433,0.7032595,0,0,0,6167.018,44044.965,12221.24,8118.6646,45888.895,18807.643,13639.435,38143.74,5493.411,10904.491,8503.445,6831.925,19051.748,88688.7,19947.055,5663.955,13810.439,11019.087,8036.8574,51613.95,10386.6455,10204.311,11028.384,37486.06,51968.133,75864.695,7102.0938,42403.004,7488.5786,56715.266,83545.1,30107.006,24676.252,12670.151,25843.88,8222.1455,12423.914,9404.532,3833.7869,33317.266,7211.942,45608.55,2879.589,9160.304,25819.186,2006.6814,27039.252,53558.78,24125.38,29079.78,25525.79,13310.452,4381.0674,2440.603,33481.543,20100.836
1875,333.0458051,0.7002841,0,0,0,3502.9631,5296.4814,35703.508,43636.14,31053.404,32353.375,3598.7378,26241.104,21172.123,81188.29,47162.79,4983.454,58222.273,3970.9353,3969.9072,5359.226,34470.58,41528.43,4608.644,35288.97,4131.8433,3744.0354,6779.85,6570.3823,4630,41270.207,64081.375,36832,4487.2,28936.01,7034.0674,4349.9263,39021.91,37424.895,44817.566,3892.6487,31406.51,5306.794,55815.098,4085.7407,27381.273,53458.098,12359.125,5128.1763,4986.734,9151.402,49209.145,54164.582,43414.78,3279.844,4393.616,78175.375,8966.419,11470.43,60764.89,4190.093
1876,347.078986,0.70564306,0,0,0,28352.67,33714.11,31311.307,29898.604,27567.219,20342.193,36850.543,16771.674,29838.035,37892.258,35031.03,34107.332,33580.805,35426.28,17502.854,31276.803,39688.094,35966.65,36005.934,20059.133,23408.113,48124.83,41098.543,25668.246,38015.223,36842.99,36649.605,30738.635,39789.062,20819.31,41708.066,37809.875,27493.188,18000.672,22087.531,40930.62,27247.963,45270.52,6849.2866,19134.512,19352.904,49180.727,10959.754,26567.8,30718.934,5841.45,32624.953,32583.885,24465.598,30682.098,33378.117,40644.52,16686.182,17821.262,40403.72,23118.139
1881,146.0455973,0.7078843,0,0,1981.136,43757.477,40495.887,32793.04,29624.328,58301.594,34810.22,47044.2,48002.44,39905.668,47593.184,44756.434,36598.027,36213.074,53417.855,34311.4,43699.617,46466.203,47007.957,43877.85,42029.016,39949.816,44408.805,27729.887,38028.996,77265.16,52243.234,57237.734,49566.457,47907.156,54453.42,39354.066,40878.6,49313.066,27262.238,33378.97,38139.348,57554.863,43352.277,6260.0586,40615.035,43543.246,43698.14,15213.392,45492.305,51234.47,10977.818,53943.12,62982.707,43647.2,50299.477,50452.28,32056.508,21538.746,15459.424,25134.738,42790.035
1882,335.0467719,0.6632685,0,0,0,41948.973,150743.64,156294.39,300009.06,55818.117,29560.633,305976.88,246309.56,114021.42,89736.29,70985.62,97683.29,124052.51,99118.49,91378.97,52575.68,309914.2,188918.83,122839.625,298600.1,69164.86,144729,90760.016,184154.97,180697.56,57604.49,284696.22,350329.53,180082.12,37928.75,54187.555,122061.5,129881.81,350778.44,137734.27,131706.83,179378.34,123377.586,181941.27,90247.9,50261.598,102811.76,41937.035,56778.71,135208.31,57533.996,135861.06,133753.7,132704.42,60337.875,125377.234,244745.73,88598.39,103497.85,269891.25,128062.445
1895,409.0427583,0.7096115,0,0,0,5476.098,29388.186,6958.3896,7829.5605,30897.658,12070.757,13193.306,25169.158,12665.253,11459.154,13917.481,8044.56,14900.524,42080.51,17619.004,10552.558,8719.627,10629.785,9356.332,32177.5,11704.7705,5584.928,15103.1875,37227.93,34289.336,38920.895,15169.128,26108.549,12229.913,32748.19,40422.16,26899.602,21583.25,7350.8877,21178.502,9949.731,12170.63,10960.108,6324.7065,39668.75,11194.511,53232.188,3544.203,14132,24183.527,2454.521,25244.428,37236.33,23777.502,22877.848,26088.068,19125.87,3041.5903,2152.0142,37014.684,22256.11
1900,559.1102133,0.6802382,0,0,0,2089.9404,2526.582,3685.1807,1578.0385,18702.752,2207.5564,2052.803,2231.645,2263.8364,3207.0886,2903.667,2684.017,2561.0784,2831.2805,2483.3376,2341.758,2745.1687,4137.019,2735.7937,2084.0315,3026.8152,3290.488,4088.273,1965.0032,1900.1589,2719.059,2879.5222,1686.1016,2779.902,2293.4949,2925.344,2935.3713,151597.83,1401.5559,113096.77,3781.3323,2619.5957,3980.563,1690.1788,2403.4414,2023.2417,2323.0068,18318.951,2788.011,184655.48,12769.498,165835.95,2902.2903,120818.79,154113.38,169320.27,2706.706,26405.898,28891.34,2224.6465,128003.36
1925,259.0569957,0.71199447,0,0,0,20013.455,7821.5845,16123.069,8619.797,13171.827,5871.999,13516.168,10625.849,8866.299,11983.855,10609.491,13950.63,7239.196,15358.134,9905.108,18265.377,11837.26,10258.335,21097.953,10939.413,9279.104,19220.334,7076.173,6766.7954,13429.328,13003.384,8875.3,10719.257,15977.976,26404.35,18066.336,12036.024,8784.042,6933.49,8501.63,11489.139,11454.401,11619.224,2789.347,10796.5625,8090.507,7859.075,10158.539,12291.8125,10847.942,9701.793,11485.207,10873.073,9245.559,9923.012,10991.067,7255.189,18280.11,15273.066,15685.642,11390.045
1927,377.0352655,0.7129869,0,0,0,19127.55,47368.9,43134.066,27326.04,31398.594,24756.848,36704.51,33710.906,37914.555,36929.746,38697.105,44037.285,48209.332,36828.668,41376.703,25897.684,32577.686,35083.35,33919.39,42558.113,40939.832,35635.516,54850.016,47526.414,36071.098,31687.393,50202.625,52152.625,40241.02,21212.338,37285.29,44635.402,37948.086,23828.643,36772.074,37843.77,31774.371,44025.273,24222.176,32111.186,24653.691,56451.117,22580.557,44721.97,40844.51,11175.013,39660.438,25705.922,34332.883,35341.49,37387.273,65262.42,4860.0444,14750.1455,25836.209,32393.873
1929,263.0248797,0.6897049,1152.6238,1007.1939,0,16781.05,22301.059,19644.115,25428.926,150805.66,11801.442,14175.632,9087.906,11753.321,14015.141,12185.513,18771.896,25826.477,24311.533,12374.092,10562.823,18114.898,19659.01,12579.141,17389.562,16606.482,18354.438,11320.198,21083.47,26050.432,22319.326,17908.047,14508.37,19441.707,10047.941,11335.09,18410.035,772327.44,9232.745,667857,20258.129,9226.018,14943.045,8381.336,71927.53,65650.945,15599.59,8219798,17825.166,742274.3,8107933.5,696531.25,12182.36,563392.7,758411.44,836445.7,36625.793,7044785,6888762.5,15155.975,645821.94
1931,405.0134324,0.7189418,0,0,0,1335.1592,1925.2933,56691.008,180458.3,87656.5,122774.53,1644.1293,43014.176,135716.73,25125.611,41172.402,1298.0566,34175.754,1972.004,1008.17126,1287.0001,47018.203,29844.395,1955.734,86598.984,0,1305.4672,1407.1426,1678.8379,1316.8566,29676.012,77834.44,73530.15,1140.7587,7170.088,10079.544,2492.6763,51300.266,125960.7,51178.664,1436.8837,80150.04,1668.7196,64772.777,1253.7886,50791.246,82809.25,1935.6299,1948.3438,1077.4205,0,25019.709,40215.79,39604.33,1980.9042,1114.1837,61561.395,1132.6947,0,59598.395,1963.7449
