row ID,row m/z,row retention time,PB1_C18NEG_2.mzML ,PB2_C18NEG_3.mzML ,PB3_C18NEG_4.mzML ,6111_U4_C18NEG_42.mzML ,6101_U2_C18NEG_30.mzML ,6102_U1_C18NEG_26.mzML ,6110_U2_C18NEG_34.mzML ,6105_U4_C18NEG_47.mzML ,6103_U4_C18NEG_53.mzML ,6105_U1_C18NEG_43.mzML ,6104_U1_C18NEG_55.mzML ,6113_U4_C18NEG_62.mzML ,6105_U2_C18NEG_40.mzML ,6113_U3_C18NEG_15.mzML ,6102_U3_C18NEG_48.mzML ,6101_U3_C18NEG_29.mzML ,6108_U4_C18NEG_18.mzML ,6104_U4_C18NEG_12.mzML ,6111_U1_C18NEG_51.mzML ,6105_U3_C18NEG_39.mzML ,6110_U4_C18NEG_10.mzML ,6111_U3_C18NEG_54.mzML ,6104_U2_C18NEG_19.mzML ,6101_U1_C18NEG_59.mzML ,6111_U2_C18NEG_35.mzML ,6113_U2_C18NEG_31.mzML ,6101_U4_C18NEG_14.mzML ,6103_U3_C18NEG_61.mzML ,6108_U3_C18NEG_28.mzML ,6109_U1_C18NEG_58.mzML ,6104_U3_C18NEG_32.mzML ,6110_U3_C18NEG_45.mzML ,6108_U2_C18NEG_27.mzML ,6108_U1_C18NEG_44.mzML ,6102_U4_C18NEG_50.mzML ,PooledQC10_C18NEG_64.mzML ,6103_U2_C18NEG_60.mzML ,PooledQC9_C18NEG_57.mzML ,6102_U2_C18NEG_16.mzML ,6112_U2_C18NEG_37.mzML ,6110_U1_C18NEG_11.mzML ,6112_U4_C18NEG_63.mzML ,6109_U3_C18NEG_52.mzML ,6109_U4_C18NEG_22.mzML ,6109_U2_C18NEG_13.mzML ,6106_U4_C18NEG_36.mzML ,6113_U1_C18NEG_24.mzML ,PooledQC5_C18NEG_25.mzML ,6106_U3_C18NEG_20.mzML ,PooledQC6_C18NEG_33.mzML ,6112_U3_C18NEG_56.mzML ,PooledQC4_C18NEG_17.mzML ,PooledQC8_C18NEG_49.mzML ,PooledQC7_C18NEG_41.mzML ,6103_U1_C18NEG_21.mzML ,6106_U1_C18NEG_23.mzML ,6106_U2_C18NEG_46.mzML ,6112_U1_C18NEG_38.mzML ,Prerun_PooledQC3_C18NEG_7_1.mzML 
13,966.0007248,0.5479368,39093.12,40050.883,49989.8,42124.074,36205.31,41110.99,29166.305,46749.92,39278.008,44551.094,41285.227,38455.56,35262.566,54179.805,35557.457,33170.8,47389.625,33201.57,36171.094,38460.1,45892.152,33976.99,41115.523,41582.984,61521.65,43648.56,42308.66,33991.992,33529.78,31415.168,40745.746,53354.098,42024.086,36436.867,44750.445,46163.582,34748.96,36183.035,39052.863,38335.664,47910.53,32541.36,46574.88,42843.03,35765.36,34001.434,39353.293,39383.375,40028.625,40322.605,29286.002,36918.938,58218.68,33627.246,38882.984,51411.598,34816.42,32601.781,52979.855
15,129.9757322,0.55057317,10624.492,10615.042,11532.363,14360.531,11034.615,13391.855,16056.78,11940.884,14015.689,10373.698,9440.411,10617.46,12004.701,10654.249,11784.318,13935.779,9747.879,9279.051,11675.385,10759.593,10651.871,11683.078,16878.625,12233.803,10871.684,10948.428,10137.3955,13278.917,12105.113,13099.089,11280.025,10486.047,12434.115,11149.463,11276.762,11971.948,11567.231,10811.415,14990.388,15288.475,12261.985,9711.153,12849.665,11249.779,11521.062,16360.352,11658.289,12078.35,11592.197,10472.263,14301.49,14088.563,12074.963,11492.336,13127.721,10978.219,10717.793,11957.173,13178.988
33,316.9477589,0.5530223,19186.877,9481.355,10208.65,70572.79,61222.707,73105.63,86116.484,87453.1,99468.57,83510.76,78136.81,76121.04,64066.98,73214.76,91682.71,68793.53,57914.45,89327.77,74064.69,79839.29,75573.164,73783.51,92790.9,58426.797,69039.81,73728.54,72955.38,70730.09,76391.586,62665,77524.05,73332.73,68794.75,58262.555,50119.324,70966.42,75518.7,81310.05,79656.945,73784.63,61921.24,80125.3,45017.637,64126.2,60799.902,85012.33,74757.32,79790.09,76427.3,77225.06,72482.99,81239.516,81024.56,70224.16,89533.74,53679.137,97323.07,75428.72,97092.6
39,248.9603577,0.55255145,25588.281,18306.807,15585.357,118625.18,99168.46,118963.51,137303.12,137735.14,138037.78,114821.98,123943.26,113361.78,111987.7,112490.31,122493.68,112571.33,94979.65,123946.65,120178.57,112072.71,122881.84,126847.89,134711.47,97741,110375.984,108602.19,113277.125,118476.6,119059.77,114242.805,123885.734,119834.24,98072.6,87769.24,85192.875,114412.64,122268.53,113416.34,119205.01,121912.58,100105.836,117939.15,85571.31,115444.82,106433.734,151664.36,108978.78,135410.97,127032.13,127944.79,115087.98,120338.47,121841.195,122038.95,130635.07,93823.02,166407.17,121814.586,142738.72
67,112.985587,0.5586751,106101.5,88366.43,86474.64,295488.75,276420,288158.34,348819.16,307262.34,311466.8,276361.4,280031.22,313725.78,289877.78,290749.78,292389.5,263623.56,260316.31,296438.5,303521.84,287167.97,297819.94,285263.94,288351.3,269745.22,288622.38,278173.56,310225.62,290558.9,275451.84,275593.6,305332.97,294536.2,280247.44,253021.5,249228.75,290099.8,302031.88,300458.84,280306.97,304208.8,267418.75,289861.94,246094.55,296443.7,280464.6,446109.16,300502.25,303325.2,308524.66,298330.53,283787.47,288531.47,306503.72,297675.2,304759.1,281076.56,420929.22,293815.62,304180.8
157,272.9589015,0.563529,2840.1086,2947.16,2596.6128,8284.894,17498.107,25353.979,1401.505,1046.6406,2807.6567,12965.007,2148.6992,3363.899,37917.83,25213.361,20625.242,14073.311,34349.83,7853.874,5677.2617,18249.652,3723.91,33641.414,0,45352.79,20622.266,27844.566,12690.178,5796.4023,14256.301,5538.7783,0,22771.242,50710.305,59207.85,21638.078,5283.6,0,3725.0037,17972.725,2734.1855,57681.03,2493.794,74176.1,5350.9956,0,5524.232,17492.963,6020.838,3766.0977,6661.751,16829.344,3313.6755,8252.388,6872.7983,0,2497.004,10952,2008.8534,5579.1875
174,96.96009084,0.570635,206694.64,212736.1,213961.69,1071992.8,1110094.8,1003569.25,646710.3,1122717.2,876504.7,1362810.2,1135670.9,957130.9,1409221,1173330.6,1053315.2,1164064.5,1399778.1,1080630.2,1173555.9,1292796.8,998219.44,1470795.9,1059175.9,1220628.9,1012901.9,1313409.6,988113.56,1196504.1,1127689.5,1274790.6,1205707,1232110.5,1233070.1,1383289.9,1089248,1162656.9,877256.4,1111197.1,964968.8,977008.75,1257075.9,1159878.1,1049041.4,1024027.56,936440.4,311347.22,1111189.6,1154477.1,895134.1,1134762.8,1454690.2,1122944.8,1124507.4,1152746.8,1089399.6,1909211,420555.84,1225303.2,1078254.5
262,158.9784973,0.580056,28086.812,30032.555,28382.21,113756.516,126210.3,163019.33,19368.908,16851.65,30957.803,124258.07,72986.484,58725.215,146917.98,155856.42,144430.44,133932.61,146051.1,114334.82,88692.15,138143.73,82602.16,150953.45,13994.533,168100.48,163631.77,145368.64,80837.97,96323.29,135197.11,102255.78,20399.564,132283.33,167602.31,167657.83,129479.875,101509.59,7223.32,97299.1,136878.89,33182.79,171776.67,36256.62,191259.81,92227.26,15206.363,63090.336,168713,106410.5,80965.44,104066.984,150531.62,104464.91,107564.46,96900.484,17724.836,20468.379,66497.38,77983.6,95913.67
270,226.965848,0.57562846,12823.393,17003.38,13502.067,30543.37,34148.703,36946.33,18197.053,7844.8086,24713.262,27934.053,18604.453,21322.324,35105.19,38298.934,35339.29,33912.414,34695.895,26812.889,25126.06,32269.469,25087.115,32313.322,8721.2,38519.37,40141.523,33285.258,21082.922,28490.008,33067.547,26682.895,9059.412,32741.238,37169.54,40353.92,47803.293,27607.205,7200.8584,25569.201,32112.229,13605.777,39293.39,10225.116,43970.457,29617.44,10655.203,62725.133,38947.42,30707.387,27663.225,29612.674,32904.516,28702.975,30943.742,25586.46,7793.71,9022.373,53269,21707.955,26248.346
342,236.0650198,0.60323066,0,0,0,4148.156,65118.8,16741.85,16350.678,46170.508,62220.047,22077.182,24802.018,84415.375,40040.94,129096.43,19393.852,40928.19,74813.914,39472.074,11893.755,122650.73,71332.09,81834.266,17014.443,106616.484,4509.495,118818.516,19130.48,131359.86,108672.51,44842.598,11266.135,75554.62,122916.625,138031.9,9761.517,47597.703,137786.38,38887.305,33904.37,3235.104,221140,3971.044,17313.164,11375.427,6750.089,6533.1216,14953.626,37558.887,12697.017,35077.24,24371.947,35254.54,42292.39,42350.008,52805.965,31562.29,6652.2993,2725.3887,42938.242
361,168.0776884,0.60640687,0,0,0,6707.072,81841.78,29358.371,19073.94,59856.336,90745.414,36894.273,29693.137,110884.84,64531.508,173281.86,42146.652,56134.234,89775.164,56237.453,15631.451,166769.89,80869.25,126086.21,15355.722,152309.02,5891.368,161149.4,21885.39,138556.36,141842.38,69277.414,16131.761,86049.625,198635.95,151666.06,11420,57778.08,173987.19,54407.145,39377.758,4078.62,238693.84,4202.005,37668.086,18742.377,17502.506,8926.471,33379.62,54090.39,35672.434,54321.79,32121.463,58606.42,53868.867,59554.508,89973.54,68644.24,9785.399,2779.0312,56986.14
366,154.0621153,0.609284,0,0,0,304457.6,112404.43,168966.02,67706.22,208992.6,92892.3,248975.16,322896,155423.08,262397.1,194719.94,249633.31,148774.03,58826.934,366211.94,314643.88,298989.8,127676.7,435971.94,263554.97,169447.06,238156.69,237650.75,94093.75,109171.586,75705.81,169832.38,374766.3,146591.03,147836.38,109442.29,121735.49,162539.05,71965.59,166331.72,179299.69,77728.47,186094.08,49640.895,480236.88,268303,187282.16,120426.68,257313.33,169475.3,136704.7,170210.45,60441.258,162476.22,162802.7,161625.52,86642.6,233144.98,71789.805,44954.965,163110.7
373,124.0072312,0.61587745,1222.695,0,0,63058.527,22063.848,56236.645,22557.037,56521.9,4167.15,63101.87,51042.113,44749.85,47440.68,41136.344,54345.09,20412.584,15951.831,39471.7,40744.445,62112.83,48634.31,48033.08,31916.355,29741.914,28111.533,263602.94,21147.137,7627.231,28837.205,22168.521,86793.57,51741.004,34881.465,31202.395,28167.656,36189.496,14373.435,33655.25,55563,3503.5598,45565.535,4415.7163,39762.508,60020.477,36532.637,13500.556,14129.886,34317.57,21905.81,30381.58,4887.302,39727.465,34670.094,35967.324,26562.93,100190.26,15151.92,3662.588,34290.086
431,193.0350709,0.61732256,0,0,0,110661.234,50736.004,54822.617,27333.799,51904.727,81048.39,70254.07,56236.3,73910.08,94744,90231.76,73980.88,49344.56,52517.773,79147.05,112479.84,53715.73,63390.984,93366.625,55124.703,66816.8,91221.484,76986.99,41636.496,96098.71,49399.7,101412.71,79133.54,68998.16,31298.373,54601.33,72346.37,77952.95,95935.23,77642.39,89180.92,95846.06,113580.195,103419.72,109297.89,163731.06,124016.17,115788.86,110630.93,87297.43,138687.31,88597.85,116749.24,89398.5,80953.95,78768.71,97652.85,118398.375,73003.95,79579.29,72763.234
494,239.1144388,0.62215936,0,0,0,4148.84,13944.503,13815.239,2379.7483,13813.59,7217.615,17520.518,5840.657,8338.693,13715.671,6275.195,12293.138,12485.334,12061.269,10988.15,7003.4854,57940.438,10074.49,19629.566,2748.5237,18534.623,2848.2634,28690.543,3721.025,13650.675,7790.04,12599.509,5532.769,7054.8877,13390.708,2742.3997,4546.7817,8435.303,9348.752,7059.9946,12347.513,1879.508,90381.81,0,9022.663,7139.9653,11224.45,4008.6965,5442.796,8564.737,3428.0276,9908.824,7993.04,7372.0625,7271.9,10613.048,18037.771,24520.973,2460.1853,2048.8762,6186.9233
529,275.0559685,0.6542387,0,0,0,7621.4624,10538.454,14388.471,12803.501,54594.406,11000.114,12955.162,12718.505,7941.082,19118.52,13472.955,17574.72,13629.289,10740.522,12013.816,9875.921,8421.929,16071.566,16342.085,14851.348,9336.943,17966.541,18008.049,12995.245,10705.83,18188.945,13062.053,16255.164,9807.121,16032.339,24555.246,17417.232,12810.572,16108.726,12411.385,16926.473,10914.067,12565.015,7414.6387,9888.514,11353.796,14213.283,9168.867,12543.089,13764.398,6209.842,14595.122,10784.817,13059.223,13883.505,7661.5728,15253.377,14555.124,9739.362,14143.323,8159.612
531,195.0510499,0.62719935,1162.2783,0,1445.8467,175922.42,222889.05,185187.05,97982.84,119151.625,109782.734,353344.44,163117.86,168969.94,282429.5,263464.56,228761.1,166095.4,172679.84,169712.23,206615.81,225469.95,142303.17,265457.12,169295.67,281785.5,185651.77,259843.53,223330.11,181636.67,148177.8,240885.1,217658.77,199900.06,180675.38,239379.11,259184.7,197785.83,134666.89,209267.5,201803.92,234337.39,248227.12,194780.75,298454.9,334080.62,255730.8,106686.086,207968.31,205152.16,219665.23,199011.66,258269.64,190845.03,197211.6,194355.7,113453.05,289956.72,109904.9,273634.75,189902.52
541,181.0711655,0.62743384,2472.5151,3425.9333,3472.7788,2984.4133,5896.2734,3981.2847,9277.53,4033.524,7065.652,14373.427,18004.844,6452.4497,7875.4346,4640.4746,6737.208,3416.9607,7449.2593,5397.7046,10307.798,18129.855,7161.479,12123.875,3364.2336,4042.2363,5491.798,9166.454,5362.3325,8878.364,17901.148,18196.434,5820.2104,6580.195,18691.574,27460.5,6395.521,8890.702,5233.1646,8487.755,5155.965,3301.2554,8693.684,4604.996,5323.135,5441.176,64769.18,52781.824,20088.766,9460.054,7159.693,9355.553,6399.454,7018.721,9102.233,8959.669,200447.78,12041.623,3988.6736,11628.479,10067.541
545,215.0326484,0.62931746,1564.367,1515.2068,5084.6514,83845.84,112802.2,93607.89,72868.77,87575.54,56883.41,167241.33,82533.12,117091.305,146044.97,108268.71,96901.4,85213.984,79407.5,88250.914,89482.93,131566.39,86110.984,105766.89,92222.66,68440.086,84529.81,142294.9,74788.5,73429.26,46284.16,94479.95,166782.88,113943.96,39074.875,82459.86,83958.28,84980.01,115326.625,85485.555,101357.055,76920.2,83993.81,76556.32,126877.95,104149.92,90453.305,43816.484,128402.18,86768.52,53123.785,81380.92,93612.28,77011.2,87735.086,85287.64,49690.773,113061.45,49510.68,101811.97,86061.28
546,219.0456901,0.6294379,1107.2485,2043.1241,0,14710.465,21731.164,16508.49,29380.19,18316.066,25524.664,69513.04,94220.1,25588.277,30219.107,18290.701,34014.527,17812.832,26899.64,24294.035,40544.426,65628.234,37038.8,48858.746,14963.82,14382.463,17658.87,32508.045,21720.998,99919.234,66384.445,43744.68,24546.451,26737.758,86411.875,129072.39,28845.37,36773.516,20013.521,34548.67,25671.16,19184.395,33681.527,15396.441,12637.378,14676.78,18655.975,9542.718,11701,34001.555,10933.11,35053.625,22667.139,27153.201,31307.666,30695.86,77590.445,27278.857,12054.992,41435.777,37038.777
549,217.0486315,0.6302655,1087.8455,0,1059.1489,42995.4,67756.375,46851.043,84598.01,49151.78,80661.06,177654.48,255565.84,72265.46,81821.34,48036.992,103022.414,49294.812,36995.67,56137.047,121020.42,200418.98,100648.93,144804.55,40760.273,44347.88,52577.324,89535.375,61040.566,279807.38,193766.7,137357.78,68854.61,67203.43,249215.67,89555.16,72482.59,103116.71,56133.637,109296.36,65328.418,39867.465,85714.63,49621.098,33284.06,38201.848,49607.555,29861.316,251061.06,110078.83,34506.03,107203.875,61209.766,81085.76,89267.234,104084.195,203174.27,75892.51,35359.47,124226.26,114351.25
551,245.0433417,0.62992525,0,0,0,22739.15,13593.999,11583.424,9735.333,15733.052,13465.152,15877.178,19168.988,16611.252,17031.395,16668.588,16089.878,11366.688,252221.83,19022.143,22240.365,15521.3,14197.091,24747.922,19954.115,10224.888,22563.826,22041.328,9909.84,19503.494,16920.498,25707.387,22835.998,19742.938,20557.443,19551.457,17970.725,18301.92,16595.416,23027.129,15814.926,15762.748,16097.526,16229.387,14825.408,18514.459,13727.133,8856.116,17348.121,20026.377,8860.276,20909.908,21088.545,15460.975,19791.26,23277.076,10189.362,12427.647,10220.058,12891.998,20999.73
558,217.029273,0.63751173,2147.0984,1542.2369,1963.4438,30914.316,45514.36,45206.96,33599.527,31514.242,17630.441,53252.047,31214.406,40416.074,48461.707,61006.16,38040.523,45066.246,30544.629,35876.527,34189.086,43869.688,37172.27,36393.74,30987.137,37442.023,30905.844,50136.75,27494.111,27424.281,22247.197,33319.152,62627.273,39133.367,14484.457,409744.66,51457.367,28939.918,47518.195,31041.367,48285.254,29751.86,44735.027,32997.566,46299.312,33555.926,32891.805,10258.081,46191.465,30284.623,25751.707,32926.7,29637.232,92824.64,32544.469,34438.652,18859.77,36688.336,42673.42,33425.414,36547.152
568,165.0405351,0.63437265,0,0,1525.6705,84372.055,129945.73,62910.26,99338.5,81935.97,79159.32,90878.26,72215.57,92946.23,130696.73,103869,91384.79,105049.62,164215.05,110017.2,53265.2,92880.68,120463.88,73607.71,96721.555,89205.89,126970.53,150021,112214.664,143388.81,131519.92,97529.766,100466.164,110771.984,121021.56,112693.42,97740.97,91690.55,84047.57,92199.71,94944.87,75026.98,100350.2,8600.116,91106.84,89933.34,104647.56,74745.99,117360.18,98567.375,57384.75,92755.055,127535.46,101868.56,105429.484,95365.875,89228.09,89139.32,62512.78,99704.59,98460.54
569,187.0382608,0.6343743,0,0,1081.0105,17612.54,16133.576,16036.784,14608.523,21083.07,22429.193,24731.135,16753.488,25290.998,21317.727,24573.145,24295.053,14954,19841.705,17509.715,20466.127,19031.102,23292.73,24990.297,18757.629,16999.146,25367.979,26089.084,15682.711,25703.213,24788.03,29410.64,20611.879,27609.227,22497.082,41230.895,22574.523,18647.545,18448.832,18912.396,17248.01,22248.266,26246.756,19422.76,16642.057,12665.537,20249.012,12152.518,18536.512,19157.922,14769.458,18876.967,22145.688,18169.191,22727.188,16668.652,18984.906,29988.303,13867.576,22191.512,20906.473
584,265.0731559,0.63994753,0,0,0,3554.009,2770.605,3590.4802,2833.2324,2556.3813,1964.5671,4713.086,3772.464,2897.0334,3413.7454,2259.1096,3089.908,2328.313,6110.963,2563.7212,4018.7927,3186.8877,2032.1116,8237.526,4235.815,1810.994,6384.6646,2708.893,2696.1895,4756.792,3803.8667,40565.734,4335.22,80565.4,5200.096,3779.4062,2361.8523,4948.7095,2728.889,3987.0115,2897.717,2324.8406,3221.4673,3311.182,12817.636,1997.2684,4689.815,2463.3613,3987.001,4641.3853,2126.0142,6443.873,4229.4873,4170.5933,6624.7354,5406.125,2988.5945,5765.0996,2513.0764,3322.6895,4893.3325
598,160.8418672,0.6332732,17652.887,19555.256,20432.568,34138.094,25175.354,36735.855,47450.82,27095.287,26129.07,10311.891,36205.387,49038.73,9690.349,38786.574,17623.486,28275.496,9877.363,23800.455,9934.844,14435.741,39164.625,6047.415,35386.9,22668.46,27278.877,13537.255,40440.434,26409.828,18685.525,4405.5576,50557.56,20325.39,49580.332,12534.97,26666.654,26540.645,31725.25,23986.945,34618.2,33798.78,8571.184,18000.965,2076.591,9931.821,2505.376,4034.401,11423.741,23809.125,12430.7,23601.02,14909.257,17475.059,20164.81,26503.06,2080.0876,6225.7217,30924.994,8764.939,15795.058
601,235.0569743,0.641239,0,0,0,10549.707,7714.571,13949.08,2971.8462,5410.374,4466.612,10891.508,7728.082,4116.4463,13217.697,11132.711,11047.674,6914.966,17816.734,7586.0825,16587.91,8490.021,9588.846,19045.396,5827.6836,7350.224,16611.477,7514.8384,5936.059,10414.255,10827.664,10194.952,7678.8833,13266.295,3813.1982,9534.311,7324.5474,9708.951,5891.925,11770.816,11419.45,10421.401,15161.575,11019.818,11822.552,9203.869,7997.7544,11995.563,10603.254,11417.842,9439.338,10448.346,19460.506,8055.7646,9815.155,10756.908,10388.833,19751.613,7598.377,16379.985,8426.483
602,135.0295187,0.63984716,1842.2223,0,1655.6188,215612.53,161603.83,180550.14,118229.02,180194.67,110849.016,237226.44,223771.2,154870.72,216442.78,194705.62,200674.31,169695.73,243561.53,186104.95,224529.34,186255.2,163300.31,297062.88,219868.34,146717.4,284706.84,186186.6,166204.3,197773.42,208550.4,246060.7,252395.98,296638.8,242588.61,250306.28,179284.83,193308.8,186109.19,174875.53,187037.72,173434.03,205612.67,12368.8545,177255,123201.266,272300.78,172073.66,199732.75,186715.28,170440.75,183883.14,209353.3,173965.98,195185.6,186985.05,216712,301968.53,149510.25,9530.728,172919.48
613,162.8388581,0.6340273,18366.016,20104.023,22837.625,30314.38,23106.682,34694.152,45960.543,25919.314,28854.326,7583.834,36923.77,37165.97,12179.563,30632.56,18136.984,26330.586,10410.364,23182.393,9730.308,12351.015,33414.85,5170.1426,39365.637,21391.316,23487.95,10451.415,39283.223,24503.04,15290.944,6184.514,52598.09,23037.387,45691.355,10227.621,25748.338,21842.254,29912.404,25033.568,29240.166,35779.273,8134.8853,18587.145,2157.6843,7125.609,2428.6213,3216.5647,11227.903,23912.525,9738.352,23713.883,16976.867,16092.904,20634.525,24905.545,1765.3187,7290.637,26073.129,9898.2,15735.185
619,277.085186,0.6580976,0,0,0,1896.8904,1777.6233,1650.3148,1515.1409,1872.5413,1644.7844,2787.6704,1846.4584,0,2876.143,1819.751,4869.8896,1610.0815,3095.0457,2196.0637,1097.5084,1284.0024,1739.2676,3184.8943,2050.9617,1346.1392,2463.83,1576.4229,1418.297,2476.8892,2856.0015,10995.044,2136.1482,54634.027,2403.081,2733.8945,1573.1682,1620.2189,2031.3716,1775.4132,1454.9305,0,2692.0022,0,1810.6006,0,1638.1938,1319.9891,1584.0925,1759.0322,1555.0273,2152.6545,1857.445,1899.6592,1752.3853,1483,1798.8926,4461.7046,1885.7676,1922.3862,1593.1748
629,179.0556275,0.64250356,1706.9437,2249.1543,3861.0103,49858.58,69490.11,54854.734,79040.13,66115.336,34921.996,53439.77,35097.637,43428.48,70009.9,62830.97,69162.08,49697.86,76490.516,33827.914,55050.324,50154.69,71066.125,82691.664,67050.37,32798.227,90881.625,71736.16,46289.47,64461.516,73382.13,91245.54,68882.664,173659.16,54862.176,47400.35,67348.375,63687.01,99583.82,64191.973,87981.12,40901.707,79094.45,51989.473,35050.02,52985.117,84734.484,94673.766,37319.8,60290.438,61645.867,63924.316,48438.8,59761.77,69883.2,68960.734,57903.312,152495.53,172238.72,59882.17,59348.11
673,149.0088984,0.6493762,0,0,0,59227.816,94413.37,8282.051,14616.016,3099.258,8325.33,3106.6372,10999.19,4758.126,301528.72,2811.0283,149179.16,173932.92,22810.994,2402.3745,3700.5745,134778.88,1756.5981,28353.1,4884.0044,21229.035,2252.242,155711.27,45271.695,286122.66,33514.426,218955.89,162316.56,9074.255,37188.08,35318.246,12279.478,96470.07,14763.574,88215.19,64087.68,1911.1002,22770.219,18323.562,251158.47,8345.755,179467.88,6187.1074,44065.984,100037.67,490587.88,104869.65,2896.4717,92999.6,99252.76,100308.31,363405.75,194929.16,69860.5,7815.655,99964.586
676,149.0115373,0.6497732,0,0,0,59227.816,7336.66,8282.051,14616.016,3099.258,8325.33,3106.6372,10999.19,4758.126,17092.41,2811.0283,10094.884,166172.89,22810.994,2402.3745,3700.5745,9678.931,1756.5981,28353.1,3507.06,21229.035,2252.242,11203.846,45271.695,16565.746,33514.426,14749.163,11718.922,9074.255,37188.08,35318.246,12279.478,7560.041,14763.574,89928.61,64087.68,1911.1002,22770.219,18323.562,16115.634,8345.755,11719.075,6187.1074,44065.984,7238.674,25151.686,7777.2495,2896.4717,7651.176,7461.3843,100308.31,363405.75,168081.98,69860.5,7815.655,8234.471
677,215.0156996,0.6613174,0,1071.0531,1343.0466,2410.3687,2786.4275,60577.65,3307.4084,84038.11,1746.0194,2980.561,2708.3242,1907.1333,3465.2886,120309.88,51940.605,2813.4487,2775.0012,3148.414,2609.256,2282.981,40128.24,3843.36,5095.342,71952.86,4151.025,1639.5577,2751.707,2013.4269,3814.5098,2204.2822,8395.313,3572.8625,3319.7197,58267.832,2792.9402,2399.2937,4166.545,2423.6943,3218.052,4700.8364,2831.501,83298.99,1168.5007,1884.1686,2016.3676,1462.1868,2150.3777,2679.1255,2108.5542,20109.49,18688.889,83145.41,1918.2971,2740.6636,2280.4255,2742.6367,1348.8445,32536.82,2966.0437
703,547.1106375,0.66981834,0,0,0,1480.1112,1979.9187,2248.388,1228.6722,1445.831,1888.4089,1589.5537,1670.7317,1376.7562,1625.2817,1995.9681,1581.241,1489.3691,2809.6626,1607.551,1164.0845,1534.1812,1893.6544,1850.0576,1603.8773,1631.0867,1767.3693,2167.875,2081.053,1826.4674,2549.5872,2813.2917,1215.1115,3392.497,2019.1967,2030.8555,1749.0614,2441.0593,1558.414,2521.4246,2292.903,1352.9387,1955.651,1482.0334,1857.3773,1150.875,2014.8538,2711.5603,1707.6288,2803.508,47799.066,2596.76,1526.3759,2481.9497,2545.7617,2385.1853,1888.1078,12686.291,7894.136,2701.56,3321.281
721,189.0192996,0.6552739,0,1155.6217,0,9324.717,9409.082,11235.115,15149.118,20888.184,14293.502,28686.062,14873.537,9607.396,19749.502,12811.656,17224.955,11077.751,6136.0103,13149.665,8598.58,18308.646,12551.548,12706.176,12537.434,8401.437,8826.728,11485.108,8413.943,13168.678,8451.1875,8867.273,17095.049,9776.516,9922.438,13626.062,13106.002,10320.198,16575.27,9861.466,8683.229,18599.285,16606.291,30752.352,9918.247,13699.376,10704.123,8601.363,11189.028,11370.969,5740.551,24592.76,27146.29,12315.105,13356.754,12447.043,9298.003,13017.204,8137.32,25784.615,10659.097
733,149.045183,0.6543602,0,0,1225.9536,53766.4,55440.195,50711.7,64062.992,53487.293,32421.291,51822.08,41931.727,28236.74,72573.79,48603.38,59253.633,47271.3,73095.875,39508.723,36851.48,67286.82,64683.316,73497.05,64210.055,40244.855,69798.89,46298.906,46831.793,68408.44,84003.29,50383.957,84084.945,102536.07,64953.348,74738.18,50621.438,57140.66,70313.31,55461.68,65755.08,44824.086,59258.395,45053.066,25057.617,35069.74,62775.086,52619.527,30770.82,54599.15,51760.875,52267.914,52615.445,61341.375,56762.266,58029.742,45908.45,113657.44,64048.453,60592.082,51372.645
735,262.0364348,0.6544854,1223.672,0,0,24966.152,16337.392,22093.756,35391.867,18773.766,79602.766,15918.1045,17586.828,39312.37,20931.42,30596.924,12814.499,11478.827,7117.584,24788.31,27706.71,20498.287,15538.916,13920.981,17132.969,21729.68,13650.361,25980.734,30952.662,19375.629,12591.739,21351.318,19178.959,7984.048,14210.853,14039.912,15206.763,21610.803,36084.613,23560.299,12513.614,38721.58,13723.266,7312.778,107755.14,27962.812,17298.133,104557.836,47056.656,18486.186,32144.668,18849.795,29171.521,20711.12,22906.096,22174.33,54059.285,17857.076,60703.906,17761.898,18863.816
736,321.0625382,0.65572643,0,0,0,10882.572,25443.61,18592.223,8272.857,11248.721,6367.6733,17058.412,14170.01,17423.004,19976.254,19783.098,33394.207,25952.98,27330.674,18038.6,12973.655,13705.944,14783.416,21930.225,20112.174,14067.658,25211.852,30230.184,29102.023,14154.133,20920.834,263108.84,18280.85,395036.5,11309.587,22738.484,32051.824,28103.895,11627.287,23398.656,29841.094,13342.755,25535.037,10537.732,59372.9,7465.18,31765.262,4445.463,17812.54,24670.814,6948.127,24228.018,16107.124,26943.936,27745.578,26757.758,19168.6,13912.242,4280.495,34069.227,25164.37
760,174.0404887,0.6551309,0,0,0,21986.174,22722.285,22790.848,16850.508,39613.516,16621.398,52794.164,21364.283,15792.543,45042.08,21668.812,26516.264,17759.959,31080.652,17576.424,25434.762,40179.47,20965.186,45205.418,25551.586,17300.717,36294.207,22180.795,21873.076,22210.035,29650.135,26287.336,31348.184,31818.016,34307.72,45439.535,24628.3,24177.799,30989.275,26540.588,20966.445,16820.574,28864.324,11055.7295,18011.557,16700.83,26846.125,16608.246,17812.26,26285.54,15350.901,27211.03,23165.379,24884.074,27652.693,28868.633,24747.232,35081.914,12587.653,26946.803,23113.145
