mz_rt,mz,rt,MPA,Cluster_ID,Cluster_features,Cluster_size
675.1222_2.643,675.1222,2.643,1053.38705,Cluster_675.1222_2.643,590.1471_2.657;675.1222_2.643;675.2009_2.65;801.2049_2.656,4
457.097_2.652,457.097,2.652,1031.1246,457.097_2.652,457.097_2.652,1
509.0519_2.681,509.0519,2.681,4679.33385,Cluster_509.0519_2.681,323.0414_2.68;389.1059_2.672;509.0519_2.681,3
178.0524_2.721,178.0524,2.721,460841.17000000004,178.0524_2.721,178.0524_2.721,1
216.9812_2.65,216.9812,2.65,48311.109,216.9812_2.65,216.9812_2.65,1
303.072_2.684,303.072,2.684,20902.498,303.072_2.684,303.072_2.684,1
260.0239_2.686,260.0239,2.686,1577.4882499999999,260.0239_2.686,260.0239_2.686,1
669.1448_2.74,669.1448,2.74,9127.813,Cluster_669.1448_2.74,669.1448_2.74;829.2715_2.727;835.2888_2.725,3
313.9951_2.734,313.9951,2.734,8801.8515,313.9951_2.734,313.9951_2.734,1
596.1248_2.733,596.1248,2.733,2287.15005,596.1248_2.733,596.1248_2.733,1
194.0459_2.735,194.0459,2.735,93361.53,Cluster_194.0459_2.735,194.0459_2.735;411.0814_2.735;480.1382_2.735,3
194.0495_2.735,194.0495,2.735,45930.791,194.0495_2.735,194.0495_2.735,1
395.0857_2.735,395.0857,2.735,16047.948,395.0857_2.735,395.0857_2.735,1
379.0909_2.789,379.0909,2.789,44728.9065,379.0909_2.789,379.0909_2.789,1
744.2193_2.763,744.2193,2.763,5949.5105,744.2193_2.763,744.2193_2.763,1
263.1041_2.759,263.1041,2.759,617507.13,Cluster_263.1041_2.759,263.1041_2.759;264.1071_2.755;549.1963_2.753;829.2715_2.758;835.2887_2.754,5
464.1437_2.772,464.1437,2.772,63119.548500000004,464.1437_2.772,464.1437_2.772,1
665.1832_2.777,665.1832,2.777,7528.8045,Cluster_665.1832_2.777,659.1667_2.763;665.1832_2.777,2
178.0515_2.811,178.0515,2.811,646667.6699999999,178.0515_2.811,178.0515_2.811,1
188.9864_2.765,188.9864,2.765,191241.07,188.9864_2.765,188.9864_2.765,1
195.0514_2.765,195.0514,2.765,62071.773499999996,Cluster_195.0514_2.765,195.0514_2.765;391.1122_2.774,2
396.0904_2.751,396.0904,2.751,5859.4865,396.0904_2.751,396.0904_2.751,1
459.1629_2.778,459.1629,2.778,6318.918,459.1629_2.778,459.1629_2.778,1
263.1397_2.777,263.1397,2.777,31134.6845,263.1397_2.777,263.1397_2.777,1
383.0644_2.771,383.0644,2.771,15393.256,383.0644_2.771,383.0644_2.771,1
242.0128_2.785,242.0128,2.785,15589.02,242.0128_2.785,242.0128_2.785,1
263.0272_2.81,263.0272,2.81,19080.481,Cluster_263.0272_2.81,263.0272_2.81;263.0591_2.805;473.0218_2.809;549.035_2.814;551.0331_2.81;565.0065_2.811;835.0489_2.8;931.1224_2.809,8
246.9917_2.802,246.9917,2.802,34270.522,246.9917_2.802,246.9917_2.802,1
331.091_2.747,331.091,2.747,45210.074,331.091_2.747,331.091_2.747,1
549.1196_2.793,549.1196,2.793,2065.9745000000003,549.1196_2.793,549.1196_2.793,1
265.0184_2.828,265.0184,2.828,1226.47555,Cluster_265.0184_2.828,265.0184_2.828;645.1099_2.832;659.1239_2.825,3
464.0663_2.822,464.0663,2.822,1607.2602,464.0663_2.822,464.0663_2.822,1
383.0324_2.787,383.0324,2.787,4967.263,383.0324_2.787,383.0324_2.787,1
181.9917_2.823,181.9917,2.823,3167.43985,Cluster_181.9917_2.823,181.9917_2.823;468.0834_2.815,2
549.1963_2.777,549.1963,2.777,39293.3525,Cluster_549.1963_2.777,549.1963_2.777;669.1447_2.763,2
464.1437_2.808,464.1437,2.808,61775.3435,464.1437_2.808,464.1437_2.808,1
419.1155_2.861,419.1155,2.861,755.32915,419.1155_2.861,419.1155_2.861,1
610.164_2.859,610.164,2.859,4815.3498500000005,Cluster_610.164_2.859,610.164_2.859;896.2543_2.86,2
219.0524_2.85,219.0524,2.85,3796.41345,219.0524_2.85,219.0524_2.85,1
580.1297_2.848,580.1297,2.848,4987.31885,580.1297_2.848,580.1297_2.848,1
324.0723_2.857,324.0723,2.857,37613.253,324.0723_2.857,324.0723_2.857,1
665.1833_2.829,665.1833,2.829,7316.469999999999,Cluster_665.1833_2.829,659.1666_2.837;665.1833_2.829,2
219.0509_2.854,219.0509,2.854,4532.767,Cluster_219.0509_2.854,219.0509_2.854;505.1427_2.841,2
263.1041_2.796,263.1041,2.796,607508.75,263.1041_2.796,263.1041_2.796,1
645.1893_2.881,645.1893,2.881,1537.8806,Cluster_645.1893_2.881,560.1364_2.889;645.1893_2.881,2
441.0612_2.876,441.0612,2.876,9225.524,441.0612_2.876,441.0612_2.876,1
343.0669_2.881,343.0669,2.881,22404.480000000003,343.0669_2.881,343.0669_2.881,1
178.0513_2.879,178.0513,2.879,699161.575,Cluster_178.0513_2.879,134.0611_2.89;178.0513_2.879;379.0909_2.88;574.1142_2.883,4
241.1193_2.896,241.1193,2.896,27398.5935,241.1193_2.896,241.1193_2.896,1
203.0021_2.888,203.0021,2.888,36069.85,203.0021_2.888,203.0021_2.888,1
246.0383_2.873,246.0383,2.873,57282.306500000006,246.0383_2.873,246.0383_2.873,1
370.0781_2.895,370.0781,2.895,4891.85265,Cluster_370.0781_2.895,370.0781_2.895;468.0438_2.896,2
464.1436_2.856,464.1436,2.856,52352.555,464.1436_2.856,464.1436_2.856,1
395.0857_2.92,395.0857,2.92,8609.103,395.0857_2.92,395.0857_2.92,1
194.0459_2.921,194.0459,2.921,81522.801,194.0459_2.921,194.0459_2.921,1
373.1067_2.937,373.1067,2.937,16868.131500000003,Cluster_373.1067_2.937,322.1104_2.943;373.1067_2.937;389.1005_2.94;432.1639_2.932;609.1484_2.937;623.1618_2.946,6
659.2045_2.918,659.2045,2.918,1167.12415,Cluster_659.2045_2.918,574.1523_2.913;659.2045_2.918,2
388.047_2.937,388.047,2.937,28328.826,388.047_2.937,388.047_2.937,1
422.1084_2.915,422.1084,2.915,501.24789999999996,422.1084_2.915,422.1084_2.915,1
473.0996_2.932,473.0996,2.932,20914.9415,473.0996_2.932,473.0996_2.932,1
428.0941_2.98,428.0941,2.98,1302.5798,Cluster_428.0941_2.98,428.0941_2.98;560.1365_2.971;645.1887_2.968,3
157.0506_2.959,157.0506,2.959,34210.996,157.0506_2.959,157.0506_2.959,1
357.0826_2.931,357.0826,2.931,8153.49985,357.0826_2.931,357.0826_2.931,1
459.0843_2.964,459.0843,2.964,10385.3765,459.0843_2.964,459.0843_2.964,1
263.1054_2.91,263.1054,2.91,453985.95499999996,263.1054_2.91,263.1054_2.91,1
374.0316_2.965,374.0316,2.965,13194.844000000001,374.0316_2.965,374.0316_2.965,1
477.1039_2.949,477.1039,2.949,1215.2462,477.1039_2.949,477.1039_2.949,1
1093.9937_2.988,1093.9937,2.988,19813.764,1093.9937_2.988,1093.9937_2.988,1
336.1218_3.046,336.1218,3.046,1414.6949,Cluster_336.1218_3.046,336.1218_3.046;432.2027_3.06;828.3048_3.061,3
563.1044_2.949,563.1044,2.949,1721.4506000000001,563.1044_2.949,563.1044_2.949,1
389.1043_2.952,389.1043,2.952,3354.3517,Cluster_389.1043_2.952,277.0007_2.942;389.1043_2.952,2
173.0001_2.997,173.0001,2.997,25827.4455,173.0001_2.997,173.0001_2.997,1
577.1184_2.969,577.1184,2.969,1235.5025500000002,577.1184_2.969,577.1184_2.969,1
368.9723_3.004,368.9723,3.004,14754.6085,368.9723_3.004,368.9723_3.004,1
172.9915_3.001,172.9915,3.001,412300.41000000003,172.9915_3.001,172.9915_3.001,1
359.1353_3.002,359.1353,3.002,4470.37775,Cluster_359.1353_3.002,139.0401_3.003;227.0551_2.986;277.0329_2.993;359.1353_3.002;360.1388_3.006;457.0623_2.989;771.1944_2.999;855.1197_2.99;861.1356_3.001;875.1494_2.993,10
382.9875_3.002,382.9875,3.002,28907.7315,382.9875_3.002,382.9875_3.002,1
555.0787_2.996,555.0787,2.996,1097.5160500000002,555.0787_2.996,555.0787_2.996,1
224.0561_3.018,224.0561,3.018,21755.379999999997,224.0561_3.018,224.0561_3.018,1
181.0504_3.017,181.0504,3.017,46746.359,181.0504_3.017,181.0504_3.017,1
741.1857_3.018,741.1857,3.018,501.243,Cluster_741.1857_3.018,1117.2561_3.018;1123.2728_3.021;1131.2716_3.026;1137.288_3.026;741.1856_3.019;741.1857_3.018;755.2012_3.03;800.2743_3.027;814.2904_3.028,9
359.0958_2.977,359.0958,2.977,1952.64745,Cluster_359.0958_2.977,359.0958_2.977;487.0726_2.982;785.2097_2.974,3
479.0465_3.005,479.0465,3.005,1339.3532500000001,Cluster_479.0465_3.005,418.1842_3.015;479.0465_3.005,2
547.1102_3.005,547.1102,3.005,1155.1852,547.1102_3.005,547.1102_3.005,1
569.0928_2.988,569.0928,2.988,1331.37065,Cluster_569.0928_2.988,227.0628_2.987;569.0928_2.988,2
427.0844_2.991,427.0844,2.991,1327.4206,427.0844_2.991,427.0844_2.991,1
951.181_3.008,951.181,3.008,501.24789999999996,Cluster_951.181_3.008,945.1645_3.008;951.181_3.008,2
364.0972_3.027,364.0972,3.027,501.15729999999996,364.0972_3.027,364.0972_3.027,1
189.0027_3.097,189.0027,3.097,49123.244999999995,189.0027_3.097,189.0027_3.097,1
605.1126_3.023,605.1126,3.023,1339.9288999999999,605.1126_3.023,605.1126_3.023,1
379.0338_3.038,379.0338,3.038,10739.0655,379.0338_3.038,379.0338_3.038,1
230.0128_3.042,230.0128,3.042,25915.9905,230.0128_3.042,230.0128_3.042,1
336.1214_3.081,336.1214,3.081,1897.65905,336.1214_3.081,336.1214_3.081,1
500.1902_3.066,500.1902,3.066,501.15729999999996,500.1902_3.066,500.1902_3.066,1
361.1499_3.066,361.1499,3.066,6873.502350000001,361.1499_3.066,361.1499_3.066,1
109.0294_3.11,109.0294,3.11,1125.2163,109.0294_3.11,109.0294_3.11,1
330.0287_3.095,330.0287,3.095,12327.9515,330.0287_3.095,330.0287_3.095,1
337.056_3.104,337.056,3.104,2868.4964,337.056_3.104,337.056_3.104,1
197.0442_3.134,197.0442,3.134,2009.4724999999999,Cluster_197.0442_3.134,197.0442_3.134;373.0764_3.153;471.0817_3.145;493.0653_3.147;583.1092_3.147;747.2342_3.15;769.2171_3.155;883.1498_3.145;889.1651_3.147;979.2124_3.136,10
375.1278_3.109,375.1278,3.109,9196.405999999999,375.1278_3.109,375.1278_3.109,1
1108.0095_3.117,1108.0095,3.117,45504.025,1108.0095_3.117,1108.0095_3.117,1
397.0032_3.133,397.0032,3.133,53127.219,Cluster_397.0032_3.133,397.0032_3.133;397.0032_3.134,2
187.0075_3.121,187.0075,3.121,1043640.775,Cluster_187.0075_3.121,187.0075_3.121;187.0383_3.122;188.0103_3.118;189.0026_3.12,4
973.198_3.133,973.198,3.133,501.1363,973.198_3.133,973.198_3.133,1
313.0569_3.13,313.0569,3.13,1564.9582,313.0569_3.13,313.0569_3.13,1
209.0452_3.159,209.0452,3.159,1026.7687,209.0452_3.159,209.0452_3.159,1
254.9941_3.14,254.9941,3.14,30236.8135,254.9941_3.14,254.9941_3.14,1
211.0611_3.158,211.0611,3.158,8877.771499999999,211.0611_3.158,211.0611_3.158,1
413.1436_3.2,413.1436,3.2,1666.61115,413.1436_3.2,413.1436_3.2,1
276.0009_3.151,276.0009,3.151,502.16134999999997,276.0009_3.151,276.0009_3.151,1
218.9964_3.175,218.9964,3.175,26710.8145,218.9964_3.175,218.9964_3.175,1
175.0611_3.177,175.0611,3.177,10102.729,175.0611_3.177,175.0611_3.177,1
230.9968_3.178,230.9968,3.178,23767.8875,230.9968_3.178,230.9968_3.178,1
311.0752_3.182,311.0752,3.182,2211.194,311.0752_3.182,311.0752_3.182,1
441.1026_3.212,441.1026,3.212,1239.9795,441.1026_3.212,441.1026_3.212,1
493.0642_3.179,493.0642,3.179,1631.1003,Cluster_493.0642_3.179,373.1513_3.174;493.0642_3.179;785.1841_3.18,3
203.0048_3.202,203.0048,3.202,38709.459,203.0048_3.202,203.0048_3.202,1
412.9977_3.204,412.9977,3.204,10327.0415,412.9977_3.204,412.9977_3.204,1
203.002_3.205,203.002,3.205,49890.735,Cluster_203.002_3.205,1124.0041_3.197;203.002_3.205;204.9979_3.197;373.114_3.2;428.9933_3.184;599.1056_3.199,6
303.0178_3.212,303.0178,3.212,15250.6785,303.0178_3.212,303.0178_3.212,1
370.097_3.208,370.097,3.208,7323.2762,370.097_3.208,370.097_3.208,1
1108.0095_3.194,1108.0095,3.194,41598.645000000004,1108.0095_3.194,1108.0095_3.194,1
429.083_3.201,429.083,3.201,1855.23405,Cluster_429.083_3.201,429.083_3.201;429.0831_3.189,2
403.1971_3.26,403.1971,3.26,4559.199,403.1971_3.26,403.1971_3.26,1
261.0071_3.241,261.0071,3.241,9825.923999999999,261.0071_3.241,261.0071_3.241,1
209.0452_3.24,209.0452,3.24,503.56690000000003,Cluster_209.0452_3.24,209.0452_3.24;448.1959_3.232;593.1477_3.228;605.1462_3.238,4
368.0971_3.297,368.0971,3.297,1333.86375,368.0971_3.297,368.0971_3.297,1
509.0409_3.291,509.0409,3.291,3089.1084,Cluster_509.0409_3.291,459.0926_3.306;509.0409_3.291,2
608.1059_3.3,608.1059,3.3,1323.67555,Cluster_608.1059_3.3,1004.2068_3.286;608.1059_3.3,2
1133.0047_3.302,1133.0047,3.302,17834.509,1133.0047_3.302,1133.0047_3.302,1
258.9926_3.301,258.9926,3.301,11204.4635,258.9926_3.301,258.9926_3.301,1
421.9984_3.301,421.9984,3.301,69452.05,Cluster_421.9984_3.301,421.9984_3.301;423.9954_3.299,2
279.9896_3.301,279.9896,3.301,45220.012,279.9896_3.301,279.9896_3.301,1
336.0718_3.292,336.0718,3.292,8075.1885,336.0718_3.292,336.0718_3.292,1
212.0027_3.304,212.0027,3.304,1020720.675,Cluster_212.0027_3.304,212.0027_3.304;212.0109_3.298;212.0348_3.301;213.9981_3.303;446.9937_3.304;448.9914_3.302;675.9686_3.302;681.985_3.302,8
572.1094_3.326,572.1094,3.326,761.94515,572.1094_3.326,572.1094_3.326,1
429.0423_3.352,429.0423,3.352,2425.7937,429.0423_3.352,429.0423_3.352,1
215.0021_3.307,215.0021,3.307,18056.441,215.0021_3.307,215.0021_3.307,1
594.0962_3.363,594.0962,3.363,3315.5156500000003,Cluster_594.0962_3.363,457.0651_3.354;594.0962_3.363,2
283.0822_3.328,283.0822,3.328,54360.633,Cluster_283.0822_3.328,283.0822_3.328;283.0822_3.343,2
569.0956_3.38,569.0956,3.38,1429.00605,Cluster_569.0956_3.38,569.0956_3.38;755.1981_3.389,2
245.0124_3.342,245.0124,3.342,27929.055,245.0124_3.342,245.0124_3.342,1
273.0074_3.349,273.0074,3.349,47905.433000000005,273.0074_3.349,273.0074_3.349,1
347.0881_3.328,347.0881,3.328,1275.1401,347.0881_3.328,347.0881_3.328,1
243.1349_3.353,243.1349,3.353,22387.9435,243.1349_3.353,243.1349_3.353,1
237.0356_3.369,237.0356,3.369,1124.3472000000002,237.0356_3.369,237.0356_3.369,1
404.0395_3.379,404.0395,3.379,2353.1714,404.0395_3.379,404.0395_3.379,1
350.088_3.366,350.088,3.366,32104.752500000002,350.088_3.366,350.088_3.366,1
388.047_3.398,388.047,3.398,26894.934,388.047_3.398,388.047_3.398,1
308.0774_3.378,308.0774,3.378,10936.927,308.0774_3.378,308.0774_3.378,1
345.1554_3.382,345.1554,3.382,13381.6485,345.1554_3.382,345.1554_3.382,1
357.0825_3.399,357.0825,3.399,6933.96675,357.0825_3.399,357.0825_3.399,1
381.0802_3.385,381.0802,3.385,1469.6874,Cluster_381.0802_3.385,381.0802_3.385;574.1534_3.396,2
347.17_3.394,347.17,3.394,2859.0648,347.17_3.394,347.17_3.394,1
645.1896_3.451,645.1896,3.451,2879.9211999999998,Cluster_645.1896_3.451,645.1896_3.451;659.2057_3.452;692.1776_3.461,3
372.1099_3.404,372.1099,3.404,10841.9175,372.1099_3.404,372.1099_3.404,1
359.1347_3.481,359.1347,3.481,13928.2395,359.1347_3.481,359.1347_3.481,1
178.0557_3.444,178.0557,3.444,39852.898499999996,178.0557_3.444,178.0557_3.444,1
240.9816_3.419,240.9816,3.419,4639.444600000001,240.9816_3.419,240.9816_3.419,1
275.0224_3.427,275.0224,3.427,4806.38385,Cluster_275.0224_3.427,275.0224_3.427;297.0036_3.423,2
331.091_3.433,331.091,3.433,51853.81,Cluster_331.091_3.433,331.091_3.433;393.0614_3.427,2
336.0706_3.376,336.0706,3.376,1516.18185,336.0706_3.376,336.0706_3.376,1
361.1502_3.49,361.1502,3.49,8128.0475,361.1502_3.49,361.1502_3.49,1
569.1751_3.441,569.1751,3.441,8599.837,569.1751_3.441,569.1751_3.441,1
338.0632_3.433,338.0632,3.433,501.87244999999996,338.0632_3.433,338.0632_3.433,1
246.0383_3.487,246.0383,3.487,78102.0195,Cluster_246.0383_3.487,236.0095_3.482;246.0383_3.487;246.0383_3.488,3
321.0622_3.448,321.0622,3.448,28570.8595,321.0622_3.448,321.0622_3.448,1
636.1806_3.455,636.1806,3.455,6080.38835,636.1806_3.455,636.1806_3.455,1
264.1168_3.46,264.1168,3.46,19797.9435,264.1168_3.46,264.1168_3.46,1
611.1667_3.462,611.1667,3.462,9981.795999999998,611.1667_3.462,611.1667_3.462,1
526.114_3.463,526.114,3.463,19477.8115,526.114_3.463,526.114_3.463,1
473.0995_3.464,473.0995,3.464,37389.8635,Cluster_473.0995_3.464,473.0995_3.464;759.1899_3.464,2
263.141_3.465,263.141,3.465,105186.77,263.141_3.465,263.141_3.465,1
361.0713_3.465,361.0713,3.465,28182.385000000002,361.0713_3.465,361.0713_3.465,1
263.1046_3.466,263.1046,3.466,2915386.6,Cluster_263.1046_3.466,1115.3646_3.466;1121.3811_3.466;1257.2949_3.465;145.0619_3.467;263.1046_3.466;527.2139_3.467;549.1965_3.467;565.1701_3.465;663.1291_3.465;669.1453_3.465;813.2953_3.466;829.2722_3.466;835.2891_3.466;949.2215_3.466;971.2036_3.465,15
383.053_3.466,383.053,3.466,89020.992,383.053_3.466,383.053_3.466,1
744.2195_3.468,744.2195,3.468,27408.962,Cluster_744.2195_3.468,728.2422_3.466;744.2195_3.468,2
1030.3123_3.466,1030.3123,3.466,10660.7485,1030.3123_3.466,1030.3123_3.466,1
750.2363_3.468,750.2363,3.468,24729.6895,Cluster_750.2363_3.468,750.2363_3.468;945.2595_3.469,2
480.1372_3.468,480.1372,3.468,2994.40665,Cluster_480.1372_3.468,480.1372_3.468;675.1598_3.47,2
674.1395_3.477,674.1395,3.477,5013.03615,Cluster_674.1395_3.477,666.2108_3.475;674.1395_3.477,2
230.9969_3.457,230.9969,3.457,8095.5585,230.9969_3.457,230.9969_3.457,1
464.1438_3.474,464.1438,3.474,180720.82,Cluster_464.1438_3.474,464.1438_3.474;643.1894_3.473;659.1667_3.474;665.1835_3.474;860.2066_3.476,5
369.0829_3.476,369.0829,3.476,9878.373,369.0829_3.476,369.0829_3.476,1
388.047_3.472,388.047,3.472,30704.735,388.047_3.472,388.047_3.472,1
178.0515_3.479,178.0515,3.479,1949757.1,Cluster_178.0515_3.479,134.0612_3.478;178.0515_3.479;178.0818_3.476;357.1107_3.472,4
379.091_3.484,379.091,3.484,139601.085,Cluster_379.091_3.484,379.091_3.484;380.0942_3.483;558.136_3.478;574.1139_3.482;580.1303_3.48;775.1556_3.475,6
590.1068_3.469,590.1068,3.469,1551.6386,590.1068_3.469,590.1068_3.469,1
607.1267_3.483,607.1267,3.483,1266.9674,607.1267_3.483,607.1267_3.483,1
371.0978_3.481,371.0978,3.481,9853.008000000002,371.0978_3.481,371.0978_3.481,1
437.0497_3.488,437.0497,3.488,6684.7975,437.0497_3.488,437.0497_3.488,1
393.0776_3.464,393.0776,3.464,3313.5073,393.0776_3.464,393.0776_3.464,1
298.0002_3.49,298.0002,3.49,43043.6975,Cluster_298.0002_3.49,298.0002_3.49;441.0613_3.482,2
395.091_3.521,395.091,3.521,3960.2975,Cluster_395.091_3.521,395.091_3.521;622.0984_3.522,2
178.0526_3.481,178.0526,3.481,1935897.9,178.0526_3.481,178.0526_3.481,1
299.0779_3.509,299.0779,3.509,5159.70365,Cluster_299.0779_3.509,299.0779_3.509;412.1044_3.523;432.1631_3.52;640.1347_3.515;913.214_3.531,5
359.1345_3.504,359.1345,3.504,13764.705,359.1345_3.504,359.1345_3.504,1
396.1297_3.506,396.1297,3.506,1086.25,396.1297_3.506,396.1297_3.506,1
242.0128_3.535,242.0128,3.535,5072.1955,242.0128_3.535,242.0128_3.535,1
399.1658_3.513,399.1658,3.513,15872.757000000001,399.1658_3.513,399.1658_3.513,1
251.0128_3.524,251.0128,3.524,1605.9682,251.0128_3.524,251.0128_3.524,1
404.0405_3.511,404.0405,3.511,2250.5073,404.0405_3.511,404.0405_3.511,1
241.1189_3.536,241.1189,3.536,57377.268,241.1189_3.536,241.1189_3.536,1
287.0227_3.548,287.0227,3.548,54997.795,287.0227_3.548,287.0227_3.548,1
489.2111_3.578,489.2111,3.578,1093.7665499999998,489.2111_3.578,489.2111_3.578,1
337.1469_3.591,337.1469,3.591,1217.58025,337.1469_3.591,337.1469_3.591,1
194.0459_3.542,194.0459,3.542,16122.0065,Cluster_194.0459_3.542,150.0562_3.542;194.0459_3.542;411.0792_3.55,3
338.0879_3.557,338.0879,3.557,3819.2688,338.0879_3.557,338.0879_3.557,1
230.0128_3.569,230.0128,3.569,19712.209000000003,230.0128_3.569,230.0128_3.569,1
331.0121_3.56,331.0121,3.56,1484.7121499999998,Cluster_331.0121_3.56,279.0487_3.569;331.0121_3.56,2
428.0976_3.601,428.0976,3.601,502.25125,428.0976_3.601,428.0976_3.601,1
461.0863_3.571,461.0863,3.571,1317.61575,Cluster_461.0863_3.571,461.0863_3.571;507.0806_3.582;559.0435_3.584;565.0578_3.576,4
364.0958_3.594,364.0958,3.594,501.15729999999996,364.0958_3.594,364.0958_3.594,1
680.165_3.608,680.165,3.608,501.7504,Cluster_680.165_3.608,1141.2436_3.619;322.1105_3.605;680.165_3.608,3
255.1349_3.614,255.1349,3.614,26726.715,255.1349_3.614,255.1349_3.614,1
495.2229_3.594,495.2229,3.594,1198.9574,495.2229_3.594,495.2229_3.594,1
571.1469_3.618,571.1469,3.618,1540.98225,571.1469_3.618,571.1469_3.618,1
525.0334_3.606,525.0334,3.606,1621.1766499999999,525.0334_3.606,525.0334_3.606,1
393.0495_3.605,393.0495,3.605,4447.7495,393.0495_3.605,393.0495_3.605,1
427.197_3.64,427.197,3.64,3222.0686,427.197_3.64,427.197_3.64,1
383.0464_3.601,383.0464,3.601,3502.3867,383.0464_3.601,383.0464_3.601,1
295.1298_3.641,295.1298,3.641,16559.571,295.1298_3.641,295.1298_3.641,1
585.0184_3.643,585.0184,3.643,5751.8477,Cluster_585.0184_3.643,583.0211_3.647;585.0184_3.643,2
611.069_3.647,611.069,3.647,1196.17295,Cluster_611.069_3.647,607.0749_3.657;609.0726_3.66;611.069_3.647,3
250.0718_3.655,250.0718,3.655,17343.970999999998,250.0718_3.655,250.0718_3.655,1
379.1607_3.652,379.1607,3.652,20418.0895,379.1607_3.652,379.1607_3.652,1
336.1323_3.647,336.1323,3.647,1114.8372,Cluster_336.1323_3.647,336.1323_3.647;556.1624_3.635;891.2154_3.643,3
203.0017_3.661,203.0017,3.661,105062.225,203.0017_3.661,203.0017_3.661,1
279.049_3.659,279.049,3.659,1367.0194,Cluster_279.049_3.659,269.0163_3.668;279.049_3.659,2
413.144_3.692,413.144,3.692,1777.01945,413.144_3.692,413.144_3.692,1
222.0406_3.686,222.0406,3.686,6490.9733,222.0406_3.686,222.0406_3.686,1
302.1145_3.69,302.1145,3.69,28923.972999999998,302.1145_3.69,302.1145_3.69,1
194.0458_3.657,194.0458,3.657,13268.275000000001,194.0458_3.657,194.0458_3.657,1
334.0517_3.708,334.0517,3.708,501.14445,334.0517_3.708,334.0517_3.708,1
295.0806_3.721,295.0806,3.721,2530.0080500000004,295.0806_3.721,295.0806_3.721,1
432.1213_3.706,432.1213,3.706,502.77365,432.1213_3.706,432.1213_3.706,1
569.1307_3.754,569.1307,3.754,1891.1747500000001,569.1307_3.754,569.1307_3.754,1
373.1141_3.685,373.1141,3.685,11839.128,373.1141_3.685,373.1141_3.685,1
246.0753_3.721,246.0753,3.721,7044.5703,246.0753_3.721,246.0753_3.721,1
471.0822_3.708,471.0822,3.708,1518.8017,Cluster_471.0822_3.708,1069.2473_3.702;1303.2955_3.702;374.1587_3.706;443.0945_3.705;471.0822_3.708;607.1628_3.711;819.2194_3.7,7
493.0631_3.69,493.0631,3.69,2070.8477000000003,Cluster_493.0631_3.69,493.0631_3.69;841.2146_3.693,2
373.1514_3.715,373.1514,3.715,1984.1823,Cluster_373.1514_3.715,1003.2655_3.721;1003.2656_3.716;1159.3041_3.727;1165.3189_3.729;1279.2478_3.734;277.0353_3.723;373.1514_3.715;417.0951_3.717;638.0934_3.724;747.2354_3.721;769.2167_3.733;785.1891_3.723;800.1466_3.728;835.1973_3.718;997.2507_3.723,15
439.1608_3.725,439.1608,3.725,6056.10185,439.1608_3.725,439.1608_3.725,1
259.129_3.733,259.129,3.733,4891.08715,259.129_3.733,259.129_3.733,1
245.0489_3.748,245.0489,3.748,5609.06025,245.0489_3.748,245.0489_3.748,1
209.0532_3.773,209.0532,3.773,2141.1334500000003,Cluster_209.0532_3.773,209.0532_3.773;883.1453_3.774,2
197.0471_3.745,197.0471,3.745,1066.6652,197.0471_3.745,197.0471_3.745,1
209.0455_3.749,209.0455,3.749,1589.4737,Cluster_209.0455_3.749,209.0455_3.749;431.1141_3.739;593.1471_3.747;605.1484_3.739;607.1633_3.738;801.154_3.74,6
583.1089_3.742,583.1089,3.742,1856.42695,Cluster_583.1089_3.742,583.1089_3.742;979.2122_3.736,2
370.0981_3.747,370.0981,3.747,12246.6025,370.0981_3.747,370.0981_3.747,1
447.0928_3.777,447.0928,3.777,2274.9899,447.0928_3.777,447.0928_3.777,1
889.161_3.783,889.161,3.783,501.15729999999996,889.161_3.783,889.161_3.783,1
197.0453_3.76,197.0453,3.76,1145.5696,Cluster_197.0453_3.76,109.0288_3.757;197.0453_3.76,2
429.082_3.756,429.082,3.756,1690.28695,429.082_3.756,429.082_3.756,1
336.072_3.762,336.072,3.762,19110.206,Cluster_336.072_3.762,336.0719_3.763;336.072_3.762,2
639.0783_3.758,639.0783,3.758,1334.0855,639.0783_3.758,639.0783_3.758,1
497.0695_3.785,497.0695,3.785,1810.0136499999999,497.0695_3.785,497.0695_3.785,1
370.0972_3.765,370.0972,3.765,14124.8815,370.0972_3.765,370.0972_3.765,1
243.1344_3.787,243.1344,3.787,46497.387,243.1344_3.787,243.1344_3.787,1
279.0984_3.799,279.0984,3.799,3503.4004999999997,279.0984_3.799,279.0984_3.799,1
1108.0095_3.804,1108.0095,3.804,56394.623999999996,1108.0095_3.804,1108.0095_3.804,1
618.1838_3.802,618.1838,3.802,501.27315,618.1838_3.802,618.1838_3.802,1
649.0893_3.836,649.0893,3.836,1031.78015,649.0893_3.836,649.0893_3.836,1
606.9991_3.815,606.9991,3.815,23977.929,Cluster_606.9991_3.815,585.0051_3.809;600.982_3.815;606.9991_3.815;810.9784_3.814;816.9958_3.812,5
458.9733_3.815,458.9733,3.815,16767.372,458.9733_3.815,458.9733_3.815,1
421.0558_3.818,421.0558,3.818,1558.5683,Cluster_421.0558_3.818,421.0558_3.818;631.0532_3.815;633.1142_3.808;655.1071_3.826;883.1412_3.819,5
625.0354_3.814,625.0354,3.814,1285.55575,Cluster_625.0354_3.814,625.0354_3.814;859.0857_3.824,2
