mz_rt,mz,rt,MPA,Cluster_ID,Cluster_features,Cluster_size
370.0786_0.733,370.0786,0.733,7152.494650000001,370.0786_0.733,370.0786_0.733,1
499.0756_0.705,499.0756,0.705,2260.3548499999997,499.0756_0.705,499.0756_0.705,1
310.9761_0.719,310.9761,0.719,60290.3465,310.9761_0.719,310.9761_0.719,1
291.0345_0.717,291.0345,0.717,24848.057500000003,291.0345_0.717,291.0345_0.717,1
576.1384_0.705,576.1384,0.705,1559.056,576.1384_0.705,576.1384_0.705,1
424.0493_0.721,424.0493,0.721,15129.7035,424.0493_0.721,424.0493_0.721,1
405.0285_0.72,405.0285,0.72,60134.578,405.0285_0.72,405.0285_0.72,1
230.0139_0.763,230.0139,0.763,24898.002,230.0139_0.763,230.0139_0.763,1
418.1149_0.722,418.1149,0.722,15292.498500000002,418.1149_0.722,418.1149_0.722,1
258.0424_0.699,258.0424,0.699,7431.2675,258.0424_0.699,258.0424_0.699,1
485.0955_0.681,485.0955,0.681,2305.4809,485.0955_0.681,485.0955_0.681,1
303.0712_0.728,303.0712,0.728,29029.7215,Cluster_303.0712_0.728,303.0712_0.728;303.0715_0.727,2
422.0501_0.727,422.0501,0.727,8247.755000000001,422.0501_0.727,422.0501_0.727,1
218.1032_0.748,218.1032,0.748,15934.1195,218.1032_0.748,218.1032_0.748,1
247.0277_0.755,247.0277,0.755,16779.173,247.0277_0.755,247.0277_0.755,1
175.0241_0.753,175.0241,0.753,15775.6835,175.0241_0.753,175.0241_0.753,1
194.046_0.798,194.046,0.798,172792.90000000002,194.046_0.798,194.046_0.798,1
137.0248_0.733,137.0248,0.733,7679.64315,137.0248_0.733,137.0248_0.733,1
191.0524_0.713,191.0524,0.713,111830.66500000001,191.0524_0.713,191.0524_0.713,1
205.0352_0.76,205.0352,0.76,55278.2275,205.0352_0.76,205.0352_0.76,1
343.0666_0.756,343.0666,0.756,17206.9765,343.0666_0.756,343.0666_0.756,1
457.0689_0.726,457.0689,0.726,2749.10105,Cluster_457.0689_0.726,457.0689_0.726;479.0535_0.737,2
147.0298_0.76,147.0298,0.76,92273.723,147.0298_0.76,147.0298_0.76,1
191.0267_0.755,191.0267,0.755,35898.185,191.0267_0.755,191.0267_0.755,1
389.1038_0.786,389.1038,0.786,12534.219000000001,Cluster_389.1038_0.786,1123.2723_0.775;1153.2827_0.789;124.01_0.775;139.0401_0.786;359.0971_0.789;373.0779_0.78;389.1018_0.792;389.1038_0.786;463.107_0.79;555.1553_0.783;572.1076_0.784;645.1108_0.776;741.1865_0.791;757.1576_0.789;855.1238_0.789;855.1239_0.785,16
161.0454_0.768,161.0454,0.768,64723.205,161.0454_0.768,161.0454_0.768,1
177.0225_0.776,177.0225,0.776,44194.517,177.0225_0.776,177.0225_0.776,1
324.0723_0.776,324.0723,0.776,47109.047000000006,324.0723_0.776,324.0723_0.776,1
208.0646_0.766,208.0646,0.766,6690.29785,208.0646_0.766,208.0646_0.766,1
301.0563_0.774,301.0563,0.774,6092.918,301.0563_0.774,301.0563_0.774,1
144.0665_0.781,144.0665,0.781,35252.278999999995,144.0665_0.781,144.0665_0.781,1
165.0409_0.76,165.0409,0.76,32189.932,165.0409_0.76,165.0409_0.76,1
245.1137_0.783,245.1137,0.783,13891.932,Cluster_245.1137_0.783,227.1036_0.798;245.1137_0.783,2
299.1247_0.784,299.1247,0.784,12614.3365,299.1247_0.784,299.1247_0.784,1
364.0954_0.768,364.0954,0.768,1806.2925,364.0954_0.768,364.0954_0.768,1
357.0823_0.779,357.0823,0.779,10690.681,357.0823_0.779,357.0823_0.779,1
195.0512_0.787,195.0512,0.787,75211.75200000001,195.0512_0.787,195.0512_0.787,1
315.0713_0.751,315.0713,0.751,4086.91165,315.0713_0.751,315.0713_0.751,1
319.1032_0.789,319.1032,0.789,19617.2635,319.1032_0.789,319.1032_0.789,1
274.039_0.769,274.039,0.769,12161.317,274.039_0.769,274.039_0.769,1
275.0221_0.754,275.0221,0.754,26052.068,275.0221_0.754,275.0221_0.754,1
204.9812_0.795,204.9812,0.795,83126.05,204.9812_0.795,204.9812_0.795,1
216.9808_0.715,216.9808,0.715,104920.7,216.9808_0.715,216.9808_0.715,1
231.9926_0.79,231.9926,0.79,13947.334,231.9926_0.79,231.9926_0.79,1
356.0987_0.796,356.0987,0.796,3407.80915,356.0987_0.796,356.0987_0.796,1
261.0072_0.769,261.0072,0.769,58390.645000000004,261.0072_0.769,261.0072_0.769,1
391.1124_0.79,391.1124,0.79,10321.0255,391.1124_0.79,391.1124_0.79,1
194.0546_0.797,194.0546,0.797,14407.708,194.0546_0.797,194.0546_0.797,1
227.9971_0.795,227.9971,0.795,52247.627,227.9971_0.795,227.9971_0.795,1
502.2071_0.806,502.2071,0.806,501.15729999999996,Cluster_502.2071_0.806,502.2071_0.806;516.2234_0.803,2
415.1607_0.797,415.1607,0.797,3205.9641,415.1607_0.797,415.1607_0.797,1
303.0177_0.795,303.0177,0.795,28301.9045,Cluster_303.0177_0.795,303.0177_0.795;399.0923_0.803,2
223.0623_0.802,223.0623,0.802,2785.21265,223.0623_0.802,223.0623_0.802,1
375.1294_0.798,375.1294,0.798,21387.654000000002,Cluster_375.1294_0.798,361.1497_0.795;375.1294_0.798,2
276.0018_0.763,276.0018,0.763,2412.84825,Cluster_276.0018_0.763,276.0018_0.763;446.038_0.779,2
168.0301_0.797,168.0301,0.797,38378.816999999995,168.0301_0.797,168.0301_0.797,1
479.0506_0.791,479.0506,0.791,1446.9693,Cluster_479.0506_0.791,479.0506_0.791;861.1404_0.799,2
411.0787_0.764,411.0787,0.764,2637.2379,411.0787_0.764,411.0787_0.764,1
326.0866_0.798,326.0866,0.798,8124.289,Cluster_326.0866_0.798,311.0753_0.804;326.0866_0.798,2
579.0457_0.796,579.0457,0.796,1200.25935,579.0457_0.796,579.0457_0.796,1
194.0459_0.799,194.0459,0.799,175454.69,Cluster_194.0459_0.799,194.0459_0.799;292.0225_0.799,2
230.9967_0.757,230.9967,0.757,35140.8845,230.9967_0.757,230.9967_0.757,1
282.0473_0.802,282.0473,0.802,10687.762999999999,282.0473_0.802,282.0473_0.802,1
182.0076_0.788,182.0076,0.788,1260.7289,182.0076_0.788,182.0076_0.788,1
258.9916_0.797,258.9916,0.797,17590.072500000002,258.9916_0.797,258.9916_0.797,1
182.0282_0.77,182.0282,0.77,2683.3879500000003,182.0282_0.77,182.0282_0.77,1
219.0508_0.792,219.0508,0.792,13168.718,219.0508_0.792,219.0508_0.792,1
182.0458_0.803,182.0458,0.803,27970.4055,182.0458_0.803,182.0458_0.803,1
489.0926_0.758,489.0926,0.758,1746.21975,Cluster_489.0926_0.758,489.0926_0.758;541.1395_0.742,2
337.0556_0.777,337.0556,0.777,4305.2935,337.0556_0.777,337.0556_0.777,1
371.0976_0.801,371.0976,0.801,8335.4335,371.0976_0.801,371.0976_0.801,1
403.197_0.807,403.197,0.807,7092.49,403.197_0.807,403.197_0.807,1
131.0349_0.8,131.0349,0.8,60187.7635,131.0349_0.8,131.0349_0.8,1
372.0951_0.795,372.0951,0.795,3588.6447,372.0951_0.795,372.0951_0.795,1
230.0156_0.793,230.0156,0.793,17453.5225,230.0156_0.793,230.0156_0.793,1
181.9916_0.803,181.9916,0.803,6286.317,181.9916_0.803,181.9916_0.803,1
248.0596_0.808,248.0596,0.808,12943.6255,248.0596_0.808,248.0596_0.808,1
203.0021_0.801,203.0021,0.801,15207.149000000001,Cluster_203.0021_0.801,203.0021_0.801;585.0899_0.796,2
230.0135_0.791,230.0135,0.791,23036.885,230.0135_0.791,230.0135_0.791,1
273.0073_0.807,273.0073,0.807,47773.2185,273.0073_0.807,273.0073_0.807,1
313.0567_0.793,313.0567,0.793,3747.6517,313.0567_0.793,313.0567_0.793,1
359.1353_0.806,359.1353,0.806,3162.0041499999998,359.1353_0.806,359.1353_0.806,1
227.06_0.796,227.06,0.796,2130.3253000000004,227.06_0.796,227.06_0.796,1
576.1317_0.792,576.1317,0.792,1150.8145,576.1317_0.792,576.1317_0.792,1
368.0998_0.802,368.0998,0.802,1886.2606999999998,368.0998_0.802,368.0998_0.802,1
336.0708_0.807,336.0708,0.807,3906.0778,336.0708_0.807,336.0708_0.807,1
224.0563_0.81,224.0563,0.81,25352.199999999997,224.0563_0.81,224.0563_0.81,1
419.1134_0.748,419.1134,0.748,4832.64455,419.1134_0.748,419.1134_0.748,1
188.9864_0.815,188.9864,0.815,252148.305,Cluster_188.9864_0.815,188.9864_0.815;189.9895_0.816,2
181.0505_0.817,181.0505,0.817,30974.289,181.0505_0.817,181.0505_0.817,1
227.0559_0.8,227.0559,0.8,2436.1758,Cluster_227.0559_0.8,227.0559_0.8;325.0323_0.804;347.0076_0.814;448.1934_0.807;477.1007_0.807;609.1423_0.802;675.1192_0.802,7
422.1067_0.783,422.1067,0.783,1372.00785,422.1067_0.783,422.1067_0.783,1
313.999_0.818,313.999,0.818,8705.003,313.999_0.818,313.999_0.818,1
212.0023_0.825,212.0023,0.825,100086.66,Cluster_212.0023_0.825,212.0023_0.825;213.9982_0.833,2
173.9923_0.799,173.9923,0.799,17602.036500000002,173.9923_0.799,173.9923_0.799,1
167.0211_1.15,167.0211,1.15,376488.89,Cluster_167.0211_1.15,167.0211_1.15;335.0494_1.152,2
381.0301_1.155,381.0301,1.155,47326.931,381.0301_1.155,381.0301_1.155,1
380.0301_1.155,380.0301,1.155,15506.3875,380.0301_1.155,380.0301_1.155,1
217.0161_1.159,217.0161,1.159,37182.084,217.0161_1.159,217.0161_1.159,1
191.0201_1.159,191.0201,1.159,1055052.05,Cluster_191.0201_1.159,111.0087_1.164;191.0201_1.159;405.0285_1.16;427.0103_1.161,4
310.9691_1.162,310.9691,1.162,47286.130000000005,310.9691_1.162,310.9691_1.162,1
188.9863_1.166,188.9863,1.166,89619.035,188.9863_1.166,188.9863_1.166,1
191.0276_1.165,191.0276,1.165,34720.07,191.0276_1.165,191.0276_1.165,1
173.0091_1.231,173.0091,1.231,39430.709,173.0091_1.231,173.0091_1.231,1
258.044_2.007,258.044,2.007,1762.46925,258.044_2.007,258.044_2.007,1
375.0931_2.077,375.0931,2.077,501.09375,375.0931_2.077,375.0931_2.077,1
227.0554_2.1,227.0554,2.1,502.8132,227.0554_2.1,227.0554_2.1,1
324.0723_2.134,324.0723,2.134,17426.912,324.0723_2.134,324.0723_2.134,1
161.9866_2.133,161.9866,2.133,6914.7323,161.9866_2.133,161.9866_2.133,1
182.0458_2.174,182.0458,2.174,27926.8085,182.0458_2.174,182.0458_2.174,1
213.9981_2.254,213.9981,2.254,9551.063,213.9981_2.254,213.9981_2.254,1
384.0537_2.335,384.0537,2.335,3743.03625,384.0537_2.335,384.0537_2.335,1
653.1834_2.294,653.1834,2.294,501.15729999999996,653.1834_2.294,653.1834_2.294,1
348.0769_2.315,348.0769,2.315,2664.0583500000002,Cluster_348.0769_2.315,326.0892_2.313;326.0973_2.32;348.0769_2.315;446.0335_2.313;675.1659_2.308,5
338.1178_2.307,338.1178,2.307,501.09375,338.1178_2.307,338.1178_2.307,1
165.0417_2.342,165.0417,2.342,38926.961,165.0417_2.342,165.0417_2.342,1
457.0963_2.367,457.0963,2.367,501.15729999999996,457.0963_2.367,457.0963_2.367,1
227.9972_2.377,227.9972,2.377,59151.6415,227.9972_2.377,227.9972_2.377,1
246.0109_2.385,246.0109,2.385,2170.09565,246.0109_2.385,246.0109_2.385,1
206.9967_2.418,206.9967,2.418,27502.637499999997,206.9967_2.418,206.9967_2.418,1
479.0459_2.443,479.0459,2.443,1115.9795,479.0459_2.443,479.0459_2.443,1
233.0124_2.47,233.0124,2.47,26671.297,233.0124_2.47,233.0124_2.47,1
230.0129_2.513,230.0129,2.513,9601.457999999999,Cluster_230.0129_2.513,230.0129_2.513;232.0047_2.518;483.0154_2.51;516.1022_2.528,4
230.0159_2.501,230.0159,2.501,7752.735000000001,230.0159_2.501,230.0159_2.501,1
359.0975_2.524,359.0975,2.524,1549.89185,Cluster_359.0975_2.524,309.0242_2.522;359.0975_2.524;645.1901_2.522,3
274.0027_2.51,274.0027,2.51,16898.7725,274.0027_2.51,274.0027_2.51,1
218.1033_2.56,218.1033,2.56,12988.922999999999,218.1033_2.56,218.1033_2.56,1
449.0698_2.589,449.0698,2.589,1347.737,Cluster_449.0698_2.589,320.1087_2.579;449.0698_2.589;565.137_2.579,3
361.0218_2.595,361.0218,2.595,1735.33825,Cluster_361.0218_2.595,361.0218_2.595;489.0936_2.593;494.0742_2.602;579.126_2.604,4
293.0743_2.543,293.0743,2.543,1620.7785,293.0743_2.543,293.0743_2.543,1
293.0331_2.576,293.0331,2.576,2085.35225,Cluster_293.0331_2.576,293.0331_2.576;295.03_2.565;307.0111_2.574;328.9944_2.584;579.0437_2.578;609.0591_2.577;611.0554_2.581,7
484.0498_2.566,484.0498,2.566,1167.9165,Cluster_484.0498_2.566,223.0583_2.562;364.0955_2.559;422.0544_2.559;432.0832_2.56;484.0498_2.566;650.1898_2.57,6
623.0319_2.6,623.0319,2.6,1190.5892,623.0319_2.6,623.0319_2.6,1
204.9812_2.586,204.9812,2.586,67010.04000000001,204.9812_2.586,204.9812_2.586,1
356.1002_2.592,356.1002,2.592,1301.99015,356.1002_2.592,356.1002_2.592,1
168.0302_2.597,168.0302,2.597,20301.992,168.0302_2.597,168.0302_2.597,1
487.0759_2.632,487.0759,2.632,758.49165,487.0759_2.632,487.0759_2.632,1
