row ID,row m/z,row retention time,PB1_HILICNEG_4.mzML Peak height,6110_U2_HILICNEG_34.mzML Peak height,PB2_HILICNEG_5.mzML Peak height,6101_U2_HILICNEG_30.mzML Peak height,PB3_HILICNEG_6.mzML Peak height,6102_U1_HILICNEG_26.mzML Peak height,6104_U2_HILICNEG_19.mzML Peak height,6102_U2_HILICNEG_16.mzML Peak height,6101_U4_HILICNEG_14.mzML Peak height,6101_U1_HILICNEG_59.mzML Peak height,6105_U4_HILICNEG_47.mzML Peak height,6113_U4_HILICNEG_62.mzML Peak height,6111_U4_HILICNEG_42.mzML Peak height,6110_U4_HILICNEG_10.mzML Peak height,6103-redo_U4_HILICNEG_53.mzML Peak height,6108_U2_HILICNEG_27.mzML Peak height,6101_U3_HILICNEG_29.mzML Peak height,6105_U3_HILICNEG_39.mzML Peak height,6104-redo_U1_HILICNEG_55.mzML Peak height,6112_U2_HILICNEG_37.mzML Peak height,6109-redo_U3_HILICNEG_52.mzML Peak height,6104_U4_HILICNEG_12.mzML Peak height,6109_U4_HILICNEG_22.mzML Peak height,6111-redo_U3_HILICNEG_54.mzML Peak height,6104_U3_HILICNEG_32.mzML Peak height,6103_U2_HILICNEG_60.mzML Peak height,6106_U2_HILICNEG_46.mzML Peak height,6111-redo_U1_HILICNEG_51.mzML Peak height,6110_U3_HILICNEG_45.mzML Peak height,6108_U4_HILICNEG_18.mzML Peak height,6105_U1_HILICNEG_43.mzML Peak height,6108_U3_HILICNEG_28.mzML Peak height,6105_U2_HILICNEG_40.mzML Peak height,6113_U3_HILICNEG_15.mzML Peak height,6111_U2_HILICNEG_35.mzML Peak height,6110_U1_HILICNEG_11.mzML Peak height,6102_U3_HILICNEG_48.mzML Peak height,6112_U4_HILICNEG_63.mzML Peak height,6113_U2_HILICNEG_31.mzML Peak height,6106_U3_HILICNEG_20.mzML Peak height,6109-redo_U1_HILICNEG_58.mzML Peak height,6113_U1_HILICNEG_24.mzML Peak height,6108_U1_HILICNEG_44.mzML Peak height,6102-redo_U4_HILICNEG_50.mzML Peak height,6106_U4_HILICNEG_36.mzML Peak height,6103_U3_HILICNEG_61.mzML Peak height,6112-redo_U3_HILICNEG_56.mzML Peak height,6109_U2_HILICNEG_13.mzML Peak height,6106_U1_HILICNEG_23.mzML Peak height,6103_U1_HILICNEG_21.mzML Peak height,6112_U1_HILICNEG_38.mzML Peak height,PooledQC7_HILICNEG_25.mzML Peak height,PooledQC6_HILICNEG_17.mzML Peak height,PooledQC9_HILICNEG_41.mzML Peak height,PooledQC11-redo_HILICNEG_57.mzML Peak height,PooledQC10-redo3_HILICNEG_49.mzML Peak height,PooledQC8_HILICNEG_33.mzML Peak height,PooledQC12_HILICNEG_64.mzML Peak height,Prerun_PooledQC2reinj_HILICNEG_11_3.mzML Peak height,
6,557.3326031483871,0.5036123,10321.578,1580.4519,0,13489.182,0,15013.979,10741.564,5996.0425,2539.5967,38636.96,9588.204,2891.4922,3135.044,3118.5425,12018.421,2110.9524,12367.989,2795.4739,24489.984,2653.1987,8582.677,12715.604,9816.424,10184.907,11440.328,10340.715,13701.831,2889.433,12649.995,2725.946,15529.046,2859.919,5851.927,2065.7202,11399.024,7718.0376,15220.271,2811.7217,2512.9177,13596.656,12517.701,6341.583,2738.9307,3782.4734,1511.4795,9362.582,6286.0127,5512.729,19130.701,3403.7979,2830.0886,2331.3923,3338.645,2412.7078,1437.445,5559.2383,3890.6985,5614.8726,3596.4763,
7,379.2325970141564,0.4992547,0,0,0,3244.4724,0,0,24399.615,4965.0386,11834.9795,7789.606,34972.867,1876.6929,1690.384,2469.9153,19569.26,1157.1644,15525.511,47127.008,24365.814,1627.4401,22766.494,299026.56,12097.945,15673.221,31917.375,20554.383,15261.025,9890.573,21462.443,6783.8677,40277.21,1093.2041,55059.027,24545.484,1784.5559,34359.453,9657.846,1149.8303,2301.7104,14721.269,8731.67,15152.422,1799.3982,12222.25,6921.4297,14207.342,31341.615,17920.572,12686.473,1595.8462,0,22327.334,23643.18,1018.0862,19931.02,21076.137,23126.518,19185.268,17664.1,
24,491.18447271756634,0.51413643,0,0,0,462370.44,0,0,20596.443,78408.54,209754.89,124693.07,3833.8953,2023.0242,1544.6216,1654.2627,3394.295,1053.5256,2494.1565,2572.5017,17654.666,1270.629,595601.06,3098.8499,1110.8834,201305.81,40380.78,1482.1838,1487.1239,180947.19,22766.32,97151.8,7981.9766,2211.3674,1622.4132,43730.965,1883.0049,10288.233,170860.27,1586.28,1979.3446,2375.8,2496.113,3426.3503,2665.655,569309.5,1868.6758,1755.1749,399173.8,866323.4,13865.994,3108.4,2053.22,191261.83,216561.27,1786.0555,186874.47,184871.86,216735.44,177642.86,127527.12,
26,449.17283630925056,0.4977898,56317.766,45257.24,32915.027,30102.74,26464.555,24671.2,19790.324,28887.096,61045.98,20875.71,21341.832,22320.504,14749.204,104053.72,32002.432,24564.084,30031.062,32731.273,19689.395,1977.7052,6761.0,81548.55,20309.508,27239.307,1351.778,36041.48,30497.402,16427.156,36970.32,36863.258,36562.332,67520.64,31889.582,27474.143,26648.15,27785.621,18862.408,1861.334,1879.3164,36531.355,24780.818,33482.207,8479.971,35521.08,18078.957,26763.77,46839.438,3307.109,31415.264,2540.5125,1926.6597,15300.242,13273.653,11932.528,10607.446,11390.029,13760.734,11524.908,9078.122,
27,493.1816933507003,0.5144602,0,2599.2922,1224.3248,160691.86,0,1085.1083,1315.025,26459.13,78479.734,45467.81,1365.78,2046.15,1091.2235,2213.1064,2387.1375,32355.055,1485.4319,1216.9836,1371.289,1584.6919,194439.39,1055.8805,1314.2891,68482.61,1335.436,2093.9604,2101.656,54325.418,11275.902,40503.36,1183.8379,1699.7356,1270.9622,16558.463,2002.2739,5468.904,0,2710.4812,1894.1201,2597.0728,2266.5618,1923.3395,2677.0483,1152.6356,1959.6813,2223.6956,140466.42,280142.7,6524.135,2393.1602,1649.3157,2289.2231,74651.445,2558.685,62642.4,60254.715,75741.77,54653.12,38364.066,
33,459.20159361119534,0.49431634,45131.723,42472.402,0,36054.13,32005.018,28046.05,24278.29,27035.406,58559.46,29022.084,25199.36,21322.414,20953.11,76070.13,29258.344,28774.03,36843.047,28366.025,23788.023,3113.0605,21396.904,45925.793,27126.348,27526.408,25756.018,31210.93,39380.11,20453.48,31374.023,30291.254,32597.906,46379.1,22982.445,27504.273,26796.342,27447.836,25413.744,20394.861,40469.5,34946.49,21376.967,23426.875,21869.771,32718.492,18594.994,23229.2,33898.26,16330.258,27912.508,23341.623,24987.926,17566.676,17500.408,3255.806,17993.926,15048.907,18198.328,13288.213,13502.356,
34,501.21220433793144,0.5106433,0,0,0,281431.88,0,14143.032,12791.123,30533.19,120233.26,69030.59,1558.3622,1884.8018,2743.3625,1399.3475,2548.1748,1746.6417,35062.23,1907.6696,5612.1724,1519.5658,655092.94,1524.1039,1949.0391,84366.77,27088.498,2240.5464,1875.6193,89158.85,8531.344,42713.285,4984.458,1554.0962,1027.8802,16910.068,1416.4432,5116.299,107883.64,2122.8015,3159.82,1422.6053,2228.0947,3872.9136,110966.49,339122.28,1772.2454,1748.4224,153576.77,1980063.6,6107.0073,3102.9148,170039.05,99403.336,109660.31,1059.0416,101766.99,2018.7794,103603.18,96706.664,90516.3,
40,236.0772293900924,0.5060176,0,128366.95,0,17882.896,1968.5201,2530.8032,47906.49,1389.3663,31132.814,1449.924,22707.543,17865.22,2933.1353,1499.7266,29175.855,1715.7911,3682.1038,3630.7607,7532.7188,40962.02,9453.122,1681.9978,8179.765,1023.3316,43296.7,59329.633,1713.4062,0,0,1908.8464,7679.69,2631.0789,1371.9644,2135.174,2032.8184,1282.0028,1377.005,1055.4758,2296.0964,1346.4386,19057.752,2200.8552,1758.8142,3210.1106,1729.9022,1702.28,1357.2246,21653.38,1623.0143,2119.0889,1389.0414,2198.1868,1746.3882,1494.005,1964.0131,1904.3278,2103.0452,1733.6621,2169.892,
42,297.1340153157339,0.4968479,1573.0262,15560.724,1955.4507,72274.266,1227.2902,45300.965,15588.142,50815.91,18916.455,62678.14,11329.553,53894.14,150805.4,342120.28,13266.598,192852.27,41008.91,65606.234,34334.77,40564.05,18289.285,71976.5,45709.83,146788.67,30001.123,11131.764,14478.516,66418.89,140024.45,109073.59,81642.08,292484.78,95732.43,120190.58,134584.47,149790.95,39208.684,124413.18,50953.22,13713.648,76006.46,50522.477,322396.5,30322.584,11756.205,25691.037,185060.77,29425.1,11398.774,17002.982,141820.03,78907.375,70378.39,90486.445,59963.918,70257.555,78057.79,70756.56,66480.125,
49,636.2416463670845,0.5392618,0,1490.4465,0,2389.25,0,1095.2046,1186.3118,0,0,2125.515,0,0,1602.006,0,3102.2666,2797.789,1260.0634,1078.2678,2492.4697,27800.79,1698.3726,0,0,2311.3528,2162.3167,1332.0615,0,0,2007.4401,1721.8109,1066.1345,2464.771,1474.306,1243.2275,1699.9875,1645.3074,1198.1025,19990.746,1492.8,0,1261.2343,2737.127,2663.934,1377.0387,0,2019.5657,24447.71,1593.769,1550.1995,1825.0139,28473.025,8382.734,6399.785,5514.6694,6357.7314,5254.2417,6101.705,6286.2954,7437.7407,
55,249.14932444756036,0.49590525,47919.945,48057.824,65323.34,51247.45,75152.16,45058.594,20914.457,32424.525,71630.21,39731.758,36971.78,52231.465,70052.03,61097.902,32900.863,50167.598,33326.438,31154.229,67207.93,28599.684,66448.89,26908.89,52912.242,52075.113,23913.906,36059.0,53758.92,33373.79,53422.676,30030.127,51686.633,45125.887,13149.712,72427.52,50668.523,66866.586,74430.62,23711.887,24826.959,88524.445,45816.31,22822.465,47911.168,19458.309,32560.06,27382.016,29304.01,27504.17,45637.95,27253.766,42381.562,34215.36,33578.78,31577.621,34589.36,26784.559,24607.139,44143.375,26244.275,
59,333.20653676436,0.49804312,0,4760.3203,0,3959.6597,1877.7039,8522.507,22740.795,4029.0137,3741.0146,10084.742,15845.721,7339.962,3720.3862,7051.342,18555.941,4800.5293,2531.8528,7323.95,171010.16,2777.2903,2466.3315,7440.067,3045.9646,6570.8867,5992.416,32682.494,4777.3887,4253.029,6004.0327,3038.0034,17006.46,48933.195,12354.261,2965.3347,38966.07,11304.394,3529.9097,3249.8154,6772.712,0,3843.6533,7450.26,3560.7607,4501.3223,2641.6396,31899.63,2184.1824,3239.6924,2876.5242,26480.902,2434.129,12462.042,12119.843,11021.321,17076.621,13279.404,12150.769,11829.849,11400.329,
66,495.1962437611145,0.5140196,0,1022.921,0,1121.6807,0,2913.0225,44719.68,3044.653,1993.8776,1665.8525,2549.8828,3239.4727,2842.077,2223.8228,3212.136,2189.5723,1527.3623,2819.24,79223.8,1126.4464,20969.47,15322.173,1690.0425,15728.497,80910.25,6269.111,1886.3704,13299.194,1451.3451,2412.0007,44716.1,1422.9183,2381.0276,2178.4746,2541.5437,2073.6123,2785.1255,2155.7522,3168.8682,1353.8223,2689.4434,3195.5605,54624.69,111383.91,3117.3445,3572.7285,2172.8657,21474.639,2122.1213,1504.014,1645.9263,18543.451,22139.996,18530.066,19873.361,21066.621,24880.68,19964.732,14144.181,
71,335.18639990644687,0.5001443,1751.5585,17539.688,2158.7844,35979.69,2226.6216,15423.203,16992.207,27744.006,20561.787,17194.459,26423.637,10331.976,17653.686,25969.959,10945.29,20646.62,71870.25,28077.473,11285.895,24567.842,25907.434,20679.137,23615.254,21303.135,16493.402,21383.922,6104.867,17162.78,17435.268,11107.216,32114.97,24918.783,49443.742,12313.583,20490.424,22837.715,15335.91,21329.467,11995.411,6251.998,26657.266,15550.293,26032.658,19827.236,4730.3853,13825.597,33265.176,30819.062,6552.285,30453.867,28053.371,23542.86,23423.96,19048.42,17547.986,21649.604,20419.879,20415.865,21727.748,
75,313.2379564433509,0.49646896,0,3233.4307,2164.1685,5715.254,7475.422,4441.169,4592.427,3856.0208,6289.75,10436.081,3322.0977,3850.9727,10009.316,0,5572.2935,82926.32,5130.229,3743.5042,12062.748,3625.345,7965.0034,9421.493,13611.114,10892.663,4357.0312,4685.05,7214.089,12062.912,5631.871,16848.793,6005.7744,52983.062,4592.0005,3140.6787,14728.919,10248.313,5538.849,5234.0537,3455.8313,4667.748,9586.111,4056.8794,35035.645,7655.0967,3270.5225,4389.356,7686.4546,6270.3496,4261.4604,5182.684,7289.632,5946.9487,4923.069,9809.001,6591.962,8624.2295,6835.009,5246.2725,7265.119,
91,280.07895976277257,0.50889444,0,0,0,0,0,0,0,0,0,0,0,0,0,1320.6923,0,0,0,0,0,556793.56,0,0,1107.4448,0,0,1006.2043,1231.4248,1031.3405,0,0,0,0,1660.1589,1052.2858,0,0,1035.4402,317395.16,0,0,0,0,0,0,0,1331.3314,142009.81,0,0,0,514411.4,54642.348,58275.324,55941.96,55782.125,60939.316,59702.47,59539.957,51697.027,
92,650.2588382305024,0.526254,0,0,0,2019.9266,0,0,0,1055.3756,1559.9548,1722.2964,1317.7305,1158.0182,1008.9635,1253.8284,1303.7369,1310.2208,1223.5557,1095.75,1710.4187,35080.324,9236.156,1175.5978,0,1068.0651,1423.1893,1062.5192,0,1716.5198,0,1658.2344,1115.3499,1166.7206,1000.401,1355.2083,1161.6178,0,1324.0245,20889.002,1027.7604,0,1201.6284,1094.4849,2280.272,2524.0718,0,1254.8885,28542.176,19215.555,0,1590.4288,33470.434,7735.2407,5825.6074,6369.5093,7594.962,7588.013,5758.9004,8083.223,6551.3813,
94,321.19077380006587,0.49902895,1071.8655,4863.7114,0,3568.7698,0,4490.201,20817.037,3626.9277,7331.63,6014.098,23753.475,12176.094,4750.4766,17122.557,15309.015,4572.1387,12542.182,29029.738,19584.408,12756.105,14898.27,209329.95,10287.14,11179.253,31275.998,16120.345,13777.626,6573.151,11691.3125,5558.5117,30772.752,12741.116,33307.9,19755.52,3922.442,22580.86,7877.3687,9127.866,11178.516,20096.857,5408.6406,13594.937,4767.0757,12404.074,8298.637,10492.179,11331.314,9884.464,12005.299,20055.021,12286.377,18366.832,15058.069,14769.646,14713.046,17678.918,17050.117,18845.312,11822.505,
99,205.08809638639707,0.504867,0,16864.498,0,10134.762,1176.083,13457.135,12050.001,15197.4,15025.698,19193.336,11849.237,18267.545,44963.797,19791.832,13602.885,303178.03,17194.09,11203.157,15764.784,11525.36,13304.086,23437.557,19337.42,10061.293,15997.511,17698.148,6746.6,9891.732,13783.933,57263.934,11309.087,62616.8,16505.963,18168.684,10935.377,15959.482,17169.229,37571.246,44060.605,1641.3876,12641.143,17483.838,205685.88,19306.553,8187.552,16104.245,8718.857,10240.657,47149.84,17370.82,34214.89,22004.941,22947.309,21089.584,25484.068,23507.342,18952.393,19038.076,19440.025,
100,457.222370823792,0.5129282,0,2623.5095,0,4248.142,0,6033.054,208702.12,7570.804,2936.5845,4118.7275,4452.608,6286.279,5152.757,5650.8877,5113.175,4725.2266,3170.4832,2908.364,497335.97,4804.9297,35993.83,36668.89,3011.3357,18014.395,317845.53,33370.656,2713.8123,12722.509,5211.445,4747.042,13225.881,5340.7275,4453.895,4322.1895,4042.3552,4711.482,9061.46,4661.3,4093.1472,2105.0117,4222.3516,9969.819,6504.948,32041.559,1853.0505,5795.234,3359.1902,21882.918,3025.5715,12222.205,4694.685,30441.432,28438.104,32101.113,27724.05,23090.814,24621.34,26569.873,22592.11,
117,450.17627464725706,0.52339095,0,11717.073,0,6839.0254,7958.934,1646.9049,2429.2012,8626.141,20475.783,14871.269,4472.002,2633.1616,4854.257,2988.768,8218.04,8641.523,21017.072,7551.0,5323.6636,1432.9175,2723.9065,19333.736,5315.0674,8192.451,6722.4595,10925.096,9440.028,3062.2112,12472.374,10667.009,7958.792,20275.186,10390.0625,9089.641,8422.615,8082.06,4708.061,1393.6294,12092.431,9346.885,7524.5283,7375.2466,3445.446,8813.851,3127.1196,15310.01,13211.146,1942.2267,8404.31,52197.098,2278.7493,6136.395,5889.0044,4571.888,5544.239,5397.1934,5239.0557,6015.4165,7573.4375,
124,425.2900098306917,0.5007222,0,5575.7275,0,1143.724,1121.9966,1336.9246,11678.865,0,2612.0056,1592.3601,24295.836,9480.546,3506.0916,6611.7773,32288.28,1359.2072,1464.307,6398.367,4653.8145,2139.3647,1290.5128,7347.2134,1593.0322,1976.5652,12598.1875,62126.77,0,10383.777,2302.0007,1388.5238,7072.4995,3571.929,6960.738,2191.6763,3012.7827,11875.52,1656.2485,1481.0159,4111.491,1354.7241,1474.6204,2087.064,1414.9697,5503.595,0,8885.365,1572.258,4569.8403,1136.8849,63738.555,7673.9717,6534.183,7875.021,7661.416,5950.337,6348.733,7562.37,7589.866,6962.7227,
126,451.1711548306225,0.5024042,24391.15,19180.842,12923.911,12571.178,9314.336,9876.448,9961.663,9245.669,19825.396,8499.504,3016.058,12844.095,4125.938,36560.31,13976.875,2647.0305,10627.384,8430.209,5195.934,4246.72,15000.767,3294.951,7447.324,11917.044,7072.431,14070.638,10848.532,7063.1826,15304.983,13265.404,8099.246,25078.594,10819.959,13214.249,6927.3413,10217.978,6329.003,12786.0,38294.18,12385.904,17131.422,13980.485,4293.5215,11675.196,7322.915,11820.766,16732.725,2253.446,10062.716,5630.9175,2626.68,5577.2983,5090.643,6471.6064,5160.3135,5450.889,5905.3657,8265.802,5014.352,
127,423.2738857424033,0.5049896,0,4589.517,0,2264.1978,0,2369.1638,10906.916,2447.1863,2457.814,2406.6804,19024.709,11043.887,4312.417,9475.796,33044.297,2959.4106,1856.7936,7670.829,4564.729,3831.0745,2197.0376,12271.443,1940.949,2856.4246,11451.716,38518.71,2029.8997,15271.796,2547.6387,3276.0427,6815.3516,5990.213,8180.392,2929.8875,4883.6934,15392.184,1925.6462,2228.993,5425.7344,1450.959,2017.7378,2543.25,3108.2197,5115.8955,1281.9806,10019.391,2268.5696,4050.5173,1263.0071,48764.28,6907.331,5567.34,6427.15,7939.3833,5521.0044,6926.339,8678.695,8270.459,7697.1504,
144,513.2181379564352,0.5194061,0,1280.9927,0,1197.0739,0,1581.4845,2625.8452,1801.4983,0,1425.3187,1743.7698,1197.4658,2177.9397,1181.3949,10106.889,5617.4062,2201.2773,2086.128,1953.7189,2285.587,2290.3704,3120.0012,0,1221.2894,1206.6337,39805.293,1833.4121,1065.5338,1976.154,1860.5607,1410.641,5505.3784,0,2707.0093,1527.5205,1341.9327,1992.6815,2576.0137,2668.421,2265.0125,2077.5515,1506.1068,3178.7896,1771.6921,0,11503.72,4067.209,1955.6971,3660.5806,48984.773,1100.9307,4896.526,3998.3826,5131.0024,3862.995,3324.1738,3204.2903,4090.9243,2611.736,
149,213.05580653307936,0.5095144,1078.7788,0,1267.1224,1679.9094,1575.5405,0,0,3788.5134,1413.7133,1016.3788,5739.93,1491.6621,4943.2446,1640.7189,1242.2319,5578.898,0,14101.1875,1146.7286,8127.633,1380.0105,1086.9329,1231.567,1258.7067,0,1077.0424,1415.0983,0,1994.5216,1291.7692,20823.018,3137.3225,261934.81,0,1072.4585,0,0,1505.7699,1677.4493,0,1555.3254,1401.7247,3147.1917,0,2244.5828,1072.9528,1069.1823,1046.0259,0,0,0,8753.923,6005.2715,5562.9585,5836.742,5889.71,6806.6685,6103.27,6238.652,
155,517.2075745343337,0.5222622,0,0,0,11089.205,0,1884.1289,1573.5309,2290.2666,5656.8105,4220.4526,1552.5594,1626.7554,1617.4127,1915.7968,1617.4,2052.136,1752.7633,1492.045,1376.5906,2037.5568,29141.88,1858.2231,1584.773,3815.8425,1934.6879,2126.7434,2518.0166,2209.1482,2015.8479,2158.6313,1308.1139,1559.2262,1743.524,2256.5408,1521.5013,1588.2408,3309.47,3548.7456,2035.6498,1272.7404,1700.7903,2110.6743,8737.3955,13907.511,1860.0096,2666.3508,6089.499,57406.38,2338.196,3332.6667,12488.222,2694.5823,3365.3894,2794.3132,1845.1764,2706.794,3221.7583,2201.5706,2724.3257,
178,324.0670001131073,0.53672504,0,0,0,0,0,0,0,1075.7792,0,2340.0732,0,0,0,0,1231.9326,20206.44,0,1071.5122,1777.8481,843494.3,1924.7943,0,0,1268.1067,0,1176.7188,1012.4719,1059.8004,1702.965,1066.7284,0,1315.0182,1917.2261,1107.5345,0,1060.9868,0,34409.0,2742.9592,1125.1633,3089.5845,1454.243,2879.4846,1272.88,0,1883.4497,197478.8,1101.6532,0,1598.1362,791718.2,125468.984,109864.086,105920.29,129953.805,126793.84,125948.2,119828.82,98004.14,
186,471.20122422407456,0.5189821,0,1070.6864,0,50421.406,0,7358.689,4352.166,9521.98,17028.297,14552.734,2459.5217,3949.6975,2832.3284,2374.6057,3205.341,5907.7627,5384.444,2864.681,2187.3186,2791.4534,83853.5,3391.8076,1411.5127,26451.252,4114.4214,3069.2456,1507.5275,16005.188,2946.272,6291.116,2390.3242,2860.8145,3099.9429,3850.0583,3241.2131,3208.7793,14872.118,12584.168,2972.6948,2952.0942,1713.711,2905.214,11882.624,35634.137,1287.4579,2667.5298,42379.6,147723.88,3305.157,4240.525,41971.305,11842.864,9827.226,10994.614,11937.598,10916.291,12181.869,10689.305,8939.136,
192,441.28475515800176,0.50603735,0,2090.299,0,1504.1716,1444.0104,2588.8284,2656.4995,1971.4438,2452.0276,2083.0024,6013.3447,6820.1343,4072.9807,5733.508,15251.879,2048.629,2203.836,5847.834,1685.127,3433.8823,2210.6536,5419.5537,2029.1953,2480.5085,6819.854,27379.064,2954.563,12195.174,2596.195,3311.306,4795.336,5294.6787,5427.75,2713.6545,3193.9758,13852.453,3058.8613,2554.0518,4088.9216,1932.12,1795.3384,6016.661,3139.779,7394.7207,1276.3767,8922.011,2489.6765,2788.3513,1588.8304,24675.205,5476.79,5969.616,5763.166,4751.4663,4830.958,4763.049,5073.7,6243.6807,4495.7573,
193,199.13252199732352,0.50541997,1336.0892,6464.53,2307.707,6005.1826,3056.6655,7237.3867,8581.793,5709.879,6483.1865,5419.7173,11526.8955,6846.144,6321.7705,9381.561,7699.3096,7341.0513,8121.608,6725.2,9655.19,5124.095,7226.9536,20632.777,7018.531,7734.4946,8405.398,10451.769,3190.9727,7295.062,5907.7847,5915.748,8409.017,9147.552,9452.404,6003.596,9482.651,7130.7544,6347.9116,5345.5566,7727.2876,2182.5667,9446.361,8426.688,6348.4517,9224.778,2410.172,7441.4316,5922.6143,8618.332,5338.9863,11857.717,8857.187,4776.035,5778.1826,6316.52,5797.4663,5390.956,6322.6733,5236.646,6304.0283,
203,459.2375204833189,0.5140328,0,2372.0938,0,2982.4832,1193.4451,3507.9043,18275.906,4328.9814,2539.204,2309.9214,2992.4246,3755.2017,5307.602,3756.944,6283.0356,5764.603,2342.6099,3674.3176,50621.188,5303.2505,102607.49,4800.2715,3002.3567,61492.83,53493.266,6941.297,1774.4862,84771.19,2413.435,4043.5613,4574.1416,4562.325,3035.4802,6536.8027,35582.02,5082.2104,11727.396,3590.0603,4290.649,2022.8756,3650.61,6996.001,41883.57,31640.586,2158.375,6641.274,5638.2324,79131.26,2596.3306,10802.294,5164.325,16398.504,21345.146,15033.002,15060.992,16172.858,15839.664,15383.893,14519.328,
215,293.17734411737985,0.5063612,138054.92,170191.97,152760.38,98095.41,123318.25,155640.62,69395.01,84106.95,154921.67,135444.55,98732.02,152000.17,92046.06,155464.16,73482.01,65203.73,153704.2,50525.47,93573.43,47283.49,95495.766,40073.51,357976.56,104796.984,39398.695,74172.57,46907.76,101607.85,166206.67,71266.055,116267.94,111537.48,52860.574,122448.29,77235.055,128467.01,95454.97,72069.97,84500.17,34716.637,87637.52,43891.625,55419.938,83123.984,35644.246,58518.273,111488.21,118046.03,37760.242,50697.38,85290.88,31960.238,36466.91,82495.03,32520.883,34229.54,74837.48,90543.45,44614.215,
219,557.2440666661049,0.5280426,0,0,0,1151.3201,0,1074.9535,1937.7253,0,1126.4581,1896.9683,2710.7664,1182.7916,1416.6531,1414.3055,5860.0454,9848.97,1410.3336,2198.5684,2186.3142,1314.1763,1487.7258,1208.2095,1285.5482,1017.59515,2000.8723,76308.36,1238.7856,2146.869,2152.2014,4337.817,1858.675,5486.1978,1871.6112,1084.809,1892.5781,2657.0046,2377.221,1481.0314,2385.202,2501.6035,2376.3079,1181.947,4162.218,1925.3086,1624.5309,30921.285,2358.839,2254.845,1164.5449,78930.8,3355.1685,5585.5264,4187.6255,5495.495,4906.801,6446.348,4388.14,6081.029,4693.4146,
225,571.2531797918435,0.52543265,0,1703.0065,0,2036.686,0,3105.2195,9913.01,1572.7764,1908.3225,2274.7117,3995.1182,2658.2827,1691.4736,1199.1699,2978.1765,1965.5411,1459.187,4775.9824,11931.273,1654.2362,2278.081,1952.604,2515.2505,1983.0651,2367.8137,1973.7219,6098.9424,1887.5161,2678.771,2592.6606,2009.1686,5310.1523,2283.0952,2414.6978,3053.8645,2627.8523,2312.2747,1376.0,2972.9604,20533.168,1833.0947,2093.58,1807.8304,3306.7295,15810.845,2128.0479,1790.2179,2723.0452,27978.287,6009.095,6974.2754,4428.669,4990.6333,5599.146,4944.7534,3832.503,5106.583,4593.847,4848.886,
228,544.2892209069007,0.5230063,0,0,1030.2843,1150.7778,0,1125.1608,1289.517,1240.8419,1476.8164,2009.6368,1216.881,0,1738.644,2523.2612,1366.7087,2062.096,1154.7561,1614.7297,1872.7014,1840.6816,7982.448,1244.0171,2633.881,1689.7347,2037.344,2789.0986,0,2610.4019,1383.7043,2205.9897,1733.9102,3214.0166,2031.338,1941.2751,1456.4114,1547.1643,3883.2234,32139.521,1450.93,1313.0421,1693.1772,1310.7399,1824.3143,1682.1029,0,1424.2051,1910.2261,21179.48,2065.2454,1751.0353,46253.836,3546.2607,3343.1636,3213.4922,3045.8037,3303.6567,4262.7993,5579.0005,5387.663,
243,301.20145485322433,0.5085931,1169.9286,7369.8184,0,6867.012,1337.3279,7483.7876,9600.189,9786.354,6095.6416,8369.763,12221.606,8783.548,14228.197,13513.21,19744.834,8099.4644,9922.04,11201.9375,8198.571,6383.222,8095.851,10526.678,7267.347,10868.615,11844.272,44884.543,3633.6753,13569.383,11383.0,6486.995,9753.931,11698.253,13429.475,8321.38,26194.305,17579.559,7969.042,7337.92,11155.849,3732.011,8080.081,18765.523,10999.208,15257.316,2474.42,15647.632,7469.719,7546.9644,4119.051,28370.883,7847.7925,8207.071,8628.4,8158.3403,9513.129,9098.561,7270.334,8140.4316,7929.3223,
252,183.1022905862064,0.50635993,1244.8949,26365.88,1236.1285,43512.19,1502.3357,20382.127,85374.08,20523.422,128857.86,30774.098,43752.67,26288.625,16245.133,21477.605,99576.445,14533.896,23340.133,23677.059,47806.62,17682.504,66202.984,26101.201,12166.3955,19069.182,116041.68,84205.65,11105.271,17850.547,28873.973,17534.352,56430.84,34396.055,23873.057,18189.463,26324.828,27577.516,24150.654,19745.887,34415.695,3905.94,40076.42,29155.215,18045.7,91203.2,6635.2695,43091.906,20577.77,84062.695,5119.449,81363.68,52739.344,28536.78,26663.781,24736.46,23920.906,24777.742,25579.332,30049.033,26766.99,
254,269.17645898901264,0.5057439,0,15676.562,0,14720.206,1356.4749,4915.894,17124.701,17404.574,16076.512,8266.344,21033.041,22156.65,14747.493,7485.8535,23846.482,12063.85,2846.2148,16070.882,20975.254,24203.227,20427.596,17738.74,13699.09,14858.903,21607.951,29819.945,3268.8232,20902.13,13329.022,7872.0566,19240.166,19899.293,25213.3,6491.5317,13739.753,12254.237,10384.541,20607.299,14612.151,2251.0132,16749.21,3551.2102,18344.45,21772.76,2328.28,18638.857,21228.822,20700.652,3492.2227,37065.473,25152.086,4654.4473,15826.351,12408.83,12217.653,11697.08,18066.303,10180.963,19990.816,
