row ID,row m/z,row retention time,PB1_HILICNEG_4.mzML Peak height,6110_U2_HILICNEG_34.mzML Peak height,PB2_HILICNEG_5.mzML Peak height,6101_U2_HILICNEG_30.mzML Peak height,PB3_HILICNEG_6.mzML Peak height,6102_U1_HILICNEG_26.mzML Peak height,6104_U2_HILICNEG_19.mzML Peak height,6102_U2_HILICNEG_16.mzML Peak height,6101_U4_HILICNEG_14.mzML Peak height,6101_U1_HILICNEG_59.mzML Peak height,6105_U4_HILICNEG_47.mzML Peak height,6113_U4_HILICNEG_62.mzML Peak height,6111_U4_HILICNEG_42.mzML Peak height,6110_U4_HILICNEG_10.mzML Peak height,6103-redo_U4_HILICNEG_53.mzML Peak height,6108_U2_HILICNEG_27.mzML Peak height,6101_U3_HILICNEG_29.mzML Peak height,6105_U3_HILICNEG_39.mzML Peak height,6104-redo_U1_HILICNEG_55.mzML Peak height,6112_U2_HILICNEG_37.mzML Peak height,6109-redo_U3_HILICNEG_52.mzML Peak height,6104_U4_HILICNEG_12.mzML Peak height,6109_U4_HILICNEG_22.mzML Peak height,6111-redo_U3_HILICNEG_54.mzML Peak height,6104_U3_HILICNEG_32.mzML Peak height,6103_U2_HILICNEG_60.mzML Peak height,6106_U2_HILICNEG_46.mzML Peak height,6111-redo_U1_HILICNEG_51.mzML Peak height,6110_U3_HILICNEG_45.mzML Peak height,6108_U4_HILICNEG_18.mzML Peak height,6105_U1_HILICNEG_43.mzML Peak height,6108_U3_HILICNEG_28.mzML Peak height,6105_U2_HILICNEG_40.mzML Peak height,6113_U3_HILICNEG_15.mzML Peak height,6111_U2_HILICNEG_35.mzML Peak height,6110_U1_HILICNEG_11.mzML Peak height,6102_U3_HILICNEG_48.mzML Peak height,6112_U4_HILICNEG_63.mzML Peak height,6113_U2_HILICNEG_31.mzML Peak height,6106_U3_HILICNEG_20.mzML Peak height,6109-redo_U1_HILICNEG_58.mzML Peak height,6113_U1_HILICNEG_24.mzML Peak height,6108_U1_HILICNEG_44.mzML Peak height,6102-redo_U4_HILICNEG_50.mzML Peak height,6106_U4_HILICNEG_36.mzML Peak height,6103_U3_HILICNEG_61.mzML Peak height,6112-redo_U3_HILICNEG_56.mzML Peak height,6109_U2_HILICNEG_13.mzML Peak height,6106_U1_HILICNEG_23.mzML Peak height,6103_U1_HILICNEG_21.mzML Peak height,6112_U1_HILICNEG_38.mzML Peak height,PooledQC7_HILICNEG_25.mzML Peak height,PooledQC6_HILICNEG_17.mzML Peak height,PooledQC9_HILICNEG_41.mzML Peak height,PooledQC11-redo_HILICNEG_57.mzML Peak height,PooledQC10-redo3_HILICNEG_49.mzML Peak height,PooledQC8_HILICNEG_33.mzML Peak height,PooledQC12_HILICNEG_64.mzML Peak height,Prerun_PooledQC2reinj_HILICNEG_11_3.mzML Peak height,
615,409.22320836899956,0.5140319,0,5463.7188,0,6800.793,1027.9783,10812.759,8514.302,10332.583,9721.565,8478.205,7331.1475,8113.81,12125.786,8882.081,8033.5356,3223.2173,7197.401,10207.622,13656.452,7964.3843,7916.929,8042.3945,6361.3906,12145.174,11977.169,7290.2812,1985.483,14507.191,11449.52,7946.862,6958.396,10466.048,36019.523,7686.1714,11623.816,12765.354,8434.341,9752.086,6969.232,2825.74,7376.864,5670.0283,8515.211,9652.795,2009.1528,9382.394,8133.715,7062.468,3126.2866,8512.0,13706.059,7193.239,6070.218,6936.4087,6970.4478,6701.562,7494.7485,4976.1997,7685.4624,
617,331.17598556905773,0.5155924,0,213210.23,0,145421.25,1115.5106,200910.61,50278.223,158899.75,162182.02,216958.47,190985.38,1052592.1,38182.0,196845.02,184276.19,331215.9,184947.58,163928.36,595474.56,198517.5,106345.32,210299.0,35834.17,46086.34,415325.06,1237341.4,1112236.0,152069.22,236168.64,323161.12,165583.58,364075.94,124453.72,124326.984,127204.21,255922.3,182239.97,181852.61,157652.47,824577.3,47026.02,1970086.1,476645.62,345802.03,2172648.5,1174391.9,196311.81,25597.357,682985.75,2810671.5,174697.4,453928.7,482662.9,445061.66,455093.22,464191.06,461711.4,462644.03,437579.25,
618,259.1292183590344,0.515708,0,8776.038,0,5876.302,0,9630.381,12031.256,10535.717,7050.789,11301.047,9067.916,12142.776,22094.105,10191.453,75180.875,19824.188,8476.663,12317.84,14083.463,26772.955,19360.674,27864.818,13880.546,40585.844,14722.1455,9106.476,8324.938,26677.291,13903.286,19167.986,12482.523,22218.533,12418.01,13935.748,35866.895,29194.281,9928.373,7498.549,12317.341,12756.422,18087.209,78845.59,26235.06,7938.3994,37217.465,18172.777,742312.8,15743.382,21859.055,18407.516,23632.08,37481.707,42951.344,37394.65,36752.703,38390.715,39906.543,36808.46,36345.13,
623,191.0195661211182,0.52585906,3797.5676,208192.12,4620.759,212075.27,3810.2803,229958.95,192425.5,263380.4,271968.78,258967.98,168054.02,246517.52,259125.8,334278.4,265559.03,270563.2,171321.28,327052.22,183584.75,208535.4,304722.9,347588.97,222927.53,326525.06,280497.97,246268.81,234461.22,342161.22,256013.5,258820.86,231378.88,174684.2,346215.03,340860.53,259623.88,316797.88,204605.81,326914.28,272815.66,222979.05,347441.8,191069.52,232714.62,265647.0,192504.03,257955.02,385767.34,278990.3,262790.28,137911.53,292487.97,340859.1,364348.84,296063.8,334353.5,351956.06,354944.2,346955.53,325462.47,
624,305.15989547165253,0.51630276,0,6705.0566,0,5557.2964,0,10682.658,10651.219,9406.255,6148.5957,8187.2554,34352.793,16877.555,9506.125,16119.015,36949.49,6463.1504,9008.018,54680.13,13132.078,10804.091,17573.967,11930.337,38036.13,10463.957,11253.308,20765.383,9657.253,51983.47,65490.85,8383.0,37644.645,9166.58,92079.08,12659.804,30794.816,13700.557,12108.868,23517.674,16473.059,7006.6724,11488.972,12994.462,8749.569,8482.706,8421.41,32659.287,14560.387,12764.6875,18469.117,15924.003,13364.276,19939.951,17931.9,21404.312,23770.959,21628.844,20872.693,18890.477,20367.633,
631,471.2633711625288,0.5161576,22927.982,18354.62,10095.18,19007.242,12550.257,18728.686,19201.38,23015.51,26397.764,15465.046,25745.354,30217.697,24644.75,33271.47,48274.13,26338.018,16839.781,20015.736,17330.99,18520.602,22584.75,27370.705,29958.69,21274.846,26414.82,34052.74,11967.65,43293.695,17379.205,24002.068,21758.805,24942.393,20495.197,25379.836,23141.834,31218.178,17967.77,22174.893,21311.406,6398.331,21769.51,21080.283,16940.303,34445.223,5735.0776,24250.713,22104.516,25169.682,7919.7227,49631.965,26611.086,18375.033,18098.307,17766.678,18803.111,16906.553,19227.633,19727.236,18528.236,
635,331.2132052203435,0.51512605,0,9185.122,1040.6848,6296.8027,0,9809.859,6842.3525,8772.796,7874.209,9453.948,10705.357,31469.918,8520.141,13179.231,17028.557,15319.435,10317.248,10066.483,28828.78,9677.143,8581.242,10929.891,4519.1226,7793.6943,19950.965,45464.875,50415.844,10597.017,14336.233,16976.16,10889.665,18740.873,10144.101,6632.5933,9751.882,18704.465,10776.047,10062.93,14873.182,42231.492,7818.461,86802.91,24025.215,18854.14,84486.0,57583.023,11886.733,2731.5278,34577.113,104167.26,8414.118,22205.523,25021.312,21346.29,22866.943,23943.645,22667.178,21798.02,22050.068,
638,404.1084906296189,0.5331381,0,0,0,0,0,1055.6163,0,1893.0663,0,0,10944.352,2927.47,3513.043,2122.4495,1605.6697,1170.9288,0,15828.889,1744.1631,13563.113,1245.1681,1376.1626,0,1204.6489,2156.98,1864.0801,2299.619,1600.601,2032.2656,0,5900.5996,0,118524.27,1387.1747,1225.3091,0,1175.584,29868.07,1236.7894,2835.6743,1086.9209,1829.5392,0,1105.6614,3494.1523,2135.356,40683.848,1990.1823,2421.9895,3073.562,22612.297,5360.6104,6860.2983,5896.8354,5710.432,5263.3643,5287.776,5314.4985,6262.343,
639,461.1289220578161,0.544132,0,1164.6831,0,1060.0,0,1122.1809,1272.6764,0,0,0,1080.3674,1478.7552,1855.2002,1604.4326,2398.12,1343.7166,0,1392.7869,1244.1361,0,1885.2267,1249.721,2357.2852,1495.457,1573.6963,2537.689,1909901.2,1878.7552,1339.1472,1449.2354,2340.7993,1388.0265,0,1136.018,1172.0,1042.7788,1137.5015,1458.407,1774.3237,1600703.8,2720.79,2336.1602,2082.0027,1078.0215,2623814.8,1940.156,1373.4846,1835.4048,385819.38,2353.8586,1301.0997,2465.9373,3048.5005,3640.9927,2868.1094,3064.9019,2783.7876,2768.263,2918.5818,
640,463.13157381327466,0.5464477,0,0,1470.5657,2016.2074,0,1118.2072,1106.3125,1033.3403,1436.1969,1051.6039,0,1386.3136,1431.1387,1201.2913,2249.176,3273.379,0,1018.16785,0,1321.4452,1144.5542,1382.6392,1438.4297,1280.8185,1316.6538,1427.5062,87699.18,1363.25,1001.9704,0,1241.1665,1365.2705,1467.596,1223.6649,0,0,0,1062.8955,1987.8348,80348.29,1589.2358,1173.5011,1508.0249,1234.372,122221.53,1484.6748,1578.5582,2054.119,25643.533,1236.5664,1880.7751,2090.2966,1720.1082,1787.3884,1527.25,1522.093,1739.6956,1535.953,1553.8046,
647,472.1406174921768,0.53647983,0,0,0,1008.0935,0,0,0,0,0,0,0,1250.8456,0,0,1341.338,0,1085.4995,1102.5924,0,21120.748,1203.2263,0,1075.8982,0,1004.6406,1028.205,1147.1104,0,0,0,1065.2485,1600.9175,1623.9213,0,0,0,0,15233.051,0,0,1091.2402,0,1115.9429,1149.4604,1685.4545,1203.7513,17333.16,1051.858,1003.90564,1133.3643,24040.764,2058.9504,2955.1855,1987.4944,1752.7405,2711.3254,2133.604,2047.5887,1916.0317,
649,529.1605231493614,0.54174155,0,1838.7694,1399.066,2231.0254,0,1368.7286,1599.13,1558.52,1126.0845,1172.1362,1482.5104,2772.428,3185.2842,1449.7208,3839.3235,2244.8552,1811.7676,2038.7125,1843.0582,31880.303,2007.962,1777.4633,1857.8986,1747.205,2418.4033,3323.1428,1460.2704,3631.4668,2725.7607,1210.8906,1188.6583,2340.6624,1953.8583,2314.856,3084.8787,2394.9534,1179.8596,24253.02,3954.5334,1588.5625,1574.0306,4783.319,3953.9316,2835.291,3795.0134,3270.9128,21362.38,1968.2886,3064.4873,4247.4077,33788.82,3181.0625,3912.1365,3051.346,3430.7708,4418.5713,3765.4436,3447.1885,2885.7798,
654,591.3172296376381,0.5226542,0,14769.718,0,2694.645,0,1162.2239,8178.3936,1992.2094,2456.491,3333.24,6771.234,5235.288,6954.632,4825.2544,16466.918,2366.1238,2599.372,4954.2275,5047.249,3815.1665,2417.1584,13382.606,2699.75,2062.1863,8922.45,24376.387,1307.3197,2726.1113,2600.3657,1948.6764,1790.9877,2167.142,2572.144,4037.5662,3200.669,5884.72,2655.2651,2487.6128,4589.643,1714.0468,2708.62,3460.488,2877.96,3353.4395,2734.793,11834.007,2063.4294,4254.998,3708.784,23804.736,2320.8022,3975.187,3911.8801,2521.6902,3312.1802,3419.2954,3564.5176,4326.117,2993.679,
660,485.2815173890607,0.5165351,37495.62,286243.44,78820.875,607619.7,84214.875,436068.28,794029.06,1355126.8,573946.7,299094.06,229803.5,365138.7,174643.81,168560.0,933476.1,223774.73,312279.88,237671.0,438271.3,118260.26,234702.48,146449.4,224113.8,120378.266,613153.8,630452.25,130706.67,166604.23,241237.6,72838.04,144134.78,300001.38,133407.98,195186.48,135269.97,63842.215,547895.75,186516.64,233098.11,69161.34,80011.87,42129.75,126736.95,668385.8,26741.246,735795.4,154648.83,60083.91,86863.64,652489.94,148505.62,5753.9443,5923.9644,11130.51,7739.7866,9616.904,8561.406,5942.6577,8755.58,
662,462.28467642418997,0.51679945,0,3461.2273,0,14242.934,0,7527.6426,10308.255,10800.595,9437.078,12301.015,4624.0693,4700.0083,4093.6016,3733.0388,10066.744,8849.08,8480.4795,3754.135,8912.051,6285.5254,7106.215,6779.322,5388.5713,4358.2427,10949.798,16611.777,1166.5641,5739.7695,5396.506,4525.2705,3777.0015,4736.3335,4733.265,3615.692,5419.2993,4671.1655,11278.053,5245.179,4514.8657,6165.6953,4411.542,5488.449,7231.8726,11153.698,1961.3901,11504.517,4829.953,5983.2847,5752.889,11519.858,6177.6714,5053.7236,6018.3994,5704.022,5215.7974,5596.664,5476.643,6431.691,5692.0044,
666,379.140323117034,0.523845,0,2031.9233,0,1983.6897,0,2313.5176,1688.2316,4236.564,4633.003,1506.3746,2779.2822,2486.6743,2439.9062,5505.0938,3354.8093,6035.469,1803.9674,2623.3276,1609.8395,3220.89,6178.7896,2573.4648,5367.2285,2925.153,2105.7686,2668.0012,2422.0415,2996.3196,2333.6714,2459.8394,2889.929,2333.049,2939.6216,2405.7778,2856.875,3843.13,8134.8643,97906.47,3798.33,1760.8004,3030.8225,3250.112,3336.7734,4143.242,2240.6045,3074.875,3050.728,22085.807,3069.0417,3907.4082,96958.78,7451.8047,6237.2734,7914.0483,6617.588,7903.0947,8044.528,5775.4004,6526.172,
681,253.05119258711784,0.513499,1284.7834,0,2313.8882,8390.275,1537.3757,0,1714.1635,22189.31,0,0,1061.6772,3728.3135,46233.805,23683.055,0,31988.55,0,1105.4574,0,1908.6886,1414.5745,18249.684,8747.723,1142.6509,0,2506.7764,1299.9697,0,1315.9062,1377.4336,1844.1738,1003.9143,8753.273,0,1359.3973,1272.8801,1001.255,1372.733,1596.7822,1003.9207,2194.9453,2683.317,1275.9851,0,1425.6824,1100.0938,1452.6636,0,1442.1201,1158.7362,1519.0415,2475.4097,2298.4656,2817.5205,2544.961,3459.204,3376.145,2628.048,2547.603,
684,124.0490699036222,0.5161635,0,0,0,0,0,0,0,0,0,0,10592.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749525.3,0,0,0,0,0,0,0,0,0,0,0,0,829787.2,0,0,1349.2678,0,917835.7,0,1074.6038,0,770154.94,0,1206.342,180648.88,199850.33,196656.25,189697.7,206017.3,193067.55,186519.5,196572.2,
686,449.25330528777425,0.5177928,0,33036.027,0,4709.375,0,34314.164,29127.154,27143.193,3738.3796,4204.357,56308.01,7409.129,50055.54,40438.57,6265.0723,9277.046,3564.8408,57845.05,38179.87,26606.943,2716.9524,27306.66,2151.8337,57326.53,32922.258,4243.5215,4824.6655,54565.293,32317.148,11162.941,53525.004,15066.158,46832.47,6395.8423,39396.12,47601.69,33562.117,29437.5,6261.1904,6841.552,3024.213,7800.324,15253.072,36059.38,4036.311,3453.3958,24134.805,3035.1536,11405.142,5448.0767,41965.53,13342.482,13562.932,12083.491,13540.256,15926.513,12942.362,13352.668,15801.057,
689,492.1874896920257,0.5178167,0,0,0,143093.94,0,1187.0018,7224.2275,25511.072,68375.34,39169.195,1166.6366,1118.1868,1162.2805,1432.0667,1850.7601,1019.0045,1437.5734,1133.2084,6771.1133,1167.4347,189590.56,1904.2517,1470.501,64152.574,1354.7913,1650.8877,15845.1045,53932.58,6411.412,33327.117,2031.5378,2175.6494,1025.0167,13548.91,2694.1536,4107.0977,48081.04,1139.2578,5267.1143,37841.16,1728.5438,1907.0529,1331.2299,176949.14,38758.6,2546.326,124220.18,255442.14,39799.008,2678.0002,1758.8397,59919.227,63049.105,4617.9766,56012.496,51391.59,65536.81,49928.29,37241.41,
692,317.1596948161263,0.51699835,0,3727.5945,0,7086.7197,0,5432.123,9335.017,7960.918,7253.2554,6612.4023,58910.977,20368.129,10782.921,14897.228,26256.121,9216.261,9493.169,113167.09,8334.61,14796.983,14936.166,15142.389,26626.898,7656.1284,10541.67,12653.029,7451.0366,10971.991,10978.286,8371.083,63923.402,12061.753,368205.94,8248.609,11935.232,14497.699,9642.256,11727.965,17200.816,6264.0845,9115.279,19700.113,11893.388,10875.136,5095.8584,15628.6875,12997.9375,11162.371,10814.225,28966.076,13236.172,28275.598,26889.734,22836.742,24253.205,23680.111,23991.312,24088.145,23756.797,
703,441.2119427877798,0.51709735,0,9181.291,0,11129.815,0,13177.438,12918.732,11294.136,8684.731,13124.027,16113.463,20998.848,18631.008,20378.564,28282.422,15989.754,10897.04,22491.9,31705.805,29814.648,18253.918,22155.895,14625.402,17228.047,16207.803,34408.547,7122.5815,21209.01,19640.338,16525.932,18445.432,27916.816,19690.191,13197.267,30789.111,26430.213,15332.283,25185.615,18175.137,10192.728,15233.87,31879.025,18439.879,16941.512,8228.1045,30248.562,26883.05,20970.83,10864.774,39715.105,28387.133,16520.8,19317.225,18918.184,17405.912,19754.943,17880.93,19450.367,18056.58,
706,489.2739475549701,0.51775885,17137.408,69241.08,11832.302,199484.17,21255.053,172496.23,126501.8,214217.42,183497.4,46537.81,77059.41,110198.04,63680.723,40888.414,148465.53,167291.44,132613.92,67015.62,95908.0,87456.4,52012.414,89475.086,69103.32,49776.258,129247.82,166095.27,31348.34,65850.61,70128.43,66762.27,37051.305,110012.125,53589.605,75915.164,94880.83,77386.04,123583.58,82462.75,104054.78,21389.828,61653.492,80189.51,92593.23,172079.19,12394.318,147600.28,96279.58,54595.73,19714.785,198433.39,72563.11,43044.902,43393.73,44458.766,41348.277,46553.47,43818.098,42308.812,42971.906,
709,485.32683051959776,0.51741165,0,11937.281,2259.848,32174.625,3192.4932,21052.525,38335.434,53210.4,27014.684,14189.358,10557.97,17986.771,6819.016,5357.65,45390.742,9234.838,15208.1455,9901.0205,21226.25,4200.7803,10640.532,5445.0493,10064.382,4211.0586,32021.139,35820.707,1862.8972,6831.3623,11958.77,2832.6487,5208.106,13850.845,4085.7605,7816.761,4831.7417,0,25358.943,7137.2617,11037.526,2349.0693,2870.7192,1616.895,5818.179,33079.94,1107.0104,37937.22,6409.3613,3059.0356,2761.6848,36053.26,5933.988,0,0,0,0,0,0,0,1231.8439,
718,329.1599595226441,0.5168705,1012.45154,17393.256,0,19567.512,0,20221.71,54656.008,32116.096,54257.65,17713.809,27005.293,33795.83,24149.398,35520.312,102877.35,16836.035,20375.46,35038.42,18033.55,21222.348,31993.72,26200.318,16845.73,23053.207,37303.887,51658.863,11989.197,20218.684,31974.291,19673.76,76534.45,28330.652,43949.574,19143.4,22205.557,50694.883,28414.885,38323.76,24444.348,9340.443,21593.92,38450.566,24576.98,52994.473,12705.906,37960.523,20968.812,35741.96,22842.979,46461.1,45898.258,31830.193,35334.598,33381.02,36110.676,32274.799,33376.32,35793.43,31256.992,
720,309.04195207410373,0.5477611,0,1040.9639,0,2243.4202,0,2958.3652,6694.8257,3989.9248,3932.6548,19213.889,2433.3408,1651.9799,1342.5587,3825.7473,99606.79,1136.3969,14176.699,2554.3066,143187.02,2137.3767,5865.987,2763.3418,3343.4036,3954.6667,48068.164,3933.0002,18887.814,4725.8867,30569.523,3070.7322,2606.9377,3464.3777,6955.433,1496.1212,2536.7278,20202.205,2495.5278,1201.6185,1833.4722,5645.933,13257.094,1565.2405,1248.1233,6158.057,6691.617,12619.079,1608.73,4221.899,6209.063,7209.058,1266.8368,8808.592,8283.308,8464.812,10259.883,9724.573,7968.046,7702.7964,9071.696,
728,491.2842899765335,0.5182295,2015.9338,9298.202,1135.6078,23426.299,2104.087,14559.318,16722.986,26138.424,16464.586,6578.49,11505.951,24598.521,18261.795,14370.158,34093.855,46578.277,17881.033,24815.408,29756.701,18150.836,16448.977,17408.871,15712.985,13154.0625,20148.115,26535.193,3949.84,25274.549,13030.761,17298.89,12500.51,30808.209,18624.21,15674.859,17695.678,21694.738,18407.006,18152.045,25718.352,2926.7256,13791.158,21196.25,22254.764,39499.9,2856.3518,46878.47,22025.436,26858.2,5817.1294,61538.59,23184.438,17581.531,17392.457,15588.067,16441.336,14388.665,15769.778,15655.376,13995.19,
744,445.24328056954965,0.5172708,0,5067.45,1452.6917,8980.452,0,13337.066,9788.604,10577.6875,8772.739,11420.566,15309.782,26202.354,14109.102,19196.898,31046.592,24858.719,12357.086,19342.346,9631.762,20352.725,17569.01,14216.484,15622.598,16919.48,14050.65,32757.281,6077.969,29856.082,14692.534,29727.506,14174.203,33077.848,18580.129,22861.623,22582.51,27492.004,11611.841,20104.162,26343.451,5514.9443,19067.055,35369.277,37442.195,23498.596,4509.8726,27433.807,22988.264,13505.763,8143.976,31799.443,29781.445,15237.004,18512.51,19024.229,18720.48,18733.654,18196.318,17415.195,17906.32,
746,464.3008469502846,0.517892,0,13292.535,0,12501.501,0,11847.057,20711.082,16100.872,15643.097,14460.082,10712.182,5617.9487,12457.013,15357.914,13678.374,11477.673,17160.277,11824.127,26138.664,19859.14,12158.527,15846.182,8146.441,10743.685,32006.285,15185.826,12975.131,12410.971,14492.394,9432.868,12769.882,14831.092,9907.739,6536.3184,9185.497,13731.801,19598.479,12177.677,6787.9644,22283.967,8076.538,6759.652,20722.707,20576.11,16882.701,14221.25,11492.879,12672.757,20359.908,18987.635,22004.621,13281.778,11666.769,12675.771,12498.381,12820.497,15167.299,13407.406,15282.663,
748,383.09628312311247,0.55018604,0,1374.8853,0,1052.9752,0,1030.4158,1527.8536,1079.0146,1047.3351,1878.2192,1593.1473,1622.9607,2372.8955,1740.0381,2708.2236,1546.0938,1320.9873,1449.8113,0,1424.0867,2756.241,1476.6501,3783.754,1444.69,1236.6266,1606.8049,14233.186,2383.4023,1444.8933,1121.6833,1362.7822,1598.76,1831.977,1580.4254,1328.5369,2030.3716,1331.2539,1565.3252,3999.4653,16500.732,2823.6028,1982.0243,1668.2556,1724.4308,14545.338,2574.0137,1358.8455,2042.9358,11887.67,5933.2227,1313.0006,3305.7183,3657.3374,3226.104,3409.9504,4815.25,2952.1838,4512.0195,3454.841,
750,423.14294915171246,0.53992075,0,1954.8794,0,2390.8877,0,2436.042,9450.331,2250.7883,4887.3994,1951.6123,4524.796,17177.297,4102.409,4978.8726,10516.036,4000.9055,4828.6865,5620.456,17558.71,4346.2153,9185.786,5388.083,10743.634,5362.244,5577.309,7554.122,3313.6584,3935.4143,6644.353,8689.202,11958.815,2815.4353,2894.5737,3615.7769,2779.6492,2440.0693,3108.2656,9491.735,37495.336,3706.2505,14054.075,22335.225,4750.2354,3189.9995,4902.037,14858.861,11777.074,8215.808,4585.312,5847.463,9046.546,8839.892,6479.748,8655.511,6619.5034,8377.289,6539.966,7022.716,6818.872,
751,311.0952381689375,0.5497461,0,2199.0713,0,1348.6672,0,1877.1854,1546.5922,1566.0702,12089.121,2656.3457,3830.3992,1390.6034,2372.5117,2709.0051,5548.042,2192.1184,47957.83,19582.844,1075.7605,2193.959,2646.4714,1242.0543,1709.7627,1411.804,2211.475,3039.658,2595.6377,1812.8596,2070.4326,1879.1395,10399.205,3853.0156,4775.9844,3843.985,2691.653,2410.1316,12934.361,12278.001,2787.9797,1321.6904,2849.5156,2137.7563,2041.099,10506.045,1452.6731,3778.2966,22027.504,2941.122,1945.6416,2695.8186,24530.635,3670.2266,4140.686,3494.387,2424.819,3828.1882,3663.9946,4576.609,4203.919,
754,486.119992731891,0.52819616,0,0,0,0,0,1014.8868,2628.8835,1339.695,0,0,0,2758.556,1060.1775,0,1950.3297,1051.4595,0,1071.5984,0,154102.34,1671.642,0,0,0,1664.952,2500.8132,1755.0361,0,1216.3214,0,1952.3556,1221.4015,1014.33673,1103.4294,0,0,1058.5219,81606.8,3960.5393,1948.7843,2743.5806,2984.6846,1141.6713,0,2862.4048,2749.4368,90169.414,0,1854.5671,0,128225.266,11240.7295,10064.983,10693.756,9516.766,11871.224,11484.519,10551.55,10816.347,
755,288.126665817983,0.5152119,0,6375.715,0,4882.9863,0,5903.6934,9271.005,5379.348,4460.199,5450.989,8477.08,10635.37,3951.014,9710.71,7382.126,6950.513,7318.782,6315.9453,7107.9805,7025.509,10802.761,10174.491,7753.8184,5264.642,9572.339,7165.6807,5847.044,6957.3335,7677.5176,8474.366,11159.295,6393.407,6438.728,9481.675,6793.936,11220.538,5907.865,8138.2236,21189.49,13509.164,10240.636,9428.569,7317.389,6218.5205,8278.657,9389.176,16651.023,6397.6196,4712.0605,9263.603,5700.5977,6818.3926,7318.966,6800.9966,8886.468,7713.701,8000.2656,5748.693,7833.6514,
761,443.2277067145938,0.5184869,0,5879.894,0,7594.4336,0,8810.105,10552.212,9970.728,6339.9194,12316.683,15324.621,30181.3,13755.633,14752.948,27867.836,23892.168,12913.026,17993.48,13032.082,18092.91,19559.02,14670.858,21519.502,20410.938,15463.162,24867.943,6563.404,21857.705,13964.75,15820.055,11259.071,22703.908,16985.145,20212.758,21511.756,28482.492,11554.903,18314.688,26031.432,5447.0425,20623.332,30215.666,24735.648,18432.967,4434.9175,26270.043,22463.174,19085.738,7549.2104,35450.453,25182.945,16674.572,17653.441,14725.148,16472.434,16054.399,18533.58,16109.252,15948.995,
764,355.0469167427672,0.53743404,0,0,0,7537.292,0,0,4077.137,0,5732.3003,18838.16,3680.1687,1138.9025,1480.5629,9998.773,8458.197,5371.4263,2185.586,1279.8442,9218.808,2065.8457,2480.6165,1252.1294,2039.7349,2359.3728,5410.662,1168.5944,3551.9426,2126.802,19090.09,102637.66,1132.2118,8910.836,5270.8794,1769.2802,0,2378.8635,1027.924,0,0,2320.9546,4170.944,1738.0703,8943.429,1540.604,3127.1245,2516.5708,0,2794.2812,1844.2024,1511.0198,1837.916,4806.2114,5644.3423,6544.3013,4730.6196,4269.3623,5901.941,4125.9834,5696.6387,
765,455.2276340872892,0.518486,0,11128.315,0,5241.942,0,7325.0,8585.292,9104.465,4136.217,3705.2778,9073.375,10786.226,9661.851,20130.729,20114.574,12603.03,5182.307,7768.531,10866.567,12322.44,19825.219,7721.845,13604.763,9180.831,10708.003,20760.459,3097.251,14834.474,15271.208,12285.579,9424.097,15482.779,10424.438,7361.973,13897.108,18158.418,10817.891,17703.54,11091.231,2777.6602,19568.518,12324.593,19153.744,18922.35,2968.0935,22044.15,18007.916,20398.754,3856.408,41786.613,19918.16,12126.059,12604.456,13416.106,12063.56,12881.192,12255.42,12468.148,13242.362,
766,319.1392147656534,0.5181891,0,13455.839,0,36316.38,0,41391.887,27535.521,34633.324,13667.521,23372.562,46422.688,37533.55,48130.37,33500.016,58858.38,70468.08,36355.754,64087.53,23417.604,67823.93,48833.543,25043.379,53471.51,63663.074,54852.484,51537.543,22470.352,115075.914,74505.45,88158.07,47950.125,90950.17,79426.625,56792.133,90182.53,20291.52,42036.777,51072.35,23928.512,11520.891,52943.434,44148.406,72304.195,43232.305,9967.692,77885.17,44136.305,40290.074,39477.047,103045.23,58556.24,58399.965,55035.63,49505.742,52518.785,55172.44,56183.2,52492.082,53199.95,
767,465.24886878196907,0.5181882,0,148439.25,0,63965.73,0,131695.06,123770.586,125429.83,64865.805,84032.64,193613.1,48624.3,285103.28,200469.55,76604.414,53292.53,73961.08,225582.16,178053.05,210499.4,148158.62,164153.03,99841.65,303639.47,135293.2,97139.25,57840.42,273440.3,230538.84,110886.51,204920.28,110706.96,201989.23,73278.27,233281.36,229196.92,190550.55,203343.81,57854.984,93979.164,136007.48,53967.023,179661.55,141626.3,91459.06,87598.42,220046.14,153938.25,103371.67,127722.38,218196.83,129115.95,131050.805,133097.47,129191.016,136816.31,140080.58,131770.44,125605.85,
768,409.18651362640685,0.51793224,0,7099.3545,0,6827.0005,1070.7817,7556.0073,13603.163,19803.473,13317.435,11615.23,7104.745,10962.778,10935.135,9923.003,18098.678,8181.2617,32617.125,33948.145,10806.795,5836.3735,17307.777,7835.734,7039.1284,8381.585,20802.596,12015.408,3800.7163,7751.5166,7951.5903,10155.124,27116.271,11008.703,11787.995,13147.607,8352.429,11349.976,24234.03,5546.872,15933.3,8302.73,11760.614,7963.681,10072.191,28347.684,4452.4194,16883.496,8907.687,29970.863,17915.402,14587.1455,9755.253,12312.756,14151.941,15019.425,12795.542,11802.146,14005.488,11053.961,12694.624,
