mz_rt,post,pre,FC_post_div_pre,p,log2_FC_post_div_pre,neglog10p,mz,rt,MPA,Cluster_ID,Cluster_features,Cluster_size
213.0766_4.042,653.5405745454545,1043.89632,0.6260588930378206,0.0338,-0.6756297177659083,1.4710832997223453,213.0766,4.042,1053.5416,Cluster_213.0766_4.042,213.0766_4.042;376.9945_4.037;625.03_4.043;627.0283_4.044,4
214.9867_1.03,110925.727,35551.53590909091,3.1201388115452726,9.43e-5,1.6416102144314924,4.0254883072626715,214.9867,1.03,74217.675,214.9867_1.03,214.9867_1.03,1
215.0018_1.171,96089.24045454545,33377.448,2.8788672056217557,1.42e-4,1.525501242805669,3.8477116556169433,215.0018,1.171,67078.37299999999,215.0018_1.171,215.0018_1.171,1
215.0733_0.99,23077.40209090909,71559.34109090909,0.3224932166660328,5.5e-4,-1.6326592797319261,3.2596373105057563,215.0733,0.99,33859.538,215.0733_0.99,215.0733_0.99,1
215.1035_5.773,1152.7842886363637,3205.6060045454547,0.3596150890039979,0.0428,-1.4754745390668798,1.368556230986828,215.1035,5.773,1804.77725,215.1035_5.773,215.1035_5.773,1
217.0164_3.25,126979.39590909092,30708.53209090909,4.134987485991937,2.22e-5,2.0478829632720776,4.653647025549361,217.0164,3.25,36711.449,217.0164_3.25,217.0164_3.25,1
217.0174_1.047,385555.7404545455,113583.98190909091,3.3944552213632755,4.17e-4,1.7631800538505622,3.3798639450262424,217.0174,1.047,173361.99,Cluster_217.0174_1.047,217.0024_1.038;217.0174_1.047,2
218.067_1.023,2824.8307954545453,14629.212272727273,0.19309520859990378,0.00764,-2.3726157287081704,2.1169066414243103,218.067,1.023,4746.4752499999995,218.067_1.023,218.067_1.023,1
218.0822_0.977,6341.114790909091,28725.583572727275,0.22074798845616805,0.0161,-2.179527803367112,1.7931741239681502,218.0822,0.977,8992.771499999999,218.0822_0.977,218.0822_0.977,1
218.9815_1.043,11128.781663636364,32928.61394545455,0.3379669026479803,0.0106,-1.5650461256687063,1.9746941347352298,218.9815,1.043,13177.635999999999,218.9815_1.043,218.9815_1.043,1
223.0973_0.837,112698.6079090909,261117.6831818182,0.43160082663041255,0.035,-1.212230466913947,1.4559319556497243,223.0973,0.837,126992.95000000001,Cluster_223.0973_0.837,191.1075_0.834;223.0973_0.837;235.0968_0.828;509.1582_0.822,4
227.1287_0.785,56370.879181818185,85726.31227272727,0.6575679938556258,0.0374,-0.6047880151948661,1.4271283977995197,227.1287,0.785,51990.1055,227.1287_0.785,227.1287_0.785,1
228.0885_0.942,4246.019190909091,8260.519654545455,0.5140135691793513,3.52e-5,-0.9601216500025166,4.453457336521869,228.0885,0.942,5588.6605,228.0885_0.942,228.0885_0.942,1
229.0023_1.031,35745.31709090909,71795.206,0.497878884711454,0.0221,-1.0061332635927331,1.6556077263148892,229.0023,1.031,62402.686499999996,Cluster_229.0023_1.031,229.0023_1.031;229.0173_1.02,2
229.0174_0.829,38252.375181818185,66508.21490909091,0.5751526369201878,0.0365,-0.7979832182995685,1.4377071355435254,229.0174,0.829,52141.09,229.0174_0.829,229.0174_0.829,1
230.0498_4.392,6565.701722727273,30596.75998181818,0.21458813699976323,0.0157,-2.220357772589179,1.8041003475907662,230.0498,4.392,6222.39685,230.0498_4.392,230.0498_4.392,1
230.9966_2.338,11864.730163636365,32619.765454545453,0.36372824875670756,0.00944,-1.4590671186165425,2.025028005701931,230.9966,2.338,17104.2415,230.9966_2.338,230.9966_2.338,1
230.9967_1.606,200014.04454545456,111505.2820909091,1.7937629571878504,0.00144,0.8429892530862434,2.8416375079047502,230.9967,1.606,167618.34,230.9967_1.606,230.9967_1.606,1
232.0283_5.427,14425.701854545454,24335.208754545456,0.5927913748367146,0.0415,-0.7544036384224703,1.3819519032879073,232.0283,5.427,9917.189999999999,232.0283_5.427,232.0283_5.427,1
232.0985_0.835,9520.884054545455,3114.4726545454546,3.05698110421682,7.81e-6,1.6121076346792698,5.1073489661227,232.0985,0.835,7158.094300000001,232.0985_0.835,232.0985_0.835,1
233.0584_0.821,24041.20902727273,55020.81145454546,0.43694755478359276,0.0427,-1.1944679661779445,1.3695721249749762,233.0584,0.821,27337.282,Cluster_233.0584_0.821,233.0584_0.821;235.0563_0.828;269.035_0.82;271.0315_0.816;311.0454_0.833;313.0417_0.832,6
233.0835_2.303,32186.91448181818,63454.52227272727,0.5072438232767549,0.00727,-0.9792487025392378,2.1384655891409623,233.0835,2.303,40990.7865,Cluster_233.0835_2.303,233.0835_2.303;331.0997_2.316,2
237.1128_0.821,11295.748172727273,18120.341727272727,0.6233739044626386,0.0396,-0.6818303324334392,1.4023048140744876,237.1128,0.821,13253.553,237.1128_0.821,237.1128_0.821,1
242.9966_1.058,8659.7696,13616.330581818182,0.6359840889559003,0.00572,-0.6529374222575381,2.2426039712069756,242.9966,1.058,11878.576000000001,242.9966_1.058,242.9966_1.058,1
243.0178_1.027,15849.926027272728,38208.69790909091,0.41482507634738297,2.05e-4,-1.2694249865883984,3.688246138944246,243.0178,1.027,27578.65,243.0178_1.027,243.0178_1.027,1
243.1041_0.908,32768.25190909091,78021.49236363637,0.4199900683310087,3.85e-4,-1.2515728825650463,3.4145392704914994,243.1041,0.908,44235.181,243.1041_0.908,243.1041_0.908,1
246.0444_5.448,4725.522190909091,57979.75117272727,0.08150297466491886,0.00975,-3.6170034745290414,2.010995384301463,246.0444,5.448,9284.519,246.0444_5.448,246.0444_5.448,1
246.0976_0.832,6711.790390909091,10946.089954545454,0.6131678452105142,0.0346,-0.7056460514647995,1.4609239012072235,246.0976,0.832,8010.2582,246.0976_0.832,246.0976_0.832,1
246.9916_3.123,60278.94190909091,106393.80954545454,0.5665643721812403,0.0228,-0.8196882127151718,1.6420651529995463,246.9916,3.123,73499.51,246.9916_3.123,246.9916_3.123,1
247.0796_2.434,5120.161045454545,8051.347927272727,0.6359383660605166,0.012,-0.6530411458677212,1.9208187539523751,247.0796,2.434,5686.06765,247.0796_2.434,247.0796_2.434,1
247.0817_0.843,12265.413545454545,52429.96023636364,0.23393902055542035,0.0316,-2.095795574511214,1.5003129173815961,247.0817,0.843,8819.52685,247.0817_0.843,247.0817_0.843,1
249.0627_5.154,2859.4510999999998,5583.821581818182,0.512095714037646,0.0438,-0.9655146103221507,1.3585258894959005,249.0627,5.154,4022.2235499999997,249.0627_5.154,249.0627_5.154,1
249.0785_3.569,29832.158454545457,53496.03190909091,0.5576517993940386,0.0469,-0.8425635177951162,1.3288271572849168,249.0785,3.569,33113.1685,249.0785_3.569,249.0785_3.569,1
251.0131_1.996,622.7899927272728,6920.99607,0.089985601267257,0.0178,-3.4741620176901105,1.749579997691106,251.0131,1.996,1078.15975,251.0131_1.996,251.0131_1.996,1
251.0519_7.281,7437.013618181818,12986.017154545454,0.5726939622576014,0.044,-0.8041637012496275,1.3565473235138126,251.0519,7.281,6057.156150000001,251.0519_7.281,251.0519_7.281,1
253.0826_3.616,36414.26663636364,16601.380181818182,2.193448149343903,4.78e-4,1.1332006030662567,3.3205721033878812,253.0826,3.616,17770.9485,253.0826_3.616,253.0826_3.616,1
253.0827_3.556,39085.64690909091,16460.141954545456,2.374563173089612,2.14e-4,1.2476621382938493,3.669586226650809,253.0827,3.556,19260.6795,253.0827_3.556,253.0827_3.556,1
257.0122_1.017,5779.9172,22885.802836363637,0.2525547056979881,0.0317,-1.9853321720099342,1.4989407377822486,257.0122,1.017,8892.713,Cluster_257.0122_1.017,256.9971_1.024;257.0122_1.017,2
259.0127_1.039,9983.810627272727,46748.77463636364,0.2135630442708288,1.75e-4,-2.2272660754832723,3.7569619513137056,259.0127,1.039,23913.763,259.0127_1.039,259.0127_1.039,1
259.0278_1.04,17990.3095,66027.549,0.272466716885099,0.00918,-1.8758480863463136,2.0371573187987577,259.0278,1.04,30078.0625,259.0278_1.04,259.0278_1.04,1
261.0072_0.741,47512.473909090906,18051.176272727273,2.632098495480065,7.54e-5,1.396213477022194,4.122628654130226,261.0072,0.741,31024.4905,261.0072_0.741,261.0072_0.741,1
262.9864_7.93,1276.0770977272728,2056.330436363636,0.6205603317256033,0.00458,-0.6883566169247822,2.339134521996131,262.9864,7.93,1842.0805,Cluster_262.9864_7.93,262.9864_7.93;439.0545_7.939;469.0654_7.945,3
263.005_0.777,24262.170545454544,9032.521354545454,2.686090582364917,0.00151,1.4255079572319012,2.8210230527068307,263.005,0.777,12423.195,263.005_0.777,263.005_0.777,1
263.0226_2.25,16860.23163636364,8234.992636363637,2.0473887932714274,0.00546,1.0337850920357907,2.2628073572952627,263.0226,2.25,8409.1205,263.0226_2.25,263.0226_2.25,1
269.136_1.005,18682.408363636365,29673.053,0.6296085665211586,0.0135,-0.6674729244461646,1.869666231504994,269.136,1.005,22869.325,269.136_1.005,269.136_1.005,1
272.992_1.032,5614.151663636364,23127.18248181818,0.24275121571985792,0.0303,-2.042449574078659,1.518557371497695,272.992,1.032,6769.6224999999995,272.992_1.032,272.992_1.032,1
274.9864_3.583,4684.931109090909,18071.48163636364,0.25924443846728307,0.00289,-1.9476150554408935,2.5391021572434522,274.9864,3.583,6906.591,274.9864_3.583,274.9864_3.583,1
275.0227_3.422,56235.723,310300.33881818183,0.18122997613918462,0.00643,-2.4641064924249236,2.191789027075778,275.0227,3.422,50532.496499999994,Cluster_275.0227_3.422,275.0227_3.422;275.0351_3.42;277.0185_3.416,3
275.0558_2.36,14141.570127272727,41940.71245454546,0.3371800167343149,0.00319,-1.568409058644728,2.496209316942819,275.0558,2.36,16557.8235,275.0558_2.36,275.0558_2.36,1
277.1076_0.844,5668.717972727272,12103.992581818182,0.46833455443804933,0.0192,-1.094388608681884,1.7166987712964503,277.1076,0.844,9584.715499999998,277.1076_0.844,277.1076_0.844,1
278.0704_4.755,16412.81469090909,25580.708045454543,0.6416090853210569,0.00677,-0.6402335240813873,2.1694113313148558,278.0704,4.755,17512.4505,278.0704_4.755,278.0704_4.755,1
279.068_2.262,75954.76972727272,116725.29663636364,0.650713871937254,0.00723,-0.6199047854133363,2.140861702705469,279.068,2.262,97884.74,279.068_2.262,279.068_2.262,1
279.1234_0.839,4995.8777272727275,11208.707045454545,0.4457140067104083,2.79e-5,-1.165809796054521,4.554395796726403,279.1234,0.839,8538.9055,279.1234_0.839,279.1234_0.839,1
281.0251_3.123,1277.8900681818182,5333.208272727273,0.2396100063664561,0.0264,-2.061239937036852,1.578396073130169,281.0251,3.123,1630.8225,281.0251_3.123,281.0251_3.123,1
282.0471_0.951,3721.756018181818,10632.202045454545,0.3500456445683267,5.82e-4,-1.5143850388331461,3.2350770153501114,282.0471,0.951,8151.540500000001,282.0471_0.951,282.0471_0.951,1
287.0229_1.497,143008.76445454545,249550.35054545457,0.5730657726665745,0.0492,-0.8032273634893533,1.3080348972326397,287.0229,1.497,191612.66999999998,Cluster_287.0229_1.497,287.0229_1.497;289.0196_1.499,2
287.0407_5.683,61450.72645454545,17011.225972727272,3.6123631861139494,7.3e-5,1.8529429483184623,4.136677139879544,287.0407,5.683,39395.9885,287.0407_5.683,287.0407_5.683,1
289.0021_2.845,10569.653990909092,32840.13360909091,0.3218517353407833,0.0223,-1.635531847382622,1.6516951369518393,289.0021,2.845,18912.374000000003,289.0021_2.845,289.0021_2.845,1
289.002_3.528,6807.369436363637,11070.848309090909,0.6148914018425955,0.0443,-0.7015964614398766,1.3535962737769305,289.002,3.528,6150.81035,289.002_3.528,289.002_3.528,1
293.0802_0.982,2674.1661545454544,10744.79019090909,0.24888025796985802,0.0191,-2.006476299516533,1.7189666327522726,293.0802,0.982,3962.00475,293.0802_0.982,293.0802_0.982,1
295.0816_4.004,20001.587327272726,7401.336818181819,2.7024290095996784,0.00481,1.4342567201454237,2.317854923626168,295.0816,4.004,5420.9563,295.0816_4.004,295.0816_4.004,1
297.0971_0.537,31392.34011818182,3778.4636727272728,8.308228644559923,6.87e-5,3.0545409200624007,4.16304326294045,297.0971,0.537,4287.53925,297.0971_0.537,297.0971_0.537,1
297.0995_3.753,237932.8838181818,4036.3908181818183,58.94693911858566,2.96e-7,5.8813449965896725,6.528708288941061,297.0995,3.753,4947.828799999999,297.0995_3.753,297.0995_3.753,1
300.0195_3.182,901.2255113636363,3028.3728045454545,0.2975939785256744,0.00447,-1.7485827594327994,2.3496924768680634,300.0195,3.182,1323.3139,300.0195_3.182,300.0195_3.182,1
300.112_1.001,2173.799977272727,3971.5133522727274,0.5473480218891256,7.63e-6,-0.8694696571214142,5.117475462045119,300.112,1.001,1201.8924499999998,300.112_1.001,300.112_1.001,1
301.0518_2.391,7632.6389818181815,21262.604481818184,0.358970087053301,0.0427,-1.4780644654849218,1.3695721249749762,301.0518,2.391,7810.095,301.0518_2.391,301.0518_2.391,1
305.1049_2.377,9940.412690909092,17957.975818181818,0.5535374805909236,0.00595,-0.8532470882112622,2.2254830342714502,305.1049,2.377,17515.317000000003,305.1049_2.377,305.1049_2.377,1
306.9948_1.951,1806.9725563636364,5117.6393181818185,0.35308712553146726,0.0158,-1.5019038772181381,1.8013429130455774,306.9948,1.951,3084.8113000000003,306.9948_1.951,306.9948_1.951,1
307.0839_3.473,39319.07072727273,65900.47427272727,0.5966432132878415,0.00743,-0.74505962284896,2.1290111862394245,307.0839,3.473,51549.7685,307.0839_3.473,307.0839_3.473,1
311.0767_4.586,8690.833654545455,3625.7201945454544,2.3969951315106925,2.42e-4,1.2612269787607158,3.616184634019569,311.0767,4.586,4319.1835,311.0767_4.586,311.0767_4.586,1
312.1266_0.909,5723.021054545455,8895.759863636364,0.6433425746955839,0.00952,-0.6363409293339171,2.0213630516155257,312.1266,0.909,6538.24225,312.1266_0.909,312.1266_0.909,1
313.0919_5.697,35654.19981818182,2671.3351545454543,13.346958638834153,2.26e-8,3.738439128444318,7.645891560852599,313.0919,5.697,5202.19235,313.0919_5.697,313.0919_5.697,1
313.0927_4.354,8985.169381818181,4080.838618181818,2.20179483250956,0.00283,1.1386800420579437,2.54821356447571,313.0927,4.354,4593.4468,313.0927_4.354,313.0927_4.354,1
316.1207_2.075,3217.3419836363637,12476.289672727273,0.2578765055984039,0.0049,-1.9552477556519572,2.309803919971486,316.1207,2.075,2339.6255,316.1207_2.075,316.1207_2.075,1
316.1208_2.204,5860.464345454546,12594.777836363637,0.46530906869466293,0.00128,-1.1037387899471092,2.8927900303521317,316.1208,2.204,3969.0708,316.1208_2.204,316.1208_2.204,1
317.0667_2.147,13516.209845454545,25488.7124,0.5302821748443655,2.96e-4,-0.9151678410265641,3.5287082889410613,317.0667,2.147,13076.562,317.0667_2.147,317.0667_2.147,1
323.0593_6.042,18798.307672727275,11000.018136363637,1.7089342435340367,0.0112,0.7730968859827662,1.9507819773298183,323.0593,6.042,9901.2935,323.0593_6.042,323.0593_6.042,1
325.0364_3.989,819.9276313636364,8331.056068181819,0.098418210687013,0.042,-3.3449309022889824,1.3767507096020994,325.0364,3.989,1342.75365,Cluster_325.0364_3.989,325.0364_3.989;325.0387_3.999,2
325.1094_2.39,8309.257709090909,16802.89018181818,0.4945135996950136,0.00283,-1.0159178975778762,2.54821356447571,325.1094,2.39,11883.947,325.1094_2.39,325.1094_2.39,1
325.1689_1.04,17162.839272727273,28538.655363636364,0.6013892054142106,0.00431,-0.7336291222783261,2.3655227298392685,325.1689,1.04,22008.6385,325.1689_1.04,325.1689_1.04,1
327.089_3.578,15587.692127272727,31834.850454545456,0.4896423857724477,0.0472,-1.0301996449104498,1.3260580013659122,327.089,3.578,19282.009,327.089_3.578,327.089_3.578,1
327.144_0.519,11303.037309090909,22069.843454545455,0.5121485040150098,0.0105,-0.9653658961048254,1.978810700930062,327.144,0.519,13950.9385,327.144_0.519,327.144_0.519,1
331.1214_0.588,5421.218445454546,45355.15271818182,0.11952817090353014,0.0107,-3.0645774161532855,1.9706162223147903,331.1214,0.588,7308.935799999999,331.1214_0.588,331.1214_0.588,1
331.12_2.389,10458.443763636364,27325.641272727273,0.38273369906508126,9.29e-4,-1.3855871613916182,3.031984286006358,331.12,2.389,11838.507,331.12_2.389,331.12_2.389,1
331.161_1.03,9437.797663636364,21019.735099999998,0.4489969839646725,0.0283,-1.1552223408648694,1.5482135644757098,331.161,1.03,9411.216,331.161_1.03,331.161_1.03,1
333.0072_3.165,25740.388954545455,1180.9196045454546,21.796902054524818,1.74e-5,4.446051197404644,4.7594507517174005,333.0072,3.165,1256.8606,333.0072_3.165,333.0072_3.165,1
333.0076_2.172,121186.57763636364,2526.2353454545455,47.97121450082417,1.28e-5,5.584097060008087,4.892790030352131,333.0076,2.172,2178.48125,333.0076_2.172,333.0076_2.172,1
333.0077_2.22,118397.983,2175.495918181818,54.423445252405585,5.44e-6,5.766156383544612,5.2644011003018205,333.0077,2.22,1544.4315,333.0077_2.22,333.0077_2.22,1
335.0228_2.013,37233.625109090906,1256.233956818182,29.6390850661266,9e-6,4.889429008423995,5.045757490560675,335.0228,2.013,1290.5242,335.0228_2.013,335.0228_2.013,1
335.095_0.782,678.0664522727272,1113.3166163636363,0.6090508686445889,0.0284,-0.715365366137567,1.5466816599529623,335.095,0.782,1157.9321,335.095_0.782,335.095_0.782,1
336.0668_3.29,9076.339236363638,23699.693531818182,0.3829728525467276,0.0129,-1.3846859661426674,1.889410289700751,336.0668,3.29,1177.86335,336.0668_3.29,336.0668_3.29,1
337.0384_3.521,19977.60569090909,3335.0284363636365,5.9902354873746635,1.06e-4,2.5826127191726074,3.9746941347352296,337.0384,3.521,3690.71145,337.0384_3.521,337.0384_3.521,1
337.0387_0.585,14267.996409090909,3867.4673636363636,3.68923511630503,0.00915,1.8833217354459504,2.0385789059335515,337.0387,0.585,3428.5045,337.0387_0.585,337.0387_0.585,1
337.0938_3.48,8756.107045454546,14025.44488181818,0.6243015547268297,0.0328,-0.6796850362787759,1.4841261562883208,337.0938,3.48,11817.824499999999,337.0938_3.48,337.0938_3.48,1
337.1097_0.926,1037.910159090909,1609.8372636363636,0.6447298634064643,0.00758,-0.633233285294429,2.1203307943679466,337.1097,0.926,1588.5978,337.1097_0.926,337.1097_0.926,1
339.1808_0.89,6038.732072727273,9582.334027272727,0.630194277880541,0.016,-0.6661314400413438,1.7958800173440752,339.1808,0.89,6828.48715,339.1808_0.89,339.1808_0.89,1
341.0323_2.697,3653.452009090909,9231.314145454546,0.39576727121672606,0.0484,-1.337275784183721,1.3151546383555874,341.0323,2.697,4402.36815,341.0323_2.697,341.0323_2.697,1
341.0875_4.696,29793.026590909092,5835.627536363637,5.105368086852586,4.63e-4,2.3520149802868233,3.3344190089820467,341.0875,4.696,6675.375,341.0875_4.696,341.0875_4.696,1
341.1236_0.523,32869.129727272724,51788.51090909091,0.6346799541112681,0.00824,-0.6558988179842824,2.0840727883028842,341.1236,0.523,36825.063,341.1236_0.523,341.1236_0.523,1
341.1238_3.166,8898.683727272728,19887.474527272727,0.447451671908844,0.00618,-1.1601962258347016,2.209011524911184,341.1238,3.166,11061.9405,341.1238_3.166,341.1238_3.166,1
341.1963_0.855,6511.953881818182,11295.247872727274,0.5765215562503498,0.0352,-0.7945535433605804,1.453457336521869,341.1963,0.855,6635.9248,341.1963_0.855,341.1963_0.855,1
343.0389_3.833,15035.597363636363,9546.563581818182,1.5749748309718765,0.00994,0.6553287736778279,2.002613615602687,343.0389,3.833,8128.0345,343.0389_3.833,343.0389_3.833,1
343.1392_3.936,2862.288009090909,7525.220790909091,0.38035933942944516,0.0144,-1.3945650651421444,1.8416375079047504,343.1392,3.936,3657.0049,343.1392_3.936,343.1392_3.936,1
343.1393_0.52,58047.13636363637,121933.113,0.47605720001289864,0.00328,-1.0707931658560792,2.484126156288321,343.1393,0.52,69641.1325,343.1393_0.52,343.1393_0.52,1
343.1394_3.094,10837.188527272727,31993.69109090909,0.3387289230392076,0.0105,-1.561796915425517,1.978810700930062,343.1394,3.094,15469.809000000001,343.1394_3.094,343.1394_3.094,1
345.0795_2.084,6223.2484545454545,11375.589427272727,0.5470704172590259,0.00905,-0.8702015505498066,2.0433514207947967,345.0795,2.084,9062.6545,345.0795_2.084,345.0795_2.084,1
345.0987_2.126,6231.199072727273,19278.00886363636,0.32322835396559196,0.0211,-1.6293743363665587,1.6757175447023074,345.0987,2.126,7148.5108,345.0987_2.126,345.0987_2.126,1
345.1404_1.027,7543.959190909091,52545.55581818182,0.14356988090510844,0.00124,-2.800174972651328,2.906578314837765,345.1404,1.027,14380.471000000001,345.1404_1.027,345.1404_1.027,1
345.1552_0.548,71939.56154545455,298783.3850909091,0.2407749732253884,0.00481,-2.054242652457656,2.317854923626168,345.1552,0.548,95128.508,Cluster_345.1552_0.548,345.1552_0.548;691.3164_0.548,2
