mz_rt,post,pre,FC_post_div_pre,p,log2_FC_post_div_pre,neglog10p,mz,rt,MPA,Cluster_ID,Cluster_features,Cluster_size
206.1033_5.302,10986.694763636364,22948.613245454544,0.4787520119897663,0.0403,-1.0626495448073472,1.3946949538588904,206.1033,5.302,15505.292000000001,206.1033_5.302,206.1033_5.302,1
208.976_0.787,105646.80854545455,45378.699727272724,2.3281144938130636,0.00189,1.2191620099620843,2.7235381958267557,208.976,0.787,61363.9395,208.976_0.787,208.976_0.787,1
209.0675_0.96,63891.22191818182,159477.3937909091,0.4006287060468874,0.0171,-1.3196622973319945,1.7670038896078462,209.0675,0.96,103443.425,209.0675_0.96,209.0675_0.96,1
210.0882_5.677,9812.07129090909,18605.801954545455,0.5273662116193799,0.00858,-0.9231229542702454,2.0665127121512947,210.0882,5.677,12346.3795,210.0882_5.677,210.0882_5.677,1
211.987_1.036,59954.47709090909,13461.407563636363,4.453804463425178,9.03e-4,2.1550382204877896,3.0443122496864943,211.987,1.036,30625.7575,211.987_1.036,211.987_1.036,1
212.0199_7.051,6532.933272727272,15487.316863636364,0.4218247311815743,0.0221,-1.2452844134421897,1.6556077263148892,212.0199,7.051,11438.9415,Cluster_212.0199_7.051,168.03_7.048;212.0199_7.051,2
213.9964_1.026,7548.112972727273,4177.965334545454,1.80664806151353,1.65e-4,0.8533154938282633,3.7825160557860937,213.9964,1.026,2644.8242499999997,Cluster_213.9964_1.026,213.9964_1.026;361.0561_1.032,2
214.9867_1.03,102751.30881818182,42747.06272727273,2.403704541613481,1.37e-4,1.2652595738589067,3.8632794328435933,214.9867,1.03,74217.675,214.9867_1.03,214.9867_1.03,1
215.0018_1.171,84405.08372727272,39596.81718181818,2.131612834933342,0.00108,1.0919454250368823,2.96657624451305,215.0018,1.171,67078.37299999999,215.0018_1.171,215.0018_1.171,1
215.0731_0.557,9840.683909090909,22850.14749090909,0.4306617238687853,0.00672,-1.2153729887177542,2.1726307269461747,215.0731,0.557,11504.7225,215.0731_0.557,215.0731_0.557,1
217.0487_5.68,330356.5990909091,1144536.9927272727,0.28863776460707946,0.00177,-1.7926680242786073,2.752026733638193,217.0487,5.68,433185.83,Cluster_217.0487_5.68,217.0487_5.68;219.0456_5.678;371.1362_5.68,3
222.1131_0.844,65469.88009090909,109991.12036363636,0.5952287773273176,0.0133,-0.7484838172589702,1.8761483590329142,222.1131,0.844,80833.08499999999,222.1131_0.844,222.1131_0.844,1
225.0628_1.132,70380.1726909091,163456.3499909091,0.4305747234342588,0.0324,-1.2156644652252027,1.489454989793388,225.0628,1.132,131007.495,225.0628_1.132,225.0628_1.132,1
227.0551_5.703,2996.518327272727,4960.369327272727,0.6040917781660928,1.8e-4,-0.7271603436046038,3.744727494896694,227.0551,5.703,4412.8318500000005,227.0551_5.703,227.0551_5.703,1
230.9967_1.606,221798.77,143573.272,1.5448472191955058,0.0179,0.6274641669271405,1.747146969020107,230.9967,1.606,167618.34,230.9967_1.606,230.9967_1.606,1
231.9927_3.013,622.65673,29383.18520318182,0.02119092010258215,0.0188,-5.560409959374046,1.7258421507363202,231.9927,3.013,502.90485,231.9927_3.013,231.9927_3.013,1
232.0283_5.427,7820.078690909091,15206.800090909092,0.5142487994949102,0.0111,-0.959461574080296,1.9546770212133426,232.0283,5.427,9917.189999999999,232.0283_5.427,232.0283_5.427,1
232.0985_0.835,49843.03190909091,4744.040436363636,10.506451742493196,5.22e-5,3.3932036169163324,4.282329496997738,232.0985,0.835,7158.094300000001,232.0985_0.835,232.0985_0.835,1
232.9759_5.687,17632.152772727273,8655.37360909091,2.037133643105582,4.24e-6,1.0265406292587107,5.372634143407267,232.9759,5.687,12159.95175,232.9759_5.687,232.9759_5.687,1
236.0772_0.506,26495.12541818182,4086.750668181818,6.483176383737991,0.0129,2.69670082395706,1.889410289700751,236.0772,0.506,2111.0669500000004,236.0772_0.506,236.0772_0.506,1
239.1147_7.98,29478.107854545455,70947.0245,0.4154946322596722,0.0455,-1.2670982558276598,1.3419886033428876,239.1147,7.98,41124.9735,Cluster_239.1147_7.98,239.1147_7.98;337.0914_7.977,2
240.9658_1.039,30569.80297272727,15000.417690909091,2.037930116522949,0.00958,1.0271045803190355,2.0186344909214555,240.9658,1.039,13434.0645,240.9658_1.039,240.9658_1.039,1
243.123_0.971,98076.96536363637,165062.517,0.5941807210151555,0.0474,-0.751026299116677,1.324221658325915,243.123,0.971,92001.035,243.123_0.971,243.123_0.971,1
243.9919_4.942,26591.300645454543,44425.99181818182,0.598552774112108,0.0437,-0.7404496403781545,1.359518563029578,243.9919,4.942,29681.1965,243.9919_4.942,243.9919_4.942,1
248.0237_3.389,15168.5208,24313.323681818183,0.6238768914734276,0.0289,-0.6806667221831196,1.5391021572434522,248.0237,3.389,16352.599,248.0237_3.389,248.0237_3.389,1
248.0955_0.541,73013.93881818182,31829.285272727273,2.2939232908488636,0.00504,1.1978171482141169,2.2975694635544746,248.0955,0.541,38112.383,248.0955_0.541,248.0955_0.541,1
261.0072_0.741,50259.63,20781.892090909092,2.4184337874598896,1.83e-5,1.2740730398259927,4.73754891026957,261.0072,0.741,31024.4905,261.0072_0.741,261.0072_0.741,1
262.9863_5.091,2328.091730909091,5742.451804545454,0.405417722281323,0.0226,-1.3025189392632657,1.645891560852599,262.98630000000003,5.091,2284.02635,262.9863_5.091,262.9863_5.091,1
264.0545_5.686,7197.416745454546,11438.720018181819,0.6292152211099029,0.00785,-0.6683745240158899,2.1051303432547477,264.0545,5.686,10073.7765,264.0545_5.686,264.0545_5.686,1
269.1504_0.514,345248.93636363634,640699.4609090909,0.5388625360691911,1.09e-4,-0.8920108067420028,3.962573502059376,269.1504,0.514,457757.95999999996,269.1504_0.514,269.1504_0.514,1
275.0227_1.969,9705.364154545454,4994.1293,1.9433546012806386,0.038,0.9585491715524077,1.4202164033831899,275.0227,1.969,5044.8565,275.0227_1.969,275.0227_1.969,1
278.1422_0.538,3818.9642363636362,6513.820190909091,0.5862864071215095,0.0493,-0.7703224862268606,1.30715308072277,278.1422,0.538,5296.51,278.1422_0.538,278.1422_0.538,1
279.0528_6.074,46744.672472727274,112667.11707272727,0.4148918840494811,0.0365,-1.2691926588300932,1.4377071355435254,279.0528,6.074,71981.03,279.0528_6.074,279.0528_6.074,1
285.0453_5.683,32133.46818181818,63194.06590909091,0.5084886962020204,0.0122,-0.9757123918263199,1.9136401693252518,285.0453,5.683,33411.012,285.0453_5.683,285.0453_5.683,1
287.0229_1.479,145335.7128181818,255699.4669090909,0.5683848878333922,0.0392,-0.8150598980435755,1.4067139329795428,287.0229,1.479,166695.04499999998,287.0229_1.479,287.0229_1.479,1
287.0229_1.497,149221.4008181818,264133.2969090909,0.564947329868603,0.0403,-0.8238117237832479,1.3946949538588904,287.0229,1.497,191612.66999999998,Cluster_287.0229_1.497,287.0229_1.497;289.0196_1.499,2
287.0407_5.683,43743.472272727275,25747.373909090908,1.6989488880371713,0.0233,0.7646424504712267,1.632644078973981,287.0407,5.683,39395.9885,287.0407_5.683,287.0407_5.683,1
289.0147_2.488,4389.16724,15082.586345454545,0.29100892509213233,0.0166,-1.7808646943699413,1.779891911959945,289.0147,2.488,1294.6244000000002,289.0147_2.488,289.0147_2.488,1
291.089_3.631,44102.67109090909,74609.10127272728,0.5911165037318369,0.0381,-0.7584855942787758,1.4190750243243806,291.089,3.631,50171.235,291.089_3.631,291.089_3.631,1
297.134_0.497,50312.14690909091,93284.90563636363,0.539338562502427,0.0124,-0.8907369052034253,1.9065783148377649,297.134,0.497,64142.187,297.134_0.497,297.134_0.497,1
299.069_6.097,10354.234572727273,23064.99859090909,0.4489154652195957,0.0109,-1.155484296670676,1.9625735020593764,299.069,6.097,16738.696,299.069_6.097,299.069_6.097,1
300.0393_5.464,84614.50154545455,140434.6781818182,0.6025185704908705,0.00201,-0.7309223869186977,2.696803942579511,300.0393,5.464,118421.28,300.0393_5.464,300.0393_5.464,1
300.127_0.553,15768.715363636364,28107.105545454546,0.5610223841133463,0.00535,-0.8338697611208948,2.2716462179787715,300.127,0.553,15233.4185,Cluster_300.127_0.553,300.127_0.553;482.1821_0.552,2
301.0518_2.391,12833.682981818181,25197.973645454545,0.509314088600662,0.0291,-0.9733724693990518,1.5361070110140926,301.0518,2.391,7810.095,301.0518_2.391,301.0518_2.391,1
302.1426_0.553,6821.7045727272725,10967.359045454545,0.6220006607292162,0.00772,-0.685011982006955,2.1123826996642636,302.1426,0.553,7603.2356500000005,302.1426_0.553,302.1426_0.553,1
304.158_0.542,7570.993154545455,11772.328472727273,0.6431177291803426,0.00745,-0.6368452332943741,2.1278437272517072,304.158,0.542,8653.567,304.158_0.542,304.158_0.542,1
305.0691_3.3,17258.08209090909,38202.188736363634,0.4517563695108806,0.0463,-1.14638315246494,1.334419008982047,305.0691,3.3,19533.962,305.0691_3.3,305.0691_3.3,1
313.0919_5.697,7104.513272727273,3667.2067363636365,1.9373091792943293,0.00298,0.954054215087079,2.5257837359237447,313.0919,5.697,5202.19235,313.0919_5.697,313.0919_5.697,1
323.0573_0.537,3403.230109090909,6868.746745454545,0.495465946730825,0.0227,-1.0131421901916862,1.6439741428068773,323.0573,0.537,2674.6211000000003,323.0573_0.537,323.0573_0.537,1
325.0944_5.667,40089.604636363634,84741.25736363637,0.47308248524486296,0.00274,-1.0798363454056228,2.562249437179612,325.0944,5.667,50830.542499999996,325.0944_5.667,325.0944_5.667,1
327.089_3.578,14578.077754545455,27799.416727272728,0.524402288636638,0.0318,-0.9312541129937456,1.4975728800155672,327.089,3.578,19282.009,327.089_3.578,327.089_3.578,1
327.089_3.629,18572.389363636365,31811.44609090909,0.5838272586087775,0.0145,-0.7763865237497546,1.8386319977650252,327.089,3.629,24686.299,327.089_3.629,327.089_3.629,1
333.0245_8.134,28186.527454545456,44700.174545454545,0.6305686217373323,0.0256,-0.6652747142575911,1.5917600346881504,333.0245,8.134,33987.09,Cluster_333.0245_8.134,295.0893_8.123;333.0245_8.134;479.1069_8.132,3
337.0561_4.657,10430.03069090909,4522.406518181818,2.3063010034538793,0.00656,1.205580816480933,2.1830961606243395,337.0561,4.657,5085.0202,337.0561_4.657,337.0561_4.657,1
339.065_3.661,11806.968563636365,20006.511,0.5901563027974426,0.00878,-0.7608309922660127,2.0565054840938974,339.065,3.661,11867.247,339.065_3.661,339.065_3.661,1
339.0737_6.209,50536.35531818182,95867.73976363636,0.5271466234916993,0.0203,-0.9237237979904427,1.6925039620867872,339.0737,6.209,95530.508,339.0737_6.209,339.0737_6.209,1
343.0889_3.595,9037.512063636364,15413.754390909091,0.5863277586002419,0.0454,-0.770220734815238,1.342944147142896,343.0889,3.595,11615.253250000002,343.0889_3.595,343.0889_3.595,1
349.1248_5.438,6588.203225909091,13345.333590909091,0.4936709285706435,0.00946,-1.0183784051291196,2.024108863598207,349.1248,5.438,7916.2275,349.1248_5.438,349.1248_5.438,1
350.0879_4.725,138170.04081818182,229270.01636363636,0.602652030167938,0.0214,-0.7306028610110035,1.6695862266508092,350.0879,4.725,178287.255,Cluster_350.0879_4.725,350.0879_4.725;351.0909_4.722;701.1826_4.723;739.1383_4.724,4
350.1635_0.57,8211.852663636364,12662.170145454545,0.6485343799130868,0.0136,-0.6247450386595623,1.8664610916297826,350.1635,0.57,11537.7835,Cluster_350.1635_0.57,350.1635_0.57;376.1792_0.567,2
353.1236_1.057,13521.857181818183,7527.056436363636,1.7964336120150932,0.024,0.8451356209029329,1.6197887582883939,353.1236,1.057,6141.2449,353.1236_1.057,353.1236_1.057,1
355.1046_5.684,7518.080863636364,13962.31979090909,0.5384549971797243,0.0112,-0.8931023221860634,1.9507819773298183,355.1046,5.684,7350.4695,355.1046_5.684,355.1046_5.684,1
361.1499_4.125,12657.125054545455,22898.279,0.5527544255420006,0.0366,-0.8552894240870401,1.4365189146055892,361.1499,4.125,18605.447500000002,361.1499_4.125,361.1499_4.125,1
364.0847_1.046,1491.2973454545454,2419.981536363636,0.6162432741926742,0.0411,-0.698428099184767,1.3861581781239307,364.0847,1.046,1665.73795,364.0847_1.046,364.0847_1.046,1
367.1391_0.519,18078.273363636363,28090.063636363637,0.6435824994085582,5.92e-4,-0.6358029987199753,3.2276782932770804,367.1391,0.519,21791.867,367.1391_0.519,367.1391_0.519,1
369.0281_4.932,5749.821615909091,13420.15619090909,0.4284466986907396,0.0395,-1.2228123592020939,1.4034029043735399,369.0281,4.932,4270.1990000000005,369.0281_4.932,369.0281_4.932,1
369.1208_5.681,11189.046109090908,22246.4354,0.5029590542442997,0.00625,-0.991487139475161,2.2041199826559246,369.1208,5.681,13817.4465,369.1208_5.681,369.1208_5.681,1
383.0437_4.326,6587.042997727272,10919.103722727274,0.6032585791832757,0.0318,-0.7291515671530805,1.4975728800155672,383.0437,4.326,4959.22315,383.0437_4.326,383.0437_4.326,1
383.0977_4.787,6910.042095454545,16311.665754545455,0.42362577798217654,0.0497,-1.239137713688574,1.3036436112666678,383.0977,4.787,5301.259050000001,383.0977_4.787,383.0977_4.787,1
383.1703_0.521,48890.85081818182,28827.558,1.6959761495643098,0.00768,0.7621158814888258,2.114638779968488,383.1703,0.521,38427.0215,383.1703_0.521,383.1703_0.521,1
389.1811_0.522,59725.985,97268.32327272727,0.6140332534831138,0.0291,-0.7036113068226831,1.5361070110140926,389.1811,0.522,62842.1155,Cluster_389.1811_0.522,389.1811_0.522;475.2175_0.53;477.2327_0.532,3
392.1204_3.651,8777.701677272727,13751.454163636365,0.6383107977397786,0.0214,-0.6476690420899475,1.6695862266508092,392.1204,3.651,7155.9395,392.1204_3.651,392.1204_3.651,1
394.1352_5.7,16153.98849090909,27523.806272727274,0.586909685776844,0.0251,-0.7687895777639294,1.6003262785189618,394.1352,5.7,14855.4995,394.1352_5.7,394.1352_5.7,1
401.194_3.928,3590.7636636363636,1881.9297527272727,1.908022155679651,0.0217,0.9320779238086129,1.6635402661514704,401.194,3.928,1941.6814,401.194_3.928,401.194_3.928,1
403.1968_4.623,16601.309136363634,9451.392072727273,1.7564935417575156,0.0291,0.8126982720959894,1.5361070110140926,403.1968,4.623,9938.158500000001,403.1968_4.623,403.1968_4.623,1
405.1259_0.956,2652.4658568181817,7740.622484090909,0.34266828827652074,3.34e-4,-1.545115408904465,3.4762535331884354,405.1259,0.956,2121.6074,405.1259_0.956,405.1259_0.956,1
419.1429_3.43,7014.3253545454545,11801.82239090909,0.594342561869815,0.0115,-0.75063339642266,1.9393021596463884,419.1429,3.43,8313.402,419.1429_3.43,419.1429_3.43,1
423.0586_7.921,39682.5862,7805.306881818182,5.084052017536595,0.00121,2.3459787913692622,2.91721462968355,423.0586,7.921,12504.446,Cluster_423.0586_7.921,223.0458_7.935;423.0586_7.921;455.0846_7.922,3
425.1157_3.412,8551.325254545454,4300.8920181818185,1.9882678333692474,0.00967,0.9915121109479519,2.0145735259169983,425.1157,3.412,5336.0830000000005,425.1157_3.412,425.1157_3.412,1
427.0568_3.396,15352.389145454546,25485.738281818183,0.6023913835922546,0.0275,-0.7312269605641538,1.5606673061697374,427.0568,3.396,13454.8475,427.0568_3.396,427.0568_3.396,1
445.1477_3.493,13633.462563636363,20755.534272727273,0.6568591482393543,0.0176,-0.6063440514660857,1.75448733218585,445.1477,3.493,18338.673,445.1477_3.493,445.1477_3.493,1
447.0927_4.077,20754.892981818182,8918.957295454546,2.327053745665505,0.00838,1.2185045316326772,2.0767559813697236,447.0927,4.077,14621.183,447.0927_4.077,447.0927_4.077,1
448.198_0.564,2628.476072727273,4402.747336363636,0.5970081569337139,3.29e-4,-0.7441774516930533,3.4828041020500256,448.198,0.564,4158.5425,Cluster_448.198_0.564,227.0574_0.577;399.0896_0.573;448.198_0.564,3
450.1766_4.114,12280.911627272728,21106.321218181816,0.5818594107576391,0.00963,-0.7812574845449137,2.0163737128754655,450.1766,4.114,9261.7915,450.1766_4.114,450.1766_4.114,1
452.1919_4.102,13944.765513636363,26231.41509090909,0.5316055373035953,0.00563,-0.911571962811215,2.2494916051486538,452.1919,4.102,13154.2655,452.1919_4.102,452.1919_4.102,1
452.1921_0.558,5731.221654545455,9491.678272727273,0.6038154149212103,0.017,-0.7278205067232852,1.7695510786217261,452.1921,0.558,4338.25215,452.1921_0.558,452.1921_0.558,1
462.1763_3.681,15879.979409090909,25876.31978181818,0.6136877091868709,0.011,-0.7044234051266434,1.958607314841775,462.1763,3.681,16699.167999999998,Cluster_462.1763_3.681,462.1763_3.671;462.1763_3.681,2
478.1159_4.716,3630.832790909091,7925.443309090909,0.4581236215196102,0.002,-1.1261911426609714,2.6989700043360187,478.1159,4.716,4056.61375,478.1159_4.716,478.1159_4.716,1
493.2431_0.524,9603.7416,36046.7756,0.26642442881909245,0.0226,-1.9082017237381148,1.645891560852599,493.2431,0.524,12066.4715,Cluster_493.2431_0.524,493.2431_0.524;863.4236_0.539,2
521.1088_3.637,4679.887751818182,7941.699463636364,0.5892803893230358,0.0287,-0.7629738393836873,1.5421181032660076,521.1088,3.637,4077.3585,521.1088_3.637,521.1088_3.637,1
528.3014_0.529,1560.1368245454546,3734.6143386363638,0.4177504510720414,0.0461,-1.2592867088293949,1.3362990746103518,528.3014,0.529,1233.81285,528.3014_0.529,528.3014_0.529,1
545.1681_0.551,7719.9386545454545,3233.351972727273,2.387596129237309,0.0251,1.2555588200099763,1.6003262785189618,545.1681,0.551,3696.674,545.1681_0.551,545.1681_0.551,1
578.1363_1.547,7702.018872727273,12160.401399999999,0.633368802507397,0.0134,-0.6588822877933257,1.8728952016351923,578.1363,1.547,7955.031300000001,578.1363_1.547,578.1363_1.547,1
591.3175_0.775,4392.655234090909,1388.9385459090909,3.162598695981772,0.04,1.6611105030422564,1.3979400086720375,591.3175,0.775,502.90485,591.3175_0.775,591.3175_0.775,1
592.152_1.844,9834.862663636364,17921.01399090909,0.5487894082681571,0.0117,-0.8656754573752935,1.9318141382538383,592.152,1.844,8163.4645,592.152_1.844,592.152_1.844,1
600.284_0.642,4606.6594,7052.129090909091,0.6532295907541525,0.0327,-0.614337949628696,1.485452247339714,600.284,0.642,5120.588599999999,600.284_0.642,600.284_0.642,1
660.2145_1.234,20770.282618181816,35800.24222727273,0.5801715666146794,0.0101,-0.7854485020559756,1.9956786262173574,660.2145,1.234,20878.833,660.2145_1.234,660.2145_1.234,1
713.3193_0.549,4775.701081818182,2793.158018181818,1.7097855011177931,0.0266,0.7738153450620205,1.575118363368933,713.3193,0.549,2644.82215,713.3193_0.549,713.3193_0.549,1
757.3533_0.543,2786.0786272727273,4436.8776727272725,0.6279367683265815,0.0475,-0.6713088042649346,1.3233063903751334,757.3533,0.543,3136.1966,757.3533_0.543,757.3533_0.543,1
88.0403_6.143,22313.491363636364,36380.09818181818,0.6133433519645656,7.4e-4,-0.7052331686048242,3.1307682802690238,88.0403,6.143,23945.661,88.0403_6.143,88.0403_6.143,1
