mz_rt,row ID,6104_U2_HILICPOS_19,6110_U2_HILICPOS_34,6108_U2_HILICPOS_27,6111_U4_HILICPOS_42,6101_U3_HILICPOS_29,6104_U1_HILICPOS_55,6103_U4_HILICPOS_53,6110_U3_HILICPOS_45,6111_U2_HILICPOS_35,6111_U1_HILICPOS_51,6105_U3_HILICPOS_39,6109_U2_HILICPOS_13,6108_U1_HILICPOS_44,6109_U4_HILICPOS_22,6101_U4_HILICPOS_14,6101_U2_HILICPOS_30,6110_U4_HILICPOS_10,6105_U1_HILICPOS_43,6105_U4_HILICPOS_47,6102_U1_HILICPOS_26,6102_U2_HILICPOS_16,6104_U3_HILICPOS_32,6104_U4_HILICPOS_12,6113_U3_HILICPOS_15,6113_U2_HILICPOS_31,6109_U3_HILICPOS_52,6102_U4_HILICPOS_50,6102_U3_HILICPOS_48,6108_U4_HILICPOS_18,6106_U2_HILICPOS_46,6111_U3_HILICPOS_54,6110_U1_HILICPOS_11,6108_U3_HILICPOS_28,6106_U3_HILICPOS_20,6105_U2_HILICPOS_40,6112_U2_HILICPOS_37,6103_U1_HILICPOS_21,6113_U1_HILICPOS_24,6103_U3_HILICPOS_61,6101_U1_HILICPOS_59,6112_U1_HILICPOS_38,6109_U1_HILICPOS_58,6112_U3_HILICPOS_56,6106_U4_HILICPOS_36,6103_U2_HILICPOS_60,6106_U1_HILICPOS_23,6112_U4_HILICPOS_63,PooledQC5_HILICPOS_11_1,6113_U4_HILICPOS_62,PooledQC7_HILICPOS_25,PooledQC6_HILICPOS_17,PooledQC9_HILICPOS_41,PooledQC10_HILICPOS_49,PooledQC8_HILICPOS_33,PooledQC11_HILICPOS_57,PooledQC12_HILICPOS_64,...63
298.201_0.979,3147,11696.781,9490.045,10902.576,11238.043,9977.609,10295.714,10687.462,10964.193,10954.046,16764.574,9355.847,10888.76,15705.774,12273.879,8246.388,8125.152,7867.1816,12991.019,11660.424,8721.62,6689.961,13805.045,11905.198,17664.24,15625.608,12789.831,11584.272,9362.3955,8110.1855,2949.3416,12647.08,11851.723,13812.789,3709.497,10656.679,54199.35,26420.95,29443.008,24048.602,13573.269,32846.863,15260.604,54849.047,5242.0312,15331.892,5493.7285,33622.598,13991.464,15820.004,14819.0205,12805.05,13211.318,13779.235,13443.903,14599.997,16509.984,NA
209.1172_0.959,3149,10544.936,9030.734,12084.994,10876.921,8674.058,13689.101,32242.564,10268.369,14946.07,17482.201,9961.769,11438.54,20520.076,18968.156,6506.381,8458.421,7483.7095,9360.242,9314.464,5796.8477,7401.5933000000005,14036.137,20464.545,8337.508,12831.087,14132.259,9938.001,7088.372,12988.521,7371.1587,9117.195,17814.264,18911.676,5127.002,16294.675,9537.659,34064.95,77527.125,22394.78,7285.5103,9937.324,17654.785,13815.716,6423.1797,48795.17,4826.358,7493.1177,17531.03,10977.149,16784.672,13789.118,15118.099,15908.21,16472.676,17162.562,15274.13,NA
352.2217_1.004,3155,1323.3478,1191.7823,1092.0306,2687.4448,1775.5317,2562.2454,2708.7124,1529.5009,1686.041,2842.4495,1522.2595,1451.036,1520.6779,1612.3895,1527.4587,1043.8223,2647.9922,3164.0432,2967.7212,1969.4164,1721.5598,8463.129,2030.0226,9541.107,1345.0006,1295.2177,1743.5583,1676.251,1224.7676,2294.1265,2671.235,2337.073,1624.3252,1067.4325,1715.0824,1088.7783,35665.26,2055.0095,3450.3984,1500.4298,1591.2424,1622.316,1594.9141,1239.0947,3070.852,1298.9667,1683.623,2898.8801,2314.1882,2368.2444,2071.1277,2336.2834,2793.2961,1977.5422,3244.0762,2908.7485,NA
242.1389_0.944,3158,2251.1838,2852.0696,2442.571,4197.1846,2540.5876,4052.6494,3573.1023,3222.9292,3988.3574,3030.588,3335.1558,2746.4956,2364.2874,2192.509,3611.3796,3093.6355,3166.6282,3410.559,3405.6682,2990.1792,3191.3188,3320.367,5740.4995,3666.7175,4290.1387,2858.8767,3763.616,4191.4766,5770.0117,2301.5217,3801.2502,4540.9043,3304.9495,2518.3364,3307.3752,176459.27,3966.6086,4309.6455,5002.462,3213.382,487623.4,2937.0544,266855.06,3532.7224,5001.871,2076.3254,1840217.5,36040.066,3759.1292,38632.668,38426.24,39837.746,38121.445,36895.613,34851.535,33948.71,NA
280.1183_0.99,3166,4501.0176,3583.0293,1878.678,2393.1824,1080.8839,NA,7215.7573,1420.9944,4869.633,2191.8774,2525.339,40144.863,2940.4385,3966.5151,2879.574,3178.388,1616.2063,1003.477,3337.4065,1169.7946,2640.7815,4352.592,1617.9569,2728.3928,2293.6953,18542.016,8392.562,1196.4524,4134.6787,5301.6807,1425.8495,2395.8604,2424.1545,1902.1078,1753.5127,1552.5612,2053.6282,1830.7216,2357.7263,1816.1664,1358.1521,5414.1294,10526.193,2200.3782,5489.59,1472.9877,1402.0671,5435.7764,1894.1434,5130.8286,4706.3164,5881.368,4918.607,4308.9727,3341.8518,3859.529,NA
166.1333_1.023,3180,1211.4052,549942.25,NA,1470.1846,NA,1419.0876,3012.0688,1605626.4,1835.8789,2454.414,1676.043,3072,1044.426,4958.5386,NA,NA,36521.945,1179.6173,1320.3253,1168.278,1071.6002,1697.4266,NA,8354.065,1279.3805,5922.066,1067.572,1349.5,1074.0433,5169.6157,1900.8167,2481.7664,2186.5588,1425.3585,2223.003,1084.8207,3592.6533,2232.574,3564.845,1198.4135,2678.0325,10124.799,2061.4663,3632.1843,1690.5742,1671.1967,1801.4272,77289.11,2305.8208,70839.05,74141.2,74722.23,70077.28,89519.47,86249.66,119352.84,NA
200.107_1.003,3193,4581.579,2729.8003,1648.132,3807.7246,6156.109,5338.1685,18572.338,2458.7131,7837.0435,21080.014,12825.433,56806.785,2029.4403,50961.31,2373.3867,2499.4893,14514.534,8225.499,2878.4128,6638.8447,24204.012,7891.8774,3084.5435,4528.6235,3399.308,53174.047,18273.135,9230.021,1320.7432,28958.78,6072.1743,21875.941,3440.245,8804.997,11121.023,4657.2803,35383.22,16571.71,24347.336,3552.2664,7365.001,78209.06,4894.867,21546.51,7817.978,11987.094,3002.4246,15856.869,9418.53,17701.14,14890.105,14353.334,15375.339,15425.506,17237.197,17436.498,NA
149.1073_1.011,3206,2770.5713,2237.4128,66813.13,2829.1807,4968.0127,2845.8838,8759.834,1805.7258,3803.4502,4551.082,6748.928,15308.292,6007.23,9293.204,2528.8828,4184.566,3874.478,3335.0745,2625.6265,10905.659,7055.366,5447.781,1990.2333,5134.6387,2987.2986,7252.6597,4766.3594,3994.3267,117139.875,5642.5347,3227.1858,8404.565,114525.26,3034.562,4350.149,4361.758,7793.5063,4892.072,8598.706,9662.178,3450.3293,8520.997,2831.049,3710.052,6185.7393,2767.4446,2385.961,10286.822,4485.542,10151.256,11243.074,11957.025,10170.631,9404.707,11346.481,12301.504,NA
246.1817_1.057,3235,35694.914,9291.195,18628.957,20108.484,33660.805,27083.107,14263.831,10637.593,17565.6,4117.149,67035.94,18270.598,22151.955,30954.775,16949.557,9497.598,14072.435,77499.64,52129.617,31743.979,15940.787,30837.393,33511.715,20848.113,31722.502,18164.197,32284.379,258527.05,20639.666,6753.7476,37986.867,20391.67,28848.398,6424.771,49695.4,221930.86,9258.569,21852.531,17364.19,23363.203,194982.14,30991.76,303662.06,3074.2913,13500.149,17453.943,233744.98,25918.936,22511.156,31294.238,32183.232,33445.48,29384.09,29707.377,35803.117,37381.01,NA
947.4865_1.039,3259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352696.84,NA,NA,NA,777613.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,858555.3,NA,302479.03,NA,4549.957,NA,6059.9805,4139.7393,5136.567,5702.1353,4692.485,5926.0005,6793.5796,NA
325.182_1.026,3262,1404.8569,1227.1406,NA,2426.6736,2606.0608,2003.6936,1848.8948,NA,2977.1357,2865.968,1554.7712,1794.5249,2935.6855,1741.4728,1744.6556,2556.8027,1358.1488,1565.0477,2021.0194,1814.3939,1280.6528,2041.638,2716.1116,1580.8431,1829.6765,1460.6696,1665.1233,1499.1025,NA,1259.2081,2001.3716,1825.1111,NA,1122.3517,1959.1445,66825.97,1714.2406,1622.0945,2158.6797,2606.5403,82539.77,2413.208,64363.133,1396.3071,2191.2727,NA,57707.43,3458.3103,2715.026,6269.3022,4908.408,5416.961,5610.394,4934.388,4087.6255,4510.23,NA
522.2956_1.034,3266,NA,NA,NA,NA,NA,NA,NA,NA,10373.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53926.742,NA,NA,NA,150366.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,51864.457,NA,77828.7,NA,35473.3,NA,39009.043,39355.715,33711.324,46814.71,33672.3,52795.203,49909.344,NA
258.1835_1.066,3267,2152.654,3598.6511,1430.3617,2176.012,3003.0178,2368.8066,3512.7517,1799.4736,149180.06,1089.4185,2071.723,2443.0059,3405.2273,2891.8235,2084.684,2174.2327,1772.8013,2609.952,9270.1045,2726.91,2234.456,2485.859,2300.8755,2382.8367,4152.721,2177.6943,1461.2545,3856.7808,2203.4473,4179071.2,2954.4402,2902.2114,2733.1301,5692703.5,2565.7288,12085.007,2409.0461,4231.5005,2494.6526,3439.89,19122.758,1584.0868,10207.571,5257377,2820.3127,5383399.5,20310.953,1543876.5,3601.4553,1544320.1,1520709,1501808.6,1529207.2,1500409.2,1779090.9,1920129.9,NA
948.4892_1.037,3274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195261.67,NA,NA,NA,430500.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,495438.8,NA,185232.64,NA,2996.2441,NA,3235.8892,3313.2458,3380.513,3152.4465,4042.3674,3691.7239,3836.4348,NA
721.3514_1.034,3276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20614.63,NA,NA,NA,12697.939,NA,NA,NA,NA,NA,NA,NA,NA,NA,9210.703,NA,64434.875,NA,10598.1,NA,8890.822,9362.337,10407.879,10906.316,9652.442,12451.041,9740.53,NA
731.4085_1.051,3286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1033.76,NA,NA,NA,NA,NA,NA,NA,18713.912,NA,NA,NA,103779.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,117266.43,NA,14607.889,NA,9764.462,NA,13857.813,13581.28,14613.3125,13150.513,14366.435,12907.805,18885.398,NA
717.3928_1.051,3287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28476.293,NA,NA,NA,231393.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,202183.22,NA,6428.8774,NA,44895.96,NA,48602.83,45233.363,43766.258,35949.695,47068.996,46405.047,50741.926,NA
302.244_1.057,3294,9529.251,5277.5356,16643.963,10786.631,12680.819,10494.0205,14441.893,16177.832,25617.268,8318.135,16155.568,6033.006,21540.953,8882.457,6096.921,8258.7705,14758.244,17887.053,21903.719,18282.049,5468.508,8329.497,5748.431,4770.431,8060.0073,8050.897,8196.629,11768.469,31475.777,3403.2964,24693.182,9216.127,31844.285,3974.2388,19081.21,42558.18,10715.959,8924.846,18429.738,12776.192,71804.234,25309.516,86493.516,1589.1553,20442.06,13226.533,60380.363,8083.5527,10252.135,16313.698,12486.449,16046.038,14322.172,13620.418,14179.441,16468.76,NA
403.2585_1.052,3297,NA,NA,NA,NA,NA,NA,NA,NA,4588.077,1065.4027,NA,NA,1227.6056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4544.3486,1082.5201,NA,NA,3068.541,NA,NA,NA,NA,1131.55,NA,NA,NA,NA,2906.7646,1025.8397,9966.903,NA,37819.766,NA,28966.018,32961.84,31366.79,37005.87,28106.129,38675.414,38917.63,NA
354.1117_1.059,3308,53930.883,33836.49,6693.0376,22536.584,58221.215,36445.8,18848.895,39193.336,11107.007,3469.2747,25785.879,10344.804,2667.8801,16140.865,90104.2,61487.152,34678.625,49805.707,49321.414,29128.982,29672.803,46585.234,44242.16,41000.79,24926.764,3853.1716,30137.9,36275.914,25882.98,2707.979,11460.053,49047.152,5416.892,4851.5835,23509.021,3827.9238,38550.86,32126.389,22277.764,86507.734,12363.429,11689.952,13643.172,1264.0267,43685.453,6945.932,6030.5435,36350.67,26383.79,36968.637,36411.25,36447.78,25773.658,38291.09,36246.812,36512.344,NA
257.1614_1.054,3320,3792.1646,2595.3728,6926.504,10461.921,10560.753,8459.383,132714.02,13495.213,9788.663,1505.9175,8709.576,9789.879,22771.62,17783.395,10893.456,12526.688,8275.072,8465.292,8156.9326,13379.538,8508.29,2429.5278,19316.693,13258.04,9428.817,11056.977,11341.063,9375.128,12174.451,2109.3123,8595.498,5329.894,14733.705,5215.358,19025.227,8793.061,10620.403,20259.014,4299.932,25015.516,15177.0205,12408.239,7379.653,2690.951,10299.382,3049.0056,7294.795,9742.726,10637.5205,10942.764,10246.236,11586.922,8926.142,11658.349,9302.863,8824.271,NA
502.2947_1.064,3323,NA,218515.61,NA,NA,NA,NA,1148.1704,NA,NA,NA,1027.5652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913.2479,NA,NA,NA,NA,NA,1143.8896,NA,NA,NA,1084.0427,NA,1712.0068,1755.7643,1169.8046,NA,NA,NA,1293.9896,NA,1217.5066,NA,1185.003,NA,1172.9836,4005.0967,1083.021,5644.8477,4487.4497,4291.745,6164.4644,4594.47,5641.4844,6225.365,NA
310.2131_1.051,3331,306322.38,241669.25,101894.984,139068.2,188487.75,272494.16,242594.98,134837.53,136602.22,18428.213,243955.23,424543.84,68728.56,232379.19,237985.14,94719.6,660239.94,293650.1,237564.16,358527.16,207157.23,200921.75,418747.4,354915.2,414317.28,354864.03,181082.48,262656,140361.02,22121.832,330952.4,432327,148179.69,36057.26,309284.16,257898.78,82173.23,299861.25,189000.52,267352.8,309141.8,451775.44,349542.06,22260.562,208698.19,88677.36,370667.75,165267.1,277310.5,175568.34,184228.78,183602.73,146572.16,161086.61,124944.16,161882.44,NA
148.1227_1.073,3338,NA,261084.86,NA,NA,NA,NA,NA,747912.25,NA,NA,NA,NA,NA,NA,NA,NA,317417.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1016.2387,NA,NA,NA,1026.9025,33800.8,NA,31989.824,34346.52,33745.77,34224.08,35775.125,39307.176,60816.18,NA
274.1554_1.058,3341,17742.053,8473.711,2296.7156,8546.361,28908.709,11795.177,9470.545,14679.167,4639.7593,2083.044,8546.945,5398.769,1756.9723,4948.352,44946.273,24472.03,11046.919,20227.73,18200.389,11383.609,13093.487,16555.178,17899.998,14625.811,8468,1990.9508,13862.637,14490.704,10892.101,2594.6333,4980.3984,21154.172,2762.8027,3296.6042,10469.289,2171.0498,21375.451,12899.537,17331.396,46203.266,4933.0186,4978.7915,6594.3438,2033.6312,21262.023,3140.3064,2227.4868,14877.52,13883.785,15092.97,14017.558,12768.724,9110.8,14994.685,10788.505,15399.773,NA
312.2284_1.053,3344,274299.38,26055.922,39909.223,19396.68,37263.18,80927.414,279244.1,69155.74,24863.117,8975.247,28759.178,481567.78,84450.98,26436.693,453822.62,111200.086,34818.59,88678.31,44900.445,38018.01,59498.258,263581.16,21803.357,147842.44,46608.336,692820.56,255436.73,58742.9,85476.836,7976.4614,96657.7,35909.406,34979.47,15242.192,30681.574,17652.207,41206.203,218827.22,75516,159346.25,432454.12,80426.555,40037.137,5578.9224,207426.34,187751.1,88630.1,90052.695,30431.709,86673.64,92893.57,89488.4,88238.88,75341.64,84361.98,101096.03,NA
267.1446_1.058,3346,23595.838,21349.492,13946.223,17715.648,18396.889,9423.941,30854.22,13336.641,21974.684,4515.541,17358.63,47968.17,18812.44,37566.652,14334.393,15796.949,6954.5273,10280.334,17968.707,24875.709,34170.387,23609.664,12969.567,18791.629,19261.07,16442.576,28722.6,21587.498,7309.0103,4779.568,17666.361,28800.592,29668.959,10249.756,23884.023,16496.512,36864.547,15189.089,30243.65,22662.605,17439.857,23030.586,6558.679,7817.0625,19260.695,9642.596,11085.27,25018.414,23248.893,19445.574,21943.904,18028.213,18559.688,21675.51,17445.896,17916.652,NA
246.1817_1.06,3368,35694.914,9291.195,18628.957,20108.484,33660.805,27083.107,14263.831,10637.593,17565.6,4117.149,67035.94,18270.598,22151.955,30954.775,16949.557,9497.598,14072.435,77499.64,52129.617,31743.979,15940.787,30837.393,33511.715,20848.113,31722.502,18164.197,32284.379,258527.05,20639.666,6753.7476,37986.867,20391.67,22895.924,6424.771,49695.4,221930.86,9258.569,21852.531,17596.453,23363.203,194982.14,30991.76,192305.25,3074.2913,13500.149,17453.943,233744.98,25918.936,22511.156,31294.238,32183.232,33445.48,29384.09,29707.377,35803.117,37381.01,NA
290.1722_1.062,3374,1936.6747,2470.3142,5283.322,2589.219,3382.6985,2254.508,5008.1304,2657.1558,3373.2207,2302.3567,4201.077,5089.524,7937.421,4727.302,2554.102,5543.4287,1943.4868,3429.3933,3841.808,3793.595,3115.639,3822.4143,2447.2583,2668.2356,12658.414,4084.0908,2260.0083,2921.9202,10599.099,4910.7227,4547.96,3361.9626,6620.5874,14466.643,5360.9165,4194.3926,4370.177,36623.88,3215.882,4530.5923,3773.3057,8069.4517,4035.17,15745.682,3603.7756,14990.651,3532.453,3610.5164,5878.72,4303.284,4422.2227,3993.8796,4180.525,3908.9592,3639.7024,4066.12,NA
232.1661_1.064,3383,73002.92,25465.586,84009.16,51782.57,87340.984,43378.37,82914.664,24371.242,64596.94,8688.279,149015.92,60492.04,54110.168,63048.676,64834.08,36271.25,25384.152,132780.4,105821.05,63970.832,47439.918,62954.695,44080.324,48476.586,59018.344,45342.242,51110.7,48988.51,49132.125,12962.301,85286.87,45911.434,45784.434,14561.785,79106.97,25562.646,58323.43,24986.611,180438.75,62712.47,30146.35,67229.51,29922.7,8451.129,122444.21,33483.953,38786.05,43944.703,40732.51,45481.53,42549.12,37898.84,37061.293,47798.23,39176.188,44843.53,NA
278.1438_1.025,3387,1311.8678,1353.0641,1339.049,1627.4878,1424.2349,1490.1025,2293.7754,1234.947,1591.7521,1760.9371,1424.5153,2204.3533,2294.0051,1829.9672,1127.29,1674.8949,1671.2092,1261.141,1688.3704,1488.7393,1661.815,1722.2136,1329.2667,1405.7723,2160.6123,2142.2188,1850.115,1540.3604,1556.2015,NA,1349.9641,2413.5361,2064.14,NA,1956.2856,32880.168,2611.5974,1832.7659,2625.8853,1741.404,62093.35,1884.5706,44971.3,1156.5311,3337.545,1208.862,70946.02,5103.605,2792.24,4803.6255,4094.818,4414.031,5405.288,3995.9595,5176.696,5020.4526,NA
276.1453_1.041,3390,3627.5847,3328.3975,2976.9202,3259.6338,2685.9014,4946.7095,2925.1294,2945.3972,3772.7576,2689.2585,3595.2644,3737.0012,2968.7253,3973.3748,3741.0972,3791.8413,1936.5674,3017.0618,3415.3623,3541.3823,3270.8848,3174.5078,3157.2778,2075.3623,2336.4912,3146.4077,2899.4094,2962.7722,5259.079,1605.0745,4350.768,3508.5085,3619.3237,1567.1564,4653.2876,93801.08,3157.248,2710.4795,4526.9927,3968.4395,188805.39,4563.172,171098.34,1267.0409,4552.0024,1828.9762,205212.67,14081.623,3021.3452,12910.652,12725.259,12913.605,10918.981,11361.957,11764.472,14270.399,NA
272.2102_1.101,3401,2343.3154,1288.0914,2441.2004,3664.1753,2793.082,2484.0745,2286.4707,2264.4604,11094.4795,1104.8064,3497.32,2672.9702,3772.3748,3908.7104,2014.1168,2121.2239,2160.813,4262.911,4642.0767,4299.5596,1590.4384,3208.1636,2749.7307,3047.311,3300.024,3200.214,2449.4329,3593.6042,2764.9207,543179.3,3443.0256,2660.4727,2685.0593,1253838.9,4390.415,5065.6387,3475.9944,4435.5205,3315.9514,3262.901,5825.6953,3708.915,2903.8147,759398.9,3392.6396,704611.4,4975.7827,70162.555,2731.6465,137221.06,107867.16,120198.25,137438.78,130945.24,130635.91,161721.23,NA
273.2163_1.091,3402,NA,NA,NA,1139.7812,NA,NA,NA,NA,2558.013,1013.6656,1143.855,1477.3551,1089.6536,1031.3463,NA,1121.5723,NA,NA,1647.4916,1030.9617,NA,NA,NA,1116.4653,NA,NA,NA,1187.8135,NA,126234.61,1178.6378,NA,1011.5943,230808.94,NA,1375.5748,1311.0093,1295.1163,1187.1085,1044.4595,1274.4049,1497.4945,NA,168141.3,NA,128191.18,1188.2964,18153.992,NA,28248.963,22454.982,27940.418,27207.826,25499.025,25458.2,31571.604,NA
222.149_1.068,3405,1067.2878,4785.817,1905.2496,NA,NA,1063.458,1433.9321,1086.2524,1545.8394,1682.1908,1290.0006,3740.4895,2083.4722,1471.2,1441.0836,83473.53,1011.72766,1197.8966,2316.043,7781.547,36712.734,1988.8737,12554.92,1898.0624,5415.5605,1585.7324,1878.72,1460.8774,2118.0322,1594.2667,1454.8151,3781.5264,1336.6052,NA,1136.9349,1643.1877,9827.54,2103.0874,3021.754,12597.006,2338.1812,2718.3733,2848.1675,NA,1864.8416,1052.3204,1981.6711,3524.7812,5961.349,6170.1274,3396.6338,3707.2703,3805.7925,4551.786,5374.0874,5376.222,NA
139.0607_1.079,3422,7858.137,43367.41,28044.287,8278.196,48114.43,56244.082,99278.88,39746.61,10041.492,10385.731,88233.68,47188.97,52036.355,231197,46255.76,20202.666,27109.277,63987.48,81494.77,40814.453,40319.434,80235.87,80449.73,61296.793,133517.73,12619.363,19037.197,115795.82,29435.055,22652.127,182785.05,39536.445,32516.27,41713.6,114973.234,174306.86,23476.062,35190.64,10182.121,29878.795,154938.33,30510.236,12065.308,28896.225,8637.887,12492.479,16673.574,64236.66,9502.229,52907.387,50397.54,58317.617,48012.504,48225.93,57071.023,59552.195,NA
139.061_1.079,3424,76101.87,43367.41,28044.287,65314.625,48114.43,56244.082,99278.88,39746.61,133096.33,10385.731,88233.68,47188.97,52036.355,231197,46255.76,20202.666,27109.277,63987.48,81494.77,40814.453,40319.434,80235.87,80449.73,61296.793,133517.73,260372.7,19037.197,115795.82,29435.055,22652.127,182785.05,39536.445,32516.27,41713.6,114973.234,174306.86,23476.062,35190.64,126693.1,29878.795,154938.33,30510.236,169108.33,28896.225,81660.02,12492.479,237073.9,64236.66,123018.375,52907.387,50397.54,58317.617,48012.504,48225.93,57071.023,59552.195,NA
229.1663_1.078,3426,32043.812,29102.584,23572.547,26115.557,15461.824,29812.262,20723.312,19896.906,26191.406,2761.7756,32896.703,33787.203,10308.349,22920.385,33763.1,26970.1,12432.002,35164.395,25969.613,64452.62,58196.48,24675.34,23821.662,22821.184,31982.385,32835.676,29001.334,31635.639,41339.91,8698.987,49088.05,47165.953,29241.83,11375.489,33662.16,20570.18,12501.964,23021.232,24981.404,27288.209,21483.547,43406.215,25517.852,6793.94,32720.178,11087.694,18597.389,19792.504,26173.363,21645.697,21098.57,24417.271,18628.854,22633.21,23252.469,22049.328,NA
265.1304_1.09,3434,144670.48,105850.97,371489.3,263773.12,219707.12,159896.2,783669.5,137146.56,345721.75,NA,167981.12,249315.95,184753.77,163577.02,524130.25,447110.53,188871.19,141028.19,118087.36,149057.2,365906.9,149336.84,224947.22,133071.19,183278.27,178854.81,329647.94,184826.8,290307.06,207718.38,462852.16,246404.19,212124.44,367162.34,165191.98,302061.2,434677.47,229300.86,1185021.1,482239.22,278636.8,271834.1,231694.33,234622.77,963587.1,226144.86,207740.02,221796.06,177058.23,238454.84,215055.39,196389.48,271157.2,205305.6,266044.8,266965.1,NA
242.1402_1.026,3435,2083.973,1615.2384,1834.4215,3057.3271,1819.6313,2135.7078,1879.5028,1512.2682,2056.9868,2907.0498,1923.424,1941.2567,1618.8384,1852.7743,1240.0265,2041.9697,2076.049,1492.5457,1926.4473,2004.5275,1975.125,1998.3507,2842.1865,1914.3168,1774.6337,2094.72,2100.3704,1848.6609,1908.4738,2301.5217,2517.9321,2002.5922,2784.0764,1230.0847,2632.3645,176459.27,2931.6575,2321.8188,2942.1487,1670.8817,487623.4,2400.1116,170620.6,2224.0352,3608.4998,1209.5371,1840217.5,18438.725,2462.2524,20295.68,15347.971,18638.828,18613.578,17999.166,18634.734,25389.271,NA
244.1782_1.066,3445,1418.7122,1307.8396,1133.2909,1430.3674,1318.0481,1264.5184,1123.9937,1686.0988,1449.1633,NA,2147.6123,1073.6355,1979.8524,1500.2509,1263.0358,NA,NA,2001.0613,2750.9204,2025.8214,1140.3744,1464.6112,1646.3553,1742.5292,2037.1406,1439.6902,1754.6942,2368.0754,1552.2988,64394.613,2297.9265,1471.5952,1195.7957,146202.75,2094.3337,2647.8113,1441.3716,1098.1407,NA,2334.0046,3601.9822,1336.519,3774.2654000000002,94723.44,1157.2577000000001,133783.89,NA,14412.047,1482.0508,18772.293,16131.271,13322.502,16400.566,17094.504,17000.795,18212.504,NA
230.1143_1.09,3476,2287.3938,1038.003,1184.1725,2405.7874,NA,NA,2666.08,1944.6476,1659.3978,1375.1128,2688.813,2254.2427,NA,2232.1345,1593.6423,NA,NA,1652.2383,2211.4036,1492.2223,1669.0739,1253.4095,1152.0286,1799.6448,2042.2346,1645.8572,1592.5073,2317.1836,NA,48139.4,2262.1165,2455.034,2621.2585,85237.73,2788.0671,2091.135,1587.1107,1604.5447,2409.438,NA,1923.2949,2380.875,1938.1127,47267.36,2270.5437,65412.047,2215.4897,10135.139,1716.3052,16561.375,12573.18,11332.189,13291.953,12091.003,12449.274,10941.368,NA
308.176_1.079,3478,NA,NA,NA,1120.519,NA,NA,1224.7585,NA,NA,NA,NA,NA,NA,1242.1685,1161.4973,NA,NA,NA,NA,NA,NA,NA,1002.4289,1130.7803,1339.5033,1164.1382,1181.2072,NA,NA,NA,1045.3435,NA,1044.0544,NA,NA,414120.56,1213.001,NA,1051.8656,NA,270250.75,NA,284331.12,NA,1448.5062,NA,312598.53,31447.557,NA,28184.52,29435.867,31845.506,27807.842,26627.965,33298.99,31724.41,NA
308.1971_1.089,3481,24361.125,18401.404,8091.895,5416.83,15773.871,54361.723,175377.33,21032.545,9099.555,2846.2815,12903.047,29878.775,10966.211,6925.941,21425.744,26033.645,18216.084,22720.834,16604.785,14381.846,10666.442,13618.663,10779.773,30040.021,19844.498,23353.734,12900.616,12214.482,8577.801,5052.5615,11827.775,38281.562,239384.22,7894.5347,12786.893,19956.781,68756.52,45799.8,18778.117,16559.754,23477.91,12855.555,20130.516,4518.667,26227.227,17043.807,17227.904,22071.494,21817.828,23660.686,24959.736,21184.719,21133.041,22115.047,23170.605,26830.6,NA
204.1347_1.095,3483,54014.746,14856.647,38671.7,21824.537,106348.88,62588.992,45307,8505.163,14965.201,3936.3008,145709.7,115347.77,29551.014,97454.586,53672.633,13780.738,33118.426,149795.28,91183.055,75676.76,30190.408,81304.61,144754.36,48215.137,41373.27,60439.605,45923.707,101298.5,31650.48,16572.975,51809.547,55313.926,50792.79,18161.72,103417.64,9639.4,9536.158,84701.34,33457.156,156985.05,14410.017,160212.36,12726.058,3794.7578,16299.075,96968.55,10155.353,35367.84,96418.16,40262.24,40853.633,41819.652,48396.984,32130.488,43494.266,35595.723,NA
