m.z,r.t,p.value,t.score,mode
510.2519,0.566,0.668,0.442042835,negative
258.1102,6.605,0.669,0.440522726,positive
310.2131,1.051,0.669,-0.440479783,positive
343.0634,5.648,0.669,-0.440243653,positive
453.1249,8.361,0.669,-0.440153766,positive
203.0109,1.347,0.669,0.439812013,negative
282.047,0.513,0.669,-0.440811071,negative
287.1498,0.782,0.669,-0.440347783,negative
154.0623,7.684,0.67,0.439133815,negative
230.0222,3.68,0.67,-0.439519271,negative
302.1426,0.553,0.67,0.438695208,negative
405.1177,2.095,0.67,-0.439610976,negative
261.0072,0.741,0.671,-0.436935685,negative
260.125,7.968,0.672,0.435752323,negative
103.0267,1.019,0.673,0.434531059,negative
248.9602,5.84,0.673,-0.434903474,negative
323.0227,0.552,0.674,0.433674252,negative
363.1799,0.52,0.674,0.433997389,negative
403.0553,2.354,0.674,0.433658432,negative
263.1129,0.556,0.675,0.432353438,negative
205.0684,5.668,0.676,-0.429873371,positive
200.1291,0.831,0.676,-0.430847779,negative
225.0735,1.131,0.676,0.429955581,negative
321.0787,2.11,0.676,-0.430543161,negative
212.1032,5.558,0.679,0.426549027,positive
489.2284,0.496,0.679,0.426302577,positive
389.0908,2.885,0.679,0.42561953,negative
411.1269,4.179,0.679,-0.426203912,negative
441.1073,2.397,0.679,0.425802481,negative
427.178,0.573,0.68,0.425377267,negative
254.1399,0.822,0.681,-0.423461137,positive
458.145,3.604,0.681,-0.42268957,positive
328.248,0.84,0.683,0.420978524,positive
310.1153,3.36,0.683,0.4202165,negative
189.1234,6.353,0.684,0.419378063,positive
485.1367,8.132,0.684,0.418589802,positive
551.281,1.972,0.684,0.419205425,positive
399.1441,8.024,0.685,0.418167739,positive
280.079,0.509,0.685,0.417160575,negative
291.089,3.499,0.685,-0.418042442,negative
622.1913,4.077,0.686,-0.416771123,negative
203.1485,5.527,0.687,0.414417225,positive
367.1497,6.488,0.687,0.415342145,positive
308.0775,5.457,0.687,0.41455,negative
338.0875,5.702,0.687,-0.414325343,negative
468.0783,1.65,0.687,-0.414760693,negative
470.0689,3.84,0.687,0.415389472,negative
582.095,3.386,0.687,-0.414380019,negative
355.1544,8.85,0.688,-0.414094916,positive
497.2358,0.508,0.688,-0.413343037,positive
381.0129,8.686,0.688,0.412984214,negative
277.1189,5.653,0.689,0.411549167,positive
214.9867,1.03,0.689,0.411398623,negative
299.0769,4.876,0.689,0.411618529,negative
248.0601,5.173,0.69,0.410240192,negative
289.0147,2.488,0.69,0.410947884,negative
279.0975,4.922,0.691,0.409060259,negative
191.0198,5.679,0.692,-0.408042732,negative
347.2285,8.662,0.693,0.40576421,positive
368.1164,0.563,0.693,-0.406397995,negative
188.1281,0.812,0.694,-0.405317974,positive
181.0505,2.24,0.694,-0.405287513,negative
233.0121,0.618,0.694,0.405564337,negative
391.1314,3.291,0.694,0.405612835,negative
512.268,3.301,0.694,0.405411087,negative
148.0968,5.08,0.695,-0.403257684,positive
216.0343,4.359,0.695,-0.402949657,negative
445.207,3.608,0.695,0.403439854,negative
276.145,0.594,0.696,0.402871625,positive
244.1782,1.066,0.697,-0.401048191,positive
213.1132,0.801,0.697,0.40023796,negative
257.1614,1.054,0.698,0.399690215,positive
259.0281,3.133,0.698,0.399833802,negative
302.1142,4.079,0.699,0.398249895,negative
338.0857,5.513,0.699,0.397515176,negative
377.196,0.515,0.699,0.398252514,negative
781.4186,0.521,0.699,-0.39858334,negative
219.006,1.138,0.7,-0.396776543,negative
166.0861,4.404,0.701,0.39524786,positive
227.1138,8.055,0.701,0.394898576,positive
357.2241,8.731,0.701,0.395804813,positive
191.0196,3.544,0.701,-0.395364421,negative
309.0994,3.647,0.701,0.394643365,negative
340.1245,4.553,0.701,-0.395553525,negative
340.1245,4.57,0.701,-0.395553525,negative
378.1013,0.561,0.701,-0.395168855,negative
197.0541,1.058,0.702,-0.393246584,negative
144.0666,1.163,0.703,-0.392237458,negative
261.0072,4.508,0.703,0.392618431,negative
314.1708,8.331,0.704,0.390829686,positive
468.2219,3.666,0.704,0.390988638,positive
190.9655,2.104,0.704,-0.391068047,negative
563.2511,3.658,0.704,0.391281472,negative
180.088,0.589,0.705,0.389041175,positive
448.3055,0.515,0.705,-0.389806968,negative
247.0923,5.625,0.706,0.388515356,positive
383.153,2.502,0.706,-0.38850657,negative
539.2491,0.576,0.706,-0.387682434,negative
165.042,0.562,0.707,0.387259618,negative
173.0818,0.849,0.707,0.386284653,negative
401.1091,3.78,0.707,0.387303834,negative
513.2693,0.525,0.707,0.386689483,negative
335.0788,4.048,0.708,-0.385406882,negative
418.1445,4.081,0.708,-0.385766139,negative
175.0713,6.64,0.709,0.384183783,positive
307.161,8.376,0.709,0.384084269,positive
246.0076,3.632,0.709,-0.384465059,negative
335.115,3.507,0.709,-0.384191124,negative
425.1157,3.412,0.709,0.383591873,negative
319.1247,7.989,0.71,0.382206626,positive
195.052,1.912,0.71,0.382028791,negative
499.112,3.373,0.71,-0.382458021,negative
579.2125,2.377,0.71,-0.383068115,negative
277.1868,4.613,0.711,-0.381894785,positive
244.0031,4.944,0.711,0.38179727,negative
285.097,0.525,0.711,-0.381094648,negative
339.0892,3.494,0.711,-0.381662889,negative
447.2226,0.525,0.711,0.381140176,negative
333.0995,3.49,0.712,0.380527222,negative
164.0715,4.437,0.713,-0.37808422,negative
397.1493,3.687,0.713,-0.378096959,negative
565.2092,0.543,0.713,-0.377866441,negative
667.3006,0.558,0.713,-0.378792257,negative
181.0504,0.867,0.714,-0.376554349,negative
324.0723,6.186,0.714,-0.377100434,negative
411.1835,0.562,0.714,0.377654973,negative
331.161,1.03,0.716,-0.374521093,negative
409.2232,0.514,0.716,0.373936231,negative
230.9967,0.739,0.717,-0.372330915,negative
279.0718,6.427,0.717,0.373215459,negative
468.1999,0.539,0.717,0.372335823,negative
353.0894,6.244,0.718,-0.371308983,negative
468.0468,8.118,0.718,-0.371981863,negative
485.0979,5.138,0.718,0.37092403,negative
400.1935,6.118,0.719,-0.370403971,positive
189.0928,0.848,0.719,-0.369897792,negative
284.1853,1.366,0.72,0.369196477,positive
363.0752,3.254,0.72,0.368525936,negative
177.1284,0.774,0.721,-0.366699482,negative
179.056,6.344,0.721,-0.367137717,negative
347.1706,4.809,0.721,0.366908699,negative
351.0566,8.859,0.722,0.365330545,negative
357.0822,4.307,0.722,0.366465259,negative
295.1203,3.636,0.723,-0.364587296,negative
539.2491,4.207,0.723,-0.364939406,negative
194.0458,3.731,0.724,-0.363807586,negative
199.0975,0.822,0.724,0.363447476,negative
218.1032,0.535,0.724,-0.362615988,negative
497.2745,0.519,0.724,-0.363030362,negative
506.0901,3.699,0.724,-0.363733918,negative
262.1396,8.205,0.725,0.36201362,positive
100.0757,0.957,0.726,-0.360708511,positive
450.1578,7.375,0.726,0.360372405,positive
126.022,6.25,0.727,0.35869139,positive
199.0826,0.565,0.727,0.358596573,positive
338.2064,2.907,0.727,0.358936384,positive
361.1128,5.045,0.728,-0.357493948,positive
233.0469,3.48,0.728,-0.358004211,negative
583.3114,4.248,0.728,0.357945737,negative
178.0589,0.533,0.729,-0.356010818,negative
229.1548,0.532,0.731,-0.35350633,positive
349.1248,5.186,0.731,0.35406643,negative
640.333,6.148,0.731,-0.354242812,negative
158.082,0.514,0.732,0.352783282,negative
401.0691,5.126,0.732,0.352848874,negative
340.1864,3.25,0.733,0.351329315,positive
203.0107,1.372,0.733,0.351021317,negative
439.1605,3.564,0.733,-0.35013664,negative
196.0603,7.154,0.734,-0.349410691,positive
346.2222,0.518,0.734,0.349157714,positive
153.0193,3.42,0.734,-0.348853339,negative
179.0636,0.527,0.734,-0.349649616,negative
262.1285,6.335,0.735,0.347748065,positive
436.1959,4.973,0.735,-0.348181283,positive
197.0675,0.579,0.735,0.348269687,negative
422.058,1.714,0.735,-0.3474673,negative
394.1621,4.476,0.736,-0.347295944,positive
217.0929,1.022,0.736,0.347031328,negative
341.1236,3.922,0.736,-0.346439439,negative
363.1077,2.178,0.736,-0.347232392,negative
209.0675,0.96,0.737,0.345196188,negative
232.0284,4.836,0.737,-0.344895959,negative
487.2078,4.559,0.739,-0.342260867,positive
215.0163,5.665,0.74,-0.3412705,positive
197.068,3.613,0.74,0.340835315,negative
181.0624,1.495,0.741,-0.339280637,positive
385.0454,3.618,0.741,0.34000748,negative
425.1127,0.56,0.741,0.339894836,negative
541.2644,4.221,0.741,-0.340185634,negative
432.2019,0.535,0.742,-0.33797319,positive
287.1496,0.972,0.742,-0.337877319,negative
567.1896,3.663,0.742,-0.338826774,negative
233.1495,8.034,0.743,0.337104464,positive
272.1669,0.804,0.743,-0.337146727,positive
225.0407,4.167,0.743,0.337547992,negative
536.1007,3.693,0.743,-0.337347451,negative
239.139,0.892,0.744,-0.335136334,positive
307.084,4.338,0.744,0.335955255,negative
449.2019,0.567,0.744,-0.336298195,negative
464.191,3.704,0.744,-0.335664934,negative
340.1024,4.787,0.745,0.334655349,positive
173.0567,5.7,0.745,0.334621258,negative
608.1467,1.783,0.745,0.334313106,negative
229.1293,6.895,0.746,0.333208324,positive
86.0601,1.154,0.746,0.333511296,positive
195.0521,2.398,0.746,0.332478586,negative
427.0695,3.454,0.746,-0.332640582,negative
281.1494,0.927,0.747,-0.33167719,positive
288.2081,1.122,0.747,0.332254028,positive
221.0422,5.654,0.748,0.330167215,positive
258.1091,1.209,0.748,-0.330151712,positive
298.1873,9.502,0.748,-0.330130914,positive
313.1521,4.481,0.748,-0.330425568,positive
427.2136,0.542,0.748,-0.329900453,negative
763.1909,7.999,0.748,0.330372911,negative
189.1345,7.821,0.749,0.328594436,positive
316.1217,0.51,0.749,-0.329037031,negative
173.092,6.33,0.75,-0.327806222,positive
246.1703,1.784,0.75,0.327449346,positive
263.16,8.312,0.75,-0.327271524,positive
349.0866,5.512,0.75,-0.327868119,positive
383.1356,5.936,0.75,-0.326985558,positive
735.3684,1.164,0.75,-0.327587622,positive
267.1097,6.145,0.75,0.327185916,negative
145.133,4.296,0.751,0.326483438,positive
242.1389,0.944,0.751,-0.326279549,positive
286.146,3.481,0.751,0.326376814,positive
340.1319,7.149,0.751,-0.326864251,positive
388.0933,5.841,0.751,-0.326636232,positive
203.0111,2.099,0.751,-0.325595688,negative
340.1259,4.777,0.751,-0.326025022,negative
471.1311,4.172,0.751,0.326866067,negative
480.2047,4.948,0.752,0.324158618,positive
156.0665,1.414,0.752,0.324192413,negative
197.0676,0.781,0.752,-0.324168159,negative
243.1341,3.697,0.753,-0.323627589,positive
340.1028,0.559,0.753,-0.323127242,negative
504.2647,4.971,0.754,-0.322131448,positive
216.0988,5.731,0.754,-0.322543046,negative
254.9814,3.634,0.754,-0.322156251,negative
120.0658,1.662,0.755,-0.321002775,positive
217.1546,5.792,0.755,0.320846085,positive
474.1399,3.581,0.755,-0.321091676,positive
293.0154,3,0.755,-0.320405413,negative
361.0904,5.706,0.755,0.320416936,negative
383.0437,4.326,0.755,-0.32103055,negative
650.2883,3.304,0.755,0.320299367,negative
256.1676,0.503,0.756,0.319833158,positive
271.0749,5.387,0.756,-0.319717323,positive
326.1102,4.91,0.756,0.319782773,negative
370.0777,7.194,0.756,-0.319710559,negative
483.1578,3.308,0.756,-0.319446785,negative
175.1523,7.555,0.757,0.317580283,positive
261.0484,5.649,0.757,0.318605092,positive
229.086,4.099,0.758,0.316166618,positive
346.1321,3.621,0.758,0.317309616,negative
432.1992,4.386,0.758,-0.317265688,negative
373.1499,0.521,0.759,0.3149029,negative
505.2646,0.525,0.759,0.314854581,negative
130.0499,4.245,0.76,0.314289982,positive
204.1343,4.98,0.76,0.31463108,positive
416.1911,3.695,0.76,-0.31370329,positive
307.0839,3.473,0.76,-0.313472544,negative
452.1921,0.558,0.76,-0.314525473,negative
521.2423,2.361,0.76,0.313384224,negative
265.1623,0.765,0.762,0.310927319,positive
303.1184,6.154,0.762,-0.310941876,positive
127.0502,5.493,0.763,0.309323721,positive
167.0564,0.555,0.763,0.309605948,positive
319.0671,5.695,0.763,-0.30999228,negative
389.0984,3.675,0.763,-0.310271144,negative
167.0563,1.285,0.764,0.307958804,positive
218.1387,2.855,0.764,0.308090179,positive
240.0182,7.939,0.764,-0.308467959,negative
274.0025,5.671,0.764,-0.308564205,negative
432.1237,4.381,0.764,0.308698911,negative
632.2037,7.803,0.764,0.30830072,negative
170.0923,3.67,0.766,0.306192942,positive
501.1421,5.113,0.766,-0.30605018,negative
555.1556,3.583,0.766,0.305221054,negative
166.1227,0.961,0.767,0.304666078,positive
200.9866,1.058,0.767,-0.304579383,negative
283.0821,4.197,0.767,0.304028503,negative
421.142,3.433,0.767,0.303908654,negative
149.0092,7.63,0.768,0.302462478,negative
347.1705,3.994,0.768,-0.303665545,negative
379.0685,6.344,0.768,0.303724405,negative
429.2122,0.521,0.768,-0.30349006,negative
615.2543,4.788,0.77,-0.300402446,positive
193.0352,7.691,0.77,-0.300025231,negative
345.0795,2.084,0.77,-0.299813737,negative
325.1744,0.519,0.771,0.299562112,positive
319.0839,3.477,0.772,-0.298167747,negative
560.1017,3.341,0.772,-0.297148169,negative
121.0283,3.861,0.773,-0.295785068,positive
184.0621,3.682,0.773,0.296942753,positive
486.2371,3.708,0.773,0.295954663,positive
325.0944,5.667,0.774,0.295124083,negative
389.1472,0.558,0.774,0.294834825,negative
159.149,3.721,0.775,0.293635226,positive
191.0662,7.745,0.775,0.293735857,positive
195.0515,0.84,0.775,-0.293928185,negative
293.0633,5.418,0.776,-0.292904967,positive
312.1266,0.909,0.776,0.292805786,negative
441.121,0.557,0.776,0.292533501,negative
193.155,3.944,0.777,-0.291304691,positive
287.1002,0.56,0.777,0.290823803,positive
203.0022,1.372,0.777,0.291084435,negative
243.1083,1.017,0.777,-0.290530478,negative
359.0346,2.582,0.777,-0.291114407,negative
365.1052,6.439,0.778,-0.289071045,positive
398.9611,1.68,0.778,0.289310493,negative
116.1171,1.124,0.78,-0.287148735,positive
291.1297,8.546,0.78,-0.286875626,positive
288.1198,6.673,0.78,0.286809216,negative
338.0878,4.821,0.78,0.287126107,negative
457.2224,0.513,0.78,-0.287419878,negative
176.0666,7.162,0.782,-0.284048269,positive
245.0126,3.391,0.782,0.284167645,negative
383.1703,0.521,0.782,0.284314318,negative
353.0261,7.184,0.783,-0.283256146,positive
418.1445,0.549,0.783,0.282523225,negative
437.0909,0.565,0.783,-0.283168283,negative
255.145,7.703,0.784,0.281691695,positive
175.061,0.56,0.784,0.28102223,negative
399.0615,2.081,0.784,0.28131868,negative
197.0679,3.663,0.785,0.280430811,negative
199.1313,0.836,0.785,-0.27981404,negative
509.2749,0.528,0.785,0.280873117,negative
187.0068,2.535,0.786,-0.278707309,negative
191.0284,5.675,0.786,-0.279290257,negative
263.1397,0.54,0.786,0.27942223,negative
258.1263,1.308,0.788,-0.275846431,positive
392.1204,3.651,0.788,0.275745595,negative
717.3928,1.051,0.789,-0.275417029,positive
204.0667,0.515,0.789,-0.274809451,negative
369.0281,4.932,0.79,-0.273849633,negative
445.2433,0.517,0.79,0.272891906,negative
501.1052,5.105,0.79,-0.27313123,negative
521.2193,2.309,0.79,0.273021263,negative
577.1969,0.559,0.79,-0.27299405,negative
601.1781,0.558,0.79,0.273038206,negative
188.9862,4.149,0.791,0.271746447,negative
208.9759,3.734,0.791,-0.272357754,negative
265.1191,0.536,0.792,0.271529401,positive
715.3764,1.192,0.792,-0.271259817,positive
205.0524,3.634,0.792,0.271153749,negative
353.0557,1.293,0.792,0.271416185,negative
306.0641,1.47,0.793,-0.269754628,positive
579.2641,3.674,0.793,0.27018285,positive
384.9455,1.844,0.793,0.269022508,negative
468.2222,0.533,0.794,-0.268429549,positive
103.04,0.988,0.794,-0.26805932,negative
224.0618,4.943,0.794,0.268011079,negative
225.0991,8.076,0.794,0.26777348,negative
262.9863,5.091,0.794,-0.268826408,negative
501.1057,4.061,0.794,-0.268033662,negative
238.1548,5.5,0.795,0.266509486,positive
387.1653,0.52,0.795,0.266833881,negative
399.095,6.659,0.795,0.266899686,negative
537.2331,0.562,0.795,-0.267300346,negative
158.1176,4.212,0.796,0.264934824,positive
181.0714,0.523,0.796,0.26511949,positive
222.1125,0.819,0.796,-0.265787495,positive
288.1189,7.178,0.796,0.265787849,positive
469.2362,1.242,0.796,0.265501317,positive
242.0125,3.346,0.796,0.265684413,negative
245.0777,5.688,0.796,0.265919896,negative
258.0076,3.328,0.796,0.265099378,negative
307.084,5.158,0.796,-0.265481333,negative
355.084,3.477,0.796,-0.265606979,negative
238.1083,1.113,0.797,-0.263661847,positive
373.244,7.33,0.797,-0.263595569,positive
100.0039,3.918,0.797,-0.264166064,negative
196.0283,4.94,0.797,0.264264184,negative
319.0668,4.881,0.797,-0.263847892,negative
255.1338,6.666,0.798,0.262306159,positive
354.1117,1.059,0.798,-0.263093584,positive
161.1285,8.241,0.799,0.261882421,positive
292.1687,7.349,0.799,-0.260866251,positive
354.101,0.567,0.799,-0.261441149,negative
159.0663,0.926,0.8,0.259723683,negative
204.9815,2.004,0.8,0.260749412,negative
175.1444,7.562,0.801,0.258324244,positive
261.1444,6.658,0.801,0.258310778,positive
197.0677,1.123,0.801,0.258403405,negative
204.0301,4.935,0.801,0.258506491,negative
259.0019,3.481,0.801,-0.259498351,negative
491.1918,4.425,0.801,-0.258544641,negative
283.1286,0.516,0.802,0.257133932,positive
325.0911,5.475,0.802,-0.257533608,positive
289.0381,3.994,0.802,-0.258177325,negative
421.0453,1.036,0.802,0.257313239,negative
274.213,1.103,0.803,-0.256089114,positive
149.0092,7.798,0.803,0.256403006,negative
324.0725,5.673,0.803,0.256345858,negative
478.1202,1.551,0.803,0.255936379,negative
302.1415,0.545,0.804,0.254727007,positive
495.0461,5.774,0.804,0.254644182,positive
145.0362,1.023,0.805,0.252872497,negative
198.1133,0.851,0.805,0.253728027,negative
405.1761,0.547,0.805,0.253700335,negative
478.1878,1.985,0.806,0.252286422,positive
577.2497,3.628,0.806,0.252017002,positive
189.0404,5.148,0.806,0.252698479,negative
385.168,0.573,0.806,0.252272206,negative
163.123,2.224,0.807,0.250356798,positive
342.1728,0.923,0.807,0.250508701,positive
335.0421,6.09,0.807,-0.250297861,negative
379.1601,0.575,0.807,0.250939812,negative
277.0733,3.48,0.808,-0.249924551,negative
369.0995,3.487,0.808,0.249673067,negative
261.0978,4.033,0.809,0.248679904,positive
230.0225,3.623,0.809,-0.247941567,negative
392.1165,0.562,0.809,0.247880283,negative
336.0668,3.29,0.81,-0.246689806,negative
252.1343,7.787,0.811,-0.24595298,positive
541.1212,6.459,0.811,0.245892739,negative
162.1129,5.651,0.812,0.24367364,positive
463.2582,0.524,0.812,0.244183123,positive
503.3506,1.224,0.812,-0.244548922,positive
340.1245,5.186,0.812,0.244695659,negative
302.1058,0.512,0.813,0.242273326,negative
561.1622,4.287,0.813,-0.243025514,negative
307.133,0.578,0.814,0.241277089,negative
342.1012,3.76,0.814,0.240989239,negative
367.1133,5.469,0.814,0.241520706,negative
241.0311,8.284,0.815,-0.239951688,positive
187.0068,2.234,0.815,0.240322759,negative
244.1542,0.514,0.816,0.238712871,positive
244.1543,0.514,0.816,0.238712871,positive
149.0455,5.186,0.816,-0.238823303,negative
238.0774,4.689,0.816,0.238858117,negative
276.0545,3.638,0.816,0.238442131,negative
369.1739,0.556,0.816,0.238323275,negative
493.2281,3.987,0.816,0.238675984,negative
749.3919,0.532,0.816,0.239387215,negative
106.0862,3.75,0.817,0.236986805,positive
261.1467,0.515,0.817,-0.237355029,positive
267.1246,0.529,0.817,0.237381419,positive
363.0285,3.294,0.817,0.237485364,negative
406.1143,3.661,0.817,0.237298202,negative
545.3031,1.418,0.818,0.236275604,positive
131.0712,0.84,0.818,-0.235958858,negative
227.0672,5.687,0.818,0.236056682,negative
356.2428,0.932,0.819,0.234886014,positive
452.1908,4.095,0.819,-0.234490134,positive
191.0196,3.644,0.819,-0.234488746,negative
249.0785,3.631,0.819,0.234916995,negative
261.0198,3.384,0.819,-0.234959814,negative
353.1198,4.773,0.819,-0.235115499,negative
923.4088,0.576,0.819,-0.235123677,negative
535.2833,1.542,0.82,0.233140742,positive
203.002,1.005,0.82,0.233852427,negative
283.1184,0.938,0.82,-0.23402998,negative
495.2227,4.533,0.82,0.233996881,negative
245.1494,5.617,0.821,-0.231895688,positive
265.1117,4.669,0.821,-0.232939178,positive
512.197,8.01,0.821,-0.232559688,positive
479.228,0.527,0.821,-0.231820412,negative
564.1689,6.53,0.821,0.232878183,negative
182.1285,0.539,0.822,-0.230622935,positive
306.064,1.508,0.822,-0.231585018,positive
742.327,6.508,0.822,0.230707546,positive
165.0534,0.912,0.822,0.23053287,negative
238.9867,8.106,0.822,-0.230829499,negative
162.1128,5.221,0.823,0.230184114,positive
265.002,2.224,0.823,-0.229616545,negative
279.0529,5.648,0.823,0.229302996,negative
317.11,8.01,0.823,0.230147744,negative
241.1296,7.647,0.824,0.228551151,positive
719.3758,1.264,0.824,0.227800415,positive
731.4085,1.051,0.824,0.22888934,positive
805.4077,1.199,0.824,0.228776719,positive
229.1079,0.847,0.824,-0.228872044,negative
368.1159,0.567,0.825,0.227549089,positive
787.4343,0.839,0.825,0.226340795,positive
212.0111,3.879,0.825,0.22641693,negative
274.0025,5.546,0.825,-0.227649946,negative
446.037,3.778,0.825,0.226942557,negative
163.1229,8.006,0.826,0.225786437,positive
255.1338,4.731,0.826,-0.225213117,positive
380.1156,0.558,0.826,-0.226020865,negative
346.2332,4.588,0.827,0.224801794,positive
648.2457,3.965,0.827,0.224731227,positive
124.0074,6.271,0.827,0.22416517,negative
421.0596,0.559,0.827,0.223906454,negative
565.1555,0.583,0.827,-0.223748161,negative
262.1396,7.95,0.828,-0.22303103,positive
272.1351,8.064,0.828,-0.223005218,positive
318.1769,7.436,0.828,0.223025477,positive
418.2036,4.031,0.828,-0.222470722,positive
269.1027,0.548,0.828,0.223279872,negative
290.1722,1.062,0.829,-0.22105237,positive
416.3518,0.967,0.829,0.221589206,positive
217.0575,5.682,0.829,-0.221773661,negative
348.1105,4.903,0.829,0.221627545,negative
94.0653,1.679,0.83,-0.220874518,positive
265.072,0.886,0.83,-0.220863571,negative
508.2802,2.422,0.831,0.218916279,positive
696.649,0.442,0.831,0.218552037,positive
352.0857,1.363,0.831,-0.219147064,negative
248.1128,6.388,0.832,-0.217743856,positive
369.1736,1.402,0.832,0.21745206,negative
551.1172,4.021,0.832,-0.217531997,negative
450.2119,3.204,0.833,0.217018188,positive
117.0558,0.877,0.833,0.216934985,negative
203.0825,4.789,0.833,0.215920733,negative
259.028,0.58,0.833,-0.216576653,negative
379.1048,4.043,0.833,0.21703188,negative
573.2395,0.524,0.833,-0.21673151,negative
595.3478,0.525,0.834,0.215054503,positive
481.2437,3.448,0.834,-0.215730965,negative
340.1324,5.379,0.835,0.214383998,positive
433.2074,0.527,0.835,0.214336631,negative
448.2317,3.946,0.836,0.212647719,positive
145.0982,8.275,0.836,0.21276817,negative
167.0559,3.69,0.836,-0.213055189,negative
208.0429,5.441,0.837,0.210951762,positive
258.1084,4.933,0.837,0.211169099,positive
119.0352,4.472,0.837,-0.211510029,negative
347.1054,3.351,0.837,0.210970104,negative
528.3014,0.529,0.837,-0.211325815,negative
853.3185,7.746,0.838,-0.209343216,negative
129.066,6.198,0.839,-0.208207074,positive
375.1279,3.242,0.839,0.209181433,positive
61.0396,2.563,0.839,0.208651148,positive
151.007,5.656,0.839,-0.208798635,negative
251.0519,7.281,0.839,-0.208404352,negative
321.0996,3.48,0.839,-0.208901983,negative
365.1425,0.559,0.839,-0.208967188,negative
390.2148,3.506,0.839,-0.208143121,negative
290.1356,3.737,0.84,-0.207238529,positive
721.3514,1.034,0.84,0.207147743,positive
761.4182,0.857,0.84,0.206985731,positive
248.0959,3.144,0.84,0.207777534,negative
277.0733,4.519,0.84,-0.207050442,negative
437.089,2.266,0.84,0.207254584,negative
273.108,6.263,0.841,-0.205640457,positive
481.309,1.638,0.841,-0.205533388,positive
212.0113,0.514,0.841,-0.205593475,negative
571.1485,6.253,0.841,-0.205353251,negative
217.13,6.202,0.842,0.20423205,positive
298.201,0.979,0.842,0.204725391,positive
302.2328,0.854,0.842,-0.204733923,positive
305.1855,0.518,0.842,0.204807504,positive
172.9922,1.849,0.842,0.205012818,negative
424.1597,3.213,0.843,0.202648346,positive
505.2256,4.929,0.844,0.201637241,positive
572.2742,1.476,0.844,0.202552851,positive
229.0541,0.558,0.844,-0.202112599,negative
230.0128,3.617,0.844,-0.202179144,negative
512.192,3.096,0.844,0.201344499,negative
346.0776,4.14,0.845,-0.201192581,negative
285.1808,1.647,0.846,0.198968719,positive
338.2322,0.863,0.846,0.198815433,positive
259.9865,3.126,0.846,-0.199391754,negative
226.082,3.788,0.848,0.196128902,positive
310.2019,0.968,0.848,0.196999176,positive
540.2071,4.419,0.848,-0.197055231,positive
331.0999,3.452,0.849,-0.195326621,negative
415.1894,1.823,0.85,0.194379137,positive
759.3976,0.531,0.85,0.193552772,negative
160.108,4.58,0.851,-0.193414078,positive
245.0744,5.671,0.851,0.192349994,positive
195.0516,0.562,0.851,0.192326006,negative
301.2015,0.509,0.851,0.192279213,negative
511.254,0.526,0.851,-0.192766652,negative
773.3418,0.556,0.851,0.192479557,negative
232.1544,0.515,0.852,-0.191993197,positive
248.0219,3.653,0.852,-0.190937162,positive
486.1209,2.988,0.852,-0.191828122,negative
163.123,2.886,0.853,0.189502098,positive
230.9966,3.831,0.853,0.190578916,negative
518.238,0.546,0.854,0.188846483,positive
246.0745,4.944,0.854,-0.188439334,negative
316.2476,0.839,0.855,0.186936661,positive
975.5183,0.838,0.855,0.187245142,positive
249.0072,3.526,0.855,-0.187250541,negative
275.0228,3.571,0.855,0.187096386,negative
466.2059,6.417,0.856,0.186189539,positive
219.0508,0.537,0.856,0.186013139,negative
293.0831,2.201,0.856,0.185885753,negative
359.0981,5.122,0.856,-0.186432348,negative
397.0731,0.584,0.856,0.18609545,negative
507.156,6.445,0.856,-0.186297249,negative
505.2373,1.814,0.857,0.185172338,positive
309.0229,5.542,0.857,0.185004091,negative
232.1179,0.789,0.858,-0.18403466,positive
275.0538,5.698,0.858,0.183733533,negative
338.0519,5.673,0.858,-0.183272991,negative
516.1847,5.788,0.858,0.183408212,negative
246.1701,0.513,0.859,0.182379446,positive
328.2115,0.513,0.859,-0.182858976,positive
499.2371,0.507,0.859,0.181792622,positive
535.2468,1.373,0.859,0.182241793,positive
323.0789,5.679,0.859,-0.182072044,negative
357.1793,0.549,0.86,0.180601114,positive
418.1637,3.622,0.86,-0.180569202,positive
427.2233,1.588,0.861,0.179149481,positive
175.061,3.616,0.861,0.179692824,negative
281.1025,0.843,0.861,0.180127653,negative
335.1151,3.621,0.861,-0.179120218,negative
146.1176,5.027,0.862,-0.177962066,positive
624.1416,1.761,0.862,0.178542956,negative
138.0556,4.837,0.863,0.17757859,positive
205.155,7.708,0.863,-0.177271854,positive
182.0272,5.423,0.863,-0.177218948,negative
391.1405,0.537,0.863,-0.177488838,negative
246.1817,1.057,0.864,-0.175497393,positive
276.1453,1.041,0.864,-0.175113471,positive
471.0854,1.877,0.864,0.175188981,positive
205.0524,3.564,0.864,-0.175977359,negative
416.1462,3.62,0.864,0.175141802,negative
628.1269,3.837,0.864,0.176059546,negative
434.1579,5.479,0.865,-0.17382669,positive
271.1548,0.788,0.865,-0.173794758,negative
149.1073,1.011,0.866,0.173462956,positive
203.139,5.989,0.866,-0.172720824,positive
286.2374,0.512,0.866,0.173318959,positive
175.0974,0.773,0.866,-0.172791991,negative
231.1236,0.974,0.866,-0.173653866,negative
457.251,6.86,0.867,-0.172159243,positive
261.0073,3.254,0.868,0.170103436,negative
361.1499,3.707,0.868,-0.17009501,negative
369.1312,0.552,0.868,0.17079696,negative
