m.z,r.t,p.value,t.score,mode
238.1549,6.221,0.207,1.350111634,positive
237.1128,0.821,0.207,-1.349239612,negative
356.0984,4.734,0.207,-1.349341154,negative
424.0372,1.749,0.207,-1.347810753,negative
142.1225,3.003,0.208,-1.346208366,positive
151.0615,1.336,0.208,1.345647703,positive
229.0852,3.063,0.208,1.346439675,positive
318.1351,0.512,0.208,-1.345313234,positive
212.0019,2.386,0.208,-1.345962254,negative
347.0888,4.926,0.208,-1.346043912,negative
387.2017,0.89,0.208,-1.347038669,negative
666.637,0.431,0.209,-1.342103866,positive
165.0405,5.703,0.209,-1.34397261,negative
485.1658,0.539,0.21,1.338359501,negative
294.1347,0.513,0.211,1.33764482,negative
173.009,6.03,0.212,-1.331791462,negative
207.0477,2.382,0.213,-1.330579725,negative
230.9815,1.035,0.213,-1.329251474,negative
276.0026,3.407,0.213,-1.329766527,negative
339.1079,0.546,0.213,-1.328612395,negative
551.2299,2.381,0.213,-1.329482691,negative
148.0968,5.031,0.214,-1.327871652,positive
167.0727,0.556,0.214,-1.327405113,positive
170.0932,6.855,0.214,1.327627396,positive
262.9864,7.93,0.214,-1.3272941,negative
281.1132,0.515,0.214,1.325642265,negative
477.1075,1.029,0.214,-1.327250746,negative
290.177,2.893,0.215,1.323166875,positive
202.9868,1.018,0.215,-1.322785091,negative
173.0567,5.365,0.216,1.319304894,negative
349.1248,5.438,0.216,1.322107438,negative
519.1171,4.031,0.216,1.322191307,negative
181.0838,0.54,0.217,1.318548063,positive
387.1654,3.687,0.217,1.317370009,negative
277.0844,0.837,0.218,-1.313661513,negative
135.0373,5.68,0.219,-1.310890351,negative
284.0773,5.465,0.219,1.311121686,negative
443.1553,0.527,0.219,1.310926768,negative
154.0587,5.989,0.22,1.307682899,positive
305.0866,4.783,0.222,-1.303054063,positive
243.9919,4.942,0.222,1.302893324,negative
389.0876,3.478,0.222,1.3008758,negative
247.1759,4.792,0.223,-1.299545528,positive
392.155,4.524,0.223,-1.298535099,positive
171.0662,0.928,0.224,1.296494656,negative
159.1128,4.592,0.226,1.291322283,positive
203.139,7.531,0.226,1.290888595,positive
491.2414,4.923,0.226,1.290268822,positive
167.0461,5.457,0.227,1.28831108,negative
249.0577,6.126,0.227,-1.286370619,negative
257.15,0.515,0.227,1.285938795,negative
407.1007,3.863,0.227,-1.287202841,negative
314.1594,5.081,0.228,1.283305659,positive
527.1811,2.365,0.228,-1.28370124,negative
281.1493,4.837,0.229,-1.282180565,positive
204.9811,4.114,0.229,-1.280892678,negative
409.1865,0.518,0.229,-1.281180645,negative
427.0857,5.802,0.229,-1.2805422,negative
151.0255,1.019,0.23,1.278460318,negative
175.0245,0.522,0.23,-1.279702456,negative
73.0294,0.881,0.23,-1.277222875,negative
166.0724,3.417,0.232,1.271189915,positive
276.1443,0.534,0.232,-1.271481356,positive
279.1103,5.146,0.232,1.271889012,positive
417.1877,4.012,0.232,1.271396146,positive
257.1498,0.514,0.233,1.268497813,negative
622.0896,3.343,0.233,-1.268471432,negative
217.1548,5.348,0.234,1.267868732,positive
185.0819,0.862,0.234,1.265821008,negative
372.0936,4.817,0.234,-1.265268729,negative
321.1793,0.952,0.235,1.262910143,positive
289.0524,2.13,0.236,1.262028556,negative
313.023,5.662,0.236,-1.260808425,negative
341.0653,3.749,0.237,-1.258072982,positive
227.1035,6.034,0.237,1.258118241,negative
146.0813,1.149,0.238,-1.255099839,positive
259.0924,6.027,0.238,-1.254042615,positive
288.1956,0.873,0.239,-1.253263009,positive
637.2961,6.135,0.239,-1.252379685,positive
299.1246,5.173,0.239,1.252675489,negative
270.0849,5.113,0.242,1.24496279,positive
296.1853,0.806,0.242,-1.243097983,positive
243.123,0.971,0.242,-1.244958505,negative
286.1784,0.829,0.244,1.238141865,positive
236.0772,0.506,0.244,-1.239046896,negative
295.0609,2.42,0.244,-1.238007147,negative
172.0978,0.872,0.245,-1.234026458,negative
289.0383,0.566,0.245,-1.234857451,negative
357.2497,7.349,0.246,1.231911729,positive
401.0891,4.883,0.246,-1.23153897,negative
247.0924,6.031,0.247,-1.230869603,positive
287.1598,3.82,0.247,1.228954618,positive
293.0632,5.651,0.247,-1.230821764,positive
201.1131,0.834,0.247,1.228655438,negative
493.244,3.392,0.248,1.225580903,negative
263.0951,3.642,0.249,-1.22507288,negative
321.01,2.453,0.249,-1.223665324,negative
319.1647,0.799,0.25,1.219997183,positive
287.0407,5.683,0.25,1.220734588,negative
272.0764,5.633,0.251,1.219488505,positive
339.1545,7.985,0.251,-1.217474755,positive
259.0561,2.484,0.251,-1.217806435,negative
166.0724,3.376,0.252,1.214945769,positive
263.0519,0.516,0.252,-1.215020909,positive
210.0882,5.677,0.252,1.216178473,negative
211.028,5.713,0.252,-1.216276384,negative
351.1173,3.296,0.252,1.215323439,negative
396.1296,3.893,0.252,1.215945771,negative
170.1005,7.836,0.253,-1.211997552,positive
285.0433,2.145,0.253,1.211904988,negative
490.1204,1.242,0.253,-1.213931423,negative
479.1308,4.053,0.254,1.211004806,positive
181.0718,5.323,0.254,1.209731892,negative
295.0609,2.406,0.254,-1.210335318,negative
439.1031,2.332,0.254,-1.210058338,negative
137.0458,2.938,0.255,1.207495522,positive
245.0768,4.431,0.255,1.206606277,positive
342.1401,4.801,0.255,1.206903535,negative
385.0755,3.251,0.255,1.208885843,negative
295.1498,8.885,0.256,-1.206042847,positive
371.1155,4.831,0.256,-1.204002413,negative
350.1607,0.52,0.257,1.201727235,positive
675.8656,8.615,0.257,-1.200826452,positive
293.0335,4.024,0.257,-1.201365095,negative
182.0577,5.415,0.258,-1.19846672,positive
290.1597,0.522,0.258,-1.200102424,positive
313.1652,0.951,0.258,-1.198700934,negative
319.03,3.986,0.258,-1.199634267,negative
476.1917,3.149,0.258,-1.200460847,negative
641.2574,0.556,0.258,-1.200381171,negative
330.239,1.114,0.259,1.196570049,positive
190.0509,1.024,0.259,-1.196872686,negative
234.9916,4.916,0.259,1.195491821,negative
323.1456,9.146,0.259,1.197178326,negative
157.0608,6.057,0.26,-1.193108945,positive
175.0246,5.701,0.26,-1.194463164,negative
239.9969,2.405,0.26,-1.195148201,negative
541.2136,0.56,0.26,-1.194828563,negative
366.1123,0.548,0.261,1.192099064,positive
427.0643,5.369,0.261,-1.190862958,negative
757.3533,0.543,0.261,1.191518242,negative
88.0403,6.143,0.261,1.192004131,negative
231.0378,5.108,0.262,1.188010835,positive
173.0218,1.841,0.262,-1.188928483,negative
413.2811,0.557,0.263,1.185507576,positive
887.3642,7.332,0.263,-1.186644584,positive
450.0527,1.755,0.264,1.182913694,negative
568.1059,3.844,0.264,-1.18342039,negative
241.1295,7.948,0.265,1.181449054,positive
266.1595,6.173,0.266,-1.179044288,positive
555.1887,3.497,0.266,-1.178938217,negative
561.299,1.22,0.267,-1.176121925,positive
212.011,3.758,0.267,-1.174507172,negative
260.0473,2.62,0.267,-1.175312034,negative
633.1408,2.45,0.267,-1.176551192,negative
138.0549,3.649,0.269,-1.16924065,positive
279.0855,5.437,0.269,1.169834018,positive
377.114,3.199,0.269,1.171493953,negative
507.2233,3.159,0.269,-1.169642547,negative
636.0805,3.392,0.269,-1.170434958,negative
551.2954,5.441,0.27,-1.168530427,positive
203.0019,0.829,0.27,-1.168877415,negative
263.0229,3.849,0.27,-1.167995276,negative
141.066,5.082,0.271,1.163863652,positive
365.1741,6.723,0.271,1.165855791,positive
215.1399,5.402,0.271,1.164300801,negative
153.0047,1.043,0.272,-1.163617209,negative
246.9763,1.04,0.272,-1.163009043,negative
255.1338,6.529,0.273,1.161217749,positive
169.0495,0.477,0.274,1.15779313,positive
422.1276,2.248,0.274,-1.157733523,negative
159.0764,6.269,0.275,-1.155299571,positive
139.0069,4.58,0.275,-1.154403762,negative
243.0624,4.458,0.275,1.154201565,negative
334.1252,7.52,0.275,1.154813573,negative
469.1127,2.353,0.276,-1.153323119,negative
232.0283,5.427,0.277,1.149197343,negative
325.0364,3.989,0.277,-1.150777738,negative
308.1855,0.51,0.278,-1.146657996,positive
161.0455,3.634,0.278,1.148062839,negative
203.0022,2.044,0.278,-1.146642759,negative
192.0743,6.855,0.279,1.1443584,positive
247.988,3.057,0.279,1.144852012,negative
397.186,0.518,0.279,-1.143802277,negative
239.0726,0.758,0.28,-1.14186135,positive
319.1974,4.634,0.28,1.143274512,positive
540.3495,4.471,0.28,-1.142365257,positive
137.0244,0.97,0.28,-1.142522179,negative
421.1145,2.311,0.28,-1.142991731,negative
336.1915,2.914,0.282,1.138189291,positive
351.2162,0.499,0.282,-1.137545203,positive
366.139,8.13,0.282,-1.136494259,positive
504.1324,3.4,0.282,-1.136611149,positive
288.216,0.509,0.283,1.134829865,positive
369.2493,7.282,0.283,1.134965223,positive
359.0981,5.715,0.284,-1.13312739,negative
417.1978,7.183,0.285,1.130067742,positive
173.9866,2.442,0.285,1.130861846,negative
327.1074,0.558,0.285,-1.130784627,negative
385.1682,2.449,0.285,-1.129841678,negative
257.0122,1.017,0.287,-1.125905022,negative
263.0346,3.882,0.288,-1.122769757,negative
303.0719,4.804,0.288,-1.122841831,negative
400.1427,0.588,0.288,1.12264108,negative
440.1718,0.558,0.288,-1.121295888,negative
129.0193,2.327,0.289,-1.119986024,negative
439.1605,4.114,0.289,1.118683645,negative
251.1279,0.811,0.29,1.11788472,positive
434.1419,8.262,0.29,-1.117958736,positive
182.0579,4.331,0.291,-1.115322028,positive
221.0769,7.97,0.291,1.114108507,positive
349.1768,0.501,0.291,-1.11525154,positive
175.0246,4.153,0.291,-1.114572739,negative
357.1011,2.685,0.291,1.114399113,negative
391.1601,0.524,0.292,1.112507024,positive
135.0312,3.109,0.292,1.111824463,negative
229.1441,0.51,0.292,-1.112414551,negative
275.1027,3.588,0.293,-1.108852707,positive
385.2528,4.483,0.293,1.110320971,positive
361.1028,5.97,0.293,1.110485863,negative
204.9812,3.501,0.294,1.108218982,negative
171.0765,5.52,0.295,1.105710154,positive
855.5726,0.469,0.295,1.106078412,positive
437.1808,0.518,0.295,1.105140117,negative
353.1703,8.174,0.296,-1.102457026,positive
521.2675,1.84,0.296,1.101963847,positive
459.1089,2.376,0.296,-1.102595323,negative
493.2431,0.524,0.296,1.103383471,negative
315.1773,6.535,0.297,-1.101455937,positive
1058.0265,1.11,0.297,-1.099167088,negative
212.0022,2.356,0.297,-1.099985813,negative
591.312,2.003,0.298,-1.097189034,positive
593.1674,1.005,0.298,-1.098255247,negative
197.0468,2.723,0.299,-1.096577123,negative
225.0073,8.167,0.299,1.094930568,negative
298.0024,5.466,0.299,-1.095046143,negative
405.106,1.028,0.299,-1.096400423,negative
318.0761,2.4,0.3,-1.091931993,negative
513.2982,4.083,0.301,1.091549076,positive
116.1153,1.178,0.302,-1.087556941,positive
188.0351,4.457,0.302,1.087717961,negative
223.0973,0.837,0.302,-1.088247481,negative
357.1019,0.569,0.302,1.087472899,negative
735.3596,0.544,0.302,-1.088585828,negative
531.3637,0.503,0.303,1.086787509,positive
528.2625,0.58,0.303,1.084742986,negative
599.1786,4.035,0.303,-1.085588394,negative
288.1598,0.546,0.304,1.083101525,positive
304.0483,7.9,0.304,-1.08442097,positive
402.2842,0.515,0.304,1.083183643,positive
185.0566,7.305,0.304,1.083378683,negative
205.0881,0.505,0.304,1.084008713,negative
242.9966,1.058,0.304,-1.084425371,negative
262.1042,7.536,0.304,-1.084471087,negative
156.1019,0.817,0.305,-1.080550859,positive
507.2521,1.817,0.305,-1.080882804,positive
178.0361,1.018,0.305,-1.081952655,negative
263.0228,3.822,0.305,-1.081020824,negative
270.1343,0.521,0.305,1.081978888,negative
357.1912,0.943,0.305,-1.081282599,negative
480.1149,4.917,0.305,1.081989183,negative
199.096,3.252,0.306,-1.077665699,positive
239.1147,7.98,0.306,1.079809324,negative
314.1055,0.512,0.306,-1.079848876,negative
595.1274,3.509,0.306,1.078973919,negative
138.0541,2.867,0.307,-1.076875743,positive
478.1159,4.716,0.307,1.075672392,negative
573.1989,3.921,0.307,-1.075323865,negative
244.1711,3.76,0.309,-1.071953455,positive
248.1491,4.879,0.309,1.072680723,positive
400.1979,0.535,0.309,-1.072191852,positive
236.0232,7.803,0.309,1.071800959,negative
236.0252,4.945,0.309,-1.071772884,negative
361.1498,0.533,0.309,1.072485101,negative
229.0864,0.532,0.31,1.070319851,positive
316.2116,0.514,0.31,1.0700682,positive
224.0233,6.057,0.31,1.069572058,negative
240.9658,1.039,0.31,-1.069878829,negative
279.0528,6.074,0.31,1.068394589,negative
412.1484,4.864,0.311,-1.065971583,positive
217.0161,7.826,0.311,1.067986638,negative
230.9966,4.318,0.311,1.06659868,negative
288.0876,2.429,0.311,1.066926126,negative
353.0894,5.683,0.311,-1.067190408,negative
567.3144,0.527,0.311,1.068082996,negative
249.0534,0.86,0.312,-1.063826408,negative
262.1032,7.903,0.313,-1.062406009,positive
367.212,0.875,0.313,-1.063122247,negative
394.1352,5.7,0.313,1.063369623,negative
587.2144,3.945,0.313,-1.062120746,negative
269.136,1.005,0.314,-1.059904771,negative
359.1707,0.969,0.315,-1.056995224,negative
171.0765,5.569,0.316,1.056430306,positive
233.0632,5.675,0.316,-1.054432574,positive
384.7715,4.868,0.316,1.055447409,positive
345.1653,4.623,0.317,1.052431332,positive
217.9843,3.941,0.317,-1.054274645,negative
202.0509,5.224,0.318,-1.05088491,negative
267.1234,0.816,0.318,-1.052037991,negative
232.1291,5.085,0.319,1.048618261,positive
208.0612,0.516,0.319,-1.049334982,negative
300.1267,0.968,0.319,-1.048599635,negative
512.2233,3.668,0.321,-1.043581166,positive
226.9517,5.826,0.322,-1.041301662,positive
129.0193,6.544,0.322,-1.041192336,negative
191.0201,7.804,0.322,1.042607453,negative
375.091,3.638,0.322,-1.042218943,negative
417.0998,3.083,0.322,-1.042468884,negative
415.0559,3.74,0.323,1.038505029,negative
521.1088,3.637,0.323,1.040656481,negative
216.9811,3.931,0.324,-1.037316287,negative
275.0746,3.503,0.324,1.037489024,negative
261.0875,3.343,0.325,-1.035775686,negative
129.0654,5.675,0.326,-1.03397506,positive
173.092,5.448,0.326,1.032471864,positive
436.1964,6.237,0.326,-1.033304011,positive
573.465,1.767,0.326,1.033034109,positive
137.0458,2.887,0.327,1.029784151,positive
339.1076,3.545,0.327,-1.031235242,negative
190.1186,6.676,0.328,1.027417951,positive
398.1458,3.806,0.328,1.027626815,positive
329.16,0.517,0.328,-1.028261835,negative
410.1448,4.176,0.329,1.025961245,positive
434.2167,3.263,0.329,-1.025301566,positive
467.0351,5.297,0.33,-1.023627076,positive
165.0472,3.498,0.33,1.023036883,negative
253.0921,0.602,0.33,-1.024253596,negative
258.0439,4.624,0.33,-1.024861115,negative
359.0581,3.057,0.33,-1.02379204,negative
392.1188,7.332,0.332,-1.019186177,positive
596.2694,6.186,0.332,-1.019692358,positive
130.0863,7.575,0.333,1.016231815,positive
458.2019,0.544,0.333,1.016934717,positive
571.0617,5.835,0.333,-1.01667807,positive
600.1399,5.886,0.333,-1.017342555,positive
261.0071,2.319,0.333,-1.017481392,negative
316.1208,2.204,0.333,-1.016286556,negative
420.2011,4.674,0.334,-1.0160171,positive
191.0539,5.675,0.334,-1.015495486,negative
338.1175,7.123,0.334,-1.016059795,negative
393.0106,4.036,0.334,-1.014368381,negative
413.1447,4.649,0.334,-1.01551159,negative
168.078,7.818,0.335,1.012616851,negative
249.0627,5.154,0.335,-1.013296252,negative
134.1175,3.699,0.336,1.009968575,positive
377.1809,0.526,0.336,1.009638602,negative
191.0018,3.068,0.337,1.008918388,negative
181.0617,1.482,0.338,1.006020187,positive
413.0838,0.586,0.338,-1.005682163,positive
501.6989,7.967,0.338,-1.006488616,positive
199.0069,1.086,0.338,1.005562417,negative
263.0227,4.475,0.338,1.005358246,negative
569.1103,3.819,0.338,-1.006422031,negative
559.1264,8.026,0.339,-1.004545183,positive
611.3131,1.258,0.339,-1.004252066,positive
312.0317,3.986,0.339,-1.003479272,negative
372.9904,4.024,0.339,-1.003896124,negative
376.2119,0.518,0.339,1.005112933,negative
455.0859,4.925,0.339,-1.003201544,negative
503.1207,5.53,0.339,-1.003455413,negative
767.0226,5.837,0.339,-1.003050433,negative
231.1702,5.351,0.34,1.001034041,positive
279.0173,4.922,0.34,-1.001745231,negative
307.0125,6.081,0.34,-1.002705395,negative
373.0775,7.367,0.34,-1.00273769,negative
375.0929,6.899,0.34,-1.002443473,negative
393.9848,4.068,0.34,-1.00124228,negative
431.1161,1.301,0.34,-1.001612624,negative
443.059,5.513,0.34,-1.002956567,negative
447.1495,4.739,0.34,-1.002980049,negative
457.0745,4.345,0.34,-1.0022574,negative
500.1897,5.486,0.34,-1.001753402,negative
518.1649,5.312,0.34,-1.003023101,negative
532.3118,0.521,0.34,-1.002308358,negative
653.0287,5.802,0.34,-1.002747924,negative
655.1389,4.473,0.34,-1.001425145,negative
833.2896,4.053,0.34,-1.001982895,negative
451.0399,4.311,0.341,-1.000317158,positive
219.0507,3.497,0.341,-0.999722279,negative
229.0638,0.559,0.341,-1.000152492,negative
291.0177,2.075,0.341,-0.999483042,negative
315.0831,3.586,0.341,0.999928037,negative
554.1517,1.231,0.341,0.999321817,negative
605.111,4.047,0.341,-1.000656602,negative
248.113,6.597,0.342,0.99728161,positive
435.0872,5.844,0.342,-0.996962124,positive
377.0894,5.128,0.342,-0.997026566,negative
535.2183,3.646,0.342,-0.996819294,negative
328.248,0.503,0.343,0.994960762,positive
259.0568,7.075,0.343,0.995838629,negative
401.0404,3.556,0.343,0.994374529,negative
205.0272,0.897,0.344,0.993233647,negative
338.1174,5.405,0.344,0.994150577,negative
169.0608,5.613,0.345,0.992107365,positive
434.1799,5.635,0.345,-0.991166527,positive
464.1651,5.887,0.345,-0.991243602,positive
488.0413,0.567,0.345,0.991498227,negative
357.1666,0.506,0.346,0.988055481,positive
137.0101,1.032,0.346,-0.989169982,negative
218.9966,3.891,0.346,-0.989476785,negative
132.0771,6.113,0.347,0.986178182,positive
138.055,4.139,0.347,0.986410922,positive
472.1938,5.742,0.348,-0.984268595,positive
171.041,7.771,0.348,0.985468045,negative
309.042,0.548,0.348,-0.984518532,negative
104.107,2.695,0.349,-0.98362236,positive
239.1389,6.704,0.349,0.982335688,positive
419.2207,1.213,0.349,-0.982622257,positive
463.0353,5.752,0.349,-0.98284152,positive
124.9914,3.319,0.349,-0.983549778,negative
237.0763,0.843,0.349,0.983010327,negative
442.19,0.568,0.349,0.982375307,negative
246.9915,5.457,0.35,0.981088707,negative
338.1417,3.093,0.351,-0.977889309,positive
577.294,1.229,0.351,0.978045069,positive
153.0919,0.843,0.351,0.978957018,negative
343.0667,4.941,0.351,0.97724657,negative
213.0984,6.64,0.352,0.975548472,positive
138.0661,1.098,0.353,-0.974317667,positive
251.1134,3.627,0.353,-0.973402265,positive
256.0926,7.215,0.353,0.974278047,positive
377.1883,5.385,0.353,-0.975053868,positive
450.2125,5.721,0.353,-0.973727285,positive
379.1403,0.524,0.353,-0.974016601,negative
193.0352,7.568,0.354,-0.972746982,negative
320.1516,0.52,0.354,0.972890177,negative
535.2001,3.279,0.354,0.970964845,negative
571.1314,3.55,0.354,0.97132707,negative
259.0923,5.647,0.355,-0.969984655,positive
111.0088,7.821,0.355,0.969585452,negative
305.0691,3.3,0.355,0.97045823,negative
405.2124,4.811,0.355,-0.969826462,negative
623.2803,6.454,0.356,-0.967161919,positive
203.0022,2.013,0.356,-0.968782488,negative
298.1143,3.752,0.357,0.966015591,positive
423.0221,8.465,0.357,-0.965681471,negative
255.11,5.346,0.358,0.96289773,positive
447.1064,7.905,0.358,-0.962997714,positive
454.0476,1.757,0.358,-0.962997363,negative
522.2956,1.034,0.359,-0.96171698,positive
239.0036,5.67,0.359,0.960407231,negative
415.0559,3.701,0.36,0.95841109,negative
470.0688,3.799,0.36,0.958747106,negative
424.163,0.522,0.361,-0.957978,positive
453.1759,0.534,0.361,0.957681258,negative
457.0745,4.509,0.361,-0.956730282,negative
191.0018,3.051,0.362,0.954501155,negative
261.0072,0.592,0.362,-0.955426278,negative
351.1582,7.036,0.363,0.954115632,positive
229.155,5.197,0.364,0.951806394,positive
187.0978,0.824,0.364,-0.950369476,negative
194.0458,0.984,0.364,-0.950466534,negative
197.0819,0.842,0.364,0.950483187,negative
317.1597,0.517,0.364,0.950380801,negative
146.1176,5.061,0.365,0.94882292,positive
146.0812,5.106,0.366,0.947880152,positive
193.0353,3.249,0.366,0.947273427,negative
237.0331,4.951,0.366,-0.946950312,negative
242.0665,5.698,0.366,0.947205635,negative
246.9916,1.186,0.366,-0.947832382,negative
259.0635,0.559,0.366,-0.946465847,negative
212.0021,2.316,0.367,-0.945415576,negative
307.0288,0.574,0.368,0.942176865,negative
342.2272,0.514,0.369,0.939791998,positive
436.1596,3.955,0.369,0.940625002,positive
156.0772,7.669,0.37,0.939488707,positive
218.1862,3.124,0.37,0.937861769,positive
343.0389,3.833,0.37,0.938685197,negative
176.0108,4.794,0.371,0.936670072,positive
262.1284,5.3,0.371,0.935963458,positive
199.0974,1.354,0.371,0.936862545,negative
491.1473,3.302,0.371,-0.937150392,negative
223.1665,5.438,0.372,0.935547939,positive
453.0692,3.704,0.373,-0.932198911,negative
110.0601,2.847,0.374,0.931037434,positive
279.089,3.497,0.374,-0.931460686,negative
309.0633,6.215,0.374,0.930733213,negative
395.0644,1.898,0.374,-0.93061117,negative
443.0997,3.638,0.374,-0.930876268,negative
617.1301,3.99,0.374,0.930499682,negative
282.1923,4.853,0.375,0.928417044,positive
431.2275,0.521,0.375,-0.927777507,negative
667.2045,3.916,0.375,-0.928709497,negative
195.0875,0.506,0.376,0.926216886,positive
217.1547,7.121,0.376,-0.926714439,positive
339.1194,3.617,0.376,-0.925733217,negative
403.1968,4.623,0.376,-0.926423154,negative
245.0783,2.502,0.377,-0.924614186,negative
309.0078,2.406,0.377,0.925482861,negative
192.0664,0.98,0.378,-0.923291303,negative
307.0282,0.753,0.378,0.922959839,negative
381.137,0.563,0.378,-0.922912764,negative
229.0385,1.025,0.379,-0.921203594,negative
259.0415,5.754,0.379,-0.920421446,negative
341.1963,0.855,0.379,-0.921326654,negative
403.065,4.531,0.379,-0.920311358,negative
438.1585,0.558,0.379,-0.92133747,negative
495.2228,0.529,0.379,0.920715731,negative
313.0853,4.046,0.381,-0.915503005,positive
423.1429,0.54,0.381,-0.917009792,negative
116.1073,1.209,0.382,-0.914188817,positive
182.0917,0.888,0.382,0.913615436,positive
156.0846,7.666,0.384,0.910707261,positive
273.0076,3.344,0.384,-0.911173742,negative
204.9961,2.078,0.385,-0.908798971,negative
230.0128,1.11,0.385,0.908055884,negative
295.0276,3.194,0.385,-0.909111595,negative
107.0367,1.019,0.386,0.906120625,negative
309.0633,5.678,0.386,-0.905503931,negative
339.1808,0.89,0.386,-0.906745636,negative
222.149,1.068,0.387,0.904901399,positive
290.1599,5.099,0.387,0.905017786,positive
270.0617,5.7,0.388,0.902786088,negative
366.2019,0.529,0.389,-0.900062467,positive
181.0505,0.887,0.39,-0.898205869,negative
285.134,0.984,0.39,-0.898024959,negative
411.2018,0.521,0.39,-0.899256005,negative
598.0901,3.38,0.391,-0.897060634,negative
313.1894,0.512,0.393,0.893583731,positive
422.2002,3.807,0.393,0.893017401,positive
215.0018,1.171,0.393,0.893026224,negative
481.1678,5.055,0.394,-0.891490062,positive
171.0774,5.47,0.394,0.890725122,negative
300.1077,6.514,0.396,0.886634993,positive
287.0519,6.124,0.396,0.886357469,negative
495.2231,4.107,0.396,-0.887695555,negative
217.1647,5.35,0.397,0.885491206,positive
404.1085,0.533,0.397,0.884640549,negative
170.0932,7.795,0.398,0.882700585,positive
193.1547,4.681,0.398,-0.882853011,positive
277.0892,5.723,0.398,-0.882934601,positive
343.0994,5.932,0.398,0.883275491,positive
213.0766,4.042,0.398,-0.882808411,negative
236.0924,0.513,0.398,-0.881989299,negative
398.1461,0.547,0.399,0.881317638,positive
198.9916,1.038,0.401,0.877743037,negative
287.0951,0.56,0.401,-0.877714751,negative
591.3175,0.775,0.401,-0.877169929,negative
254.1022,1.426,0.402,-0.874665987,positive
593.3324,0.771,0.402,-0.874385267,positive
147.0297,3.639,0.403,-0.873279598,negative
345.028,2.521,0.403,0.87246511,negative
485.1657,3.694,0.403,0.87336943,negative
87.0451,2.052,0.403,0.873904053,negative
288.0874,0.844,0.404,-0.872112397,negative
299.0764,4.607,0.404,-0.87197816,negative
317.032,2.39,0.404,-0.87066936,negative
264.1167,3.376,0.405,0.868527596,negative
114.055,5.645,0.406,0.867539157,positive
302.196,2.176,0.406,0.866802126,positive
253.1191,4.808,0.406,-0.868343522,negative
367.1391,0.519,0.406,0.868128628,negative
239.9969,2.425,0.407,-0.865495219,negative
207.1049,0.834,0.408,0.864253922,positive
218.0315,2.512,0.408,-0.864587465,negative
218.9967,4.223,0.408,-0.862878946,negative
258.044,3.081,0.408,0.864525092,negative
321.0631,3.67,0.409,-0.861221781,negative
437.0543,0.556,0.409,-0.861093795,negative
533.1324,3.783,0.41,0.859118491,negative
158.0822,0.968,0.411,-0.858247125,negative
305.1047,3.486,0.411,-0.857221159,negative
299.135,8.024,0.412,0.856658412,positive
500.279,0.526,0.412,-0.855481289,negative
337.0938,3.48,0.413,-0.85500457,negative
355.1046,5.684,0.413,-0.85414484,negative
433.142,3.384,0.413,0.854416246,negative
341.1373,2.931,0.414,0.851789193,positive
197.0905,0.843,0.414,0.851477124,negative
218.997,1.135,0.414,-0.852351486,negative
263.0063,1.022,0.414,-0.851946314,negative
138.0624,4.733,0.415,-0.851157523,positive
311.0736,4.073,0.415,-0.850595638,negative
176.0708,1.349,0.416,0.848844016,positive
263.005,0.777,0.416,0.84934108,negative
424.0564,3.444,0.416,0.847844766,negative
425.0401,3.52,0.416,0.84907834,negative
182.1403,1.095,0.417,-0.84653727,positive
572.3994,0.467,0.417,0.845740346,positive
203.997,3.657,0.417,0.845861389,negative
180.0656,0.532,0.418,-0.845000093,positive
267.1106,5.18,0.418,0.845580577,positive
228.0575,3.43,0.418,0.844172088,negative
456.0272,1.988,0.418,0.845360343,negative
204.1333,0.552,0.419,0.842566493,positive
241.1443,0.769,0.419,-0.843299818,negative
277.0019,5.486,0.419,-0.843277101,negative
410.1275,2.212,0.419,-0.842054708,negative
247.1398,7.906,0.42,-0.841161433,positive
111.0087,5.156,0.42,-0.841200379,negative
263.0885,1.035,0.42,-0.841822546,negative
195.0511,6.805,0.421,0.839329405,negative
175.0713,5.433,0.422,0.83701057,positive
408.1491,5.645,0.422,-0.837674208,positive
161.9867,2.332,0.422,0.837052263,negative
244.1655,7.349,0.423,0.83492315,positive
451.0996,4.142,0.424,-0.832766644,positive
365.1964,0.512,0.424,0.832966631,negative
389.111,3.877,0.424,-0.833320749,negative
613.3585,4.442,0.424,0.833215044,negative
246.1812,7.713,0.425,0.832466557,positive
220.0976,0.844,0.425,-0.831087478,negative
342.1553,4.352,0.425,0.831798751,negative
395.207,0.516,0.425,-0.832424762,negative
411.2019,3.666,0.425,-0.83078581,negative
395.115,3.303,0.427,-0.828338629,negative
200.107,1.003,0.428,0.826892905,positive
265.1304,1.117,0.428,-0.825439835,positive
319.1392,0.518,0.428,0.826248797,negative
341.0323,2.697,0.428,-0.826234611,negative
373.0618,1.02,0.429,-0.823765951,negative
339.166,4.664,0.43,0.822502039,positive
263.0577,4.057,0.43,0.82324174,negative
168.0862,7.82,0.432,0.818238218,negative
206.0463,2.859,0.432,-0.819024791,negative
141.0658,4.643,0.433,-0.81649977,positive
205.0822,7.274,0.433,0.81673721,positive
203.0017,3.658,0.433,-0.816857401,negative
239.0016,0.993,0.433,-0.816229716,negative
361.1499,4.125,0.433,0.816522766,negative
260.1646,3.678,0.434,0.815949333,positive
352.2217,1.004,0.435,0.81356896,positive
