Query.Mass,Matched.Compound,Matched.Form,Retention.Time,Mass.Diff,Empirical.Compound
249.0627,C00294,M-H2O-H [1-],5.154,0.000290000000006785,EC000111
267.0727,C00294,M-H [1-],4.074,0.000824000000022806,EC000112
308.0984,C00294,M+ACN-H [1-],5.187,0.0016685332299744,EC000111
327.0499,C00294,M+NaCl [1+],3.959,0.0032235332299706,EC000112
243.0617,C00299,M-H [1-],5.673,0.000524000000012848,EC000113
243.0624,C00299,M-H [1-],4.458,0.000175999999981968,EC000114
245.0744,C00299,M+H [1+],5.671,0.00237599999999816,EC000113
245.0768,C00299,M+H [1+],4.431,2.39999999962492e-05,EC000114
289.0693,C00299,M+HCOO [1-],5.7,0.00215500000001612,EC000113
112.0517,C00300,M-H2O-H [1-],3.613,0.000589999999988322,EC000115
112.05175,C00300,M-H2O-H [1-],3.504,0.000639999999989982,EC000115
132.0771,C00300,M+H [1+],6.113,0.000324000000006208,EC000116
154.0587,C00300,M+Na [1+],5.989,1.80000000113978e-05,EC000116
149.0455,C00309,M-H [1-],5.396,2.39999999962492e-05,EC00051
149.04551,C00309,M-H [1-],5.186,1.39999999930751e-05,EC00051
149.04557,C00309,M-H [1-],5.659,4.5999999997548e-05,EC00052
151.0615,C00309,M+H [1+],1.336,0.0014240000000143,EC00053
151.06151,C00309,M+H [1+],0.588,0.00143400000001748,EC00054
165.0405,C00309,M-H+O [1-],6.233,6.64667700220889e-05,EC00052
165.04051,C00309,M-H+O [1-],6.024,7.6466770025263e-05,EC00052
165.04059,C00309,M-H+O [1-],5.703,0.000156466770022234,EC00052
165.0418,C00309,M-H+O [1-],1.302,0.0013664667700084,EC00053
165.042,C00309,M-H+O [1-],0.562,0.00156646677001504,EC00054
195.0516,C00309,M+HCOO [1-],0.562,0.00115500000001134,EC00054
195.0518,C00309,M+HCOO [1-],0.563,0.00135499999998956,EC00054
209.0666,C00309,M+CH3COO [1-],5.694,0.000505000000003974,EC00052
149.0455,C00310,M-H [1-],5.396,2.39999999962492e-05,EC00051
149.04551,C00310,M-H [1-],5.186,1.39999999930751e-05,EC00051
149.04557,C00310,M-H [1-],5.659,4.5999999997548e-05,EC00052
151.0615,C00310,M+H [1+],1.336,0.0014240000000143,EC00053
151.06151,C00310,M+H [1+],0.588,0.00143400000001748,EC00054
165.0405,C00310,M-H+O [1-],6.233,6.64667700220889e-05,EC00052
165.04051,C00310,M-H+O [1-],6.024,7.6466770025263e-05,EC00052
165.04059,C00310,M-H+O [1-],5.703,0.000156466770022234,EC00052
165.0418,C00310,M-H+O [1-],1.302,0.0013664667700084,EC00053
165.042,C00310,M-H+O [1-],0.562,0.00156646677001504,EC00054
195.0516,C00310,M+HCOO [1-],0.562,0.00115500000001134,EC00054
195.0518,C00310,M+HCOO [1-],0.563,0.00135499999998956,EC00054
209.0666,C00310,M+CH3COO [1-],5.694,0.000505000000003974,EC00052
173.009,C00311,M-H2O-H [1-],6.03,0.000390000000010104,EC00066
191.0196,C00311,M-H [1-],0.953,0.000123999999999569,EC00067
191.01966,C00311,M-H [1-],0.526,6.40000000089458e-05,EC00068
191.01967,C00311,M-H [1-],3.544,5.40000000057717e-05,EC00069
191.01969,C00311,M-H [1-],3.644,3.39999999994234e-05,EC00069
191.0198,C00311,M-H [1-],5.679,7.60000000070704e-05,EC00070
191.0199,C00311,M-H [1-],8.317,0.00017600000001039,EC00071
191.02,C00311,M-H [1-],7.722,0.00027600000001371,EC00072
191.0201,C00311,M-H [1-],7.804,0.000376000000017029,EC00072
215.0163,C00311,M+Na [1+],5.665,8.20000000203436e-05,EC00070
149.0455,C00312,M-H [1-],5.396,2.39999999962492e-05,EC00051
149.04551,C00312,M-H [1-],5.186,1.39999999930751e-05,EC00051
149.04557,C00312,M-H [1-],5.659,4.5999999997548e-05,EC00052
151.0615,C00312,M+H [1+],1.336,0.0014240000000143,EC00053
151.06151,C00312,M+H [1+],0.588,0.00143400000001748,EC00054
165.0405,C00312,M-H+O [1-],6.233,6.64667700220889e-05,EC00052
165.04051,C00312,M-H+O [1-],6.024,7.6466770025263e-05,EC00052
165.04059,C00312,M-H+O [1-],5.703,0.000156466770022234,EC00052
165.0418,C00312,M-H+O [1-],1.302,0.0013664667700084,EC00053
165.042,C00312,M-H+O [1-],0.562,0.00156646677001504,EC00054
195.0516,C00312,M+HCOO [1-],0.562,0.00115500000001134,EC00054
195.0518,C00312,M+HCOO [1-],0.563,0.00135499999998956,EC00054
209.0666,C00312,M+CH3COO [1-],5.694,0.000505000000003974,EC00052
134.06,C00314,M-H4O2+H [1+],3.798,2.35332299780566e-05,EC000117
150.0559,C00314,M-H2O-H [1-],3.673,0.000390000000010104,EC000117
152.0704,C00314,M-H2O+H [1+],5.985,0.000176466770000161,EC000118
152.0705,C00314,M-H2O+H [1+],3.686,7.64667699968413e-05,EC000117
