"p.value","m.z","t.score","r.t"
0.249,263.0951,-1.22507288,3.642
0.249,321.01,-1.223665324,2.453
0.25,319.1647,1.219997183,0.799
0.25,287.0407,1.220734588,5.683
0.251,272.0764,1.219488505,5.633
0.251,339.1545,-1.217474755,7.985
0.251,259.0561,-1.217806435,2.484
0.252,166.0724,1.214945769,3.376
0.252,263.0519,-1.215020909,0.516
0.252,210.0882,1.216178473,5.677
0.252,211.028,-1.216276384,5.713
0.252,351.1173,1.215323439,3.296
0.252,396.1296,1.215945771,3.893
0.253,170.1005,-1.211997552,7.836
0.253,285.0433,1.211904988,2.145
0.253,490.1204,-1.213931423,1.242
0.254,479.1308,1.211004806,4.053
0.254,181.0718,1.209731892,5.323
0.254,295.0609,-1.210335318,2.406
0.254,439.1031,-1.210058338,2.332
0.255,137.0458,1.207495522,2.938
0.255,245.0768,1.206606277,4.431
0.255,342.1401,1.206903535,4.801
0.255,385.0755,1.208885843,3.251
0.256,295.1498,-1.206042847,8.885
0.256,371.1155,-1.204002413,4.831
0.257,350.1607,1.201727235,0.52
0.257,675.8656,-1.200826452,8.615
0.257,293.0335,-1.201365095,4.024
0.258,182.0577,-1.19846672,5.415
0.258,290.1597,-1.200102424,0.522
0.258,313.1652,-1.198700934,0.951
0.258,319.03,-1.199634267,3.986
0.258,476.1917,-1.200460847,3.149
0.258,641.2574,-1.200381171,0.556
0.259,330.239,1.196570049,1.114
0.259,190.0509,-1.196872686,1.024
0.259,234.9916,1.195491821,4.916
0.259,323.1456,1.197178326,9.146
0.26,157.0608,-1.193108945,6.057
0.26,175.0246,-1.194463164,5.701
0.26,239.9969,-1.195148201,2.405
0.26,541.2136,-1.194828563,0.56
0.261,366.1123,1.192099064,0.548
0.261,427.0643,-1.190862958,5.369
0.261,757.3533,1.191518242,0.543
0.261,88.0403,1.192004131,6.143
0.262,231.0378,1.188010835,5.108
0.262,173.0218,-1.188928483,1.841
0.263,413.2811,1.185507576,0.557
0.263,887.3642,-1.186644584,7.332
0.264,450.0527,1.182913694,1.755
0.264,568.1059,-1.18342039,3.844
0.265,241.1295,1.181449054,7.948
0.266,266.1595,-1.179044288,6.173
0.266,555.1887,-1.178938217,3.497
0.267,561.299,-1.176121925,1.22
0.267,212.011,-1.174507172,3.758
0.267,260.0473,-1.175312034,2.62
0.267,633.1408,-1.176551192,2.45
0.269,138.0549,-1.16924065,3.649
0.269,279.0855,1.169834018,5.437
0.269,377.114,1.171493953,3.199
0.269,507.2233,-1.169642547,3.159
0.269,636.0805,-1.170434958,3.392
0.27,551.2954,-1.168530427,5.441
0.27,203.0019,-1.168877415,0.829
0.27,263.0229,-1.167995276,3.849
0.271,141.066,1.163863652,5.082
0.271,365.1741,1.165855791,6.723
0.271,215.1399,1.164300801,5.402
0.272,153.0047,-1.163617209,1.043
0.272,246.9763,-1.163009043,1.04
0.273,255.1338,1.161217749,6.529
0.274,169.0495,1.15779313,0.477
0.274,422.1276,-1.157733523,2.248
0.275,159.0764,-1.155299571,6.269
0.275,139.0069,-1.154403762,4.58
0.275,243.0624,1.154201565,4.458
0.275,334.1252,1.154813573,7.52
0.276,469.1127,-1.153323119,2.353
0.277,232.0283,1.149197343,5.427
0.277,325.0364,-1.150777738,3.989
0.278,308.1855,-1.146657996,0.51
0.278,161.0455,1.148062839,3.634
0.278,203.0022,-1.146642759,2.044
0.279,192.0743,1.1443584,6.855
0.279,247.988,1.144852012,3.057
0.279,397.186,-1.143802277,0.518
0.28,239.0726,-1.14186135,0.758
0.28,319.1974,1.143274512,4.634
0.28,540.3495,-1.142365257,4.471
0.28,137.0244,-1.142522179,0.97
0.28,421.1145,-1.142991731,2.311
0.282,336.1915,1.138189291,2.914
0.282,351.2162,-1.137545203,0.499
0.282,366.139,-1.136494259,8.13
0.282,504.1324,-1.136611149,3.4
0.283,288.216,1.134829865,0.509
0.283,369.2493,1.134965223,7.282
0.284,359.0981,-1.13312739,5.715
0.285,417.1978,1.130067742,7.183
0.285,173.9866,1.130861846,2.442
0.285,327.1074,-1.130784627,0.558
0.285,385.1682,-1.129841678,2.449
0.287,257.0122,-1.125905022,1.017
0.288,263.0346,-1.122769757,3.882
0.288,303.0719,-1.122841831,4.804
0.288,400.1427,1.12264108,0.588
0.288,440.1718,-1.121295888,0.558
0.289,129.0193,-1.119986024,2.327
0.289,439.1605,1.118683645,4.114
0.29,251.1279,1.11788472,0.811
0.29,434.1419,-1.117958736,8.262
0.291,182.0579,-1.115322028,4.331
0.291,221.0769,1.114108507,7.97
0.291,349.1768,-1.11525154,0.501
0.291,175.0246,-1.114572739,4.153
0.291,357.1011,1.114399113,2.685
0.292,391.1601,1.112507024,0.524
0.292,135.0312,1.111824463,3.109
0.292,229.1441,-1.112414551,0.51
0.293,275.1027,-1.108852707,3.588
0.293,385.2528,1.110320971,4.483
0.293,361.1028,1.110485863,5.97
0.294,204.9812,1.108218982,3.501
0.295,171.0765,1.105710154,5.52
0.295,855.5726,1.106078412,0.469
0.295,437.1808,1.105140117,0.518
0.296,353.1703,-1.102457026,8.174
0.296,521.2675,1.101963847,1.84
0.296,459.1089,-1.102595323,2.376
0.296,493.2431,1.103383471,0.524
0.297,315.1773,-1.101455937,6.535
0.297,1058.0265,-1.099167088,1.11
0.297,212.0022,-1.099985813,2.356
0.298,591.312,-1.097189034,2.003
0.298,593.1674,-1.098255247,1.005
0.299,197.0468,-1.096577123,2.723
0.299,225.0073,1.094930568,8.167
0.299,298.0024,-1.095046143,5.466
0.299,405.106,-1.096400423,1.028
0.3,318.0761,-1.091931993,2.4
0.301,513.2982,1.091549076,4.083
0.302,116.1153,-1.087556941,1.178
0.302,188.0351,1.087717961,4.457
0.302,223.0973,-1.088247481,0.837
0.302,357.1019,1.087472899,0.569
0.302,735.3596,-1.088585828,0.544
0.303,531.3637,1.086787509,0.503
0.303,528.2625,1.084742986,0.58
0.303,599.1786,-1.085588394,4.035
0.304,288.1598,1.083101525,0.546
0.304,304.0483,-1.08442097,7.9
0.304,402.2842,1.083183643,0.515
0.304,185.0566,1.083378683,7.305
0.304,205.0881,1.084008713,0.505
0.304,242.9966,-1.084425371,1.058
0.304,262.1042,-1.084471087,7.536
0.305,156.1019,-1.080550859,0.817
0.305,507.2521,-1.080882804,1.817
0.305,178.0361,-1.081952655,1.018
0.305,263.0228,-1.081020824,3.822
0.305,270.1343,1.081978888,0.521
0.305,357.1912,-1.081282599,0.943
0.305,480.1149,1.081989183,4.917
0.306,199.096,-1.077665699,3.252
0.306,239.1147,1.079809324,7.98
0.306,314.1055,-1.079848876,0.512
0.306,595.1274,1.078973919,3.509
0.307,138.0541,-1.076875743,2.867
0.307,478.1159,1.075672392,4.716
0.307,573.1989,-1.075323865,3.921
0.309,244.1711,-1.071953455,3.76
0.309,248.1491,1.072680723,4.879
0.309,400.1979,-1.072191852,0.535
0.309,236.0232,1.071800959,7.803
0.309,236.0252,-1.071772884,4.945
0.309,361.1498,1.072485101,0.533
0.31,229.0864,1.070319851,0.532
0.31,316.2116,1.0700682,0.514
0.31,224.0233,1.069572058,6.057
0.31,240.9658,-1.069878829,1.039
0.31,279.0528,1.068394589,6.074
0.311,412.1484,-1.065971583,4.864
0.311,217.0161,1.067986638,7.826
0.311,230.9966,1.06659868,4.318
0.311,288.0876,1.066926126,2.429
0.311,353.0894,-1.067190408,5.683
0.311,567.3144,1.068082996,0.527
0.312,249.0534,-1.063826408,0.86
0.313,262.1032,-1.062406009,7.903
0.313,367.212,-1.063122247,0.875
0.313,394.1352,1.063369623,5.7
0.313,587.2144,-1.062120746,3.945
0.314,269.136,-1.059904771,1.005
0.315,359.1707,-1.056995224,0.969
0.316,171.0765,1.056430306,5.569
0.316,233.0632,-1.054432574,5.675
0.316,384.7715,1.055447409,4.868
0.317,345.1653,1.052431332,4.623
0.317,217.9843,-1.054274645,3.941
0.318,202.0509,-1.05088491,5.224
0.318,267.1234,-1.052037991,0.816
0.319,232.1291,1.048618261,5.085
0.319,208.0612,-1.049334982,0.516
0.319,300.1267,-1.048599635,0.968
0.321,512.2233,-1.043581166,3.668
0.322,226.9517,-1.041301662,5.826
0.322,129.0193,-1.041192336,6.544
0.322,191.0201,1.042607453,7.804
0.322,375.091,-1.042218943,3.638
0.322,417.0998,-1.042468884,3.083
0.323,415.0559,1.038505029,3.74
0.323,521.1088,1.040656481,3.637
0.324,216.9811,-1.037316287,3.931
0.324,275.0746,1.037489024,3.503
0.325,261.0875,-1.035775686,3.343
0.326,129.0654,-1.03397506,5.675
0.326,173.092,1.032471864,5.448
0.326,436.1964,-1.033304011,6.237
0.326,573.465,1.033034109,1.767
0.327,137.0458,1.029784151,2.887
0.327,339.1076,-1.031235242,3.545
0.328,190.1186,1.027417951,6.676
0.328,398.1458,1.027626815,3.806
0.328,329.16,-1.028261835,0.517
0.329,410.1448,1.025961245,4.176
0.329,434.2167,-1.025301566,3.263
0.33,467.0351,-1.023627076,5.297
0.33,165.0472,1.023036883,3.498
0.33,253.0921,-1.024253596,0.602
0.33,258.0439,-1.024861115,4.624
0.33,359.0581,-1.02379204,3.057
0.332,392.1188,-1.019186177,7.332
0.332,596.2694,-1.019692358,6.186
0.333,130.0863,1.016231815,7.575
0.333,458.2019,1.016934717,0.544
0.333,571.0617,-1.01667807,5.835
0.333,600.1399,-1.017342555,5.886
0.333,261.0071,-1.017481392,2.319
0.333,316.1208,-1.016286556,2.204
0.334,420.2011,-1.0160171,4.674
0.334,191.0539,-1.015495486,5.675
0.334,338.1175,-1.016059795,7.123
0.334,393.0106,-1.014368381,4.036
0.334,413.1447,-1.01551159,4.649
0.335,168.078,1.012616851,7.818
0.335,249.0627,-1.013296252,5.154
0.336,134.1175,1.009968575,3.699
0.336,377.1809,1.009638602,0.526
0.337,191.0018,1.008918388,3.068
0.338,181.0617,1.006020187,1.482
0.338,413.0838,-1.005682163,0.586
0.338,501.6989,-1.006488616,7.967
0.338,199.0069,1.005562417,1.086
0.338,263.0227,1.005358246,4.475
0.338,569.1103,-1.006422031,3.819
0.339,559.1264,-1.004545183,8.026
0.339,611.3131,-1.004252066,1.258
0.339,312.0317,-1.003479272,3.986
0.339,372.9904,-1.003896124,4.024
0.339,376.2119,1.005112933,0.518
0.339,455.0859,-1.003201544,4.925
0.339,503.1207,-1.003455413,5.53
0.339,767.0226,-1.003050433,5.837
0.34,231.1702,1.001034041,5.351
0.34,279.0173,-1.001745231,4.922
0.34,307.0125,-1.002705395,6.081
0.34,373.0775,-1.00273769,7.367
0.34,375.0929,-1.002443473,6.899
0.34,393.9848,-1.00124228,4.068
0.34,431.1161,-1.001612624,1.301
0.34,443.059,-1.002956567,5.513
0.34,447.1495,-1.002980049,4.739
0.34,457.0745,-1.0022574,4.345
0.34,500.1897,-1.001753402,5.486
0.34,518.1649,-1.003023101,5.312
0.34,532.3118,-1.002308358,0.521
0.34,653.0287,-1.002747924,5.802
0.34,655.1389,-1.001425145,4.473
0.34,833.2896,-1.001982895,4.053
0.341,451.0399,-1.000317158,4.311
0.341,219.0507,-0.999722279,3.497
0.341,229.0638,-1.000152492,0.559
0.341,291.0177,-0.999483042,2.075
0.341,315.0831,0.999928037,3.586
0.341,554.1517,0.999321817,1.231
0.341,605.111,-1.000656602,4.047
0.342,248.113,0.99728161,6.597
0.342,435.0872,-0.996962124,5.844
0.342,377.0894,-0.997026566,5.128
0.342,535.2183,-0.996819294,3.646
0.343,328.248,0.994960762,0.503
0.343,259.0568,0.995838629,7.075
0.343,401.0404,0.994374529,3.556
0.344,205.0272,0.993233647,0.897
0.344,338.1174,0.994150577,5.405
0.345,169.0608,0.992107365,5.613
0.345,434.1799,-0.991166527,5.635
0.345,464.1651,-0.991243602,5.887
0.345,488.0413,0.991498227,0.567
0.346,357.1666,0.988055481,0.506
0.346,137.0101,-0.989169982,1.032
0.346,218.9966,-0.989476785,3.891
0.347,132.0771,0.986178182,6.113
0.347,138.055,0.986410922,4.139
0.348,472.1938,-0.984268595,5.742
0.348,171.041,0.985468045,7.771
0.348,309.042,-0.984518532,0.548
0.349,104.107,-0.98362236,2.695
0.349,239.1389,0.982335688,6.704
0.349,419.2207,-0.982622257,1.213
0.349,463.0353,-0.98284152,5.752
0.349,124.9914,-0.983549778,3.319
0.349,237.0763,0.983010327,0.843
0.349,442.19,0.982375307,0.568
0.35,246.9915,0.981088707,5.457
0.351,338.1417,-0.977889309,3.093
0.351,577.294,0.978045069,1.229
0.351,153.0919,0.978957018,0.843
0.351,343.0667,0.97724657,4.941
0.352,213.0984,0.975548472,6.64
0.353,138.0661,-0.974317667,1.098
0.353,251.1134,-0.973402265,3.627
0.353,256.0926,0.974278047,7.215
0.353,377.1883,-0.975053868,5.385
0.353,450.2125,-0.973727285,5.721
0.353,379.1403,-0.974016601,0.524
0.354,193.0352,-0.972746982,7.568
0.354,320.1516,0.972890177,0.52
0.354,535.2001,0.970964845,3.279
0.354,571.1314,0.97132707,3.55
0.355,259.0923,-0.969984655,5.647
0.355,111.0088,0.969585452,7.821
0.355,305.0691,0.97045823,3.3
0.355,405.2124,-0.969826462,4.811
0.356,623.2803,-0.967161919,6.454
0.356,203.0022,-0.968782488,2.013
0.357,298.1143,0.966015591,3.752
0.357,423.0221,-0.965681471,8.465
0.358,255.11,0.96289773,5.346
0.358,447.1064,-0.962997714,7.905
0.358,454.0476,-0.962997363,1.757
0.359,522.2956,-0.96171698,1.034
0.359,239.0036,0.960407231,5.67
0.36,415.0559,0.95841109,3.701
0.36,470.0688,0.958747106,3.799
0.361,424.163,-0.957978,0.522
0.361,453.1759,0.957681258,0.534
0.361,457.0745,-0.956730282,4.509
0.362,191.0018,0.954501155,3.051
0.362,261.0072,-0.955426278,0.592
0.363,351.1582,0.954115632,7.036
0.364,229.155,0.951806394,5.197
0.364,187.0978,-0.950369476,0.824
0.364,194.0458,-0.950466534,0.984
0.364,197.0819,0.950483187,0.842
0.364,317.1597,0.950380801,0.517
0.365,146.1176,0.94882292,5.061
0.366,146.0812,0.947880152,5.106
0.366,193.0353,0.947273427,3.249
0.366,237.0331,-0.946950312,4.951
0.366,242.0665,0.947205635,5.698
0.366,246.9916,-0.947832382,1.186
0.366,259.0635,-0.946465847,0.559
0.367,212.0021,-0.945415576,2.316
0.368,307.0288,0.942176865,0.574
0.369,342.2272,0.939791998,0.514
0.369,436.1596,0.940625002,3.955
0.37,156.0772,0.939488707,7.669
0.37,218.1862,0.937861769,3.124
0.37,343.0389,0.938685197,3.833
0.371,176.0108,0.936670072,4.794
0.371,262.1284,0.935963458,5.3
0.371,199.0974,0.936862545,1.354
0.371,491.1473,-0.937150392,3.302
0.372,223.1665,0.935547939,5.438
0.373,453.0692,-0.932198911,3.704
0.374,110.0601,0.931037434,2.847
0.374,279.089,-0.931460686,3.497
0.374,309.0633,0.930733213,6.215
0.374,395.0644,-0.93061117,1.898
0.374,443.0997,-0.930876268,3.638
0.374,617.1301,0.930499682,3.99
0.375,282.1923,0.928417044,4.853
0.375,431.2275,-0.927777507,0.521
0.375,667.2045,-0.928709497,3.916
0.376,195.0875,0.926216886,0.506
0.376,217.1547,-0.926714439,7.121
0.376,339.1194,-0.925733217,3.617
0.376,403.1968,-0.926423154,4.623
0.377,245.0783,-0.924614186,2.502
0.377,309.0078,0.925482861,2.406
0.378,192.0664,-0.923291303,0.98
0.378,307.0282,0.922959839,0.753
0.378,381.137,-0.922912764,0.563
0.379,229.0385,-0.921203594,1.025
0.379,259.0415,-0.920421446,5.754
0.379,341.1963,-0.921326654,0.855
0.379,403.065,-0.920311358,4.531
0.379,438.1585,-0.92133747,0.558
0.379,495.2228,0.920715731,0.529
0.381,313.0853,-0.915503005,4.046
0.381,423.1429,-0.917009792,0.54
0.382,116.1073,-0.914188817,1.209
0.382,182.0917,0.913615436,0.888
0.384,156.0846,0.910707261,7.666
0.384,273.0076,-0.911173742,3.344
0.385,204.9961,-0.908798971,2.078
0.385,230.0128,0.908055884,1.11
0.385,295.0276,-0.909111595,3.194
0.386,107.0367,0.906120625,1.019
0.386,309.0633,-0.905503931,5.678
0.386,339.1808,-0.906745636,0.89
0.387,222.149,0.904901399,1.068
0.387,290.1599,0.905017786,5.099
0.388,270.0617,0.902786088,5.7
0.389,366.2019,-0.900062467,0.529
0.39,181.0505,-0.898205869,0.887
0.39,285.134,-0.898024959,0.984
0.39,411.2018,-0.899256005,0.521
0.391,598.0901,-0.897060634,3.38
0.393,313.1894,0.893583731,0.512
0.393,422.2002,0.893017401,3.807
0.393,215.0018,0.893026224,1.171
0.394,481.1678,-0.891490062,5.055
0.394,171.0774,0.890725122,5.47
0.396,300.1077,0.886634993,6.514
0.396,287.0519,0.886357469,6.124
0.396,495.2231,-0.887695555,4.107
0.397,217.1647,0.885491206,5.35
0.397,404.1085,0.884640549,0.533
0.398,170.0932,0.882700585,7.795
0.398,193.1547,-0.882853011,4.681
0.398,277.0892,-0.882934601,5.723
0.398,343.0994,0.883275491,5.932
0.398,213.0766,-0.882808411,4.042
0.398,236.0924,-0.881989299,0.513
0.399,398.1461,0.881317638,0.547
0.401,198.9916,0.877743037,1.038
0.401,287.0951,-0.877714751,0.56
0.401,591.3175,-0.877169929,0.775
0.402,254.1022,-0.874665987,1.426
0.402,593.3324,-0.874385267,0.771
0.403,147.0297,-0.873279598,3.639
0.403,345.028,0.87246511,2.521
0.403,485.1657,0.87336943,3.694
0.403,87.0451,0.873904053,2.052
0.404,288.0874,-0.872112397,0.844
0.404,299.0764,-0.87197816,4.607
0.404,317.032,-0.87066936,2.39
0.405,264.1167,0.868527596,3.376
0.406,114.055,0.867539157,5.645
0.406,302.196,0.866802126,2.176
0.406,253.1191,-0.868343522,4.808
0.406,367.1391,0.868128628,0.519
0.407,239.9969,-0.865495219,2.425
0.408,207.1049,0.864253922,0.834
0.408,218.0315,-0.864587465,2.512
0.408,218.9967,-0.862878946,4.223
0.408,258.044,0.864525092,3.081
0.409,321.0631,-0.861221781,3.67
0.409,437.0543,-0.861093795,0.556
0.41,533.1324,0.859118491,3.783
0.411,158.0822,-0.858247125,0.968
0.411,305.1047,-0.857221159,3.486
0.412,299.135,0.856658412,8.024
0.412,500.279,-0.855481289,0.526
0.413,337.0938,-0.85500457,3.48
0.413,355.1046,-0.85414484,5.684
0.413,433.142,0.854416246,3.384
0.414,341.1373,0.851789193,2.931
0.414,197.0905,0.851477124,0.843
0.414,218.997,-0.852351486,1.135
0.414,263.0063,-0.851946314,1.022
0.415,138.0624,-0.851157523,4.733
0.415,311.0736,-0.850595638,4.073
0.416,176.0708,0.848844016,1.349
0.416,263.005,0.84934108,0.777
0.416,424.0564,0.847844766,3.444
0.416,425.0401,0.84907834,3.52
0.417,182.1403,-0.84653727,1.095
0.417,572.3994,0.845740346,0.467
0.417,203.997,0.845861389,3.657
0.418,180.0656,-0.845000093,0.532
0.418,267.1106,0.845580577,5.18
0.418,228.0575,0.844172088,3.43
0.418,456.0272,0.845360343,1.988
0.419,204.1333,0.842566493,0.552
0.419,241.1443,-0.843299818,0.769
0.419,277.0019,-0.843277101,5.486
0.419,410.1275,-0.842054708,2.212
0.42,247.1398,-0.841161433,7.906
0.42,111.0087,-0.841200379,5.156
0.42,263.0885,-0.841822546,1.035
0.421,195.0511,0.839329405,6.805
0.422,175.0713,0.83701057,5.433
0.422,408.1491,-0.837674208,5.645
0.422,161.9867,0.837052263,2.332
0.423,244.1655,0.83492315,7.349
0.424,451.0996,-0.832766644,4.142
0.424,365.1964,0.832966631,0.512
0.424,389.111,-0.833320749,3.877
0.424,613.3585,0.833215044,4.442
0.425,246.1812,0.832466557,7.713
0.425,220.0976,-0.831087478,0.844
0.425,342.1553,0.831798751,4.352
0.425,395.207,-0.832424762,0.516
0.425,411.2019,-0.83078581,3.666
0.427,395.115,-0.828338629,3.303
0.428,200.107,0.826892905,1.003
0.428,265.1304,-0.825439835,1.117
0.428,319.1392,0.826248797,0.518
0.428,341.0323,-0.826234611,2.697
0.429,373.0618,-0.823765951,1.02
0.43,339.166,0.822502039,4.664
0.43,263.0577,0.82324174,4.057
0.432,168.0862,0.818238218,7.82
0.432,206.0463,-0.819024791,2.859
0.433,141.0658,-0.81649977,4.643
0.433,205.0822,0.81673721,7.274
0.433,203.0017,-0.816857401,3.658
0.433,239.0016,-0.816229716,0.993
0.433,361.1499,0.816522766,4.125
0.434,260.1646,0.815949333,3.678
0.435,352.2217,0.81356896,1.004
0.435,329.0695,-0.813084516,3.881
0.435,348.0905,-0.813001319,0.595
0.435,485.1983,0.813467776,9.408
0.436,343.0889,0.811522787,3.595
0.437,161.0455,0.809029527,3.524
0.437,630.1194,-0.809355775,3.743
0.438,381.1368,0.807931511,3.661
0.438,469.2257,0.80839579,0.564
0.439,390.2406,-0.806160661,3.648
0.439,76.0758,-0.806352541,1.839
0.44,115.0866,0.804502072,4.961
0.44,255.145,0.803378119,7.9
0.44,183.0638,-0.803840919,3.785
0.44,213.0223,-0.804804491,0.802
0.44,225.0615,-0.803878041,6.787
0.44,289.0184,-0.80484749,3.811
0.44,445.0919,-0.804489746,7.933
0.441,225.1236,0.801682666,7.192
0.441,458.2017,0.803080959,4.076
0.441,373.1136,-0.802706195,4.555
0.442,204.0665,-0.799852507,1.41
0.442,343.0528,0.799894133,8.034
0.443,106.0861,0.798819884,3.797
0.443,319.1651,0.798544923,2.866
0.444,307.2016,0.797596781,1.987
0.444,147.0298,-0.797697654,5.656
0.444,368.0985,0.796639626,4.469
0.444,387.1794,0.796860574,0.529
0.444,505.1592,0.797134136,5.144
0.445,213.1237,-0.795347059,2.92
0.445,472.3114,0.795545703,0.479
0.446,218.1498,0.792699312,8.373
0.446,463.3193,-0.792658286,1.553
0.447,298.0967,-0.791456997,1.246
0.447,391.176,0.791656479,0.535
0.448,246.9916,-0.788946425,3.123
0.449,263.1047,-0.787976339,3.349
0.45,287.1373,0.786486806,4.543
0.45,279.1271,-0.785959937,0.55
0.452,186.1125,-0.782910323,0.809
0.452,338.088,-0.783138555,4.942
0.452,365.1351,0.783005433,6.514
0.453,153.0767,0.780725556,1.112
0.453,254.1021,-0.781541141,1.343
0.453,267.1341,0.780117549,0.515
0.454,179.0562,-0.779645202,5.704
0.455,341.0679,-0.77748861,2.499
0.456,337.1716,-0.774766699,8.371
0.456,204.0665,-0.776176538,1.375
0.457,162.0229,-0.774049338,4.073
0.457,307.0117,-0.77435942,2.104
0.458,325.1745,-0.77133397,5.495
0.459,475.077,0.770662031,3.665
0.46,432.1861,-0.768767016,4.594
0.46,191.0196,0.76848246,0.526
0.46,273.0419,0.767854743,5.136
0.461,472.1809,0.765868066,6.745
0.462,209.1172,0.76533958,0.959
0.462,603.4956,0.765235528,4.873
0.462,112.0517,0.76423052,3.613
0.462,219.0508,-0.765008542,4.762
0.463,225.0762,-0.76286918,0.841
0.463,359.134,-0.763700013,0.536
0.463,362.028,0.762365595,5.344
0.464,227.1285,0.761167524,0.51
0.464,336.0894,-0.760614373,1.988
0.464,374.1159,-0.762238131,2.313
0.465,229.1663,-0.760450028,1.078
0.465,285.1557,0.759630548,7.39
0.465,302.1597,0.76013464,5.093
0.465,345.0987,-0.759242228,2.126
0.465,483.1578,0.759816574,3.257
0.466,262.1284,-0.75872792,5.669
0.466,562.2481,-0.758531713,4.084
0.466,135.0299,-0.758670542,8.49
0.466,240.0004,0.757118192,7.368
0.467,357.0822,0.755499701,3.942
0.468,199.1075,0.754506118,0.555
0.469,269.161,0.752014324,0.525
0.469,277.0018,0.751902118,2.969
0.471,146.0625,-0.749416306,0.515
0.471,188.0023,0.749609072,3.128
0.472,174.1237,-0.747853347,3.273
0.472,203.1391,0.746813629,5.557
0.472,437.1606,0.747011979,4.005
0.472,149.0455,0.746702801,5.396
0.472,405.1196,0.74686555,0.54
0.473,377.1423,-0.745196786,3.769
0.474,157.0971,0.743993761,5.014
0.474,206.1033,0.744034908,5.302
0.474,311.0771,-0.744412948,4.042
0.475,352.156,-0.742818798,3.697
0.475,413.0845,-0.742425795,4.486
0.475,513.2981,0.742550863,0.528
0.476,204.0876,-0.74083314,5.17
0.476,264.0545,0.741401899,5.686
0.476,332.152,0.74032681,0.513
0.476,492.1876,-0.74122507,3.692
0.477,321.0817,-0.739432912,5.637
0.477,154.0703,0.738809073,7.686
0.477,197.0454,0.738074527,3.508
0.477,247.0817,-0.73815171,0.843
0.478,304.2115,0.736376925,0.514
0.478,357.0817,0.737885782,5.431
0.479,319.0689,0.734799689,4.915
0.479,219.0629,-0.734794128,3.469
0.48,595.3477,0.733626101,2.702
0.48,497.2379,-0.732960065,4.524
0.48,631.2682,0.733871243,0.556
0.481,247.1439,0.7326549,3.672
0.481,256.0927,0.732176824,6.58
0.481,261.037,-0.732544268,0.533
0.482,378.1775,0.730933835,3.286
0.482,238.9688,0.730518676,3.227
0.482,407.2794,-0.729546683,0.974
0.483,134.06,0.728901476,3.798
0.483,302.0868,-0.728425283,6.646
0.483,183.005,0.728212954,0.703
0.483,239.0341,0.728750099,8.007
0.483,435.2224,0.728549475,0.525
0.484,370.0962,-0.727652277,2.969
0.485,188.0563,-0.724481746,4.907
0.486,219.0611,0.723165489,7.946
0.486,262.1644,0.724159243,0.838
0.486,274.0389,0.723886353,3.032
0.487,426.1589,-0.722151023,0.567
0.489,265.119,0.718039664,3.255
0.489,346.9896,0.718943297,1.85
0.49,459.1086,-0.717170951,2.334
0.491,288.1267,-0.715446885,0.515
0.492,448.3053,-0.713811945,0.958
0.492,233.0584,-0.712848147,0.821
0.492,424.1437,-0.71340915,0.564
0.492,517.1333,0.713097649,3.769
0.494,316.2339,-0.710419501,4.229
0.495,301.1652,-0.708491937,0.95
0.496,116.1072,0.705823176,2.001
0.496,317.1237,0.7068085,0.522
0.496,364.0853,-0.706545549,0.563
0.497,181.0805,0.704627653,5.323
0.497,293.0489,0.704652587,5.557
0.497,469.1421,0.70438576,3.396
0.499,404.014,-0.700746651,5.467
0.5,161.0455,0.699692802,5.668
0.5,229.0883,0.699704357,0.552
0.5,432.1425,0.700480503,4.299
0.501,298.0421,-0.698734071,4.091
0.501,351.0893,-0.697894625,2.059
0.501,405.1471,-0.698848222,3.381
0.502,344.1689,0.696473867,5.609
0.502,179.1075,0.697029641,0.837
0.502,315.1808,-0.695723081,0.91
0.502,331.176,0.695954132,0.516
0.503,275.1964,-0.695327545,4.494
0.504,303.074,0.693819183,3.42
0.504,139.0513,0.693634083,5.435
0.504,181.0368,0.693540254,3.602
0.504,225.0628,0.693131407,1.132
0.504,391.1038,-0.692601117,4.212
0.505,274.1032,-0.691082605,7.233
0.505,458.2017,0.691251344,4.111
0.505,182.028,-0.691568236,4.092
0.505,97.9594,-0.691432379,8.026
0.506,184.108,0.68967814,7.646
0.506,568.1634,0.690272295,6.556
0.507,202.1438,0.68883929,0.819
0.507,341.1704,-0.688145495,5.083
0.507,323.0573,-0.688586796,0.537
0.507,323.0593,0.688200237,6.042
0.508,274.092,-0.686103141,6.927
0.508,220.976,-0.687214059,3.219
0.508,445.2027,0.6857654,0.562
0.509,245.1607,0.685640857,5.031
0.51,150.0583,0.683006002,1.33
0.51,261.0072,-0.682767213,4.791
0.51,300.112,-0.683020197,1.001
0.511,159.0516,0.680745216,1.019
0.511,188.0022,0.682264416,2.235
0.511,243.0617,-0.681496958,5.673
0.512,290.1764,0.679777088,0.527
0.512,300.1564,0.680035429,3.706
0.512,272.992,-0.680057436,1.032
0.513,238.1548,0.678932962,7.049
0.513,247.1288,0.678527305,5.996
0.513,283.1399,0.677589061,7.299
0.513,368.0543,0.677990097,2.66
0.513,422.0579,-0.679061188,1.881
0.513,460.1098,0.678787525,1.553
0.513,730.1411,0.678021873,3.843
0.514,229.1634,-0.676829183,4.529
0.514,356.1531,-0.6770946,0.526
0.514,435.2226,0.677311483,3.698
