m.z,r.t.,p,t.score
260.1492,2.107,0.701,0.3963568153625162
261.1442,0.8,0.77,-0.3019924412014494
261.1443,3.263,0.418,-0.8482382476128573
261.1443,3.733,0.188,-1.422872710897466
262.1648,2.169,0.222,-1.312176116332266
263.0816,7.148,0.498,-0.7067009725753062
263.1025,3.498,0.14,-1.6168447269716353
265.1191,2.889,0.151,1.5694631780708044
265.1195,3.466,0.134,1.6458518172294472
265.1278,3.383,0.183,1.4438486560930068
265.1556,3.46,0.0784,1.985530915818846
266.1022,3.875,0.309,1.079188536030298
266.1357,3.432,0.904,-0.12459393483285928
266.1362,3.431,0.579,0.5753421095733723
267.1329,3.967,0.916,-0.10802863792016448
267.1335,4.316,0.938,-0.08015909975414434
269.1244,0.667,0.995,0.006441080256646402
270.183,4.814,0.493,-0.7148934627170332
271.0596,4.449,1.33e-8,19.1461118907756
271.0753,2.433,0.447,0.7945909746499268
271.0761,0.756,0.302,1.0949216529120576
271.1653,4.288,0.423,-0.8394800928311561
271.1656,4.57,0.478,-0.7406663044613877
272.1663,5.352,0.478,0.7399248892092469
272.1855,3.975,0.00289,-4.048822938176734
272.2044,4.93,0.976,-0.03077281742652134
272.2049,4.967,0.875,0.1622197033302596
272.2382,4.968,0.452,-0.7869626772066488
273.2384,4.97,0.489,0.7211341788815067
274.1181,0.778,0.00349,3.9231035373295615
274.1778,4.235,0.326,1.0388804371883125
274.1833,5.809,0.654,-0.46343282843984174
274.2013,4.449,0.914,-0.11132889560264879
274.2138,4.28,0.925,-0.09711800027814498
276.1366,0.762,0.492,-0.7166146612815428
276.1375,2.825,0.566,-0.5952079477073081
276.1442,0.669,0.764,0.30908159009732034
276.1442,2.061,0.257,-1.2113665980647244
276.1991,6.202,0.143,-1.6034437493372722
277.1173,0.79,0.114,1.7516885913649471
277.1432,7.079,0.356,0.9733621547740974
278.1335,0.718,0.973,-0.03488728062458754
279.1317,4.044,0.336,-1.016280891815287
279.1332,3.64,0.846,0.19937201051211648
280.1543,3.604,0.823,0.23022842970602325
281.1128,0.728,0.352,0.9806448019906905
281.1128,0.765,0.0838,1.943503433898666
281.1131,3.801,0.945,-0.07134146332787107
281.113,2.62,0.505,-0.694811011684056
281.113,3.046,0.783,0.2841064617161011
282.1196,1.153,0.244,-1.2461558072166472
283.1287,4.036,0.399,-0.8849142409956755
284.092,3.463,0.0156,2.9750375988738953
284.1855,4.179,0.394,-0.8959235303302505
285.1441,0.774,0.794,-0.2693665271250668
285.1804,5.23,0.31,-1.0768368452270638
286.1284,2.172,0.999,0.0016244924800718887
286.1445,2.886,0.446,-0.7975409250524866
286.1792,4.126,0.969,0.0403797822198369
286.2019,4.654,0.514,-0.6785716423461674
286.2113,4.609,0.296,-1.108490341770656
287.1002,2.762,0.142,1.6078626958992108
287.1003,2.867,0.0604,2.145808119317082
287.1004,3.467,0.0562,2.1909324622536186
287.1598,0.805,0.476,-0.7434681909544568
287.1967,0.655,0.0295,-2.5842631988237885
288.1616,4.254,0.72,-0.369658544277546
288.1937,3.464,0.554,0.6145401818671348
288.1983,5.173,0.0601,2.1492933851276974
288.2168,4.83,0.81,-0.24761247301096764
288.2295,5.182,0.765,-0.3087079161750697
289.1393,3.497,0.56,0.6053793591246673
290.1419,5.181,0.0333,-2.510709692292031
290.1595,0.783,0.125,1.6907112058945395
290.1597,2.525,0.829,0.2224302627536504
290.1739,3.326,0.371,0.940927079360007
292.1575,3.656,3.84e-5,7.463240776514778
293.1465,4.573,0.00235,-4.186535431291651
295.048,2.58,0.288,1.1284641765934997
295.1284,0.813,0.506,0.6931371585036922
295.1287,3.186,0.689,0.413032676995829
296.1492,2.896,0.826,-0.22582976646623593
296.1628,4.092,0.614,0.5222109420759945
297.1443,3.938,0.496,0.7096148466332167
300.199,6.283,0.247,-1.2369590269349735
300.2168,5.214,0.859,0.18318720041252654
300.217,5.005,0.525,-0.660898171206949
301.1221,3.855,0.536,0.6433538761111477
301.1391,0.795,0.414,-0.8572540650455368
302.1232,3.89,0.204,1.370707750750165
302.1418,0.788,0.533,-0.6482182900051852
302.1423,3.205,0.41,0.8646210431137555
302.1728,6.009,0.723,0.36548858320889765
302.1959,0.798,0.743,-0.3380223123900449
302.196,3.701,0.927,-0.094748108719456825
302.2329,5.39,0.933,-0.08635913408413319
302.2435,5.373,0.648,0.4715498711412975
302.2687,5.39,0.781,0.2868142899044045
303.0741,3.467,0.00891,3.3223014981379193
303.0862,4.684,0.00523,-3.660111069701878
303.1704,6.179,0.759,0.31575097346781633
304.129,3.192,0.809,0.24937359449423177
304.129,3.69,0.804,0.2562077697291067
304.15,0.797,0.65,0.4697517889628876
304.1925,4.641,0.59,0.5590401023081851
304.2117,4.122,0.873,-0.16473456222397745
305.0863,2.684,0.0114,3.1694630045389003
305.0865,0.744,0.0107,3.205150100472522
305.1857,4.623,0.0957,1.8606209348418574
306.1703,4.74,0.0265,-2.650063251027594
307.1221,2.208,0.25,-1.2309503418198406
307.2,5.592,0.576,0.5803201917131328
308.168,5.004,0.146,1.5899988507585394
308.1854,4.932,0.358,-0.9697016490193084
308.1987,4.967,0.301,-1.096515904357492
308.2029,4.983,0.555,0.6133619850543911
309.1689,5.025,0.493,0.7142573042781165
310.1653,3.385,0.857,0.1858453519190053
310.2375,5.158,0.789,-0.27627374041093655
311.1488,4.505,0.0182,-2.878589229728397
311.1563,5.057,0.13,1.6667431693347963
312.1299,0.786,0.702,0.39485044311312256
312.1301,2.601,0.793,0.27009342116327556
312.2162,5.201,0.667,-0.44501267951808504
312.2166,4.927,0.0325,-2.5258867150510915
312.2168,5.505,0.434,-0.8179926338800176
313.0848,2.276,0.276,1.1595471586387565
313.0853,3.183,0.45,0.7905272399354369
314.2327,5.619,0.907,-0.12060791750259588
316.1385,4.504,5.51e-6,9.492914987649307
316.1938,5.631,0.506,-0.6919899653201645
316.248,5.914,0.857,0.18504029972289374
316.248,6.107,0.317,-1.0586954027140552
317.0855,0.773,0.64,-0.483327665137691
318.1438,2.762,0.077,1.9967712144550966
318.1909,0.803,0.411,0.8616569385680213
318.191,3.368,0.866,-0.17308083115085274
318.2093,5.034,0.824,0.2283431086808645
319.1649,4.258,0.238,1.2644948475416413
319.165,3.812,0.499,0.7036399671747189
322.1811,5.096,0.518,0.6733220202059081
322.2005,4.899,0.93,0.0908330719587914
324.1249,2.964,0.308,-1.0807919654367928
324.1258,3.118,0.896,-0.13402317965047972
325.1697,5.177,0.557,0.6092691872228145
325.1883,3.576,0.673,0.4362315666323308
326.0869,2.134,0.665,0.4475762512443097
326.1962,5.293,7.96e-4,-4.945746232900286
327.0685,0.734,0.00768,3.4157341154010243
328.1026,3.567,0.309,1.0775595169089844
328.1873,2.778,0.092,1.885759249924623
328.2118,4.717,0.0716,-2.0413988509028838
328.2482,6.065,0.705,0.39041315211957633
328.248,6.21,0.961,0.04996717921355217
329.2074,3.337,0.382,-0.9190971457773033
330.1909,3.491,0.884,-0.1497168410014368
330.2272,4.126,0.421,-0.8439096318723415
330.2275,4.829,0.19,1.4167917007017192
331.2276,4.919,0.0645,-2.1054905039561733
331.2294,4.533,0.0404,-2.391744667737588
336.2167,5.325,0.07,-2.055506744516012
337.1754,3.847,0.579,0.575921698697779
338.0825,3.449,0.836,0.21322227373473712
338.0863,0.805,0.517,-0.6749553519320823
338.0865,3.299,0.303,-1.0913127190279144
338.1399,3.076,0.378,0.9271181746682922
338.1737,6.007,0.238,-1.2638333708246043
338.1777,5.232,0.339,-1.0096988277112435
338.2323,5.729,0.911,0.11539047513404097
338.2324,5.637,0.319,-1.0545237934611837
340.1025,3.555,0.878,0.15813274572662592
340.1026,3.009,0.845,0.20142186443847776
340.1336,2.71,0.715,-0.3773817859297798
340.2479,6.162,0.488,-0.7232500379942951
341.1709,3.522,3.65e-4,5.532105040905067
341.183,2.936,0.346,0.9943854709096497
341.1877,3.826,0.636,0.48980011980942395
342.1686,3.782,0.509,-0.687265519047378
342.173,5.69,0.55,-0.62089026076138365
342.2635,6.518,0.241,-1.2549580152340725
343.1003,0.795,0.112,-1.7586614769428146
343.1674,2.639,0.453,0.7848589559488511
343.2227,4.522,0.559,0.6066599307842482
344.2066,4.021,0.419,0.846718618987534
344.2431,4.284,0.889,0.14338673661072754
344.2542,4.012,0.414,-0.8573272277640702
346.2221,2.636,0.0415,-2.3767039517521455
349.0869,0.775,0.87,0.16867530294309874
350.0854,0.775,0.107,1.7920173281532747
350.2065,3.938,0.912,-0.11316000174183859
350.2322,5.809,0.692,0.40888523143890987
354.1544,3.176,0.193,-1.406601215632428
355.2625,6.784,0.665,-0.44721112526381857
356.1907,4.001,0.75,-0.328663063464193
356.2429,4.821,0.537,-0.6420501637821902
356.2429,5.382,0.615,-0.5209835233016584
356.2429,5.634,0.714,0.3784765763305312
357.1179,3.698,0.015,-2.9998788772772707
357.2786,5.926,0.895,-0.13572107910117553
357.2787,6.664,0.972,-0.03596743223871578
358.1496,4.728,0.812,0.24450431883027812
358.2585,4.768,0.582,-0.570244813887274
358.2585,5.127,0.666,0.44617515254056633
358.2589,5.812,0.457,0.7777931959994256
363.1428,4.369,0.388,0.9071984993785153
364.0426,0.774,0.0485,2.280685779390764
364.1964,4.526,0.0245,-2.6984044592869485
364.196,3.31,0.181,-1.450581164603741
366.1108,0.7,0.327,-1.0357543495640698
366.1127,3.577,0.632,-0.496068536943069
366.1134,3.129,0.39,-0.9034255785989082
366.2039,4.917,0.277,-1.156610083572657
367.1497,0.741,0.0515,-2.244621371726705
367.1498,2.362,0.0359,-2.4644012345249195
369.1289,3.506,0.787,0.2789004410796484
369.1292,3.953,0.778,0.2909074082763638
369.129,3.414,0.846,-0.20035984413513055
372.1861,3.381,0.305,-1.0887147868798392
373.1128,2.656,0.773,-0.2979123540077997
375.2614,3.928,0.714,0.3786958607245411
377.1448,3.492,0.69,-0.4118880019607715
378.1418,3.378,0.66,-0.4551509111870605
378.1755,4.358,0.0895,-1.9027951497553979
378.1767,3.465,0.929,-0.09131507761074306
380.1102,4.279,0.322,-1.0469423475906596
381.1534,4.397,0.181,1.4491539628584271
383.0941,2.983,0.139,1.6245196524744079
383.0946,0.768,0.791,-0.2736767317147371
383.133,0.792,0.0786,-1.9838044583902756
384.1146,2.579,0.0874,-1.9177503623686474
384.1171,0.716,0.442,-0.8046208830948547
384.1228,2.31,0.355,-0.9751636319147188
385.1464,0.793,0.0338,-2.5005568299323144
385.3097,5.886,0.171,-1.4895767854719004
389.1625,5.768,0.482,-0.7325104812661326
390.1393,3.49,0.0245,-2.6969675428188093
390.2632,6.892,0.368,0.9468839593732129
392.1549,3.207,0.0241,-2.7068627513893624
392.1549,3.682,0.127,-1.6796103087146064
394.0744,0.764,0.102,1.8218579136634572
394.1701,3.105,0.0192,-2.8454827560994183
394.1707,0.77,0.0838,-1.9440608593824682
395.1334,4.462,0.622,0.5097928719333517
398.1138,3.137,0.68,-0.4257828123837394
398.1421,3.384,0.246,1.2418447008128375
398.1452,4.007,0.271,1.1736163300860363
398.1823,5.89,0.706,0.3899986819902572
400.1973,6.231,0.56,0.6056164324336508
400.2173,3.807,0.257,-1.2104032087545404
400.269,4.886,0.134,1.6476825351199058
402.2845,4.888,0.145,1.5970186094722352
402.2846,5.623,0.483,0.7315365049983835
405.1518,6.25,0.5,-0.7025559981683874
406.1258,5.43,0.459,0.7743217903422782
410.0483,0.757,0.124,1.6944939679852369
410.1446,4.093,0.508,-0.6897865038336164
410.1459,4.445,0.387,-0.9092483051137721
412.2838,6.085,0.0961,1.8584212093474866
412.284,6.004,0.0868,1.9215113988250105
413.0425,3.484,0.679,0.4281233226535165
413.1052,2.633,0.507,-0.6913744594601309
413.1411,0.782,0.488,-0.7229173321223709
413.1413,2.988,0.0497,-2.26604988656977
414.2998,5.934,0.182,-1.447638876331706
414.2998,5.974,0.107,-1.792249485925499
414.3361,5.556,0.115,1.7470144143391475
415.0333,3.007,0.12,1.7201019811607512
416.1472,3.465,0.377,0.9296133049381718
416.1915,4.419,0.507,0.69164017161303315
416.2124,3.558,0.487,-0.7254934993724883
416.3152,4.924,0.209,1.353570346894121
416.3153,6.637,0.0857,1.9297724908426883
416.3517,5.027,0.0367,2.451663591074605
418.1658,4.047,0.263,-1.1949086843335115
420.1268,2.836,0.555,-0.6137085412194644
420.1859,3.752,0.243,1.25034857587214
420.1863,3.296,0.502,0.7001198328058402
422.2054,3.013,0.492,0.7169190885112073
424.1599,5.447,0.216,-1.331851194299211
425.2145,9.778,0.252,-1.2242718522652667
429.1143,5.43,0.674,-0.43514268564192954
429.2112,4.041,0.0184,-2.871977370019553
430.1728,4.485,0.37,0.9430351119288299
430.2032,5.342,0.661,-0.45399398481149994
430.2946,5.306,0.436,-0.8157766302970447
431.0964,3.273,1.08e-6,11.531991109746965
431.0966,3.757,7.57e-7,12.023646830585717
431.0972,4.035,1.19e-6,11.39656072357054
432.1859,3.705,0.815,-0.24147448439669417
432.2483,2.831,0.391,-0.9009714619101233
432.3103,6.468,0.879,0.15724549138718025
432.3465,4.852,0.015,2.9980474268522945
433.1121,3.884,3.49e-7,13.160558926494364
433.1123,3.32,1.5e-7,14.514917217802116
433.2362,4.04,0.953,0.06075629533864402
434.1403,3.73,0.703,-0.3941780249768533
434.1523,3.477,0.366,-0.9510501812447059
434.1581,3.919,0.0821,1.956883677638674
435.1282,4.891,1.09e-8,19.581006353432397
436.1558,2.94,0.767,0.3053020844258601
436.1558,3.898,0.806,0.25260222060001525
436.1596,4.464,0.23,1.2876357356733965
436.1964,4.096,0.541,-0.635746733868005
436.1971,4.541,0.0387,-2.419283315947519
436.225,0.726,0.0631,-2.1196919123671676
438.1601,0.745,0.897,-0.13292357366496318
438.1606,2.865,0.376,0.9313622846930771
441.1613,0.696,0.0684,2.069750207651129
444.1861,4.37,0.125,-1.6917018807123818
444.2226,4.583,0.827,0.22486443119361235
444.3097,5.039,0.106,1.7943373856247178
446.2388,3.483,0.663,0.45092402257989966
447.0916,4.229,3.51e-8,17.14649013322577
447.113,3.587,0.913,-0.11282102200686629
448.1364,3.004,0.477,-0.7427771361766548
448.1967,3.611,0.362,0.9607228294944605
448.1978,4.334,0.525,-0.6618875560840923
448.2321,4.67,0.848,-0.197730688357577
448.3052,5.404,0.415,0.8551256070079323
448.3055,6.562,0.448,0.7934757582384765
449.1046,3.633,1.15e-5,8.673591003634915
449.1059,4.17,0.00235,4.1866443184595985
449.1076,4.454,0.023,2.7371384713340117
450.1364,0.798,0.879,0.15722825656939457
450.2125,4.913,0.238,-1.2653928473976497
450.2132,5.757,0.363,-0.9577270035388166
450.213,5.045,0.0568,-2.1840361882423984
452.1914,4.626,0.23,-1.2874480855505013
452.1914,4.683,0.0597,-2.153559253496169
452.2062,5.052,0.658,0.4578774029881721
455.7883,4.34,0.923,-0.09940968340501104
457.2213,5.699,0.137,-1.6312943985623631
457.2496,6.911,0.473,-0.7483582017251702
458.1454,0.678,0.13,1.6677101754437271
458.202,4.658,0.708,0.38652703641318376
461.1074,3.814,8.22e-8,15.55522406042006
461.1078,3.304,2.05e-8,18.237600522842577
462.1965,5.965,0.497,-0.7073618150074876
464.1911,4.995,0.608,-0.5320827513176537
464.2272,0.798,0.377,0.9284550462892515
464.2281,3.182,0.715,0.3767028378347169
465.0856,4.069,0.48,0.7364670063416149
466.2058,4.763,0.194,-1.4036171114419995
468.2225,4.941,0.396,0.8912162892374449
469.2077,2.929,0.598,0.5472295967978459
470.2865,6.552,0.254,1.2187507769530643
474.1718,0.703,0.642,0.48028449919458266
475.2467,4.955,0.696,0.4039341692592492
478.2067,3.637,0.223,1.3077236063830064
480.2037,3.652,0.0342,2.4943769382816745
480.2234,4.382,0.396,-0.891117545240836
482.1231,3.477,0.926,0.09541586366048435
484.2903,6.142,0.0177,-2.8975739859673038
486.2329,5.447,0.755,-0.32201266235331216
487.2086,3.066,0.351,0.9825925207621091
489.2311,4.429,0.0289,2.597303638618021
491.2279,4.076,0.382,-0.919720970866765
498.0952,3.472,0.402,0.8786128444819379
500.2812,6.002,0.177,1.466472193664256
500.2849,5.194,0.774,-0.296585609683454
501.2038,4.801,0.542,-0.6342416544060715
502.2964,5.697,0.185,1.4338928925713055
503.1571,3.796,0.654,-0.4631080609960012
504.1824,0.676,0.712,0.3807202720751525
504.2071,4.427,0.933,-0.08677953056408225
504.2224,3.279,0.455,-0.7804034619006217
504.2644,3.847,0.437,-0.8138327752427141
505.236,2.917,0.39,-0.9027607007817559
505.2371,0.816,0.263,-1.1929901577672217
508.28,2.988,0.984,0.02032629650755551
512.2857,6.504,0.839,-0.20863977544421225
514.2642,5.844,0.0115,3.163335299105302
523.0001,5.152,0.326,-1.0376656697626392
526.2647,6.979,0.15,-1.5740284988971798
530.2018,4.016,0.992,-0.010141619100396147
530.3214,4.045,0.894,-0.13706867172493317
532.1906,0.792,0.213,1.341361911968352
532.3526,10.707,0.748,0.3313910811668652
543.3195,5.303,0.336,1.0156531292145388
544.3373,4.266,0.534,0.6469900941204487
551.2103,2.591,0.22,1.3185198418624304
552.3496,5.214,0.176,-1.4683902055131925
553.2943,6.108,0.942,0.07440582478107456
555.3098,6.452,0.523,-0.6643677693110628
559.2603,7.463,0.813,0.24303667838751264
560.3058,5.064,0.131,-1.6593273493190108
562.2489,5.434,0.0923,-1.8836465104939963
565.2029,0.801,0.335,1.0184696397655226
567.1757,2.786,0.359,0.9663133382311957
572.2333,5.399,0.668,0.44283742436943524
574.2227,0.788,0.343,1.0002718622971984
575.2542,6.292,0.267,-1.1831734902172768
575.384,5.148,0.461,0.7707072425561898
576.1819,0.788,0.146,1.5900913016665825
579.2172,2.935,0.453,0.7849832036715226
579.3413,3.735,0.923,-0.0993823513677766
583.1477,2.876,0.216,1.3312650356932167
586.2128,3.002,0.451,-0.787248782448751
588.3229,4.257,0.451,-0.7880267612879797
591.3167,5.042,0.0743,2.0187589177251057
592.3019,3.483,0.449,0.7921554670996673
593.3321,5.017,0.00409,3.8206272836078004
595.3478,5.049,0.0022,4.232659478166794
603.4563,5.393,0.828,0.22319108534035628
605.3265,2.998,0.514,-0.6799263936319738
606.1346,2.583,0.294,-1.1139238923648427
606.2801,3.463,0.831,0.21932358203394253
61.0395,0.663,0.098,-1.8459214846176009
618.2905,3.277,0.458,0.7755993163783412
651.105,3.812,0.41,-0.8643749930217668
677.186,3.444,0.255,-1.2146104914209768
685.2837,4.555,0.842,0.20556867782144655
693.1579,3.427,0.794,0.26880642925548226
705.3808,3.85,0.225,1.3037019047744365
715.3756,3.922,0.658,0.45815716679121893
717.3914,3.919,0.778,0.2900223899668779
719.3713,3.228,0.447,0.7946361574438665
719.3715,3.54,0.452,0.7863955496771716
719.3726,3.874,0.452,0.7859275913188835
