mz_rt,mz,rt,MPA,Cluster_ID,Cluster_features,Cluster_size
424.1599_5.447,424.1599,5.447,502.7164,Cluster_424.1599_5.447,424.1599_5.447;445.0885_5.451,2
429.1143_5.43,429.1143,5.43,502.6522,429.1143_5.43,429.1143_5.43,1
312.2168_5.505,312.2168,5.505,82669.14,312.2168_5.505,312.2168_5.505,1
414.3361_5.556,414.3361,5.556,3715.14415,414.3361_5.556,414.3361_5.556,1
307.2_5.592,307.2,5.592,5083.7642,307.2_5.592,307.2_5.592,1
314.2327_5.619,314.2327,5.619,272217.01,Cluster_314.2327_5.619,314.2327_5.619;314.269_5.621,2
402.2846_5.623,402.2846,5.623,25496.0815,402.2846_5.623,402.2846_5.623,1
257.153_5.622,257.153,5.622,6516.1515,257.153_5.622,257.153_5.622,1
316.1938_5.631,316.1938,5.631,10050.015500000001,316.1938_5.631,316.1938_5.631,1
338.2324_5.637,338.2324,5.637,50963.331999999995,338.2324_5.637,338.2324_5.637,1
356.2429_5.634,356.2429,5.634,39009.941999999995,356.2429_5.634,356.2429_5.634,1
342.173_5.69,342.173,5.69,18865.32,342.173_5.69,342.173_5.69,1
457.2213_5.699,457.2213,5.699,2319.0532000000003,457.2213_5.699,457.2213_5.699,1
502.2964_5.697,502.2964,5.697,1260.11625,502.2964_5.697,502.2964_5.697,1
338.2323_5.729,338.2323,5.729,25779.792,338.2323_5.729,338.2323_5.729,1
389.1625_5.768,389.1625,5.768,504.40175,Cluster_389.1625_5.768,201.0467_5.768;389.1625_5.768;391.1595_5.766,3
450.2132_5.757,450.2132,5.757,504.12265,450.2132_5.757,450.2132_5.757,1
274.1833_5.809,274.1833,5.809,59520.54,Cluster_274.1833_5.809,257.1567_5.803;274.1833_5.809,2
358.2589_5.812,358.2589,5.812,224806.08000000002,Cluster_358.2589_5.812,358.2589_5.812;358.2971_5.811;359.2619_5.813,3
350.2322_5.809,350.2322,5.809,2110.6357,350.2322_5.809,350.2322_5.809,1
514.2642_5.844,514.2642,5.844,7486.746300000001,514.2642_5.844,514.2642_5.844,1
385.3097_5.886,385.3097,5.886,15864.635999999999,Cluster_385.3097_5.886,385.3097_5.886;403.3202_5.885,2
398.1823_5.89,398.1823,5.89,1278.02455,398.1823_5.89,398.1823_5.89,1
316.248_5.914,316.248,5.914,35416.561,316.248_5.914,316.248_5.914,1
414.2998_5.934,414.2998,5.934,22940.9125,414.2998_5.934,414.2998_5.934,1
357.2786_5.926,357.2786,5.926,8891.7225,357.2786_5.926,357.2786_5.926,1
462.1965_5.965,462.1965,5.965,15490.241,462.1965_5.965,462.1965_5.965,1
414.2998_5.974,414.2998,5.974,23324.0175,414.2998_5.974,414.2998_5.974,1
251.1276_5.991,251.1276,5.991,36234.4185,251.1276_5.991,251.1276_5.991,1
412.284_6.004,412.284,6.004,3403.937,412.284_6.004,412.284_6.004,1
500.2812_6.002,500.2812,6.002,1262.73965,500.2812_6.002,500.2812_6.002,1
257.2261_6.012,257.2261,6.012,27376.426,257.2261_6.012,257.2261_6.012,1
338.1737_6.007,338.1737,6.007,1069.76885,Cluster_338.1737_6.007,338.1737_6.007;531.2339_5.997,2
302.1728_6.009,302.1728,6.009,1017.2545,302.1728_6.009,302.1728_6.009,1
328.2482_6.065,328.2482,6.065,141490.46999999997,328.2482_6.065,328.2482_6.065,1
316.248_6.107,316.248,6.107,31769.8065,316.248_6.107,316.248_6.107,1
553.2943_6.108,553.2943,6.108,14028.113,553.2943_6.108,553.2943_6.108,1
412.2838_6.085,412.2838,6.085,3288.90015,412.2838_6.085,412.2838_6.085,1
484.2903_6.142,484.2903,6.142,57331.795,Cluster_484.2903_6.142,255.2104_6.146;273.2212_6.146;484.2903_6.142,3
340.2479_6.162,340.2479,6.162,20569.203999999998,340.2479_6.162,340.2479_6.162,1
303.1704_6.179,303.1704,6.179,1469.74975,303.1704_6.179,303.1704_6.179,1
276.1991_6.202,276.1991,6.202,12639.201000000001,276.1991_6.202,276.1991_6.202,1
328.248_6.21,328.248,6.21,33508.194,328.248_6.21,328.248_6.21,1
405.1518_6.25,405.1518,6.25,502.75715,405.1518_6.25,405.1518_6.25,1
400.1973_6.231,400.1973,6.231,2002.11105,Cluster_400.1973_6.231,224.1656_6.234;400.1973_6.231;421.1238_6.229,3
300.199_6.283,300.199,6.283,10638.0625,300.199_6.283,300.199_6.283,1
575.2542_6.292,575.2542,6.292,505.8067,575.2542_6.292,575.2542_6.292,1
254.1765_6.358,254.1765,6.358,1357.08265,254.1765_6.358,254.1765_6.358,1
555.3098_6.452,555.3098,6.452,27310.927499999998,555.3098_6.452,555.3098_6.452,1
432.3103_6.468,432.3103,6.468,13876.2625,Cluster_432.3103_6.468,414.2993_6.464;432.3103_6.468,2
512.2857_6.504,512.2857,6.504,6056.6181,Cluster_512.2857_6.504,301.2164_6.508;512.2857_6.504;549.1775_6.497,3
342.2635_6.518,342.2635,6.518,23393.3845,342.2635_6.518,342.2635_6.518,1
470.2865_6.552,470.2865,6.552,4042,470.2865_6.552,470.2865_6.552,1
448.3055_6.562,448.3055,6.562,63146.4865,448.3055_6.562,448.3055_6.562,1
231.1009_6.633,231.1009,6.633,1019.32455,231.1009_6.633,231.1009_6.633,1
416.3153_6.637,416.3153,6.637,13715.53975,416.3153_6.637,416.3153_6.637,1
357.2787_6.664,357.2787,6.664,6756.780500000001,357.2787_6.664,357.2787_6.664,1
355.2625_6.784,355.2625,6.784,2372.6091,355.2625_6.784,355.2625_6.784,1
390.2632_6.892,390.2632,6.892,2269.3128,390.2632_6.892,390.2632_6.892,1
218.1384_6.89,218.1384,6.89,1190.1955,Cluster_218.1384_6.89,106.0133_6.888;162.0765_6.886;218.1384_6.89;240.1212_6.902,4
457.2496_6.911,457.2496,6.911,1310.051,457.2496_6.911,457.2496_6.911,1
526.2647_6.979,526.2647,6.979,5659.10475,526.2647_6.979,526.2647_6.979,1
277.1432_7.079,277.1432,7.079,14828.295,Cluster_277.1432_7.079,277.1432_7.079;294.1706_7.072,2
263.0816_7.148,263.0816,7.148,2083.0377,263.0816_7.148,263.0816_7.148,1
559.2603_7.463,559.2603,7.463,505.8067,559.2603_7.463,559.2603_7.463,1
149.0598_7.95,149.0598,7.95,40762.854999999996,149.0598_7.95,149.0598_7.95,1
425.2145_9.778,425.2145,9.778,4280.2895,Cluster_425.2145_9.778,273.0963_9.789;329.1586_9.782;403.2333_9.789;404.232_9.79;425.2145_9.778;441.1879_9.776,6
532.3526_10.707,532.3526,10.707,4052.0464,Cluster_532.3526_10.707,532.3526_10.707;533.3571_10.694,2
