"p.value","m.z","t.score","r.t"
0.0885,427.178,-1.887156852,0.573
0.0886,751.2991,-1.886544983,3.904
0.0891,240.0182,-1.883085394,7.939
0.0891,539.2492,-1.882810191,4.084
0.0894,432.2019,1.903579279,0.535
0.0896,383.153,-1.87958078,2.502
0.0899,349.2019,-1.877355977,0.51
0.09,182.0577,-1.899102632,5.415
0.0903,530.1863,-1.896997933,6.452
0.0907,116.1153,-1.894401964,1.178
0.0907,457.206,-1.872281473,0.526
0.0908,296.149,1.893910572,3.657
0.0911,265.0679,-1.891927575,5.615
0.0914,188.9862,1.867450219,4.149
0.0916,315.1773,-1.888094589,6.535
0.092,249.0785,-1.863642259,3.631
0.0922,245.0465,-1.86200139,2.156
0.0922,583.1521,-1.862138521,3.804
0.0924,289.0318,-1.861030601,2.546
0.093,248.1129,-1.878399235,6.726
0.0932,540.0743,1.855178001,3.978
0.0933,597.0952,1.854763827,3.781
0.0936,373.1862,-1.85280881,0.927
0.0939,261.0875,-1.850854351,3.343
0.094,170.0932,-1.872282398,6.855
0.0944,239.0036,1.847596238,5.67
0.0944,246.9915,1.847511794,4.007
0.0945,389.1472,-1.846911479,0.558
0.0945,423.1472,-1.847221653,0.555
0.0949,286.1283,1.866281439,4.119
0.0951,309.042,-1.843054773,0.548
0.0952,222.1125,1.864053933,0.819
0.0953,215.0163,1.863477809,5.665
0.0954,385.1683,-1.841585153,3.375
0.0955,500.279,1.840394397,0.526
0.0956,400.1935,-1.861460239,6.118
0.0957,197.0677,-1.839595273,1.123
0.0958,267.1104,1.860275197,4.411
0.0959,472.3114,1.859282854,0.479
0.0959,305.0336,-1.8383494,1.426
0.0961,217.9843,1.836895288,3.941
0.0962,198.1236,-1.857710435,6.476
0.0962,205.0353,-1.836262473,5.68
0.0963,289.0381,-1.835802748,3.994
0.0963,330.1373,-1.835378566,0.513
0.0963,431.1163,-1.8355114,0.545
0.0968,154.0703,1.832152756,7.686
0.0968,319.0839,-1.832593531,3.477
0.097,274.204,-1.852536185,0.853
0.097,439.105,-1.831397391,1.045
0.0972,279.0855,-1.85116387,5.437
0.0978,703.5726,-1.847208502,0.512
0.0979,239.1389,-1.84634377,6.704
0.0981,304.158,1.823909599,0.542
0.0983,379.1966,-1.822812125,0.529
0.0987,277.0733,-1.820279008,4.519
0.099,610.0903,-1.818765068,3.375
0.0991,363.0285,1.818059657,3.294
0.0992,377.114,1.817566198,3.199
0.0994,287.1496,-1.815853099,0.972
0.0994,575.2789,1.816036152,0.536
0.1,339.0892,-1.811381063,3.494
0.1,365.1096,-1.811762036,4.1
0.101,189.1234,-1.825211634,6.353
0.101,418.1637,1.825528077,3.622
0.101,295.1203,-1.804866053,3.636
0.101,443.0997,-1.809356689,3.638
0.102,514.1703,1.823347221,3.665
0.102,265.1184,-1.800872815,0.981
0.103,248.1128,-1.816165233,6.388
0.103,278.1233,-1.815251714,7.262
0.103,227.0219,1.793232607,5.696
0.103,591.3175,1.791816233,0.775
0.104,146.0919,-1.809997387,1.119
0.104,363.1162,-1.810122133,9.13
0.104,257.0544,-1.790229628,5.7
0.104,263.0885,-1.78887171,1.035
0.104,303.0177,-1.791290869,4.041
0.104,389.0908,-1.788099076,2.885
0.104,624.1416,1.789641663,1.761
0.105,249.1815,-1.802377699,3.858
0.105,256.0927,-1.80427883,6.58
0.105,472.1938,-1.799570252,5.742
0.106,141.0661,-1.794749323,5.379
0.106,311.1306,-1.796609194,0.539
0.106,328.2115,-1.796035596,0.513
0.106,352.2217,-1.793510727,1.004
0.106,216.9811,1.776846114,3.931
0.106,230.9815,-1.779443441,1.035
0.106,291.089,-1.77501013,3.631
0.107,251.1286,1.772301076,0.792
0.107,342.1401,1.771608014,4.801
0.108,434.1238,1.763190482,0.757
0.109,408.206,-1.779043266,4.557
0.109,413.163,-1.760172912,0.565
0.109,595.1274,1.757929518,3.509
0.11,167.0559,-1.755800068,3.69
0.11,321.0996,-1.751960583,3.48
0.11,366.0821,-1.753274771,3.731
0.111,248.9602,1.749305595,5.84
0.111,389.0876,1.750698208,3.478
0.112,203.1513,-1.759159119,6.974
0.112,241.1295,1.764083682,4.812
0.112,398.1461,1.760710705,0.547
0.112,135.0299,-1.743418231,6.065
0.112,248.0955,1.740687292,0.541
0.112,339.1194,-1.74535333,3.617
0.112,579.2119,-1.741318472,0.564
0.113,267.1102,1.753368567,4.521
0.114,196.0603,1.75285792,7.154
0.114,487.213,-1.751209949,9.393
0.114,317.1597,1.729181082,0.517
0.114,433.1231,1.731721388,0.804
0.114,459.1089,-1.732125644,2.376
0.114,511.1599,-1.731429185,2.441
0.114,511.2904,-1.734280782,3.737
0.114,594.0962,1.731365951,3.813
0.115,366.139,-1.74430222,8.13
0.115,206.082,1.727496493,0.895
0.116,242.9966,1.721064283,3.313
0.116,293.0489,-1.720546323,5.557
0.116,381.1368,-1.719919092,3.661
0.117,141.066,1.731572397,5.082
0.117,287.1002,1.73574535,0.56
0.117,385.2528,1.735822355,4.483
0.117,587.4806,1.734419456,1.357
0.117,263.0951,-1.71553259,3.642
0.118,144.102,-1.727640601,5.362
0.118,370.0777,-1.712802757,4.777
0.118,373.1121,-1.709736287,3.415
0.118,575.1574,1.708554673,4.183
0.119,371.0942,-1.704795203,2.275
0.119,512.268,1.70377027,3.301
0.119,713.3193,-1.706675348,0.549
0.12,208.0645,-1.698042638,3.726
0.12,283.0821,1.701774513,4.197
0.121,259.9865,-1.694149029,3.126
0.121,309.0994,-1.694644661,3.647
0.122,480.2047,1.708752506,4.948
0.122,152.0354,1.69067193,1.011
0.122,181.0504,1.687557429,0.995
0.124,288.2166,-1.697252634,0.952
0.124,260.0249,1.681582212,3.739
0.124,264.1166,1.678316623,3.307
0.124,361.0904,1.678865724,5.706
0.125,452.1908,-1.693925233,4.095
0.125,572.2742,1.691342349,1.476
0.125,457.0666,-1.67460284,3.573
0.125,471.1311,1.674129501,4.172
0.126,232.1291,1.684942453,5.085
0.126,261.1444,-1.684598522,6.658
0.126,348.0688,1.688601689,5.645
0.126,287.0951,1.667865206,0.56
0.126,295.0609,-1.668333467,2.406
0.126,311.0568,1.667764982,3.442
0.126,368.0985,1.671635049,4.469
0.127,263.16,-1.683642254,8.312
0.127,527.2595,-1.682414552,4.101
0.127,217.0487,-1.665415412,5.68
0.127,258.9915,-1.662271157,0.564
0.127,259.1067,-1.662775719,0.982
0.127,327.0325,-1.662272719,4.016
0.127,421.1145,-1.663374384,2.311
0.128,205.0272,-1.657204681,0.897
0.128,321.0631,-1.657864897,3.67
0.128,361.1499,-1.657921817,3.707
0.128,373.0618,-1.658648806,1.02
0.128,561.1384,-1.658288216,2.255
0.129,151.0615,-1.670971171,0.588
0.129,466.2038,-1.673415502,0.538
0.129,347.1705,-1.654540171,3.994
0.129,450.0527,1.656205941,1.755
0.13,118.0612,1.6662495,6.417
0.13,486.2371,1.668433132,3.708
0.13,291.0177,-1.650003912,2.075
0.13,365.1351,-1.648918765,6.514
0.131,427.2233,1.660617961,1.588
0.131,259.1292,-1.644879488,0.516
0.131,391.1038,-1.645460582,4.212
0.131,539.2491,-1.643604791,4.207
0.132,300.127,-1.640047957,0.553
0.132,319.03,1.641443808,3.986
0.133,288.6192,-1.635376485,4.946
0.133,307.133,-1.634359027,0.578
0.133,368.0543,-1.633294842,2.66
0.133,444.9665,1.634027132,2.007
0.134,487.0577,1.631119813,3.942
0.135,521.2674,1.640743787,1.304
0.135,125.0243,-1.625419703,0.867
0.135,249.0072,-1.627893227,4.708
0.135,307.0117,-1.625337849,2.104
0.135,489.212,-1.624752359,0.521
0.136,260.0553,-1.635281917,4.577
0.136,321.1793,1.638667404,0.952
0.136,119.0359,1.623317402,5.512
0.136,249.0534,-1.621097922,0.86
0.136,270.0617,1.623607961,5.7
0.136,563.2511,-1.619550502,3.658
0.136,587.2144,-1.619764599,3.945
0.137,474.1399,1.631072466,3.581
0.137,151.0261,-1.615271346,3.2
0.137,326.0827,-1.617716254,0.551
0.137,421.142,-1.614489779,3.433
0.137,440.1718,-1.618736882,0.558
0.137,481.2437,-1.614904606,3.36
0.137,512.1045,-1.616463603,1.845
0.138,365.1741,-1.628951209,6.723
0.138,355.139,-1.613499284,2.92
0.138,388.0864,-1.610284267,2.467
0.139,152.0704,1.623341919,5.985
0.139,201.1356,-1.607076575,7.005
0.139,339.065,-1.606189657,3.661
0.139,368.1164,-1.607907681,0.563
0.139,369.1208,-1.60571247,5.681
0.14,244.1711,-1.616636981,3.76
0.14,279.1103,1.617601201,5.146
0.14,317.1602,1.601656301,3.057
0.141,270.0849,1.614744549,5.113
0.141,163.0403,1.599136978,0.951
0.141,573.1989,-1.599653214,3.921
0.142,116.1071,-1.610537729,0.643
0.142,282.1923,-1.607843588,4.853
0.143,208.9759,-1.588136017,3.734
0.143,224.0233,-1.591207837,6.057
0.143,364.0955,-1.589060607,3.54
0.144,402.2842,1.601258338,0.515
0.144,454.1242,-1.598538858,3.692
0.144,179.0561,-1.584237072,5.436
0.144,280.079,1.585239208,0.509
0.144,295.0609,-1.583512384,2.42
0.144,325.0944,-1.58564159,5.667
0.144,462.1763,-1.585938808,3.681
0.145,201.1244,1.580555895,5.676
0.145,416.9353,1.582754881,1.747
0.145,437.1808,1.582097767,0.518
0.145,461.1267,-1.58191055,0.535
0.145,539.2491,-1.582473935,0.576
0.146,217.1548,-1.590067299,5.348
0.146,311.1494,-1.589460763,0.538
0.146,313.1894,1.589762644,0.512
0.146,318.1769,-1.592258403,7.436
0.146,401.0691,-1.574947409,5.126
0.147,310.2019,-1.585022177,0.968
0.147,356.2428,-1.585885606,0.932
0.147,399.095,-1.57169762,6.659
0.147,519.1171,1.570317221,4.031
0.148,1058.0265,-1.566237648,1.11
0.148,361.12,-1.569656967,2.246
0.149,486.1209,-1.561898175,2.988
0.15,255.11,-1.573272786,5.346
0.15,302.2328,-1.574519704,0.854
0.15,129.0193,-1.560706128,2.327
0.15,241.9764,1.559847232,3.249
0.15,258.0439,-1.558775887,4.624
0.151,152.0805,1.570982776,5.528
0.151,325.1604,-1.571370225,9.129
0.151,458.145,1.571282677,3.604
0.151,347.1706,-1.55626935,4.809
0.151,349.039,-1.556066221,3.936
0.152,189.0404,1.552520501,5.148
0.152,620.1832,1.551611589,1.624
0.153,103.0267,-1.547575652,1.019
0.153,103.04,-1.544635821,0.988
0.153,340.1245,-1.54569627,5.186
0.153,401.1035,-1.548214026,2.348
0.153,485.1657,-1.54725561,3.694
0.153,573.2395,-1.546723346,0.524
0.154,416.2019,1.558495103,1.132
0.154,199.1313,-1.541944285,0.836
0.155,183.0661,-1.539539168,0.867
0.155,387.1654,-1.539948834,3.687
0.155,641.2574,-1.540240352,0.556
0.155,909.4292,-1.540252883,0.56
0.156,227.1138,1.546073002,8.055
0.156,306.995,-1.535808292,3.347
0.156,427.0568,-1.535046305,3.396
0.156,431.1183,-1.534320368,0.764
0.157,189.1232,-1.545383779,6.685
0.157,286.2374,-1.543840434,0.512
0.157,372.0936,-1.530391215,4.817
0.157,630.1194,1.531463123,3.743
0.158,188.1155,-1.538885288,8.031
0.158,468.2219,1.538848641,3.666
0.158,258.044,1.526887052,2.992
0.158,263.0228,-1.525277514,3.822
0.158,329.1058,-1.52574512,0.558
0.158,457.2224,-1.5255253,0.513
0.159,189.087,-1.536935536,5.641
0.159,203.0111,1.520484731,2.099
0.159,248.0957,-1.522345401,0.606
0.159,249.0072,-1.522598113,3.526
0.159,446.1811,-1.521364979,3.871
0.159,735.3596,-1.523815942,0.544
0.16,270.181,1.532875424,6.589
0.16,359.1954,1.530864562,4.041
0.16,275.0227,-1.516924019,1.969
0.16,369.0281,-1.517030618,4.932
0.16,501.1421,-1.517086638,5.113
0.16,667.3006,-1.516406646,0.558
0.161,217.1547,-1.529174244,7.121
0.161,410.0405,-1.51361347,3.753
0.162,152.0705,1.522654627,3.686
0.162,392.155,-1.521703601,4.524
0.162,451.0399,-1.524207734,4.311
0.162,466.2059,1.52164372,6.417
0.162,112.0517,-1.51002544,3.613
0.162,229.1079,-1.510800391,0.847
0.162,233.0121,1.511501352,0.618
0.162,283.0279,-1.511373277,2.454
0.163,175.1523,1.517886991,7.555
0.163,292.131,1.519371725,4.071
0.163,417.1978,-1.519574645,7.183
0.163,205.0524,-1.50478273,3.564
0.164,154.0587,1.516903599,5.989
0.164,303.074,1.514860393,3.42
0.164,336.0667,-1.502033711,0.577
0.164,339.1079,-1.502881178,0.546
0.164,364.0972,-1.502385438,0.554
0.164,394.046,-1.500035826,3.795
0.164,445.2067,-1.500409646,0.529
0.165,444.222,-1.512429873,3.766
0.165,477.0708,-1.498264485,3.213
0.166,327.0499,-1.508971755,3.959
0.166,209.0675,-1.494031976,0.96
0.166,279.0173,-1.493030009,4.922
0.166,521.1088,-1.493687178,3.637
0.166,581.2273,-1.492637349,0.569
0.167,265.1524,-1.504646892,0.556
0.167,338.2322,-1.504400192,0.863
0.167,666.637,-1.502512731,0.431
0.167,253.0559,1.48984106,7.542
0.167,409.1865,-1.491169207,0.518
0.167,412.9767,1.491511551,1.561
0.168,209.1172,1.498553071,0.959
0.168,274.0025,1.485364258,5.671
0.168,309.0078,1.488294384,2.406
0.168,321.01,-1.485554155,2.453
0.168,411.1137,-1.487534989,1
0.169,390.2406,-1.494945824,3.648
0.169,356.1531,-1.484076278,0.526
0.17,167.0564,-1.490016534,0.555
0.17,191.0539,-1.480151222,5.675
0.17,323.0789,-1.477523714,5.679
0.171,182.0808,1.488861413,5.647
0.172,109.0295,1.471070103,2.682
0.172,353.0894,1.472661545,6.244
0.172,451.0698,1.472070572,0.558
0.172,555.1887,-1.471447861,3.497
0.173,342.1728,-1.479378134,0.923
0.174,404.014,1.477224433,5.467
0.174,188.9861,1.462302591,3.886
0.174,462.1765,-1.462046695,0.536
0.174,481.2435,-1.463240385,0.53
0.175,407.22,1.474202778,0.543
0.175,507.2521,-1.472533841,1.817
0.175,230.0131,1.458723116,2.653
0.175,279.0528,-1.459520282,6.074
0.176,389.0984,-1.456022469,3.675
0.176,429.1931,-1.456961853,2.274
0.176,516.1847,1.456868034,5.788
0.177,225.0735,-1.453649856,1.131
0.177,407.1007,-1.451339495,3.863
0.178,503.3506,1.462862705,1.224
0.178,179.0562,-1.449289648,5.704
0.179,208.1,1.456056398,7.499
0.179,258.1102,-1.457939344,6.605
0.179,342.0848,1.457689011,4.055
0.179,472.1809,1.456861406,6.745
0.179,318.0761,-1.444657328,2.4
0.18,137.071,1.45360609,3.801
0.18,475.2465,1.454872527,3.874
0.18,261.0072,-1.441295532,4.791
0.18,429.1931,-1.440423502,2.307
0.18,485.1983,-1.442633727,9.408
0.181,161.0455,-1.438413512,3.634
0.181,453.1759,1.436574568,0.534
0.182,340.2477,-1.44777752,0.841
0.182,523.1107,1.434446985,3.713
0.182,923.4088,-1.435011719,0.576
0.183,187.0068,1.431860809,2.234
0.183,339.089,-1.432287218,3.56
0.183,392.1204,-1.431852588,3.651
0.184,229.0852,1.440706499,3.063
0.184,256.1676,1.440145255,0.503
0.184,316.2339,-1.439923354,4.229
0.185,203.1485,-1.435220236,5.527
0.185,177.0405,-1.422299017,5.7
0.185,191.0196,-1.424951328,3.644
0.185,245.0123,-1.424598708,0.574
0.185,263.0229,-1.42265734,3.849
0.186,137.0458,-1.432856848,2.887
0.186,217.108,-1.418907443,1.172
0.186,293.0833,-1.42032536,2.178
0.187,258.044,1.416625631,3.081
0.187,301.1652,-1.415234792,0.95
0.187,361.1028,1.417413218,5.97
0.187,396.1296,1.416210349,3.893
0.188,159.0663,-1.41298229,0.926
0.188,323.1456,-1.413703397,9.146
0.189,328.102,1.420599778,5.48
0.189,285.0436,-1.410998204,0.548
0.189,369.1736,-1.408899868,1.402
0.189,438.1585,-1.408135655,0.558
0.19,189.1345,1.41906266,7.821
0.19,206.0819,1.416336439,0.514
0.191,219.006,-1.402221267,1.138
0.191,229.0385,-1.401595968,1.025
0.191,274.9977,1.401747424,8
0.191,73.0294,-1.401732688,0.881
0.192,598.0901,-1.39783303,3.38
0.193,124.9914,-1.396212854,3.319
0.193,203.997,-1.395895458,3.657
0.193,273.1703,-1.395089153,0.849
0.193,347.0888,-1.394606962,4.926
0.194,227.1263,-1.403990984,3.423
0.194,288.2081,-1.402577879,1.122
0.195,311.0771,1.390160911,4.042
0.196,323.094,-1.384896194,2.167
0.196,546.3042,-1.385944476,0.52
0.197,230.1247,1.392399146,5.055
0.197,314.2326,-1.392123095,0.846
0.197,135.03,-1.383123376,5.533
0.197,225.0991,1.381545669,8.076
0.197,286.0026,-1.381085123,3.257
0.199,203.139,1.385251215,7.531
0.199,243.9919,1.374457281,4.942
0.199,346.0776,1.375483657,4.14
0.199,541.2644,-1.376701804,4.221
0.2,204.9812,1.371763649,3.501
0.2,230.9966,1.372341379,4.318
0.2,263.1036,-1.37302779,1.088
0.201,274.213,-1.380777746,1.103
0.201,539.2422,-1.381116932,2.065
0.201,328.0917,1.367596255,5.509
0.201,335.1151,-1.36916505,3.621
0.201,346.1323,1.369454508,0.513
0.201,383.0977,-1.368837409,4.787
0.201,385.0454,-1.370143775,3.618
0.201,450.1766,-1.369222256,4.114
0.202,279.0528,-1.366188146,5.579
0.203,152.0707,1.374157594,5.511
0.203,396.0688,1.371442836,5.32
0.203,448.2317,1.373572605,3.946
0.203,307.1508,-1.362092974,8.821
0.203,582.095,-1.361201545,3.386
0.204,255.145,-1.367989755,7.703
0.204,344.1689,1.370069674,5.609
0.204,203.0017,-1.357955478,3.658
0.204,218.9968,-1.360499303,3.546
0.204,373.1136,-1.359623605,4.555
0.205,316.2476,-1.367010711,0.839
0.205,325.0388,-1.356352163,3.005
0.206,260.1714,1.362520266,7.614
0.206,127.0399,-1.351158377,0.847
0.206,203.0019,-1.35121614,0.829
0.206,253.0921,-1.353952572,0.602
0.206,411.1835,-1.353853915,0.562
0.206,459.1086,-1.352828156,2.334
0.207,248.0219,1.360096825,3.653
0.208,255.145,1.355103143,7.9
0.208,503.1919,-1.345563864,0.546
0.209,415.0559,-1.342807521,3.701
0.21,269.1382,1.351033085,0.482
0.21,290.1599,1.348754787,5.099
0.21,342.2634,-1.351451588,0.839
0.21,236.0252,-1.340310125,4.945
0.21,477.1075,-1.340571633,1.029
0.211,248.0237,1.337723427,3.389
0.212,470.0688,1.333714811,3.799
0.213,239.9969,-1.330774951,2.425
0.213,309.0229,-1.331431087,5.542
0.213,512.192,1.328687042,3.096
0.214,302.1597,1.338426441,5.093
0.214,484.1971,-1.336678934,4
0.214,333.0245,-1.326925539,8.134
0.214,387.0248,1.326786256,3.58
0.215,137.0458,-1.335103062,2.938
0.215,230.0128,1.323855748,3.617
0.215,369.0995,-1.322476919,3.487
0.216,269.1488,-1.331858968,0.515
0.216,559.223,1.331654241,1.233
0.216,213.0223,-1.320211134,0.802
0.216,332.152,-1.321694519,0.513
0.217,160.108,1.328417239,1.102
0.217,512.197,-1.329051237,8.01
0.217,367.1582,1.318136165,0.557
0.218,341.0653,-1.325829804,3.749
0.218,349.0593,-1.315964612,2.431
0.219,128.9597,1.311970656,5.323
0.219,498.0753,1.312309625,3.875
0.22,288.1267,-1.307400162,0.515
0.22,355.0469,-1.307851042,0.537
0.22,587.1079,1.309203049,0.57
0.221,258.1084,-1.315105368,4.933
0.221,261.037,-1.305032957,0.533
0.221,375.0208,1.306544554,1.56
0.222,227.1262,-1.313235341,3.586
0.222,321.0787,-1.30129548,2.11
0.223,165.0418,-1.299769904,1.302
0.223,285.097,-1.298558008,0.525
0.223,319.1392,-1.299449392,0.518
0.224,156.1019,-1.306170282,0.817
0.224,324.1915,1.305314677,2.868
0.224,363.0285,1.29663321,3.439
0.224,613.3585,-1.297231479,4.442
0.225,418.2036,-1.303621259,4.031
0.226,150.0583,-1.300630432,1.33
0.226,228.0312,1.289527525,3.932
0.226,532.3118,-1.291581813,0.521
0.227,319.1647,1.295476666,0.799
0.227,351.1655,-1.286494858,0.545
0.227,389.111,-1.288587032,3.877
0.228,349.1768,-1.292296895,0.501
0.228,243.1083,-1.282967427,1.017
0.228,247.0606,-1.284509633,2.616
0.228,574.0803,-1.284040745,3.839
0.229,217.1647,-1.289808065,5.35
0.229,271.1036,1.292131103,7.939
0.229,194.9603,1.281680677,1.573
0.229,220.976,1.282358186,3.219
0.23,271.0749,1.286912401,5.387
0.23,385.168,-1.279377396,0.573
0.23,399.0615,-1.277034476,2.081
0.231,340.1319,-1.283873718,7.149
0.231,398.1458,1.285606216,3.806
0.231,489.1188,1.274786019,3.274
0.231,511.2903,-1.2739727,0.535
0.232,241.0948,1.282578756,5.126
0.232,306.064,-1.281904296,1.508
0.233,254.1021,-1.278373392,1.343
0.233,325.188,1.279086584,0.522
0.233,421.0503,-1.278201104,5.465
0.233,395.1141,-1.269475889,1.956
0.234,587.4807,1.275557889,1.51
0.234,445.1864,-1.267812868,2.457
0.236,263.0519,-1.270251098,0.516
0.236,369.2493,-1.270783109,7.282
0.236,495.0461,1.268753026,5.774
0.236,470.0689,1.261203315,3.84
0.237,137.0244,-1.259198363,0.97
0.237,391.1964,-1.257273919,0.519
0.238,308.1855,-1.263200154,0.51
0.238,193.0352,1.255537319,7.691
0.238,335.115,-1.2546526,3.507
0.238,468.0783,-1.253970187,1.65
0.239,281.1493,-1.261998266,4.837
0.239,591.312,1.262442254,2.003
0.239,195.0655,-1.252763425,0.844
0.24,290.1021,-1.259224773,0.834
0.24,382.1907,-1.259056055,4.683
0.24,299.0769,1.25064255,4.876
0.241,173.092,-1.25604967,6.33
0.241,181.0368,-1.246224332,3.602
0.241,433.142,1.247216609,3.319
0.242,218.1862,1.251136919,3.124
0.242,443.1553,1.243114484,0.527
0.243,104.0706,1.24892471,5.078
0.243,187.0068,1.241781719,2.535
0.243,257.1024,-1.241734263,0.515
0.243,269.1391,-1.240157578,0.838
0.243,390.2148,-1.242113502,3.506
0.244,276.144,-1.245359379,5.168
0.244,305.1855,1.24523509,0.518
0.244,248.0037,1.237078213,3.65
0.245,128.0354,-1.234778524,5.186
0.246,287.1373,1.240459083,4.543
0.246,263.0228,-1.232892268,4.652
0.246,298.0024,-1.231851902,5.466
0.246,427.0643,-1.232147698,5.369
0.247,204.1333,1.238337315,0.552
0.247,375.1279,1.237765218,3.242
0.247,408.15,-1.237233193,5.496
0.247,456.0272,1.230822027,1.988
0.248,283.1286,-1.235331527,0.516
0.248,346.1321,-1.227017799,3.621
0.249,243.9918,1.22342924,3.939
0.25,227.1277,1.230437213,0.83
0.25,261.1081,-1.229450745,6.704
0.25,263.1047,1.222475304,3.327
0.251,229.086,1.226106965,4.099
0.251,505.2256,1.227823183,4.929
0.251,143.0348,-1.217942764,0.84
0.252,292.1687,-1.224990425,7.349
0.252,190.9655,1.215545997,2.079
0.253,157.0608,-1.222213409,6.057
0.254,242.0489,-1.210136289,3.714
0.255,238.1549,1.216367849,6.221
0.255,284.0773,-1.207028985,5.465
0.255,319.0668,1.206401961,4.881
0.255,399.1654,1.207327822,4.031
0.255,417.2121,-1.206312527,0.519
0.255,478.084,1.207036657,2.021
0.257,387.1655,-1.202187198,3.016
0.257,775.357,-1.201934301,0.555
0.258,277.0892,-1.206470889,5.723
0.258,302.1962,1.208213995,0.515
0.258,289.0184,1.199373315,3.811
0.258,363.0705,-1.198197376,4.001
0.258,476.1917,-1.200760759,3.149
0.26,243.992,1.193129435,3.357
0.261,132.0771,1.198107044,6.113
0.261,336.0351,1.192126336,2.633
0.262,295.1498,-1.19749824,8.885
0.262,204.9811,1.187751513,4.114
0.262,234.9916,1.189294569,3.442
0.262,299.0984,-1.187852433,5.442
0.262,446.2903,1.189211559,0.514
0.263,158.1176,1.194785508,4.212
0.263,162.0227,-1.185717991,0.513
0.263,230.103,-1.186363144,0.515
0.263,334.1252,-1.186258093,7.52
0.263,379.1604,-1.185870074,4.758
0.263,462.9672,1.18675937,3.843
0.264,336.0894,-1.182296133,1.988
0.264,417.0998,-1.183266575,3.083
0.264,567.1896,-1.18310333,3.663
0.265,505.2806,1.188577185,1.871
0.265,355.1046,-1.17978934,5.684
0.267,321.0996,-1.174407233,4.109
0.268,209.1284,-1.181590897,7.334
0.268,324.1254,1.181769064,3.727
0.268,399.1655,-1.172062828,3.938
0.269,232.1544,1.178719786,0.515
0.269,205.0059,-1.170316488,2.072
0.269,246.0176,1.17085382,3.616
0.269,369.0843,-1.170722544,6.594
0.269,423.0586,-1.170322423,7.921
0.27,163.123,1.174552419,2.224
0.27,229.155,-1.174313392,5.197
0.27,328.1875,1.174885978,0.548
0.271,147.0765,-1.172131836,6.582
0.271,175.119,-1.173404677,8.106
0.271,464.1651,-1.17384857,5.887
0.271,188.0022,-1.164626048,2.235
0.271,281.1025,-1.166083473,0.843
0.271,429.0379,1.164899037,2.569
0.272,304.1907,1.171219015,1.283
0.272,263.1043,1.162300534,0.539
0.272,460.1098,1.161810197,1.553
0.273,330.1905,1.167010321,3.683
0.273,195.062,-1.159666117,2.383
0.273,239.0016,-1.160589898,0.993
0.274,490.1204,-1.156191046,1.242
0.275,193.0836,-1.162892572,4.971
0.275,211.028,-1.155938459,5.713
0.275,231.0295,-1.154863574,2.581
0.275,245.0777,1.153867582,5.688
0.276,242.077,-1.159128514,7.275
0.276,569.2667,-1.160158936,1.54
0.276,188.0351,-1.153197332,4.457
0.276,237.0763,-1.152979882,0.843
0.277,326.088,1.148893637,5.533
0.278,205.1634,1.155012451,7.711
0.279,241.1295,1.151638185,7.948
0.279,255.1338,-1.152904144,7.244
0.279,188.0104,1.145176345,1.569
0.279,233.0469,-1.14376522,3.48
0.279,481.2437,-1.14492419,3.448
0.282,203.002,1.136063822,1.005
0.282,417.1191,1.13633316,3.981
0.282,423.2739,1.136759995,0.505
0.284,166.0724,-1.138745461,3.376
0.285,159.0516,-1.128471108,1.019
0.285,260.0473,-1.129730566,2.62
0.286,255.0466,-1.134367915,7.917
0.286,479.1308,1.134269798,4.053
0.286,298.0748,1.127952884,0.514
0.286,383.1527,-1.126908549,0.571
0.287,467.1404,1.125872383,0.556
0.288,387.1653,-1.121459246,0.52
0.289,221.0666,-1.120230287,5.387
0.289,230.013,1.120365977,2.604
0.289,239.1147,1.120719763,7.98
0.289,411.1269,-1.120389476,4.179
0.289,489.0636,1.120334647,3.769
0.289,603.1886,1.118814027,3.693
0.29,188.0705,1.124870673,0.471
0.29,191.0284,-1.117408946,5.675
0.291,272.2102,-1.122693747,1.101
0.291,236.0772,1.114633265,0.506
0.291,357.1912,-1.114660411,0.943
0.291,446.037,-1.113883158,3.778
0.292,335.0421,-1.112273458,6.09
0.292,395.0636,-1.111789474,6.682
0.292,510.2519,-1.113287079,0.566
0.293,195.052,-1.108971515,1.912
0.293,215.0731,-1.109969391,0.557
0.293,240.0004,-1.109036586,7.368
0.295,281.1494,1.112590718,0.927
0.295,445.1477,-1.105414213,3.493
0.296,208.1807,1.110377464,5.435
0.296,535.2468,-1.109394678,1.373
0.296,191.0018,1.101804648,3.068
0.296,244.0031,1.102955123,4.944
0.297,212.011,-1.099783174,3.758
0.297,421.0596,1.100028697,0.559
0.297,469.1127,-1.100735197,2.353
0.298,372.2493,-1.104562378,4.475
0.298,239.0922,-1.096666473,0.965
0.298,261.0072,1.098033527,0.592
0.298,448.1974,-1.097184903,3.226
0.299,493.2281,-1.095692851,3.987
0.299,606.0945,1.09570862,3.81
0.3,286.2017,-1.100324557,1.13
0.3,244.997,-1.091949311,1.029
0.3,262.1042,-1.092531331,7.536
0.301,188.0022,-1.0916353,2.253
0.301,479.228,-1.091320545,0.527
0.301,533.1882,-1.090836792,3.463
0.302,506.0901,1.088128235,3.699
0.302,566.1,-1.087195321,3.386
0.303,199.0826,-1.092826473,0.565
0.303,183.0514,-1.086111845,3.658
0.303,536.1007,1.084898148,3.693
