m.z,r.t.,p.value,t.score,mode
464.3008,0.518,0.0663,-2.060786101,negative
123.0542,0.96,0.0672,-2.052861793,negative
246.9763,1.04,0.0672,-2.052741851,negative
397.1353,1.015,0.0674,-2.050923964,negative
291.089,3.499,0.0676,-2.04928098,negative
323.0937,2.289,0.0679,-2.046799564,negative
175.0245,0.522,0.0687,-2.039559309,negative
645.4286,1.239,0.069,-2.064569883,positive
631.2682,0.556,0.0691,2.036082382,negative
290.1356,3.737,0.0693,-2.061238319,positive
144.0666,1.163,0.0699,-2.029016432,negative
343.0672,6.081,0.07,2.028429774,negative
429.2122,0.521,0.07,-2.028692641,negative
591.3171,0.528,0.0704,2.051648592,positive
314.1594,5.081,0.0708,2.048307612,positive
359.134,0.536,0.0709,-2.020703765,negative
119.0352,4.472,0.071,-2.019591477,negative
343.0528,8.034,0.0716,-2.014890566,negative
319.1611,8.704,0.0718,-2.039674468,positive
344.2064,0.516,0.0721,2.037048838,positive
289.0578,2.417,0.0721,-2.010354992,negative
226.082,3.788,0.0722,-2.03658817,positive
147.0297,3.639,0.0723,-2.009258855,negative
476.1921,0.548,0.0727,-2.005768784,negative
307.084,4.338,0.0734,-1.999627326,negative
275.0709,4.9,0.0736,-1.998233646,negative
117.0558,0.877,0.0739,-1.995855189,negative
205.1184,8.039,0.0745,-2.016678944,positive
182.0917,0.888,0.0749,2.013624972,positive
311.1504,0.977,0.075,-1.986759437,negative
337.1426,7.325,0.0752,-2.011416154,positive
453.0692,3.704,0.0752,-1.98503193,negative
265.1191,0.536,0.0754,2.00976163,positive
241.1078,0.86,0.0757,-1.98174252,negative
275.0228,3.571,0.0761,-1.977977242,negative
232.9759,5.687,0.0765,1.975393083,negative
246.0745,4.944,0.0769,-1.971884695,negative
293.1046,3.527,0.0769,-1.972260608,negative
385.1256,3.911,0.077,-1.996412812,positive
261.1808,4.525,0.0771,-1.995538966,positive
239.9969,2.405,0.0775,-1.967242557,negative
459.1501,4.308,0.0775,1.966991386,negative
302.196,2.176,0.0777,1.990749114,positive
407.0272,8.433,0.078,-1.963121902,negative
689.3021,0.543,0.078,-1.963619509,negative
100.0757,0.821,0.0782,-1.987072878,positive
315.0699,3.297,0.0783,-1.961008194,negative
357.2497,7.349,0.0787,-1.982751179,positive
151.0612,4.846,0.0792,-1.953960022,negative
244.1655,7.349,0.0795,-1.97680637,positive
288.0874,0.844,0.0795,-1.951907716,negative
349.1248,5.186,0.0795,-1.951839457,negative
401.1091,3.78,0.0796,-1.951254727,negative
264.1167,3.376,0.0798,1.9494865,negative
225.0472,1.04,0.0799,-1.949013036,negative
124.9916,5.153,0.08,-1.948006225,negative
279.6859,6.11,0.0801,-1.972138669,positive
314.1706,3.875,0.0803,1.97042694,positive
298.0421,4.091,0.0805,-1.944018808,negative
204.9812,3.557,0.0818,1.93453374,negative
418.063,1.867,0.0819,1.933904157,negative
447.1495,4.739,0.0821,-1.932623381,negative
265.1037,1.014,0.0826,-1.928758904,negative
508.0596,3.862,0.0828,1.927519375,negative
251.094,3.644,0.0832,-1.924165562,negative
282.12,4.907,0.0837,-1.944822741,positive
246.9915,5.457,0.0838,1.920269835,negative
261.1807,3.948,0.0844,-1.939012133,positive
350.2071,2.649,0.0845,1.938292792,positive
204.0866,8.005,0.0849,-1.93548505,positive
311.0952,0.55,0.085,-1.91150361,negative
213.9964,1.026,0.0852,1.909726031,negative
535.2183,3.646,0.0856,-1.906882949,negative
218.997,1.135,0.0858,-1.905559602,negative
280.1651,3.874,0.0859,-1.928103102,positive
444.06,1.886,0.0861,-1.903370369,negative
203.139,5.989,0.0862,-1.926029418,positive
211.0613,0.897,0.0864,-1.901774332,negative
348.1105,4.903,0.0864,-1.901566166,negative
225.0615,6.787,0.0869,-1.898032437,negative
205.0972,4.752,0.0871,-1.919922583,positive
397.095,1.037,0.0871,1.896858655,negative
297.1338,0.84,0.0872,-1.895860841,negative
153.1276,0.538,0.0874,-1.91723026,positive
306.1713,0.517,0.0875,-1.917068127,positive
176.0666,7.162,0.0876,-1.916468696,positive
366.1391,7.934,0.0877,-1.915599088,positive
197.0905,0.843,0.0877,-1.892789536,negative
159.0764,6.269,0.088,-1.913181319,positive
145.0362,1.023,0.0881,-1.889979726,negative
305.0333,4.102,0.0882,-1.889106518,negative
427.178,0.573,0.0885,-1.887156852,negative
751.2991,3.904,0.0886,-1.886544983,negative
240.0182,7.939,0.0891,-1.883085394,negative
539.2492,4.084,0.0891,-1.882810191,negative
432.2019,0.535,0.0894,1.903579279,positive
383.153,2.502,0.0896,-1.87958078,negative
349.2019,0.51,0.0899,-1.877355977,negative
182.0577,5.415,0.09,-1.899102632,positive
530.1863,6.452,0.0903,-1.896997933,positive
116.1153,1.178,0.0907,-1.894401964,positive
457.206,0.526,0.0907,-1.872281473,negative
296.149,3.657,0.0908,1.893910572,positive
265.0679,5.615,0.0911,-1.891927575,positive
188.9862,4.149,0.0914,1.867450219,negative
315.1773,6.535,0.0916,-1.888094589,positive
249.0785,3.631,0.092,-1.863642259,negative
245.0465,2.156,0.0922,-1.86200139,negative
583.1521,3.804,0.0922,-1.862138521,negative
289.0318,2.546,0.0924,-1.861030601,negative
248.1129,6.726,0.093,-1.878399235,positive
540.0743,3.978,0.0932,1.855178001,negative
597.0952,3.781,0.0933,1.854763827,negative
373.1862,0.927,0.0936,-1.85280881,negative
261.0875,3.343,0.0939,-1.850854351,negative
170.0932,6.855,0.094,-1.872282398,positive
239.0036,5.67,0.0944,1.847596238,negative
246.9915,4.007,0.0944,1.847511794,negative
389.1472,0.558,0.0945,-1.846911479,negative
423.1472,0.555,0.0945,-1.847221653,negative
286.1283,4.119,0.0949,1.866281439,positive
309.042,0.548,0.0951,-1.843054773,negative
222.1125,0.819,0.0952,1.864053933,positive
215.0163,5.665,0.0953,1.863477809,positive
385.1683,3.375,0.0954,-1.841585153,negative
500.279,0.526,0.0955,1.840394397,negative
400.1935,6.118,0.0956,-1.861460239,positive
197.0677,1.123,0.0957,-1.839595273,negative
267.1104,4.411,0.0958,1.860275197,positive
472.3114,0.479,0.0959,1.859282854,positive
305.0336,1.426,0.0959,-1.8383494,negative
217.9843,3.941,0.0961,1.836895288,negative
198.1236,6.476,0.0962,-1.857710435,positive
205.0353,5.68,0.0962,-1.836262473,negative
289.0381,3.994,0.0963,-1.835802748,negative
330.1373,0.513,0.0963,-1.835378566,negative
431.1163,0.545,0.0963,-1.8355114,negative
154.0703,7.686,0.0968,1.832152756,negative
319.0839,3.477,0.0968,-1.832593531,negative
274.204,0.853,0.097,-1.852536185,positive
439.105,1.045,0.097,-1.831397391,negative
279.0855,5.437,0.0972,-1.85116387,positive
703.5726,0.512,0.0978,-1.847208502,positive
239.1389,6.704,0.0979,-1.84634377,positive
304.158,0.542,0.0981,1.823909599,negative
379.1966,0.529,0.0983,-1.822812125,negative
277.0733,4.519,0.0987,-1.820279008,negative
610.0903,3.375,0.099,-1.818765068,negative
363.0285,3.294,0.0991,1.818059657,negative
377.114,3.199,0.0992,1.817566198,negative
287.1496,0.972,0.0994,-1.815853099,negative
575.2789,0.536,0.0994,1.816036152,negative
339.0892,3.494,0.1,-1.811381063,negative
365.1096,4.1,0.1,-1.811762036,negative
189.1234,6.353,0.101,-1.825211634,positive
418.1637,3.622,0.101,1.825528077,positive
295.1203,3.636,0.101,-1.804866053,negative
443.0997,3.638,0.101,-1.809356689,negative
514.1703,3.665,0.102,1.823347221,positive
265.1184,0.981,0.102,-1.800872815,negative
248.1128,6.388,0.103,-1.816165233,positive
278.1233,7.262,0.103,-1.815251714,positive
227.0219,5.696,0.103,1.793232607,negative
591.3175,0.775,0.103,1.791816233,negative
146.0919,1.119,0.104,-1.809997387,positive
363.1162,9.13,0.104,-1.810122133,positive
257.0544,5.7,0.104,-1.790229628,negative
263.0885,1.035,0.104,-1.78887171,negative
303.0177,4.041,0.104,-1.791290869,negative
389.0908,2.885,0.104,-1.788099076,negative
624.1416,1.761,0.104,1.789641663,negative
249.1815,3.858,0.105,-1.802377699,positive
256.0927,6.58,0.105,-1.80427883,positive
472.1938,5.742,0.105,-1.799570252,positive
141.0661,5.379,0.106,-1.794749323,positive
311.1306,0.539,0.106,-1.796609194,positive
328.2115,0.513,0.106,-1.796035596,positive
352.2217,1.004,0.106,-1.793510727,positive
216.9811,3.931,0.106,1.776846114,negative
230.9815,1.035,0.106,-1.779443441,negative
291.089,3.631,0.106,-1.77501013,negative
251.1286,0.792,0.107,1.772301076,negative
342.1401,4.801,0.107,1.771608014,negative
434.1238,0.757,0.108,1.763190482,negative
408.206,4.557,0.109,-1.779043266,positive
413.163,0.565,0.109,-1.760172912,negative
595.1274,3.509,0.109,1.757929518,negative
167.0559,3.69,0.11,-1.755800068,negative
321.0996,3.48,0.11,-1.751960583,negative
366.0821,3.731,0.11,-1.753274771,negative
248.9602,5.84,0.111,1.749305595,negative
389.0876,3.478,0.111,1.750698208,negative
203.1513,6.974,0.112,-1.759159119,positive
241.1295,4.812,0.112,1.764083682,positive
398.1461,0.547,0.112,1.760710705,positive
135.0299,6.065,0.112,-1.743418231,negative
248.0955,0.541,0.112,1.740687292,negative
339.1194,3.617,0.112,-1.74535333,negative
579.2119,0.564,0.112,-1.741318472,negative
267.1102,4.521,0.113,1.753368567,positive
196.0603,7.154,0.114,1.75285792,positive
487.213,9.393,0.114,-1.751209949,positive
317.1597,0.517,0.114,1.729181082,negative
433.1231,0.804,0.114,1.731721388,negative
459.1089,2.376,0.114,-1.732125644,negative
511.1599,2.441,0.114,-1.731429185,negative
511.2904,3.737,0.114,-1.734280782,negative
594.0962,3.813,0.114,1.731365951,negative
366.139,8.13,0.115,-1.74430222,positive
206.082,0.895,0.115,1.727496493,negative
242.9966,3.313,0.116,1.721064283,negative
293.0489,5.557,0.116,-1.720546323,negative
381.1368,3.661,0.116,-1.719919092,negative
141.066,5.082,0.117,1.731572397,positive
287.1002,0.56,0.117,1.73574535,positive
385.2528,4.483,0.117,1.735822355,positive
587.4806,1.357,0.117,1.734419456,positive
263.0951,3.642,0.117,-1.71553259,negative
144.102,5.362,0.118,-1.727640601,positive
370.0777,4.777,0.118,-1.712802757,negative
373.1121,3.415,0.118,-1.709736287,negative
575.1574,4.183,0.118,1.708554673,negative
371.0942,2.275,0.119,-1.704795203,negative
512.268,3.301,0.119,1.70377027,negative
713.3193,0.549,0.119,-1.706675348,negative
208.0645,3.726,0.12,-1.698042638,negative
283.0821,4.197,0.12,1.701774513,negative
259.9865,3.126,0.121,-1.694149029,negative
309.0994,3.647,0.121,-1.694644661,negative
480.2047,4.948,0.122,1.708752506,positive
152.0354,1.011,0.122,1.69067193,negative
181.0504,0.995,0.122,1.687557429,negative
288.2166,0.952,0.124,-1.697252634,positive
260.0249,3.739,0.124,1.681582212,negative
264.1166,3.307,0.124,1.678316623,negative
361.0904,5.706,0.124,1.678865724,negative
452.1908,4.095,0.125,-1.693925233,positive
572.2742,1.476,0.125,1.691342349,positive
457.0666,3.573,0.125,-1.67460284,negative
471.1311,4.172,0.125,1.674129501,negative
232.1291,5.085,0.126,1.684942453,positive
261.1444,6.658,0.126,-1.684598522,positive
348.0688,5.645,0.126,1.688601689,positive
287.0951,0.56,0.126,1.667865206,negative
295.0609,2.406,0.126,-1.668333467,negative
311.0568,3.442,0.126,1.667764982,negative
368.0985,4.469,0.126,1.671635049,negative
263.16,8.312,0.127,-1.683642254,positive
527.2595,4.101,0.127,-1.682414552,positive
217.0487,5.68,0.127,-1.665415412,negative
258.9915,0.564,0.127,-1.662271157,negative
259.1067,0.982,0.127,-1.662775719,negative
327.0325,4.016,0.127,-1.662272719,negative
421.1145,2.311,0.127,-1.663374384,negative
205.0272,0.897,0.128,-1.657204681,negative
321.0631,3.67,0.128,-1.657864897,negative
361.1499,3.707,0.128,-1.657921817,negative
373.0618,1.02,0.128,-1.658648806,negative
561.1384,2.255,0.128,-1.658288216,negative
151.0615,0.588,0.129,-1.670971171,positive
466.2038,0.538,0.129,-1.673415502,positive
347.1705,3.994,0.129,-1.654540171,negative
450.0527,1.755,0.129,1.656205941,negative
118.0612,6.417,0.13,1.6662495,positive
486.2371,3.708,0.13,1.668433132,positive
291.0177,2.075,0.13,-1.650003912,negative
365.1351,6.514,0.13,-1.648918765,negative
427.2233,1.588,0.131,1.660617961,positive
259.1292,0.516,0.131,-1.644879488,negative
391.1038,4.212,0.131,-1.645460582,negative
539.2491,4.207,0.131,-1.643604791,negative
300.127,0.553,0.132,-1.640047957,negative
319.03,3.986,0.132,1.641443808,negative
288.6192,4.946,0.133,-1.635376485,negative
307.133,0.578,0.133,-1.634359027,negative
368.0543,2.66,0.133,-1.633294842,negative
444.9665,2.007,0.133,1.634027132,negative
487.0577,3.942,0.134,1.631119813,negative
521.2674,1.304,0.135,1.640743787,positive
125.0243,0.867,0.135,-1.625419703,negative
249.0072,4.708,0.135,-1.627893227,negative
307.0117,2.104,0.135,-1.625337849,negative
489.212,0.521,0.135,-1.624752359,negative
260.0553,4.577,0.136,-1.635281917,positive
321.1793,0.952,0.136,1.638667404,positive
119.0359,5.512,0.136,1.623317402,negative
249.0534,0.86,0.136,-1.621097922,negative
270.0617,5.7,0.136,1.623607961,negative
563.2511,3.658,0.136,-1.619550502,negative
587.2144,3.945,0.136,-1.619764599,negative
474.1399,3.581,0.137,1.631072466,positive
151.0261,3.2,0.137,-1.615271346,negative
326.0827,0.551,0.137,-1.617716254,negative
421.142,3.433,0.137,-1.614489779,negative
440.1718,0.558,0.137,-1.618736882,negative
481.2437,3.36,0.137,-1.614904606,negative
512.1045,1.845,0.137,-1.616463603,negative
365.1741,6.723,0.138,-1.628951209,positive
355.139,2.92,0.138,-1.613499284,negative
388.0864,2.467,0.138,-1.610284267,negative
152.0704,5.985,0.139,1.623341919,positive
201.1356,7.005,0.139,-1.607076575,negative
339.065,3.661,0.139,-1.606189657,negative
368.1164,0.563,0.139,-1.607907681,negative
369.1208,5.681,0.139,-1.60571247,negative
244.1711,3.76,0.14,-1.616636981,positive
279.1103,5.146,0.14,1.617601201,positive
317.1602,3.057,0.14,1.601656301,negative
270.0849,5.113,0.141,1.614744549,positive
163.0403,0.951,0.141,1.599136978,negative
573.1989,3.921,0.141,-1.599653214,negative
116.1071,0.643,0.142,-1.610537729,positive
282.1923,4.853,0.142,-1.607843588,positive
208.9759,3.734,0.143,-1.588136017,negative
224.0233,6.057,0.143,-1.591207837,negative
364.0955,3.54,0.143,-1.589060607,negative
402.2842,0.515,0.144,1.601258338,positive
454.1242,3.692,0.144,-1.598538858,positive
179.0561,5.436,0.144,-1.584237072,negative
280.079,0.509,0.144,1.585239208,negative
295.0609,2.42,0.144,-1.583512384,negative
325.0944,5.667,0.144,-1.58564159,negative
462.1763,3.681,0.144,-1.585938808,negative
201.1244,5.676,0.145,1.580555895,negative
416.9353,1.747,0.145,1.582754881,negative
437.1808,0.518,0.145,1.582097767,negative
461.1267,0.535,0.145,-1.58191055,negative
539.2491,0.576,0.145,-1.582473935,negative
217.1548,5.348,0.146,-1.590067299,positive
311.1494,0.538,0.146,-1.589460763,positive
313.1894,0.512,0.146,1.589762644,positive
318.1769,7.436,0.146,-1.592258403,positive
401.0691,5.126,0.146,-1.574947409,negative
310.2019,0.968,0.147,-1.585022177,positive
356.2428,0.932,0.147,-1.585885606,positive
399.095,6.659,0.147,-1.57169762,negative
519.1171,4.031,0.147,1.570317221,negative
1058.0265,1.11,0.148,-1.566237648,negative
361.12,2.246,0.148,-1.569656967,negative
486.1209,2.988,0.149,-1.561898175,negative
255.11,5.346,0.15,-1.573272786,positive
302.2328,0.854,0.15,-1.574519704,positive
129.0193,2.327,0.15,-1.560706128,negative
241.9764,3.249,0.15,1.559847232,negative
258.0439,4.624,0.15,-1.558775887,negative
152.0805,5.528,0.151,1.570982776,positive
325.1604,9.129,0.151,-1.571370225,positive
458.145,3.604,0.151,1.571282677,positive
347.1706,4.809,0.151,-1.55626935,negative
349.039,3.936,0.151,-1.556066221,negative
189.0404,5.148,0.152,1.552520501,negative
620.1832,1.624,0.152,1.551611589,negative
103.0267,1.019,0.153,-1.547575652,negative
103.04,0.988,0.153,-1.544635821,negative
340.1245,5.186,0.153,-1.54569627,negative
401.1035,2.348,0.153,-1.548214026,negative
485.1657,3.694,0.153,-1.54725561,negative
573.2395,0.524,0.153,-1.546723346,negative
416.2019,1.132,0.154,1.558495103,positive
199.1313,0.836,0.154,-1.541944285,negative
183.0661,0.867,0.155,-1.539539168,negative
387.1654,3.687,0.155,-1.539948834,negative
641.2574,0.556,0.155,-1.540240352,negative
909.4292,0.56,0.155,-1.540252883,negative
227.1138,8.055,0.156,1.546073002,positive
306.995,3.347,0.156,-1.535808292,negative
427.0568,3.396,0.156,-1.535046305,negative
431.1183,0.764,0.156,-1.534320368,negative
189.1232,6.685,0.157,-1.545383779,positive
286.2374,0.512,0.157,-1.543840434,positive
372.0936,4.817,0.157,-1.530391215,negative
630.1194,3.743,0.157,1.531463123,negative
188.1155,8.031,0.158,-1.538885288,positive
468.2219,3.666,0.158,1.538848641,positive
258.044,2.992,0.158,1.526887052,negative
263.0228,3.822,0.158,-1.525277514,negative
329.1058,0.558,0.158,-1.52574512,negative
457.2224,0.513,0.158,-1.5255253,negative
189.087,5.641,0.159,-1.536935536,positive
203.0111,2.099,0.159,1.520484731,negative
248.0957,0.606,0.159,-1.522345401,negative
249.0072,3.526,0.159,-1.522598113,negative
446.1811,3.871,0.159,-1.521364979,negative
735.3596,0.544,0.159,-1.523815942,negative
270.181,6.589,0.16,1.532875424,positive
359.1954,4.041,0.16,1.530864562,positive
275.0227,1.969,0.16,-1.516924019,negative
369.0281,4.932,0.16,-1.517030618,negative
501.1421,5.113,0.16,-1.517086638,negative
667.3006,0.558,0.16,-1.516406646,negative
217.1547,7.121,0.161,-1.529174244,positive
410.0405,3.753,0.161,-1.51361347,negative
152.0705,3.686,0.162,1.522654627,positive
392.155,4.524,0.162,-1.521703601,positive
451.0399,4.311,0.162,-1.524207734,positive
466.2059,6.417,0.162,1.52164372,positive
112.0517,3.613,0.162,-1.51002544,negative
229.1079,0.847,0.162,-1.510800391,negative
233.0121,0.618,0.162,1.511501352,negative
283.0279,2.454,0.162,-1.511373277,negative
175.1523,7.555,0.163,1.517886991,positive
292.131,4.071,0.163,1.519371725,positive
417.1978,7.183,0.163,-1.519574645,positive
205.0524,3.564,0.163,-1.50478273,negative
154.0587,5.989,0.164,1.516903599,positive
303.074,3.42,0.164,1.514860393,positive
336.0667,0.577,0.164,-1.502033711,negative
339.1079,0.546,0.164,-1.502881178,negative
364.0972,0.554,0.164,-1.502385438,negative
394.046,3.795,0.164,-1.500035826,negative
445.2067,0.529,0.164,-1.500409646,negative
444.222,3.766,0.165,-1.512429873,positive
477.0708,3.213,0.165,-1.498264485,negative
327.0499,3.959,0.166,-1.508971755,positive
209.0675,0.96,0.166,-1.494031976,negative
279.0173,4.922,0.166,-1.493030009,negative
521.1088,3.637,0.166,-1.493687178,negative
581.2273,0.569,0.166,-1.492637349,negative
265.1524,0.556,0.167,-1.504646892,positive
338.2322,0.863,0.167,-1.504400192,positive
666.637,0.431,0.167,-1.502512731,positive
253.0559,7.542,0.167,1.48984106,negative
409.1865,0.518,0.167,-1.491169207,negative
412.9767,1.561,0.167,1.491511551,negative
209.1172,0.959,0.168,1.498553071,positive
274.0025,5.671,0.168,1.485364258,negative
309.0078,2.406,0.168,1.488294384,negative
321.01,2.453,0.168,-1.485554155,negative
411.1137,1,0.168,-1.487534989,negative
390.2406,3.648,0.169,-1.494945824,positive
356.1531,0.526,0.169,-1.484076278,negative
167.0564,0.555,0.17,-1.490016534,positive
191.0539,5.675,0.17,-1.480151222,negative
323.0789,5.679,0.17,-1.477523714,negative
182.0808,5.647,0.171,1.488861413,positive
109.0295,2.682,0.172,1.471070103,negative
353.0894,6.244,0.172,1.472661545,negative
451.0698,0.558,0.172,1.472070572,negative
555.1887,3.497,0.172,-1.471447861,negative
342.1728,0.923,0.173,-1.479378134,positive
404.014,5.467,0.174,1.477224433,positive
188.9861,3.886,0.174,1.462302591,negative
462.1765,0.536,0.174,-1.462046695,negative
481.2435,0.53,0.174,-1.463240385,negative
407.22,0.543,0.175,1.474202778,positive
507.2521,1.817,0.175,-1.472533841,positive
230.0131,2.653,0.175,1.458723116,negative
279.0528,6.074,0.175,-1.459520282,negative
389.0984,3.675,0.176,-1.456022469,negative
429.1931,2.274,0.176,-1.456961853,negative
516.1847,5.788,0.176,1.456868034,negative
225.0735,1.131,0.177,-1.453649856,negative
407.1007,3.863,0.177,-1.451339495,negative
503.3506,1.224,0.178,1.462862705,positive
179.0562,5.704,0.178,-1.449289648,negative
208.1,7.499,0.179,1.456056398,positive
258.1102,6.605,0.179,-1.457939344,positive
342.0848,4.055,0.179,1.457689011,positive
472.1809,6.745,0.179,1.456861406,positive
318.0761,2.4,0.179,-1.444657328,negative
137.071,3.801,0.18,1.45360609,positive
475.2465,3.874,0.18,1.454872527,positive
261.0072,4.791,0.18,-1.441295532,negative
429.1931,2.307,0.18,-1.440423502,negative
485.1983,9.408,0.18,-1.442633727,negative
161.0455,3.634,0.181,-1.438413512,negative
453.1759,0.534,0.181,1.436574568,negative
340.2477,0.841,0.182,-1.44777752,positive
523.1107,3.713,0.182,1.434446985,negative
923.4088,0.576,0.182,-1.435011719,negative
187.0068,2.234,0.183,1.431860809,negative
339.089,3.56,0.183,-1.432287218,negative
392.1204,3.651,0.183,-1.431852588,negative
229.0852,3.063,0.184,1.440706499,positive
256.1676,0.503,0.184,1.440145255,positive
316.2339,4.229,0.184,-1.439923354,positive
203.1485,5.527,0.185,-1.435220236,positive
177.0405,5.7,0.185,-1.422299017,negative
191.0196,3.644,0.185,-1.424951328,negative
245.0123,0.574,0.185,-1.424598708,negative
263.0229,3.849,0.185,-1.42265734,negative
137.0458,2.887,0.186,-1.432856848,positive
217.108,1.172,0.186,-1.418907443,negative
293.0833,2.178,0.186,-1.42032536,negative
258.044,3.081,0.187,1.416625631,negative
301.1652,0.95,0.187,-1.415234792,negative
361.1028,5.97,0.187,1.417413218,negative
396.1296,3.893,0.187,1.416210349,negative
159.0663,0.926,0.188,-1.41298229,negative
323.1456,9.146,0.188,-1.413703397,negative
328.102,5.48,0.189,1.420599778,positive
285.0436,0.548,0.189,-1.410998204,negative
369.1736,1.402,0.189,-1.408899868,negative
438.1585,0.558,0.189,-1.408135655,negative
189.1345,7.821,0.19,1.41906266,positive
206.0819,0.514,0.19,1.416336439,positive
219.006,1.138,0.191,-1.402221267,negative
229.0385,1.025,0.191,-1.401595968,negative
274.9977,8,0.191,1.401747424,negative
73.0294,0.881,0.191,-1.401732688,negative
598.0901,3.38,0.192,-1.39783303,negative
124.9914,3.319,0.193,-1.396212854,negative
203.997,3.657,0.193,-1.395895458,negative
273.1703,0.849,0.193,-1.395089153,negative
347.0888,4.926,0.193,-1.394606962,negative
227.1263,3.423,0.194,-1.403990984,positive
288.2081,1.122,0.194,-1.402577879,positive
311.0771,4.042,0.195,1.390160911,negative
323.094,2.167,0.196,-1.384896194,negative
546.3042,0.52,0.196,-1.385944476,negative
230.1247,5.055,0.197,1.392399146,positive
314.2326,0.846,0.197,-1.392123095,positive
135.03,5.533,0.197,-1.383123376,negative
225.0991,8.076,0.197,1.381545669,negative
286.0026,3.257,0.197,-1.381085123,negative
203.139,7.531,0.199,1.385251215,positive
243.9919,4.942,0.199,1.374457281,negative
346.0776,4.14,0.199,1.375483657,negative
541.2644,4.221,0.199,-1.376701804,negative
204.9812,3.501,0.2,1.371763649,negative
230.9966,4.318,0.2,1.372341379,negative
263.1036,1.088,0.2,-1.37302779,negative
274.213,1.103,0.201,-1.380777746,positive
539.2422,2.065,0.201,-1.381116932,positive
328.0917,5.509,0.201,1.367596255,negative
335.1151,3.621,0.201,-1.36916505,negative
346.1323,0.513,0.201,1.369454508,negative
383.0977,4.787,0.201,-1.368837409,negative
385.0454,3.618,0.201,-1.370143775,negative
450.1766,4.114,0.201,-1.369222256,negative
279.0528,5.579,0.202,-1.366188146,negative
152.0707,5.511,0.203,1.374157594,positive
396.0688,5.32,0.203,1.371442836,positive
448.2317,3.946,0.203,1.373572605,positive
307.1508,8.821,0.203,-1.362092974,negative
582.095,3.386,0.203,-1.361201545,negative
255.145,7.703,0.204,-1.367989755,positive
344.1689,5.609,0.204,1.370069674,positive
203.0017,3.658,0.204,-1.357955478,negative
218.9968,3.546,0.204,-1.360499303,negative
373.1136,4.555,0.204,-1.359623605,negative
316.2476,0.839,0.205,-1.367010711,positive
325.0388,3.005,0.205,-1.356352163,negative
260.1714,7.614,0.206,1.362520266,positive
127.0399,0.847,0.206,-1.351158377,negative
203.0019,0.829,0.206,-1.35121614,negative
253.0921,0.602,0.206,-1.353952572,negative
411.1835,0.562,0.206,-1.353853915,negative
459.1086,2.334,0.206,-1.352828156,negative
248.0219,3.653,0.207,1.360096825,positive
255.145,7.9,0.208,1.355103143,positive
503.1919,0.546,0.208,-1.345563864,negative
415.0559,3.701,0.209,-1.342807521,negative
269.1382,0.482,0.21,1.351033085,positive
290.1599,5.099,0.21,1.348754787,positive
342.2634,0.839,0.21,-1.351451588,positive
236.0252,4.945,0.21,-1.340310125,negative
477.1075,1.029,0.21,-1.340571633,negative
248.0237,3.389,0.211,1.337723427,negative
470.0688,3.799,0.212,1.333714811,negative
239.9969,2.425,0.213,-1.330774951,negative
309.0229,5.542,0.213,-1.331431087,negative
512.192,3.096,0.213,1.328687042,negative
302.1597,5.093,0.214,1.338426441,positive
484.1971,4,0.214,-1.336678934,positive
333.0245,8.134,0.214,-1.326925539,negative
387.0248,3.58,0.214,1.326786256,negative
137.0458,2.938,0.215,-1.335103062,positive
230.0128,3.617,0.215,1.323855748,negative
369.0995,3.487,0.215,-1.322476919,negative
269.1488,0.515,0.216,-1.331858968,positive
559.223,1.233,0.216,1.331654241,positive
213.0223,0.802,0.216,-1.320211134,negative
332.152,0.513,0.216,-1.321694519,negative
160.108,1.102,0.217,1.328417239,positive
512.197,8.01,0.217,-1.329051237,positive
367.1582,0.557,0.217,1.318136165,negative
341.0653,3.749,0.218,-1.325829804,positive
349.0593,2.431,0.218,-1.315964612,negative
128.9597,5.323,0.219,1.311970656,negative
498.0753,3.875,0.219,1.312309625,negative
288.1267,0.515,0.22,-1.307400162,negative
355.0469,0.537,0.22,-1.307851042,negative
587.1079,0.57,0.22,1.309203049,negative
258.1084,4.933,0.221,-1.315105368,positive
261.037,0.533,0.221,-1.305032957,negative
375.0208,1.56,0.221,1.306544554,negative
227.1262,3.586,0.222,-1.313235341,positive
321.0787,2.11,0.222,-1.30129548,negative
165.0418,1.302,0.223,-1.299769904,negative
285.097,0.525,0.223,-1.298558008,negative
319.1392,0.518,0.223,-1.299449392,negative
156.1019,0.817,0.224,-1.306170282,positive
324.1915,2.868,0.224,1.305314677,positive
363.0285,3.439,0.224,1.29663321,negative
613.3585,4.442,0.224,-1.297231479,negative
418.2036,4.031,0.225,-1.303621259,positive
150.0583,1.33,0.226,-1.300630432,positive
228.0312,3.932,0.226,1.289527525,negative
532.3118,0.521,0.226,-1.291581813,negative
319.1647,0.799,0.227,1.295476666,positive
351.1655,0.545,0.227,-1.286494858,negative
389.111,3.877,0.227,-1.288587032,negative
349.1768,0.501,0.228,-1.292296895,positive
243.1083,1.017,0.228,-1.282967427,negative
247.0606,2.616,0.228,-1.284509633,negative
574.0803,3.839,0.228,-1.284040745,negative
217.1647,5.35,0.229,-1.289808065,positive
271.1036,7.939,0.229,1.292131103,positive
194.9603,1.573,0.229,1.281680677,negative
220.976,3.219,0.229,1.282358186,negative
271.0749,5.387,0.23,1.286912401,positive
385.168,0.573,0.23,-1.279377396,negative
399.0615,2.081,0.23,-1.277034476,negative
