m.z,r.t.,p.value,t.score,mode
340.1319,7.149,0.231,-1.283873718,positive
398.1458,3.806,0.231,1.285606216,positive
489.1188,3.274,0.231,1.274786019,negative
511.2903,0.535,0.231,-1.2739727,negative
241.0948,5.126,0.232,1.282578756,positive
306.064,1.508,0.232,-1.281904296,positive
254.1021,1.343,0.233,-1.278373392,positive
325.188,0.522,0.233,1.279086584,positive
421.0503,5.465,0.233,-1.278201104,positive
395.1141,1.956,0.233,-1.269475889,negative
587.4807,1.51,0.234,1.275557889,positive
445.1864,2.457,0.234,-1.267812868,negative
263.0519,0.516,0.236,-1.270251098,positive
369.2493,7.282,0.236,-1.270783109,positive
495.0461,5.774,0.236,1.268753026,positive
470.0689,3.84,0.236,1.261203315,negative
137.0244,0.97,0.237,-1.259198363,negative
391.1964,0.519,0.237,-1.257273919,negative
308.1855,0.51,0.238,-1.263200154,positive
193.0352,7.691,0.238,1.255537319,negative
335.115,3.507,0.238,-1.2546526,negative
468.0783,1.65,0.238,-1.253970187,negative
281.1493,4.837,0.239,-1.261998266,positive
591.312,2.003,0.239,1.262442254,positive
195.0655,0.844,0.239,-1.252763425,negative
290.1021,0.834,0.24,-1.259224773,positive
382.1907,4.683,0.24,-1.259056055,positive
299.0769,4.876,0.24,1.25064255,negative
173.092,6.33,0.241,-1.25604967,positive
181.0368,3.602,0.241,-1.246224332,negative
433.142,3.319,0.241,1.247216609,negative
218.1862,3.124,0.242,1.251136919,positive
443.1553,0.527,0.242,1.243114484,negative
104.0706,5.078,0.243,1.24892471,positive
187.0068,2.535,0.243,1.241781719,negative
257.1024,0.515,0.243,-1.241734263,negative
269.1391,0.838,0.243,-1.240157578,negative
390.2148,3.506,0.243,-1.242113502,negative
276.144,5.168,0.244,-1.245359379,positive
305.1855,0.518,0.244,1.24523509,positive
248.0037,3.65,0.244,1.237078213,negative
128.0354,5.186,0.245,-1.234778524,negative
287.1373,4.543,0.246,1.240459083,positive
263.0228,4.652,0.246,-1.232892268,negative
298.0024,5.466,0.246,-1.231851902,negative
427.0643,5.369,0.246,-1.232147698,negative
204.1333,0.552,0.247,1.238337315,positive
375.1279,3.242,0.247,1.237765218,positive
408.15,5.496,0.247,-1.237233193,positive
456.0272,1.988,0.247,1.230822027,negative
283.1286,0.516,0.248,-1.235331527,positive
346.1321,3.621,0.248,-1.227017799,negative
243.9918,3.939,0.249,1.22342924,negative
227.1277,0.83,0.25,1.230437213,positive
261.1081,6.704,0.25,-1.229450745,positive
263.1047,3.327,0.25,1.222475304,negative
229.086,4.099,0.251,1.226106965,positive
505.2256,4.929,0.251,1.227823183,positive
143.0348,0.84,0.251,-1.217942764,negative
292.1687,7.349,0.252,-1.224990425,positive
190.9655,2.079,0.252,1.215545997,negative
157.0608,6.057,0.253,-1.222213409,positive
242.0489,3.714,0.254,-1.210136289,negative
238.1549,6.221,0.255,1.216367849,positive
284.0773,5.465,0.255,-1.207028985,negative
319.0668,4.881,0.255,1.206401961,negative
399.1654,4.031,0.255,1.207327822,negative
417.2121,0.519,0.255,-1.206312527,negative
478.084,2.021,0.255,1.207036657,negative
387.1655,3.016,0.257,-1.202187198,negative
775.357,0.555,0.257,-1.201934301,negative
277.0892,5.723,0.258,-1.206470889,positive
302.1962,0.515,0.258,1.208213995,positive
289.0184,3.811,0.258,1.199373315,negative
363.0705,4.001,0.258,-1.198197376,negative
476.1917,3.149,0.258,-1.200760759,negative
243.992,3.357,0.26,1.193129435,negative
132.0771,6.113,0.261,1.198107044,positive
336.0351,2.633,0.261,1.192126336,negative
295.1498,8.885,0.262,-1.19749824,positive
204.9811,4.114,0.262,1.187751513,negative
234.9916,3.442,0.262,1.189294569,negative
299.0984,5.442,0.262,-1.187852433,negative
446.2903,0.514,0.262,1.189211559,negative
158.1176,4.212,0.263,1.194785508,positive
162.0227,0.513,0.263,-1.185717991,negative
230.103,0.515,0.263,-1.186363144,negative
334.1252,7.52,0.263,-1.186258093,negative
379.1604,4.758,0.263,-1.185870074,negative
462.9672,3.843,0.263,1.18675937,negative
336.0894,1.988,0.264,-1.182296133,negative
417.0998,3.083,0.264,-1.183266575,negative
567.1896,3.663,0.264,-1.18310333,negative
505.2806,1.871,0.265,1.188577185,positive
355.1046,5.684,0.265,-1.17978934,negative
321.0996,4.109,0.267,-1.174407233,negative
209.1284,7.334,0.268,-1.181590897,positive
324.1254,3.727,0.268,1.181769064,positive
399.1655,3.938,0.268,-1.172062828,negative
232.1544,0.515,0.269,1.178719786,positive
205.0059,2.072,0.269,-1.170316488,negative
246.0176,3.616,0.269,1.17085382,negative
369.0843,6.594,0.269,-1.170722544,negative
423.0586,7.921,0.269,-1.170322423,negative
163.123,2.224,0.27,1.174552419,positive
229.155,5.197,0.27,-1.174313392,positive
328.1875,0.548,0.27,1.174885978,positive
147.0765,6.582,0.271,-1.172131836,positive
175.119,8.106,0.271,-1.173404677,positive
464.1651,5.887,0.271,-1.17384857,positive
188.0022,2.235,0.271,-1.164626048,negative
281.1025,0.843,0.271,-1.166083473,negative
429.0379,2.569,0.271,1.164899037,negative
304.1907,1.283,0.272,1.171219015,positive
263.1043,0.539,0.272,1.162300534,negative
460.1098,1.553,0.272,1.161810197,negative
330.1905,3.683,0.273,1.167010321,positive
195.062,2.383,0.273,-1.159666117,negative
239.0016,0.993,0.273,-1.160589898,negative
490.1204,1.242,0.274,-1.156191046,negative
193.0836,4.971,0.275,-1.162892572,positive
211.028,5.713,0.275,-1.155938459,negative
231.0295,2.581,0.275,-1.154863574,negative
245.0777,5.688,0.275,1.153867582,negative
242.077,7.275,0.276,-1.159128514,positive
569.2667,1.54,0.276,-1.160158936,positive
188.0351,4.457,0.276,-1.153197332,negative
237.0763,0.843,0.276,-1.152979882,negative
326.088,5.533,0.277,1.148893637,negative
205.1634,7.711,0.278,1.155012451,positive
241.1295,7.948,0.279,1.151638185,positive
255.1338,7.244,0.279,-1.152904144,positive
188.0104,1.569,0.279,1.145176345,negative
233.0469,3.48,0.279,-1.14376522,negative
481.2437,3.448,0.279,-1.14492419,negative
203.002,1.005,0.282,1.136063822,negative
417.1191,3.981,0.282,1.13633316,negative
423.2739,0.505,0.282,1.136759995,negative
166.0724,3.376,0.284,-1.138745461,positive
159.0516,1.019,0.285,-1.128471108,negative
260.0473,2.62,0.285,-1.129730566,negative
255.0466,7.917,0.286,-1.134367915,positive
479.1308,4.053,0.286,1.134269798,positive
298.0748,0.514,0.286,1.127952884,negative
383.1527,0.571,0.286,-1.126908549,negative
467.1404,0.556,0.287,1.125872383,negative
387.1653,0.52,0.288,-1.121459246,negative
221.0666,5.387,0.289,-1.120230287,negative
230.013,2.604,0.289,1.120365977,negative
239.1147,7.98,0.289,1.120719763,negative
411.1269,4.179,0.289,-1.120389476,negative
489.0636,3.769,0.289,1.120334647,negative
603.1886,3.693,0.289,1.118814027,negative
188.0705,0.471,0.29,1.124870673,positive
191.0284,5.675,0.29,-1.117408946,negative
272.2102,1.101,0.291,-1.122693747,positive
236.0772,0.506,0.291,1.114633265,negative
357.1912,0.943,0.291,-1.114660411,negative
446.037,3.778,0.291,-1.113883158,negative
335.0421,6.09,0.292,-1.112273458,negative
395.0636,6.682,0.292,-1.111789474,negative
510.2519,0.566,0.292,-1.113287079,negative
195.052,1.912,0.293,-1.108971515,negative
215.0731,0.557,0.293,-1.109969391,negative
240.0004,7.368,0.293,-1.109036586,negative
281.1494,0.927,0.295,1.112590718,positive
445.1477,3.493,0.295,-1.105414213,negative
208.1807,5.435,0.296,1.110377464,positive
535.2468,1.373,0.296,-1.109394678,positive
191.0018,3.068,0.296,1.101804648,negative
244.0031,4.944,0.296,1.102955123,negative
212.011,3.758,0.297,-1.099783174,negative
421.0596,0.559,0.297,1.100028697,negative
469.1127,2.353,0.297,-1.100735197,negative
372.2493,4.475,0.298,-1.104562378,positive
239.0922,0.965,0.298,-1.096666473,negative
261.0072,0.592,0.298,1.098033527,negative
448.1974,3.226,0.298,-1.097184903,negative
493.2281,3.987,0.299,-1.095692851,negative
606.0945,3.81,0.299,1.09570862,negative
286.2017,1.13,0.3,-1.100324557,positive
244.997,1.029,0.3,-1.091949311,negative
262.1042,7.536,0.3,-1.092531331,negative
188.0022,2.253,0.301,-1.0916353,negative
479.228,0.527,0.301,-1.091320545,negative
533.1882,3.463,0.301,-1.090836792,negative
506.0901,3.699,0.302,1.088128235,negative
566.1,3.386,0.302,-1.087195321,negative
199.0826,0.565,0.303,-1.092826473,positive
183.0514,3.658,0.303,-1.086111845,negative
536.1007,3.693,0.303,1.084898148,negative
191.0198,5.679,0.304,-1.083531487,negative
404.1085,0.533,0.304,1.083867409,negative
418.1445,4.081,0.304,-1.083351272,negative
145.0142,5.656,0.305,-1.082098013,negative
238.9865,7.261,0.305,-1.080058393,negative
104.0706,5.342,0.306,-1.085640141,positive
213.9979,3.83,0.306,1.078682346,negative
232.0284,4.836,0.307,-1.075510365,negative
293.0154,3,0.307,-1.076873121,negative
452.1919,4.102,0.307,1.0760431,negative
149.0455,5.659,0.308,1.073232951,negative
378.1775,3.286,0.309,1.077723183,positive
189.0928,0.848,0.309,-1.072144691,negative
242.0127,3.404,0.309,1.071999353,negative
453.1249,8.361,0.31,1.076430135,positive
301.1111,0.545,0.31,1.068811272,negative
293.0831,2.201,0.311,-1.066857249,negative
445.2433,0.517,0.311,-1.067591304,negative
340.1864,3.25,0.312,1.070052511,positive
481.1678,5.055,0.312,-1.071670192,positive
343.0855,2.702,0.312,-1.064373937,negative
167.0563,1.285,0.313,-1.069636823,positive
119.0352,5.013,0.314,-1.06071757,negative
185.0819,0.862,0.314,-1.06065199,negative
628.2092,3.413,0.315,1.057265982,negative
391.1601,0.524,0.316,-1.061767494,positive
205.0524,3.634,0.316,-1.056218278,negative
221.1607,4.761,0.317,-1.058722042,positive
154.0623,7.684,0.317,1.052458248,negative
512.2676,0.566,0.317,1.053960478,negative
88.0403,6.143,0.317,1.052258247,negative
239.139,0.892,0.318,1.056444999,positive
227.9971,3.983,0.318,1.050881785,negative
424.0564,3.444,0.318,1.050398363,negative
138.0541,2.867,0.319,-1.055616731,positive
561.299,1.22,0.319,-1.055734238,positive
309.0633,6.215,0.319,-1.047626797,negative
735.3684,1.164,0.321,-1.050029056,positive
224.139,7.26,0.322,1.047596266,positive
383.1356,5.936,0.322,-1.048914742,positive
388.0933,5.841,0.322,-1.048278976,positive
469.2362,1.242,0.322,1.047847092,positive
418.0986,3.628,0.322,-1.041063346,negative
435.0872,5.844,0.323,-1.046709348,positive
450.1422,4.949,0.323,-1.046531635,positive
246.9916,1.186,0.323,-1.040130346,negative
168.1385,1.92,0.325,-1.039975036,positive
225.113,0.808,0.325,-1.034420492,negative
339.1549,5.726,0.326,-1.039206062,positive
307.0282,0.753,0.326,1.033106459,negative
401.194,3.928,0.326,-1.03317194,negative
418.1022,3.043,0.326,-1.033614398,negative
517.1333,3.769,0.326,1.032211463,negative
357.1793,0.549,0.327,1.036001312,positive
454.2064,4.027,0.327,1.036008285,positive
539.2428,1.935,0.327,-1.035725066,positive
194.0458,3.731,0.327,-1.030838436,negative
243.145,6.522,0.328,1.034970433,positive
342.2272,0.514,0.328,1.033370017,positive
411.1686,4.114,0.328,-1.028318164,negative
622.1913,4.077,0.328,-1.027679908,negative
279.0718,6.427,0.329,-1.025517263,negative
226.9517,5.826,0.33,1.02886737,positive
284.1854,1.331,0.33,-1.02950754,positive
324.2159,0.482,0.33,1.029662895,positive
579.2641,3.674,0.33,-1.030050045,positive
220.0825,5.686,0.33,1.023279588,negative
505.1592,5.144,0.33,1.024038872,negative
478.1878,1.985,0.331,1.026932649,positive
555.3086,0.525,0.331,-1.027624075,positive
175.0246,5.38,0.331,-1.022029294,negative
181.0505,2.24,0.331,-1.022174381,negative
191.0018,3.051,0.331,1.022344119,negative
475.077,3.665,0.331,-1.022643028,negative
415.1894,1.823,0.332,1.025150884,positive
210.0882,5.677,0.332,1.019877892,negative
212.0019,2.386,0.332,1.019706368,negative
461.1289,0.544,0.332,-1.019657438,negative
189.1607,7.584,0.333,-1.02352698,positive
214.1185,6.612,0.333,1.023344044,positive
615.2543,4.788,0.333,1.023329821,positive
145.0618,3.339,0.333,1.017317149,negative
337.0561,4.657,0.333,-1.016933626,negative
544.0945,1.747,0.333,-1.017578936,negative
380.2065,2.834,0.334,1.02144879,positive
229.1441,0.51,0.334,-1.014149061,negative
349.0943,3.648,0.334,-1.014871943,negative
526.1199,1.643,0.334,-1.015680705,negative
432.2013,3.818,0.335,1.017538859,positive
215.0923,0.897,0.335,-1.013163304,negative
329.1364,0.84,0.335,-1.013355857,negative
571.1485,6.253,0.335,-1.013595854,negative
273.1339,0.813,0.336,-1.0101363,negative
432.0841,5.875,0.336,-1.011222525,negative
521.2423,2.361,0.336,-1.011373862,negative
189.0405,5.173,0.337,1.009231372,negative
212.0113,0.514,0.337,-1.008298571,negative
354.101,0.567,0.337,-1.007796734,negative
604.1208,7.712,0.337,-1.0080812,negative
258.1091,1.209,0.338,-1.012169518,positive
675.8656,8.615,0.338,1.012291237,positive
188.9948,1.816,0.338,-1.006123637,negative
341.1536,6.145,0.338,-1.006652369,negative
618.1748,4.18,0.338,-1.005870804,negative
220.0637,4.274,0.339,1.008765651,positive
629.3141,0.508,0.339,-1.009949053,positive
629.3142,0.507,0.339,-1.009949053,positive
558.1541,4.293,0.339,-1.00445065,negative
306.0641,1.47,0.34,-1.006744733,positive
212.0199,7.051,0.34,1.001562392,negative
230.0128,1.11,0.34,-1.002334696,negative
230.9966,3.831,0.34,-1.002505542,negative
338.1175,7.123,0.34,-1.002674612,negative
245.1607,5.031,0.341,1.004419649,positive
542.1798,5.388,0.341,-1.004414618,positive
216.0988,5.731,0.341,1.000055156,negative
238.9867,8.106,0.341,-1.000511982,negative
401.0891,4.883,0.341,-1.000031043,negative
447.1389,3.421,0.341,0.999674507,negative
298.0967,0.547,0.342,-1.003410978,positive
380.1157,0.564,0.342,-1.003315835,positive
485.1658,0.539,0.342,-0.998002968,negative
554.1517,1.231,0.342,0.996912348,negative
377.1423,3.769,0.343,-1.001344625,positive
171.0765,5.52,0.344,-0.998950162,positive
338.2064,2.907,0.344,0.998292785,positive
190.0509,1.024,0.344,-0.992982001,negative
212.0022,2.356,0.344,0.992475384,negative
307.0133,5.51,0.344,0.993320574,negative
502.2073,5.418,0.344,0.993618636,negative
340.1549,3.953,0.345,0.9902591,negative
488.0413,0.567,0.345,0.990934237,negative
565.1552,4.125,0.345,0.990988963,negative
379.0335,7.386,0.346,0.988537626,negative
790.1902,4.037,0.346,0.988743229,negative
134.0964,3.15,0.347,-0.991224184,positive
256.0926,7.215,0.347,0.991610455,positive
323.0557,2.493,0.347,-0.985847999,negative
457.0745,4.345,0.347,0.987147025,negative
853.3185,7.746,0.347,-0.987497427,negative
487.2078,4.559,0.348,0.990931269,positive
236.0232,7.803,0.348,-0.98408784,negative
276.1443,0.534,0.349,0.987198989,positive
619.102,3.571,0.349,0.983439018,negative
182.0272,5.423,0.35,0.980984916,negative
216.0343,4.359,0.35,0.979670792,negative
191.0196,3.544,0.351,-0.977578772,negative
106.0862,3.75,0.352,-0.982134791,positive
191.139,7.741,0.352,-0.981245812,positive
367.0957,7.091,0.352,-0.982018819,positive
158.082,0.514,0.352,-0.976956233,negative
305.1047,3.486,0.352,-0.977235484,negative
356.0986,5.69,0.352,0.975705694,negative
166.1302,1.899,0.353,-0.979330544,positive
172.9922,1.849,0.353,0.974114708,negative
243.0715,4.453,0.353,0.975065874,negative
248.0601,5.173,0.353,-0.974114855,negative
586.169,5.4,0.353,0.974789797,negative
274.2014,1.11,0.354,-0.977906871,positive
311.1543,0.959,0.354,-0.976324662,positive
175.0611,3.502,0.354,-0.971305191,negative
202.9868,1.018,0.354,-0.971488307,negative
227.9969,2.433,0.354,0.972952308,negative
263.1129,0.556,0.354,0.9721289,negative
502.2076,4.936,0.354,0.970990696,negative
346.2332,4.588,0.355,0.975526272,positive
351.1582,7.036,0.355,-0.974036381,positive
209.0968,8.083,0.356,-0.972702812,positive
251.1279,0.811,0.356,0.973392861,positive
463.3193,1.553,0.356,0.97322587,positive
182.028,4.092,0.356,0.968331455,negative
194.9968,4.711,0.356,-0.96810899,negative
246.9915,4.253,0.356,0.968117375,negative
405.2124,4.811,0.356,-0.968748048,negative
263.1047,3.349,0.357,-0.965625025,negative
335.1864,0.5,0.357,0.964698472,negative
340.1245,4.553,0.357,-0.965186781,negative
417.2123,3.159,0.357,-0.966384806,negative
495.2953,0.521,0.357,-0.966218571,negative
219.0611,8.095,0.358,-0.968374771,positive
254.1022,1.426,0.358,-0.96769656,positive
304.2115,1.134,0.358,-0.969475319,positive
323.0577,4.005,0.358,-0.963469781,negative
355.1544,8.85,0.359,-0.966117369,positive
400.1979,0.535,0.36,0.964356368,positive
325.0719,2.459,0.36,-0.959046184,negative
366.1113,5.469,0.361,-0.962617272,positive
175.0246,5.701,0.361,0.958057802,negative
319.1974,4.634,0.362,-0.959631601,positive
521.2675,1.84,0.363,0.958037359,positive
173.0567,5.365,0.363,-0.953019296,negative
252.0203,4.947,0.363,-0.953236643,negative
749.3919,0.532,0.363,0.953664434,negative
383.0437,4.326,0.364,-0.95109869,negative
593.1687,0.592,0.364,0.952082377,negative
345.1666,6.111,0.365,0.95317649,positive
623.2803,6.454,0.365,-0.953093394,positive
149.0455,5.396,0.365,-0.948381157,negative
227.1285,0.51,0.366,-0.945964288,negative
204.1421,5.101,0.367,0.949806451,positive
279.1271,0.55,0.367,0.944042352,negative
541.2642,0.585,0.367,-0.944509704,negative
448.3053,0.515,0.368,0.947464671,positive
188.1281,0.812,0.369,-0.945637424,positive
276.1365,3.423,0.369,0.94581401,positive
366.1011,0.567,0.369,-0.939872205,negative
615.3123,0.522,0.369,0.941504705,negative
189.168,7.64,0.37,-0.942856885,positive
222.149,1.068,0.37,0.943115514,positive
232.1179,0.789,0.37,0.943827884,positive
165.0472,3.498,0.37,0.937753485,negative
230.1217,6.531,0.371,-0.941096063,positive
368.1159,0.567,0.371,-0.942219267,positive
404.2075,0.528,0.372,-0.939105033,positive
523.2105,1.998,0.372,0.938772741,positive
242.9966,3.467,0.372,-0.934538624,negative
541.1212,6.459,0.372,-0.934788057,negative
189.0423,4.98,0.373,-0.936476652,positive
242.1389,0.944,0.373,0.936784884,positive
229.1548,0.532,0.374,0.936145867,positive
253.1078,0.791,0.374,-0.930128392,negative
326.0864,6.015,0.374,0.930972279,negative
405.106,1.028,0.374,-0.930879988,negative
218.1498,8.373,0.375,0.932877287,positive
173.009,6.03,0.375,-0.929458461,negative
403.065,4.531,0.375,-0.927969344,negative
142.1225,3.003,0.376,-0.930814234,positive
275.1964,4.494,0.376,-0.930984401,positive
430.1704,4.114,0.376,0.931957761,positive
245.0126,3.391,0.377,-0.925235375,negative
543.2802,5.001,0.377,-0.925120103,negative
151.0615,1.336,0.378,-0.927245514,positive
367.1579,1.338,0.379,0.920491095,negative
369.1739,0.556,0.379,-0.919960173,negative
781.4186,0.521,0.379,0.920672903,negative
137.071,3.764,0.38,0.923968174,positive
323.0573,0.537,0.38,-0.918321118,negative
363.0752,3.254,0.38,-0.918786679,negative
298.0967,1.246,0.381,-0.920992724,positive
172.0968,0.853,0.383,0.916379322,positive
219.0611,7.946,0.383,-0.916415488,positive
457.251,6.86,0.383,-0.916864264,positive
212.0111,3.879,0.383,0.913104529,negative
277.0019,5.486,0.383,0.911824548,negative
115.0866,4.961,0.384,-0.915575434,positive
371.1712,0.531,0.384,-0.910702365,negative
640.333,6.148,0.384,-0.909522707,negative
184.108,7.646,0.385,0.913480222,positive
340.1023,4.899,0.387,-0.908702765,positive
274.1032,7.233,0.388,-0.907726775,positive
340.1324,5.379,0.388,-0.906138482,positive
180.0656,0.532,0.389,0.904513267,positive
313.1521,4.481,0.389,-0.905343895,positive
376.3184,0.456,0.389,-0.905264785,positive
273.0076,3.344,0.389,-0.899969893,negative
229.0638,0.559,0.391,-0.896263103,negative
274.0389,3.005,0.391,-0.895633348,negative
551.281,1.972,0.392,0.898316394,positive
148.1227,1.073,0.393,-0.896636989,positive
197.0675,0.579,0.393,-0.891915233,negative
521.2429,2.397,0.393,-0.8931799,negative
192.0743,6.855,0.395,-0.893581032,positive
171.043,3.694,0.395,-0.887999599,negative
339.1545,7.985,0.396,-0.892180969,positive
171.0662,0.928,0.396,-0.886423557,negative
283.0424,5.698,0.396,0.886010706,negative
389.2172,3.549,0.396,-0.886242387,negative
260.1492,0.522,0.397,0.88983294,positive
338.1417,3.093,0.397,-0.888819273,positive
463.0353,5.752,0.397,-0.889519096,positive
715.3764,1.192,0.397,-0.88974793,positive
175.061,3.616,0.397,-0.884661056,negative
212.0031,3.829,0.397,0.884953857,negative
329.16,0.517,0.397,-0.884441388,negative
338.088,4.942,0.397,-0.884755741,negative
259.0415,5.754,0.399,-0.880435323,negative
370.1613,5.455,0.399,0.881017723,negative
433.142,3.384,0.399,0.880633404,negative
485.238,0.52,0.399,0.880892973,negative
260.1491,3.321,0.4,0.884069137,positive
330.2275,0.513,0.4,-0.883132146,positive
222.9917,3.031,0.4,0.879443962,negative
311.0736,4.073,0.401,0.876750757,negative
357.1019,0.569,0.401,0.877835627,negative
400.1427,0.588,0.401,-0.876696739,negative
763.1909,7.999,0.401,-0.877006941,negative
242.0125,3.346,0.402,0.875405485,negative
347.1054,3.351,0.402,0.875147487,negative
372.1476,0.515,0.403,-0.873226586,negative
395.0644,1.738,0.403,-0.872524939,negative
353.0261,7.184,0.404,0.876000841,positive
191.02,7.722,0.404,-0.870969287,negative
417.2123,3.2,0.404,-0.87135965,negative
489.2349,0.534,0.404,0.870460457,negative
561.0808,3.926,0.404,0.871051209,negative
491.1473,3.302,0.405,-0.869070775,negative
208.0429,5.441,0.406,0.87154017,positive
265.119,3.255,0.406,0.871935199,positive
545.1254,2.429,0.406,-0.868219997,negative
289.1652,1.004,0.407,-0.865091703,negative
323.0227,0.552,0.407,0.866020555,negative
134.06,3.798,0.408,0.86800618,positive
286.1784,0.829,0.408,0.867227664,positive
325.1287,0.52,0.408,-0.863799694,negative
339.1076,3.545,0.409,-0.861232964,negative
325.0911,5.475,0.41,-0.864601801,positive
653.2903,6.26,0.41,0.863451932,positive
147.0298,5.656,0.41,0.859645816,negative
231.0328,0.724,0.412,-0.85681613,negative
370.0777,7.194,0.412,0.856328723,negative
395.0635,7.741,0.412,0.85582575,negative
265.002,2.224,0.413,0.85375148,negative
434.2183,5.437,0.414,-0.856833833,positive
325.0923,3.905,0.414,0.85288228,negative
298.1873,9.502,0.415,-0.855210472,positive
805.4077,1.199,0.416,-0.85196582,positive
138.0624,4.733,0.417,-0.850504954,positive
535.2469,1.907,0.417,0.850051098,positive
419.0982,3.161,0.417,0.847567915,negative
154.9986,7.909,0.418,0.844512181,negative
224.002,2.41,0.418,-0.844606602,negative
454.0476,1.757,0.418,-0.844699803,negative
173.092,5.448,0.419,-0.847634376,positive
220.1182,0.536,0.419,-0.847617837,positive
171.0774,5.47,0.419,-0.842207102,negative
264.0545,5.686,0.419,-0.84346268,negative
433.2073,3.667,0.419,-0.842941324,negative
175.1444,7.562,0.42,0.845066892,positive
285.1823,0.513,0.42,-0.844638939,positive
637.2961,6.135,0.42,-0.844154997,positive
135.0373,5.68,0.42,-0.841784086,negative
338.0875,5.702,0.42,0.840137741,negative
352.0857,1.363,0.42,-0.841308644,negative
608.1467,1.783,0.42,0.84051782,negative
111.0087,5.156,0.421,-0.838492815,negative
144.0302,5.659,0.421,-0.83927792,negative
121.0647,3.848,0.422,-0.841482312,positive
180.088,0.589,0.422,-0.84140987,positive
293.0632,5.651,0.424,-0.837600735,positive
203.0022,2.044,0.424,0.833544726,negative
205.0881,0.505,0.425,0.831078933,negative
301.9973,2.602,0.425,-0.831347279,negative
320.1516,0.52,0.425,0.831626827,negative
303.2022,4.502,0.426,-0.834659907,positive
286.146,3.481,0.427,0.831077761,positive
374.1159,2.313,0.427,-0.827353656,negative
759.3976,0.531,0.427,0.82837109,negative
182.081,1.497,0.428,0.829625593,positive
367.1528,7.454,0.43,-0.826927911,positive
451.0996,4.142,0.43,0.827076531,positive
243.123,0.971,0.43,-0.822339193,negative
176.1075,0.501,0.431,0.825150177,positive
367.1133,5.469,0.431,-0.820106614,negative
265.1546,0.538,0.432,0.8224769,positive
307.0839,5.094,0.432,-0.818562943,negative
401.1267,0.551,0.432,0.819621478,negative
262.1032,7.992,0.434,0.8188808,positive
151.007,5.656,0.434,-0.814261836,negative
405.1196,0.54,0.434,0.815402159,negative
159.149,3.721,0.435,-0.816999016,positive
155.0462,6.062,0.435,-0.812871708,negative
177.1284,0.774,0.435,-0.813991846,negative
139.0607,1.079,0.436,-0.815489633,positive
202.1072,3.8,0.436,0.815544962,positive
313.0853,4.046,0.436,0.81539886,positive
259.0019,3.481,0.436,0.810552053,negative
357.2241,8.731,0.437,-0.813187048,positive
179.1075,0.837,0.437,-0.809903979,negative
272.1669,0.804,0.438,0.811927942,positive
307.044,4.081,0.438,-0.810690413,positive
135.0312,3.109,0.438,-0.806926899,negative
305.0691,3.3,0.438,-0.807022748,negative
413.1447,4.649,0.438,-0.808632153,negative
421.0798,3.886,0.438,-0.808624839,negative
166.0724,3.417,0.439,-0.809330784,positive
204.0667,0.515,0.439,0.806300446,negative
167.0212,5.168,0.44,-0.804542625,negative
204.9961,2.078,0.44,0.803635418,negative
359.1156,0.557,0.44,-0.804323085,negative
175.0974,0.773,0.442,-0.800390863,negative
211.0967,0.835,0.442,-0.801006533,negative
243.0712,4.454,0.442,-0.800286626,negative
367.1391,0.519,0.442,-0.801184655,negative
397.0731,0.584,0.442,-0.801386835,negative
262.1648,4.112,0.443,0.803160201,positive
302.1962,1.924,0.443,0.80285141,positive
269.0662,4.768,0.443,0.79893821,negative
526.2471,3.744,0.443,-0.799568979,negative
454.2063,4.046,0.444,0.800635387,positive
437.1606,4.005,0.445,0.798666089,positive
161.9867,2.345,0.445,0.795407183,negative
247.0923,5.625,0.446,-0.797517025,positive
249.0371,5.647,0.446,0.797015461,positive
261.1237,0.961,0.447,-0.794751259,positive
230.0225,3.623,0.448,0.789786497,negative
279.1346,0.94,0.448,-0.79052728,negative
343.0667,4.941,0.448,0.790225503,negative
153.0767,1.112,0.449,0.790670668,positive
161.0455,3.524,0.449,-0.787860068,negative
407.0996,4.018,0.449,-0.788346173,negative
592.152,1.844,0.449,0.787548851,negative
265.1117,4.669,0.45,-0.789450318,positive
434.2167,3.263,0.45,0.789864804,positive
139.0069,4.58,0.451,-0.785153339,negative
338.1174,5.405,0.451,-0.783739959,negative
202.1185,4.047,0.452,0.786780491,positive
189.113,0.89,0.452,-0.782552192,negative
259.0432,5.928,0.452,-0.782574925,negative
134.1175,3.699,0.454,0.781930952,positive
408.1491,5.645,0.454,-0.782364289,positive
545.3031,1.418,0.454,0.783200572,positive
346.2222,0.518,0.455,0.781514182,positive
577.2497,3.628,0.455,-0.780856971,positive
336.0721,4.991,0.455,-0.776593997,negative
385.0755,3.251,0.455,-0.777777571,negative
469.1421,3.31,0.455,0.777847449,negative
275.1027,3.588,0.456,-0.778270318,positive
258.1176,1.152,0.457,-0.776328866,positive
252.9652,3.796,0.457,-0.774397062,negative
437.1419,5.105,0.458,-0.775953849,positive
274.0025,5.546,0.458,-0.772168307,negative
147.1129,8.251,0.459,0.77369759,positive
282.047,0.513,0.459,-0.769571373,negative
339.0739,6.241,0.459,-0.77028471,negative
429.072,0.525,0.459,-0.770630685,negative
436.1596,3.955,0.46,0.771557111,positive
179.0644,5.704,0.46,-0.767709773,negative
432.1425,4.299,0.46,0.767815339,negative
346.9896,1.85,0.461,0.765868769,negative
583.3112,0.557,0.461,-0.765806398,negative
271.1654,0.513,0.462,-0.767872352,positive
