m.z r.t. p t.score
246.1703 1.784 0.0219 -2.765566205581046
246.1812 7.713 0.416 -0.8520431455085514
246.1817 1.057 0.442 -0.8042144699735049
247.0923 5.625 0.0809 -1.9657052139954638
247.0924 6.031 0.816 -0.23905415247378012
247.1288 5.996 0.773 -0.29722548041621316
247.1289 6.343 0.0343 -2.49137572847727
247.1398 7.906 0.0291 2.5920721572734817
247.1439 3.672 0.0528 -2.228295264513007
247.1759 4.792 0.512 0.6823341401137226
248.0219 3.653 0.283 1.142722497585809
248.0876 8.065 0.344 0.9988883212167858
248.0918 1.204 0.6 0.5432672153890639
248.1128 6.388 0.943 0.07342765391252862
248.1129 6.726 0.646 -0.4754171443294165
248.113 6.597 0.0423 -2.364899742362847
248.1491 4.879 0.00189 -4.333868772832492
249.0371 5.647 0.0812 1.9631590795626253
249.0715 8.062 0.278 1.1545262154459721
249.1815 3.858 0.12 1.7153275720966359
251.1134 3.627 0.318 1.0573474792973494
251.1279 0.811 0.337 -1.0133228422093867
252.1343 7.787 0.0701 -2.0549534550277193
254.1021 1.343 0.851 -0.19314570913452506
254.1022 1.426 0.459 0.7742365805559508
254.1399 0.822 0.769 -0.30292959057773905
254.1498 4.993 0.0149 -3.0036667004871433
254.161 4.479 0.0598 -2.152052025958543
255.0466 7.917 0.17 -1.4906995684037796
255.0974 5.375 0.00244 -4.161984115416994
255.11 5.346 0.0116 -3.159110730870315
255.1338 4.731 0.0391 2.411729679060956
255.1338 6.529 0.853 -0.190879507721786
255.1338 6.666 0.514 -0.6796596321409991
255.1338 7.244 0.696 0.40297742738427694
255.145 7.703 0.0133 -3.07447210723659
255.145 7.9 0.179 -1.4562850771538363
256.0926 7.215 0.0998 -1.8346289827571753
256.0927 6.58 0.437 -0.8135863803054678
256.1125 1.174 0.303 1.0915025556246087
256.1676 0.503 0.266 1.1862185142287565
257.1498 0.514 0.314 -1.066330006355423
257.1614 1.054 0.572 0.5858816416349758
258.1084 4.933 0.123 -1.7031658182744207
258.1091 1.209 0.468 0.7574828941432902
258.1102 6.605 0.00654 -3.5171725679003663
258.1176 1.152 0.723 -0.36640391189900645
258.1263 1.308 0.897 0.13295688689168866
258.1831 1.076 0.21 1.3514829506515642
259.0923 5.647 0.914 0.11160198113705098
259.0924 6.027 0.11 1.771068989919644
259.0977 3.914 0.246 -1.2405520429085257
259.1399 7.449 0.186 1.432776720435271
260.0553 4.577 0.49 -0.7204668780385668
260.1491 3.321 0.0561 -2.191437276762757
260.1492 0.522 0.901 -0.12754976586516226
260.1646 3.678 0.629 -0.5000932040106368
260.1714 7.614 0.929 0.09108658333550818
260.1969 7.609 0.122 -1.7078368818563712
261.0484 5.649 0.0948 -1.8669832332701715
261.0978 4.033 0.631 -0.4972487737714065
261.1081 6.704 0.163 -1.5201666455532388
261.1237 0.961 0.267 -1.1825098785708115
261.1444 6.658 0.164 -1.5152278764117615
261.1467 0.515 0.777 -0.2922900881308483
261.1807 3.948 0.228 1.292546859302913
261.1807 4.595 0.146 1.5915704016485177
261.1808 4.525 0.079 1.9807020714836752
262.0379 7.079 0.0218 -2.7675711647096897
262.0837 4.292 0.19 -1.4165289090271893
262.1032 7.903 0.0736 -2.0240206734837467
262.1032 7.992 0.104 -1.805536988360474
262.1284 5.3 0.00622 -3.5500400718469916
262.1284 5.669 0.358 0.9684166668173128
262.1284 5.688 0.834 -0.21555789816369925
262.1285 6.335 0.0529 -2.2274155166035023
262.1396 7.95 0.205 1.3673255682894567
262.1396 8.205 0.576 -0.580256177840238
262.1644 0.838 0.0849 -1.9354076582901882
262.1646 0.527 0.909 -0.11706611254331228
262.1648 4.112 0.026 -2.6610914408121547
263.0519 0.516 0.172 -1.4821086026650498
263.16 8.312 0.172 -1.4856263209937768
264.1191 6.316 0.0684 -2.069882901273389
265.0679 5.615 0.627 0.5034765580107988
265.1117 4.669 0.548 0.6244135624142828
265.1186 1.302 0.493 0.7152458546294913
265.1191 0.536 0.646 0.47478993208035936
265.119 3.255 0.103 -1.814587503869534
265.1304 1.09 0.353 0.9793795144898614
265.1304 1.117 0.366 0.9510383732298187
265.1524 0.556 0.469 0.7560929203271194
265.1546 0.538 0.431 0.8244673663374393
265.1623 0.765 0.605 0.5360397305511588
266.1595 6.173 0.662 0.4519589699525759
267.1102 4.521 0.0827 -1.9519303494305849
267.1104 4.411 0.0886 -1.909366760863965
267.1106 5.18 0.655 -0.46167858088627955
267.1246 0.529 0.66 0.4541190795653835
267.1331 0.956 0.832 0.21834492323592294
267.1446 1.058 0.581 0.572104983201679
269.1243 5.618 0.923 -0.09991617805483075
269.1245 6.119 0.694 0.40654961560322633
269.1382 0.482 0.0937 -1.8738462976325185
269.1488 0.515 0.161 -1.526267765078686
270.0849 5.113 0.235 -1.2728709320477523
270.181 6.589 0.891 0.14140114134092996
270.1866 0.504 0.759 0.3168159718989394
271.0749 5.387 0.548 0.6247263812635532
271.1036 7.939 0.121 1.7129223808343244
271.1654 0.513 3.69e-4 -5.522123814803008
272.0764 5.633 0.207 -1.3598586329752966
272.1239 7.242 0.944 0.07255501177811029
272.1351 8.064 0.573 0.5853646574214055
272.1603 7.087 0.101 -1.8280405913717517
272.1669 0.804 0.717 0.37405844092144835
272.1848 0.513 0.77 0.30121847936735213
272.2102 1.101 0.814 0.24245389726942415
272.2 0.839 0.158 1.5414788858469146
273.108 6.263 0.494 -0.7121410436235145
273.1211 4.643 0.242 1.253628633888297
274.092 6.927 0.301 -1.0973445301116138
274.1032 7.233 0.609 0.5296361561305546
274.1827 0.517 0.16 -1.531609047825681
274.2014 1.11 0.114 -1.7502647513522906
274.2017 0.511 0.874 0.16326167990603607
274.204 0.853 0.326 1.0384332164977927
274.213 1.103 0.882 -0.15333217296194174
275.1025 4.835 0.0192 2.8455064240836063
275.1027 3.588 0.354 0.9770868302101362
275.1964 4.494 0.735 0.34858005926542873
276.1362 0.536 0.0984 1.8434077345093878
276.1365 3.423 0.282 1.1433538554830112
276.1442 5.613 0.0518 -2.240572353612172
276.1443 0.534 0.391 0.9004314362316659
276.144 5.168 0.383 -0.917809123422493
276.1453 1.041 0.801 -0.2589773010616303
276.145 0.594 0.406 -0.8720915978466488
277.0892 5.723 0.88 0.15590063083895936
277.1189 5.653 0.859 -0.18238849454953102
277.1868 4.613 0.901 -0.1277463333369974
278.1233 7.262 0.71 -0.3843552671594191
279.0855 5.437 0.222 -1.3128919189717494
279.1103 5.146 0.248 -1.2347037080325276
279.1188 7.964 0.834 0.21601830952844056
279.1553 8.49 0.0132 -3.0780108252796343
279.6859 6.11 0.164 -1.5160202647101442
280.1183 0.99 0.00114 4.688527186456246
280.1651 3.874 0.221 1.3160058429030375
281.1493 4.837 0.102 1.8194453471285983
281.1494 0.927 0.922 -0.10069648666335294
281.1496 3.679 0.212 1.3434267272239298
281.1705 8.579 0.307 -1.0824171117090793
282.12 4.907 0.113 -1.75467333599199
282.1923 4.853 0.162 -1.5234471949669093
283.1286 0.516 0.418 -0.8492367445958839
283.1399 5.642 0.675 -0.4334535330421212
283.1399 7.299 0.0886 -1.908867347756799
284.0796 7.959 0.00634 3.5376352379845657
284.1853 1.366 9.06e-4 -4.851954895687625
284.1854 1.331 9.64e-4 -4.8070948347584315
285.1557 7.39 0.0201 -2.8183184314996312
285.1808 1.647 0.815 0.24150071285355051
285.1823 0.513 0.976 -0.030742934831746543
286.1283 4.119 0.0513 -2.2468823048367232
286.146 3.481 0.0215 -2.775827987496793
286.1784 0.829 0.945 0.07085688874789153
286.2017 0.511 0.00295 -4.035445572224606
286.2017 1.13 0.00173 -4.395569023809691
286.2373 0.511 0.0165 -2.939228090301575
286.2374 0.512 0.00726 -3.450910331305216
287.1002 0.56 0.664 0.4491513765300849
287.1373 4.543 0.394 -0.8947057667778882
287.1598 3.82 0.00151 -4.489894314595315
287.1968 4.478 0.182 1.4454519873558258
287.244 7.296 0.0353 -2.4740352432345025
288.1189 7.178 0.319 -1.0551583749585847
288.1598 0.546 0.00406 -3.824176700673974
288.1801 0.517 0.938 -0.07936421132387728
288.1942 1.833 0.259 -1.2048180983239154
288.1956 0.873 0.0974 1.849646487804198
288.2081 1.122 8.94e-4 -4.86152351918599
288.2166 0.952 0.00454 -3.7526663205412736
288.216 0.509 0.00571 -3.604636620744314
289.1504 7.992 0.209 -1.353738375084222
290.1021 0.834 0.327 -1.0375334129718696
290.1344 6.639 0.309 -1.0793243694709345
290.1356 3.737 0.812 -0.24466452744820366
290.1459 8.196 0.783 0.2835894324478215
290.1597 0.522 0.87 0.16860579240586449
290.1597 5.587 0.161 -1.528464304713112
290.1599 5.099 0.234 -1.2769290635067114
290.1722 1.062 0.391 -0.902056242150613
290.1764 0.527 0.293 -1.1174101377180166
290.177 2.893 0.548 -0.6243392790254393
290.8472 5.298 2.56e-4 5.811012265859982
291.1062 6.1 0.983 -0.02149627335279378
291.1297 8.546 0.778 -0.29065746321703695
292.131 4.071 0.4 -0.8840730589698461
292.1576 1.593 7.12e-5 6.893111465812662
292.1577 0.516 1.6e-5 8.330500636967898
292.1687 7.349 0.493 0.7147810772743455
292.2016 6.535 0.429 -0.8285258062741909
293.0632 5.651 0.361 0.9613933047247263
293.0633 5.418 0.603 -0.5386731883918437
293.0895 4.725 0.121 1.7113166836203648
293.1706 8.464 0.675 0.43307664147205355
295.1498 8.885 0.7 -0.39778799271796494
296.0658 6.593 0.235 -1.272165667023673
296.149 3.657 0.116 -1.7365765715827546
296.1853 0.806 0.289 -1.126691274262164
297.1228 3.628 0.103 -1.8116738611052314
297.1938 0.496 0.501 -0.7016226160648172
298.0967 0.547 0.0496 2.26736521655977
298.0967 1.246 0.017 2.9212766119867566
298.1143 3.752 0.0598 -2.1527752558198405
298.1873 9.502 0.264 -1.1923716668325055
298.201 0.979 0.0627 -2.1229311046367254
299.126 3.683 0.0912 -1.8906231821385469
299.135 8.024 0.0221 -2.759846377261952
299.1366 4.533 0.0677 2.075726747708933
300.1077 6.514 0.191 -1.4149742596776484
300.1564 3.706 0.91 0.11639646061987452
300.217 0.93 0.0916 -1.8881806278443682
302.0868 6.646 0.551 -0.6197123356154932
302.1348 8.135 0.0214 -2.778629602518774
302.1415 0.545 0.0196 -2.8342686564500394
302.1597 5.093 0.27 -1.1744105624076764
302.1959 1.349 0.00962 -3.273881698444108
302.1962 0.515 0.544 -0.6310498879040954
302.1962 1.924 0.078 -1.9880271003483891
302.196 2.176 0.692 -0.4095706061573082
302.2328 0.854 0.0749 -2.013399108520273
302.244 1.057 0.476 -0.7429307983373362
303.074 3.42 0.666 0.44607557001300424
303.1184 6.154 0.812 0.24539825160628448
303.1672 0.526 0.102 1.8212654866378788
303.1914 5.064 0.0955 1.861885957908643
303.2022 4.502 0.0682 2.0718287925481573
304.0483 7.9 0.407 0.8702383966449136
304.129 4.045 0.019 -2.8529336083469286
304.1747 0.518 0.111 1.7682027087939165
304.1751 1.535 0.433 0.8200239306391071
304.189 4.071 0.208 -1.3566753607411053
304.1907 1.283 0.52 0.6694387521050237
304.2115 0.514 0.0257 -2.668534470319562
304.2115 1.134 0.0153 -2.987318208978664
305.0866 4.783 0.551 0.6190475691909592
305.1818 5.115 0.278 1.1538011320735309
305.1855 0.518 0.735 0.349502055676594
306.0641 1.47 0.0204 -2.8087566386081497
