mz_rt,mz,rt,MPA,Cluster_ID,Cluster_features,Cluster_size
328.248_0.84,328.248,0.84,82132.42499999999,328.248_0.84,328.248_0.84,1
787.4343_0.839,787.4343,0.839,502.63895,787.4343_0.839,787.4343_0.839,1
745.4246_0.839,745.4246,0.839,502.63895,745.4246_0.839,745.4246_0.839,1
342.2634_0.839,342.2634,0.839,22976.0965,342.2634_0.839,342.2634_0.839,1
225.112_0.839,225.112,0.839,12365.881000000001,225.112_0.839,225.112_0.839,1
350.2325_0.84,350.2325,0.84,2230.87225,350.2325_0.84,350.2325_0.84,1
174.0921_0.831,174.0921,0.831,2652.93575,174.0921_0.831,174.0921_0.831,1
172.0968_0.853,172.0968,0.853,14261.015500000001,172.0968_0.853,172.0968_0.853,1
314.2326_0.846,314.2326,0.846,285147.75,314.2326_0.846,314.2326_0.846,1
272.2_0.839,272.2,0.839,3583.07485,Cluster_272.2_0.839,272.2_0.839;579.3714_0.851;581.3697_0.845,3
272.1669_0.804,272.1669,0.804,6752.51885,272.1669_0.804,272.1669_0.804,1
302.2328_0.854,302.2328,0.854,316865.94999999995,Cluster_302.2328_0.854,302.2328_0.854;304.238_0.858,2
274.204_0.853,274.204,0.853,6725.67275,274.204_0.853,274.204_0.853,1
338.2322_0.863,338.2322,0.863,32257.759,338.2322_0.863,338.2322_0.863,1
151.123_0.863,151.123,0.863,24149.9485,151.123_0.863,151.123_0.863,1
761.4182_0.857,761.4182,0.857,502.63895,761.4182_0.857,761.4182_0.857,1
575.3863_0.86,575.3863,0.86,504.4325,575.3863_0.86,575.3863_0.86,1
262.1644_0.838,262.1644,0.838,12040.109499999999,262.1644_0.838,262.1644_0.838,1
286.1784_0.829,286.1784,0.829,2471.04345,286.1784_0.829,286.1784_0.829,1
288.1956_0.873,288.1956,0.873,1673.2395499999998,288.1956_0.873,288.1956_0.873,1
204.0866_0.88,204.0866,0.88,5885.0851999999995,204.0866_0.88,204.0866_0.88,1
239.139_0.892,239.139,0.892,21860.913,239.139_0.892,239.139_0.892,1
182.0917_0.888,182.0917,0.888,2030.23515,182.0917_0.888,182.0917_0.888,1
358.2586_0.903,358.2586,0.903,107033.455,358.2586_0.903,358.2586_0.903,1
342.1728_0.923,342.1728,0.923,8823.8335,342.1728_0.923,342.1728_0.923,1
281.1494_0.927,281.1494,0.927,25833.8785,281.1494_0.927,281.1494_0.927,1
356.2428_0.932,356.2428,0.932,39930.744000000006,356.2428_0.932,356.2428_0.932,1
300.217_0.93,300.217,0.93,291066.095,Cluster_300.217_0.93,300.217_0.93;300.253_0.931,2
336.2167_0.936,336.2167,0.936,38115.3,336.2167_0.936,336.2167_0.936,1
311.1543_0.959,311.1543,0.959,2789.02525,Cluster_311.1543_0.959,186.0687_0.97;242.1331_0.965;244.1281_0.958;311.1543_0.959,4
319.1644_0.958,319.1644,0.958,7105.2215,319.1644_0.958,319.1644_0.958,1
288.2166_0.952,288.2166,0.952,64616.1035,288.2166_0.952,288.2166_0.952,1
261.1237_0.961,261.1237,0.961,7546.9012999999995,261.1237_0.961,261.1237_0.961,1
100.0757_0.957,100.0757,0.957,111810.4975,Cluster_100.0757_0.957,100.0757_0.957;160.0969_0.959,2
321.1793_0.952,321.1793,0.952,8218.7012,321.1793_0.952,321.1793_0.952,1
267.1331_0.956,267.1331,0.956,31125.034,267.1331_0.956,267.1331_0.956,1
166.1227_0.961,166.1227,0.961,12153.5905,166.1227_0.961,166.1227_0.961,1
448.3053_0.958,448.3053,0.958,20418.548000000003,448.3053_0.958,448.3053_0.958,1
312.2168_0.956,312.2168,0.956,175852.42,Cluster_312.2168_0.956,220.0969_0.954;312.2167_0.957;312.2168_0.956,3
326.1959_0.963,326.1959,0.963,43324.49,326.1959_0.963,326.1959_0.963,1
416.3518_0.967,416.3518,0.967,3554.9579,416.3518_0.967,416.3518_0.967,1
310.2019_0.968,310.2019,0.968,773250.775,Cluster_310.2019_0.968,310.2019_0.968;310.2389_0.968,2
685.2828_0.974,685.2828,0.974,502.77705000000003,685.2828_0.974,685.2828_0.974,1
298.201_0.979,298.201,0.979,12460.479500000001,298.201_0.979,298.201_0.979,1
209.1172_0.959,209.1172,0.959,12458.0405,209.1172_0.959,209.1172_0.959,1
352.2217_1.004,352.2217,1.004,1759.545,352.2217_1.004,352.2217_1.004,1
242.1389_0.944,242.1389,0.944,3639.0485500000004,242.1389_0.944,242.1389_0.944,1
280.1183_0.99,280.1183,0.99,2583.06025,280.1183_0.99,280.1183_0.99,1
166.1333_1.023,166.1333,1.023,2124.01265,166.1333_1.023,166.1333_1.023,1
200.107_1.003,200.107,1.003,9017.509,200.107_1.003,200.107_1.003,1
149.1073_1.011,149.1073,1.011,5051.3257,149.1073_1.011,149.1073_1.011,1
246.1817_1.057,246.1817,1.057,26501.021500000003,Cluster_246.1817_1.057,246.1817_1.057;246.1817_1.06,2
522.2956_1.034,522.2956,1.034,502.63895,522.2956_1.034,522.2956_1.034,1
721.3514_1.034,721.3514,1.034,502.63895,721.3514_1.034,721.3514_1.034,1
731.4085_1.051,731.4085,1.051,502.77705000000003,Cluster_731.4085_1.051,731.4085_1.051;947.4865_1.039;948.4892_1.037,3
717.3928_1.051,717.3928,1.051,502.63895,717.3928_1.051,717.3928_1.051,1
302.244_1.057,302.244,1.057,13001.3625,302.244_1.057,302.244_1.057,1
403.2585_1.052,403.2585,1.052,503.05115,403.2585_1.052,403.2585_1.052,1
354.1117_1.059,354.1117,1.059,29400.8925,Cluster_354.1117_1.059,274.1554_1.058;354.1117_1.059,2
257.1614_1.054,257.1614,1.054,9789.271,257.1614_1.054,257.1614_1.054,1
502.2947_1.064,502.2947,1.064,504.81425,502.2947_1.064,502.2947_1.064,1
310.2131_1.051,310.2131,1.051,220538.69,310.2131_1.051,310.2131_1.051,1
148.1227_1.073,148.1227,1.073,502.93235000000004,148.1227_1.073,148.1227_1.073,1
312.2284_1.053,312.2284,1.053,77971.2775,312.2284_1.053,312.2284_1.053,1
267.1446_1.058,267.1446,1.058,18478.2885,267.1446_1.058,267.1446_1.058,1
290.1722_1.062,290.1722,1.062,4014.525,290.1722_1.062,290.1722_1.062,1
232.1661_1.064,232.1661,1.064,47619.074,232.1661_1.064,232.1661_1.064,1
276.1453_1.041,276.1453,1.041,3568.32335,Cluster_276.1453_1.041,276.1453_1.041;278.1438_1.025;325.182_1.026,3
272.2102_1.101,272.2102,1.101,3459.51,Cluster_272.2102_1.101,213.0877_1.101;230.1143_1.09;272.2102_1.101;273.2163_1.091,4
222.149_1.068,222.149,1.068,1985.2724,222.149_1.068,222.149_1.068,1
139.0607_1.079,139.0607,1.079,42540.505000000005,139.0607_1.079,139.0607_1.079,1
139.061_1.079,139.061,1.079,54575.734500000006,139.061_1.079,139.061_1.079,1
229.1663_1.078,229.1663,1.078,24828.372,229.1663_1.078,229.1663_1.078,1
265.1304_1.09,265.1304,1.09,225546.03999999998,265.1304_1.09,265.1304_1.09,1
242.1402_1.026,242.1402,1.026,2097.5451999999996,242.1402_1.026,242.1402_1.026,1
244.1782_1.066,244.1782,1.066,1666.22715,244.1782_1.066,244.1782_1.066,1
308.176_1.079,308.176,1.079,506.89144999999996,308.176_1.079,308.176_1.079,1
204.1347_1.095,204.1347,1.095,42656.959,204.1347_1.095,204.1347_1.095,1
182.1403_1.095,182.1403,1.095,7787.80665,182.1403_1.095,182.1403_1.095,1
274.213_1.103,274.213,1.103,25301.774,274.213_1.103,274.213_1.103,1
160.108_1.102,160.108,1.102,23744.5715,160.108_1.102,160.108_1.102,1
308.1853_1.095,308.1853,1.095,20800.0125,Cluster_308.1853_1.095,308.1853_1.095;308.1971_1.089,2
138.0661_1.098,138.0661,1.098,1886.6851000000001,138.0661_1.098,138.0661_1.098,1
150.0694_1.101,150.0694,1.101,15814.5295,150.0694_1.101,150.0694_1.101,1
258.1831_1.076,258.1831,1.076,3112.3914,Cluster_258.1831_1.076,258.1831_1.076;258.1835_1.066,2
153.0767_1.112,153.0767,1.112,404643.56000000006,153.0767_1.112,153.0767_1.112,1
142.0973_1.094,142.0973,1.094,19338.1495,142.0973_1.094,142.0973_1.094,1
274.2014_1.11,274.2014,1.11,26237.9725,274.2014_1.11,274.2014_1.11,1
330.239_1.114,330.239,1.114,68218.4925,330.239_1.114,330.239_1.114,1
146.0919_1.119,146.0919,1.119,99155.10500000001,146.0919_1.119,146.0919_1.119,1
288.2081_1.122,288.2081,1.122,20870.451999999997,288.2081_1.122,288.2081_1.122,1
238.1083_1.113,238.1083,1.113,3013.6985000000004,Cluster_238.1083_1.113,238.1083_1.113;256.1192_1.108,2
747.4025_1.14,747.4025,1.14,502.63895,747.4025_1.14,747.4025_1.14,1
286.2017_1.13,286.2017,1.13,497334.45,Cluster_286.2017_1.13,286.2017_1.13;286.2135_1.115,2
116.1171_1.124,116.1171,1.124,201811.935,116.1171_1.124,116.1171_1.124,1
86.0601_1.154,86.0601,1.154,139839.14,86.0601_1.154,86.0601_1.154,1
258.1176_1.152,258.1176,1.152,1748.90935,258.1176_1.152,258.1176_1.152,1
146.0813_1.149,146.0813,1.149,117432.37,146.0813_1.149,146.0813_1.149,1
330.2273_1.14,330.2273,1.14,74761.385,330.2273_1.14,330.2273_1.14,1
735.3684_1.164,735.3684,1.164,502.63895,735.3684_1.164,735.3684_1.164,1
248.0918_1.204,248.0918,1.204,18875.912,248.0918_1.204,248.0918_1.204,1
