mz_rt,mz,rt,MPA,Cluster_ID,Cluster_features,Cluster_size
416.2019_1.132,416.2019,1.132,506.41945,416.2019_1.132,416.2019_1.132,1
265.1304_1.117,265.1304,1.117,213589.915,265.1304_1.117,265.1304_1.117,1
342.2272_1.198,342.2272,1.198,16074.175,342.2272_1.198,342.2272_1.198,1
304.2115_1.134,304.2115,1.134,6198.4875,304.2115_1.134,304.2115_1.134,1
256.1125_1.174,256.1125,1.174,1308.37055,256.1125_1.174,256.1125_1.174,1
805.4077_1.199,805.4077,1.199,502.77705000000003,805.4077_1.199,805.4077_1.199,1
715.3764_1.192,715.3764,1.192,502.63895,715.3764_1.192,715.3764_1.192,1
391.2596_1.22,391.2596,1.22,504.4325,391.2596_1.22,391.2596_1.22,1
258.1091_1.209,258.1091,1.209,1411.44595,Cluster_258.1091_1.209,238.1025_1.209;258.1091_1.209,2
116.1153_1.178,116.1153,1.178,44093.0725,116.1153_1.178,116.1153_1.178,1
733.3878_1.197,733.3878,1.197,502.63895,733.3878_1.197,733.3878_1.197,1
116.1073_1.209,116.1073,1.209,980054.6,116.1073_1.209,116.1073_1.209,1
561.299_1.22,561.299,1.22,503.05115,Cluster_561.299_1.22,561.299_1.22;575.3136_1.206,2
433.2365_1.214,433.2365,1.214,1603.8139,433.2365_1.214,433.2365_1.214,1
419.2207_1.213,419.2207,1.213,62691.0775,419.2207_1.213,419.2207_1.213,1
577.294_1.229,577.294,1.229,502.93235000000004,Cluster_577.294_1.229,577.294_1.229;703.3775_1.22;703.3779_1.221;703.4292_1.221;705.3808_1.221,5
719.3758_1.264,719.3758,1.264,502.63895,Cluster_719.3758_1.264,719.3758_1.264;749.3824_1.262,2
503.3506_1.224,503.3506,1.224,23651.6095,503.3506_1.224,503.3506_1.224,1
559.223_1.233,559.223,1.233,503.05115,559.223_1.233,559.223_1.233,1
469.2362_1.242,469.2362,1.242,505.55150000000003,469.2362_1.242,469.2362_1.242,1
645.4286_1.239,645.4286,1.239,502.93235000000004,Cluster_645.4286_1.239,645.4286_1.239;717.3927_1.227;719.3779_1.239,3
298.0967_1.246,298.0967,1.246,36119.9975,298.0967_1.246,298.0967_1.246,1
342.2272_1.218,342.2272,1.218,16456.433,342.2272_1.218,342.2272_1.218,1
611.3131_1.258,611.3131,1.258,502.63895,611.3131_1.258,611.3131_1.258,1
304.1907_1.283,304.1907,1.283,1142.4061,Cluster_304.1907_1.283,304.1907_1.283;763.3974_1.276,2
350.1596_1.276,350.1596,1.276,1849.2690499999999,350.1596_1.276,350.1596_1.276,1
167.0563_1.285,167.0563,1.285,52233.84,167.0563_1.285,167.0563_1.285,1
521.2674_1.304,521.2674,1.304,503.02305,521.2674_1.304,521.2674_1.304,1
416.1914_1.313,416.1914,1.313,1209.92165,416.1914_1.313,416.1914_1.313,1
306.1705_1.305,306.1705,1.305,7017.0056,306.1705_1.305,306.1705_1.305,1
258.1263_1.308,258.1263,1.308,1069.3224,258.1263_1.308,258.1263_1.308,1
265.1186_1.302,265.1186,1.302,302717.5,265.1186_1.302,265.1186_1.302,1
338.1759_1.329,338.1759,1.329,1292.3573000000001,338.1759_1.329,338.1759_1.329,1
354.1003_1.336,354.1003,1.336,47842.365000000005,Cluster_354.1003_1.336,274.1435_1.334;274.1435_1.345;354.1003_1.336,3
284.1854_1.331,284.1854,1.331,34509.19,284.1854_1.331,284.1854_1.331,1
150.0583_1.33,150.0583,1.33,22481.8045,150.0583_1.33,150.0583_1.33,1
151.0615_1.336,151.0615,1.336,31652.5925,151.0615_1.336,151.0615_1.336,1
204.123_1.344,204.123,1.344,55896.933000000005,204.123_1.344,204.123_1.344,1
587.4806_1.357,587.4806,1.357,20157.078,Cluster_587.4806_1.357,587.4806_1.357;657.5587_1.367,2
254.1021_1.343,254.1021,1.343,1703.9368,254.1021_1.343,254.1021_1.343,1
176.0708_1.349,176.0708,1.349,4062.7892,176.0708_1.349,176.0708_1.349,1
302.1959_1.349,302.1959,1.349,19709.0035,302.1959_1.349,302.1959_1.349,1
535.2468_1.373,535.2468,1.373,502.63895,535.2468_1.373,535.2468_1.373,1
316.2116_1.398,316.2116,1.398,13280.6895,316.2116_1.398,316.2116_1.398,1
181.0609_1.423,181.0609,1.423,63963.71,181.0609_1.423,181.0609_1.423,1
545.3031_1.418,545.3031,1.418,502.77705000000003,545.3031_1.418,545.3031_1.418,1
254.1022_1.426,254.1022,1.426,1615.05855,Cluster_254.1022_1.426,254.1022_1.426;433.13_1.439,2
284.1853_1.366,284.1853,1.366,31409.754,284.1853_1.366,284.1853_1.366,1
572.2742_1.476,572.2742,1.476,503.72310000000004,572.2742_1.476,572.2742_1.476,1
306.0641_1.47,306.0641,1.47,21241.627999999997,Cluster_306.0641_1.47,289.0375_1.473;289.0376_1.482;306.0641_1.47,3
181.0624_1.495,181.0624,1.495,66541.0575,181.0624_1.495,181.0624_1.495,1
181.0617_1.482,181.0617,1.482,58984.99,181.0617_1.482,181.0617_1.482,1
569.2667_1.54,569.2667,1.54,503.05115,569.2667_1.54,569.2667_1.54,1
182.081_1.497,182.081,1.497,8567.075,Cluster_182.081_1.497,182.081_1.497;434.1345_1.511,2
304.1751_1.535,304.1751,1.535,3808.9852499999997,Cluster_304.1751_1.535,141.067_1.528;304.1751_1.535;308.1657_1.529;449.2426_1.523,4
541.2365_1.554,541.2365,1.554,503.511,Cluster_541.2365_1.554,541.2365_1.554;803.335_1.548,2
463.3193_1.553,463.3193,1.553,5071.1978500000005,463.3193_1.553,463.3193_1.553,1
587.4807_1.51,587.4807,1.51,17749.0645,Cluster_587.4807_1.51,587.4807_1.51;657.5586_1.513,2
368.116_1.537,368.116,1.537,5797.9558,368.116_1.537,368.116_1.537,1
535.2833_1.542,535.2833,1.542,502.77705000000003,535.2833_1.542,535.2833_1.542,1
306.064_1.508,306.064,1.508,14947.55,306.064_1.508,306.064_1.508,1
292.1576_1.593,292.1576,1.593,19250.35,292.1576_1.593,292.1576_1.593,1
427.2233_1.588,427.2233,1.588,503.87175,427.2233_1.588,427.2233_1.588,1
481.309_1.638,481.309,1.638,836.11955,481.309_1.638,481.309_1.638,1
375.1345_1.633,375.1345,1.633,1730.9662,375.1345_1.633,375.1345_1.633,1
181.0671_1.616,181.0671,1.616,45906.092000000004,181.0671_1.616,181.0671_1.616,1
521.2313_1.696,521.2313,1.696,503.09625,521.2313_1.696,521.2313_1.696,1
120.0658_1.662,120.0658,1.662,181606.185,Cluster_120.0658_1.662,120.0658_1.662;239.1238_1.653,2
94.0653_1.679,94.0653,1.679,7368.161,94.0653_1.679,94.0653_1.679,1
377.1166_1.698,377.1166,1.698,1065.1974,377.1166_1.698,377.1166_1.698,1
539.3505_1.773,539.3505,1.773,502.63895,539.3505_1.773,539.3505_1.773,1
285.1808_1.647,285.1808,1.647,6521.728499999999,285.1808_1.647,285.1808_1.647,1
361.1212_1.722,361.1212,1.722,1060.4474,361.1212_1.722,361.1212_1.722,1
246.1703_1.784,246.1703,1.784,164752.83,246.1703_1.784,246.1703_1.784,1
521.2309_1.741,521.2309,1.741,503.05115,521.2309_1.741,521.2309_1.741,1
505.2373_1.814,505.2373,1.814,503.511,505.2373_1.814,505.2373_1.814,1
573.465_1.767,573.465,1.767,7870.599749999999,573.465_1.767,573.465_1.767,1
449.304_1.78,449.304,1.78,5444.86425,449.304_1.78,449.304_1.78,1
539.3506_1.819,539.3506,1.819,502.63895,539.3506_1.819,539.3506_1.819,1
521.2675_1.84,521.2675,1.84,503.02305,Cluster_521.2675_1.84,521.2675_1.84;645.428_1.824,2
288.1942_1.833,288.1942,1.833,1062.1752999999999,288.1942_1.833,288.1942_1.833,1
415.1894_1.823,415.1894,1.823,1237.1927,415.1894_1.823,415.1894_1.823,1
507.2521_1.817,507.2521,1.817,503.27340000000004,507.2521_1.817,507.2521_1.817,1
76.0758_1.839,76.0758,1.839,14077.639,Cluster_76.0758_1.839,151.1444_1.84;76.0758_1.839,2
505.2362_1.842,505.2362,1.842,503.27340000000004,505.2362_1.842,505.2362_1.842,1
535.2469_1.907,535.2469,1.907,503.02305,535.2469_1.907,535.2469_1.907,1
471.0854_1.877,471.0854,1.877,502.63895,Cluster_471.0854_1.877,433.1304_1.866;471.0854_1.877,2
166.1302_1.899,166.1302,1.899,502.5577,166.1302_1.899,166.1302_1.899,1
330.2274_1.901,330.2274,1.901,26413.1285,330.2274_1.901,330.2274_1.901,1
148.1137_1.924,148.1137,1.924,2532.5804,Cluster_148.1137_1.924,148.1137_1.924;166.1229_1.91;167.1341_1.92;535.2464_1.924,4
539.2428_1.935,539.2428,1.935,502.77705000000003,539.2428_1.935,539.2428_1.935,1
505.2806_1.871,505.2806,1.871,502.93235000000004,505.2806_1.871,505.2806_1.871,1
302.1962_1.924,302.1962,1.924,28744.6165,302.1962_1.924,302.1962_1.924,1
168.1385_1.92,168.1385,1.92,505.09465,168.1385_1.92,168.1385_1.92,1
434.135_1.937,434.135,1.937,503.05115,434.135_1.937,434.135_1.937,1
591.312_2.003,591.312,2.003,814.5758,591.312_2.003,591.312_2.003,1
551.281_1.972,551.281,1.972,502.93235000000004,Cluster_551.281_1.972,551.281_1.972;675.4385_1.973,2
523.2105_1.998,523.2105,1.998,502.63895,523.2105_1.998,523.2105_1.998,1
116.1072_2.001,116.1072,2.001,11804.9875,116.1072_2.001,116.1072_2.001,1
478.1878_1.985,478.1878,1.985,502.63895,478.1878_1.985,478.1878_1.985,1
124.0759_2.019,124.0759,2.019,9234.012999999999,124.0759_2.019,124.0759_2.019,1
307.2016_1.987,307.2016,1.987,503.511,307.2016_1.987,307.2016_1.987,1
539.2422_2.065,539.2422,2.065,502.77705000000003,539.2422_2.065,539.2422_2.065,1
302.196_2.176,302.196,2.176,10210.801,302.196_2.176,302.196_2.176,1
163.123_2.224,163.123,2.224,502.63895,163.123_2.224,163.123_2.224,1
508.2802_2.422,508.2802,2.422,502.63895,508.2802_2.422,508.2802_2.422,1
61.0396_2.563,61.0396,2.563,360946.5,Cluster_61.0396_2.563,61.0395_2.57;61.0396_2.563,2
146.0925_2.629,146.0925,2.629,81705.557,146.0925_2.629,146.0925_2.629,1
350.2071_2.649,350.2071,2.649,4046.02965,350.2071_2.649,350.2071_2.649,1
104.107_2.695,104.107,2.695,69944.375,104.107_2.695,104.107_2.695,1
595.3477_2.702,595.3477,2.702,2003.4378000000002,595.3477_2.702,595.3477_2.702,1
128.0819_2.693,128.0819,2.693,44356.6,128.0819_2.693,128.0819_2.693,1
243.1339_2.784,243.1339,2.784,49040.602,243.1339_2.784,243.1339_2.784,1
170.0601_2.773,170.0601,2.773,44473.086500000005,Cluster_170.0601_2.773,170.0601_2.773;245.092_2.773,2
380.2065_2.834,380.2065,2.834,502.98040000000003,380.2065_2.834,380.2065_2.834,1
138.0541_2.867,138.0541,2.867,3739.2826999999997,138.0541_2.867,138.0541_2.867,1
110.0601_2.847,110.0601,2.847,7149.4426,110.0601_2.847,110.0601_2.847,1
218.1387_2.855,218.1387,2.855,31124.425499999998,218.1387_2.855,218.1387_2.855,1
319.1651_2.866,319.1651,2.866,20998.295,319.1651_2.866,319.1651_2.866,1
324.1915_2.868,324.1915,2.868,15231.425,324.1915_2.868,324.1915_2.868,1
163.123_2.886,163.123,2.886,502.63895,163.123_2.886,163.123_2.886,1
172.1096_2.858,172.1096,2.858,504.00345000000004,172.1096_2.858,172.1096_2.858,1
137.0458_2.887,137.0458,2.887,41159.64750000001,137.0458_2.887,137.0458_2.887,1
336.1915_2.914,336.1915,2.914,23454.5105,Cluster_336.1915_2.914,336.1915_2.914;72.0807_2.918,2
337.1424_2.92,337.1424,2.92,2850.3958,337.1424_2.92,337.1424_2.92,1
290.177_2.893,290.177,2.893,1256.1791,290.177_2.893,290.177_2.893,1
338.2064_2.907,338.2064,2.907,1442.8392,338.2064_2.907,338.2064_2.907,1
213.1237_2.92,213.1237,2.92,1298.70095,213.1237_2.92,213.1237_2.92,1
341.1373_2.931,341.1373,2.931,11800.029999999999,341.1373_2.931,341.1373_2.931,1
365.2431_2.954,365.2431,2.954,502.63895,365.2431_2.954,365.2431_2.954,1
137.0458_2.938,137.0458,2.938,39593.243,137.0458_2.938,137.0458_2.938,1
142.1225_3.003,142.1225,3.003,1251.3523,142.1225_3.003,142.1225_3.003,1
229.0852_3.063,229.0852,3.063,1185.96415,229.0852_3.063,229.0852_3.063,1
151.145_3.083,151.145,3.083,2683740.65,Cluster_151.145_3.083,151.145_3.083;76.0759_3.097,2
338.1417_3.093,338.1417,3.093,502.63895,338.1417_3.093,338.1417_3.093,1
218.1862_3.124,218.1862,3.124,32826.6565,218.1862_3.124,218.1862_3.124,1
134.0964_3.15,134.0964,3.15,502.63895,134.0964_3.15,134.0964_3.15,1
189.1346_3.204,189.1346,3.204,122257.295,189.1346_3.204,189.1346_3.204,1
450.2119_3.204,450.2119,3.204,502.63895,450.2119_3.204,450.2119_3.204,1
424.1597_3.213,424.1597,3.213,502.63895,424.1597_3.213,424.1597_3.213,1
340.1864_3.25,340.1864,3.25,12052.213,340.1864_3.25,340.1864_3.25,1
375.1279_3.242,375.1279,3.242,502.63895,375.1279_3.242,375.1279_3.242,1
338.0821_3.245,338.0821,3.245,502.77705000000003,Cluster_338.0821_3.245,258.1253_3.251;338.0821_3.245;451.1407_3.25,3
199.096_3.252,199.096,3.252,503.05115,Cluster_199.096_3.252,199.096_3.252;306.1699_3.259;392.1547_3.267,3
265.119_3.255,265.119,3.255,1030408.07,Cluster_265.119_3.255,130.0499_3.252;248.0917_3.256;248.0917_3.261;265.119_3.255;266.1217_3.252,5
174.1237_3.273,174.1237,3.273,46693.896,174.1237_3.273,174.1237_3.273,1
378.1775_3.286,378.1775,3.286,276206.39,Cluster_378.1775_3.286,378.1775_3.286;379.1801_3.283,2
434.2167_3.263,434.2167,3.263,502.63895,434.2167_3.263,434.2167_3.263,1
166.0724_3.376,166.0724,3.376,92297.32500000001,166.0724_3.376,166.0724_3.376,1
312.1301_3.316,312.1301,3.316,37464.48,312.1301_3.316,312.1301_3.316,1
260.1491_3.321,260.1491,3.321,17043.4825,260.1491_3.321,260.1491_3.321,1
329.2067_3.328,329.2067,3.328,5044.9535,329.2067_3.328,329.2067_3.328,1
489.1394_3.349,489.1394,3.349,8125.44325,489.1394_3.349,489.1394_3.349,1
504.1324_3.4,504.1324,3.4,503.72310000000004,504.1324_3.4,504.1324_3.4,1
166.0724_3.417,166.0724,3.417,95452.495,166.0724_3.417,166.0724_3.417,1
276.1365_3.423,276.1365,3.423,502.9353,Cluster_276.1365_3.423,276.1365_3.423;278.1332_3.436,2
227.1263_3.423,227.1263,3.423,2571372.35,227.1263_3.423,227.1263_3.423,1
286.146_3.481,286.146,3.481,506.41945,286.146_3.481,286.146_3.481,1
303.074_3.42,303.074,3.42,6132.9756,303.074_3.42,303.074_3.42,1
179.1178_3.527,179.1178,3.527,502.63895,179.1178_3.527,179.1178_3.527,1
275.1027_3.588,275.1027,3.588,503.05115,275.1027_3.588,275.1027_3.588,1
474.1399_3.581,474.1399,3.581,504.7407,474.1399_3.581,474.1399_3.581,1
227.1262_3.586,227.1262,3.586,2329029.85,Cluster_227.1262_3.586,227.1262_3.586;228.1283_3.587,2
458.145_3.604,458.145,3.604,1449.05535,458.145_3.604,458.145_3.604,1
229.1547_3.637,229.1547,3.637,117123.495,229.1547_3.637,229.1547_3.637,1
418.1637_3.622,418.1637,3.622,504.00345000000004,418.1637_3.622,418.1637_3.622,1
577.2497_3.628,577.2497,3.628,6702.782999999999,577.2497_3.628,577.2497_3.628,1
251.1134_3.627,251.1134,3.627,1083.08195,251.1134_3.627,251.1134_3.627,1
390.1426_3.685,390.1426,3.685,1305.8091,Cluster_390.1426_3.685,322.1415_3.674;390.1426_3.685,2
390.2406_3.648,390.2406,3.648,1461.04455,390.2406_3.648,390.2406_3.648,1
352.156_3.697,352.156,3.697,1235.60655,352.156_3.697,352.156_3.697,1
138.0549_3.649,138.0549,3.649,5216.3525,Cluster_138.0549_3.649,138.0549_3.649;337.2844_3.66;407.3625_3.657;94.0652_3.646,4
297.1228_3.628,297.1228,3.628,3645.527,297.1228_3.628,297.1228_3.628,1
248.0219_3.653,248.0219,3.653,502.77705000000003,248.0219_3.653,248.0219_3.653,1
281.1496_3.679,281.1496,3.679,1373.6848,281.1496_3.679,281.1496_3.679,1
464.1909_3.664,464.1909,3.664,23179.878,464.1909_3.664,464.1909_3.664,1
199.0825_3.657,199.0825,3.657,43299.808000000005,Cluster_199.0825_3.657,181.0719_3.655;199.0825_3.657,2
512.2233_3.668,512.2233,3.668,503.27340000000004,512.2233_3.668,512.2233_3.668,1
296.149_3.657,296.149,3.657,21992.567,296.149_3.657,296.149_3.657,1
468.2219_3.666,468.2219,3.666,2126.9531500000003,468.2219_3.666,468.2219_3.666,1
514.1703_3.665,514.1703,3.665,504.7407,514.1703_3.665,514.1703_3.665,1
243.1341_3.697,243.1341,3.697,2435.0649999999996,243.1341_3.697,243.1341_3.697,1
170.0923_3.67,170.0923,3.67,41825.789000000004,170.0923_3.67,170.0923_3.67,1
484.2336_3.666,484.2336,3.666,502.9353,484.2336_3.666,484.2336_3.666,1
486.2371_3.708,486.2371,3.708,1406.5099,Cluster_486.2371_3.708,288.1371_3.721;368.0928_3.719;370.0894_3.717;486.2371_3.708;501.2032_3.709,5
260.1646_3.678,260.1646,3.678,503.05115,260.1646_3.678,260.1646_3.678,1
330.1905_3.683,330.1905,3.683,19873.470999999998,330.1905_3.683,330.1905_3.683,1
247.1439_3.672,247.1439,3.672,83820.95,247.1439_3.672,247.1439_3.672,1
152.0705_3.686,152.0705,3.686,1107.7872,Cluster_152.0705_3.686,152.0705_3.686;232.0273_3.67,2
300.1564_3.706,300.1564,3.706,2020.2247499999999,300.1564_3.706,300.1564_3.706,1
184.0621_3.682,184.0621,3.682,7061.8932,184.0621_3.682,184.0621_3.682,1
299.126_3.683,299.126,3.683,8661.694,299.126_3.683,299.126_3.683,1
579.2641_3.674,579.2641,3.674,2293.99095,579.2641_3.674,579.2641_3.674,1
205.1261_3.722,205.1261,3.722,55414.0465,205.1261_3.722,205.1261_3.722,1
134.1175_3.699,134.1175,3.699,6878.2178,134.1175_3.699,134.1175_3.699,1
454.1242_3.692,454.1242,3.692,508.80264999999997,454.1242_3.692,454.1242_3.692,1
466.2051_3.697,466.2051,3.697,4898.6277,466.2051_3.697,466.2051_3.697,1
416.1911_3.695,416.1911,3.695,1815.59675,Cluster_416.1911_3.695,363.1439_3.693;381.1538_3.696;416.1911_3.695;418.1962_3.695;437.12_3.692,5
430.2945_3.707,430.2945,3.707,6767.2357,430.2945_3.707,430.2945_3.707,1
324.1254_3.727,324.1254,3.727,503.05115,324.1254_3.727,324.1254_3.727,1
444.222_3.766,444.222,3.766,1798.9129,444.222_3.766,444.222_3.766,1
159.149_3.721,159.149,3.721,36547.693,159.149_3.721,159.149_3.721,1
290.1356_3.737,290.1356,3.737,508.33065,290.1356_3.737,290.1356_3.737,1
144.1021_3.801,144.1021,3.801,476113.61,144.1021_3.801,144.1021_3.801,1
244.1711_3.76,244.1711,3.76,1052.00015,244.1711_3.76,244.1711_3.76,1
106.0862_3.75,106.0862,3.75,88484.675,106.0862_3.75,106.0862_3.75,1
298.1143_3.752,298.1143,3.752,29855.8655,298.1143_3.752,298.1143_3.752,1
341.0653_3.749,341.0653,3.749,1715.77845,341.0653_3.749,341.0653_3.749,1
464.1908_3.734,464.1908,3.734,23251.9465,464.1908_3.734,464.1908_3.734,1
137.071_3.764,137.071,3.764,392454.37,137.071_3.764,137.071_3.764,1
226.082_3.788,226.082,3.788,17914.782,226.082_3.788,226.082_3.788,1
134.06_3.798,134.06,3.798,31895.1425,Cluster_134.06_3.798,134.06_3.798;247.0863_3.799;249.1017_3.793;263.0814_3.793;265.0969_3.798,5
202.1072_3.8,202.1072,3.8,1287.8733,Cluster_202.1072_3.8,202.1072_3.8;448.1965_3.796,2
422.2002_3.807,422.2002,3.807,2727.34735,Cluster_422.2002_3.807,422.2002_3.807;493.2539_3.802;586.2265_3.793;614.2582_3.791,4
432.2013_3.818,432.2013,3.818,770.13895,432.2013_3.818,432.2013_3.818,1
398.1458_3.806,398.1458,3.806,1844.9415,398.1458_3.806,398.1458_3.806,1
377.1423_3.769,377.1423,3.769,1656.9569000000001,Cluster_377.1423_3.769,185.08_3.782;377.1423_3.769;394.1666_3.782;436.1954_3.776,4
287.1598_3.82,287.1598,3.82,9352.059,287.1598_3.82,287.1598_3.82,1
121.0647_3.848,121.0647,3.848,11943.567,121.0647_3.848,121.0647_3.848,1
588.2277_3.841,588.2277,3.841,502.63895,588.2277_3.841,588.2277_3.841,1
106.0861_3.797,106.0861,3.797,79802.69,106.0861_3.797,106.0861_3.797,1
249.1815_3.858,249.1815,3.858,13636.515,249.1815_3.858,249.1815_3.858,1
280.1651_3.874,280.1651,3.874,10422.206,280.1651_3.874,280.1651_3.874,1
314.1706_3.875,314.1706,3.875,2067.77035,314.1706_3.875,314.1706_3.875,1
365.1583_3.875,365.1583,3.875,1178.9598999999998,365.1583_3.875,365.1583_3.875,1
364.196_3.866,364.196,3.866,4803.445,364.196_3.866,364.196_3.866,1
137.071_3.801,137.071,3.801,335839.5,137.071_3.801,137.071_3.801,1
153.1273_3.887,153.1273,3.887,9961.310000000001,Cluster_153.1273_3.887,135.1169_3.89;153.1273_3.887;311.1486_3.895;347.1698_3.893,4
475.2465_3.874,475.2465,3.874,10845.5375,475.2465_3.874,475.2465_3.874,1
217.1656_3.908,217.1656,3.908,100770.207,217.1656_3.908,217.1656_3.908,1
259.0977_3.914,259.0977,3.914,1107.1612,Cluster_259.0977_3.914,259.0977_3.914;435.1274_3.904,2
121.0283_3.861,121.0283,3.861,32229.760000000002,121.0283_3.861,121.0283_3.861,1
385.1256_3.911,385.1256,3.911,4599.987499999999,385.1256_3.911,385.1256_3.911,1
434.1513_3.94,434.1513,3.94,503.09625,Cluster_434.1513_3.94,432.1417_3.936;434.1513_3.94,2
342.1724_3.926,342.1724,3.926,2949.5132000000003,342.1724_3.926,342.1724_3.926,1
261.1807_3.948,261.1807,3.948,6412.364,261.1807_3.948,261.1807_3.948,1
436.1596_3.955,436.1596,3.955,764.1464,436.1596_3.955,436.1596_3.955,1
482.2184_3.928,482.2184,3.928,503.72310000000004,Cluster_482.2184_3.928,482.2184_3.928;512.2291_3.934,2
448.2317_3.946,448.2317,3.946,504.4325,448.2317_3.946,448.2317_3.946,1
193.155_3.944,193.155,3.944,6295.9545,193.155_3.944,193.155_3.944,1
648.2457_3.965,648.2457,3.965,502.63895,648.2457_3.965,648.2457_3.965,1
484.1971_4,484.1971,4,1130.13275,484.1971_4,484.1971_4,1
212.0916_3.99,212.0916,3.99,2826.8612000000003,212.0916_3.99,212.0916_3.99,1
327.0499_3.959,327.0499,3.959,762.7629,327.0499_3.959,327.0499_3.959,1
454.2064_4.027,454.2064,4.027,14361.056499999999,454.2064_4.027,454.2064_4.027,1
414.2997_3.986,414.2997,3.986,19501.042999999998,414.2997_3.986,414.2997_3.986,1
449.1074_3.962,449.1074,3.962,2739.03075,449.1074_3.962,449.1074_3.962,1
470.2642_3.998,470.2642,3.998,2701.4736000000003,Cluster_470.2642_3.998,470.2168_3.995;470.2642_3.998,2
417.1877_4.012,417.1877,4.012,9343.671999999999,417.1877_4.012,417.1877_4.012,1
447.0919_4.001,447.0919,4.001,508.4029,447.0919_4.001,447.0919_4.001,1
378.1755_3.998,378.1755,3.998,4272.0286,378.1755_3.998,378.1755_3.998,1
359.1954_4.041,359.1954,4.041,502.77705000000003,359.1954_4.041,359.1954_4.041,1
437.1606_4.005,437.1606,4.005,503.27340000000004,Cluster_437.1606_4.005,215.0913_3.995;274.1798_4.009;295.048_3.994;312.075_4.008;437.1606_4.005;534.1444_3.995,6
313.0853_4.046,313.0853,4.046,2400.2288,Cluster_313.0853_4.046,313.0853_4.046;351.0415_4.048,2
304.189_4.071,304.189,4.071,2397.38335,Cluster_304.189_4.071,304.189_4.071;434.2179_4.085,2
261.0978_4.033,261.0978,4.033,11343.4565,Cluster_261.0978_4.033,261.0978_4.033;299.0538_4.049,2
304.129_4.045,304.129,4.045,48558.2675,304.129_4.045,304.129_4.045,1
202.1185_4.047,202.1185,4.047,22746.8165,202.1185_4.047,202.1185_4.047,1
318.1705_4.031,318.1705,4.031,1127.19925,Cluster_318.1705_4.031,232.1177_4.026;318.1705_4.031,2
418.2036_4.031,418.2036,4.031,1261.9477499999998,418.2036_4.031,418.2036_4.031,1
342.0848_4.055,342.0848,4.055,35602.6135,342.0848_4.055,342.0848_4.055,1
434.1587_4.051,434.1587,4.051,1036.0403,Cluster_434.1587_4.051,314.1411_4.05;418.1639_4.053;420.1603_4.046;434.1587_4.051,4
292.131_4.071,292.131,4.071,503.09625,Cluster_292.131_4.071,292.131_4.071;518.2381_4.08,2
454.2063_4.046,454.2063,4.046,15865.8815,454.2063_4.046,454.2063_4.046,1
479.1308_4.053,479.1308,4.053,11414.752499999999,479.1308_4.053,479.1308_4.053,1
458.2017_4.076,458.2017,4.076,40892.445,458.2017_4.076,458.2017_4.076,1
513.2982_4.083,513.2982,4.083,4796.23,513.2982_4.083,513.2982_4.083,1
562.2481_4.084,562.2481,4.084,502.9353,562.2481_4.084,562.2481_4.084,1
229.086_4.099,229.086,4.099,799.3901999999999,229.086_4.099,229.086_4.099,1
307.044_4.081,307.044,4.081,2365.5417500000003,307.044_4.081,307.044_4.081,1
347.2191_4.123,347.2191,4.123,18325.315499999997,347.2191_4.123,347.2191_4.123,1
452.1908_4.095,452.1908,4.095,11119.526,Cluster_452.1908_4.095,452.1908_4.095;565.2487_4.089,2
138.055_4.139,138.055,4.139,68255.4335,138.055_4.139,138.055_4.139,1
262.1648_4.112,262.1648,4.112,70441.008,262.1648_4.112,262.1648_4.112,1
527.2595_4.101,527.2595,4.101,510.3926,527.2595_4.101,527.2595_4.101,1
286.1283_4.119,286.1283,4.119,27267.179,286.1283_4.119,286.1283_4.119,1
490.1469_4.11,490.1469,4.11,2194.5601,490.1469_4.11,490.1469_4.11,1
430.1704_4.114,430.1704,4.114,1183.3683,430.1704_4.114,430.1704_4.114,1
451.0996_4.142,451.0996,4.142,503.511,451.0996_4.142,451.0996_4.142,1
176.0108_4.197,176.0108,4.197,10911.203000000001,176.0108_4.197,176.0108_4.197,1
410.1448_4.176,410.1448,4.176,502.93235000000004,410.1448_4.176,410.1448_4.176,1
458.2017_4.111,458.2017,4.111,34867.885,458.2017_4.111,458.2017_4.111,1
158.1176_4.212,158.1176,4.212,38009.8075,158.1176_4.212,158.1176_4.212,1
464.2299_4.177,464.2299,4.177,1307.62525,464.2299_4.177,464.2299_4.177,1
316.2339_4.229,316.2339,4.229,6155.11815,316.2339_4.229,316.2339_4.229,1
130.0499_4.245,130.0499,4.245,32379.659,Cluster_130.0499_4.245,130.0499_4.245;220.0637_4.25;258.0196_4.237,3
433.1123_4.289,433.1123,4.289,508.4029,433.1123_4.289,433.1123_4.289,1
262.0837_4.292,262.0837,4.292,1500.9555500000001,262.0837_4.292,262.0837_4.292,1
461.1072_4.293,461.1072,4.293,503.87175,461.1072_4.293,461.1072_4.293,1
145.133_4.296,145.133,4.296,25603.586,145.133_4.296,145.133_4.296,1
451.0399_4.311,451.0399,4.311,502.93235000000004,Cluster_451.0399_4.311,434.2168_4.303;451.0399_4.311,2
220.0637_4.274,220.0637,4.274,24025.644500000002,Cluster_220.0637_4.274,220.0637_4.274;258.0197_4.277,2
405.1777_4.328,405.1777,4.328,505.9869,405.1777_4.328,405.1777_4.328,1
182.0579_4.331,182.0579,4.331,317923.15,182.0579_4.331,182.0579_4.331,1
