p.value,m.z,t.score,r.t,pos_inx
0.0789,466.2075,-1.956119915,3.673,0
0.079,261.1808,1.980702071,4.525,1
0.0793,518.2381,1.977769141,5.002,1
0.0798,224.0233,-1.949771977,6.057,0
0.0802,541.2642,-1.946550439,0.585,0
0.0803,312.1266,-1.945466359,0.909,0
0.0809,247.0923,-1.965705214,5.625,1
0.0809,365.1741,-1.965778559,6.723,1
0.0812,249.0371,1.96315908,5.647,1
0.0819,211.06125,1.933634131,1.538,0
0.082,245.0783,-1.933484781,2.502,0
0.0821,131.118,-1.956160297,4.745,1
0.0826,432.2019,1.952717967,0.535,1
0.0827,267.1102,-1.951930349,4.521,1
0.083,248.0957,-1.925611938,0.606,0
0.0833,188.176,-1.947811636,8.261,1
0.0833,351.0566,-1.92356212,8.859,0
0.0835,674.2293,-1.922351273,1.21,0
0.0841,144.1021,1.941385846,3.801,1
0.0842,230.1863,-1.940711877,4.368,1
0.0846,465.3011,1.914016912,0.522,0
0.0848,441.2119,-1.912950439,0.517,0
0.0849,262.1644,-1.935407658,0.838,1
0.085,1058.0265,1.911581496,1.11,0
0.0851,399.1654,1.910664955,4.031,0
0.0854,173.092,-1.931891526,5.448,1
0.0855,374.1159,-1.908169103,2.313,0
0.0856,320.1516,-1.907096864,0.52,0
0.0859,239.0036,1.905099663,5.67,0
0.086,153.0919,-1.90470221,0.843,0
0.0863,259.9865,-1.902472828,3.126,0
0.0866,342.1728,-1.923391327,0.923,1
0.0866,197.0454,-1.900488261,3.508,0
0.0868,411.1101,-1.898843111,4.192,0
0.087,204.0665,1.897266165,1.41,0
0.0875,306.1713,1.916661215,0.517,1
0.0875,715.3355,1.893700896,0.55,0
0.0878,195.0655,1.891864114,0.844,0
0.088,234.9916,-1.890639553,4.916,0
0.0883,781.4186,1.888148881,0.521,0
0.0886,267.1104,-1.909366761,4.411,1
0.0886,283.1399,-1.908867348,7.299,1
0.0888,253.1078,1.884717958,0.791,0
0.0888,431.2275,-1.884817922,0.521,0
0.0891,208.0645,-1.882682366,3.726,0
0.0893,161.04557,-1.881389251,3.524,0
0.0901,595.1274,-1.876277348,3.509,0
0.0902,588.2277,1.898003501,3.841,1
0.0904,153.01935,-1.874265102,1.076,0
0.0905,469.3014,-1.895476005,4.532,1
0.0905,608.1467,-1.87372035,1.783,0
0.0906,182.0457,-1.872640387,0.856,0
0.0912,299.126,-1.890623182,3.683,1
0.0915,171.0774,-1.866450537,5.47,0
0.0915,87.0451,-1.866959591,2.052,0
0.0916,300.217,-1.888180628,0.93,1
0.0916,303.9888,-1.865905509,4.817,0
0.092,201.1243,-1.863370054,5.193,0
0.0921,363.1162,-1.884559006,9.13,1
0.0923,442.19,-1.861251811,0.568,0
0.0925,484.2336,1.881878632,3.666,1
0.0931,535.2183,-1.855936416,3.646,0
0.0932,204.1231,-1.87733559,0.528,1
0.0934,242.9966,-1.854346823,3.467,0
0.0935,215.0923,-1.853555056,0.897,0
0.0937,269.1382,-1.873846298,0.482,1
0.0937,171.041,-1.85209883,7.771,0
0.0939,207.1049,-1.872757394,0.834,1
0.0939,293.1046,-1.850750725,3.527,0
0.0947,325.0388,-1.845493923,3.005,0
0.0948,261.0484,-1.866983233,5.649,1
0.0951,151.06156,-1.864791621,1.336,1
0.0952,199.096,1.864186164,3.252,1
0.0952,204.06659,1.842820247,1.375,0
0.0954,528.2625,-1.841028272,0.58,0
0.0955,303.1914,1.861885958,5.064,1
0.0957,116.1073,-1.860700287,1.209,1
0.0957,327.1515,1.860893917,4.429,1
0.0957,333.0995,-1.839488771,3.49,0
0.0959,189.1234,-1.859625777,6.353,1
0.0959,745.4246,1.859515662,0.839,1
0.0959,421.142,-1.838295335,3.433,0
0.096,182.0808,1.858902395,5.647,1
0.0962,470.0971,1.857733532,4.357,1
0.0963,356.2792,1.856613206,0.463,1
0.0965,157.0367,1.834159709,4.662,0
0.0967,330.1905,-1.854057237,3.683,1
0.0971,422.2002,-1.851420262,3.807,1
0.0973,263.0088,-1.829319179,4.073,0
0.0974,288.1956,1.849646488,0.873,1
0.0982,241.1295,-1.844358233,7.948,1
0.0983,466.2051,-1.84407781,3.697,1
0.0984,276.1362,1.843407735,0.536,1
0.0985,313.238,-1.821917351,0.496,0
0.0986,417.2121,-1.821311786,0.519,0
0.0988,331.161,-1.819753729,1.03,0
0.0989,336.0668,-1.819331563,3.29,0
0.0989,459.2227,-1.81916097,0.523,0
0.0991,758.3187,-1.839078953,6.536,1
0.0991,377.1809,-1.818205051,0.526,0
0.0992,699.3031,1.817494623,3.917,0
0.0997,178.0444,1.814601377,1.022,0
0.0998,256.0926,-1.834628983,7.215,1
0.1,457.3017,-1.833209612,4.509,1
0.101,203.1513,-1.829298189,6.974,1
0.101,245.1502,-1.826313222,0.513,1
0.101,272.1603,-1.828040591,7.087,1
0.101,332.2422,-1.827037979,0.515,1
0.101,167.0559,-1.803800851,3.69,0
0.101,599.1786,1.804447291,4.035,0
0.102,281.1493,1.819445347,4.837,1
0.102,303.1672,1.821265487,0.526,1
0.102,328.2115,-1.821894225,0.513,1
0.102,395.115,-1.802216052,3.303,0
0.102,429.2122,-1.799096745,0.521,0
0.102,448.1967,1.797857717,5.689,0
0.103,229.086,-1.816458909,4.099,1
0.103,265.119,-1.814587504,3.255,1
0.103,297.1228,-1.811673861,3.628,1
0.103,311.1494,1.813439107,0.538,1
0.104,262.10322,-1.805536988,7.992,1
0.104,197.068,-1.791130109,3.613,0
0.104,319.0839,-1.788401065,3.477,0
0.104,435.1575,-1.788712276,3.434,0
0.105,471.0854,1.805151906,1.877,1
0.105,263.0226,1.785050915,2.25,0
0.105,567.3144,-1.783539029,0.527,0
0.106,202.1438,-1.796959808,0.819,1
0.106,217.1547,-1.798602533,7.121,1
0.106,458.2017,-1.795700934,4.076,1
0.106,197.0679,-1.774676089,3.663,0
0.107,595.3479,1.79054568,0.782,1
0.107,446.037,-1.773734576,3.778,0
0.107,521.2423,-1.768135107,2.361,0
0.108,245.1607,-1.783515813,5.031,1
0.108,245.0123,-1.766875167,0.574,0
0.108,371.0979,1.767731717,5.681,0
0.109,126.1027,-1.776062328,5.435,1
0.109,244.1782,1.77610221,1.066,1
0.109,245.0224,-1.761416613,3.395,0
0.109,264.1167,-1.759995756,3.376,0
0.109,345.1675,1.760600457,3.926,0
0.109,447.2226,-1.76164697,0.525,0
0.11,184.108,-1.771518527,7.646,1
0.11,259.0924,1.77106899,6.027,1
0.11,153.0047,-1.752546479,1.043,0
0.11,447.1389,-1.753566323,3.421,0
0.111,189.1346,-1.766357871,3.204,1
0.111,219.0266,1.768016137,5.653,1
0.111,304.1747,1.768202709,0.518,1
0.111,312.2168,1.768195291,0.956,1
0.112,352.2217,-1.763451476,1.004,1
0.112,218.067,1.740595319,1.023,0
0.113,209.1172,-1.755850852,0.959,1
0.113,229.0864,1.754766023,0.532,1
0.113,282.12,-1.754673336,4.907,1
0.113,263.1129,-1.737867365,0.556,0
0.113,341.1043,-1.739382642,3.624,0
0.114,274.2014,-1.750264751,1.11,1
0.114,975.5183,1.75027617,0.838,1
0.114,304.1218,-1.732291556,0.512,0
0.114,321.01,1.731371001,2.453,0
0.114,332.152,-1.731998111,0.513,0
0.114,337.0387,1.73365117,0.585,0
0.114,385.0755,-1.729258921,3.251,0
0.115,165.042,-1.728932952,0.562,0
0.115,321.0996,-1.725965121,3.48,0
0.115,934.2803,-1.725228634,8.066,0
0.116,110.0601,-1.739436499,2.847,1
0.116,163.123,1.738550483,2.886,1
0.116,181.0609,-1.740281608,1.423,1
0.116,190.1186,-1.740681023,6.676,1
0.116,296.149,-1.736576572,3.657,1
0.116,397.2555,-1.740480923,4.466,1
0.116,259.1067,-1.718747466,0.982,0
0.116,325.1689,-1.722126907,1.04,0
0.117,116.1072,-1.733573722,2.001,1
0.117,242.077,-1.733223306,7.275,1
0.117,318.1769,-1.734977656,7.436,1
0.117,275.0746,-1.717980458,3.503,0
0.117,405.106,-1.71509778,1.028,0
0.118,100.0757,-1.727671885,0.957,1
0.118,327.0325,-1.708740944,4.016,0
0.118,495.2953,-1.710719917,0.521,0
0.118,509.2749,-1.708991672,0.528,0
0.119,358.2586,-1.720423713,0.903,1
0.119,407.0272,-1.704684644,8.433,0
0.119,443.2277,-1.707222133,0.518,0
0.12,180.0656,1.718431821,0.532,1
0.12,249.1815,1.715327572,3.858,1
0.12,195.0521,-1.699512857,2.398,0
0.12,203.0109,-1.699045087,1.347,0
0.12,203.0347,-1.69797566,2.437,0
0.12,357.1184,1.702294992,4.427,0
0.121,188.184,-1.712526578,8.262,1
0.121,271.1036,1.712922381,7.939,1
0.121,293.0895,1.711316684,4.725,1
0.121,128.0354,-1.696244712,5.186,0
0.121,193.03525,1.692157365,7.568,0
0.121,200.9866,-1.697125105,1.058,0
0.121,225.0073,-1.694685088,8.167,0
0.121,289.0381,-1.695965562,3.994,0
0.121,353.0557,-1.696746807,1.293,0
0.121,463.2329,-1.692475052,0.521,0
0.122,167.0564,-1.707605208,0.555,1
0.122,260.1969,-1.707836882,7.609,1
0.123,258.1084,-1.703165818,4.933,1
0.123,527.2131,-1.685827028,0.53,0
0.124,225.112,-1.696765716,0.839,1
0.124,344.1689,-1.695627104,5.609,1
0.124,425.0401,-1.677445609,3.52,0
0.125,169.0495,-1.692962073,0.477,1
0.125,339.1545,1.691930045,7.985,1
0.125,350.1596,-1.693910423,1.276,1
0.125,309.0078,-1.67477186,2.406,0
0.125,401.0691,-1.675995601,5.126,0
0.125,460.1098,-1.675792114,1.553,0
0.126,120.0658,1.68854937,1.662,1
0.126,351.1583,-1.684506068,6.884,1
0.126,288.1198,-1.670232983,6.673,0
0.126,361.1209,-1.67007149,3.29,0
0.126,396.1292,-1.668064924,0.558,0
0.127,148.0968,1.683759798,5.031,1
0.127,173.0567,-1.662210052,5.365,0
0.127,231.1236,-1.66414628,0.974,0
0.127,379.0685,-1.666042328,6.344,0
0.128,134.06,-1.677166076,3.798,1
0.128,309.0229,-1.658841506,5.542,0
0.129,243.1339,-1.67116375,2.784,1
0.13,551.2954,1.665889673,5.441,1
0.13,241.1078,-1.650929733,0.86,0
0.13,275.0538,-1.649499682,5.698,0
0.13,293.0489,-1.649878221,5.557,0
0.13,359.0981,1.648318361,5.715,0
0.13,521.2193,-1.649875808,2.309,0
0.13,563.2176,-1.649776327,0.558,0
0.131,157.0608,1.660315691,6.057,1
0.131,398.1458,-1.659820422,3.806,1
0.131,154.0703,-1.642776218,7.686,0
0.131,162.0229,-1.646777363,4.073,0
0.131,341.0875,-1.644199114,4.696,0
0.131,381.137,-1.647332509,0.563,0
0.131,443.1009,-1.646613214,0.567,0
0.131,445.1986,-1.645492032,3.327,0
0.131,577.1969,-1.643106296,0.559,0
0.132,468.2219,-1.656917668,3.666,1
0.132,387.1655,-1.641619158,3.016,0
0.132,405.1196,-1.641692567,0.54,0
0.132,425.0374,-1.638265645,8.429,0
0.132,501.1778,1.639558811,3.92,0
0.132,751.2991,1.638547108,3.904,0
0.133,208.1,-1.652789753,7.499,1
0.133,359.1707,-1.63370839,0.969,0
0.133,381.1368,-1.636437159,3.661,0
0.134,298.0421,-1.629944794,4.091,0
0.134,399.16548,1.63182709,0.559,0
0.135,328.2482,-1.644338858,0.503,1
0.135,293.0874,-1.623899454,5.69,0
0.135,431.1156,1.625420731,2.347,0
0.135,561.0808,-1.625345395,3.926,0
0.136,591.3171,1.638602728,0.528,1
0.136,761.4182,1.635039728,0.857,1
0.137,721.3514,1.633945428,1.034,1
0.137,274.9977,-1.616341566,8,0
0.137,499.2904,-1.615848121,0.518,0
0.138,299.0769,-1.61025017,4.876,0
0.138,307.0282,-1.611578273,0.753,0
0.14,229.0023,1.603747428,1.031,0
0.14,261.037,-1.603338774,0.533,0
0.14,269.161,-1.604355943,0.525,0
0.14,285.0591,-1.602847202,5.672,0
0.14,381.0996,-1.603739366,3.658,0
0.141,141.066,-1.615603005,5.082,1
0.141,527.2595,-1.615477057,4.101,1
0.141,279.05281,-1.600106966,5.579,0
0.142,227.1138,-1.608185442,8.055,1
0.142,345.1184,-1.59627525,3.328,0
0.143,189.1607,-1.605874507,7.584,1
0.143,347.0769,-1.587904735,3.657,0
0.144,450.1578,-1.601278948,7.375,1
0.144,225.0991,-1.585465391,8.076,0
0.144,252.9652,1.584192106,3.796,0
0.144,404.1085,-1.584414605,0.533,0
0.144,461.2383,-1.585417268,0.521,0
0.144,723.3398,1.585613277,0.537,0
0.145,404.014,1.59364285,5.467,1
0.145,158.0822,-1.57945963,0.968,0
0.145,165.0418,-1.582635624,1.302,0
0.145,289.0578,-1.579779002,2.417,0
0.145,356.1531,-1.58057549,0.526,0
0.145,521.2429,-1.580837451,2.397,0
0.146,261.1807,1.591570402,4.595,1
0.146,487.213,-1.592530789,9.393,1
0.147,361.14999,-1.570115704,3.707,0
0.148,241.0311,-1.581352952,8.284,1
0.148,436.155,1.582677366,5.514,1
0.148,401.0404,-1.569331724,3.556,0
0.148,539.24919,-1.568211486,0.576,0
0.149,577.294,1.577159425,1.229,1
0.149,179.0709,1.564785102,0.842,0
0.149,213.9815,-1.564798267,1.057,0
0.149,571.1314,-1.562581614,3.55,0
0.15,424.163,-1.574555313,0.522,1
0.15,434.2167,1.575317601,3.263,1
0.15,343.1392,1.560908953,3.936,0
0.151,328.0917,1.556028336,5.509,0
0.151,433.2073,-1.553157418,3.667,0
0.152,450.2119,1.565841755,3.204,1
0.152,459.1501,-1.552114509,4.308,0
0.152,469.2257,-1.548931681,0.564,0
0.153,568.1634,-1.559072469,6.556,1
0.153,124.9916,-1.545850992,5.153,0
0.153,248.0959,-1.54612591,3.144,0
0.153,345.1552,1.545053521,0.548,0
0.153,395.0644,1.546952826,1.738,0
0.153,429.1759,-1.546649272,0.524,0
0.154,212.1032,-1.557309155,5.558,1
0.154,154.0256,-1.540611493,0.927,0
0.154,220.0825,-1.542553742,5.686,0
0.154,230.9966,1.543880779,2.338,0
0.154,251.094,-1.541539693,3.644,0
0.155,204.1333,-1.55028617,0.552,1
0.155,508.2802,1.552028045,2.422,1
0.155,331.0999,-1.537260751,3.452,0
0.155,546.3042,1.538626305,0.52,0
0.155,703.0841,-1.538829044,8.109,0
0.156,412.1129,-1.548800505,7.998,1
0.156,218.9968,-1.533004279,3.319,0
0.157,318.1351,1.544864655,0.512,1
0.157,365.2431,1.542462988,2.954,1
0.157,243.1235,-1.531787994,0.839,0
0.157,289.0524,-1.530439007,2.13,0
0.157,439.1605,-1.531847947,4.114,0
0.158,272.2,1.541478886,0.839,1
0.158,246.9915,-1.526544427,4.253,0
0.158,263.0885,-1.527892897,1.035,0
0.158,457.0539,-1.525159464,3.795,0
0.158,624.1416,-1.524507473,1.761,0
0.159,204.9961,1.522029061,2.078,0
0.159,219.0069,-1.523725711,3.319,0
0.159,397.186,1.521212549,0.518,0
0.159,545.1254,1.523874003,2.429,0
0.16,274.1827,-1.531609048,0.517,1
0.16,311.0568,1.516971668,3.442,0
0.16,370.0962,-1.519382362,2.969,0
0.161,269.1488,-1.526267765,0.515,1
0.161,290.1597,-1.528464305,5.587,1
0.161,325.1527,1.526314331,4.364,1
0.161,379.1601,-1.513332889,0.575,0
0.162,138.0624,1.523609818,4.733,1
0.162,282.1923,-1.523447195,4.853,1
0.162,149.04556,-1.511257548,5.396,0
0.162,295.0276,-1.507985326,3.194,0
0.163,137.0715,-1.518983646,3.801,1
0.163,214.1185,-1.520997231,6.612,1
0.163,261.1081,-1.520166646,6.704,1
0.163,479.1308,-1.518064358,4.053,1
0.163,648.2457,1.519489006,3.965,1
0.164,261.1444,-1.515227876,6.658,1
0.164,279.6859,-1.516020265,6.11,1
0.164,540.4236,1.51641566,0.454,1
0.164,215.1035,1.50168487,5.773,0
0.164,229.0174,1.502422824,0.829,0
0.164,325.0364,-1.501041624,3.989,0
0.165,243.1347,-1.497236827,2.554,0
0.165,345.15529,1.498484672,3.921,0
0.166,357.1666,-1.506647476,0.506,1
0.166,418.2036,-1.507757624,4.031,1
0.166,216.0988,1.494468446,5.731,0
0.166,231.0488,-1.494187822,3.479,0
0.166,302.1058,-1.493387263,0.512,0
0.166,363.0285,-1.493066564,3.439,0
0.166,369.0995,-1.492638897,3.487,0
0.166,432.2026,1.493931661,5.454,0
0.166,513.2693,-1.492251681,0.525,0
0.167,203.0022,1.48880033,2.044,0
0.167,593.1674,1.491698084,1.005,0
0.168,163.1229,1.500564299,8.006,1
0.168,325.1604,-1.498208968,9.129,1
0.168,338.0821,1.50130195,3.245,1
0.168,364.196,1.499394269,3.866,1
0.168,553.3887,1.499997893,0.421,1
0.168,483.1768,-1.484886074,1.731,0
0.168,551.1172,-1.487794217,4.021,0
0.169,787.4343,1.496324426,0.839,1
0.169,263.1036,-1.482536303,1.088,0
0.169,311.1504,-1.48157731,0.977,0
0.17,255.0466,-1.490699568,7.917,1
0.17,685.2828,1.491845877,0.974,1
0.17,364.0955,-1.479072022,3.54,0
0.171,434.2183,1.487829174,5.437,1
0.171,197.0905,-1.474584526,0.843,0
0.171,305.1599,-1.475044411,0.516,0
0.171,405.1761,-1.474185523,0.547,0
0.171,511.1599,1.473181438,2.441,0
0.172,146.0812,1.48371343,0.629,1
0.172,159.0764,-1.483285647,6.269,1
0.172,263.0519,-1.482108603,0.516,1
0.172,263.16,-1.485626321,8.312,1
0.172,444.222,1.482504708,3.766,1
0.172,719.3758,1.485010435,1.264,1
0.172,232.0284,-1.471098827,4.836,0
0.172,326.1102,-1.471630497,4.91,0
0.172,385.0454,-1.470969257,3.618,0
0.173,156.0772,-1.480806415,7.669,1
0.173,179.1178,1.479625947,3.527,1
0.173,350.1607,-1.478714483,0.52,1
0.173,629.3141,-1.479686878,0.508,1
0.173,629.3142,-1.479686878,0.507,1
0.174,233.1495,-1.478078386,8.034,1
0.174,731.4085,1.476522687,1.051,1
0.174,368.0985,-1.465446711,4.469,0
0.174,457.0951,1.464223446,5.947,0
0.175,147.02984,-1.458694462,5.173,0
0.175,257.1391,-1.460042432,0.808,0
0.176,436.1596,-1.467855903,3.955,1
0.176,327.0724,-1.454488299,2.431,0
0.177,325.188,-1.464771978,0.522,1
0.177,191.02,-1.450835678,7.722,0
0.177,225.113,-1.451254991,0.808,0
0.177,289.1652,-1.452302657,1.004,0
0.178,188.1281,-1.462830612,0.812,1
0.178,742.327,1.462241255,6.508,1
0.178,287.1496,-1.447677851,0.972,0
0.179,255.1456,-1.456285077,7.9,1
0.179,293.0833,-1.444744104,2.178,0
0.18,246.1701,-1.453009191,0.513,1
0.18,398.1461,-1.453248119,0.547,1
0.18,263.0951,-1.442902311,3.642,0
0.18,445.1864,-1.443014988,2.457,0
0.18,526.2471,-1.441175264,3.744,0
0.181,645.4286,1.448418307,1.239,1
0.181,215.10358,-1.438312108,3.532,0
0.181,279.0529,-1.436874046,5.648,0
0.181,282.0471,-1.437698412,0.951,0
0.181,285.0436,1.438104329,0.548,0
0.181,509.238,-1.43725653,0.522,0
0.181,619.102,1.437815633,3.571,0
0.181,622.1488,1.436940004,5.921,0
0.182,287.1968,1.445451987,4.478,1
0.182,335.1864,-1.435271808,0.5,0
0.182,415.0559,-1.432801964,3.701,0
0.182,478.1202,-1.435289265,1.551,0
0.183,307.1868,1.444006423,5.097,1
0.183,354.1117,1.440992024,1.059,1
0.183,399.1441,-1.442737959,8.024,1
0.183,535.2833,1.442863424,1.542,1
0.183,230.0128,-1.430350902,1.11,0
0.183,265.1324,1.429988398,1.023,0
0.183,335.095,-1.430881343,0.782,0
0.183,508.0596,-1.42947123,3.862,0
0.183,533.167,1.430889735,4.705,0
0.184,199.0825,-1.440117982,3.657,1
0.184,230.9901,1.437259289,5.64,1
0.184,433.1123,-1.439921861,4.289,1
0.184,272.992,-1.425536471,1.032,0
0.184,515.2843,-1.428625023,0.519,0
0.185,434.1513,1.435113981,3.94,1
0.185,241.9764,1.422565173,3.249,0
0.185,467.1357,-1.425095332,3.676,0
0.186,259.1399,1.43277672,7.449,1
0.186,225.0735,-1.420565694,1.131,0
0.186,247.0623,-1.420102351,3.484,0
0.186,336.0667,-1.419541095,0.577,0
0.186,381.0129,-1.419389888,8.686,0
0.186,615.3123,-1.419087573,0.522,0
0.187,307.161,-1.427049833,8.376,1
0.187,426.1944,-1.428051058,0.561,1
0.187,295.1203,-1.418080349,3.636,0
0.188,127.0502,-1.423171184,5.493,1
0.188,489.2349,-1.412410969,0.534,0
0.189,391.1601,-1.420206463,0.524,1
0.189,165.0046,-1.408945841,1.023,0
0.189,273.1703,-1.410998814,0.849,0
0.19,218.1498,-1.418087945,8.373,1
0.19,262.0837,-1.416528909,4.292,1
0.19,580.3266,1.418767428,0.51,1
0.191,300.1077,-1.41497426,6.514,1
0.191,419.2207,-1.413000341,1.213,1
0.191,449.304,1.414868788,1.78,1
0.191,307.08396,-1.403911037,5.094,0
0.191,369.0507,-1.401761621,1.9,0
0.192,288.6192,-1.398061724,4.946,0
0.192,359.134,-1.397509516,0.536,0
0.192,431.098,-1.39915007,4.31,0
0.192,444.9665,1.398584113,2.007,0
0.193,305.1047,-1.396574475,3.486,0
0.193,395.0427,1.396185646,2.519,0
0.193,509.039,-1.395106509,6.64,0
0.194,217.1384,-1.405075798,6.201,1
0.194,353.1342,1.402389064,6.675,1
0.194,363.0179,-1.392766838,2.025,0
0.195,323.2063,-1.39915422,0.497,1
0.195,259.1292,-1.387471015,0.516,0
0.195,424.0564,-1.387543238,3.444,0
0.195,425.1117,1.390578559,3.872,0
0.196,385.1256,1.395820535,3.911,1
0.198,146.0813,1.389334175,1.149,1
0.198,193.1319,-1.389967987,7.203,1
0.198,145.0142,1.380300846,5.656,0
0.198,359.0581,1.377590322,3.057,0
0.198,365.0183,-1.37771607,8.227,0
0.198,424.1437,-1.377776132,0.564,0
0.199,345.1653,-1.385060953,4.623,1
0.199,366.1123,-1.385860002,0.548,1
0.199,293.0332,1.375367528,3.975,0
0.2,309.0994,-1.372517311,3.647,0
0.2,321.09966,-1.372930208,4.109,0
0.2,345.1404,1.371049448,1.027,0
0.2,399.1655,1.372892761,3.938,0
0.2,448.3055,1.372708314,0.515,0
0.201,367.212,-1.36999745,0.875,0
0.201,646.2164,-1.369977754,3.785,0
0.202,149.1073,-1.375630898,1.011,1
0.202,378.1775,-1.375736243,3.286,1
0.202,195.0516,-1.36523403,0.562,0
0.202,285.134,-1.365819886,0.984,0
0.202,445.2433,-1.365459403,0.517,0
0.202,581.2273,-1.366460908,0.569,0
0.203,349.0866,-1.372525988,5.512,1
0.203,342.1008,-1.363756285,0.561,0
0.203,73.0294,1.362118254,0.881,0
0.204,357.142,1.369033594,5.129,1
0.204,461.1289,-1.35806441,0.544,0
0.205,144.1028,1.366275906,4.464,1
0.205,188.1155,-1.366951499,8.031,1
0.205,262.1396,1.367325568,7.95,1
0.205,485.1367,-1.367034822,8.132,1
0.205,159.0663,-1.354832483,0.926,0
0.205,215.10357,-1.355875086,3.639,0
0.205,335.1151,-1.355348039,3.621,0
0.206,145.0618,-1.352569935,3.339,0
0.206,289.0383,-1.352570255,0.566,0
0.206,325.0719,1.352324018,2.459,0
0.206,418.0986,-1.352975187,3.628,0
0.207,162.1205,-1.35872588,5.226,1
0.207,272.0764,-1.359858633,5.633,1
0.207,217.9843,1.350616528,3.941,0
0.208,304.189,-1.356675361,4.071,1
0.208,217.0161,-1.344894394,7.826,0
0.208,456.1024,1.347268339,3.284,0
0.208,536.1007,1.34520917,3.693,0
0.208,621.1088,-1.3471864,7.531,0
0.209,289.1504,-1.353738375,7.992,1
0.209,311.0952,-1.344236588,0.55,0
0.209,600.2839,-1.342188931,3.862,0
0.21,159.1571,1.349457198,7.853,1
0.21,189.1232,-1.348940801,6.685,1
0.21,258.1831,1.351482951,1.076,1
0.21,229.1441,1.339566235,0.51,0
0.21,409.2232,-1.339969124,0.514,0
0.21,531.0208,-1.339056962,5.949,0
0.211,314.1594,-1.345323579,5.081,1
0.211,112.05171,-1.336492086,3.504,0
0.211,187.0416,-1.33783049,2.303,0
0.211,379.1403,1.335575284,0.524,0
0.211,495.2227,-1.336989372,4.533,0
0.212,174.1237,1.342085476,3.273,1
0.212,209.0968,-1.344432959,8.083,1
0.212,281.1496,1.343426727,3.679,1
0.212,325.0911,-1.344192909,5.475,1
0.212,363.0752,-1.334542055,3.254,0
0.212,413.163,-1.33351242,0.565,0
0.213,450.2125,1.341768001,5.721,1
0.214,167.0563,-1.337937953,1.285,1
0.214,434.135,1.336163881,1.937,1
0.214,154.0623,-1.327815633,7.684,0
0.214,345.155,1.326808643,0.983,0
0.214,377.1447,1.326096046,5.659,0
0.215,153.1273,1.333094507,3.887,1
0.215,204.1347,-1.334930295,1.095,1
0.215,352.156,1.334013028,3.697,1
0.215,486.1965,1.333195561,6.502,1
0.215,259.0281,-1.323776167,3.133,0
0.215,337.0384,-1.325009541,3.521,0
0.215,431.1163,1.323351328,0.545,0
0.216,330.2274,-1.332159947,1.901,1
0.216,293.0831,-1.322327661,2.201,0
0.216,379.1604,-1.319464488,4.758,0
0.216,545.1677,1.321490425,3.916,0
0.216,606.0945,1.320176272,3.81,0
0.217,308.176,1.326206846,1.079,1
0.217,410.1448,-1.327234312,4.176,1
0.218,346.2332,-1.32538515,4.588,1
0.218,456.0272,-1.316047916,1.988,0
0.219,338.0519,1.312210036,5.673,0
0.22,168.1385,1.316655964,1.92,1
0.22,267.0727,-1.308624511,4.074,0
0.22,301.9973,-1.307347527,2.602,0
0.22,345.0646,-1.307078677,0.556,0
0.22,547.0889,-1.308262884,3.745,0
0.221,152.0805,1.316542038,5.528,1
0.221,280.1651,1.316005843,3.874,1
0.221,464.1909,-1.316118605,3.664,1
0.221,431.1183,-1.306744359,0.764,0
0.221,512.1045,1.305727559,1.845,0
0.222,199.0826,-1.312325463,0.565,1
0.222,279.0855,-1.312891919,5.437,1
0.222,245.1392,-1.302574066,0.923,0
0.223,637.2961,1.307558469,6.135,1
0.223,353.0334,-1.300439025,2.232,0
0.224,480.2047,1.3052553,4.948,1
0.224,491.1918,-1.296922511,4.425,0
0.225,181.0617,-1.301681814,1.482,1
0.225,195.0511,-1.292385244,6.805,0
0.226,237.0763,-1.290644138,0.843,0
0.227,330.2275,-1.295533881,0.513,1
0.227,227.0672,-1.286324088,5.687,0
0.227,335.115,-1.288278147,3.507,0
0.228,261.18076,1.292546859,3.948,1
0.228,129.0193,-1.28519481,6.544,0
0.228,253.0559,1.284212058,7.542,0
0.228,371.1155,1.28560526,4.831,0
0.229,385.168,-1.282442183,0.573,0
0.231,189.087,-1.284376088,5.641,1
0.231,218.0822,1.275764954,0.977,0
0.231,282.047,-1.276750432,0.513,0
0.231,309.042,-1.274725531,0.548,0
0.231,345.028,-1.276088383,2.521,0
0.231,427.0857,1.275219293,5.802,0
0.232,198.0529,1.281379,5.13,1
0.232,204.0667,1.273060094,0.515,0
0.232,277.1076,-1.271534866,0.844,0
0.233,247.0606,1.268562334,2.616,0
0.233,337.1491,-1.27052549,0.533,0
0.233,640.333,-1.269720617,6.148,0
0.234,290.1599,-1.276929064,5.099,1
0.234,607.1285,-1.275371622,8.059,1
0.234,205.0353,-1.265665669,5.68,0
0.234,327.1074,1.266548594,0.558,0
0.234,335.0228,-1.266577516,2.013,0
0.234,395.06442,1.266142572,1.898,0
0.235,270.0849,-1.272870932,5.113,1
0.235,296.0658,-1.272165667,6.593,1
0.235,424.1597,-1.273972151,3.213,1
0.235,187.0068,-1.264644241,2.234,0
0.235,202.0537,-1.264647162,0.512,0
0.235,231.0676,-1.262653937,2.297,0
0.236,205.0524,-1.259675828,3.564,0
0.236,353.0331,-1.261274424,2.172,0
0.238,263.0577,-1.253689178,4.057,0
0.238,345.0987,-1.255360185,2.126,0
0.238,612.1748,1.256454068,3.869,0
