m.z,r.t.,p.value,t.score,mode
359.1954,4.041,0.426,-0.833324169,positive
218.997,1.135,0.426,-0.829178082,negative
356.0986,5.69,0.426,0.830707223,negative
204.9815,2.004,0.427,-0.828360077,negative
119.0359,5.512,0.428,0.82665799,negative
292.2016,6.535,0.429,-0.828525806,positive
316.2478,0.506,0.429,-0.827781255,positive
242.0127,3.404,0.429,-0.824612554,negative
245.0777,5.688,0.429,-0.824384338,negative
363.1655,4.146,0.43,-0.822265769,negative
265.1546,0.538,0.431,0.824467366,positive
325.1745,5.495,0.431,0.824668406,positive
334.1857,5.112,0.431,-0.825237111,positive
469.2362,1.242,0.431,0.825352945,positive
76.0758,1.839,0.431,0.823910866,positive
303.0719,4.804,0.431,0.819977685,negative
909.4292,0.56,0.431,-0.821339089,negative
100.0757,0.821,0.432,-0.822698865,positive
313.0853,4.046,0.432,0.822821166,positive
200.1291,0.831,0.432,-0.819417284,negative
251.0131,1.996,0.432,-0.819615027,negative
363.0285,3.294,0.432,0.818377165,negative
304.1751,1.535,0.433,0.820023931,positive
430.2945,3.707,0.433,-0.821477109,positive
213.1132,0.801,0.434,-0.815859266,negative
153.0767,1.112,0.435,0.817449444,positive
193.1547,4.681,0.435,0.817215951,positive
342.2272,0.514,0.435,-0.816360709,positive
218.9815,1.043,0.435,-0.813444364,negative
361.0904,5.706,0.435,-0.812829538,negative
361.1028,5.97,0.435,-0.813826814,negative
219.1338,7.942,0.436,-0.815033644,positive
377.1883,5.385,0.436,-0.815646317,positive
257.0122,1.017,0.436,-0.812309071,negative
142.0973,1.094,0.437,-0.813933093,positive
229.155,5.197,0.437,-0.8129873,positive
256.0927,6.58,0.437,-0.81358638,positive
263.1047,3.327,0.438,-0.806932855,negative
341.1963,0.855,0.438,-0.80765392,negative
416.3518,0.967,0.439,-0.809547935,positive
187.0417,3.489,0.439,-0.805390507,negative
219.0508,0.537,0.439,-0.805502741,negative
246.1817,1.057,0.442,-0.80421447,positive
175.061,0.56,0.443,-0.798577582,negative
301.1111,0.545,0.444,0.797482013,negative
455.2276,0.518,0.445,-0.794412022,negative
188.1029,5.618,0.446,-0.797742163,positive
364.0427,5.639,0.446,0.796865443,positive
487.2078,4.559,0.446,-0.796152254,positive
525.1638,0.564,0.446,0.794007982,negative
421.0798,3.886,0.447,-0.792325514,negative
340.1319,7.149,0.448,-0.794220339,positive
653.2903,6.26,0.448,0.792571898,positive
447.1495,4.739,0.448,-0.79030575,negative
338.0878,4.821,0.449,-0.788442059,negative
413.1447,4.649,0.449,0.78826521,negative
138.055,4.139,0.451,0.788665511,positive
312.1302,0.589,0.451,-0.787933117,positive
215.1035,4.441,0.451,0.785239306,negative
407.2794,0.974,0.451,0.78422002,negative
184.0977,1.118,0.453,0.781605684,negative
343.0855,2.702,0.453,-0.781170882,negative
505.2256,4.929,0.454,-0.782677426,positive
591.312,2.003,0.454,0.781713488,positive
165.0488,5.706,0.454,0.778320735,negative
223.0542,5.477,0.454,-0.7782807,negative
342.1553,4.352,0.454,-0.778839333,negative
263.0229,3.849,0.455,0.777531747,negative
269.0662,4.768,0.455,-0.777738348,negative
138.1025,5.435,0.457,-0.77676392,positive
342.1555,3.661,0.457,-0.773417904,negative
375.0208,1.56,0.457,-0.774272739,negative
541.2365,1.554,0.458,0.775080094,positive
401.1809,0.543,0.458,0.772715203,negative
512.268,3.301,0.458,-0.772487718,negative
254.1022,1.426,0.459,0.774236581,positive
189.0405,5.173,0.459,0.770049884,negative
230.0131,2.653,0.46,0.768881622,negative
299.0984,5.442,0.46,0.768056935,negative
333.0077,2.22,0.46,-0.768160908,negative
359.0346,2.582,0.461,0.766603611,negative
379.1048,4.043,0.461,-0.767483447,negative
216.9811,3.931,0.462,0.765581656,negative
137.0458,2.887,0.463,-0.767272068,positive
341.0323,2.697,0.463,-0.762650226,negative
397.0538,5.353,0.465,0.760239686,negative
166.1227,0.961,0.466,-0.761668236,positive
233.0121,0.618,0.466,0.757870474,negative
363.0857,2.443,0.466,0.758133831,negative
182.1403,1.095,0.467,0.760142608,positive
390.1426,3.685,0.467,0.760299498,positive
375.091,3.638,0.467,0.755862907,negative
258.1091,1.209,0.468,0.757482894,positive
265.1524,0.556,0.469,0.75609292,positive
368.0543,2.66,0.47,-0.750201231,negative
437.089,2.266,0.47,-0.750234403,negative
244.1711,3.76,0.471,-0.751677028,positive
445.2027,0.562,0.471,0.749859365,negative
241.1295,4.812,0.472,-0.751266489,positive
259.0278,1.04,0.472,0.747817318,negative
176.103,6.238,0.473,-0.749285709,positive
423.0221,8.465,0.473,-0.745223597,negative
505.2646,0.525,0.473,-0.74522864,negative
213.1237,2.92,0.474,0.748042062,positive
158.082,0.514,0.474,-0.744311218,negative
339.089,3.56,0.474,-0.743342498,negative
203.0017,3.658,0.475,-0.742824864,negative
302.244,1.057,0.476,-0.742930798,positive
434.1406,0.555,0.476,0.743561982,positive
191.0284,5.675,0.476,0.74008027,negative
220.976,3.219,0.476,0.74008607,negative
263.0228,3.822,0.476,0.739934753,negative
471.1311,4.172,0.476,-0.741311646,negative
222.1125,0.819,0.477,0.742387376,positive
361.1212,1.722,0.477,-0.742777435,positive
295.1293,0.513,0.477,0.739528364,negative
148.1118,0.543,0.478,0.741116638,positive
201.0516,7.993,0.478,-0.737209706,negative
406.1143,3.661,0.478,-0.73671347,negative
343.0672,6.081,0.479,-0.735784746,negative
377.114,3.199,0.479,-0.735568948,negative
389.2172,3.549,0.479,0.734720008,negative
329.2067,3.328,0.48,-0.736222217,positive
384.9455,1.844,0.48,0.733187825,negative
519.1171,4.031,0.48,0.734504567,negative
622.1913,4.077,0.48,0.733897521,negative
678.2052,1.322,0.48,-0.734313804,negative
512.2233,3.668,0.481,0.735259449,positive
253.0827,3.556,0.481,0.732282693,negative
377.196,0.515,0.481,-0.732176937,negative
527.1811,2.365,0.481,0.731301333,negative
472.3114,0.479,0.482,-0.73352693,positive
579.2125,2.377,0.482,-0.730543923,negative
463.2582,0.524,0.483,-0.730975597,positive
468.2222,0.533,0.483,0.730816964,positive
512.197,8.01,0.483,-0.731228946,positive
208.0612,0.516,0.483,0.727849501,negative
510.2524,3.211,0.483,-0.729376751,negative
229.1634,4.529,0.484,0.729934412,positive
230.9966,3.831,0.484,-0.726682732,negative
342.1401,4.801,0.484,0.726120499,negative
450.1422,4.949,0.485,0.727804185,positive
338.0875,5.702,0.486,0.724192966,negative
260.0473,2.62,0.487,0.722332978,negative
351.1173,3.296,0.488,-0.719413906,negative
326.088,5.533,0.489,0.718008834,negative
646.1225,3.879,0.489,0.718246572,negative
260.0553,4.577,0.49,-0.720466878,positive
190.9655,2.079,0.49,-0.717321229,negative
364.0853,0.563,0.49,-0.716204078,negative
449.0859,4.217,0.49,0.717016598,negative
573.1989,3.921,0.49,0.717412104,negative
392.155,4.524,0.491,0.717723814,positive
267.1082,0.806,0.491,-0.715268636,negative
385.1682,2.449,0.491,0.71462792,negative
468.0468,8.118,0.491,0.714235342,negative
355.1544,8.85,0.492,-0.715729436,positive
103.04,0.988,0.492,-0.713224908,negative
265.1186,1.302,0.493,0.715245855,positive
292.1687,7.349,0.493,0.714781077,positive
495.1962,0.514,0.493,0.711544242,negative
273.108,6.263,0.494,-0.712141044,positive
219.006,1.138,0.495,-0.70845869,negative
401.1446,4.261,0.496,0.707085312,negative
367.1049,5.136,0.497,-0.704443741,negative
283.0821,4.197,0.498,-0.702638116,negative
383.153,2.502,0.498,0.702523712,negative
392.1188,7.332,0.499,0.703760945,positive
194.0458,3.731,0.499,-0.700761365,negative
215.0733,0.99,0.499,-0.700966911,negative
172.9996,1.942,0.5,0.699991599,negative
568.1059,3.844,0.5,0.699644072,negative
297.1938,0.496,0.501,-0.701622616,positive
188.9948,1.816,0.501,-0.698104898,negative
202.1083,0.514,0.501,-0.69797799,negative
469.0527,4.611,0.502,-0.698679143,positive
226.018,1.956,0.502,-0.696253111,negative
139.061,1.079,0.503,0.697330934,positive
170.1005,7.836,0.503,0.69685275,positive
348.0688,5.645,0.504,-0.696284941,positive
247.0817,0.843,0.504,-0.692915061,negative
445.0919,7.933,0.504,0.692610997,negative
464.2299,4.177,0.505,-0.694125103,positive
391.1964,0.519,0.505,-0.691665887,negative
650.2588,0.526,0.505,0.691332713,negative
392.1553,0.566,0.506,-0.692051043,positive
481.309,1.638,0.506,-0.693297878,positive
315.0716,4.799,0.506,-0.690060513,negative
203.0365,3.482,0.507,-0.688107958,negative
146.0812,5.106,0.508,-0.688603204,positive
314.1424,0.513,0.508,-0.686340298,negative
324.0723,6.186,0.508,0.685906846,negative
281.1025,0.843,0.51,-0.682655277,negative
357.0817,5.431,0.51,-0.683652321,negative
467.1404,0.556,0.51,0.683807586,negative
310.2131,1.051,0.511,0.684420951,positive
330.1373,0.513,0.511,-0.682310631,negative
247.1759,4.792,0.512,0.68233414,positive
344.2064,0.516,0.512,-0.682199843,positive
471.0947,4.944,0.513,-0.678416359,negative
555.1556,3.583,0.513,-0.677740485,negative
255.1338,6.666,0.514,-0.679659632,positive
103.0267,1.019,0.514,-0.676524625,negative
381.1378,0.984,0.515,0.675616112,negative
295.0816,4.004,0.516,-0.67391644,negative
323.094,2.167,0.516,-0.67404668,negative
195.0504,1.472,0.517,-0.672381974,negative
381.1544,0.536,0.517,0.67092342,negative
239.139,0.892,0.519,0.67139557,positive
472.1809,6.745,0.519,0.670923307,positive
279.0176,0.702,0.519,-0.6676524,negative
304.1907,1.283,0.52,0.669438752,positive
188.9862,4.149,0.52,0.666679083,negative
199.0069,1.086,0.52,-0.666406322,negative
444.06,1.886,0.52,-0.667549973,negative
218.9966,3.891,0.522,-0.662966065,negative
340.1245,4.553,0.522,-0.662877774,negative
340.1245,4.57,0.522,-0.662877774,negative
459.1086,2.334,0.522,-0.662964393,negative
203.0107,1.372,0.523,0.662198332,negative
279.068,2.262,0.523,-0.662660834,negative
319.1644,0.958,0.524,-0.662159014,positive
416.9353,1.747,0.524,0.659714001,negative
218.1032,0.535,0.525,0.658061879,negative
422.0579,1.881,0.525,0.658758437,negative
157.0971,5.014,0.526,-0.660430184,positive
533.1324,3.783,0.526,-0.657156126,negative
173.009,6.03,0.528,0.653703724,negative
348.0905,0.595,0.528,0.653175799,negative
411.1835,0.562,0.528,-0.653093875,negative
375.1345,1.633,0.53,-0.653741175,positive
237.1128,0.821,0.53,-0.651017585,negative
285.0433,2.145,0.53,-0.650556012,negative
572.2742,1.476,0.531,-0.651404495,positive
396.0688,5.32,0.533,0.647909687,positive
266.0852,0.845,0.533,-0.6449117,negative
114.055,5.645,0.534,-0.6463746,positive
172.0977,0.843,0.534,0.643734016,negative
283.1649,0.513,0.534,-0.643541192,negative
333.0076,2.172,0.534,-0.644281243,negative
246.0976,0.832,0.535,-0.642441848,negative
501.1052,5.105,0.535,0.642667397,negative
390.2406,3.648,0.536,0.643368285,positive
439.105,1.045,0.536,-0.640671808,negative
397.1493,3.687,0.538,0.637372571,negative
717.3928,1.051,0.539,0.638694753,positive
94.0653,1.679,0.539,-0.638436165,positive
361.1498,5.087,0.539,0.635490514,negative
147.0765,6.582,0.54,-0.636180959,positive
507.2233,3.159,0.54,0.634164952,negative
326.1959,0.963,0.543,-0.631565339,positive
503.3506,1.224,0.543,-0.631683969,positive
119.0352,4.472,0.543,-0.629544871,negative
302.1962,0.515,0.544,-0.631049888,positive
427.2136,0.542,0.544,-0.627839887,negative
407.22,0.543,0.546,0.628028214,positive
463.3193,1.553,0.547,0.62634654,positive
323.0789,5.679,0.547,-0.623559717,negative
265.1117,4.669,0.548,0.624413562,positive
271.0749,5.387,0.548,0.624726381,positive
290.177,2.893,0.548,-0.624339279,positive
167.0212,5.168,0.548,-0.621690384,negative
378.1013,0.561,0.548,-0.622209556,negative
449.2533,0.518,0.548,-0.621729194,negative
473.145,0.575,0.548,-0.621547273,negative
191.0018,3.068,0.549,-0.620410974,negative
427.0643,5.369,0.549,0.619623241,negative
179.0559,5.977,0.55,0.618885319,negative
258.9915,0.564,0.55,0.618670576,negative
261.0198,3.384,0.55,0.618764233,negative
174.1125,0.823,0.551,0.619811212,positive
302.0868,6.646,0.551,-0.619712336,positive
305.0866,4.783,0.551,0.619047569,positive
191.0018,3.051,0.552,-0.616172211,negative
191.0198,5.679,0.552,0.616245063,negative
104.107,2.695,0.554,0.614549931,positive
198.1236,6.476,0.554,-0.613933562,positive
385.1683,3.375,0.554,-0.61214286,negative
489.212,0.521,0.554,0.61155679,negative
165.0405,6.024,0.555,0.610103599,negative
238.9865,7.261,0.555,-0.610447893,negative
391.1405,0.537,0.555,-0.610959998,negative
454.1242,3.692,0.556,-0.611606466,positive
179.0636,0.527,0.556,0.608499788,negative
317.1602,3.057,0.556,-0.609878078,negative
436.1125,6.228,0.558,0.606584014,negative
453.1249,8.361,0.561,0.603676055,positive
207.0477,2.382,0.561,0.601623307,negative
369.1739,0.556,0.561,-0.600827279,negative
421.0453,1.036,0.561,-0.600698308,negative
415.0559,3.74,0.562,-0.599986234,negative
768.2532,4.003,0.562,-0.599781158,negative
129.0654,5.675,0.563,0.60119742,positive
97.9594,8.026,0.563,0.598406899,negative
377.0894,5.128,0.564,0.597304024,negative
617.1301,3.99,0.564,0.59705537,negative
324.0725,5.673,0.565,-0.594535285,negative
259.0415,5.754,0.566,0.59350528,negative
487.1256,5.095,0.567,-0.592493454,negative
182.0917,0.888,0.568,0.593233172,positive
191.139,7.741,0.568,0.592988827,positive
478.2061,0.546,0.568,-0.592124628,positive
274.0023,5.058,0.568,-0.590087588,negative
289.0318,2.546,0.568,-0.591175648,negative
351.0893,2.059,0.568,0.589786892,negative
354.1004,0.685,0.569,-0.590671336,positive
182.028,4.092,0.569,0.58843504,negative
189.0404,5.148,0.57,-0.587694179,negative
212.0021,2.316,0.57,0.587464839,negative
300.0195,3.182,0.571,0.585902392,negative
367.0118,2.491,0.571,0.585478848,negative
257.1614,1.054,0.572,0.585881642,positive
340.1023,4.899,0.572,0.586911347,positive
367.1579,1.338,0.572,-0.583989124,negative
583.3114,4.248,0.572,-0.583709861,negative
272.1351,8.064,0.573,0.585364657,positive
202.1072,3.8,0.574,-0.582723033,positive
179.0349,5.243,0.574,0.581587538,negative
193.0836,4.971,0.575,-0.582054492,positive
232.1544,0.515,0.575,0.581245211,positive
430.1704,4.114,0.575,-0.58148514,positive
622.0896,3.343,0.575,0.579684743,negative
203.139,7.531,0.576,-0.58001116,positive
262.1396,8.205,0.576,-0.580256178,positive
324.0722,6.11,0.576,-0.577879306,negative
373.0618,1.02,0.576,0.577423103,negative
135.03,5.533,0.577,-0.576619162,negative
237.0331,4.951,0.577,-0.576014739,negative
410.1275,2.212,0.577,-0.577048924,negative
503.1919,0.546,0.577,0.576882337,negative
371.0942,2.275,0.579,-0.573826902,negative
476.1917,3.149,0.58,0.572534159,negative
267.1446,1.058,0.581,0.572104983,positive
147.0297,3.639,0.581,-0.57055546,negative
561.1384,2.255,0.581,-0.571030885,negative
204.0876,5.17,0.582,0.56903974,negative
319.0668,4.881,0.582,-0.568760652,negative
260.0249,3.739,0.583,0.567868807,negative
395.1141,1.956,0.584,-0.566066139,negative
409.1865,0.518,0.584,-0.565157221,negative
660.1369,3.999,0.584,-0.565857959,negative
218.1862,3.124,0.585,-0.565688122,positive
343.0994,5.932,0.585,0.566503407,positive
507.2521,1.817,0.585,-0.566346988,positive
243.1083,1.017,0.585,-0.563638513,negative
249.0072,3.179,0.585,0.564426907,negative
424.0372,1.749,0.585,0.563850495,negative
541.1212,6.459,0.585,-0.564220536,negative
273.0419,5.136,0.587,-0.56157637,negative
301.1652,0.95,0.587,-0.561901513,negative
161.1285,7.824,0.588,0.561382591,positive
204.0866,0.88,0.588,0.562348083,positive
345.1666,6.111,0.588,-0.56231791,positive
307.084,4.338,0.588,-0.559914823,negative
348.5347,2.62,0.588,0.559161332,negative
422.058,1.714,0.588,0.559415655,negative
462.9672,3.843,0.588,-0.560189329,negative
492.1522,3.718,0.589,-0.558028614,negative
735.3684,1.164,0.59,-0.558618449,positive
230.0128,3.617,0.59,0.556482241,negative
450.1666,1.737,0.59,-0.557096863,negative
630.1194,3.743,0.59,0.557116747,negative
197.0675,0.579,0.591,-0.554737638,negative
277.0019,5.486,0.591,0.555115062,negative
238.1549,6.221,0.593,-0.554041462,positive
381.1547,2.676,0.593,0.552458761,negative
775.357,0.555,0.594,-0.55020197,negative
249.0534,0.86,0.595,-0.549279644,negative
289.0184,3.811,0.595,0.549680182,negative
380.2065,2.834,0.596,0.550080761,positive
333.2065,0.498,0.596,-0.548043475,negative
178.0589,0.533,0.597,0.546344233,negative
107.0502,0.999,0.598,0.544105416,negative
307.084,5.158,0.598,-0.543854362,negative
261.0216,3.272,0.599,-0.543692521,negative
329.1364,0.84,0.599,0.54274363,negative
248.0918,1.204,0.6,0.543267215,positive
307.0133,5.51,0.6,0.541539253,negative
573.465,1.767,0.601,-0.542486339,positive
165.0405,6.233,0.602,0.538252044,negative
243.0773,2.902,0.602,0.538944554,negative
293.0633,5.418,0.603,-0.538673188,positive
378.1755,3.998,0.603,0.539326806,positive
231.0295,2.581,0.603,0.536796154,negative
314.1055,0.512,0.603,-0.537442699,negative
265.1623,0.765,0.605,0.536039731,positive
129.0193,2.327,0.605,-0.533792746,negative
432.1237,4.381,0.605,-0.534363326,negative
469.1421,3.31,0.605,-0.533516935,negative
560.1017,3.341,0.605,0.534695804,negative
188.0023,3.128,0.606,-0.532571461,negative
347.1054,3.328,0.607,-0.530711047,negative
365.1425,0.559,0.607,-0.530557621,negative
175.0713,6.64,0.608,-0.530839173,positive
458.145,3.604,0.608,0.531884961,positive
316.1207,2.075,0.608,0.529315892,negative
343.0389,3.833,0.608,-0.528882514,negative
274.1032,7.233,0.609,0.529636156,positive
315.0699,3.297,0.61,-0.526155439,negative
473.0455,2.578,0.61,0.526196524,negative
603.1886,3.693,0.61,-0.52663918,negative
275.0558,2.36,0.611,-0.524616349,negative
400.1935,6.118,0.613,-0.524353436,positive
329.0847,1.822,0.613,-0.521833933,negative
443.0997,3.638,0.613,-0.52200538,negative
514.1703,3.665,0.614,0.521685619,positive
157.0503,0.513,0.614,-0.519841037,negative
288.1267,0.515,0.614,-0.520511399,negative
191.0662,7.745,0.615,-0.521429034,positive
377.1166,1.698,0.615,-0.520713422,positive
257.1024,0.515,0.616,-0.516901797,negative
156.1019,0.817,0.618,0.517078016,positive
243.1041,0.908,0.618,-0.515029021,negative
252.0203,4.947,0.618,-0.514688481,negative
316.1208,2.204,0.618,-0.514681729,negative
447.1064,7.905,0.62,0.513330712,positive
161.1285,8.436,0.621,-0.512420257,positive
257.0485,0.558,0.621,-0.510366324,negative
372.0936,4.817,0.621,-0.509959977,negative
401.1091,3.78,0.621,-0.510879973,negative
151.0255,1.019,0.622,-0.509081792,negative
197.0468,2.723,0.622,-0.509293817,negative
303.066,2.439,0.622,0.508241804,negative
189.113,0.89,0.624,-0.506064242,negative
321.0824,6.52,0.624,0.505889102,negative
338.0857,5.513,0.625,-0.504901493,negative
482.2184,3.928,0.626,-0.505261257,positive
383.1188,6.011,0.626,0.503044487,negative
265.0679,5.615,0.627,0.503476558,positive
575.3863,0.86,0.627,0.503326612,positive
161.9867,2.345,0.628,0.499738222,negative
227.1285,0.51,0.628,-0.500223999,negative
339.1848,1.034,0.628,0.499860002,negative
260.1646,3.678,0.629,-0.500093204,positive
261.0073,3.254,0.629,-0.498997496,negative
319.0671,5.695,0.629,-0.499013455,negative
205.1634,7.711,0.63,-0.498455642,positive
458.2019,0.544,0.63,-0.498315037,positive
307.0117,2.104,0.63,0.49686934,negative
701.3564,0.532,0.63,0.497015713,negative
261.0978,4.033,0.631,-0.497248774,positive
175.1444,7.562,0.632,0.495926621,positive
202.9868,1.018,0.632,0.494071429,negative
262.1042,7.536,0.632,0.494216407,negative
341.1238,3.166,0.632,0.493254363,negative
513.07,3.923,0.632,0.493946085,negative
173.0818,0.849,0.633,-0.492399172,negative
227.1287,0.785,0.633,-0.491976247,negative
355.1198,2.415,0.633,-0.491992684,negative
423.1429,0.54,0.633,-0.491811074,negative
159.1492,0.568,0.635,0.491244434,positive
173.092,6.33,0.635,-0.490733935,positive
427.2233,1.588,0.635,0.490531279,positive
421.0596,0.559,0.635,-0.489967518,negative
226.9517,5.826,0.636,0.489648413,positive
165.0534,0.912,0.636,0.488649942,negative
203.0022,2.013,0.636,0.488391635,negative
601.1781,0.558,0.636,-0.488679557,negative
298.0748,0.514,0.637,-0.486545284,negative
347.1054,3.351,0.637,-0.48721192,negative
450.0891,1.602,0.637,-0.486362158,negative
455.0859,4.925,0.637,-0.48697586,negative
258.0076,3.328,0.638,-0.485127495,negative
354.1003,1.336,0.639,-0.484695053,positive
361.1128,5.045,0.639,-0.485962946,positive
216.0343,4.359,0.639,-0.483625622,negative
383.1527,0.571,0.639,-0.484336942,negative
396.1237,4.366,0.639,-0.484014349,negative
403.2585,1.052,0.64,0.48409416,positive
179.0644,5.704,0.64,-0.482060754,negative
636.0805,3.392,0.641,0.480098996,negative
187.0978,0.824,0.642,-0.480071111,negative
231.0328,0.724,0.642,-0.479392162,negative
150.0694,1.101,0.643,0.479115566,positive
111.0087,5.156,0.643,0.478433078,negative
347.1705,3.994,0.643,-0.478411299,negative
618.1817,1.581,0.643,0.477324023,negative
232.1661,1.064,0.644,0.477474157,positive
535.2468,1.373,0.644,0.477994256,positive
269.1391,0.838,0.644,-0.475944434,negative
475.077,3.665,0.644,-0.475996064,negative
316.2116,0.514,0.645,-0.476608222,positive
161.9867,2.332,0.645,0.475453587,negative
288.0874,0.844,0.645,-0.474637296,negative
415.1051,3.468,0.645,-0.474330677,negative
248.1129,6.726,0.646,-0.475417144,positive
265.1191,0.536,0.646,0.474789932,positive
204.9812,3.557,0.646,-0.473953138,negative
236.1281,0.823,0.647,-0.473594526,positive
384.1886,4.558,0.647,-0.473604514,positive
242.0125,3.346,0.647,-0.472607605,negative
379.1966,0.529,0.647,-0.471971061,negative
526.1199,1.643,0.647,0.471393366,negative
569.1103,3.819,0.647,0.471727286,negative
150.0559,3.673,0.648,0.470410918,negative
182.0272,5.423,0.648,0.470009084,negative
324.1915,2.868,0.649,-0.470719217,positive
215.0329,5.711,0.649,-0.469751975,negative
497.1106,3.715,0.649,0.469579573,negative
152.0705,3.686,0.65,0.468857941,positive
346.1321,3.621,0.65,-0.467925376,negative
253.0826,3.616,0.651,0.466801651,negative
437.1808,0.518,0.652,-0.465205218,negative
213.0766,4.042,0.653,0.463792852,negative
498.0753,3.875,0.653,-0.462707166,negative
143.0816,5.617,0.654,-0.463282636,positive
273.0173,3.345,0.654,0.461253245,negative
301.2015,0.509,0.654,-0.462508055,negative
317.0686,5.121,0.654,-0.461563322,negative
267.1106,5.18,0.655,-0.461678581,positive
429.072,0.525,0.655,-0.460587347,negative
489.1394,3.349,0.656,0.461123345,positive
271.1548,0.788,0.656,-0.459633818,negative
160.1051,5.081,0.657,0.4588963,positive
230.0498,4.392,0.658,0.456589323,negative
489.1195,2.377,0.658,0.455978314,negative
566.1,3.386,0.658,-0.45663811,negative
209.1284,7.334,0.659,-0.456394975,positive
267.1246,0.529,0.66,0.45411908,positive
352.0857,1.363,0.661,-0.452376798,negative
266.1595,6.173,0.662,0.45195897,positive
517.1523,3.699,0.662,-0.450117228,negative
203.0019,0.829,0.663,-0.449461226,negative
287.1002,0.56,0.664,0.449151377,positive
246.9916,1.186,0.664,-0.447863445,negative
267.1234,0.816,0.664,0.447052508,negative
141.0658,4.643,0.665,0.446971582,positive
303.074,3.42,0.666,0.44607557,positive
350.2071,2.649,0.666,-0.4464693,positive
258.044,3.081,0.667,0.442674464,negative
177.1284,0.774,0.668,0.441413857,negative
261.0071,2.319,0.668,-0.441359089,negative
279.0173,4.922,0.668,0.441329652,negative
219.0508,4.762,0.669,0.440961995,negative
923.4088,0.576,0.669,-0.440871133,negative
143.0815,5.028,0.67,-0.440873058,positive
416.1914,1.313,0.67,-0.439834648,positive
489.2284,0.496,0.67,0.440276535,positive
289.0693,5.7,0.672,0.435807591,negative
337.0938,3.48,0.672,-0.436091288,negative
367.0828,2.357,0.672,-0.436784353,negative
224.139,7.26,0.673,-0.436078525,positive
273.0076,3.344,0.674,0.432880336,negative
536.0432,3.797,0.674,0.433812949,negative
283.1399,5.642,0.675,-0.433453533,positive
293.1706,8.464,0.675,0.433076641,positive
224.0617,4.914,0.675,-0.431201358,negative
403.0557,2.292,0.677,-0.429719943,negative
149.0597,5.975,0.678,0.428420387,positive
399.095,6.765,0.678,-0.427833246,negative
500.279,0.526,0.678,0.427101962,negative
219.0507,3.497,0.68,0.425393528,negative
412.9767,1.561,0.68,-0.424802114,negative
555.1887,3.497,0.68,0.424864041,negative
173.0218,1.841,0.682,0.42156655,negative
357.1011,2.685,0.682,-0.421333629,negative
483.1578,3.308,0.682,0.422070151,negative
258.9917,3.481,0.683,0.420344095,negative
238.9867,8.106,0.685,-0.417521673,negative
259.0561,2.484,0.686,0.416699697,negative
205.0822,7.274,0.687,-0.415655532,positive
565.1552,4.125,0.687,0.415308785,negative
391.1314,3.291,0.688,-0.413526279,negative
239.0922,0.817,0.689,-0.411824522,negative
173.0567,5.7,0.69,-0.41021324,negative
391.176,0.535,0.691,-0.408888673,negative
302.196,2.176,0.692,-0.409570606,positive
314.1706,3.875,0.692,-0.408813408,positive
181.0505,0.887,0.692,0.407855764,negative
257.15,0.515,0.692,-0.407458861,negative
574.0803,3.839,0.692,0.407535289,negative
191.0199,8.317,0.693,-0.406443395,negative
189.168,7.64,0.694,-0.406844485,positive
242.1389,0.944,0.694,-0.406527178,positive
269.1245,6.119,0.694,0.406549616,positive
174.9871,1.827,0.694,-0.405245635,negative
255.1338,7.244,0.696,0.402977427,positive
220.0976,0.844,0.696,0.402206893,negative
277.0018,2.969,0.696,-0.402142525,negative
325.1287,0.52,0.697,-0.400764602,negative
565.2092,0.543,0.697,0.400970384,negative
259.0278,2.431,0.698,0.400048451,negative
363.1077,2.178,0.698,-0.398758907,negative
203.139,5.989,0.7,0.398492104,positive
295.1498,8.885,0.7,-0.397787993,positive
241.1443,0.769,0.7,0.3969663,negative
277.0844,0.837,0.7,-0.397254534,negative
441.121,0.557,0.7,-0.395892606,negative
221.0769,7.97,0.701,0.396421308,positive
361.0709,0.548,0.701,-0.395625485,negative
151.145,3.083,0.703,0.393718941,positive
172.1096,2.858,0.703,-0.39339089,positive
340.1864,3.25,0.703,0.393015267,positive
495.0461,5.774,0.703,0.394155441,positive
179.0562,5.704,0.703,0.392989165,negative
735.3596,0.544,0.703,-0.392579603,negative
541.2136,0.56,0.704,0.390659512,negative
232.1291,5.085,0.705,-0.390636126,positive
365.1052,6.439,0.705,0.390335739,positive
655.1389,4.473,0.705,0.390194287,negative
417.0998,3.083,0.707,0.386391584,negative
470.0688,3.799,0.707,-0.387499263,negative
773.3418,0.556,0.707,-0.386728315,negative
166.1333,1.023,0.709,0.385161503,positive
376.3184,0.456,0.709,0.385215109,positive
408.1491,5.645,0.709,0.385237034,positive
583.3112,0.557,0.709,-0.383974756,negative
278.1233,7.262,0.71,-0.384355267,positive
339.166,4.664,0.71,-0.383155594,positive
400.1979,0.535,0.71,-0.384271948,positive
474.1399,3.581,0.71,0.384163482,positive
457.251,6.86,0.711,0.383016185,positive
242.9966,3.313,0.711,-0.381717117,negative
279.1346,0.94,0.712,-0.379944495,negative
146.0812,5.63,0.713,0.379397881,positive
308.1853,1.095,0.713,-0.379846574,positive
151.007,5.656,0.714,0.377009704,negative
181.0505,2.24,0.714,-0.377034346,negative
283.1184,0.938,0.714,-0.376889865,negative
667.3006,0.558,0.715,-0.375257112,negative
413.2811,0.557,0.716,-0.375055489,positive
203.1485,5.527,0.717,0.374473675,positive
