m/z	rt	p-value	t-score
203.0109	1.347	0.607	0.5310657174747266
203.0111	2.099	0.159	1.5204847305261693
203.0347	2.437	0.00422	-3.6838001045285362
203.0365	3.482	0.626	-0.503404294084488
203.0825	4.789	0.659	-0.4550264291132056
203.1285	0.849	0.748	0.3306233284623471
203.997	3.657	0.193	-1.3958954579246463
204.0301	4.935	0.944	-0.07150217879284411
204.0665	1.375	0.821	0.23198969093134275
204.0665	1.41	0.99	0.013304532959152576
204.0667	0.515	0.439	0.8063004462774702
204.0876	5.17	0.00167	-4.255639967788995
204.9662	1.032	0.00118	-4.477648265712728
204.9811	4.114	0.262	1.1877515128936078
204.9812	0.851	0.0286	-2.5559131289493626
204.9812	1.012	0.00651	-3.4229634704561214
204.9812	3.501	0.2	1.3717636492069791
204.9812	3.521	0.058	2.1398867375355937
204.9812	3.557	0.0818	1.9345337401814433
204.9815	2.004	0.768	0.30280131915551023
204.9961	2.078	0.44	0.8036354182819029
205.0059	2.072	0.269	-1.1703164876736305
205.0272	0.897	0.128	-1.6572046811835774
205.0353	5.68	0.0962	-1.8362624732085875
205.0524	3.564	0.163	-1.5047827301409653
205.0524	3.634	0.316	-1.0562182781987903
205.0881	0.505	0.425	0.8310789326517894
205.0897	0.839	0.51	0.6838875384026859
206.0463	2.859	0.728	-0.3572354114571401
206.082	0.895	0.115	1.7274964932664347
206.1033	5.302	0.49	-0.7172921624646676
206.9971	2.175	0.485	0.7259011959705058
207.0477	2.382	0.052	-2.2053428684253995
208.0612	0.516	0.0312	-2.505486700505025
208.0645	3.726	0.12	-1.6980426382894402
208.9759	3.734	0.143	-1.5881360168742467
208.976	0.787	0.0046	3.63228644178447
209.0666	5.694	0.508	-0.6866873082880341
209.0675	0.96	0.166	-1.494031976349728
210.0408	3.441	0.92	0.10307204207828936
210.0882	5.677	0.332	1.0198778916717106
211.028	5.713	0.275	-1.1559384589954698
211.0612	0.531	0.00255	-3.992049479627047
211.0612	1.538	0.00594	-3.4778402970303572
211.0613	0.897	0.0864	-1.9017743322415013
211.0613	1.458	0.00771	-3.3231894187523223
211.0967	0.835	0.442	-0.8010065330340711
211.987	1.036	0.00261	3.9772318140407403
212.0019	2.386	0.332	1.0197063675696847
212.0021	2.316	0.626	0.5034111738639837
212.0022	2.356	0.344	0.9924753837007645
212.0031	3.829	0.397	0.8849538571857593
212.0111	3.879	0.383	0.9131045293760871
212.0113	0.514	0.337	-1.0082985710095422
212.011	3.758	0.297	-1.099783173925225
212.0199	7.051	0.34	1.0015623921562606
212.129	0.833	0.0322	-2.487044107278685
213.0223	0.802	0.216	-1.3202111344282035
213.0766	0.898	0.00419	-3.688665045395288
213.0766	4.042	0.0338	-2.4579988184195027
213.1132	0.801	0.787	0.2777080805247351
213.9815	1.057	0.994	-0.0077150333370600436
213.9964	1.026	0.0852	1.909726030565781
213.9979	3.83	0.306	1.078682345624233
214.0178	4.826	0.683	0.4204545099592937
214.9867	1.03	9.43e-5	6.256493560371092
215.0018	1.171	1.42e-4	5.947529076144604
215.0329	5.711	0.501	-0.6976763535889479
215.0731	0.557	0.293	-1.1099693911113693
215.0733	0.99	5.5e-4	-4.983625029466155
215.0923	0.897	0.335	-1.0131633038738437
215.1035	3.532	0.906	-0.12095250627006848
215.1035	3.639	0.931	0.08856950560216524
215.1035	4.441	0.707	-0.38616295827660063
215.1035	5.773	0.0428	-2.319473213583793
215.1148	6.238	0.617	0.516104506240139
215.1399	5.402	0.824	-0.2285033782734284
216.0343	4.359	0.35	0.9796707924631427
216.0988	5.731	0.341	1.0000551563438025
216.9811	3.931	0.106	1.7768461143503018
217.0161	7.826	0.661	0.4514966304291767
217.0164	3.25	2.22e-5	7.4352550739709
217.0174	1.047	4.17e-4	5.173110364797989
217.0487	5.68	0.127	-1.6654154122467066
217.0575	5.682	0.573	-0.5826120361385784
217.0929	1.022	0.0536	-2.1866323714840403
217.1079	1	0.557	-0.6071241297346228
217.108	1.172	0.186	-1.418907442962399
217.9843	3.941	0.0961	1.8368952879351481
218.0315	2.512	0.706	-0.38803387096528597
218.049	4.323	0.498	-0.7023911058912805
218.067	1.023	0.00764	-3.3282484524629
218.0822	0.977	0.0161	-2.89182710683266
218.1032	0.535	0.0115	-3.0879976671311336
218.9815	1.043	0.0106	-3.136060452571161
218.9966	3.891	0.471	-0.7488336277775502
218.9967	4.223	0.582	-0.5682036251993355
218.9968	3.319	0.968	-0.04118719341419947
218.9968	3.546	0.204	-1.3604993030505155
218.997	1.135	0.0858	-1.9055596016854293
219.0069	3.319	0.92	-0.10319293906992619
219.006	1.138	0.191	-1.4022212670072198
219.0507	3.497	0.659	-0.45482051764002185
219.0508	0.537	0.759	-0.31543832707195857
219.0508	4.762	0.864	-0.17627153725894057
219.0629	3.469	0.995	0.0070150209719718635
220.0825	5.686	0.33	1.023279588300664
220.0976	0.844	0.541	0.6323536255150468
220.976	3.219	0.229	1.2823581857656414
221.0666	5.387	0.289	-1.120230287339334
222.1131	0.844	0.0198	-2.7689984029416363
222.9743	1.003	0.79	-0.27315851585653467
222.9917	3.031	0.4	0.8794439621136159
222.9917	4.4	0.632	0.4945509868583601
223.0542	5.477	0.769	0.30191043271714585
223.0973	0.837	0.035	-2.437893949308656
224.002	2.41	0.418	-0.8446066022851194
224.0233	6.057	0.143	-1.5912078370498504
224.0617	4.914	0.858	-0.18417333063528013
224.0618	4.943	0.502	0.6966341559655784
225.0073	8.167	0.536	-0.6411160762460976
225.0407	4.167	0.689	0.4114305704474844
225.0472	1.04	0.0799	-1.949013036268489
225.0615	6.787	0.0869	-1.8980324373232964
225.0628	1.132	0.621	-0.5104759733494028
225.0735	1.131	0.177	-1.4536498555608057
225.0762	0.841	0.0657	-2.0664072149658645
225.0991	8.076	0.197	1.3815456694678783
225.113	0.808	0.325	-1.0344204920533178
226.018	1.956	0.486	0.7233824563181841
227.0219	5.696	0.103	1.793232606818907
227.0381	0.604	0.84	-0.20695166256624037
227.0551	5.703	0.467	-0.7568303444239607
227.0672	5.687	0.473	0.7464963718368374
227.1035	6.034	0.567	0.5923601945576531
227.1147	6.923	0.715	-0.37594408685408415
227.1285	0.51	0.366	-0.9459642879941913
227.1287	0.785	0.0374	-2.3984699258647915
227.9969	2.433	0.354	0.9729523080273837
227.9971	3.983	0.318	1.0508817850825174
228.0312	3.932	0.226	1.2895275254941756
228.0575	3.43	0.0629	2.0923648275514615
228.0885	0.942	3.52e-5	-7.044665694217347
229.0023	1.031	0.0221	-2.7049219153987756
229.0174	0.829	0.0365	-2.412778025005064
229.0385	1.025	0.191	-1.4015959684945622
229.0541	0.558	0.778	-0.2891183381803008
229.0638	0.559	0.391	-0.8962631028945087
229.0883	0.552	0.923	-0.0995935425728238
229.1079	0.847	0.162	-1.5108003914657655
229.1441	0.51	0.334	-1.0141490608916017
229.9984	1.043	0.0449	-2.2911971089313767
230.0128	1.11	0.34	-1.0023346956255788
230.0128	3.617	0.215	1.3238557475158605
230.0131	2.653	0.175	1.4587231163657606
230.013	2.604	0.289	1.1203659766357075
230.0222	3.68	0.819	0.2350015641672519
230.0225	3.623	0.448	0.7897864969345008
230.0498	4.392	0.0157	-2.906408465183585
230.103	0.515	0.263	-1.1863631441564721
230.9815	1.035	0.106	-1.7794434409443811
230.9966	2.338	0.00944	-3.203441217588602
230.9966	3.831	0.34	-1.0025055415013813
230.9966	4.318	0.2	1.3723413791325965
230.9967	0.739	0.752	-0.3250139494565772
230.9967	0.761	0.65	-0.4672094787413254
230.9967	1.606	0.00144	4.352639705312342
231.0295	2.581	0.275	-1.154863574353705
231.0328	0.724	0.412	-0.856816129681288
231.0488	3.479	0.0143	2.957560686216453
231.0676	2.297	0.0297	-2.5333956960020867
231.1236	0.974	0.0571	-2.149317526896088
231.9927	3.013	0.796	0.26493323177006745
232.0283	5.427	0.0415	-2.337564919502897
232.0284	4.836	0.307	-1.0755103652478264
232.0985	0.835	7.81e-6	8.382006761320039
232.9759	5.687	0.0765	1.9753930832260964
233.0116	3.162	0.0343	2.4499030100820303
233.0121	0.618	0.162	1.5115013521389076
233.0122	3.76	0.901	-0.1270256018991928
233.0469	3.48	0.279	-1.1437652201313904
233.0584	0.821	0.0427	-2.3212973607083773
233.0835	2.303	0.00727	-3.357599766307866
233.1505	7.606	0.0301	-2.5254489341761386
234.9916	3.442	0.262	1.1892945686682752
234.9916	4.916	0.821	-0.23283328468710376
235.0569	7.02	0.0594	-2.126651340246401
236.0232	7.803	0.348	-0.9840878401654866
236.0252	4.945	0.21	-1.3403101252923098
236.0772	0.506	0.291	1.114633264892384
236.0924	0.513	0.54	0.6352411089742914
237.0331	4.951	0.54	-0.634447451113263
237.0763	0.843	0.276	-1.152979881666811
237.1128	0.821	0.0396	-2.364480058589259
237.1241	0.892	0.955	0.05850065179400584
238.0774	4.689	0.0637	-2.0844625355504625
238.9688	3.227	0.566	0.5940869500055457
238.9865	7.261	0.305	-1.0800583925654235
238.9867	8.106	0.341	-1.0005119818260306
239.0016	0.993	0.273	-1.160589898499942
239.0036	5.67	0.0944	1.8475962376008224
239.0341	8.007	0.0658	-2.065455236058251
239.0922	0.817	0.536	-0.6406202908516349
239.0922	0.965	0.298	-1.0966664734946487
239.1147	7.668	0.569	-0.5889863502401844
239.1147	7.98	0.289	1.1207197627054455
239.9969	2.405	0.0775	-1.9672425566113074
239.9969	2.425	0.213	-1.3307749508070097
240.0004	7.368	0.293	-1.109036585948704
240.0182	7.939	0.0891	-1.8830853942947088
240.9658	1.039	0.0376	-2.395635602152583
241.088	0.525	0.608	0.5290085908625534
241.1078	0.86	0.0757	-1.9817425196643115
241.1189	0.516	0.796	-0.26507141103440723
241.1443	0.769	0.535	-0.6426531662626671
241.9764	3.249	0.15	1.5598472319708891
242.0125	3.346	0.402	0.8754054848431866
242.0125	3.711	0.83	-0.22082451886195578
242.0127	3.404	0.309	1.0719993529380056
242.0489	3.714	0.254	-1.2101362894832135
242.0665	5.698	0.547	-0.6232693234483097
242.9966	1.058	0.00572	-3.5006356955078632
242.9966	3.313	0.116	1.7210642832710108
242.9966	3.467	0.372	-0.9345386238287164
243.0178	1.027	2.05e-4	-5.675002140915038
243.0617	5.673	0.572	0.5836524027569193
243.0624	4.458	0.925	0.09656756961916411
243.0712	4.454	0.442	-0.8002866259559366
243.0715	4.453	0.353	0.9750658735192166
243.0773	2.902	0.685	-0.417391339577578
243.1041	0.908	3.85e-4	-5.229143991609278
243.1083	1.017	0.228	-1.282967427080003
243.1235	0.839	0.819	-0.2355675328709668
243.123	0.971	0.43	-0.8223391925520416
243.1343	0.515	0.826	0.22628050826394214
243.1347	2.554	0.913	0.11151124217064222
243.9918	3.939	0.249	1.2234292402892428
243.9919	4.942	0.199	1.3744572809832034
243.992	3.357	0.26	1.193129434972833
244.0031	4.944	0.296	1.1029551234428174
244.997	1.029	0.3	-1.091949310836031
245.0123	0.574	0.185	-1.4245987083297227
245.0126	3.391	0.377	-0.9252353748169894
245.0224	3.395	0.503	-0.6954403942200372
245.0432	5.704	0.677	0.4288811667252253
245.0465	2.156	0.0922	-1.8620013899928902
245.0777	3.343	0.765	0.30657489824274314
245.0777	5.688	0.275	1.1538675819943542
245.0783	2.502	0.561	0.6012145948618502
245.1392	0.923	0.676	0.430801712121871
246.0076	3.632	0.57	0.5867353770168287
246.0176	3.616	0.269	1.17085381990879
246.0444	5.448	0.00975	-3.1841014404521295
246.0745	4.944	0.0769	-1.9718846947571862
246.0976	0.832	0.0346	-2.4449356573566137
246.9763	1.04	0.0672	-2.0527418507725805
246.9915	4.007	0.0944	1.8475117936573708
246.9915	4.253	0.356	0.9681173747351446
246.9915	5.457	0.0838	1.920269834681477
246.9916	1.186	0.323	-1.0401303463128129
246.9916	3.123	0.0228	-2.68640669295213
247.0606	2.616	0.228	-1.2845096329024293
247.0623	3.484	0.873	-0.16415410726007673
247.0628	4.341	0.0559	-2.162570659017613
247.0629	4.641	0.549	-0.6202645510612884
247.0796	2.434	0.012	-3.0635568664624357
247.0817	0.843	0.0316	-2.4965086052635184
247.988	3.057	0.692	-0.40796893267024814
248.0037	3.65	0.244	1.237078213423247
248.0237	3.389	0.211	1.3377234267057243
248.0601	5.173	0.353	-0.9741148545409176
248.0955	0.541	0.112	1.7406872922584304
248.0957	0.606	0.159	-1.5223454014570665
248.0959	3.144	0.00651	-3.4233149795376216
248.9602	5.84	0.111	1.749305594648123
249.0072	3.179	0.924	0.09727500894291063
249.0072	3.526	0.159	-1.5225981130147292
249.0072	4.708	0.135	-1.6278932270040831
249.0534	0.86	0.136	-1.6210979218957713
249.0577	6.126	0.0621	-2.0995559713032783
249.0627	5.154	0.0438	-2.305693484795414
249.0785	3.569	0.0469	-2.2657243614655145
249.0785	3.631	0.092	-1.8636422593382413
251.0131	1.996	0.0178	-2.83214145192167
251.0134	3.423	0.0577	-2.1433344485943238
251.0519	7.281	0.044	-2.3028448763569833
251.094	3.644	0.0832	-1.9241655620898972
251.1286	0.792	0.107	1.7723010760793534
252.0203	4.947	0.363	-0.9532366430290645
252.9652	3.796	0.457	-0.7743970615220167
253.0559	7.542	0.167	1.4898410598070655
253.0826	3.616	4.78e-4	5.079334459517819
253.0827	3.556	2.14e-4	5.645819334283941
253.0921	0.602	0.206	-1.3539525721617647
253.1078	0.791	0.374	-0.930128391873015
253.1191	4.808	0.901	0.12808926543834173
254.9814	10.976	0.574	-0.581179629633843
254.9814	3.634	0.712	0.3800889792398755
255.1345	0.514	0.49	-0.7163905496571805
257.0122	1.017	0.0317	-2.496053578989904
257.0485	0.558	0.9	-0.12946536170195244
257.0544	5.7	0.104	-1.7902296277343874
257.1024	0.515	0.243	-1.2417342626906989
257.1391	0.808	0.536	-0.6404520718131042
257.1498	0.514	0.867	-0.17135585009673282
257.15	0.515	0.698	0.39899090353695016
258.0074	4.608	0.72	0.369039209252447
258.0076	3.328	0.633	0.49319387873591297
258.0439	4.624	0.15	-1.5587758872644575
258.044	2.992	0.158	1.5268870519846285
258.044	3.081	0.187	1.416625630954916
258.0611	5.695	0.464	0.7610463906834924
258.9915	0.564	0.127	-1.662271157075975
258.9917	3.481	0.469	0.7518286204364746
259.0019	3.481	0.436	0.8105520528943919
259.0127	1.039	1.75e-4	-5.7895222138516145
259.0129	8.077	0.0382	-2.386239512530078
259.0278	1.04	0.00918	-3.2194706671538746
259.0278	2.431	0.992	-0.010437621753083126
259.0281	3.133	0.615	-0.5195235009048748
259.028	0.58	0.812	-0.24482373224688328
259.0415	5.754	0.399	-0.8804353225482673
259.0432	5.928	0.452	-0.7825749254351244
259.0561	2.484	0.49	-0.7167042483133123
259.0568	7.075	0.0236	-2.6662204387458677
259.0635	0.559	0.823	-0.22904986407755742
259.1067	0.982	0.127	-1.6627757186629963
259.1292	0.516	0.131	-1.6448794876645718
259.9865	3.126	0.121	-1.6941490291244994
260.0231	7.103	0.0377	-2.3943506552014293
260.0249	3.739	0.124	1.6815822117229686
260.0473	2.62	0.285	-1.1297305656222043
260.125	7.968	0.897	-0.13291383200976625
261.0071	2.319	0.0127	-3.030385000544602
261.0072	0.592	0.298	1.0980335265035905
261.0072	0.741	7.54e-5	6.430181758847705
261.0072	4.508	0.0216	-2.7186496547446146
261.0072	4.791	0.18	-1.4412955318592782
261.0073	3.254	0.654	-0.46158779587235005
261.0075	3.387	0.712	-0.37987456062049335
261.0198	3.384	0.819	0.23474864657642933
261.0216	3.272	0.821	-0.2320381652664612
261.037	0.533	0.221	-1.3050329569223527
261.0726	5.684	0.646	0.4742495104597048
261.0875	3.343	0.0939	-1.8508543513570006
262.1042	7.536	0.3	-1.0925313314689638
262.9863	5.091	0.618	-0.514726362052105
262.9864	7.93	0.00458	-3.634130469875974
263.005	0.777	0.00151	4.320095319931348
