m/z	rt	p-value	t-score
263.0063	1.022	0.806	-0.25187962604174763
263.0088	4.073	0.618	-0.5153411739614269
263.0226	2.25	0.00546	3.5281150118899802
263.0227	4.475	0.685	-0.4171364305675098
263.0228	3.822	0.158	-1.5252775144121362
263.0228	4.652	0.246	-1.232892268146732
263.0229	3.849	0.185	-1.422657339601457
263.0346	3.882	0.48	0.7332031022784993
263.0577	4.057	0.805	-0.2534522369273313
263.0885	1.035	0.104	-1.7888717096543802
263.0951	3.642	0.117	-1.7155325902969953
263.1036	1.088	0.2	-1.373027790110346
263.1043	0.539	0.272	1.162300533675742
263.1047	3.327	0.25	1.222475304323469
263.1047	3.349	0.357	-0.9656250253628702
263.1129	0.556	0.354	0.972128900109969
263.1397	0.54	0.469	0.753188206144094
264.0545	5.686	0.419	-0.8434626800827557
264.1166	3.307	0.124	1.6783166230897821
264.1167	3.376	0.0798	1.9494865001351147
264.9274	10.093	0.523	-0.6615251276244082
265.002	2.224	0.413	0.8537514802349617
265.072	0.886	0.913	0.11239613149394237
265.1037	1.014	0.0826	-1.9287589037601351
265.109	3.361	0.712	0.38003149169254524
265.1184	0.981	0.102	-1.8008728145732058
265.1324	1.023	0.00666	-3.409665236250625
266.0852	0.845	0.627	0.5006212269688058
267.0727	4.074	0.621	-0.5096193192381993
267.1082	0.806	0.859	-0.18255484849660628
267.1097	6.145	0.834	-0.21519131676416894
267.1234	0.816	0.573	-0.5825097224532
267.1341	0.515	0.723	-0.36510303728056726
269.0662	4.768	0.443	0.798938210182871
269.1027	0.548	0.545	0.6272657236768222
269.136	1.005	0.0135	-2.994600035925291
269.1391	0.838	0.243	-1.2401575783526355
269.1504	0.514	0.751	-0.32662844941278185
269.161	0.525	0.604	0.5348925348709329
270.0617	5.7	0.136	1.6236079606699443
270.1343	0.521	0.748	0.3306751038390671
271.1548	0.788	0.619	0.5124587985649587
272.9588	10.091	0.648	-0.47025463322707023
272.992	1.032	0.0303	-2.5218706973010967
273.0072	0.641	0.782	-0.284707452823884
273.0076	3.344	0.389	-0.8999698927688796
273.0173	3.345	0.549	-0.6199451133104235
273.0419	5.136	0.751	0.32654048820317916
273.1339	0.813	0.336	-1.0101362997739876
273.1703	0.849	0.193	-1.3950891532512586
274.0023	5.058	0.593	0.5524878204242514
274.0025	5.546	0.458	-0.7721683073324882
274.0025	5.671	0.168	1.4853642578434114
274.0389	3.005	0.391	-0.895633347858652
274.0389	3.032	0.574	-0.5819084995264431
274.9864	3.583	0.00289	-3.915078609421446
274.9977	8	0.191	1.4017474236911809
275.0227	1.969	0.16	-1.5169240189860411
275.0227	3.422	0.00643	-3.4305125326132173
275.0228	3.571	0.0761	-1.9779772417932258
275.0538	5.698	0.976	-0.03141520924931108
275.0558	2.36	0.00319	-3.8549501755911533
275.0709	4.9	0.0736	-1.9982336457904302
275.0732	2.439	0.0231	-2.6795668526041196
275.0746	3.503	0.878	0.15697879368451118
275.1067	0.515	0.471	0.749333554609499
276.0026	3.407	0.664	0.4472584419497843
276.0545	3.638	0.909	0.11747871997274344
277.0018	2.969	0.727	0.35935835281663137
277.0019	5.486	0.383	0.9118245482384144
277.0733	3.48	0.0074	-3.3469661051017474
277.0733	4.519	0.0987	-1.8202790082043603
277.0844	0.837	0.0533	-2.190254254507138
277.1076	0.844	0.0192	-2.788811793467005
278.0704	4.755	0.00677	-3.4001366484095383
278.1422	0.538	0.829	0.22164132572341255
279.0017	1.018	0.464	-0.7606495862509207
279.0173	4.922	0.166	-1.4930300089755442
279.0176	0.702	0.911	0.11507399307195003
279.0528	5.579	0.202	-1.3661881462498333
279.0528	6.074	0.175	-1.4595202824876616
279.0529	5.648	0.944	0.07173332389420337
279.068	2.262	0.00723	-3.361011930200404
279.0718	6.427	0.329	-1.0255172627950127
279.0893	4.848	0.518	0.6695300433743496
279.089	3.497	0.06	-2.119973913952656
279.0975	4.922	0.616	-0.5172485234748639
279.1234	0.839	2.79e-5	-7.239883896770318
279.1271	0.55	0.367	0.9440423524809513
279.1346	0.94	0.448	-0.790527279899952
280.0285	5.418	0.758	0.31726460816907165
280.079	0.509	0.144	1.5852392079456719
281.0251	3.123	0.0264	-2.6025465801170085
281.1025	0.843	0.271	-1.1660834732077558
281.1132	0.515	0.677	-0.42847792055928285
282.0471	0.951	5.82e-4	-4.946150320693153
282.047	0.513	0.459	-0.7695713728047334
283.0279	2.454	0.162	-1.511373277021957
283.0297	5.702	0.497	0.7043748744221849
283.0424	5.698	0.396	0.886010705885082
283.0821	4.197	0.12	1.7017745131344875
283.1184	0.938	0.825	-0.22648808376735569
283.1548	0.836	0.013	-3.0152677660207727
283.1649	0.513	0.83	-0.22067933695909298
284.0773	5.465	0.255	-1.2070289851696352
285.0433	2.145	0.572	0.5842721879212246
285.0436	0.548	0.189	-1.4109982044332852
285.0453	5.683	0.603	-0.5373863513747309
285.0591	5.672	0.496	0.7072549251381882
285.097	0.525	0.223	-1.2985580080953008
285.134	0.984	0.00457	-3.6359057186218258
286.0026	3.257	0.197	-1.3810851232752166
287.0229	1.479	0.0573	-2.147125227226617
287.0229	1.497	0.0492	-2.237213753190628
287.0407	5.683	7.3e-5	6.4549777566079
287.0519	6.124	0.773	-0.29668790349159063
287.0951	0.56	0.126	1.6678652057801708
287.1496	0.972	0.0994	-1.8158530987656425
287.1498	0.782	0.632	-0.49381516597123837
288.0526	5.655	0.905	-0.12274268985344569
288.0874	0.844	0.0795	-1.9519077162976661
288.0876	2.429	0.0258	2.615470987235959
288.1198	6.673	0.814	-0.24184415352317037
288.1267	0.515	0.22	-1.3074001619739297
288.6192	4.946	0.133	-1.6353764852636072
289.0021	2.845	0.0223	-2.699991453998319
289.002	3.528	0.0443	-2.2989857764871737
289.0147	2.488	0.91	0.11562504509960264
289.0184	3.811	0.258	1.1993733147386094
289.0318	2.546	0.0924	-1.8610306013798399
289.0381	3.994	0.0963	-1.835802747806826
289.0383	0.566	0.0538	-2.1844459222824364
289.0524	2.13	0.694	-0.404543942584769
289.0578	2.417	0.0721	-2.010354992478259
289.0693	5.7	0.541	0.6331887647450797
289.0903	3.51	0.959	-0.05315681772523984
289.1652	1.004	0.407	-0.8650917028389158
291.0177	2.075	0.13	-1.6500039123389318
291.0358	0.557	0.822	-0.23160541296759488
291.089	3.499	0.0676	-2.0492809798925147
291.089	3.631	0.106	-1.775010130094758
293.0154	3	0.307	-1.0768731209836218
293.0332	3.975	0.0663	-2.0610775797719345
293.0335	4.024	0.463	-0.7627719224088887
293.0488	5.594	0.795	-0.26721818344076886
293.0489	5.557	0.116	-1.7205463230894218
293.0525	6.038	0.704	-0.39116447732398646
293.0802	0.982	0.0191	-2.789220274612505
293.0831	2.201	0.311	-1.066857249495876
293.0833	2.178	0.186	-1.42032536013823
293.0874	5.69	0.49	0.7170611740935775
293.1046	3.527	0.0769	-1.9722606075332736
294.1347	0.513	0.795	-0.26687805032142436
295.0276	3.194	0.658	-0.4561388082764515
295.0465	5.68	0.922	0.10067781301372658
295.0609	2.406	0.126	-1.6683334665734864
295.0609	2.42	0.144	-1.583512384359309
295.0612	3.17	0.00925	-3.2152047494493754
295.0816	4.004	0.00481	3.6041318879833213
295.1203	3.636	0.101	-1.804866053045484
295.1293	0.513	0.882	0.1520777689076453
295.1547	0.818	0.00759	-3.33217763941209
297.0971	0.537	6.87e-5	6.503253543302473
297.0995	3.753	2.96e-7	11.982071499447741
297.1338	0.84	0.0872	-1.8958608408483877
297.134	0.497	0.955	0.05768319096468621
298.0024	5.466	0.246	-1.231851901723549
298.0421	4.091	0.0805	-1.944018808286995
298.0748	0.514	0.286	1.1279528838087098
299.069	6.097	0.649	-0.46920591146515783
299.0764	4.607	0.683	-0.4206461303234597
299.0769	4.876	0.24	1.250642549596117
299.0984	5.442	0.262	-1.1878524331992555
299.1246	5.173	0.881	-0.15419341193113498
300.0195	3.182	0.00447	-3.649416283657338
300.0392	6.324	0.837	0.21116008617287207
300.0393	5.464	0.0203	-2.754925821538806
300.112	1.001	7.63e-6	-8.403201014587268
300.1267	0.968	0.00146	-4.3408389323828045
300.127	0.553	0.132	-1.640047956856881
301.0518	2.391	0.0427	-2.320430684755696
301.1111	0.545	0.31	1.068811271920381
301.1652	0.95	0.187	-1.4152347920469304
301.2015	0.509	0.493	0.7119063387367511
301.9973	2.602	0.425	-0.8313472791966499
302.1058	0.512	0.586	-0.5631191976177076
302.1142	4.079	0.949	-0.06603380284305227
302.1426	0.553	0.852	-0.1914226634833217
303.0177	4.041	0.104	-1.7912908690175358
303.066	2.439	0.0309	-2.5096642805678813
303.0719	4.804	0.0281	2.56646534102464
303.0869	2.422	0.00316	-3.8602029023483366
303.9888	4.817	0.886	0.14680058409474375
304.1218	0.512	0.823	0.22919424682257583
304.158	0.542	0.0981	1.8239095993608712
305.0333	4.102	0.0882	-1.8891065181161675
305.0336	1.426	0.0959	-1.8383494004829042
305.0691	3.3	0.438	-0.807022748205162
305.1047	3.486	0.352	-0.9772354838969075
305.1049	2.377	0.00595	-3.4770579563878043
305.1599	0.516	0.905	-0.12195897018189113
306.9948	1.951	0.0158	-2.9027471933744704
306.995	3.347	0.156	-1.535808292238191
307.0113	7.777	0.542	-0.6313299266259786
307.0117	2.104	0.135	-1.6253378489687733
307.0125	6.081	0.488	-0.720328433549307
307.0133	5.51	0.344	0.9933205737931953
307.0282	0.753	0.326	1.033106458842866
307.0288	0.574	0.716	0.3738613774619845
307.0839	3.473	0.00743	-3.3449396808241536
307.0839	5.094	0.432	-0.818562942729709
307.084	4.173	0.0532	-2.191137467789484
307.084	4.338	0.0734	-1.9996273261400344
307.084	5.158	0.527	-0.6560083152850796
307.1182	0.842	0.49	-0.7168338925302388
307.133	0.578	0.133	-1.6343590265911179
307.1508	8.821	0.203	-1.3620929738628529
308.0775	5.457	0.798	0.26315499514236296
308.0984	5.187	0.587	0.5613764122658574
308.0984	6.982	0.00617	-3.455406489274812
309.0078	2.406	0.168	1.488294383569309
309.0229	5.542	0.213	-1.3314310867813033
309.042	0.548	0.0951	-1.8430547727950244
309.0633	5.678	0.767	-0.30496019583747663
309.0633	6.215	0.319	-1.0476267966767905
309.0783	2.234	2.96e-4	-5.412113129615256
309.0785	2.268	0.00129	-4.4241779577654015
309.0994	3.647	0.121	-1.6946446613800719
309.9692	3.839	0.846	0.1991386966330288
310.1153	3.36	0.999	-6.466300777827011e-4
311.0568	3.442	0.126	1.6677649822351988
311.056	2.651	0.0166	-2.8712627969983595
311.0736	4.073	0.401	0.8767507573819767
311.0767	4.586	2.42e-4	5.5575830997613025
311.0771	4.042	0.195	1.3901609109959963
311.0929	2.301	4.13e-4	-5.180678235980022
311.0952	0.55	0.085	-1.911503609686469
311.1152	4.85	0.544	0.6274336715646599
311.1504	0.977	0.075	-1.9867594369297479
312.0317	3.986	0.488	-0.720328433549307
312.1266	0.909	0.00952	-3.198157925836647
313.023	5.662	0.951	-0.06322938293446104
313.0919	5.697	2.26e-8	15.699158174254716
313.0927	4.354	0.00283	3.9274563309803034
313.1652	0.951	0.051	-2.216820765226927
313.238	0.496	0.531	-0.6494697689556502
314.1055	0.512	0.828	-0.22324027072756414
314.1424	0.513	0.0195	-2.7796343095646145
315.0699	3.297	0.0783	-1.9610081940248825
315.0716	4.799	0.815	0.2406404876554654
315.0719	5.501	0.952	-0.062119359185231225
315.0831	3.586	0.0298	-2.532127520235693
315.1808	0.91	0.0259	-2.613017788590209
316.1207	2.075	0.0049	-3.5938409750074496
316.1208	2.204	0.00128	-4.42886665462132
316.1217	0.51	0.557	0.6075195469794563
317.0326	2.294	0.715	-0.3758514343074184
317.032	2.39	0.588	-0.5598978456948073
317.0446	2.457	0.0142	-2.963222178369174
317.0667	2.147	2.96e-4	-5.41165665480598
317.0686	5.121	0.595	-0.5485744994036842
317.0854	3.496	0.737	0.34522728245519774
317.11	8.01	0.939	-0.07857846545873429
317.1237	0.522	0.463	-0.7638678046044048
317.1597	0.517	0.114	1.7291810818957642
317.1602	3.057	0.14	1.6016563009608462
318.0761	2.4	0.179	-1.4446573276968615
319.03	3.986	0.132	1.6414438076009712
319.0668	4.881	0.255	1.2064019612666539
319.0671	5.695	0.846	0.19973210717301995
319.0839	3.477	0.0968	-1.8325935308567665
319.1392	0.518	0.223	-1.2994493920482595
320.1516	0.52	0.425	0.8316268265964999
321.01	2.453	0.168	-1.4855541552916744
321.0631	3.67	0.128	-1.6578648965949865
321.0787	2.11	0.222	-1.30129548045208
321.0824	6.52	0.684	-0.41888985377231747
321.0996	3.48	0.11	-1.7519605832452483
321.0996	4.109	0.267	-1.1744072328306545
321.1908	0.499	0.901	-0.12773449408426765
322.1117	3.713	0.6	-0.5412908346468885
323.0227	0.552	0.407	0.8660205551771482
323.0557	2.493	0.347	-0.9858479985185268
323.0573	0.537	0.38	-0.9183211184360868
323.0577	4.005	0.358	-0.9634697814543969
323.0593	6.042	0.0112	3.102641171928018
323.0789	5.679	0.17	-1.4775237144692481
323.0937	2.289	0.0679	-2.0467995637072214
323.094	2.167	0.196	-1.3848961938756774
323.1456	9.146	0.188	-1.413703396898788
324.067	0.537	0.606	-0.5320292920042854
324.0722	6.11	0.927	-0.09348844776682688
324.0723	6.186	0.781	0.2850377980782489
324.0725	5.673	0.0245	2.6456737424475536
325.0364	3.989	0.042	-2.3309623566147355
325.0388	3.005	0.205	-1.3563521627360189
325.0719	2.459	0.36	-0.9590461836913103
325.0923	3.905	0.414	0.8528822795034459
325.0944	5.667	0.144	-1.5856415895922402
325.1094	2.39	0.00283	-3.9271486760646646
325.1287	0.52	0.408	-0.8637996936248457
325.1689	1.04	0.00431	-3.671570582136456
326.0827	0.551	0.137	-1.6177162541297714
326.0864	6.015	0.374	0.9309722792431173
326.088	5.533	0.277	1.148893637200281
326.0987	3.437	0.563	0.5976832373587528
326.099	3.389	0.948	-0.0674085953099937
326.1102	4.91	0.913	0.11150670531560242
327.0325	4.016	0.127	-1.6622727186810173
327.0724	2.431	0.0622	-2.0988858945461093
327.089	3.578	0.0472	-2.2626378709358343
327.089	3.629	0.0548	-2.173690431378349
327.1074	0.558	0.836	0.21245311972706513
327.144	0.519	0.0105	-3.1429256167919113
328.0917	5.509	0.201	1.3675962552976866
329.0695	3.881	0.997	-0.0037558943700579366
329.0847	1.822	0.665	-0.446653227997662
329.0873	5.474	0.598	0.545249007092773
329.1058	0.558	0.158	-1.5257451195517264
329.1364	0.84	0.335	-1.0133558567120042
329.16	0.517	0.397	-0.8844413882553455
330.1373	0.513	0.0963	-1.8353785664823052
331.0999	3.452	0.697	0.40069993821609035
331.1214	0.588	0.0107	-3.130190341800985
331.12	2.389	9.29e-4	-4.634880166197432
331.161	1.03	0.0283	-2.561896304834054
331.176	0.516	0.493	-0.7112605646750778
332.152	0.513	0.216	-1.321694519383545
333.0072	3.165	1.74e-5	7.648725115712767
333.0076	2.172	1.28e-5	7.926608053535604
333.0077	2.22	5.44e-6	8.7296560986595
333.0245	8.134	0.214	-1.3269255385052088
333.0995	3.49	0.778	-0.28998408965528033
333.2065	0.498	0.813	-0.24317892555315618
334.1252	7.52	0.263	-1.1862580930476174
335.0228	2.013	9e-6	8.248511779201314
335.0421	6.09	0.292	-1.1122734578102225
335.0788	4.048	0.524	-0.6598649284705688
335.095	0.782	0.0284	-2.559199095867889
335.1151	3.621	0.201	-1.3691650499907313
335.115	3.507	0.238	-1.2546526003833758
335.1864	0.5	0.357	0.9646984724662823
336.0351	2.633	0.261	1.1921263356084346
336.0667	0.577	0.164	-1.502033710785702
336.0668	3.29	0.0129	-3.0212430687195777
336.0721	4.991	0.455	-0.776593997362757
336.0894	1.988	0.264	-1.18229613268398
337.0375	2.682	0.0183	-2.81604690945312
337.0384	3.521	1.06e-4	6.166850875666893
337.0387	0.585	0.00915	3.221752987802009
337.0561	4.657	0.333	-1.0169336258737398
337.0938	3.48	0.0328	-2.4748953631060564
337.1097	0.926	0.00758	-3.3329958277739733
337.1491	0.533	0.743	0.33656403411144875
337.1498	3.7	0.79	-0.2735625490127498
338.0519	5.673	0.0253	2.6266973153183546
338.0857	5.513	0.937	-0.0806455972172792
338.0875	5.702	0.42	0.8401377412208152
338.0878	4.821	0.544	0.6284916563782676
338.088	4.942	0.397	-0.8847557412872223
338.1174	5.405	0.451	-0.7837399588895806
338.1175	7.123	0.34	-1.0026746116761918
339.065	3.661	0.139	-1.6061896565625766
339.0737	6.209	0.913	0.11250691211992411
339.0739	6.241	0.459	-0.7702847096623922
339.0892	3.494	0.1	-1.8113810627621303
339.089	3.56	0.183	-1.4322872180988626
339.1076	3.545	0.409	-0.8612329641281923
339.1079	0.546	0.164	-1.5028811778680262
339.1194	3.617	0.112	-1.7453533295967458
339.1808	0.89	0.016	-2.8927109038359227
339.1848	1.034	4.42e-4	-5.133251997096773
340.1028	0.559	0.746	0.3331349616580354
340.1245	4.553	0.357	-0.9651867806930572
340.1245	4.57	0.572	-0.5843838372166906
340.1245	5.186	0.153	-1.5456962704162571
340.1259	4.777	0.61	0.5268496057719454
340.1549	3.953	0.345	0.990259100302999
341.0323	2.697	0.0484	-2.2473196902543613
341.0679	2.499	0.752	0.32541925502001107
341.0875	4.696	4.63e-4	5.100854654035458
341.1043	3.624	0.0129	3.018665310736211
341.1086	6.451	0.507	-0.68865091327385
341.1236	0.523	0.00824	-3.283702724109343
341.1236	3.922	0.907	-0.11951168485924542
341.1238	3.166	0.00618	-3.454624526986558
341.1536	6.145	0.338	-1.0066523693189724
341.1963	0.855	0.0352	-2.4348314518310517
342.1008	0.561	0.0425	-2.3237386880491586
342.1012	3.76	0.961	0.050029164704410996
342.1401	4.801	0.107	1.771608013978591
342.1553	4.352	0.979	0.027546339207386878
342.1555	3.661	0.608	-0.5294783093961247
342.1556	0.557	0.81	0.24634067779150773
343.0389	3.833	0.00994	3.1728932609744818
343.0528	8.034	0.0716	-2.014890565845449
343.0667	4.941	0.448	0.7902255025252699
343.0672	6.081	0.07	2.0284297735333485
343.0855	2.702	0.312	-1.064373937121344
343.0889	3.595	0.741	-0.34040128882405013
343.1392	3.936	0.0144	-2.954145118682064
343.1393	0.52	0.00328	-3.8373730970334328
343.1394	3.094	0.0105	-3.1384325904631605
344.1164	0.533	0.854	-0.18924092498908143
345.028	2.521	0.929	-0.0909856079503251
345.0646	0.556	0.573	0.5834191846855886
345.0795	2.084	0.00905	-3.2281150597733164
345.0837	3.659	0.587	0.5619042712374245
345.0987	2.126	0.0211	-2.733254039856978
345.1184	3.328	0.777	-0.290824413498911
345.1404	1.027	0.00124	-4.446608263562685
345.1552	0.548	0.00481	-3.6044554146770635
345.1552	3.921	0.00948	-3.2005419737329173
345.155	0.983	4.81e-4	-5.074852335650942
345.1675	3.926	0.0275	-2.577965218459827
346.0776	4.14	0.199	1.3754836567975322
346.1321	3.621	0.248	-1.227017798554453
346.1323	0.513	0.201	1.3694545081357503
346.9896	1.85	0.461	0.7658687694982741
347.0644	3.426	0.492	0.7132250021197156
347.0747	6.014	0.701	0.39542824316694775
347.0769	3.657	0.692	-0.4077331715056767
347.076	2.334	0.00582	-3.490790289035872
347.0888	4.926	0.193	-1.3946069620874932
347.0935	2.377	0.00106	-4.548038694286122
347.1054	3.328	0.679	0.4268148660493183
347.1054	3.351	0.402	0.8751474873649806
347.1705	3.994	0.129	-1.6545401706292036
347.1706	4.809	0.151	-1.5562693501861518
348.0905	0.595	0.725	0.3622303588220825
348.1105	4.903	0.0864	-1.901566166218914
348.1473	0.523	0.736	-0.34647836943839616
348.5347	2.62	0.665	0.44669556553076395
349.002	2.669	1.65e-5	7.69784962055194
349.0213	7.922	0.608	-0.5292714505657437
349.039	3.936	0.151	-1.5560662211177614
349.0593	2.431	0.218	-1.3159646123859177
349.0943	3.648	0.334	-1.014871942743436
349.1248	5.186	0.0795	-1.9518394566832247
349.1248	5.438	0.637	-0.4870807189735864
349.2019	0.51	0.0899	-1.8773559771791188
350.0879	4.725	0.917	-0.10639976231870404
350.1261	4.787	0.016	2.892485445798543
350.1635	0.57	0.863	-0.17743715970491106
351.0376	7.763	0.706	-0.38795200031954197
351.0566	8.859	0.0351	-2.436142610567836
351.0893	2.059	0.0396	-2.3647176521847144
351.1053	2.385	0.0114	-3.089814108392305
351.1173	3.296	0.0106	3.132797099915725
351.1268	3.641	0.0243	-2.6509433301504224
351.1655	0.545	0.227	-1.2864948575475907
352.0712	1.03	0.0165	-2.8768959980243594
352.0857	1.363	0.42	-0.8413086439780147
352.0858	0.661	0.739	-0.34230403338331256
353.0331	2.172	1.35e-5	7.874678340408169
353.0334	2.232	2.37e-5	7.380396642723067
353.0557	1.293	0.699	-0.398239069689493
353.0847	3.54	0.503	-0.6948183518939133
353.0888	1.003	0.0269	-2.5919759464029517
353.0894	5.683	0.622	-0.5087270942495133
353.0894	6.244	0.172	1.4726615445423372
353.1042	2.363	0.0263	-2.6032816284256435
353.1198	4.773	0.992	-0.010587739589761674
353.1236	1.057	0.0371	-2.402849041617095
354.101	0.567	0.337	-1.0077967335665832
355.0323	2.199	2.33e-6	9.591694637358792
355.0469	0.537	0.22	-1.3078510424424474
355.084	3.477	0.00211	-4.1109394914995665
355.1046	5.684	0.265	-1.1797893396172203
355.1198	2.415	0.0243	-2.650332661911335
355.1392	0.537	0.525	-0.6587637740876788
355.139	2.92	0.138	-1.6134992838059565
356.0984	4.734	0.0156	-2.9086327972323267
356.0985	4.988	0.883	0.15128519489293663
356.0986	5.69	0.352	0.9757056939006674
356.1167	0.565	0.74	0.34084651840052327
356.1531	0.526	0.169	-1.4840762775282526
357.0817	5.431	0.888	0.14504113446590086
357.0822	3.942	0.726	-0.3599570552558116
357.0822	4.307	0.971	0.036866836372640606
357.1011	2.685	0.615	0.5193257679110416
357.1019	0.569	0.401	0.8778356273315288
357.1184	4.427	0.027	-2.5892732406228824
357.1912	0.943	0.291	-1.1146604110032448
358.132	3.491	1.15e-6	10.361811599735303
359.0346	2.582	0.965	0.04526965089994289
359.0581	3.057	0.789	-0.27458953480922427
359.0801	0.561	0.975	0.03227787897523705
359.0981	5.122	0.581	0.5697463976384755
359.0981	5.715	0.481	0.7322907150808297
359.1156	0.557	0.44	-0.8043230854068482
359.134	0.536	0.0709	-2.0207037649185744
359.1707	0.969	0.0243	-2.650168017572351
360.1841	0.558	0.812	-0.24455389944772016
361.0709	0.548	0.974	-0.03310447986748745
361.0718	3.973	0.786	-0.2793210967248972
361.0904	5.706	0.124	1.6788657235471112
361.1028	5.97	0.187	1.4174132175622889
361.1209	3.29	0.977	-0.02897137328417818
361.12	2.246	0.148	-1.5696569670041045
361.1498	0.533	0.642	-0.4796841083093515
361.1498	5.087	0.0025	-4.003743487699035
361.1499	3.707	0.128	-1.657921816797238
361.1499	4.125	0.535	-0.6426306673715446
362.028	5.344	0.861	0.1800016713439653
363.0179	2.025	1.12e-5	8.044682539187543
363.0285	3.294	0.0991	1.8180596574854655
363.0285	3.439	0.224	1.2966332097789406
363.0705	4.001	0.258	-1.1981973759178886
363.0706	2.372	0.00819	-3.2869381678135845
363.0752	3.254	0.38	-0.9187866789910949
363.0857	2.443	0.011	-3.1123199133190917
363.1077	2.178	0.886	-0.14749011539809323
363.1655	0.542	0.472	-0.7467400107395981
363.1655	4.146	0.67	-0.4384176718927234
363.1799	0.52	0.642	0.47927151239209514
364.0847	1.046	4.64e-5	-6.817563184885015
364.0853	0.563	0.028	-2.5678001339960246
364.0955	3.54	0.143	-1.5890606071509048
364.0972	0.554	0.164	-1.502385437621954
365.0183	8.227	0.954	-0.05963174990328591
365.0531	6.568	0.538	-0.6373275899165435
365.1096	4.1	0.1	-1.8117620359270479
365.1351	6.514	0.13	-1.6489187649104808
365.1425	0.559	0.0473	-2.2611345351929693
365.1964	0.512	0.64	0.48188880266200196
366.0821	3.731	0.11	-1.753274771086969
366.1011	0.567	0.369	-0.9398722049767765
367.0118	2.491	0.59	0.5563468807731945
367.0119	2.609	0.736	-0.3466759697355638
367.0828	2.357	2.85e-4	-5.43921135033887
367.1049	5.136	0.465	-0.7602618535114931
367.1051	4.107	0.986	-0.017686620971245195
367.1133	5.469	0.431	-0.8201066143869495
367.1156	5.688	0.523	-0.6618868353446496
367.1391	0.519	0.442	-0.8011846548148092
367.1579	1.338	0.379	0.9204910947649416
367.1582	0.557	0.217	1.3181361650896115
367.212	0.875	0.0105	-3.1422808857349724
368.0543	2.66	0.133	-1.6332948415259279
368.0807	3.064	0.632	-0.4936827513691774
368.0985	4.469	0.126	1.6716350488411857
368.1164	0.563	0.139	-1.6079076808997335
369.0281	4.932	0.16	-1.517030618003799
369.0507	1.9	0.881	-0.15322461981080665
369.0843	6.594	0.269	-1.1707225444640268
369.0995	3.487	0.215	-1.3224769186547642
369.1208	5.681	0.139	-1.6057124700866683
369.1312	0.552	0.601	0.5394196624974935
369.1547	0.523	0.778	-0.28923686114234926
369.1736	1.402	0.189	-1.4088998681219755
369.1739	0.556	0.379	-0.9199601729170491
370.0777	4.777	0.118	-1.7128027569009343
370.0777	7.194	0.412	0.8563287228231389
370.0962	2.969	0.0455	-2.284172499973667
370.1324	0.553	0.0517	-2.208379046543411
370.1613	5.455	0.399	0.8810177230852697
371.0942	2.275	0.119	-1.7047952034357374
371.0979	5.681	0.0358	-2.4250388912759595
371.1155	4.831	0.714	0.3765918509958489
371.137	5.203	0.0282	-2.564049679913213
371.1712	0.531	0.384	-0.9107023649854915
372.0936	4.817	0.157	-1.5303912149063994
372.1476	0.515	0.403	-0.8732265861019718
372.1824	0.563	0.597	-0.5454271644020098
372.9904	4.024	0.488	-0.720328433549307
373.0618	1.02	0.128	-1.6586488063015816
373.0775	7.367	0.488	-0.720328433549307
373.1121	3.415	0.118	-1.7097362868779569
373.1136	4.555	0.204	-1.3596236054369266
373.1499	0.521	0.817	-0.23761033236599388
373.1519	4.556	0.925	0.0961980682648462
373.1862	0.927	0.0936	-1.8528088096640876
374.1159	2.313	0.427	-0.8273536560598838
375.0208	1.56	0.221	1.30654455397677
375.091	3.638	0.479	-0.735284105869005
375.0929	6.899	0.488	-0.720328433549307
375.1189	4.534	0.565	0.5950376071423703
375.1293	5.379	0.00859	-3.2588231575691076
376.2119	0.518	0.731	0.3537034402261676
377.0534	3.749	4.03e-5	6.932484369747054
377.0853	6.452	0.824	0.22864423738036685
377.0894	5.128	0.884	-0.15032082957460427
377.114	3.199	0.0992	1.817566197692524
377.1447	5.659	0.0398	-2.362181710881349
377.1809	0.526	0.508	-0.6865013258796971
377.196	0.515	0.957	0.05591789879785623
378.1013	0.561	0.51	-0.683519009080118
379.0335	7.386	0.346	0.9885376261283554
379.0685	6.344	0.631	-0.49472494313541365
379.0686	4.02	0.981	0.023821376873062152
379.1048	4.043	0.467	0.7556393246436452
379.1403	0.524	0.697	-0.4013923639437148
379.1601	0.575	0.753	-0.3240338887294817
379.1604	4.758	0.263	-1.185870074219204
379.1606	5.126	0.813	0.24302311353195677
379.1966	0.529	0.0983	-1.8228121254991163
380.1156	0.558	0.831	-0.21939815869722848
381.0129	8.686	0.656	-0.4594738314070169
381.0996	3.658	1.6e-4	5.856517874901549
381.1368	3.661	0.116	-1.719919092349361
381.1378	0.984	0.00375	-3.7559101880862964
381.137	0.563	0.0288	-2.550404883041962
381.1544	0.536	0.486	-0.7237899194856873
381.1547	2.676	0.557	-0.6079064261756173
382.1367	0.564	0.648	-0.47125711681870985
383.0437	4.326	0.364	-0.9510986898191304
383.0963	0.55	0.845	-0.2001689576946865
383.0977	4.787	0.201	-1.3688374092087199
383.1166	1.001	0.00997	-3.1708795006922834
383.1188	6.011	0.0161	-2.8893536680467045
383.1527	0.571	0.286	-1.1269085492696207
383.153	2.502	0.0896	-1.8795807804021465
383.1703	0.521	0.0315	2.498441548190285
384.0756	3.321	0.626	-0.5024170638665656
