m/z,rt,p-value,t-score
385.1682,2.449,0.491,0.7146279195645063
385.1683,3.375,0.554,-0.6121428603385708
385.168,0.573,0.229,-1.282442182655016
385.1859,0.519,0.295,1.105052625296711
387.0248,3.58,0.422,-0.8370935791731648
387.0737,5.124,0.308,1.0739952177651086
387.1653,0.52,0.0724,-2.0083408942342187
387.1654,3.687,0.0641,-2.0808642800610753
387.1655,3.016,0.132,-1.6416191578031207
387.1794,0.529,0.0209,-2.7373576994315076
387.2017,0.89,0.901,0.1271453167529701
387.2018,0.521,0.261,1.1905041634866604
388.0434,4.724,0.0527,-2.1967580349607347
388.0864,2.467,0.776,-0.29210195790835136
389.0876,3.478,0.26,-1.193165662881344
389.0906,0.595,0.0757,-1.9811647246343351
389.0908,2.885,0.347,-0.9865163743085198
389.0984,3.675,0.371,-0.9358921771642899
389.111,3.877,0.239,-1.2513460236403906
389.1472,0.558,0.0522,-2.2024406698407795
389.1811,0.522,0.0291,-2.544484353432876
389.2172,3.549,0.479,0.7347200076807949
390.2148,3.506,0.414,0.851440011614875
391.1038,4.212,0.382,-0.9147035870538279
391.1312,3.391,0.259,-1.1957154764706437
391.1314,3.291,0.688,-0.41352627857682817
391.1405,0.537,0.555,-0.61095999803025125
391.176,0.535,0.691,-0.40888867261685224
391.1964,0.519,0.505,-0.6916658867954831
392.1165,0.562,0.036,-2.4217377744805164
392.1204,3.651,0.0214,-2.7239424682071665
393.0106,4.036,0.342,0.9970383071049679
393.0116,3.844,0.318,1.0508072426096147
393.1028,4.961,0.318,-1.0500324007892095
393.9848,4.068,0.343,0.9951114470359413
394.046,3.795,0.347,-0.9871226369882904
394.1352,5.7,0.0251,-2.63241040097666
395.0427,2.519,0.193,1.3961856463290645
395.0635,7.741,0.3,1.092955259681501
395.0636,6.682,0.27,-1.1681949006014263
395.0644,1.738,0.153,1.5469528257470568
395.0644,1.898,0.234,1.2661425715761927
395.1141,1.956,0.584,-0.5660661394248873
395.115,3.303,0.102,-1.8022160524799697
395.207,0.516,0.852,0.19109502683627985
396.1237,4.366,0.639,-0.48401434855524655
396.1292,0.558,0.126,-1.6680649240667267
396.1296,3.893,0.0518,-2.207491971666903
397.0538,5.353,0.465,0.7602396863673053
397.0731,0.584,0.299,-1.0965609030232306
397.095,1.037,0.0542,-2.180188950964078
397.1261,4.74,0.324,1.037101121360058
397.1353,1.015,0.253,1.2127704995406334
397.1493,3.687,0.538,0.6373725710575334
397.15,0.541,0.383,0.9127309020068836
397.186,0.518,0.159,1.5212125486711041
398.9611,1.68,0.897,-0.13270021582244673
399.0247,3.89,0.282,-1.1376894974437044
399.0615,2.081,0.329,-1.0251987829579932
399.095,6.659,0.0112,-3.100362879384826
399.095,6.765,0.678,-0.42783324645875576
399.1089,4.124,0.0709,-2.0208440603909943
399.1654,0.559,0.134,1.631827090443535
399.1654,4.031,0.0851,1.9106649552789208
399.1655,3.938,0.2,1.3728927605416548
400.1427,0.588,0.0295,-2.5372856392702863
400.1428,3.49,0.0495,-2.234331025130376
401.0404,3.556,0.148,-1.569331723846313
401.0691,5.126,0.125,-1.675995600911713
401.0891,4.883,0.253,1.2139250989464518
401.1035,2.348,0.735,0.3486677860788003
401.1091,3.78,0.621,-0.5108799727906597
401.1267,0.551,0.313,-1.0632886355057274
401.1446,4.261,0.496,0.7070853116759257
401.1809,0.543,0.458,0.7727152027688579
401.194,3.928,0.0217,2.7162940198811434
403.0553,2.354,0.926,-0.09534469414100002
403.0557,2.292,0.677,-0.42971994301389616
403.065,4.531,0.993,-0.008591066474084757
403.0875,7.396,0.8,-0.25999364316768936
403.1027,3.097,0.369,-0.9399217461419198
403.1968,4.623,0.0291,2.5442623279180627
404.1085,0.533,0.144,-1.5844146049793304
405.1033,6.178,0.97,-0.039181468036518625
405.106,1.028,0.117,-1.7150977798006162
405.1177,2.095,0.25,-1.220941611310579
405.1196,0.54,0.132,-1.6416925669374753
405.1259,0.956,3.34e-4,-5.327938555596208
405.1471,3.381,0.757,-0.3184846205781883
405.1761,0.547,0.171,-1.4741855233616215
405.1761,4.642,0.285,-1.1296348568761805
405.2124,4.811,0.277,1.1504231119359303
406.1143,3.661,0.478,-0.7367134699975219
407.0272,8.433,0.119,-1.704684643657795
407.0996,4.018,0.908,0.11906157668122419
407.1007,3.863,0.0728,2.004819844909169
407.1705,0.517,0.376,-0.9261059171137576
407.2794,0.974,0.451,0.7842200200257269
408.1502,3.977,0.286,1.126771170483292
409.1865,0.518,0.584,-0.5651572209339681
409.2232,0.514,0.21,-1.3399691236031088
410.0405,3.753,0.316,-1.0550914724028828
410.1275,2.212,0.577,-0.5770489238508318
411.1101,4.192,0.0868,-1.8988431109517498
411.1137,1,0.984,-0.020286737739023043
411.1269,4.179,0.727,0.359606406423764
411.1293,0.569,0.35,0.9814592015885187
411.1686,4.114,0.0644,2.0777072055979255
411.1835,0.562,0.528,-0.6530938750360997
411.2018,0.521,0.957,0.05575388529883258
411.2019,3.666,0.794,-0.26771922732212056
412.1428,0.561,0.335,-1.012670201931374
412.9767,1.561,0.68,-0.4248021136107616
413.1447,4.649,0.449,0.788265209961747
413.163,0.565,0.212,-1.3335124195395622
413.181,0.52,0.0712,-2.0183015691495227
413.2172,0.519,0.361,0.9570751322054073
415.0559,3.701,0.182,-1.4328019641145093
415.0559,3.74,0.562,-0.5999862337800209
415.1051,3.468,0.645,-0.47433067674148427
415.1602,4.918,0.259,1.1975730335169592
416.1462,3.62,0.325,-1.0348184523307662
416.9353,1.747,0.524,0.6597140012721213
417.0557,5.758,0.957,0.05580319003423031
417.0998,3.083,0.707,0.38639158389425265
417.1191,3.981,0.898,-0.1311279434944654
417.2121,0.519,0.0986,-1.8213117862021233
417.2123,3.159,0.277,-1.1501871536746844
417.2123,3.2,0.244,-1.238103908940393
418.063,1.867,0.792,-0.2710522713263698
418.0986,3.628,0.206,-1.352975187414699
418.1022,3.043,0.743,0.33662475751045884
418.1445,0.549,0.718,-0.3720043794762972
418.1445,4.081,0.894,0.13694254980622217
419.0982,3.161,0.413,0.8551161613968836
419.1429,3.43,0.0115,-3.0879069115782616
419.2277,0.518,0.398,-0.8834352631567521
421.0453,1.036,0.561,-0.6006983075631821
421.0596,0.559,0.635,-0.48996751762588414
421.0798,3.886,0.447,-0.7923255139839092
421.1145,2.311,0.844,0.20134799786415294
421.142,3.433,0.0959,-1.838295335161241
422.0579,1.881,0.525,0.6587584372073247
422.058,1.714,0.588,0.5594156551198712
422.1276,2.248,0.849,-0.19492726021496343
423.0221,8.465,0.473,-0.7452235973783743
423.0586,7.921,0.00121,4.464930673135427
423.1429,0.54,0.633,-0.4918110743410298
423.1472,0.555,0.966,0.04423215906676941
423.2739,0.505,0.369,0.940949011714833
424.0372,1.749,0.585,0.5638504949202078
424.0564,3.444,0.195,-1.3875432378983619
424.1437,0.564,0.198,-1.3777761317342256
425.0374,8.429,0.132,-1.6382656453839028
425.0401,3.52,0.124,-1.677445609193676
425.1117,3.872,0.195,1.3905785586449533
425.1127,0.56,0.76,-0.3141880060905339
425.1157,3.412,0.00967,3.18879682113857
425.1445,3.761,0.0662,-2.0617816656134753
425.181,0.529,0.33,-1.0247271813652634
425.2133,5.414,0.284,-1.1331491573348218
426.1589,0.567,0.736,-0.34609643824644315
427.0568,3.396,0.0275,-2.5773041609389753
427.0643,5.369,0.549,0.6196232410775073
427.0695,3.454,0.06,-2.1204996282492097
427.0857,5.802,0.231,1.275219292909439
427.1393,2.402,0.298,-1.09732576071558
427.178,0.573,0.25,-1.2201583533913063
427.1828,1.023,0.386,0.9059371477262822
427.1967,0.523,0.284,-1.132339964971556
427.1967,4.119,0.247,1.22838819737897
427.2136,0.542,0.544,-0.627839886728771
429.0379,2.569,0.858,-0.18318257924188816
429.072,0.525,0.655,-0.46058734684184854
429.0822,4.539,0.406,-0.8667128071826489
429.1572,3.915,0.308,1.073157866735354
429.1759,0.524,0.153,-1.5466492715879057
429.1931,2.274,0.0718,-2.013151747080896
429.1931,2.307,0.0722,-2.0097367502743313
429.2122,0.521,0.102,-1.799096744779204
431.098,4.31,0.192,-1.3991500703040927
431.1156,2.347,0.135,1.6254207309134536
431.1161,1.301,0.344,0.9936255564043254
431.1163,0.545,0.215,1.3233513281370248
431.1165,2.279,0.73,0.35493370896352344
431.1183,0.764,0.221,-1.3067443585797638
431.2275,0.521,0.0888,-1.8848179219449974
432.0841,5.875,0.341,-0.9992925971702785
432.1237,4.381,0.605,-0.5343633262350377
432.1425,4.299,0.00906,-3.227586754051163
432.1992,4.386,0.347,-0.987323358664056
432.2026,5.454,0.166,1.4939316607417321
433.1135,3.943,0.747,-0.3321379283553852
433.1231,0.804,0.325,-1.0354617667213366
433.142,3.319,0.383,-0.9124700579525284
433.142,3.384,0.248,-1.2276599655150018
433.2073,3.667,0.151,-1.5531574179804388
433.2074,0.527,0.072,-2.0116782750056372
434.1238,0.757,0.384,-0.9105530965360148
434.1811,6.248,0.8,-0.25999364316768936
435.1575,3.434,0.104,-1.7887122756573017
435.2224,0.525,0.0447,-2.2941938947358604
435.2226,3.698,0.0549,-2.1729411120190383
436.1125,6.228,0.558,0.606584013917386
437.0408,1.033,0.884,-0.15016226815278327
437.0543,0.556,0.401,0.8767059530621996
437.089,2.266,0.47,-0.7502344029873658
437.0909,0.565,0.799,-0.26085911188596894
437.1808,0.518,0.652,-0.4652052175118091
438.1585,0.558,0.902,-0.12693244590950428
439.1031,2.332,0.722,-0.3654133769630723
439.105,1.045,0.536,-0.640671808427047
439.1605,0.555,0.874,-0.1621883060568353
439.1605,3.564,0.873,-0.16459155965345995
439.1605,4.114,0.157,-1.5318479465133754
440.1718,0.558,0.969,0.039460920588786044
440.9939,1.065,0.882,0.15163148044101002
441.1073,2.397,0.292,-1.1115154183759917
441.121,0.557,0.7,-0.3958926056919372
441.2119,0.517,0.0848,-1.9129504394758543
442.19,0.568,0.0923,-1.8612518113078302
443.059,5.513,0.346,0.9881169528790605
443.0997,3.638,0.613,-0.5220053796549857
443.1009,0.567,0.131,-1.646613213775278
443.1553,0.527,0.0259,-2.6134713293074268
443.2277,0.518,0.119,-1.7072221331929769
444.06,1.886,0.52,-0.667549973049521
444.9665,2.007,0.192,1.3985841134207604
445.077,4.149,0.755,-0.3207779872655389
445.0919,7.933,0.504,0.692610996803904
445.1477,3.493,0.0176,-2.8371130230890262
445.1864,2.457,0.18,-1.443014987654619
445.1986,3.327,0.131,-1.6454920316636676
445.2027,0.562,0.471,0.7498593653424249
445.2067,0.529,0.0487,-2.2431807135919257
445.207,3.608,0.0142,-2.964340271723931
445.2433,0.517,0.202,-1.3654594028977167
446.037,3.778,0.107,-1.7737345763853951
446.1811,3.871,0.791,-0.27208290921277267
446.2903,0.514,0.868,0.17108899144837147
446.2906,0.979,0.338,1.0059137155024884
447.0927,4.077,0.00838,3.27338140621496
447.1091,2.406,0.745,0.3345745402012856
447.1389,3.421,0.11,-1.7535663234911203
447.1495,4.739,0.448,-0.7903057503164738
447.2226,0.525,0.109,-1.7616469701616753
448.1967,5.689,0.102,1.7978577170049204
448.1974,3.226,0.912,0.11331882223517489
448.198,0.564,3.29e-4,-5.338398723729952
448.3055,0.515,0.2,1.372708314128244
449.0859,4.217,0.49,0.7170165983383543
449.108,4.523,0.273,-1.1610630807588629
449.2019,0.567,0.328,-1.0293067154653674
449.2533,0.518,0.548,-0.6217291938195175
450.0527,1.755,0.326,-1.0336401252624101
450.0891,1.602,0.637,-0.48636215767728036
450.1666,1.737,0.59,-0.5570968625325008
450.1763,0.523,0.271,-1.166223613216383
450.1766,4.114,0.00963,-3.191536225496053
451.0698,0.558,0.917,-0.10676679598253544
452.1919,4.102,0.00563,-3.510031089411857
452.1921,0.558,0.017,-2.8589762559130665
453.0666,5.135,0.374,0.9304518580169854
453.0692,3.704,0.949,0.06614542736619859
453.1759,0.534,0.39,0.8991053128143657
454.0476,1.757,0.789,0.2751083214684285
455.0859,4.925,0.637,-0.48697586025629347
455.2276,0.518,0.445,-0.7944120220017441
455.318,2.305,0.95,-0.06491866937274031
456.0272,1.988,0.218,-1.316047915840087
456.1024,3.284,0.208,1.3472683390663485
457.0539,3.795,0.158,-1.525159464346911
457.0666,3.573,0.288,-1.1215617104704836
457.0745,4.345,0.343,0.9944058394827059
457.0745,4.509,0.243,1.2395789330043057
457.0951,5.947,0.174,1.464223445869437
457.206,0.526,0.0659,-2.0645820267588086
457.2224,0.513,0.961,-0.05061273323454554
459.0923,4.329,0.0593,-2.1273771190070043
459.0952,3.721,0.759,0.31536028598179094
459.1086,2.334,0.522,-0.6629643928860964
459.1089,2.376,0.811,-0.24576225842317806
459.1501,4.308,0.152,-1.5521145091093307
459.1608,0.57,0.0621,-2.099540513961661
459.1642,2.435,0.382,0.9149849968203881
459.2227,0.523,0.0989,-1.819160969999038
459.2375,0.514,0.964,0.04667183201913022
460.1098,1.553,0.125,-1.6757921135377398
461.1267,0.535,0.855,0.18689660261270813
461.1289,0.544,0.204,-1.3580644103428015
461.2383,0.521,0.144,-1.5854172678411913
462.1763,3.681,0.011,-3.1131722637688775
462.1765,0.536,0.0201,-2.7610157268059132
462.2127,5.401,0.8,-0.25999364316768936
462.2847,0.517,0.864,0.17595266208677326
462.9672,3.843,0.588,-0.5601893293285298
463.1064,3.478,0.986,-0.0180530213921004
463.2329,0.521,0.121,-1.6924750517269311
464.191,3.704,0.0509,-2.217130706854843
464.3008,0.518,0.392,-0.8956127780938026
465.2489,0.518,0.0219,-2.711792975911622
465.3011,0.522,0.0846,1.9140169124009188
466.2075,3.673,0.0789,-1.9561199152759003
467.1357,3.676,0.185,-1.4250953316361308
467.1404,0.556,0.51,0.6838075856687614
468.0468,8.118,0.491,0.7142353421391506
468.0783,1.65,0.385,-0.9086117558689443
468.1999,0.539,0.75,-0.32755046189047143
468.2018,4.046,0.987,-0.016394019545262237
469.1127,2.353,0.323,-1.0399991452415493
469.1128,2.301,0.267,-1.1759865822519866
469.1421,3.31,0.605,-0.5335169350543507
469.1421,3.396,0.262,-1.1881769944651241
469.1705,0.528,0.0547,-2.175562430800936
469.2257,0.564,0.152,-1.5489316808896452
469.2258,2.494,0.942,0.07434161713730135
470.0688,3.799,0.707,-0.38749926286071434
470.0689,3.84,0.795,0.26669239461526467
471.0947,4.944,0.513,-0.6784163585721591
471.1311,4.172,0.476,-0.741311646101969
471.2021,0.864,0.271,1.165275332884302
471.2413,0.566,0.907,-0.12034750399021392
471.2417,2.956,0.764,0.3091092611198543
473.0455,2.578,0.61,0.5261965242391105
473.1447,3.71,0.365,-0.9483419172583433
473.145,0.575,0.548,-0.6215472729143637
475.077,3.665,0.644,-0.4759960639181459
475.1985,3.657,0.968,-0.04050109048259392
476.1917,3.149,0.58,0.5725341593119561
476.1921,0.548,0.0329,-2.473727800820013
477.0708,3.213,0.392,-0.8945478560158234
477.1075,1.029,0.0632,2.089340738236148
477.1233,1.01,0.887,0.14569637647513894
478.084,2.021,0.309,1.0711985903013572
478.1159,4.716,0.002,-4.142738564448602
478.1202,1.551,0.182,-1.4352892646702367
479.228,0.527,0.0783,-1.961107098672844
480.1149,4.917,0.782,-0.28429448189088324
481.2435,0.53,0.0214,-2.7230245229008054
481.2437,3.36,0.0165,-2.877528364429791
481.2437,3.448,0.0451,-2.289477417023815
482.2164,0.531,0.944,-0.07200166660883808
483.0946,4.132,0.952,0.062118471877403124
483.1578,3.257,0.344,-0.9933587780224531
483.1578,3.308,0.682,0.42207015117459223
483.1768,1.731,0.168,-1.4848860741406136
485.0437,5.783,0.726,0.360344908709572
485.0979,5.138,0.836,-0.21291001599930665
485.1657,3.694,0.0467,-2.2680395541122778
485.1658,0.539,0.0253,-2.625667814926406
485.1983,9.408,0.00114,-4.50214870828857
485.238,0.52,0.413,-0.8539720588198969
486.1209,2.988,0.292,1.1133705762493313
487.0577,3.942,0.817,-0.23730575616613364
487.1256,5.095,0.567,-0.592493454446944
487.2539,0.52,0.717,-0.3727144584402747
488.0413,0.567,0.8,-0.25999364316768936
489.0636,3.769,0.873,-0.1646062187996312
489.1188,3.274,0.719,-0.3702790946215392
489.1195,2.377,0.658,0.45597831396820016
489.212,0.521,0.554,0.6115567896163524
489.2349,0.534,0.188,-1.4124109687039177
490.1204,1.242,0.0648,-2.0739754968353337
491.1473,3.302,0.303,1.0868021487646358
491.1918,4.425,0.224,-1.2969225107524396
492.1522,3.718,0.589,-0.5580286137515518
492.1876,3.692,0.333,-1.0173312687446254
493.2281,3.987,0.27,-1.1690270897073782
493.2431,0.524,0.0226,-2.6915452657634207
493.244,3.392,0.0755,-1.9828497696635485
495.1962,0.514,0.493,0.7115442421119498
495.2227,4.533,0.211,-1.336989372281919
495.2228,0.529,0.814,0.24152334672026735
495.2231,4.107,0.803,0.2568475792764444
495.2953,0.521,0.118,-1.710719916762359
496.1979,0.524,0.95,0.06408750461934952
497.1106,3.715,0.649,0.4695795733833381
497.2379,4.524,0.783,-0.28354263952431435
497.2745,0.519,0.248,-1.2264164063362462
498.0753,3.875,0.653,-0.4627071659430129
499.112,3.373,0.779,0.288062807549191
499.1257,4.035,0.791,0.27257333017685387
499.151,3.318,0.934,0.0844747423263631
499.151,3.347,0.842,0.20430745449805748
499.2904,0.518,0.137,-1.6158481205906643
500.0784,3.83,0.963,0.04812496857972388
500.1897,5.486,0.344,0.9930571796941472
500.279,0.526,0.678,0.4271019615426798
501.1052,5.105,0.535,0.6426673974050497
501.1057,4.061,0.734,0.34904437204814476
501.1421,5.113,0.932,0.08722706422730139
501.1778,3.92,0.132,1.6395588107691053
502.2073,5.418,0.34,-1.0014499809764268
502.2076,4.936,0.34,-1.0009386594557
503.1207,5.53,0.347,0.9860237045289798
503.1919,0.546,0.577,0.5768823371335167
504.1358,1.245,0.871,0.16621351545618096
505.1592,5.144,0.262,-1.1878502663721024
505.2646,0.525,0.473,-0.7452286400716872
506.0901,3.699,0.348,0.9857259354014116
507.1128,2.331,0.359,0.9607165630569172
507.156,6.445,0.902,0.12610385034598534
507.2233,3.159,0.54,0.6341649524938175
507.2243,0.539,0.346,0.9892707471418976
508.0596,3.862,0.183,-1.4294712296701553
509.039,6.64,0.193,-1.395106509428833
509.238,0.522,0.181,-1.4372565299063083
509.2749,0.528,0.118,-1.7089916720748457
510.2519,0.566,0.32,-1.0468128063362785
510.2524,3.211,0.483,-0.7293767506525847
511.1599,2.441,0.171,1.4731814380689916
511.254,0.526,0.386,-0.9059717784568739
511.2903,0.535,0.301,-1.09100061087577
511.2904,3.737,0.0388,-2.377900861269493
512.1045,1.845,0.221,1.3057275592935156
512.192,3.096,0.34,-1.0011066818069143
512.2676,0.566,0.727,-0.3588158469560079
512.268,3.301,0.458,-0.7724877175667078
513.07,3.923,0.632,0.493946084544038
513.2181,0.519,0.275,-1.154178108986666
513.2693,0.525,0.166,-1.4922516805970343
515.1935,3.917,0.396,0.8869530249948434
515.2843,0.519,0.184,-1.4286250229716
516.1847,5.788,0.774,0.29441785830227835
517.1333,3.769,0.363,-0.9536751631445622
517.1349,0.554,0.862,0.17881576711491007
517.1523,3.699,0.662,-0.45011722805847276
518.1649,5.312,0.891,0.14093196492043256
519.1171,4.031,0.48,0.7345045671140948
521.1088,3.637,0.0287,-2.553224412517238
521.2193,2.309,0.13,-1.6498758076465614
521.2418,0.552,0.908,-0.11834075232659017
521.2423,2.361,0.107,-1.7681351068866908
521.2429,2.397,0.145,-1.580837451264489
523.1107,3.713,0.91,-0.11657130391718484
525.1638,0.564,0.446,0.7940079823332545
526.1199,1.643,0.647,0.4713933663854574
526.2471,3.744,0.18,-1.4411752641863123
527.1255,5.129,0.347,0.985823561967347
527.1811,2.365,0.481,0.7313013331538989
527.1963,3.633,0.331,1.0208220211253252
527.2131,0.53,0.123,-1.6858270283463472
528.2625,0.58,0.0954,-1.8410282718680429
528.263,4.027,0.00566,-3.506635190939357
528.3014,0.529,0.0461,-2.2760764527968185
529.261,0.533,0.325,-1.0342728438880555
531.0208,5.949,0.21,-1.339056962416634
531.0967,3.961,0.00264,3.9702641543903168
532.3118,0.521,0.952,0.062196294733972014
533.1324,3.783,0.526,-0.6571561262985484
533.167,4.705,0.183,1.430889734577397
533.1721,6.434,0.727,-0.3590440692468178
533.1882,3.463,0.0239,-2.659104678430402
533.2041,3.926,0.264,1.182782631947793
535.2001,3.279,0.975,-0.03154573427214576
535.2183,3.646,0.0931,-1.8559364155778404
536.0432,3.797,0.674,0.4338129487770881
536.1007,3.693,0.208,1.345209170484961
537.2331,0.562,0.00153,-4.313369573994367
538.0701,3.804,0.0199,-2.76660441333105
539.2491,0.576,0.148,-1.5682114857606375
539.2491,4.207,0.0441,-2.301409811637014
539.2492,4.084,0.0207,-2.744102745514334
540.0743,3.978,0.285,1.1308518943477504
540.2079,3.902,0.268,1.1728780489934918
541.1212,6.459,0.585,-0.5642205356444778
541.2136,0.56,0.704,0.3906595120118226
541.2642,0.585,0.0802,-1.9465504393009525
541.2644,4.221,0.0741,-1.9943664939867718
543.2802,5.001,0.263,-1.1873201483253353
544.0945,1.747,0.341,0.9995666788033812
545.1254,2.429,0.159,1.5238740028448872
545.1677,3.916,0.216,1.3214904254001427
545.1681,0.551,0.0251,2.632162613733143
545.2041,3.931,0.389,0.8998961041618341
546.3042,0.52,0.155,1.5386263045451487
547.0889,3.745,0.22,-1.3082628838847477
547.1866,3.913,0.0622,2.0988849116256216
551.1172,4.021,0.168,-1.487794217348144
551.2299,2.381,0.959,0.05303019389805824
552.06,3.78,0.359,-0.9611293073875616
553.2285,0.519,0.0683,-2.042933409983376
554.1517,1.231,0.8,-0.25999364316768936
555.1556,3.583,0.513,-0.6777404851896659
555.1887,3.497,0.68,0.4248640410606733
557.0606,3.819,0.412,0.8568264117395845
558.1541,4.293,0.994,-0.007360100155837177
560.1017,3.341,0.605,0.5346958036899363
561.0749,3.828,0.262,-1.1882004880805925
561.0808,3.926,0.135,-1.6253453952059305
561.1384,2.255,0.581,-0.5710308849483612
561.1622,4.287,0.342,-0.9986796007753905
563.1016,3.856,0.415,0.8499830393765946
563.2176,0.558,0.13,-1.64977632683353
563.2511,3.658,0.0621,-2.1000368291238036
564.1689,6.53,0.292,-1.1135340248785912
565.1552,4.125,0.687,0.4153087847884413
565.1555,0.583,0.789,-0.2754042418265301
565.1698,3.303,0.858,0.18417418081346137
565.2092,0.543,0.697,0.4009703836089343
565.2327,0.562,0.0565,-2.1557670559822735
566.1,3.386,0.658,-0.456638110420691
567.1896,3.663,0.761,-0.3132323759082272
567.3144,0.527,0.105,-1.7835390286130086
568.1059,3.844,0.5,0.6996440721586381
569.1103,3.819,0.647,0.47172728599872393
569.2416,0.916,0.818,0.23615496848174541
571.1314,3.55,0.149,-1.5625816135663146
571.1485,6.253,0.347,0.9875674550411193
571.2532,0.525,0.766,0.3062008586720341
573.1989,3.921,0.49,0.7174121042033768
573.2395,0.524,0.847,-0.19788928068985034
574.0803,3.839,0.692,0.4075352889260254
574.1703,5.501,0.341,-0.9990570783057164
575.1574,4.183,0.86,-0.18035761208811055
575.2789,0.536,0.302,1.0871628604931112
577.1969,0.559,0.131,-1.6431062960312308
578.1363,1.547,0.0134,-2.99723201103829
579.2119,0.564,0.415,-0.8502695214310453
579.2125,2.377,0.482,-0.7305439234012988
581.2273,0.569,0.202,-1.3664609077237073
582.095,3.386,0.787,-0.2770111662880234
583.1521,3.804,0.87,-0.16761325773797783
583.3112,0.557,0.709,-0.38397475645130896
583.3114,4.248,0.572,-0.5837098611485235
586.169,5.4,0.34,-1.0015094351546325
587.1079,0.57,0.97,-0.038122668397134594
587.2144,3.945,0.976,-0.03134878102619217
591.3172,0.523,0.00598,3.4739629225175612
591.3175,0.775,0.04,2.358744107570749
592.152,1.844,0.0117,-3.075057426924739
593.1674,1.005,0.167,1.4916980842111602
593.1687,0.592,0.819,0.23485801888468025
594.0962,3.813,0.303,1.0862316543774406
594.3635,0.533,0.356,-0.9682825415002272
595.1274,3.509,0.0901,-1.8762773476700823
595.3413,0.521,0.00244,-4.019867883893537
597.0952,3.781,0.999,-0.0012482576875856844
598.0901,3.38,0.956,-0.05661541465836553
599.1786,4.035,0.101,1.8044472907875497
600.2839,3.862,0.209,-1.342188931384174
600.284,0.642,0.0327,-2.477537802520237
601.1781,0.558,0.636,-0.4886795571666248
603.1886,3.693,0.61,-0.5266391802276204
604.1208,7.712,0.341,-0.9989415594357227
605.111,4.047,0.342,0.997434218765568
606.0945,3.81,0.216,1.3201762721007475
608.1467,1.783,0.0905,-1.873720349886296
609.2621,0.562,0.866,-0.17367482212308372
610.0903,3.375,0.953,-0.0603008074729444
612.1748,3.869,0.238,1.2564540678875216
613.3585,4.442,0.0344,-2.4477628780234024
615.2464,4.094,0.294,1.1063926674667715
615.3123,0.522,0.186,-1.4190875730568253
617.1301,3.99,0.564,0.5970553697552119
618.1748,4.18,0.34,-1.001525827624799
618.1817,1.581,0.643,0.47732402318082123
619.102,3.571,0.181,1.4378156333434555
620.1832,1.624,0.063,-2.091371854073274
621.1088,7.531,0.208,-1.3471864001218739
621.1629,3.937,0.405,-0.8693297724919342
622.0896,3.343,0.575,0.5796847430137361
622.1488,5.921,0.181,1.4369400040863143
622.1913,4.077,0.48,0.7338975210860766
624.1416,1.761,0.158,-1.5245074728948793
628.1269,3.837,0.0566,-2.1552558562576007
628.2092,3.413,0.0551,-2.1702638175715827
630.1194,3.743,0.59,0.5571167466632491
631.2682,0.556,0.969,0.04001478757684288
632.2037,7.803,0.0128,-3.025480355006699
633.1408,2.45,0.962,0.04849717324602571
633.2843,0.555,0.769,-0.30118998135760405
636.0805,3.392,0.641,0.48009899556375984
636.2293,3.934,0.342,0.998506296486128
640.333,6.148,0.233,-1.2697206168751212
641.2574,0.556,0.894,-0.13680444611911236
646.1225,3.879,0.489,0.7182465723152652
646.2164,3.785,0.201,-1.369977753542358
650.2588,0.526,0.505,0.6913327133211143
650.2883,3.304,0.363,-0.9526104641308566
653.0287,5.802,0.842,0.20454912956987567
655.1389,4.473,0.705,0.3901942871070887
660.1369,3.999,0.584,-0.5658579593751247
660.2145,1.234,0.0101,-3.1625927222816235
667.2045,3.916,0.266,1.179433922251685
667.3006,0.558,0.715,-0.3752571124161316
674.2293,1.21,0.0835,-1.922351273183323
678.2052,1.322,0.48,-0.7343138044806968
686.154,3.73,0.311,-1.0666026330564164
688.2445,1.123,0.406,-0.8669805297521782
689.3021,0.543,0.248,-1.225867569476918
699.3031,3.917,0.0992,1.8174946229808484
701.3564,0.532,0.63,0.4970157130047759
703.0841,8.109,0.155,-1.5388290444179449
712.2431,1.025,0.8,-0.25999364316768936
713.3193,0.549,0.0266,2.5973725673774792
715.3355,0.55,0.0875,1.8937008958246773
723.3398,0.537,0.144,1.5856132773661404
73.0294,0.881,0.203,1.3621182541307049
730.1411,3.843,0.936,0.08217064735912195
735.3596,0.544,0.703,-0.39257960309532247
749.3919,0.532,0.814,0.24126703321374682
751.2991,3.904,0.132,1.6385471077753513
757.3533,0.543,0.0475,-2.258790027076961
759.3976,0.531,0.957,0.054802071759534235
763.1909,7.999,0.299,-1.095310751900006
767.0226,5.837,0.347,0.9877251398457589
768.2532,4.003,0.562,-0.5997811579380863
769.3448,0.551,0.418,0.843946361429931
773.3418,0.556,0.707,-0.3867283151514196
775.357,0.555,0.594,-0.550201970331184
781.4186,0.521,0.0883,1.888148880636373
790.1902,4.037,0.347,0.9870354204626638
803.2032,4.539,0.8,-0.25999364316768936
805.2203,4.324,0.8,-0.25999364316768936
833.2896,4.053,0.345,0.992126364756039
853.3185,7.746,0.938,-0.08009164859942403
87.0451,2.052,0.0915,-1.8669595906250789
88.0403,6.143,7.4e-4,-4.785428126001842
907.414,0.559,0.276,-1.1517987009969342
909.4292,0.56,0.431,-0.821339089397121
