m.z,r.t,p.value,t.score
218.9961,0.686,0.369,-0.9410925803813097
218.9964,3.175,0.949,0.065233521072964
219.0457,0.629,0.394,0.8900159872334092
219.0508,0.792,0.303,-1.0851591231303503
219.0509,2.854,0.265,-1.179524526233248
219.0524,2.85,0.316,-1.0548589117592837
220.0979,4.733,0.0978,1.8258483122182545
221.1178,5.185,0.315,-1.0585724871620226
222.0406,3.686,0.924,-0.09756323219108788
222.1134,5.811,0.309,1.0727427105276464
223.0623,0.802,0.0558,-2.1629757135110506
223.0969,5.259,0.319,-1.0476462044498553
223.0982,5.267,0.955,-0.058015372411557097
224.0561,3.018,0.276,1.1513729451815462
224.0563,0.81,0.198,1.3772060731442919
224.062,4.537,0.841,0.20609872061755138
225.0623,0.658,0.412,-0.8552682993232387
227.0554,2.1,0.821,-0.23191162505032198
227.0559,0.8,0.096,-1.837385006400506
227.06,0.796,0.0989,-1.819120533037661
227.9967,0.668,0.493,0.7119001050741612
227.9971,0.795,0.656,0.4594286275421405
227.9972,2.377,0.905,0.12264392643026782
229.017,4.354,0.209,-1.3420217455268342
229.0539,5.383,0.979,-0.027148984261705134
230.0128,3.042,0.289,1.1190691457332704
230.0128,3.569,0.807,0.25093019126685895
230.0129,2.513,0.757,-0.318464551398595
230.0135,0.791,0.905,-0.12298899623128105
230.0139,0.763,0.855,-0.1879949289765603
230.0156,0.793,0.113,-1.7379148773188142
230.0159,2.501,0.789,-0.2746078535202751
230.0493,0.666,0.816,-0.23845212243277858
230.9963,3.838,0.651,-0.4663699834532235
230.9967,0.757,0.522,0.6627882443300492
230.9968,3.178,0.718,-0.3708955157483522
230.9969,3.457,0.33,-1.0244526576317496
231.0308,0.666,0.886,0.1469136327774114
231.9926,0.79,0.827,0.22455124335103818
232.005,0.705,0.974,0.03360751139494957
232.9759,0.708,0.734,0.349340298784
233.0124,2.47,0.0827,1.9281950096477785
235.057,0.641,0.694,0.4046109611274375
235.0957,5.223,0.627,-0.5014807660555893
236.1018,5.033,0.772,-0.2974924840288511
237.0356,3.369,0.544,-0.6276544139561638
237.0359,3.933,0.878,-0.15759915016679732
237.1243,4.614,0.542,-0.63195255500849
238.0776,4.607,0.9,0.1287439777163296
239.1144,0.622,0.207,1.3489579071544717
240.9816,3.419,0.646,-0.47291866118510756
241.1189,3.536,0.04,2.3592635513921025
241.1193,2.896,0.0696,2.0319909261556055
242.0115,0.695,0.556,0.60972565709184
242.0128,2.785,0.764,0.30869950421171277
242.0128,3.535,0.734,-0.3489425990354794
243.0329,4.371,0.351,-0.9778133225503843
243.0617,0.662,0.986,0.018485537786713708
243.0779,4.486,0.463,-0.7638692896147136
243.1236,4.74,0.555,0.6107222427835992
243.1344,3.787,0.0807,1.9431494504155657
243.1349,3.353,0.0445,2.296458109801927
245.0124,3.342,0.637,-0.4862840440454828
245.0433,0.63,0.534,-0.6434052903914731
245.0485,4.677,0.71,0.38215561784350316
245.0488,4.187,0.839,0.20848905065315962
245.0489,3.748,0.847,0.1978129949332624
245.0937,4.487,0.499,-0.7019828017254116
245.1137,0.783,0.325,1.0351776855872479
246.0109,2.385,0.59,-0.5571835233188122
246.0383,2.873,0.506,-0.6899244886193905
246.0383,3.487,0.813,-0.24304543487901956
246.0433,0.669,0.123,-1.6827134917137763
246.0752,4.139,0.946,0.06990393933970189
246.0753,3.721,0.864,-0.17590916971512013
246.1531,5.399,0.088,1.8905919190194496
246.9913,0.705,0.156,1.5334495348820518
246.9917,2.802,0.207,1.3490419235099735
247.0277,0.755,0.963,-0.04730142040211167
247.062,0.659,0.678,0.4281354221604453
247.0798,4.12,0.153,-1.5470767049682295
248.0596,0.808,0.923,0.0988032182885521
250.0718,3.655,0.391,-0.8969652616459662
251.0128,3.524,0.108,-1.7631235619481498
253.0503,5.048,9e-7,10.636744200109739
253.9903,0.661,0.111,1.7487638640170855
254.9816,0.664,0.476,0.7399905116497282
254.9941,3.14,0.597,0.5455871486732053
255.0674,5.078,0.00339,3.816934317640899
255.1349,3.614,0.0839,1.9192299081347872
255.1349,4.042,0.0929,1.8571721614479586
257.0816,6.056,3.36e-5,7.084908476399165
258.0424,0.699,0.233,1.2682515283631304
258.044,2.007,0.277,-1.1486039973412172
258.9916,0.797,0.516,-0.6740684920316932
258.9926,3.301,0.568,-0.5911416236353361
259.057,0.712,0.238,1.2562497333421205
259.129,3.733,0.968,-0.04099282312926239
260.0239,2.686,0.774,-0.2955455437340582
260.0254,0.667,0.58,0.5726074247353143
261.0071,3.241,0.453,0.7815708212844795
261.0072,0.769,0.81,-0.24645730864200247
261.0232,0.668,0.785,-0.28071730866928146
261.039,0.66,0.044,2.3040286369777463
262.0286,0.664,0.307,1.0775244562455342
262.0364,0.654,0.485,0.7250326290279118
262.9863,0.693,0.996,-0.004862073711553414
263.0249,0.69,0.448,-0.7902816567986688
263.0272,2.81,0.165,-1.4998761451772493
263.0573,0.662,0.761,-0.31269455506405425
263.1041,2.759,0.801,0.25935459356609153
263.1041,2.796,0.631,0.49607485271771706
263.1046,3.466,0.607,0.5306536540515584
263.1054,2.91,0.262,-1.1880064875006815
263.1397,2.777,0.759,0.3156631267876674
263.141,3.465,0.589,0.5580666474246245
264.0876,3.875,0.609,0.5282142483629957
264.1168,3.46,0.322,1.041081292739486
264.9884,0.68,0.458,0.7711880148430197
265.0184,2.828,0.0677,-2.0481182773878386
265.1192,4.316,0.859,-0.1818171617862112
267.1235,7.063,0.565,-0.5958477595920229
269.1505,4.575,0.217,1.3170063849167313
269.1506,4.275,0.226,1.2909446465304277
273.0073,0.807,0.116,-1.720773867392599
273.0074,3.349,0.182,-1.4344285729080173
274.0026,0.671,0.885,-0.1488514580178643
274.0027,2.51,0.669,-0.4410067290505518
274.0396,0.676,0.402,0.8757965592365672
274.039,0.769,0.428,0.8253057788634692
275.0216,0.69,0.753,-0.3230516125018299
275.0221,0.754,0.902,-0.12607476956950175
275.0224,3.427,0.165,-1.4992517237871579
275.0569,0.663,0.119,-1.706778614655331
276.0009,3.151,0.262,-1.187711218406835
276.0018,0.763,0.313,-1.062653308433466
277.0021,0.707,0.728,0.35819301692224526
277.0349,0.667,0.826,0.22503529917782128
277.052,0.659,0.0742,1.9930319807960042
277.0852,0.658,0.321,-1.0442497710305645
278.0698,0.683,0.224,1.2965375792057114
279.0491,3.95,0.596,-0.5477584314098884
279.049,3.659,0.363,-0.9540130024547948
279.0984,3.799,0.107,1.7721040926689215
279.9896,3.301,0.459,0.7697756614004133
281.1142,4.039,0.218,1.314617424551239
282.0473,0.802,0.668,-0.4421804695608168
283.0822,3.328,0.867,0.17133192903405078
283.0822,3.893,0.864,0.17569558970790922
283.1657,5.239,0.19,1.4073478278273794
287.0195,0.66,0.0962,1.836304922057224
287.0227,3.548,0.826,-0.2252977358572603
287.0526,0.66,0.568,0.5900326833283454
289.0363,0.688,0.281,-1.1407045058162304
289.0528,0.664,0.227,-1.2861490887942473
289.0702,0.663,0.225,-1.2923674842788693
290.0877,0.662,0.834,0.21495770588203197
291.0345,0.717,0.995,-0.006482909662696571
291.0683,0.654,0.624,-0.5062210680984668
293.0301,0.685,0.853,-0.19068402075896382
293.0331,2.576,0.132,-1.6409853702619008
293.0676,0.65,0.241,-1.247178765548408
293.0743,2.543,0.763,0.3096167910760779
295.0242,4.354,0.608,0.5293540296232717
295.0252,3.897,0.773,0.2963780736591046
295.0806,3.721,0.359,0.9617804612168215
295.0815,4.242,0.216,1.3217466687802115
295.1298,3.641,0.42,-0.8404174311357163
296.0197,0.697,0.895,0.13517431030196
296.9824,0.699,0.634,0.4910869424409887
297.0975,4.072,1.17e-6,10.343403380733292
297.0975,4.498,7.15e-8,13.921225640117017
298.0002,3.49,0.606,-0.5329867841524342
299.0779,3.509,0.229,1.282251800573472
299.1247,0.784,0.18,1.4427482536406382
300.0195,0.687,0.327,-1.0305792519316281
300.039,0.661,0.503,0.6947642835895526
301.0547,0.665,0.534,-0.6448697048076586
301.0563,0.774,0.903,0.1246652303764973
302.0532,0.694,0.169,1.4838250292582207
302.1145,3.69,0.934,-0.0850277232745139
303.0177,0.795,0.0568,-2.1530088255684405
303.0178,3.212,0.0517,-2.2079649504146053
303.0365,0.684,0.637,0.4869129723318476
303.0532,0.705,0.165,-1.4995405570150735
303.0712,0.728,0.502,-0.6970516047268022
303.072,2.684,0.201,-1.367677890186631
305.1604,5.512,0.916,0.10822381984412681
306.9561,3.814,0.719,0.37030068351672246
307.0326,0.669,0.99,-0.013192451558331845
307.1184,6.294,0.379,0.9211521117440642
308.0774,3.378,0.675,0.4321613395021988
308.0983,0.658,0.783,0.28346179051453246
310.9691,1.162,0.443,-0.7985739524617473
310.9761,0.719,0.941,-0.07607853149332597
311.0752,3.182,0.464,-0.7614179180357331
313.0567,0.793,0.611,-0.5244875259403218
313.0569,3.13,0.75,-0.32778376697968986
313.9951,2.734,0.908,-0.11822054400408889
313.995,4.031,0.857,-0.1842511967265903
313.999,0.818,0.834,-0.21527353976376176
315.0338,0.673,0.687,-0.41509543473552124
315.0713,0.751,0.754,-0.3224825664168093
317.1602,5.227,0.52,0.6665395503597076
318.064,0.674,0.515,0.6756775131967693
319.0474,0.696,0.413,0.8541735998879985
319.1032,0.789,0.348,-0.9843591078308241
319.1396,5.493,0.143,1.5891786023618866
320.0597,0.683,0.368,0.9421271249987779
321.0622,3.448,0.33,1.0232183153309307
321.0625,0.656,0.284,-1.1332389829508183
324.0682,6.363,0.984,-0.020498922707403285
324.0723,0.776,0.674,0.4339078549648088
324.0723,2.134,0.885,0.14881586774715747
324.0723,2.857,0.909,0.11745652448349464
325.1288,5.321,0.991,-0.011512682731048305
326.0866,0.798,0.655,-0.4598261218686317
328.0474,0.665,0.231,1.274545129316464
329.1602,5.369,0.461,-0.7661955071701466
330.0287,3.095,0.0917,-1.865203193392188
330.0291,0.673,0.454,0.7797894072486647
331.0121,3.56,0.238,-1.2561643015591095
331.0274,0.668,0.141,1.5964964659029648
331.091,2.747,0.394,0.8912820905517721
331.091,3.433,0.489,0.7178597543023907
331.1218,3.932,0.0638,-2.0833910369991107
331.1763,5.775,0.511,0.6822834433060527
333.0047,4.33,1.84e-6,9.840711132447463
333.0066,3.893,1.45e-6,10.103778840060201
333.0634,0.694,0.322,-1.0423262642164441
334.0517,3.708,0.985,0.019345248748229207
335.0244,4.36,5.35e-7,11.24879999279612
335.0468,0.663,0.492,-0.7134447933689624
336.0493,0.662,0.14,-1.601095314448222
336.0706,3.376,0.585,0.5647041860792181
336.0708,0.807,0.749,-0.3293220683021032
336.0718,3.292,0.476,-0.7411251037916309
336.072,3.762,0.444,-0.797034642216747
336.1214,3.081,0.176,1.4571691034323462
336.1218,3.046,0.67,0.4389588945995162
336.1323,3.647,0.0516,-2.2098299887788437
337.0556,0.777,0.777,-0.2911388646553877
337.056,3.104,0.876,-0.16072464548544826
337.1446,4.025,0.615,0.518915633560655
337.1469,3.591,0.512,-0.6796212837478419
338.0632,3.433,0.773,-0.29618719478925504
338.0879,3.557,0.979,-0.026830153685191045
338.1178,2.307,0.186,-1.420751438816061
339.1082,4.74,0.279,-1.1449703492797993
341.1234,4.519,0.961,-0.04998911948245363
343.0666,0.756,0.2,1.3733806550764387
343.0669,2.881,0.211,1.336399281987144
343.0855,4.396,0.528,0.6544534662761908
343.0855,4.765,0.471,0.7487474954366903
343.1396,5.368,0.135,-1.627315945080767
344.0448,0.677,0.476,0.7407321850324039
345.0438,0.668,0.429,0.825134288078912
345.1552,6.009,0.197,1.380615726979639
345.1553,5.874,0.367,0.9447474290413326
345.1554,3.382,0.104,-1.78943621411152
345.1554,4.506,0.0325,-2.481437902253635
345.1933,4.201,0.0321,-2.4885242111677743
347.0424,0.697,0.28,-1.141174487172732
347.059,0.674,0.0702,-2.026361095800427
347.0774,4.782,0.719,0.36951036192749537
347.079,0.706,0.875,-0.16127338886977918
347.0881,3.328,0.58,-0.5725920775970273
347.1678,4.233,0.233,-1.2686047971702472
347.17,3.394,0.542,0.631078442215301
348.0769,2.315,0.558,-0.6054283653341084
349.0207,0.696,0.742,-0.33827939264439455
349.059,0.669,0.398,-0.883081675623692
350.088,3.366,0.283,1.1356419617928595
350.088,3.952,0.143,1.5903901417263642
351.0199,0.667,0.559,-0.6041811756199249
351.0566,0.663,0.686,-0.41680531203724813
351.07,3.888,0.862,0.1783306064800682
352.0859,5.224,0.907,-0.1195688980786588
354.1007,4.717,0.923,0.09944555416006402
354.1009,5.03,0.931,-0.08895774212869136
355.1037,4.621,0.259,-1.1973801472102863
356.031,0.667,0.188,1.4119121681490758
356.0987,0.796,0.2,-1.3721388250612485
356.1002,2.592,0.44,-0.8037661041710616
357.0823,0.779,0.948,0.06712999286382272
357.0825,3.399,0.603,0.5369610652018161
357.0826,2.931,0.779,0.28774367432295406
357.1009,4.96,0.103,1.7952223957807767
359.0566,0.67,0.325,-1.0357048889814344
359.0958,2.977,0.462,-0.7643717907009278
359.0975,2.524,0.517,-0.6723963969208284
359.1344,4.351,0.214,-1.3270026293125514
359.1345,3.504,0.428,-0.8261035000376457
359.1347,3.481,0.429,-0.823496707611385
359.1353,0.806,0.0141,-2.9674802367183917
359.1353,3.002,0.17,-1.4786696026753554
360.0729,0.672,0.75,-0.32713524884227374
361.0218,2.595,0.404,-0.870952086195224
361.0578,0.686,0.489,-0.7181777516164951
361.0713,3.465,0.679,0.4263851811033889
361.1499,3.066,0.0309,-2.5098619977560257
361.1501,4.225,0.206,1.352830377446757
361.1502,3.49,0.109,-1.7567888655579504
363.021,3.933,0.00273,3.9508941385659084
363.0234,4.453,0.0113,3.0985511547505507
363.0692,4.266,0.928,-0.09329776120008158
363.0701,4.451,0.95,0.06427780390741293
363.0756,0.658,0.0952,-1.842301957949561
363.1657,4.345,0.368,0.9426278615923275
363.1658,4.172,0.371,-0.9375011420314093
364.0954,0.768,0.586,-0.5630721024396385
364.0958,3.594,0.499,-0.7020652606661579
364.0972,3.027,0.186,-1.420751438816061
365.0528,0.68,0.298,-1.0983715472973414
365.0863,4.095,4.62e-6,8.889568858949058
366.0851,4.55,0.00251,4.0016106876798885
366.1015,5.18,0.872,-0.16485301247398285
366.1016,4.846,0.776,0.29236339209040113
367.0282,0.707,0.776,0.2918247385407271
367.1578,5.796,0.533,0.6456545954596753
367.2123,5.512,0.976,-0.03113786898542461
367.2236,4.071,0.289,1.118928423808624
368.0804,3.895,0.932,0.08714137198748399
368.0971,3.297,0.226,1.2895448652403763
368.0998,0.802,0.147,1.5713065655462626
368.9723,3.004,0.693,0.40643256108856934
369.0829,3.476,0.0353,-2.431822136247933
369.1552,5.993,0.38,0.9175834896568184
369.1737,5.331,0.729,0.35678738472681293
369.1737,6.099,0.693,0.4068085465637944
370.0781,2.895,0.792,-0.2710019947869967
370.0786,0.733,0.891,-0.14079665524490656
370.0972,3.765,0.573,-0.5821791984792101
370.097,3.208,0.577,-0.5770325767546685
370.0981,3.747,0.855,-0.1881269801384761
371.0241,0.671,0.811,0.2457586629046961
371.0976,0.801,0.165,-1.4999768444795434
371.0978,3.481,0.129,-1.65530435342812
372.0951,0.795,0.0803,-1.9457047334462083
372.1099,3.404,0.89,0.1422348093351288
372.1116,3.914,0.875,0.16122812564616185
373.1067,2.937,0.339,-1.004284925125093
373.1139,4.04,0.924,-0.09724722789309906
373.1141,3.685,0.015,-2.930087385192249
373.1514,3.715,0.497,-0.7054008084838159
374.0316,2.965,0.892,0.13958359459412112
374.1378,5.008,0.86,0.18110092140919468
375.054,0.665,0.629,-0.49857956212891724
375.0931,2.077,0.186,-1.420751438816061
375.1278,3.109,0.0699,-2.029206543754786
375.1294,0.798,0.0765,-1.9751125779361531
375.1294,4.074,0.411,0.8587548626143141
377.0353,0.713,0.174,-1.4641038488967746
377.0526,0.697,0.165,-1.4972577228044563
377.1019,5.09,0.968,-0.04057226299803314
379.0336,0.708,0.576,0.5785961783728348
379.0338,3.038,0.6,0.5408958635625882
379.0686,0.661,0.732,-0.35255429284948503
379.0909,2.789,0.396,-0.8875614577104054
379.091,3.484,0.442,-0.8011539347033526
379.1393,5.891,0.652,-0.4648388555416719
379.1607,3.652,0.976,0.030958253717109824
379.1607,4.047,0.764,-0.3092064908314254
379.1955,5.602,0.803,0.2561659427075119
380.0301,1.155,0.956,-0.056379108224553554
381.0301,1.155,0.544,-0.6278685672048612
381.0802,3.385,0.987,-0.01635313040322858
381.1551,6.237,0.592,-0.5533758882436465
382.9875,3.002,0.756,0.31894844146975626
383.0324,2.787,0.0865,1.901184295691298
383.0464,3.601,0.682,-0.42235387578682687
383.053,3.466,0.477,0.7385230411432746
383.0644,2.771,0.792,0.27085830384247517
383.1529,4.559,0.876,-0.15972756094285778
383.153,4.885,0.843,0.20321081046492212
384.0537,2.335,0.465,-0.7603651099757058
385.1498,5.181,0.206,1.3523813858827132
385.1685,4.355,0.757,-0.31816528370941555
385.1861,4.524,0.585,-0.5645285639031672
387.1489,5.77,0.0519,2.205787907914301
387.1658,5.117,0.904,0.12414642201594697
388.047,2.937,0.808,-0.24948268416368374
388.047,3.398,0.803,0.25613548255287466
388.047,3.472,0.87,0.16748311182697462
389.0528,0.7,0.342,-0.9972227693172367
389.0919,4.531,0.233,1.2703289407333473
389.0981,4.564,0.551,0.6168717850764877
389.1038,0.786,0.46,-0.7690261572630475
389.1043,2.952,0.391,-0.8959001127331393
389.1814,5.311,0.913,-0.11160580209293045
391.0332,0.698,0.846,0.19947619785948387
391.0993,4.492,0.367,0.9441901354037171
391.1124,0.79,0.905,0.12205669417663523
391.1968,5.431,0.252,-1.214649893064926
393.0495,3.605,1.19e-4,6.076525934081518
393.0776,3.464,0.0929,-1.8571859826505255
393.2643,6.229,0.618,-0.5149881715992212
394.06,0.685,0.723,-0.3648140701396199
395.0628,0.675,0.662,-0.45023720390884714
395.0857,2.735,0.276,-1.1524954587667515
395.0857,2.92,0.466,-0.757939689128636
395.091,3.521,0.511,-0.6821818907167702
395.1144,4.677,0.639,-0.48397412542714213
396.025,0.663,0.563,0.5987123230754101
396.0904,2.751,0.823,-0.22970575550149538
396.1124,4.459,0.266,-1.1779677703874696
396.1279,4.011,0.659,0.45506291331918086
396.1297,3.506,0.227,1.287108662418173
397.0032,3.133,0.764,0.3085334032783129
397.0034,3.815,0.704,0.39037777228292264
397.0582,0.701,0.63,0.4971400894444948
397.1496,4.415,0.628,-0.49976959701623264
397.1911,4.067,0.286,-1.1268801552949015
398.0412,0.681,0.733,-0.35033593849919786
399.0203,0.683,0.383,0.9119927642911283
399.1658,3.513,0.452,-0.783041527569455
400.1429,4.669,0.395,0.8887287881545365
401.1094,4.24,0.259,-1.197026272120298
403.066,3.865,0.659,-0.4550967687351162
403.1019,5.042,0.188,1.413682109461423
403.1133,4.514,0.0985,-1.821456158588661
403.1971,3.26,0.478,-0.7369043742473107
403.197,0.807,0.307,-1.0773050274400375
404.0395,3.379,0.769,-0.30213587541157344
404.0405,3.511,0.851,-0.1932888811947111
405.0285,0.72,0.412,-0.8559798788980524
405.0469,0.697,0.0289,-2.5498603141100413
405.0648,0.668,0.657,-0.45831898737938115
405.118,5.456,0.243,-1.2420346799804762
405.1764,4.467,0.465,-0.7604082299774434
405.2644,6.291,0.76,-0.3133096176445199
407.0405,4.991,0.123,-1.6826787710098963
407.2799,5.411,0.952,-0.061282484442035184
407.2799,5.805,0.306,-1.0798951933423704
407.2801,6.791,0.518,-0.6699665678100464
409.0428,0.71,0.205,-1.3564316529053004
411.0759,4.059,0.822,-0.2306311547315063
411.0787,0.764,0.914,-0.11076122499794656
411.1279,4.49,0.44,-0.8036194660774453
411.1654,4.559,0.145,-1.581587308852545
411.2021,4.884,0.269,-1.1710774174081962
411.2021,5.398,0.356,-0.9686481585407228
412.9977,3.204,0.733,-0.3502275781186673
413.1426,4.219,0.023,-2.6836014235604804
413.1426,4.51,0.0234,-2.6734852075173388
413.1436,3.2,0.0494,-2.235339824938691
413.144,3.692,0.0762,-1.9770914400736115
413.1993,5.357,0.629,0.49887595709742166
415.1607,0.797,0.0676,-2.0489818199975383
416.1536,5.683,0.481,0.7319567909398037
417.1173,4.046,0.146,1.57742874717115
417.1192,4.5,0.299,1.0950625604174886
417.2126,6.021,0.746,0.3334186382749714
418.1123,0.717,0.469,-0.7522501333129811
418.1149,0.722,0.764,0.30813884387750834
418.1327,4.164,0.472,0.747081205147978
419.1134,0.748,0.827,-0.22470127366379064
419.1155,2.861,0.822,-0.23043628800351484
