m/z,rt,p-value,t-score
341.1234,4.519,0.963,-0.04759009194220639
343.0666,0.756,0.591,0.5554503919579746
343.0669,2.881,0.401,0.8769229164686642
343.0855,4.396,0.711,0.3815445751747055
343.0855,4.765,0.327,1.0307443719787324
343.1396,5.368,0.00855,-3.2616528930489617
344.0448,0.677,0.818,0.2362376401816584
345.0438,0.668,0.165,-1.4968261773451936
345.1552,6.009,0.59,-0.5565142679044617
345.1553,5.874,0.423,-0.8345073544822292
345.1554,3.382,0.0176,-2.8399224286697375
345.1554,4.506,0.00622,-3.4509514057102892
345.1933,4.201,0.0497,-2.2311667402475197
347.0424,0.697,0.533,-0.6449404856211292
347.059,0.674,0.327,-1.0296058650672533
347.0774,4.782,0.0407,2.3491228682478926
347.079,0.706,0.0981,-1.824293572920663
347.0881,3.328,0.28,-1.1416413565809724
347.1678,4.233,0.0362,-2.4185495526292504
347.17,3.394,0.0487,-2.2437819772388132
348.0769,2.315,0.303,1.0850467237023778
349.0207,0.696,0.597,-0.5464902582470452
349.059,0.669,0.211,-1.3377578493971856
350.088,3.366,0.761,-0.3127395140039924
350.088,3.952,0.704,-0.39070874327142724
351.0199,0.667,0.0321,-2.488484235854539
351.0566,0.663,0.0739,-1.9958773099419262
351.07,3.888,0.226,1.2899950309713022
352.0859,5.224,0.591,-0.5547452598383713
354.1007,4.717,0.0826,-1.928803804696679
354.1009,5.03,0.11,-1.7549543674447865
355.1037,4.621,9.22e-4,-4.639780428646057
356.031,0.667,0.699,-0.3975441323558154
356.0987,0.796,0.733,-0.35138990882976506
356.1002,2.592,0.591,0.5556546072170381
357.0823,0.779,0.76,-0.3139388873523827
357.0825,3.399,0.873,0.1640934890704407
357.0826,2.931,0.79,0.27388286340272766
357.1009,4.96,0.375,0.9289820321539041
359.0566,0.67,0.0794,-1.9523091032240856
359.0958,2.977,0.905,-0.12177564938021893
359.0975,2.524,0.602,-0.5383899871948112
359.1344,4.351,0.0152,-2.9223645933709896
359.1345,3.504,0.0519,-2.2056556745667906
359.1347,3.481,0.0458,-2.2804049913567868
359.1353,0.806,0.011,-3.113066975149437
359.1353,3.002,0.0138,-2.98175573033445
360.0729,0.672,0.0604,-2.115963155533996
361.0218,2.595,0.987,-0.01620369944713599
361.0578,0.686,0.0867,-1.8992643987917304
361.0713,3.465,0.164,1.5020413594626278
361.1499,3.066,0.0131,-3.0103052747809156
361.1501,4.225,0.8,0.2606709614037284
361.1502,3.49,0.0107,-3.129756109131035
363.021,3.933,0.00106,4.546386511629357
363.0234,4.453,0.00756,3.3348661412264784
363.0692,4.266,0.903,-0.124694935900724
363.0701,4.451,0.939,0.07801141684416242
363.0756,0.658,0.162,-1.5115938572293621
363.1657,4.345,0.412,-0.8569273197801136
363.1658,4.172,0.571,-0.5862563921263307
364.0954,0.768,0.228,-1.2842256874572189
364.0958,3.594,0.759,0.3150023008300451
364.0972,3.027,0.0895,-1.8804546991631321
365.0528,0.68,0.964,-0.04680433031063157
365.0863,4.095,2.93e-6,9.351826014833707
366.0851,4.55,0.00104,4.561034090215997
366.1015,5.18,0.121,-1.6947986312095071
366.1016,4.846,0.707,-0.3865570144643656
367.0282,0.707,0.498,-0.7029873538430601
367.1578,5.796,0.2,1.371146690961556
367.2123,5.512,0.809,0.24853394890396815
367.2236,4.071,0.374,0.9311695963237367
368.0804,3.895,0.594,-0.5504874294088269
368.0971,3.297,0.389,0.9009250029409317
368.0998,0.802,0.236,1.2594232914712018
368.9723,3.004,0.727,-0.3586970979112487
369.0829,3.476,0.0129,-3.020661298844805
369.1552,5.993,0.655,-0.4608349587203722
369.1737,5.331,0.339,1.003524936678408
369.1737,6.099,0.145,-1.5814901506412133
370.0781,2.895,0.245,1.2358066188823833
370.0786,0.733,0.124,1.6782087891542894
370.0972,3.765,0.00911,-3.2242579997271363
370.097,3.208,0.0265,-2.5987658860815297
370.0981,3.747,0.315,-1.0583421117207708
371.0241,0.671,0.358,-0.962497761870719
371.0976,0.801,0.0274,-2.580622114052417
371.0978,3.481,0.00614,-3.4578828787807954
372.0951,0.795,0.0146,-2.9472239060655245
372.1099,3.404,0.0777,-1.9657520750261182
372.1116,3.914,0.57,0.5872259586405905
373.1067,2.937,0.758,-0.3170081892947975
373.1139,4.04,0.528,-0.6530407301154012
373.1141,3.685,0.00754,-3.336138947330078
373.1514,3.715,0.22,-1.3094156600828049
374.0316,2.965,0.352,0.9764776923676174
374.1378,5.008,0.431,0.8199993814436155
375.054,0.665,0.12,-1.6999931760671332
375.0931,2.077,0.346,-0.9894278332900733
375.1278,3.109,0.0146,-2.9488024246132962
375.1294,0.798,0.0137,-2.9842697057276286
375.1294,4.074,0.352,-0.9759223832538173
377.0353,0.713,0.056,-2.1614358698647953
377.0526,0.697,0.0839,-1.9194501605248908
377.1019,5.09,0.505,0.6920007414267969
379.0336,0.708,0.753,0.32302499366097753
379.0338,3.038,0.366,0.9475486834118937
379.0686,0.661,0.32,-1.046680746705303
379.0909,2.789,0.785,0.27968980939686083
379.091,3.484,0.966,0.04355721065455744
379.1393,5.891,0.54,-0.6338230024999515
379.1607,3.652,0.853,0.19067241758424047
379.1607,4.047,0.908,0.11840608913509447
379.1955,5.602,0.0558,-2.1631956730163138
380.0301,1.155,0.92,0.10249713576308522
381.0301,1.155,0.208,-1.3456706675747134
381.0802,3.385,0.641,0.48084689259991037
381.1551,6.237,0.681,-0.42396762308126557
382.9875,3.002,0.379,0.9208787228606924
383.0324,2.787,0.162,1.5094118479158065
383.0464,3.601,0.131,-1.6436946285397105
383.053,3.466,0.215,1.32408957312048
383.0644,2.771,0.746,0.33280257843366484
383.1529,4.559,0.115,-1.7264891469591919
383.153,4.885,0.806,-0.2516532718755656
384.0537,2.335,0.14,1.6009635351706557
385.1498,5.181,0.533,0.6461370695009951
385.1685,4.355,0.0545,-2.1774842961892373
385.1861,4.524,0.756,0.3187186638785722
387.1489,5.77,0.487,0.7217879892829622
387.1658,5.117,0.652,-0.4649360436319259
388.047,2.937,0.249,1.2253403214961014
388.047,3.398,0.0988,1.8200918598697244
388.047,3.472,0.111,1.750398638781108
389.0528,0.7,0.884,-0.14942470488207743
389.0919,4.531,0.632,-0.4940171561167264
389.0981,4.564,0.547,-0.6229891943743064
389.1038,0.786,0.458,-0.7722250286956506
389.1043,2.952,0.171,-1.4764632017763866
389.1814,5.311,0.907,0.11956202384389318
391.0332,0.698,0.116,-1.7224920918919262
391.0993,4.492,0.901,-0.12755621539267983
391.1124,0.79,0.222,-1.3023733423691268
391.1968,5.431,0.325,-1.0348610382020222
393.0495,3.605,4.49e-5,6.8445792994392045
393.0776,3.464,0.0139,-2.977352983304091
393.2643,6.229,0.0111,-3.106031827662644
394.06,0.685,0.721,-0.3676292845561203
395.0628,0.675,0.0513,-2.2126256431801523
395.0857,2.735,0.878,0.1578919101484087
395.0857,2.92,0.577,-0.5761820893553301
395.091,3.521,0.879,0.1556237745349552
395.1144,4.677,0.217,-1.3169390547960194
396.025,0.663,0.545,0.625888992768951
396.0904,2.751,0.85,-0.1938533048293543
396.1124,4.459,0.0785,-1.9592433603708541
396.1279,4.011,0.564,0.5962683334418006
396.1297,3.506,0.0734,1.9998944716118776
397.0032,3.133,0.233,1.2696283715543148
397.0034,3.815,0.197,1.382064185799145
397.0582,0.701,0.0139,-2.977087409528869
397.1496,4.415,0.584,-0.5659195637745696
397.1911,4.067,0.234,-1.2671736650170673
398.0412,0.681,0.314,1.0594675246873437
399.0203,0.683,0.184,1.4278694706750104
399.1658,3.513,0.201,1.3693676667417143
400.1429,4.669,0.0394,-2.368662941113192
401.1094,4.24,0.281,-1.1405907455955693
403.066,3.865,0.804,-0.25549480654145684
403.1019,5.042,0.0523,2.2020625993639382
403.1133,4.514,0.0178,-2.8329276566992094
403.1971,3.26,0.763,-0.30926158654482055
403.197,0.807,0.899,-0.13060025830288716
404.0395,3.379,0.481,0.7320380187821487
404.0405,3.511,0.316,1.0551710973288821
405.0285,0.72,0.822,-0.23134465318277292
405.0469,0.697,0.0376,-2.3954381866785384
405.0648,0.668,0.262,-1.1897450685355588
405.118,5.456,0.0266,-2.5971998967013983
405.1764,4.467,0.728,-0.3571792809166641
405.2644,6.291,0.603,0.5375954015741315
407.0405,4.991,0.0432,-2.3147060693809514
407.2799,5.411,0.0906,1.8730494115893679
407.2799,5.805,0.979,0.02655708191710528
407.2801,6.791,0.687,-0.41472516131669107
409.0428,0.71,0.124,-1.6806075410920667
411.0759,4.059,0.38,0.9186699407451951
411.0787,0.764,0.505,0.6919640256726564
411.1279,4.49,0.469,-0.7530565580990853
411.1654,4.559,0.503,-0.6946452287190329
411.2021,4.884,0.0391,-2.3719091788440676
411.2021,5.398,0.108,-1.762501173550876
412.9977,3.204,0.0786,1.9585953825192037
413.1426,4.219,0.00577,-3.495667747433017
413.1426,4.51,0.00305,-3.881705748888806
413.1436,3.2,0.0463,-2.273781970574226
413.144,3.692,0.0853,-1.9090462440952385
413.1993,5.357,0.272,1.161844110628503
415.1607,0.797,0.0446,-2.2957680929217346
416.1536,5.683,0.268,-1.174015565998993
417.1173,4.046,0.38,0.9187185433193573
417.1192,4.5,0.428,0.8269922339793315
417.2126,6.021,0.84,-0.20759060468849952
418.1123,0.717,0.131,-1.6465173181269557
418.1149,0.722,0.00314,-3.864201544933637
