m/z,rt,p-value,t-score
389.1038,0.786,0.777,0.2913862165423539
389.1043,2.952,0.509,-0.6856200095976162
389.1814,5.311,0.162,-1.5118430538008245
391.0332,0.698,0.469,-0.7532916239440581
391.0993,4.492,0.139,-1.6077539994302867
391.1124,0.79,0.144,-1.584090688528087
391.1968,5.431,0.338,1.0070243278251494
393.0495,3.605,0.335,-1.0122362570893904
393.0776,3.464,0.105,1.7803698038199511
393.2643,6.229,0.0483,-2.2481752126921783
394.06,0.685,0.0741,1.9939385109260683
395.0628,0.675,0.997,0.004202567094603817
395.0857,2.735,0.257,1.2024169111933207
395.0857,2.92,0.682,0.42145442135498506
395.091,3.521,0.957,0.05543292988104629
395.1144,4.677,0.471,-0.7494325337436721
396.025,0.663,0.131,-1.6457846705454564
396.0904,2.751,0.405,-0.8687269432152359
396.1124,4.459,0.743,0.33753819894238835
396.1279,4.011,0.153,-1.5445911291435885
396.1297,3.506,0.239,-1.2528513150038034
397.0032,3.133,0.254,-1.2102649000171133
397.0034,3.815,0.408,-0.8640703723246818
397.0582,0.701,0.196,-1.3848250816493144
397.1496,4.415,0.49,0.7166986100814091
397.1911,4.067,0.574,0.5815809166925575
398.0412,0.681,0.218,1.3138208699175038
399.0203,0.683,0.466,0.7572995998514651
399.1658,3.513,0.0839,1.9190608374189027
400.1429,4.669,0.0686,-2.040194901694451
401.1094,4.24,0.465,0.7603444944067227
403.066,3.865,0.923,-0.09878745723725915
403.1019,5.042,0.57,0.5873746486175998
403.1133,4.514,0.174,1.46356007326614
403.1971,3.26,0.0445,2.29626353357539
403.197,0.807,0.00545,3.5296885243224
404.0395,3.379,0.987,0.01675394361672843
404.0405,3.511,0.611,-0.5249261245007141
405.0285,0.72,0.122,1.6891926484205368
405.0469,0.697,0.198,1.3791381825294442
405.0648,0.668,0.66,0.453662610969788
405.118,5.456,0.117,-1.7131256808828461
405.1764,4.467,0.31,-1.0700616593061865
405.2644,6.291,0.408,0.863809183767719
407.0405,4.991,0.244,1.237727428559722
407.2799,5.411,0.24,1.2480832180402468
407.2799,5.805,0.168,1.4880967230483464
407.2801,6.791,0.682,0.422218249487332
409.0428,0.71,0.717,0.37221734846855686
411.0759,4.059,0.698,-0.3997276739543424
411.0787,0.764,0.823,-0.22905418590201235
411.1279,4.49,0.449,0.7886977055358432
411.1654,4.559,0.282,1.1379465698241027
411.2021,4.884,0.939,0.07822722042369006
411.2021,5.398,0.956,0.05620154590802893
412.9977,3.204,0.745,0.3345664816082946
413.1426,4.219,0.0709,2.0208311351220103
413.1426,4.51,0.112,1.74405588935695
413.1436,3.2,0.0386,2.380348470670612
413.144,3.692,0.123,1.686352173326639
413.1993,5.357,0.34,-1.0016147882266802
415.1607,0.797,0.109,1.7615267273016428
416.1536,5.683,0.0687,-2.039376745976651
417.1173,4.046,0.0912,-1.8689525232675448
417.1192,4.5,0.815,-0.24079173738470436
417.2126,6.021,0.117,-1.7171055098476513
418.1123,0.717,0.419,0.8437766660016814
