Query.Mass,Matched.Compound,Matched.Form,Retention.Time,Mass.Diff,Empirical.Compound
341.1086,C01083,M-H[-],6.451,0.000323533,EC00028
377.0853,C01083,M+Cl[-],6.452,0.0002,EC00028
129.0193,C01087,M-H2O-H[-],2.327,2.35E-05,EC000150
129.01939,C01087,M-H2O-H[-],6.544,6.65E-05,EC000151
147.0297,C01087,M-H[-],3.639,0.000223533,EC000152
147.0298,C01087,M-H[-],5.656,0.000123533,EC000153
147.02984,C01087,M-H[-],6.996,8.35E-05,EC000151
147.02988,C01087,M-H[-],5.173,4.35E-05,EC000154
163.0247,C01087,M-H+O[-],5.69,0.000133533,EC000153
193.0352,C01087,M+HCOO[-],7.568,0.000355,EC000151
193.03525,C01087,M+HCOO[-],7.691,0.000405,EC000151
103.04,C01089,M-H[-],0.988,2.35E-05,EC000145
144.0666,C01089,M+ACN-H[-],1.163,3.15E-05,EC000145
261.037,C01096,M-H[-],0.533,0.001123533,EC000155
183.005,C01103,M-2H[2-],0.703,0.000573533,EC000156
220.0825,C01132,M-H[-],5.686,0.000123533,EC00038
168.078,C01152,M-H[-],7.818,0.000176467,EC000157
179.0349,C01179,M-H[-],5.243,0.000123533,EC000158
317.032,C01185,M-H2O-H[-],2.39,0.001476467,EC000159
317.0326,C01185,M-H2O-H[-],2.294,0.002076467,EC000159
335.0421,C01185,M-H[-],6.09,0.000976467,EC000160
103.04,C01188,M-H[-],0.988,2.35E-05,EC000145
144.0666,C01188,M+ACN-H[-],1.163,3.15E-05,EC000145
179.0349,C01197,M-H[-],5.243,0.000123533,EC000158
341.1086,C01235,M-H[-],6.451,0.000323533,EC00028
377.0853,C01235,M+Cl[-],6.452,0.0002,EC00028
208.9759,C01243,M-2H[2-],3.734,0.001976467,EC000161
208.976,C01243,M-2H[2-],0.787,0.002076467,EC000162
208.9759,C01245,M-2H[2-],3.734,0.001976467,EC000161
208.976,C01245,M-2H[2-],0.787,0.002076467,EC000162
188.0351,C01252,M-H2O-H[-],4.457,0.000223533,EC000163
206.0463,C01252,M-H[-],2.859,0.000376467,EC000164
239.1147,C01262,M-H[-],7.98,0.000223533,EC000165
239.11478,C01262,M-H[-],7.668,0.000143533,EC000165
333.2065,C01312,M-H2O-H[-],0.498,0.000623533,EC00094
302.1426,C01416,M-H[-],0.553,0.002776467,EC000166
348.1473,C01416,M+HCOO[-],0.523,0.002555,EC000166
181.0718,C01507,M-H[-],5.323,7.65E-05,EC000129
157.0367,C01551,M-H[-],4.662,2.35E-05,EC000167
179.0559,C01582,M-H[-],5.977,0.000223533,EC0009
179.056,C01582,M-H[-],6.344,0.000123533,EC00010
179.0561,C01582,M-H[-],5.436,2.35E-05,EC00011
179.0562,C01582,M-H[-],5.704,7.65E-05,EC0009
195.0511,C01582,M-H+O[-],6.805,6.65E-05,EC00010
220.0825,C01582,M+ACN-H[-],5.686,0.000168533,EC0009
178.0511,C01586,M-H[-],0.524,0.000176467,EC000168
194.0456,C01586,M-H+O[-],0.519,0.000233533,EC000168
135.0299,C01620,M-H[-],6.065,2.35E-05,EC00067
135.02992,C01620,M-H[-],8.49,3.53E-06,EC00068
135.03,C01620,M-H[-],5.533,7.65E-05,EC00069
135.0302,C01620,M-H[-],5.655,0.000276467,EC00069
135.0312,C01620,M-H[-],3.109,0.001276467,EC00070
151.0261,C01620,M-H+O[-],3.2,0.001266467,EC00070
181.0718,C01697,M-H[-],5.323,7.65E-05,EC000129
188.0351,C01717,M-H[-],4.457,0.000223533,EC000169
111.0087,C01732,M-H2O-H[-],5.156,2.35E-05,EC00099
111.0088,C01732,M-H2O-H[-],7.821,7.65E-05,EC000100
129.0193,C01732,M-H[-],2.327,2.35E-05,EC000101
129.01939,C01732,M-H[-],6.544,6.65E-05,EC000102
175.0246,C01732,M+HCOO[-],5.38,0.000355,EC00099
189.0404,C01732,M+CH3COO[-],5.148,0.000505,EC00099
189.0405,C01732,M+CH3COO[-],5.173,0.000605,EC00099
151.007,C01756,M-H[-],5.656,0.001423533,EC000170
192.0332,C01756,M+ACN-H[-],5.667,0.001768533,EC000170
211.028,C01756,M+CH3COO[-],5.713,0.000995,EC000170
439.1031,C01847,M-H2O-H[-],2.332,0.000676467,EC000171
439.105,C01847,M-H2O-H[-],1.045,0.002576467,EC000172
128.0354,C01879,M-H[-],5.186,7.65E-05,EC000173
446.2903,C01921,M-H2O-H[-],0.514,0.000823533,EC000174
446.2906,C01921,M-H2O-H[-],0.979,0.000523533,EC000175
464.3008,C01921,M-H[-],0.518,0.000923533,EC000174
465.3011,C01921,M(C13)-H[-],0.522,0.004023533,EC000174
119.0352,C02045,M-H[-],5.013,0.000176467,EC000176
119.03528,C02045,M-H[-],4.472,0.000256467,EC000177
119.0359,C02045,M-H[-],5.512,0.000876467,EC000178
135.0299,C02045,M-H+O[-],6.065,3.35E-05,EC000178
135.03,C02045,M-H+O[-],5.533,6.65E-05,EC000178
135.0302,C02045,M-H+O[-],5.655,0.000266467,EC000178
165.0405,C02045,M+HCOO[-],6.233,0.000555,EC000178
165.04055,C02045,M+HCOO[-],5.703,0.000605,EC000178
165.04056,C02045,M+HCOO[-],6.024,0.000615,EC000178
179.0559,C02045,M+CH3COO[-],5.977,0.000305,EC000178
179.056,C02045,M+CH3COO[-],6.344,0.000405,EC000178
179.0561,C02045,M+CH3COO[-],5.436,0.000505,EC000178
179.0562,C02045,M+CH3COO[-],5.704,0.000605,EC000178
209.0666,C02076,M-H[-],5.694,0.000123533,EC000179
209.0675,C02076,M-H[-],0.96,0.000776467,EC000180
225.0628,C02076,M-H+O[-],1.132,0.001166467,EC000180
245.0432,C02076,M+Cl[-],5.704,0.0003,EC000179
189.0404,C02147,M-H2O-H[-],5.148,0.000923533,EC000181
189.0405,C02147,M-H2O-H[-],5.173,0.000823533,EC000181
333.2065,C02198,M-H2O-H[-],0.498,0.000623533,EC00094
205.0353,C02225,M-H[-],5.68,0.000123533,EC000123
128.0354,C02238,M-H[-],5.186,8.95E-05,EC000173
129.0193,C02266,M-H2O-H[-],2.327,2.35E-05,EC000150
129.01939,C02266,M-H2O-H[-],6.544,6.65E-05,EC000151
147.0297,C02266,M-H[-],3.639,0.000223533,EC000152
147.0298,C02266,M-H[-],5.656,0.000123533,EC000153
147.02984,C02266,M-H[-],6.996,8.35E-05,EC000151
147.02988,C02266,M-H[-],5.173,4.35E-05,EC000154
163.0247,C02266,M-H+O[-],5.69,0.000133533,EC000153
193.0352,C02266,M+HCOO[-],7.568,0.000355,EC000151
193.03525,C02266,M+HCOO[-],7.691,0.000405,EC000151
161.0455,C02336,M-H2O-H[-],3.634,2.35E-05,EC0008
161.04555,C02336,M-H2O-H[-],5.668,2.65E-05,EC0009
161.04557,C02336,M-H2O-H[-],3.524,4.65E-05,EC0008
179.0559,C02336,M-H[-],5.977,0.000223533,EC0009
179.056,C02336,M-H[-],6.344,0.000123533,EC00010
179.0561,C02336,M-H[-],5.436,2.35E-05,EC00011
179.0562,C02336,M-H[-],5.704,7.65E-05,EC0009
195.0511,C02336,M-H+O[-],6.805,6.65E-05,EC00010
220.0825,C02336,M+ACN-H[-],5.686,0.000168533,EC0009
151.007,C02380,M-H[-],5.656,0.001423533,EC000170
192.0332,C02380,M+ACN-H[-],5.667,0.001768533,EC000170
211.028,C02380,M+CH3COO[-],5.713,0.000995,EC000170
204.0301,C02470,M-H[-],4.935,0.000123533,EC000182
331.0999,C02538,M-H2O-H[-],3.452,0.001023533,EC000183
395.115,C02538,M+HCOO[-],3.303,0.001445,EC000183
129.0193,C02630,M-H2O-H[-],2.327,2.35E-05,EC000150
129.01939,C02630,M-H2O-H[-],6.544,6.65E-05,EC000151
147.0297,C02630,M-H[-],3.639,0.000223533,EC000152
147.0298,C02630,M-H[-],5.656,0.000123533,EC000153
147.02984,C02630,M-H[-],6.996,8.35E-05,EC000151
147.02988,C02630,M-H[-],5.173,4.35E-05,EC000154
163.0247,C02630,M-H+O[-],5.69,0.000133533,EC000153
193.0352,C02630,M+HCOO[-],7.568,0.000355,EC000151
193.03525,C02630,M+HCOO[-],7.691,0.000405,EC000151
175.0245,C02670,M-H[-],0.522,0.000323533,EC00022
175.0246,C02670,M-H[-],5.38,0.000223533,EC00023
175.02469,C02670,M-H[-],5.701,0.000133533,EC00024
175.024698,C02670,M-H[-],4.153,0.000125533,EC00025
191.01969,C02670,M-H+O[-],0.526,4.35E-05,EC00022
191.0198,C02670,M-H+O[-],5.679,6.65E-05,EC00024
172.9996,C02734,M-H[-],1.942,0.001323533,EC000184
188.9948,C02734,M-H+O[-],1.816,0.001033533,EC000184
163.0403,C02763,M-H[-],0.951,0.000276467,EC00047
144.0666,C02946,M-H[-],1.163,2.35E-05,EC000185
165.0418,C02946,M+Na-2H[-],1.302,0.000452934,EC000185
220.0825,C02953,M-H2O-H[-],5.686,0.001423533,EC00072
338.0857,C03033,M-H[-],5.513,0.002440061,EC000186
338.0875,C03033,M-H[-],5.702,0.000640061,EC000186
338.0878,C03033,M-H[-],4.821,0.000340061,EC000187
338.088,C03033,M-H[-],4.942,0.000140061,EC000187
158.082,C03087,M-H[-],0.514,0.000223533,EC000188
158.0822,C03087,M-H[-],0.968,2.35E-05,EC000189
218.1032,C03087,M+CH3COO[-],0.535,0.000405,EC000188
129.0193,C03196,M-H2O-H[-],2.327,2.35E-05,EC000150
129.01939,C03196,M-H2O-H[-],6.544,6.65E-05,EC000151
147.0297,C03196,M-H[-],3.639,0.000223533,EC000152
147.0298,C03196,M-H[-],5.656,0.000123533,EC000153
147.02984,C03196,M-H[-],6.996,8.35E-05,EC000151
147.02988,C03196,M-H[-],5.173,4.35E-05,EC000154
163.0247,C03196,M-H+O[-],5.69,0.000133533,EC000153
193.0352,C03196,M+HCOO[-],7.568,0.000355,EC000151
193.03525,C03196,M+HCOO[-],7.691,0.000405,EC000151
103.04,C03197,M-H[-],0.988,2.35E-05,EC000145
144.0666,C03197,M+ACN-H[-],1.163,3.15E-05,EC000145
144.0666,C03239,M-H[-],1.163,2.35E-05,EC000185
165.0418,C03239,M+Na-2H[-],1.302,0.000452934,EC000185
217.9843,C03360,M-H[-],3.941,0.001723533,EC000190
379.1403,C03374,M-2H[2-],0.524,0.000223533,EC000191
378.1013,C03451,M-H[-],0.561,0.003676467,EC00090
100.0039,C03494,M-2H[2-],3.918,0.000923533,EC000192
201.1356,C03626,M-H[-],7.005,0.000123533,EC000193
155.0462,C03680,M-H[-],6.062,2.35E-05,EC000194
196.0726,C03680,M+ACN-H[-],6.012,0.000168533,EC000194
218.067,C03684,M-H2O-H[-],1.023,0.001323533,EC000138
236.0772,C03684,M-H[-],0.506,0.001723533,EC000139
154.0623,C03771,M-H2O-H[-],7.684,0.000176467,EC000195
444.06,C03794,M-H2O-H[-],1.886,0.003876467,EC000196
151.0401,C04043,M-H[-],1,7.65E-05,EC000117
192.0664,C04043,M+ACN-H[-],0.98,0.000168533,EC000117
211.06139,C04043,M+CH3COO[-],0.897,0.000795,EC000117
107.0367,C04051,M-H2O-H[-],1.019,0.000376467,EC000197
144.0666,C04076,M-H[-],1.163,2.35E-05,EC000185
165.0418,C04076,M+Na-2H[-],1.302,0.000452934,EC000185
263.1036,C04148,M-H[-],1.088,0.000123533,EC000198
263.1043,C04148,M-H[-],0.539,0.000576467,EC000199
263.1047,C04148,M-H[-],3.349,0.000976467,EC000200
263.10479,C04148,M-H[-],3.327,0.001066467,EC000200
307.0113,C04242,M-H2O-H[-],7.777,0.002323533,EC000201
307.0117,C04242,M-H2O-H[-],2.104,0.001923533,EC000202
307.0125,C04242,M-H2O-H[-],6.081,0.001123533,EC000203
307.0133,C04242,M-H2O-H[-],5.51,0.000323533,EC000204
220.0825,C04244,M-H2O-H[-],5.686,0.001423533,EC00072
128.0354,C04281,M-H[-],5.186,7.65E-05,EC000173
128.0354,C04282,M-H[-],5.186,7.65E-05,EC000173
334.1252,C04540,M-H[-],7.52,0.000423533,EC000205
367.1579,C04555,M-H[-],1.338,0.000523533,EC000206
367.1582,C04555,M-H[-],0.557,0.000223533,EC000207
369.1547,C04555,M(S34)-H[-],0.523,0.000476467,EC000207
383.1527,C04555,M-H+O[-],0.571,0.000633533,EC000207
404.1085,C04555,M+K-2H[-],0.533,0.001852934,EC000207
413.163,C04555,M+HCOO[-],0.565,0.000345,EC000207
427.178,C04555,M+CH3COO[-],0.573,0.000995,EC000207
173.009,C04575,M-H2O-H[-],6.03,0.000123533,EC00040
191.0196,C04575,M-H[-],0.953,0.000123533,EC00041
191.01965,C04575,M-H[-],3.544,7.35E-05,EC00042
191.01968,C04575,M-H[-],3.644,4.35E-05,EC00042
191.01969,C04575,M-H[-],0.526,3.35E-05,EC00043
191.0198,C04575,M-H[-],5.679,7.65E-05,EC00044
191.0199,C04575,M-H[-],8.317,0.000176467,EC00045
191.02,C04575,M-H[-],7.722,0.000276467,EC00045
191.0201,C04575,M-H[-],7.804,0.000376467,EC00045
205.0353,C04593,M-H[-],5.68,0.000123533,EC000123
363.0179,C04646,M-H[-],2.025,0.000876467,EC000208
333.2065,C04654,M-H2O-H[-],0.498,0.000623533,EC00094
333.2065,C04671,M-H2O-H[-],0.498,0.000623533,EC00094
337.0561,C04677,M-H[-],4.657,0.000576467,EC000209
270.1343,C04692,M-H[-],0.521,0.000951467,EC000210
349.2019,C04707,M-H[-],0.51,0.000123533,EC000211
365.1964,C04707,M-H+O[-],0.512,0.000533533,EC000211
395.207,C04707,M+HCOO[-],0.516,5.50E-05,EC000211
409.2232,C04707,M+CH3COO[-],0.514,0.000605,EC000211
365.0531,C04734,M-H[-],6.568,0.002676467,EC000212
469.1705,C04776,M-H[-],0.528,0.002976467,EC000213
485.1658,C04776,M-H+O[-],0.539,0.003366467,EC000213
453.0666,C04823,M-H[-],5.135,0.000176467,EC000214
453.0692,C04823,M-H[-],3.704,0.002776467,EC000215
333.2065,C04853,M-H2O-H[-],0.498,0.000623533,EC00094
236.0772,C04874,M-H2O-H[-],0.506,0.001723533,EC000216
291.0358,C04874,M+K-2H[-],0.557,0.001947066,EC000216
145.0618,C05100,M-H[-],3.339,2.35E-05,EC00019
145.0619,C05100,M-H[-],6.606,7.65E-05,EC00020
450.0527,C05125,M-H2O-H[-],1.755,0.000623533,EC000217
314.1424,C05202,M-H[-],0.513,0.002576467,EC000218
330.1373,C05202,M-H+O[-],0.513,0.002566467,EC000218
73.0294,C05235,M-H[-],0.881,0.000123533,EC00046
179.0349,C05350,M-H[-],5.243,0.000123533,EC000158
508.0596,C05381,M-H2O-H[-],3.862,0.000776467,EC000219
289.0318,C05382,M-H[-],2.546,0.001223533,EC00075
177.0405,C05394,M-H[-],5.7,7.65E-05,EC00055
403.065,C05396,M-H2O-H[-],4.531,0.000376467,EC000220
341.1086,C05400,M-H[-],6.451,0.000323533,EC00028
377.0853,C05400,M+Cl[-],6.452,0.0002,EC00028
253.0921,C05401,M-H[-],0.602,0.000823533,EC000221
341.1086,C05402,M-H[-],6.451,0.000323533,EC00028
377.0853,C05402,M+Cl[-],6.452,0.0002,EC00028
321.0824,C05403,M-H2O-H[-],6.52,0.000323533,EC000222
147.0297,C05411,M-H2O-H[-],3.639,0.000123533,EC000223
147.0298,C05411,M-H2O-H[-],5.656,2.35E-05,EC000224
147.02984,C05411,M-H2O-H[-],6.996,1.65E-05,EC000224
147.02988,C05411,M-H2O-H[-],5.173,5.65E-05,EC000225
165.0405,C05411,M-H[-],6.233,7.65E-05,EC000224
165.04055,C05411,M-H[-],5.703,0.000126467,EC000224
165.04056,C05411,M-H[-],6.024,0.000136467,EC000224
165.0418,C05411,M-H[-],1.302,0.001376467,EC000226
165.042,C05411,M-H[-],0.562,0.001576467,EC000227
225.0628,C05411,M+CH3COO[-],1.132,0.001805,EC000226
165.0405,C05412,M-H[-],6.233,7.65E-05,EC000224
165.04055,C05412,M-H[-],5.703,0.000126467,EC000224
165.04056,C05412,M-H[-],6.024,0.000136467,EC000224
165.0418,C05412,M-H[-],1.302,0.001376467,EC000226
165.042,C05412,M-H[-],0.562,0.001576467,EC000227
225.0628,C05412,M+CH3COO[-],1.132,0.001805,EC000226
173.009,C05422,M-H[-],6.03,0.000123533,EC00092
448.3055,C05462,M-H[-],0.515,0.001340533,EC000229
464.3008,C05462,M-H+O[-],0.518,0.000950533,EC000229
448.3055,C05466,M-H[-],0.515,0.001323533,EC000229
464.3008,C05466,M-H+O[-],0.518,0.000933533,EC000229
223.0973,C05503,M-2H[2-],0.837,0.000273533,EC000230
429.1931,C05503,M-H2O-H[-],2.274,0.001276467,EC000231
429.19314,C05503,M-H2O-H[-],2.307,0.001316467,EC000231
445.1864,C05504,M-H2O-H[-],2.457,0.000323533,EC000232
545.1254,C05504,M+Br81[-],2.429,0.0045,EC000232
489.1188,C05560,M-H[-],3.274,0.004776467,EC000233
144.0302,C05572,M-H[-],5.659,2.35E-05,EC000143
151.0401,C05576,M-H2O-H[-],1,7.65E-05,EC000234
205.0272,C05576,M+Cl[-],0.897,0.0004,EC000234
163.0403,C05582,M-H2O-H[-],0.951,0.000276467,EC000235
181.0504,C05582,M-H[-],0.995,0.000223533,EC000235
181.05044,C05582,M-H[-],0.867,0.000183533,EC000235
181.05049,C05582,M-H[-],3.057,0.000133533,EC000236
181.0505,C05582,M-H[-],0.887,0.000123533,EC000235
181.05054,C05582,M-H[-],2.24,8.35E-05,EC000237
197.0468,C05582,M-H+O[-],2.723,0.001266467,EC000236
163.0403,C05583,M-H2O-H[-],0.951,0.000276467,EC000235
181.0504,C05583,M-H[-],0.995,0.000223533,EC000235
181.05044,C05583,M-H[-],0.867,0.000183533,EC000235
181.05049,C05583,M-H[-],3.057,0.000133533,EC000236
181.0505,C05583,M-H[-],0.887,0.000123533,EC000235
181.05054,C05583,M-H[-],2.24,8.35E-05,EC000237
197.0468,C05583,M-H+O[-],2.723,0.001266467,EC000236
179.0349,C05584,M-H2O-H[-],5.243,2.35E-05,EC000238
197.0454,C05584,M-H[-],3.508,0.000123533,EC000239
197.0468,C05584,M-H[-],2.723,0.001276467,EC000240
137.0244,C05585,M-H[-],0.97,2.35E-05,EC00039
153.0193,C05585,M-H+O[-],1.076,3.35E-05,EC00039
164.0715,C05589,M-H2O-H[-],4.437,0.000123533,EC000127
183.0661,C05594,M-H[-],0.867,0.000223533,EC000108
194.0456,C05604,M-H[-],0.519,0.000323533,EC000135
194.0458,C05604,M-H[-],0.984,0.000123533,EC000136
194.04583,C05604,M-H[-],3.731,9.35E-05,EC000137
210.0408,C05604,M-H+O[-],3.441,3.35E-05,EC000137
230.0222,C05604,M+Cl[-],3.68,0.0001,EC000137
230.0225,C05604,M+Cl[-],3.623,0.0004,EC000137
190.0509,C05635,M-H[-],1.024,2.35E-05,EC000241
263.1036,C05642,M-H[-],1.088,0.000123533,EC000198
263.1043,C05642,M-H[-],0.539,0.000576467,EC000199
263.1047,C05642,M-H[-],3.349,0.000976467,EC000200
263.10479,C05642,M-H[-],3.327,0.001066467,EC000200
204.0301,C05645,M-H2O-H[-],4.935,0.000123533,EC000242
233.0584,C05648,M-H2O-H[-],0.821,0.001676467,EC000243
204.0665,C05660,M-H[-],1.41,0.000123533,EC000244
204.06656,C05660,M-H[-],1.375,6.35E-05,EC000244
204.0667,C05660,M-H[-],0.515,7.65E-05,EC000245
139.0513,C05828,M-H[-],5.435,2.35E-05,EC000246
171.041,C05829,M-H2O-H[-],7.771,0.000123533,EC000247
235.0569,C05829,M+HCOO[-],7.02,0.000255,EC000247
163.0403,C05838,M-H[-],0.951,0.000276467,EC00047
307.0839,C05839,M-H2O-H[-],3.473,0.001576467,EC000248
307.08393,C05839,M-H2O-H[-],5.094,0.001606467,EC000249
307.084,C05839,M-H2O-H[-],4.173,0.001676467,EC000250
307.0842,C05839,M-H2O-H[-],5.158,0.001876467,EC000249
307.0843,C05839,M-H2O-H[-],4.338,0.001976467,EC000250
325.0923,C05839,M-H[-],3.905,0.000623533,EC000250
325.0944,C05839,M-H[-],5.667,0.001476467,EC000251
326.0987,C05839,M(C13)-H[-],3.437,0.002376467,EC000248
326.099,C05839,M(C13)-H[-],3.389,0.002676467,EC000248
361.0718,C05839,M+Cl[-],3.973,0.0027,EC000250
371.0979,C05839,M+HCOO[-],5.681,5.50E-05,EC000251
151.0401,C05852,M-H[-],1,7.65E-05,EC000117
192.0664,C05852,M+ACN-H[-],0.98,0.000168533,EC000117
211.06139,C05852,M+CH3COO[-],0.897,0.000795,EC000117
128.0354,C05938,M-H2O-H[-],5.186,7.65E-05,EC0006
333.2065,C05953,M-H[-],0.498,0.000623533,EC000252
349.2019,C05953,M-H+O[-],0.51,0.000133533,EC000252
333.2065,C05954,M-H[-],0.498,0.000623533,EC000252
349.2019,C05954,M-H+O[-],0.51,0.000133533,EC000252
333.2065,C05955,M-H[-],0.498,0.000623533,EC000252
349.2019,C05955,M-H+O[-],0.51,0.000133533,EC000252
183.1023,C05956,M-2H[2-],0.506,0.000373533,EC000253
183.1025,C05956,M-2H[2-],0.808,0.000173533,EC000254
349.2019,C05956,M-H2O-H[-],0.51,0.000123533,EC000253
367.212,C05956,M-H[-],0.875,0.000623533,EC000254
413.2172,C05956,M+HCOO[-],0.519,0.000345,EC000253
333.2065,C05957,M-H[-],0.498,0.000623533,EC000252
349.2019,C05957,M-H+O[-],0.51,0.000133533,EC000252
183.1023,C05962,M-2H[2-],0.506,0.000373533,EC000253
183.1025,C05962,M-2H[2-],0.808,0.000173533,EC000254
349.2019,C05962,M-H2O-H[-],0.51,0.000123533,EC000253
367.212,C05962,M-H[-],0.875,0.000623533,EC000254
413.2172,C05962,M+HCOO[-],0.519,0.000345,EC000253
103.04,C05984,M-H[-],0.988,2.35E-05,EC000145
144.0666,C05984,M+ACN-H[-],1.163,3.15E-05,EC000145
73.0294,C05999,M-H[-],0.881,0.000123533,EC00046
103.04,C06001,M-H[-],0.988,2.35E-05,EC000145
144.0666,C06001,M+ACN-H[-],1.163,3.15E-05,EC000145
127.0399,C06006,M-H2O-H[-],0.847,0.000123533,EC000255
145.05,C06006,M-H[-],0.997,0.000623533,EC000255
145.0504,C06006,M-H[-],0.989,0.000223533,EC000255
131.0712,C06103,M-H[-],0.84,0.000123533,EC000256
172.0977,C06103,M+ACN-H[-],0.843,0.000168533,EC000256
172.0978,C06103,M+ACN-H[-],0.872,6.85E-05,EC000256
289.0318,C06222,M-H[-],2.546,0.001223533,EC00075
333.2065,C06314,M-H2O-H[-],0.498,0.000623533,EC00094
333.2065,C06315,M-H2O-H[-],0.498,0.000623533,EC00094
341.1086,C06373,M-H[-],6.451,0.000323533,EC00028
377.0853,C06373,M+Cl[-],6.452,0.0002,EC00028
349.2019,C06439,M-H[-],0.51,0.000123533,EC000211
365.1964,C06439,M-H+O[-],0.512,0.000533533,EC000211
395.207,C06439,M+HCOO[-],0.516,5.50E-05,EC000211
409.2232,C06439,M+CH3COO[-],0.514,0.000605,EC000211
175.0245,C06472,M-H2O-H[-],0.522,0.000323533,EC00049
175.0246,C06472,M-H2O-H[-],5.38,0.000223533,EC00050
175.02469,C06472,M-H2O-H[-],5.701,0.000133533,EC00051
175.024698,C06472,M-H2O-H[-],4.153,0.000125533,EC00052
193.0352,C06472,M-H[-],7.568,0.000223533,EC00053
193.03525,C06472,M-H[-],7.691,0.000173533,EC00053
193.0353,C06472,M-H[-],3.249,0.000123533,EC00054
253.0559,C06472,M+CH3COO[-],7.542,9.50E-05,EC00053
225.0991,C06486,M-H[-],8.076,0.000206533,EC00089
161.0455,C07480,M-H2O-H[-],3.634,0.001323533,EC0008
161.04555,C07480,M-H2O-H[-],5.668,0.001273533,EC0009
161.04557,C07480,M-H2O-H[-],3.524,0.001253533,EC0008
179.0559,C07480,M-H[-],5.977,0.001523533,EC0009
179.056,C07480,M-H[-],6.344,0.001423533,EC00010
179.0561,C07480,M-H[-],5.436,0.001323533,EC00011
179.0562,C07480,M-H[-],5.704,0.001223533,EC0009
195.0511,C07480,M-H+O[-],6.805,0.001233533,EC00010
220.0825,C07480,M+ACN-H[-],5.686,0.001468533,EC0009
187.0978,C08261,M-H[-],0.824,0.000176467,EC000257
237.1128,C11061,M-2H[2-],0.821,0.000423533,EC000258
457.2224,C11061,M-H2O-H[-],0.513,0.000723533,EC000259
521.2418,C11061,M+HCOO[-],0.552,0.003155,EC000259
475.1985,C11132,M-H[-],3.657,0.001176467,EC000260
535.2183,C11132,M+CH3COO[-],3.646,0.000405,EC000260
427.178,C11133,M-H2O-H[-],0.573,0.001776467,EC000261
445.1864,C11133,M-H[-],2.457,0.000423533,EC000262
463.2329,C11134,M-H[-],0.521,0.000823533,EC000263
479.228,C11134,M-H+O[-],0.527,0.000633533,EC000263
509.238,C11134,M+HCOO[-],0.522,0.000645,EC000263
465.2489,C11135,M-H[-],0.518,0.000523533,EC0001
481.2435,C11135,M-H+O[-],0.53,0.000833533,EC0001
511.254,C11135,M+HCOO[-],0.526,0.000345,EC0001
465.2489,C11136,M-H[-],0.518,0.000523533,EC0001
481.2435,C11136,M-H+O[-],0.53,0.000833533,EC0001
511.254,C11136,M+HCOO[-],0.526,0.000345,EC0001
195.062,C11173,M-2H[2-],2.383,0.000676467,EC000264
391.1312,C11173,M-H[-],3.391,0.001276467,EC000265
391.1314,C11173,M-H[-],3.291,0.001476467,EC000265
165.0046,C11821,M-H2O-H[-],1.023,0.000823533,EC000266
195.0655,C12205,M-H[-],0.844,0.000823533,EC000267
211.06139,C12205,M-H+O[-],0.897,0.000156467,EC000267
198.1133,C12448,M-H[-],0.851,0.000223533,EC000268
151.0401,C13636,M-H[-],1,7.65E-05,EC000117
192.0664,C13636,M+ACN-H[-],0.98,0.000168533,EC000117
211.06139,C13636,M+CH3COO[-],0.897,0.000795,EC000117
214.0178,C13690,M-H2O-H[-],4.826,0.000123533,EC000269
232.0283,C13690,M-H[-],5.427,0.000223533,EC000270
232.0284,C13690,M-H[-],4.836,0.000123533,EC000269
161.0455,C13747,M-H2O-H[-],3.634,0.001323533,EC0008
161.04555,C13747,M-H2O-H[-],5.668,0.001273533,EC0009
161.04557,C13747,M-H2O-H[-],3.524,0.001253533,EC0008
179.0559,C13747,M-H[-],5.977,0.001523533,EC0009
179.056,C13747,M-H[-],6.344,0.001423533,EC00010
179.0561,C13747,M-H[-],5.436,0.001323533,EC00011
179.0562,C13747,M-H[-],5.704,0.001223533,EC0009
195.0511,C13747,M-H+O[-],6.805,0.001233533,EC00010
220.0825,C13747,M+ACN-H[-],5.686,0.001468533,EC0009
318.0761,C14180,M-H2O-H[-],2.4,0.000423533,EC000271
336.0894,C14180,M-H[-],1.988,0.002276467,EC000272
432.1237,C14791,M-H2O-H[-],4.381,0.000276467,EC000273
432.1237,C14792,M-H2O-H[-],4.381,0.000276467,EC000273
432.1237,C14793,M-H2O-H[-],4.381,0.000276467,EC000273
188.0351,C14800,M-H[-],4.457,0.000223533,EC000169
206.0463,C14801,M-H[-],2.859,0.000376467,EC000164
188.0351,C14802,M-H[-],4.457,0.000223533,EC000169
477.1075,C14803,M-H2O-H[-],1.029,0.001023533,EC000274
477.1075,C14804,M-H2O-H[-],1.029,0.001023533,EC000274
477.1075,C14805,M-H2O-H[-],1.029,0.001023533,EC000274
477.1075,C14806,M-H2O-H[-],1.029,0.001023533,EC000274
574.1703,C14855,M-H[-],5.501,0.004976467,EC000275
574.1703,C14856,M-H[-],5.501,0.004976467,EC000275
364.0847,C14862,M-H[-],1.046,0.002676467,EC000276
364.0853,C14862,M-H[-],0.563,0.003276467,EC000277
405.106,C14862,M+ACN-H[-],1.028,0.002568533,EC000276
348.0905,C14871,M-H[-],0.595,0.003376467,EC000278
364.0853,C14871,M-H+O[-],0.563,0.003266467,EC000278
333.0995,C14874,M-H[-],3.49,0.000523533,EC000279
