m.z,r.t,p.value,t.score
188.0563,4.907,0.485,-0.7244817459654491
188.0927,4.517,0.0638,-2.0838215714211743
188.9861,3.886,0.0981,1.8244801251607106
188.9862,4.149,0.791,0.27174644736142606
188.9871,1.745,0.526,-0.65715159391598
188.9948,1.816,0.665,-0.4464639493662026
189.0404,5.148,0.806,0.2526984787958944
189.0405,5.173,0.626,-0.5033622350807455
189.0573,2.271,0.0523,-2.201588714716167
189.0928,0.848,0.719,-0.3698977924563629
189.113,0.89,0.182,-1.4339969461185917
190.0509,1.024,0.259,-1.1968726863900079
190.9655,2.079,0.193,1.394561424744315
190.9655,2.104,0.704,-0.3910680466226994
190.9746,2.11,0.521,-0.6650325631179066
191.0018,3.051,0.362,0.954501154671896
191.0018,3.068,0.337,1.0089183881549706
191.0196,0.526,0.46,0.7684824602103264
191.0196,0.953,2.28e-4,-5.598341946246977
191.0196,3.544,0.701,-0.39536442052634735
191.0196,3.644,0.819,-0.23448874600544806
191.0198,5.679,0.692,-0.40804273221286225
191.0199,8.317,0.985,0.01985905576519481
191.0201,7.804,0.322,1.0426074532907916
191.0284,5.675,0.786,-0.2792902571956442
191.02,7.722,0.942,-0.07402154987229159
191.0539,5.675,0.334,-1.0154954863298697
192.0332,5.667,0.637,-0.487236135264893
192.0664,0.98,0.378,-0.9232913034905722
192.9813,2.941,0.0867,-1.8996814551031849
193.0352,7.568,0.354,-0.9727469824401348
193.0352,7.691,0.77,-0.30002523139989357
193.0353,3.249,0.366,0.9472734266602223
193.0505,0.807,0.545,0.6259766406666106
194.0307,1.022,0.534,-0.6436448428580857
194.0456,0.519,0.869,-0.16938885794490438
194.0458,0.984,0.364,-0.9504665340270132
194.0458,3.731,0.724,-0.3638075863620114
194.9603,1.573,0.0662,-2.0612389386181804
194.9968,4.711,0.101,1.8056483634293183
195.0504,1.472,0.884,-0.1495321486777338
195.0511,6.805,0.421,0.8393294047268629
195.0515,0.84,0.775,-0.2939281851795473
195.0516,0.562,0.851,0.19232600639818465
195.0518,0.563,0.897,0.1325754227073694
195.0521,2.398,0.746,0.3324785856428437
195.052,1.912,0.71,0.38202879084312025
195.062,2.383,0.985,-0.019526373401109718
195.0655,0.844,0.0809,-1.9416781210031664
196.0283,4.94,0.797,0.2642641840561882
196.0726,6.012,0.0444,2.297963768565819
197.0454,3.508,0.477,0.7380745271788074
197.0468,2.723,0.299,-1.0965771225040917
197.0541,1.058,0.702,-0.39324658414754676
197.0675,0.579,0.735,0.3482696868837674
197.0676,0.781,0.752,-0.3241681593508
197.0677,1.123,0.801,0.2584034051373673
197.0679,3.663,0.785,0.2804308110237289
197.068,3.613,0.74,0.3408353146641418
197.0819,0.842,0.364,0.9504831866412969
197.0905,0.843,0.414,0.8514771235729708
198.1133,0.851,0.805,0.2537280271909351
198.9916,1.038,0.401,0.8777430373415274
199.0069,1.086,0.338,1.0055624166685004
199.0974,1.354,0.371,0.9368625445309334
199.0975,0.822,0.724,0.36344747616761003
199.1313,0.836,0.785,-0.2798140402380842
200.1291,0.831,0.676,-0.43084777949617836
200.9711,1.033,0.667,-0.44347140703917665
200.9866,1.058,0.767,-0.30457938310138943
201.0078,1.025,1.52e-9,20.71445750277717
201.0516,7.993,0.174,1.4641037837114792
201.1131,0.834,0.247,1.2286554376536651
201.1243,5.193,0.179,1.444611893987646
201.1244,5.676,0.996,-0.005532349154601889
201.1356,7.005,0.103,1.7950831415345025
202.0509,5.224,0.318,-1.0508849096204769
202.0537,0.512,0.919,-0.1039087127609106
202.1083,0.514,0.977,-0.029499984591540965
202.9868,1.018,0.215,-1.3227850905150873
203.0017,3.658,0.433,-0.8168574010392777
203.0019,0.829,0.27,-1.1688774152011927
203.0022,1.372,0.777,0.2910844354446931
203.0022,2.013,0.356,-0.9687824880906493
203.0022,2.044,0.278,-1.1466427594334394
203.002,1.005,0.82,0.23385242719410404
203.0107,1.372,0.733,0.35102131731867936
203.0109,1.347,0.669,0.43981201346925863
203.0111,2.099,0.751,-0.32559568790493004
203.0347,2.437,0.0478,-2.255052530257449
203.0365,3.482,0.894,0.13724169972674508
203.0825,4.789,0.833,0.21592073288337937
203.1285,0.849,0.961,0.04952174668094308
203.997,3.657,0.417,0.845861389317822
204.0301,4.935,0.801,0.2585064913442641
204.0665,1.375,0.456,-0.7761765382710987
204.0665,1.41,0.442,-0.7998525067559047
204.0667,0.515,0.789,-0.27480945138691143
204.0876,5.17,0.476,-0.7408331400177077
204.9662,1.032,0.0382,-2.386667321172745
204.9811,4.114,0.229,-1.2808926783904409
204.9812,0.851,0.138,-1.6120210526944951
204.9812,1.012,0.0659,-2.0642621943147135
204.9812,3.501,0.294,1.1082189818125838
204.9812,3.521,0.0771,1.9705344897315897
204.9812,3.557,0.107,1.7692715228280036
204.9815,2.004,0.8,0.2607494116773414
204.9961,2.078,0.385,-0.9087989709771412
205.0059,2.072,0.155,-1.539847236243494
205.0272,0.897,0.344,0.9932336466103654
205.0353,5.68,0.545,-0.626138723013383
205.0524,3.564,0.864,-0.17597735942050272
205.0524,3.634,0.792,0.27115374917706425
205.0881,0.505,0.304,1.0840087126055753
205.0897,0.839,0.551,0.61681545317991
206.0463,2.859,0.432,-0.8190247907039155
206.082,0.895,0.00384,-3.7405332463852794
206.1033,5.302,0.474,0.7440349084078887
206.9971,2.175,0.0372,-2.402320462465372
207.0477,2.382,0.213,-1.3305797254504745
208.0612,0.516,0.319,-1.0493349820991784
208.0645,3.726,0.558,0.6054256342125216
208.9759,3.734,0.791,-0.27235775379337046
208.976,0.787,0.877,-0.15930393623859554
209.0666,5.694,0.0512,-2.2143486647189734
209.0675,0.96,0.737,0.34519618802856483
210.0408,3.441,0.92,-0.10279810324424181
210.0882,5.677,0.252,1.2161784729015064
211.028,5.713,0.252,-1.2162763844969098
211.0612,0.531,0.0455,-2.2833502125918104
211.0612,1.538,0.0342,-2.4508395042335134
211.0613,0.897,0.994,0.0078094028556181146
211.0613,1.458,0.031,-2.508139734539169
211.0967,0.835,0.542,0.630910382569191
211.987,1.036,0.0464,-2.2719071470042964
212.0019,2.386,0.208,-1.3459622543629697
212.0021,2.316,0.367,-0.9454155756329791
212.0022,2.356,0.297,-1.099985812712484
212.0031,3.829,0.548,0.6223323521477541
212.0111,3.879,0.825,0.22641693008153868
212.0113,0.514,0.841,-0.20559347513882323
212.011,3.758,0.267,-1.1745071720251625
212.0199,7.051,0.01,3.1684632556953405
212.129,0.833,0.175,-1.459584780773709
213.0223,0.802,0.44,-0.804804491379315
213.0766,0.898,0.0271,-2.5867823124175033
213.0766,4.042,0.398,-0.8828084107678857
213.1132,0.801,0.697,0.4002379601489517
213.9815,1.057,0.984,-0.02088139958027099
213.9964,1.026,0.0804,-1.94479415742561
213.9979,3.83,0.532,0.6470787282672625
214.0178,4.826,0.999,-0.0012944998070656476
214.9867,1.03,0.689,0.41139862328742094
215.0018,1.171,0.393,0.8930262243034599
215.0329,5.711,0.581,-0.5706682660452199
215.0731,0.557,0.0344,2.4481220360412737
215.0733,0.99,0.0437,-2.306746343076434
215.0923,0.897,0.873,0.16384542634328114
215.1035,3.532,0.547,0.6240530252956072
215.1035,3.639,0.515,0.6753158647155372
215.1035,4.441,0.961,-0.050029593438478855
215.1035,5.773,0.0755,-1.9832974873146476
215.1148,6.238,0.557,0.6074969732470781
215.1399,5.402,0.271,1.1643008008897475
216.0343,4.359,0.695,-0.4029496572609348
216.0988,5.731,0.754,-0.322543045530579
216.9811,3.931,0.324,-1.0373162868286245
217.0161,7.826,0.311,1.0679866381481975
217.0164,3.25,5.01e-5,6.75476089637283
217.0174,1.047,9.47e-4,4.6222229831868225
217.0487,5.68,0.959,-0.05309102677225453
217.0575,5.682,0.829,-0.22177366141385904
217.0929,1.022,0.736,0.3470313278083569
217.1079,1,0.915,0.10981073500183929
217.108,1.172,0.576,0.5780627815928723
217.9843,3.941,0.317,-1.054274644654643
218.0315,2.512,0.408,-0.8645874648971577
218.049,4.323,0.942,0.07420440304837515
218.067,1.023,0.00815,-3.2902615137144133
218.0822,0.977,0.0132,-3.006200157916348
218.1032,0.535,0.724,-0.36261598830679886
218.9815,1.043,0.194,-1.392286173405214
218.9966,3.891,0.346,-0.9894767850456172
218.9967,4.223,0.408,-0.8628789460909732
218.9968,3.319,0.603,0.536914854770231
218.9968,3.546,0.914,-0.11020998670197715
218.997,1.135,0.414,-0.8523514859632928
219.0069,3.319,0.607,0.5302948757855532
219.006,1.138,0.7,-0.3967765433952577
219.0507,3.497,0.341,-0.9997222786476752
219.0508,0.537,0.856,0.18601313914696077
219.0508,4.762,0.462,-0.7650085422871399
219.0629,3.469,0.479,-0.7347941284398173
220.0825,5.686,0.991,-0.011069876091475708
220.0976,0.844,0.425,-0.8310874780687936
220.976,3.219,0.508,-0.6872140594245221
221.0666,5.387,0.913,-0.11257773535117774
222.1131,0.844,0.583,0.5670796316331961
222.9743,1.003,0.0942,-1.8490108730636081
222.9917,3.031,0.656,-0.45889610932158986
222.9917,4.4,0.963,-0.047998596967911526
223.0542,5.477,0.987,0.016505952750520927
223.0973,0.837,0.302,-1.0882474805617084
224.002,2.41,0.178,-1.4492660842750305
224.0233,6.057,0.31,1.0695720580733408
224.0617,4.914,0.651,0.46599368805543684
224.0618,4.943,0.794,0.26801107903714677
225.0073,8.167,0.299,1.0949305682247166
225.0407,4.167,0.743,0.33754799226407656
225.0472,1.04,0.566,0.5930047281978323
225.0615,6.787,0.44,-0.8038780414493385
225.0628,1.132,0.504,0.6931314071291466
225.0735,1.131,0.676,0.429955580882883
225.0762,0.841,0.463,-0.7628691797322786
225.0991,8.076,0.794,0.26777347956157577
225.113,0.808,0.64,-0.4823448059474829
226.018,1.956,0.895,-0.13526329859560687
227.0219,5.696,0.132,1.6407369732986934
227.0381,0.604,0.928,-0.09306394899892943
227.0551,5.703,0.0608,2.112509728301306
227.0672,5.687,0.818,0.23605668163718196
227.1035,6.034,0.237,1.2581182410610372
227.1147,6.923,0.957,0.05576449018395428
227.1285,0.51,0.464,0.7611675244803464
227.1287,0.785,0.558,-0.605738766885847
227.9969,2.433,0.569,-0.5881128969289068
227.9971,3.983,0.943,0.07270049886213935
228.0312,3.932,0.903,0.12513736617721796
228.0575,3.43,0.418,0.8441720877385386
228.0885,0.942,0.103,-1.7958037715197812
229.0023,1.031,0.00151,-4.321336878224079
229.0174,0.829,0.00595,-3.477465542282145
229.0385,1.025,0.379,-0.9212035940996715
229.0541,0.558,0.844,-0.2021125992225185
229.0638,0.559,0.341,-1.0001524922173795
229.0883,0.552,0.5,0.6997043567537088
229.1079,0.847,0.824,-0.22887204449999618
229.1441,0.51,0.292,-1.1124145514408499
229.9984,1.043,0.933,0.0867067780401157
230.0128,1.11,0.385,0.9080558837296088
230.0128,3.617,0.844,-0.20217914370202428
230.0131,2.653,0.986,0.0183520977672423
230.013,2.604,0.951,-0.06288389319604117
230.0222,3.68,0.67,-0.43951927109665434
230.0225,3.623,0.809,-0.24794156677580761
230.0498,4.392,0.0699,-2.02896511776771
230.103,0.515,0.0766,1.9744731157689783
230.9815,1.035,0.213,-1.3292514739676469
230.9966,2.338,0.0277,-2.5738867410485766
230.9966,3.831,0.853,0.19057891583986072
230.9966,4.318,0.311,1.0665986795112856
230.9967,0.739,0.717,-0.3723309149983372
230.9967,0.761,0.65,-0.4677068036288276
230.9967,1.606,0.634,-0.49114832386863005
231.0295,2.581,0.175,-1.4604580056536987
231.0328,0.724,0.534,-0.6448114153721449
231.0488,3.479,0.0227,2.6894393784535393
231.0676,2.297,0.11,-1.7555139139576716
231.1236,0.974,0.866,-0.17365386609093894
231.9927,3.013,0.0727,2.00539421226779
232.0283,5.427,0.277,1.1491973426402358
232.0284,4.836,0.737,-0.34489595940636864
232.0985,0.835,1.58e-4,-5.865248403582578
232.9759,5.687,0.53,-0.6507196000517756
233.0116,3.162,0.646,-0.47321137750908493
233.0121,0.618,0.694,0.405564337100456
233.0122,3.76,0.175,1.4590264436443348
233.0469,3.48,0.728,-0.35800421112494546
233.0584,0.821,0.492,-0.7128481468431804
233.0835,2.303,0.0601,-2.1191865903719314
233.1505,7.606,0.981,-0.02428977410964056
234.9916,3.442,0.125,1.675931835976614
234.9916,4.916,0.259,1.1954918212989665
235.0569,7.02,0.605,0.5346133652129349
236.0232,7.803,0.309,1.0718009587342263
236.0252,4.945,0.309,-1.071772883552185
236.0772,0.506,0.244,-1.239046896470453
236.0924,0.513,0.398,-0.8819892991407299
237.0331,4.951,0.366,-0.9469503115384287
237.0763,0.843,0.349,0.9830103270075402
237.1128,0.821,0.207,-1.3492396119454277
237.1241,0.892,0.205,-1.3552600208840029
238.0774,4.689,0.816,0.23885811728127132
238.9688,3.227,0.482,0.7305186763580969
238.9865,7.261,0.957,0.05477917716988508
238.9867,8.106,0.822,-0.23082949889882015
239.0016,0.993,0.433,-0.8162297164090679
239.0036,5.67,0.359,0.9604072305073602
239.0341,8.007,0.483,0.7287500989632003
239.0922,0.817,0.653,-0.46407267095996624
239.0922,0.965,0.0164,-2.879737475707502
239.1147,7.668,0.966,0.04382878557672351
239.1147,7.98,0.306,1.0798093243029012
239.9969,2.405,0.26,-1.1951482009148173
239.9969,2.425,0.407,-0.8654952191383483
240.0004,7.368,0.466,0.7571181919073836
240.0182,7.939,0.764,-0.30846795939986155
240.9658,1.039,0.31,-1.0698788287944574
241.088,0.525,0.966,0.04380981569010554
241.1078,0.86,0.882,-0.15270201376836545
241.1189,0.516,0.0497,2.231119642120977
241.1443,0.769,0.419,-0.8432998176967679
241.9764,3.249,0.903,-0.12552933788173293
242.0125,3.346,0.796,0.2656844127085947
242.0125,3.711,0.547,0.6228615292262768
242.0127,3.404,0.578,0.5750241368055878
242.0489,3.714,0.638,0.4854402604814836
242.0665,5.698,0.366,0.9472056345108916
242.9966,1.058,0.304,-1.0844253710036376
242.9966,3.313,0.939,-0.07815506240681365
242.9966,3.467,0.636,0.48858637468890515
243.0178,1.027,0.0504,-2.223921767943478
243.0617,5.673,0.511,-0.6814969580403857
243.0624,4.458,0.275,1.1542015654518036
243.0712,4.454,0.591,-0.5549359414898988
243.0715,4.453,0.113,1.739717152458029
243.0773,2.902,0.597,-0.5464018120218798
243.1041,0.908,0.0376,-2.394996799377133
243.1083,1.017,0.777,-0.2905304775882442
243.1235,0.839,0.622,0.5090834080256141
243.123,0.971,0.242,-1.2449585047320704
243.1343,0.515,0.0564,2.156499490960984
243.1347,2.554,0.174,1.46498605187276
243.9918,3.939,0.572,0.5849133026666478
243.9919,4.942,0.222,1.3028933244810992
243.992,3.357,0.924,-0.09781392906477196
244.0031,4.944,0.711,0.3817972703359107
244.997,1.029,0.00949,-3.200299310469679
245.0123,0.574,0.998,-0.0021669488171743535
245.0126,3.391,0.782,0.2841676452556057
245.0224,3.395,0.649,0.46907983554208815
245.0432,5.704,0.191,-1.4028834041302858
245.0465,2.156,0.2,1.37142290083214
245.0777,3.343,0.987,-0.01639469016706706
245.0777,5.688,0.796,0.2659198963014977
245.0783,2.502,0.377,-0.92461418605891
245.1392,0.923,0.606,0.532450103488413
246.0076,3.632,0.709,-0.3844650592409463
246.0176,3.616,0.999,-6.810813145184134e-4
246.0444,5.448,0.108,-1.7631693074962713
246.0745,4.944,0.854,-0.18843933449226835
246.0976,0.832,0.11,-1.7521609211007194
246.9763,1.04,0.272,-1.1630090434045595
246.9915,4.007,0.0956,1.839696771382689
246.9915,4.253,0.0773,1.9688237195838685
246.9915,5.457,0.35,0.9810887070510724
246.9916,1.186,0.366,-0.9478323819775533
246.9916,3.123,0.448,-0.7889464253873393
247.0606,2.616,0.0367,-2.4095000521936982
247.0623,3.484,0.869,0.16919270610851647
247.0628,4.341,0.609,0.5276859292313953
247.0629,4.641,0.0661,2.062177646849044
247.0796,2.434,0.144,-1.5833341640348133
247.0817,0.843,0.477,-0.73815171040342
247.988,3.057,0.279,1.1448520115234118
248.0037,3.65,0.895,-0.13546473201211331
248.0237,3.389,0.0757,1.9816096360263071
248.0601,5.173,0.69,0.410240191760945
248.0955,0.541,0.0193,-2.78347822221724
248.0957,0.606,0.587,-0.5618693378407388
248.0959,3.144,0.84,0.2077775338245891
248.9602,5.84,0.673,-0.4349034740179434
249.0072,3.179,0.668,-0.4424885817006169
249.0072,3.526,0.855,-0.18725054103653613
249.0072,4.708,0.976,-0.031425370204529644
249.0534,0.86,0.312,-1.0638264083559763
249.0577,6.126,0.227,-1.2863706185977648
249.0627,5.154,0.335,-1.0132962524188545
249.0785,3.569,0.999,-0.0011805010731151303
249.0785,3.631,0.819,0.23491699494709933
251.0131,1.996,0.0978,-1.8259650998886643
251.0134,3.423,0.064,-2.081927978921626
251.0519,7.281,0.839,-0.20840435244395691
251.094,3.644,0.879,-0.15672006426352408
251.1286,0.792,0.574,0.5810108506525499
252.0203,4.947,0.0025,-4.003363268664436
252.9652,3.796,0.0131,-3.009089269054333
253.0559,7.542,0.0644,-2.077861067996241
253.0826,3.616,0.00154,4.306787571529225
253.0827,3.556,1.01e-4,6.20224326919062
253.0921,0.602,0.33,-1.0242535961462327
253.1078,0.791,0.183,-1.4321649909213845
253.1191,4.808,0.406,-0.8683435217350982
254.9814,10.976,0.91,-0.11621842550513134
254.9814,3.634,0.754,-0.32215625111641183
255.1345,0.514,0.0359,2.421882981813672
257.0122,1.017,0.287,-1.1259050223110276
257.0485,0.558,0.905,-0.12298149343469976
257.0544,5.7,0.618,0.5152224693883385
257.1024,0.515,0.995,0.005935129532912963
257.1391,0.808,0.909,-0.11691697040930821
257.1498,0.514,0.233,1.2684978128163122
257.15,0.515,0.227,1.2859387950183225
258.0074,4.608,0.979,0.026451563090915085
258.0076,3.328,0.796,0.26509937764768793
258.0439,4.624,0.33,-1.0248611146494764
258.044,2.992,0.597,0.5459920029678262
258.044,3.081,0.408,0.864525092457431
258.0611,5.695,0.176,1.455228080077183
258.9915,0.564,0.0966,-1.8335152189868156
258.9917,3.481,0.634,-0.4912610782330139
259.0019,3.481,0.801,-0.2594983514552142
259.0127,1.039,0.00857,-3.260249291617187
259.0129,8.077,0.666,0.44496525852206015
259.0278,1.04,0.0153,-2.921900862872354
259.0278,2.431,0.148,-1.5683296536417621
259.0281,3.133,0.698,0.3998338023021993
259.028,0.58,0.833,-0.2165766530990762
259.0415,5.754,0.379,-0.9204214463111212
259.0432,5.928,0.125,-1.6766975075510142
259.0561,2.484,0.251,-1.2178064353704252
259.0568,7.075,0.343,0.9958386291994973
259.0635,0.559,0.366,-0.9464658469466135
259.1067,0.982,0.871,-0.16599739735751953
259.1292,0.516,0.994,-0.008056580461141294
259.9865,3.126,0.846,-0.1993917543535313
260.0231,7.103,0.556,0.6093272692001188
260.0249,3.739,0.993,0.008833011473058
260.0473,2.62,0.267,-1.175312033690027
260.125,7.968,0.672,0.4357523229246874
261.0071,2.319,0.333,-1.0174813920552879
261.0072,0.592,0.362,-0.9554262780220301
261.0072,0.741,0.671,-0.4369356845371943
261.0072,4.508,0.703,0.3926184307777421
261.0072,4.791,0.51,-0.6827672134869739
261.0073,3.254,0.868,0.1701034356781692
261.0075,3.387,0.559,-0.6043175854511948
261.0198,3.384,0.819,-0.234959814499039
261.0216,3.272,0.614,0.520821343077592
261.037,0.533,0.481,-0.7325442676726369
261.0726,5.684,0.984,0.02033581483309766
261.0875,3.343,0.325,-1.03577568634826
262.1042,7.536,0.304,-1.0844710872573982
262.9863,5.091,0.794,-0.2688264080019354
262.9864,7.93,0.214,-1.3272940997451732
263.005,0.777,0.416,0.8493410797065832
263.0063,1.022,0.414,-0.8519463140401993
263.0088,4.073,0.526,0.6564641171678413
263.0226,2.25,0.551,0.6172666477448154
263.0227,4.475,0.338,1.0053582459714272
263.0228,3.822,0.305,-1.0810208237361423
263.0228,4.652,0.978,0.028294447312805174
