mz_rt,mz,rt,MPA,Cluster_ID,Cluster_features,Cluster_size,,,,
385.168_0.573,385.168,0.573,26945.9465,385.168_0.573,385.168_0.573,1,,,,
385.1682_2.449,385.1682,2.449,22845.603,385.1682_2.449,385.1682_2.449,1,,,,
385.1683_3.375,385.1683,3.375,13021.31,385.1683_3.375,385.1683_3.375,1,,,,
385.1859_0.519,385.1859,0.519,28378.272,385.1859_0.519,385.1859_0.519,1,,,,
386.079_5.864,386.079,5.864,501.31405,Cluster_432.0841_5.875,386.079_5.864;432.0841_5.875;454.0661_5.875;522.0537_5.872;590.0409_5.877;658.0274_5.87;726.0152_5.874,7,,,,
386.9389_10.09,386.9389,10.09,19671.6845,Cluster_272.9588_10.091,272.9588_10.091;272.9696_10.093;274.9567_10.091;386.9389_10.09;500.9191_10.087,5,,,,
387.0248_3.58,387.0248,3.58,19748.011,387.0248_3.58,387.0248_3.58,1,,,,
387.0737_5.124,387.0737,5.124,35628.819,Cluster_387.0737_5.124,347.079_5.135;387.0737_5.124,2,,,,
387.1141_6.452,387.1141,6.452,39901.701,Cluster_341.1086_6.451,341.1086_6.451;387.1141_6.452,2,,,,
387.1653_0.52,387.1653,0.52,92360.147,387.1653_0.52,387.1653_0.52,1,,,,
387.1654_3.687,387.1654,3.687,16710.957,387.1654_3.687,387.1654_3.687,1,,,,
387.1655_3.016,387.1655,3.016,10465.5215,387.1655_3.016,387.1655_3.016,1,,,,
387.1794_0.529,387.1794,0.529,8995.466,387.1794_0.529,387.1794_0.529,1,,,,
387.2017_0.89,387.2017,0.89,6817.91285,387.2017_0.89,387.2017_0.89,1,,,,
387.2018_0.521,387.2018,0.521,21317.031,Cluster_387.2018_0.521,387.2018_0.521;389.2173_0.52,2,,,,
388.0434_4.724,388.0434,4.724,16276.2455,388.0434_4.724,388.0434_4.724,1,,,,
388.0864_2.467,388.0864,2.467,8892.4635,388.0864_2.467,388.0864_2.467,1,,,,
389.0876_3.478,389.0876,3.478,2663.53675,389.0876_3.478,389.0876_3.478,1,,,,
389.0906_0.595,389.0906,0.595,20502.282,389.0906_0.595,389.0906_0.595,1,,,,
389.0908_2.885,389.0908,2.885,52999.4365,389.0908_2.885,389.0908_2.885,1,,,,
389.0984_3.675,389.0984,3.675,15855.226,389.0984_3.675,389.0984_3.675,1,,,,
389.1022_3.318,389.1022,3.318,7927.167,Cluster_124.9914_3.319,124.9914_3.319;389.1022_3.318,2,,,,
389.1072_4.558,389.1072,4.558,504.17395,Cluster_373.1136_4.555,373.1136_4.555;389.1072_4.558,2,,,,
389.1082_5.685,389.1082,5.685,2283.098,Cluster_367.1156_5.688,367.1156_5.688;389.1082_5.685;390.1122_5.687;403.0887_5.682;432.1659_5.679;533.132_5.677,6,,,,
389.111_3.877,389.111,3.877,1542.6475,389.111_3.877,389.111_3.877,1,,,,
389.1472_0.558,389.1472,0.558,13011.781,389.1472_0.558,389.1472_0.558,1,,,,
389.1811_0.522,389.1811,0.522,62842.1155,Cluster_389.1811_0.522,389.1811_0.522;475.2175_0.53;477.2327_0.532,3,,,,
389.2172_3.549,389.2172,3.549,2543.5463,389.2172_3.549,389.2172_3.549,1,,,,
389.2173_0.52,389.2173,0.52,9687.209,Cluster_387.2018_0.521,387.2018_0.521;389.2173_0.52,2,,,,
390.1122_5.687,390.1122,5.687,1040.4957,Cluster_367.1156_5.688,367.1156_5.688;389.1082_5.685;390.1122_5.687;403.0887_5.682;432.1659_5.679;533.132_5.677,6,,,,
390.2148_3.506,390.2148,3.506,501.8505,390.2148_3.506,390.2148_3.506,1,,,,
391.0003_5.667,391.0003,5.667,22850.5625,Cluster_313.023_5.662,313.023_5.662;391.0003_5.667,2,,,,
391.0007_4.03,391.0007,4.03,501.4977,Cluster_519.1171_4.031,391.0007_4.03;481.0821_4.031;519.1171_4.031,3,,,,
391.1038_4.212,391.1038,4.212,1628.67445,391.1038_4.212,391.1038_4.212,1,,,,
391.11_0.572,391.11,0.572,12929.8385,Cluster_195.0518_0.563,195.0518_0.563;391.11_0.572,2,,,,
391.111_2.401,391.111,2.401,47669.048,Cluster_195.0521_2.398,195.0521_2.398;196.0557_2.405;391.111_2.401,3,,,,
391.1312_3.391,391.1312,3.391,21998.273,391.1312_3.391,391.1312_3.391,1,,,,
391.1314_3.291,391.1314,3.291,24038.755,391.1314_3.291,391.1314_3.291,1,,,,
391.1405_0.537,391.1405,0.537,3830.8405,391.1405_0.537,391.1405_0.537,1,,,,
391.176_0.535,391.176,0.535,2942.6395,391.176_0.535,391.176_0.535,1,,,,
391.1964_0.519,391.1964,0.519,32168.1885,391.1964_0.519,391.1964_0.519,1,,,,
392.0473_1.83,392.0473,1.83,23263.2595,Cluster_384.9454_1.825,384.9454_1.825;392.0473_1.83,2,,,,
392.0474_1.846,392.0474,1.846,27975.042,Cluster_384.9455_1.844,368.9721_1.846;384.9455_1.844;392.0474_1.846,3,,,,
392.1165_0.562,392.1165,0.562,14642.084,392.1165_0.562,392.1165_0.562,1,,,,
392.1204_3.651,392.1204,3.651,7155.9395,392.1204_3.651,392.1204_3.651,1,,,,
393.0106_4.036,393.0106,4.036,501.4977,393.0106_4.036,393.0106_4.036,1,,,,
393.0116_3.844,393.0116,3.844,1138.8518,Cluster_393.0116_3.844,393.0116_3.844;526.0663_3.856,2,,,,
393.1025_0.57,393.1025,0.57,1525.13235,Cluster_364.0853_0.563,364.0853_0.563;369.0999_0.562;383.1155_0.56;393.1025_0.57;399.1102_0.549;447.1106_0.562;477.1218_0.56,7,,,,
393.1028_4.961,393.1028,4.961,3857.5489,393.1028_4.961,393.1028_4.961,1,,,,
393.9848_4.068,393.9848,4.068,501.39495,393.9848_4.068,393.9848_4.068,1,,,,
394.046_3.795,394.046,3.795,202723.21,Cluster_394.046_3.795,394.046_3.795;396.0443_3.794,2,,,,
394.1352_5.7,394.1352,5.7,14855.4995,394.1352_5.7,394.1352_5.7,1,,,,
395.0427_2.519,395.0427,2.519,3084.348,395.0427_2.519,395.0427_2.519,1,,,,
395.0635_7.741,395.0635,7.741,11864.4545,395.0635_7.741,395.0635_7.741,1,,,,
395.0636_6.682,395.0636,6.682,37498.05,395.0636_6.682,395.0636_6.682,1,,,,
395.0644_1.898,395.0644,1.898,16522.2795,Cluster_395.0644_1.898,379.0906_1.882;395.0644_1.898,2,,,,
395.0644_1.738,395.0644,1.738,14024.534,395.0644_1.738,395.0644_1.738,1,,,,
395.1025_0.559,395.1025,0.559,6380.64475,Cluster_425.1127_0.56,395.1025_0.559;425.1127_0.56,2,,,,
395.1141_1.956,395.1141,1.956,1438.4184,395.1141_1.956,395.1141_1.956,1,,,,
395.115_3.303,395.115,3.303,2017.7716,395.115_3.303,395.115_3.303,1,,,,
395.1162_4.934,395.1162,4.934,503.041,Cluster_236.0252_4.945,228.0285_4.934;236.0252_4.945;238.032_4.94;395.1162_4.934,4,,,,
395.1347_0.543,395.1347,0.543,3525.5076,Cluster_381.1544_0.536,381.1544_0.536;395.1347_0.543;543.2079_0.542;593.2086_0.54;597.1638_0.545;645.2646_0.537;709.3254_0.54;765.3164_0.548;767.3309_0.553;781.3096_0.55,10,,,,
395.207_0.516,395.207,0.516,19105.4065,395.207_0.516,395.207_0.516,1,,,,
396.0443_3.794,396.0443,3.794,14623.92525,Cluster_394.046_3.795,394.046_3.795;396.0443_3.794,2,,,,
396.1237_4.366,396.1237,4.366,501.9268,396.1237_4.366,396.1237_4.366,1,,,,
396.1292_0.558,396.1292,0.558,1670.4619,396.1292_0.558,396.1292_0.558,1,,,,
396.1296_3.893,396.1296,3.893,504.15715,396.1296_3.893,396.1296_3.893,1,,,,
397.0029_1.561,397.0029,1.561,53184.3285,Cluster_412.9767_1.561,397.0029_1.561;412.9767_1.561;420.0787_1.574,3,,,,
397.0731_0.584,397.0731,0.584,502.90485,397.0731_0.584,397.0731_0.584,1,,,,
397.1261_4.74,397.1261,4.74,2173.234,397.1261_4.74,397.1261_4.74,1,,,,
397.1353_1.015,397.1353,1.015,1386.58145,397.1353_1.015,397.1353_1.015,1,,,,
397.1493_3.687,397.1493,3.687,3608.63715,Cluster_397.1493_3.687,397.1493_3.687;481.1521_3.687,2,,,,
397.15_0.541,397.15,0.541,6274.88415,397.15_0.541,397.15_0.541,1,,,,
397.186_0.518,397.186,0.518,9427.2925,397.186_0.518,397.186_0.518,1,,,,
398.9611_1.68,398.9611,1.68,13871.2935,398.9611_1.68,398.9611_1.68,1,,,,
399.0247_3.89,399.0247,3.89,5252.27535,399.0247_3.89,399.0247_3.89,1,,,,
399.0615_2.081,399.0615,2.081,12279.55,399.0615_2.081,399.0615_2.081,1,,,,
399.0896_0.573,399.0896,0.573,1762.6005,Cluster_448.198_0.564,227.0574_0.577;399.0896_0.573;448.198_0.564,3,,,,
399.095_6.659,399.095,6.659,85619.63,399.095_6.659,399.095_6.659,1,,,,
399.095_6.765,399.095,6.765,88882.705,399.095_6.765,399.095_6.765,1,,,,
399.1088_3.485,399.1088,3.485,1997.9601,Cluster_355.084_3.477,355.084_3.477;357.1007_3.481;399.1088_3.485;401.1257_3.487,4,,,,
399.1089_4.124,399.1089,4.124,1571.6663,399.1089_4.124,399.1089_4.124,1,,,,
399.1102_0.549,399.1102,0.549,2055.5365,Cluster_364.0853_0.563,364.0853_0.563;369.0999_0.562;383.1155_0.56;393.1025_0.57;399.1102_0.549;447.1106_0.562;477.1218_0.56,7,,,,
399.1654_0.559,399.1654,0.559,31386.086,399.1654_0.559,399.1654_0.559,1,,,,
399.1654_4.031,399.1654,4.031,14717.986,399.1654_4.031,399.1654_4.031,1,,,,
399.1655_3.938,399.1655,3.938,20782.6955,399.1655_3.938,399.1655_3.938,1,,,,
400.1427_0.588,400.1427,0.588,9523.506,400.1427_0.588,400.1427_0.588,1,,,,
400.1428_3.49,400.1428,3.49,4026.44325,400.1428_3.49,400.1428_3.49,1,,,,
401.0404_3.556,401.0404,3.556,62881.639,401.0404_3.556,401.0404_3.556,1,,,,
401.0691_5.126,401.0691,5.126,7667.9595,401.0691_5.126,401.0691_5.126,1,,,,
401.0891_4.883,401.0891,4.883,501.86175,401.0891_4.883,401.0891_4.883,1,,,,
401.1035_2.348,401.1035,2.348,6309.38,Cluster_401.1035_2.348,355.1198_2.353;401.1035_2.348,2,,,,
401.1042_2.272,401.1042,2.272,4977.8818,Cluster_309.0785_2.268,309.0785_2.268;401.1042_2.272,2,,,,
401.1043_3.041,401.1043,3.041,1409.91055,Cluster_181.0504_3.057,181.0504_3.057;401.1043_3.041,2,,,,
401.1091_3.78,401.1091,3.78,1480.19635,401.1091_3.78,401.1091_3.78,1,,,,
401.1257_3.487,401.1257,3.487,2110.82385,Cluster_355.084_3.477,355.084_3.477;357.1007_3.481;399.1088_3.485;401.1257_3.487,4,,,,
401.1267_0.551,401.1267,0.551,12406.1925,401.1267_0.551,401.1267_0.551,1,,,,
401.1446_4.261,401.1446,4.261,4130.4802,401.1446_4.261,401.1446_4.261,1,,,,
401.1809_0.543,401.1809,0.543,27003.2185,401.1809_0.543,401.1809_0.543,1,,,,
401.194_3.928,401.194,3.928,1941.6814,401.194_3.928,401.194_3.928,1,,,,
403.0007_4,403.0007,4,501.39495,Cluster_323.0577_4.005,323.0577_4.005;403.0007_4;587.0739_4.002;595.0608_4.009;655.0402_4.002,5,,,,
403.0553_2.354,403.0553,2.354,29997.495,403.0553_2.354,403.0553_2.354,1,,,,
403.0557_2.292,403.0557,2.292,29647.0135,403.0557_2.292,403.0557_2.292,1,,,,
403.065_4.531,403.065,4.531,1410.89245,403.065_4.531,403.065_4.531,1,,,,
403.0875_7.396,403.0875,7.396,501.39495,Cluster_403.0875_7.396,403.0875_7.396;469.0653_7.412,2,,,,
403.0887_5.682,403.0887,5.682,1276.4717,Cluster_367.1156_5.688,367.1156_5.688;389.1082_5.685;390.1122_5.687;403.0887_5.682;432.1659_5.679;533.132_5.677,6,,,,
403.1027_3.097,403.1027,3.097,3441.3856,Cluster_403.1027_3.097,403.1027_3.097;517.1136_3.105,2,,,,
403.1035_0.539,403.1035,0.539,3937.6741,Cluster_323.0227_0.552,323.0227_0.552;403.1035_0.539;419.0984_0.539;715.2794_0.546,4,,,,
403.1601_0.538,403.1601,0.538,15403.6085,Cluster_459.2227_0.523,403.1601_0.538;459.2227_0.523,2,,,,
403.1968_4.623,403.1968,4.623,9938.1585,403.1968_4.623,403.1968_4.623,1,,,,
404.1085_0.533,404.1085,0.533,1941.62415,404.1085_0.533,404.1085_0.533,1,,,,
405.1033_6.178,405.1033,6.178,501.67095,405.1033_6.178,405.1033_6.178,1,,,,
405.106_1.028,405.106,1.028,1168.8386,405.106_1.028,405.106_1.028,1,,,,
405.1177_2.095,405.1177,2.095,2084.2797,405.1177_2.095,405.1177_2.095,1,,,,
405.1191_3.252,405.1191,3.252,2209.5387,Cluster_193.0353_3.249,193.0353_3.249;405.1191_3.252,2,,,,
405.1196_0.54,405.1196,0.54,3013.6666,Cluster_405.1196_0.54,405.1196_0.54;669.2279_0.553,2,,,,
405.1259_0.956,405.1259,0.956,2121.6074,405.1259_0.956,405.1259_0.956,1,,,,
405.1471_3.381,405.1471,3.381,9737.29,405.1471_3.381,405.1471_3.381,1,,,,
405.1761_0.547,405.1761,0.547,51057.4265,405.1761_0.547,405.1761_0.547,1,,,,
405.1761_4.642,405.1761,4.642,41042.182,405.1761_4.642,405.1761_4.642,1,,,,
405.2124_4.811,405.2124,4.811,2086.09315,405.2124_4.811,405.2124_4.811,1,,,,
406.1143_3.661,406.1143,3.661,1173.2205,406.1143_3.661,406.1143_3.661,1,,,,
407.0272_8.433,407.0272,8.433,15699.373,407.0272_8.433,407.0272_8.433,1,,,,
407.0436_0.56,407.0436,0.56,1608.10325,Cluster_503.1919_0.546,407.0436_0.56;423.0387_0.559;453.0492_0.557;467.0644_0.555;497.075_0.553;503.1919_0.546;527.1806_0.565;623.2553_0.552,8,,,,
407.0996_4.018,407.0996,4.018,2986.0499,407.0996_4.018,407.0996_4.018,1,,,,
407.1007_3.863,407.1007,3.863,7567.70675,Cluster_407.1007_3.863,407.1007_3.863;487.0577_3.853;505.0682_3.854,3,,,,
407.1705_0.517,407.1705,0.517,5371.206,407.1705_0.517,407.1705_0.517,1,,,,
407.2794_0.974,407.2794,0.974,3069.7715,407.2794_0.974,407.2794_0.974,1,,,,
408.1502_3.977,408.1502,3.977,4266.0295,408.1502_3.977,408.1502_3.977,1,,,,
409.0712_2.434,409.0712,2.434,13726.977,Cluster_295.0609_2.42,295.0609_2.42;339.068_2.418;383.074_2.432;409.0712_2.434,4,,,,
409.1865_0.518,409.1865,0.518,11482.603,409.1865_0.518,409.1865_0.518,1,,,,
409.2232_0.514,409.2232,0.514,7998.95995,409.2232_0.514,409.2232_0.514,1,,,,
410.0405_3.753,410.0405,3.753,16249.442,410.0405_3.753,410.0405_3.753,1,,,,
410.1275_2.212,410.1275,2.212,5513.1475,410.1275_2.212,410.1275_2.212,1,,,,
410.9459_4.028,410.9459,4.028,501.39495,Cluster_293.0335_4.024,183.0303_4.023;293.0335_4.024;295.0302_4.02;297.0265_4.023;297.0265_4.035;410.9459_4.028;515.1033_4.019;737.1733_4.031,8,,,,
410.9958_4.065,410.9958,4.065,502.13815,Cluster_311.0736_4.073,311.0736_4.073;374.0682_4.077;410.9958_4.065,3,,,,
411.1101_4.192,411.1101,4.192,17078.171,411.1101_4.192,411.1101_4.192,1,,,,
411.1137_1,411.1137,1,1559.9505,411.1137_1,411.1137_1,1,,,,
411.1269_4.179,411.1269,4.179,3604.7672,411.1269_4.179,411.1269_4.179,1,,,,
411.1293_0.569,411.1293,0.569,4477.2723,411.1293_0.569,411.1293_0.569,1,,,,
411.1686_4.114,411.1686,4.114,1357.3026,Cluster_411.1686_4.114,411.1686_4.114;543.2078_4.124,2,,,,
411.1835_0.562,411.1835,0.562,9164.2425,411.1835_0.562,411.1835_0.562,1,,,,
411.2018_0.521,411.2018,0.521,39044.6665,411.2018_0.521,411.2018_0.521,1,,,,
411.2019_3.666,411.2019,3.666,12829.709,411.2019_3.666,411.2019_3.666,1,,,,
412.056_3.624,412.056,3.624,2478.382,Cluster_230.0225_3.623,230.0225_3.623;412.056_3.624,2,,,,
412.1428_0.561,412.1428,0.561,7857.8307,412.1428_0.561,412.1428_0.561,1,,,,
412.9767_1.561,412.9767,1.561,69959.723,Cluster_412.9767_1.561,397.0029_1.561;412.9767_1.561;420.0787_1.574,3,,,,
413.0865_2.436,413.0865,2.436,4891.301,Cluster_327.0724_2.431,327.0724_2.431;413.0865_2.436,2,,,,
413.0893_3.487,413.0893,3.487,1480.84375,Cluster_369.0995_3.487,139.04_3.487;369.0995_3.487;383.1145_3.487;385.0942_3.497;413.0893_3.487,5,,,,
413.1447_4.649,413.1447,4.649,1438.91655,413.1447_4.649,413.1447_4.649,1,,,,
413.163_0.565,413.163,0.565,3626.8551,413.163_0.565,413.163_0.565,1,,,,
413.181_0.52,413.181,0.52,26960.1075,413.181_0.52,413.181_0.52,1,,,,
413.1994_0.57,413.1994,0.57,23023.5655,Cluster_367.1582_0.557,367.1582_0.557;413.1994_0.57,2,,,,
413.2172_0.519,413.2172,0.519,28202.9515,413.2172_0.519,413.2172_0.519,1,,,,
415.0559_3.701,415.0559,3.701,11351.875,415.0559_3.701,415.0559_3.701,1,,,,
415.0559_3.74,415.0559,3.74,13687.715,415.0559_3.74,415.0559_3.74,1,,,,
415.1051_3.468,415.1051,3.468,1741.86055,415.1051_3.468,415.1051_3.468,1,,,,
415.1602_4.918,415.1602,4.918,2430.09045,415.1602_4.918,415.1602_4.918,1,,,,
415.1967_0.519,415.1967,0.519,64251.7695,Cluster_433.2074_0.527,415.1967_0.519;431.1914_0.53;433.2074_0.527,3,,,,
416.1462_3.62,416.1462,3.62,1073.25135,416.1462_3.62,416.1462_3.62,1,,,,
416.1471_0.55,416.1471,0.55,1511.0135,Cluster_326.0827_0.551,326.0827_0.551;360.0443_0.553;416.1471_0.55;472.1406_0.536;486.2136_0.553;500.2273_0.54;512.1913_0.544;518.2031_0.538;529.1605_0.542;636.2416_0.539,10,,,,
416.1471_4.097,416.1471,4.097,501.9268,Cluster_418.1445_4.081,416.1471_4.097;418.1445_4.081,2,,,,
416.9353_1.747,416.9353,1.747,19867.2275,416.9353_1.747,416.9353_1.747,1,,,,
417.0557_5.758,417.0557,5.758,502.13815,Cluster_417.0557_5.758,417.0557_5.758;419.0537_5.774,2,,,,
417.0998_3.083,417.0998,3.083,1174.01755,417.0998_3.083,417.0998_3.083,1,,,,
417.1_0.794,417.1,0.794,501.8263,Cluster_433.1231_0.804,417.1_0.794;433.1231_0.804,2,,,,
417.1191_3.981,417.1191,3.981,1578.80215,417.1191_3.981,417.1191_3.981,1,,,,
417.2121_0.519,417.2121,0.519,87814.225,417.2121_0.519,417.2121_0.519,1,,,,
417.2123_3.159,417.2123,3.159,9637.7895,417.2123_3.159,417.2123_3.159,1,,,,
417.2123_3.2,417.2123,3.2,10284.1715,417.2123_3.2,417.2123_3.2,1,,,,
418.063_1.867,418.063,1.867,10992.118,418.063_1.867,418.063_1.867,1,,,,
418.0986_3.628,418.0986,3.628,1877.75285,418.0986_3.628,418.0986_3.628,1,,,,
418.1022_3.043,418.1022,3.043,752.6266,418.1022_3.043,418.1022_3.043,1,,,,
418.1445_4.081,418.1445,4.081,760.136,Cluster_418.1445_4.081,416.1471_4.097;418.1445_4.081,2,,,,
418.1445_0.549,418.1445,0.549,1354.72305,418.1445_0.549,418.1445_0.549,1,,,,
418.1866_5.933,418.1866,5.933,501.39495,Cluster_457.0951_5.947,381.0803_5.931;418.1866_5.933;427.0858_5.939;457.0951_5.947;839.1826_5.941,5,,,,
419.0537_5.774,419.0537,5.774,501.4977,Cluster_417.0557_5.758,417.0557_5.758;419.0537_5.774,2,,,,
419.0982_3.161,419.0982,3.161,1414.18495,419.0982_3.161,419.0982_3.161,1,,,,
419.0984_0.539,419.0984,0.539,1674.2355,Cluster_323.0227_0.552,323.0227_0.552;403.1035_0.539;419.0984_0.539;715.2794_0.546,4,,,,
419.1191_5.304,419.1191,5.304,501.39495,Cluster_518.1649_5.312,419.1191_5.304;503.0801_5.306;516.1636_5.302;518.1649_5.312;587.0415_5.306;600.1244_5.303;671.0028_5.306;684.0863_5.305,8,,,,
419.1429_3.43,419.1429,3.43,8313.402,419.1429_3.43,419.1429_3.43,1,,,,
419.2277_0.518,419.2277,0.518,28538.0525,419.2277_0.518,419.2277_0.518,1,,,,
420.0787_1.574,420.0787,1.574,62495.01,Cluster_412.9767_1.561,397.0029_1.561;412.9767_1.561;420.0787_1.574,3,,,,
421.0453_1.036,421.0453,1.036,504.17395,421.0453_1.036,421.0453_1.036,1,,,,
421.0596_0.559,421.0596,0.559,3360.4939,Cluster_421.0596_0.559,421.0596_0.559;435.0756_0.552;617.1182_0.559,3,,,,
421.0798_3.886,421.0798,3.886,2154.7274,421.0798_3.886,421.0798_3.886,1,,,,
421.1145_2.311,421.1145,2.311,5040.13435,421.1145_2.311,421.1145_2.311,1,,,,
421.142_3.433,421.142,3.433,17827.5935,421.142_3.433,421.142_3.433,1,,,,
422.0579_1.881,422.0579,1.881,10550.139,422.0579_1.881,422.0579_1.881,1,,,,
422.058_1.714,422.058,1.714,9110.6025,422.058_1.714,422.058_1.714,1,,,,
422.1086_3.515,422.1086,3.515,1499.822,Cluster_249.0072_3.526,249.0072_3.526;422.1086_3.515,2,,,,
422.1276_2.248,422.1276,2.248,5996.76,422.1276_2.248,422.1276_2.248,1,,,,
423.0221_8.465,423.0221,8.465,15658.3185,423.0221_8.465,423.0221_8.465,1,,,,
423.0387_0.559,423.0387,0.559,1552.6736,Cluster_503.1919_0.546,407.0436_0.56;423.0387_0.559;453.0492_0.557;467.0644_0.555;497.075_0.553;503.1919_0.546;527.1806_0.565;623.2553_0.552,8,,,,
423.0586_7.921,423.0586,7.921,12504.446,Cluster_423.0586_7.921,223.0458_7.935;423.0586_7.921;455.0846_7.922,3,,,,
423.1429_0.54,423.1429,0.54,5598.8825,423.1429_0.54,423.1429_0.54,1,,,,
423.1472_0.555,423.1472,0.555,7076.33,423.1472_0.555,423.1472_0.555,1,,,,
423.2739_0.505,423.2739,0.505,4736.6052,Cluster_423.2739_0.505,423.2739_0.505;425.29_0.501;441.2848_0.506,3,,,,
424.0372_1.749,424.0372,1.749,18590.8015,424.0372_1.749,424.0372_1.749,1,,,,
424.0564_3.444,424.0564,3.444,6191.8203,424.0564_3.444,424.0564_3.444,1,,,,
424.0647_4.022,424.0647,4.022,501.7871,Cluster_551.1172_4.021,424.0647_4.022;551.1172_4.021,2,,,,
424.1437_0.564,424.1437,0.564,6728.0833,424.1437_0.564,424.1437_0.564,1,,,,
425.0113_3.835,425.0113,3.835,37692.8235,Cluster_213.9979_3.83,213.9979_3.83;214.0064_3.828;291.9588_3.83;327.0439_3.836;425.0113_3.835,5,,,,
425.0374_8.429,425.0374,8.429,4922.91885,425.0374_8.429,425.0374_8.429,1,,,,
425.0401_3.52,425.0401,3.52,4338.7019,425.0401_3.52,425.0401_3.52,1,,,,
425.1051_2.345,425.1051,2.345,3172.63695,Cluster_469.1127_2.353,383.1149_2.356;425.1051_2.345;469.1127_2.353,3,,,,
425.1117_3.872,425.1117,3.872,20018.2975,425.1117_3.872,425.1117_3.872,1,,,,
425.1127_0.56,425.1127,0.56,22228.8415,Cluster_425.1127_0.56,395.1025_0.559;425.1127_0.56,2,,,,
425.1157_3.412,425.1157,3.412,5336.083,425.1157_3.412,425.1157_3.412,1,,,,
425.1445_3.761,425.1445,3.761,4586.1545,425.1445_3.761,425.1445_3.761,1,,,,
425.181_0.529,425.181,0.529,17387.0545,425.181_0.529,425.181_0.529,1,,,,
425.2133_5.414,425.2133,5.414,2718.4649,425.2133_5.414,425.2133_5.414,1,,,,
425.29_0.501,425.29,0.501,4340.66565,Cluster_423.2739_0.505,423.2739_0.505;425.29_0.501;441.2848_0.506,3,,,,
426.1589_0.567,426.1589,0.567,10977.95,426.1589_0.567,426.1589_0.567,1,,,,
427.0568_3.396,427.0568,3.396,13454.8475,427.0568_3.396,427.0568_3.396,1,,,,
427.0643_5.369,427.0643,5.369,503.2669,427.0643_5.369,427.0643_5.369,1,,,,
427.0695_3.454,427.0695,3.454,2707.86985,Cluster_427.0695_3.454,427.0695_3.454;433.0952_3.463;447.1106_3.45;609.1639_3.456,4,,,,
427.0857_5.802,427.0857,5.802,501.4977,Cluster_427.0857_5.802,427.0857_5.802;495.0728_5.806;517.0545_5.81;563.0599_5.805;585.042_5.815;631.0476_5.808;763.167_5.818;809.1729_5.808;831.1537_5.806;899.1417_5.804,10,,,,
427.0858_5.939,427.0858,5.939,501.4977,Cluster_457.0951_5.947,381.0803_5.931;418.1866_5.933;427.0858_5.939;457.0951_5.947;839.1826_5.941,5,,,,
427.1393_2.402,427.1393,2.402,3935.5114,427.1393_2.402,427.1393_2.402,1,,,,
427.178_0.573,427.178,0.573,9800.482,427.178_0.573,427.178_0.573,1,,,,
427.1828_1.023,427.1828,1.023,2777.17475,Cluster_427.1828_1.023,331.1056_1.022;427.1828_1.023,2,,,,
427.1967_0.523,427.1967,0.523,39723.8165,427.1967_0.523,427.1967_0.523,1,,,,
427.1967_4.119,427.1967,4.119,6596.43775,427.1967_4.119,427.1967_4.119,1,,,,
427.2136_0.542,427.2136,0.542,8300.7625,427.2136_0.542,427.2136_0.542,1,,,,
427.2868_2.306,427.2868,2.306,8812.7675,Cluster_455.318_2.305,257.0459_2.303;427.2868_2.306;455.318_2.305,3,,,,
428.9925_2.008,428.9925,2.008,3811.7293,Cluster_444.9665_2.007,428.9925_2.008;444.9665_2.007;452.0686_1.995,3,,,,
429.0379_2.569,429.0379,2.569,34192.295,Cluster_429.0379_2.569,429.0379_2.569;498.0447_2.57,2,,,,
429.072_0.525,429.072,0.525,8309.3547,429.072_0.525,429.072_0.525,1,,,,
429.1572_3.915,429.1572,3.915,12579.219,429.1572_3.915,429.1572_3.915,1,,,,
429.1759_0.524,429.1759,0.524,32683.768,Cluster_429.1759_0.524,385.1497_0.527;429.1759_0.524,2,,,,
429.1931_2.274,429.1931,2.274,10098.9365,429.1931_2.274,429.1931_2.274,1,,,,
429.1931_2.307,429.1931,2.307,10098.9365,429.1931_2.307,429.1931_2.307,1,,,,
429.2122_0.521,429.2122,0.521,34508.4715,429.2122_0.521,429.2122_0.521,1,,,,
431.1156_2.347,431.1156,2.347,3895.625,431.1156_2.347,431.1156_2.347,1,,,,
431.1161_1.301,431.1161,1.301,501.39495,431.1161_1.301,431.1161_1.301,1,,,,
431.1163_0.545,431.1163,0.545,1567.3632,431.1163_0.545,431.1163_0.545,1,,,,
431.1165_2.279,431.1165,2.279,3348.06065,Cluster_431.1165_2.279,431.1165_2.279;433.1203_2.274,2,,,,
431.1183_0.764,431.1183,0.764,505.0133,Cluster_431.1183_0.764,431.1183_0.764;432.1206_0.774,2,,,,
431.1914_0.53,431.1914,0.53,41225.4885,Cluster_433.2074_0.527,415.1967_0.519;431.1914_0.53;433.2074_0.527,3,,,,
431.2275_0.521,431.2275,0.521,33530.535,431.2275_0.521,431.2275_0.521,1,,,,
432.0841_5.875,432.0841,5.875,501.3526,Cluster_432.0841_5.875,386.079_5.864;432.0841_5.875;454.0661_5.875;522.0537_5.872;590.0409_5.877;658.0274_5.87;726.0152_5.874,7,,,,
432.1206_0.774,432.1206,0.774,501.98635,Cluster_431.1183_0.764,431.1183_0.764;432.1206_0.774,2,,,,
432.1237_4.381,432.1237,4.381,502.59725,432.1237_4.381,432.1237_4.381,1,,,,
432.1425_4.299,432.1425,4.299,2853.89305,432.1425_4.299,432.1425_4.299,1,,,,
