mz_rt,row ID,6101_U4_C18POS_14,6110_U2_C18POS_34,6104_U2_C18POS_19,6109_U4_C18POS_22,6111_U1_C18POS_51,6110_U3_C18POS_45,6105_U1_C18POS_43,6111_U4_C18POS_42,6113_U2_C18POS_31,6105_U2_C18POS_40,6109_U1_C18POS_58,6113_U4_C18POS_62,6102_U1_C18POS_26_1,6102_U2_C18POS_16,6105_U4_C18POS_47,6105_U3_C18POS_39,6111_U2_C18POS_35,6103_U4_C18POS_53,6102_U3_C18POS_48,6102_U4_C18POS_50,6104_U4_C18POS_12,6101_U1_C18POS_59,6103_U3_C18POS_61,6108_U2_C18POS_27_1,6103_U2_C18POS_60,6101_U2_C18POS_30,6112_U2_C18POS_37,6113_U1_C18POS_24,6108_U4_C18POS_18,6104_U1_C18POS_55,6113_U3_C18POS_15,6101_U3_C18POS_29_1,6106_U3_C18POS_20,6106_U2_C18POS_46,6108_U1_C18POS_44,6111_U3_C18POS_54,6112_U4_C18POS_63,6109_U3_C18POS_52,6110_U1_C18POS_11,6110_U4_C18POS_start-10,6112_U3_C18POS_56,6108_U3_C18POS_28_1,6103_U1_C18POS_21,6106_U1_C18POS_23,6109_U2_C18POS_13,6106_U4_C18POS_36,6112_U1_C18POS_38,PooledQC6_C18POS_17,PooledQC11_C18POS_57,PooledQC9_C18POS_41,6104_U3_C18POS_32,PooledQC10_C18POS_49,PooledQC12_C18POS_64,PrerunPooledQC5tryagain-addednew3_C18POS_14_1,PooledQC8_C18POS_33,PooledQC7_C18POS_25,...63
177.1123_4.741,5145,2381.6436,2802.1047,11723.541,5977.1094,2737.8267,2718.3967,6804.5034,2464.4272,7306.995,9191.406,3368.1323,3546.6455,5140.376,4049.5007,2811.5134,5356.753,4687.5166,3614.5122,3598.498,5082.565,22836.31,4884.9346,3239.7734,5970.309,4021.9072,3529.9758,18788.639,10321.991,10247.409,8435.147,4424.579,3270.3457,3775.22,2497.08,5574.5835,5234.1475,40259.637,7491.7383,6658,3346.2893,996919.1,9846.0205,6925.2554,5599.1406,5244.9565,2608.5715,9740.697,45977.426,46113.555,47998.52,11699.194,48153.496,50310.8,44981.11,47705.54,45854.004,NA
176.0707_4.755,5167,52632.11,35771.01,64337.32,12504.206,10507.759,15304.129,32324.363,12193.6,25185.287,23871.895,30239.955,19539.05,17447.629,18108.236,51298.273,46202.668,9313.639,24768.252,25176.852,37385.05,47200.668,28619.172,19186.209,49575.316,64810.742,30281.566,29783.996,4912.137,8817.596,42540.332,7731.3477,29156.809,6354.1133,6795.712,15339.365,8283.329,21722.93,15351.971,14184.156,11998.896,31670,24503.541,37179.957,5586.2314,32774.19,3317.7817,30504.115,28218.383,26566.965,27431.744,50225.47,29463.098,27070.652,28414.92,27807.592,29473.732,NA
466.2058_4.763,5175,5731.3813,4712.3994,4512.1294,1587.3723,2164.4292,8864.309,4914.063,3184.0068,35886.637,2939.509,1678.9282,19677.023,2722.7502,3022.9827,2356.6487,3362.0989,1506.6721,6341.1387,3098.1323,2648.0754,2685.6182,11245.207,8787.593,2289.2202,11825.968,7972.9644,NA,40940.59,13097.182,2601.687,95142.336,9677.436,4244.376,1990.2521,4093.1978,1894.6948,1293.1111,1072.6466,20836.803,11739.249,2244.6736,9070.973,15487.019,6446.287,1200.6981,3863.0208,1374.6696,8812.447,8032.995,9167.855,13150.199,9538.479,8293,7392.234,8503.018,8043.352,NA
222.1126_4.749,5189,11754.482,2262.609,1684.0322,3712.2393,3727.0222,2577.9639,2741.6,2499.5645,3920.1309,321424.34,2826.4934,3821.1934,2218.2244,12290.071,3423.3774,3762.984,2749.4707,3470.56,514713.75,17950.121,4783.2764,2615.0542,4592.562,5106.166,6547.0547,6285.2754,2413.3062,5941.693,3265.6853,2545.7559,4214.3804,7522.667,2974.4807,2579.654,3516.218,3401.7683,2568.3743,3926.8103,3239.3403,2354.7605,1943.4377,2731.3499,8003.1084,4165.4,2718.939,2602.061,2618.324,23261.188,23961.672,24916.223,2545.6868,26161.506,23593.896,20727.29,22910.137,26586.15,NA
245.0798_4.776,5190,NA,NA,NA,NA,1210.0076,1418.0673,2814.3347,2645.0945,1563.2529,65484.258,1590.9061,1587.622,1091.455,1876.428,3494.5337,9378.789,1834.8737,1489.6753,1048.9723,1335.939,NA,NA,1388.2406,1028.8398,1202.921,NA,2890.2507,1441.6436,NA,1112.2985,1088.7426,NA,2840.43,2786.152,1212.2079,1115.4662,1141.5377,1447.4028,1415.9592,NA,1207.3499,1470.7439,1516.5782,2463.752,1210.845,3106.028,NA,3039.5918,2881.1177,2458.9773,NA,3574.2368,3891.812,2950.3364,3788.4265,3696.0662,NA
256.1666_4.784,5193,NA,1790.1633,NA,1341.7694,1405.099,1260.9335,NA,1247.7338,1241.5194,1208.3086,1133.0353,NA,1236.8502,1103.0831,1437.3142,1502.2545,1224.3215,1783.4087,1350.6835,2449.6687,NA,1137.984,1391.253,NA,2361.3674,1044.0763,1008.7049,1627.3718,1146.5806,1251.4711,1449.5168,1506.4902,31354.125,10077.991,NA,1518,1156.852,1286.094,1588.9344,1070.3497,1558.5519,1418.4012,1341.1399,18045.562,NA,33404.168,1218.8107,4386.967,3318.693,2541.3574,1541.1332,3003.5986,3222.7666,3505.1965,3401.409,3299.292,NA
358.2585_4.768,5204,4521.69,5289.023,8560.722,8723.981,10718.037,7137.254,8419.438,5562.143,7417.4766,8964.866,9439.9,6177.6377,11192.042,3801.3022,6105.49,6976.0864,7550.1035,10571.817,5456.071,5481.7676,18571.912,6267.2046,21422.875,10108.898,24691.223,4466.145,5603.4673,26614.393,6457.136,14433.582,6545.639,6620.007,5337.5654,3254.1704,8279.372,7177.489,4346.079,10089.063,9588.5205,6420.507,7100.2627,8541.929,13399.257,9963.8545,8005.6626,5801.286,6758.776,6731.889,6984.4854,5624.3516,11974.002,8275.911,9892.899,8092.187,7076.622,7640.1245,NA
366.1181_4.8,5209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28256.889,NA,NA,NA,NA,NA,NA,NA,NA,NA,14552.655,NA,NA,1205.7657,31843.613,NA,NA,NA,1132.263,NA,19934.793,3618.0405,3560.1677,4534.3335,NA,3494.6616,3454.143,3482.9233,4627.5996,4392.935,NA
270.183_4.814,5232,1127.9929,NA,1425.9479,1013.35596,1056.7284,1179.0809,NA,NA,1414.2025,NA,1099.7134,1433.9724,NA,1238.6807,1194.1863,NA,2462.9097,1187.7292,NA,1121.2576,1354.5149,1043.0027,NA,1093.1664,NA,NA,NA,1290.635,1213.7474,NA,1702.0282,1118.6863,591097.25,195895.94,1408.7872,1147.7069,NA,1465.9169,1468.6068,1009.49176,NA,1052.2571,1243.3793,367594.5,1043.6279,524017.44,1123.6,48378.285,45047.9,47524.367,NA,51054.65,50504.875,46140.01,46197.105,48139.203,NA
501.2038_4.801,5234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080.1626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1348.0167,NA,281127.3,NA,1075.8839,NA,NA,NA,1073.1588,1119.233,NA,1338.8662,202150.66,NA,NA,NA,237412.1,NA,1060.1882,NA,NA,NA,326225.16,30745.746,30741.443,28526.682,NA,30413.44,33061.668,26521.703,28998.139,28700.373,NA
288.2168_4.83,5248,28812.414,38240.023,36084.812,50994.453,112664.06,103549.914,109858.32,70389.08,20635.71,90175.94,69702.766,20593.838,85987.76,72580.945,88136.98,97297.2,78086.01,37492.082,94898.875,84884.5,34133.51,39985.316,67030.484,45130.88,97576.59,30620.201,24971.36,20941.297,60906.49,43686.273,20403.666,48364.1,21690.645,17527.451,49603.266,80312.82,37327,46260.703,81331.34,89137.94,35502.42,57751.625,54262.66,53288.836,33419.69,18948.258,26973.756,43799.445,40338.94,44864.9,31564.479,51491.96,47489.582,44689.215,44845.59,43759.344,NA
330.2275_4.829,5251,50838.637,63649.05,101522.4,139567.27,94557.56,125079.28,109057.53,81283.24,102745.24,138705.06,102681.43,91610.266,96847.61,84202.1,83111.57,88569.016,77969.23,78426.266,123437.664,121458.84,219322.4,104880.31,125149.91,162518.19,177806.28,93094.914,57773.316,150784.53,93432.945,217089.4,96604.734,114803.2,82590.4,30682.908,108922.586,84841.05,60002.4,150645.03,203501.02,126212.46,81465.3,162914.1,127048.77,127580.06,82662.58,53116.24,89246.58,86316.28,77915.375,83906.15,92816.87,89770.16,88064.56,84220.79,80149.805,81556.164,NA
356.2429_4.821,5257,2662.2747,6339.32,13916.007,4247.115,20041.117,5595.881,9340.052,6153.442,3338.2515,8796.011,4705.7036,3426.427,21412.05,2379.567,6391.0024,10407.03,9177.082,15721.363,3879.658,3681.6611,30303.857,3294.7102,76825.984,4113.1626,72072.72,2146.3782,5043.154,8186.225,3224.199,20513.648,4267.859,3084.4453,3924.865,2445.9065,3680.9778,7691.4736,9225.148,5286.3374,5846.424,6754.8228,5901.7036,4426.3306,23446.36,5112.931,3568.9312,3502.694,4917.0894,7598.5576,8157.809,6495.375,27590.998,8553.115,8925.409,7122.293,8256.337,7273.924,NA
432.3465_4.852,5260,12989.987,10771.371,35127.324,1495.418,NA,3134.618,1773.7216,NA,13245.72,2954.2583,3404.8318,14833.262,1731.4054,3185.7283,2001.1487,1247.0005,NA,2392.4207,3813.8608,4882.1807,33580.582,2010.2667,2622.6113,5645.6885,3453.0347,4858.542,1112.9055,11216.001,13388.3,23312.762,5513.5874,4774.156,1116,NA,1353.9724,NA,NA,3468.736,30137.578,9255.332,1034.2515,12109.092,2135.4927,NA,1159.0583,1154.7152,NA,4073.7517,3847.1738,5862.5557,18412.584,5383.5835,4979.0625,4322,4309.3906,3710.9395,NA
400.269_4.886,5289,20390.936,7798.4937,10929.504,13409.93,23233.764,13311.025,12721.311,18108.254,11746.79,20548.736,6701.4014,13392.832,18807.451,29277.115,11812.695,16130.131,20341.271,11397.349,25288.99,37782.2,21371.127,16342.883,17826.47,12114.945,15435.646,12224.258,6056.0747,32830.35,44280.086,20128.115,13224.309,23482.715,3359.4065,2223.4368,23803.754,17703.895,10132.679,7716.9478,27590.096,20068.014,9876.253,36398.88,9616.575,12824.27,10590.58,5417.9473,12775.297,12105.087,10400.681,11040.74,10138.05,16545.658,14638.649,12275.383,12194.881,12474.21,NA
234.1122_4.883,5294,12713.6455,50813.95,13295.737,11693.207,NA,1254.8378,NA,4541.981,2534.3882,4700.335,NA,2721.2021,NA,5637.2935,27094.473,1710.4067,16317.447,19328.668,1027.1008,14647.249,4947.6367,1358.5806,1344.0392,5434.9976,12973.115,5444.0244,1379.1997,1771.7603,22483.137,NA,NA,1144.9873,NA,13200.906,NA,NA,10017.6045,1147.1666,1818.1771,5750.233,8562.816,2032.6218,1393.6565,NA,15918.08,2359.56,1109.1333,5779.601,5590.458,4822.336,1582.7778,6627.991,7180.873,5082.112,5403.5894,5205,NA
402.2845_4.888,5299,4219.2314,15284.681,7425.8276,15336.874,10729.608,21422.768,10939.432,10120.928,9750.927,39101.184,13814.16,9005.234,3894.5564,6718.3306,9157.965,21157.54,20136.672,9553.421,5216.435,11498.358,13311.551,7094.178,11590.129,18175.736,13904.647,10125.11,4445.5215,18798.156,13138.254,21072.223,7350.123,8892,3279.7905,2405.5188,22677.646,9536.307,5352.9717,7807.2393,34640.766,12216.663,10934.081,20466.975,15856.688,4987.8843,10435.975,4602.51,8631.714,8439.637,7659.049,7605.16,10432.825,8831.864,9272.434,7074.335,8161.337,7889.9937,NA
435.1282_4.891,5302,NA,NA,NA,96668.13,NA,NA,NA,37018.55,NA,30195.416,NA,16614.164,NA,85971.625,NA,NA,NA,NA,NA,NA,43985.633,NA,NA,33231,113072.46,126054.055,9450.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2610.3665,NA,27085.352,NA,2335.1003,NA,NA,NA,45500.06,4543.9727,17724.252,18601.898,15467.545,NA,18058.979,19300.031,16883.045,17877.902,17030.117,NA
272.2044_4.93,5309,1903.4895,1569.2051,1227.6155,2855.349,2872.6677,1482.5927,2680.8235,2470.4446,1383.4324,3007.0127,2336.2612,1095.0334,1750.9507,2142.5894,19289.773,1703.3867,236682.05,2850.9192,3570.5154000000002,3067.9363,1659.3566,1878.238,1656.455,NA,2121.3364,3042.7688,4999.375,4020.178,1992.5648,1083.3667,NA,1710.4515,9355753,5442150,2930.5156,2703.6204,1058.1608,2021.703,1455.8832,3195.0034,1842.5208,1835.0123,6542.198,9011080,3072.4363,6939783,2178.203,4707210,4720383,4609679,1438.2871,5188840,5140150.5,4591017,4724519.5,4657717.5,NA
551.3391_4.915,5317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95765.85,46284.805,NA,NA,NA,NA,NA,NA,NA,NA,NA,52356.65,NA,59677.21,NA,3130.188,3567.4468,3451.5017,NA,3736.7065,3673.834,3211.5112,3587.6777,3866.4375,NA
322.2005_4.899,5318,2630.22,3265.8577,1574.1018,2372.9219,2536.4766,1895.1222,2766.4343,2414.575,4051.4446,2005.2438,2524.6401,3204.9639,2134.1199,2109.7341,7653.2134,9574.69,2449.3274,16190.374,2476.4275,2551.0417,2103.7202,2117.3364,4346.4595,2452.903,4159.259,1895.7174,3492.858,3693.28,1732.5265,2044.5513,2294.8457,4906.8403,1298.2465,1157.0625,2041.5872,3283.2056,3575.4424,2902.9658,4507.2603,2309.0476,4462.1353,5321.5024,4452.685,2029.298,4218.89,1278.6705,3633.651,2125.1204,1947.1635,2099.8281,1987.5463,2785.508,2587.167,1741.5942,2709.6655,1977.5919,NA
553.3379_4.913,5319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35453.36,16558.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,19064.994,NA,20737.387,NA,1768.3973,1277.5005,1748.6577,NA,1988.2606,2100.5833,1343.2037,1502.8784,1878.025,NA
259.2223_4.913,5326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86169.13,39602.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,34835.758,NA,75552.945,NA,9203.742,9342.352,9607.44,NA,11623.1875,11856.41,9079.33,9064.8,8736.269,NA
258.1834_4.934,5330,2111.3872,1323.4502,2004.4689,1706.3906,1315.3522,1953.3945,1535.3063,1362.4819,1372.0801,1847.0066,2950.8765,1156.3674,NA,1814.0961,5184.542,1729.7388,84042.625,1740.5919,1549.962,1706.091,1469.4005,1257.4495,1809.8304,1954.0702000000001,1476.0402,1440.3855,1719.0533,1898.5732,1904.8711,1210.1085,1252.2814,1824.876,7089159,4640780.5,1728.829,1440.1322,1933.3168,1644.2017,1446.9845,1743.0037,1355.5074,1611.8445,2250.299,6137135,1130.6132,6637174,1287.2937,1121525.4,1130802.5,1172132.1,1032.3342,1416514.9,1469176,1134600.2,1145552.9,1140201.9,NA
567.3536_4.922,5333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30750.76,22284.389,1732.5099,NA,NA,NA,NA,NA,NA,NA,NA,25591.895,NA,29650.963,NA,8468.008,8180.8257,9292.046,NA,9232.031,8680.07,8392.556,9669.005,9184.889,NA
565.355_4.917,5336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81635.58,61201.645,NA,NA,NA,NA,NA,NA,NA,NA,NA,65852.69,NA,77129.164,NA,22707.969,21478.643,21301.775,NA,22757.32,24232.373,21718.426,21581.248,22061.426,NA
450.2125_4.913,5340,NA,NA,1183.191,NA,1244.8984,NA,NA,1141.1665,NA,NA,NA,1224.3793,1042.8962,NA,1342.4415,1044.2543,1065.6565,1238.5923,NA,NA,NA,1028.6934,NA,NA,1236.0132,1325.2544,NA,1344.2922,1577.2905,NA,1501.0717,1050.0449,124311.43,43707.586,1568.5511,1195.2025,NA,NA,1331.0494,NA,NA,NA,1115.1362,109712.1,NA,137416.8,NA,16213.342,15610.223,15220.281,NA,16490.29,16698.773,14614.614,16464.049,15117.617,NA
312.2522_4.925,5346,33597.516,1985.0405,24404.695,1892.6997,2419.0403,12068.609,7227,1398.8185,2722.1,1916.616,4638.1562,2028.5946,3053.8452,7855.7954,2949.059,1636.8054,1055.3523,28016.691,5318.7925,32920.555,2395.3022,15238.811,8611.806,4855.863,21433.553,17398.564,1583.531,30607.787,9242.538,6883.4463,13742.421,3251.667,1740.3368,NA,15479.686,6954.7466,4277.921,34993.336,3742.0828,2584.9922,2189.1094,3422.5215,6062.2085,29579.424,34937.48,NA,24849.117,7688.9766,7493.6562,7367.568,34582.363,9352.895,9036.631,7285.807,7258.5386,7765.819,NA
331.2276_4.919,5348,25503.152,21481.98,25366.236,37399.71,30631.615,25539.39,31238.248,30827.014,12839.766,34111.38,46030.86,10341.262,40057.082,33878.695,25432.2,29800.336,34502.34,11950.007,35706.25,29345.045,25155.12,34819.887,37918.19,19951.633,19859.629,27598.861,30342.64,16971.6,32370.814,25676.377,12940.239,29690.34,19030.625,8706.668,39530.613,38987.89,25627.572,40648.605,29992.137,22758.346,30003.559,32618.662,31585.297,26986.81,37001.258,14105.249,28379.24,25731.154,27747.842,26818.832,18381.371,26602.531,25515.557,27170.676,25890.707,27154.742,NA
416.3152_4.924,5356,5497.877,2538.5889,2559.2253,1776.358,NA,1226.8805,4063.2627,NA,2456.2258,5461.0728,7124.515,2542.6272,7602.9946,8392.999,5674.2246,4006.798,NA,12529.933,6142.936,7283.567,2565.5105,3456.4934,19276.129,15713.074,26269.006,8051.5493,3168.7043,1493.0831,21612.127,3133.7444,3009.4312,6562.145,NA,NA,3425.355,NA,2732.3313,2988.868,1409.2273,1214.0864,1791.9901,19143.727,13806.753,NA,1960.3594,NA,1914.1837,4257.858,3217.1094,3627.643,2643.031,4884.816,3967.3506,4436.001,3617.9429,4079.8306,NA
366.2039_4.917,5357,1220.4615,1540.5437,13255.338,2051.6145,2369.53,9015.498,26615.283,6452.8174,26122.838,5782.3564,16444.127,14310.337,2929.5417,1616.812,5202.0254,6314.7144,3812.1248,4621.9097,2591.9575,1748.6649,6812.97,3261.68,13866.8125,2852.8296,2739.361,2017.0667,1708.1406,12036.592,3349.7273,3184.4922,2444.6025,2279.0889,1109.8944,1516.7014,3314.4485,7113.0454,6641.118,9801.116,4381.2534,2068.2131,5908.1934,2755.9167,1997.2422,3033.6191,1998.8176,NA,2080.3025,3792.1392,3400.2454,3603.7441,6368.098,3945.0073,3571.059,3502.5354,3409.0994,3363.9148,NA
312.2166_4.927,5358,1111225.5,50130.08,491160.9,48306.566,62530.773,270999.66,187765.31,34152.97,60337.316,47151.6,125283.65,48971.19,70301.695,189483.34,77997.12,39749.125,30621.86,532808.3,137554.72,628918.5,37115.76,327888.44,188960.95,126180.19,434021.38,344103.62,18536.775,575212.06,205785.44,185282.27,289150.4,86840.086,47519,20980.785,315221.28,190170.9,101932.305,1425307.6,95971.47,48721.94,46317.332,100195.64,168558.98,687518.3,1252436.2,17952.926,728033.56,188378.02,178054.23,185837.67,790562.1,214116.84,222236.72,188769.61,187694.4,186829.08,NA
308.1854_4.932,5365,33215.945,48798.89,45149.082,12444.101,10265.126,64955.2,34088.586,10808.683,27362.955,21619.242,18858.418,35079.035,18794.355,29488.45,27147.701,22131.88,10276.311,318662.4,17864.188,18404.557,12560.847,20429.291,30448.46,12283.963,46698.54,73173.016,46391.133,86833.805,20630.902,144982.5,53827.336,32100.477,19449.385,17694.842,21235.371,20597.01,28068.34,16155.0205,94115.336,53997.395,NA,605692.6,142302.55,34605.25,24024.32,17377.205,35882.64,34084.46,34456.42,32083.947,14527.045,37147.566,37016.21,36313.56,34788.496,32343.148,NA
468.2225_4.941,5375,NA,2781.724,4368.662,4521.7427,3180.6077,4350.692,NA,2340.405,26760.066,1021.5326,3761.8936,38753.562,5576.8833,11536.492,NA,NA,1214.0474,NA,17664.125,11780.623,5903.4653,1438.984,1250.7491,2419.357,NA,1518.6667,2932.382,16580.443,11602.803,8266.208,71295.88,1102.9836,1095.3384,NA,4247.28,1501.057,3024.9124,NA,11709.434,5972.164,8202.699,7289.1655,1320.5021,1344.0347,2594.9797,NA,2862.64,5041.5776,5648.346,5596.015,4923.5894,7137.3555,6352.184,5692.2715,5161.362,5889.3477,NA
274.2046_4.933,5383,1990.6565,1140.537,1764.276,1707.1482,1317.9818,1298.0878,1777.9684,1627.7186,1212.1442,2111.1716,1230.677,1166.5663,1321.4395,2373.0024,1834.2885,1193.5483,8415.902,NA,1250.0177,1562.5673,1743.7561,1338.4462,1301.6295,1526.4825,1966.34,1772.0764,1060.1729,1472.2355,1344.0321,1462.5538,1491.8527,1481.9609,370848.22,240681.06,1413.6471,1764.0354,1343.7112,1243.3893,1330.2896,1125.625,NA,1438.916,1770.7485,318643.12,1196.2114,357831.78,NA,88344.75,89448.04,86137.36,NA,109390.17,112081.67,86584.49,87900.64,83130.055,NA
273.2055_4.957,5386,NA,NA,NA,1361.6443,NA,NA,1569.7832,1032.9221,NA,NA,NA,NA,NA,NA,5171.3936,NA,51842.812,1132.8759,1075.6052,1448.3347,NA,1130.7825,NA,NA,1033.1112,1355.7178,1732.8302,1492.9448,1215.5332,1078.126,NA,NA,4311417.5,2974028.2,1084.0414,1340.3816,NA,NA,NA,1272.9209,NA,1037.0302,2312.7285,3863852.8,1062.7476,4192068.2,1062.9465,808213.25,777069.06,758692,NA,1015313.2,998105.7,761045.7,807942.3,806147.25,NA
272.2382_4.968,5394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10513.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81714.41,85974.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,91658.76,NA,89533.85,NA,112249.68,119872,115193.68,NA,99486.6,109765.75,121539.69,121684.23,112804.75,NA
475.2467_4.955,5399,5732.2456,13061.216,17299.34,27131.13,8649.347,25179.32,6736.9673,9229.892,6598.5015,11134.784,17819.951,6317.2007,18549.127,13404.314,4242.8003,6157.8535,14369.021,18994.021,14715.413,17783.166,66682.34,13300.296,35403.473,32693.344,84000.9,10071.2295,22922.652,33720.348,36096.42,51903.61,9470.335,8302.001,4882.6035,1860.4241,37964.13,7898.021,6767.4546,22686.451,27304.977,18836.44,18057.8,38832.4,61398,5637.697,18723.508,9074.064,15340.675,15307.365,17065.164,15104.078,35488.81,15419.594,14562.787,13031.731,13564.756,15888.273,NA
606.3893_4.961,5406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58351.44,45281.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,98128.98,NA,61549.492,NA,22922.176,22629.223,22298.117,NA,40742.387,39746.188,26929.518,24412.338,20619.86,NA
579.3713_4.958,5412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1060.6693,NA,2642.1362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,767028.5,517000.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,665422.5,NA,656663.8,NA,207982.83,210891.98,200652.42,NA,247409.66,246803.19,201511.22,203619.9,204814.72,NA
579.4182_4.965,5413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39747.15,26077.953,NA,NA,NA,NA,NA,NA,NA,NA,NA,33778.67,NA,33875.89,NA,11768.667,10337.938,9509.721,NA,12519.528,12860.376,11316.151,10271.513,10940.312,NA
581.3697_4.966,5414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1486.4089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245148.45,179166.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,216469.48,NA,215953.94,NA,86181.59,83120.086,81034.96,NA,97302.625,96883.695,80569.64,82919.914,85808.69,NA
272.2049_4.967,5417,1903.4895,1716.6572,1722.6418,2855.349,2872.6677,1583.1892,2680.8235,2470.4446,1574.0156,3007.0127,2336.2612,1491.4623,1590.7462,2416.1128,19289.773,1703.3867,236682.05,2850.9192,3570.5154000000002,3067.9363,1865.5807,1984.7368,1656.455,NA,2121.3364,3042.7688,4999.375,2782.5952,1992.5648,NA,NA,1924.9779,9355753,8067940.5,2930.5156,2703.6204,1210.5823,2021.703,1849.5461,3195.0034,1842.5208,1835.0123,6542.198,9011080,2653.4033,9462395,1970.3889,4707210,4720383,4609679,1438.2871,5188840,5140150.5,4591017,4724519.5,4657717.5,NA
273.2384_4.97,5429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988.5416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125062.4,27937.955,NA,NA,NA,NA,NA,NA,NA,NA,NA,32867.79,NA,42557.746,NA,45704.035,36527.3,37617.297,NA,45264.88,41843.734,35389.004,45032.758,36506.45,NA
464.1911_4.995,5445,51542.473,20427.492,64991.438,24369.268,33902.906,28062.365,57950.71,28775.975,67867.04,18225.922,22771.604,85486.945,54994.758,37256.83,40355.555,33255.26,14241.496,36276.547,60752.793,29719.463,62098.434,85028.72,55395.84,7301.0044,50175.637,62494.785,4627.8975,148333,64793.047,88390.76,191331.98,53944.406,16173.494,4396.4473,9107.569,17054.64,5997.8325,4458.02,53387.555,35550.566,21780.928,28763.303,63039.258,31696.268,12064.444,4881.875,12377.827,43543.31,40128.28,43655.45,120351.75,45110.46,42819.598,43180.44,44346.59,46765.707,NA
242.1504_4.993,5453,2407.4695,NA,1149.0729,1668.677,2047.4453,1243.2532,1134.7622,1809.0012,3013.6672,1528.7869,1428.3951,1388.8441,1713.7655,1515.3104,4755.0083,1881.1697,1296.1207,1918.4149,1363.8116,1019.1456,NA,NA,1899.264,1031.4215,1816.6105,71077.055,1290.5446,1039.24,1297.7203,1660.6117,NA,1015.9601,1173.3435,NA,NA,1328.426,NA,NA,1031.779,NA,1591.8843,1240.5587,1839.3424,1105.579,1646.896,1291.6754,1214.4585,1935.8282,1909.1527,1673.729,NA,2524.6458,2553.339,1885.7723,2069.1748,2213.773,NA
301.22_5.005,5454,51367.715,36003.754,63370.07,30854.17,75941.125,70106.445,59047.6,47514.266,52680.684,52071.03,54598.535,59812.195,49475.004,45588.32,51953.504,47719.516,64170.156,78348.14,49865.035,50819.09,54763.227,47258.383,100896.586,36720.223,123404.266,41824.355,185788.94,85413.4,47128.34,48567.395,44241.33,61678.79,12604.184,13345.287,45556.812,57616.49,197531.55,36798.793,112324.81,56391.11,303672.8,54645.277,86141.83,27444.523,33777.773,15661.71,191226.1,63549.453,61970.61,64212.004,47198.586,82013.37,75992,56166.734,63547.508,64015.844,NA
