mz_rt,row ID,6101_U4_C18POS_14,6110_U2_C18POS_34,6104_U2_C18POS_19,6109_U4_C18POS_22,6111_U1_C18POS_51,6110_U3_C18POS_45,6105_U1_C18POS_43,6111_U4_C18POS_42,6113_U2_C18POS_31,6105_U2_C18POS_40,6109_U1_C18POS_58,6113_U4_C18POS_62,6102_U1_C18POS_26_1,6102_U2_C18POS_16,6105_U4_C18POS_47,6105_U3_C18POS_39,6111_U2_C18POS_35,6103_U4_C18POS_53,6102_U3_C18POS_48,6102_U4_C18POS_50,6104_U4_C18POS_12,6101_U1_C18POS_59,6103_U3_C18POS_61,6108_U2_C18POS_27_1,6103_U2_C18POS_60,6101_U2_C18POS_30,6112_U2_C18POS_37,6113_U1_C18POS_24,6108_U4_C18POS_18,6104_U1_C18POS_55,6113_U3_C18POS_15,6101_U3_C18POS_29_1,6106_U3_C18POS_20,6106_U2_C18POS_46,6108_U1_C18POS_44,6111_U3_C18POS_54,6112_U4_C18POS_63,6109_U3_C18POS_52,6110_U1_C18POS_11,6110_U4_C18POS_start-10,6112_U3_C18POS_56,6108_U3_C18POS_28_1,6103_U1_C18POS_21,6106_U1_C18POS_23,6109_U2_C18POS_13,6106_U4_C18POS_36,6112_U1_C18POS_38,PooledQC6_C18POS_17,PooledQC11_C18POS_57,PooledQC9_C18POS_41,6104_U3_C18POS_32,PooledQC10_C18POS_49,PooledQC12_C18POS_64,PrerunPooledQC5tryagain-addednew3_C18POS_14_1,PooledQC8_C18POS_33,PooledQC7_C18POS_25,...63
323.106_2.699,2149,NA,NA,NA,NA,NA,NA,1557.5143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98558.79,1036.2272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1144.9701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1194.5533,NA,NA,NA,1864.1405,1466.1589,1340.8176,NA,1379.4507,1389.1824,1551.0066,1924.9532,1225.9094,NA
340.1336_2.71,2150,NA,NA,NA,NA,1305.0979,NA,2880.4077,NA,NA,NA,NA,1102.4747,NA,NA,NA,NA,1158.6685,NA,175996.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1553.3433,1742.7786,NA,NA,NA,NA,NA,NA,NA,NA,NA,2462.1235,NA,1452.8944,NA,2737.2998,2672.04,2029.1968,NA,2444.0625,3164.0022,1942.455,3006.2761,2488.1316,NA
237.1232_2.723,2165,15293.903,15148.724,23460.205,28985.354,21652.537,22579.572,12755.05,18195.873,21861.879,35775.918,14046.874,18667.396,16241.751,41945.844,21971.918,16515.309,20022.402,27251.502,18839.934,37432.164,4694.73,15231.426,24832.48,6472.125,28620.146,7933.629,20610.635,20083.033,10158.591,3565.7734,19457.389,15748.942,7222.824,13420.838,8529.521,30997.922,17248.967,11033.519,26794.79,12029.896,14948.661,30998.727,27006.531,17483.113,34371.375,8681.816,18033.41,18692.596,20035.422,22533.654,10023.417,22290.281,23601.215,21949.44,21621.48,21331.877,NA
303.0739_2.754,2170,37342.918,17386.102,22747.182,25813.873,32566.562,7441.023,21735.574,29661.521,29068.283,21161.709,28667.803,20543.834,17962.934,25864.502,27196.857,22861.418,32714.19,46851.863,19054.393,37818.492,25004.852,30683.805,37548.875,33690.54,41737.695,35481.586,21741.236,20583.781,31841.266,25092.738,17281.457,27773.646,11393.369,10620.832,26965.82,30885.854,21126.361,31436.908,20817.129,13395.121,21768.975,25781.625,42654.492,13545.318,31613.459,12518.381,23584.793,19868.443,20815.336,20775.607,22669.852,28438.068,24954.355,20329.094,19453.1,20892.482,NA
551.2104_2.756,2179,40417.984,12235.544,19888.244,20237.006,38584.566,4389.558,19904.072,34914.81,31386.82,18999.695,24187.322,18500.914,15104.583,30360.82,22926.947,24509.63,41919.5,72719.48,22958.76,48066.027,28771.57,38346.785,57861.8,47502.656,68227.875,38705.27,23585.156,23181.436,24189.018,20804.502,13751.61,38468.496,6836.9004,4489.6455,35259.453,38476.574,18808.547,24994.684,20324.51,7787.0977,18474.451,25689.414,65501.188,7697.8174,17101.1,5874.175,19160.672,19945.756,19974.873,18444.348,23170.014,25542.127,23838.576,17981.219,21076.432,18712.164,NA
196.0604_2.736,2186,38113.523,66553.22,126764.41,83026.625,22517.748,48596.844,46542.445,25768.885,34854.83,93260.19,53159.344,31416.86,56492.72,84709.85,44423.57,31604.467,24665.277,190597.2,44789.83,71450.49,142187.62,60011.887,267512.7,25830.508,201060.66,68493.555,27195.977,31207.367,45469.62,107341.73,44073.473,70944.45,41285.074,19081.027,42263.11,25355.133,46130.023,87359.59,127004.68,35981.79,41299.203,47474.246,201828.92,29416.016,168976.56,35472.582,47500.625,81841.766,82847.9,80285.42,127015.63,85151.3,82351.21,82263.32,83940.43,91632.83,NA
121.0284_2.736,2188,47530,99622.02,163121.6,120301.39,30998.322,64230.977,63072.793,41458.605,47300.984,128344.2,78098.664,43502.73,83222.086,122749.016,60576.516,45536.332,35203.332,279093.47,70451.08,101780.03,187944.4,84382.51,362992.12,29586.086,294152.28,87601.78,31460.459,45994.402,55626.875,153837.81,59778.285,100665,59458.773,29770.36,50082.656,31069.023,63546.867,125609.52,160534,47564.598,48444.996,63768.92,283980.4,43880.215,203952.33,47107.375,65789.14,122889.4,125757.11,114691.66,168532.84,131797.98,126196.88,120427.43,115370.94,125647.086,NA
287.1002_2.762,2189,105819.72,42461.832,69336.72,60328.27,86688.195,20182.88,59385.773,90979.81,85036.53,61326.312,82227.555,61171.867,49522.49,80877.58,79294.01,71157.01,111012.39,165863.7,58046.242,120477.516,74368.03,95251.54,140114.7,108646.69,147423.72,92966.07,61455.867,64220.85,75894.22,64439.254,47050.89,87054.37,28259.777,22127.01,82395.18,98178.86,65240.55,83468.67,54943.07,32498.438,57151.207,74261.79,149898.08,31965.566,77100.266,30427.154,59755.75,53649.3,58526.203,54898.496,72938.086,79929.04,76970.32,51857.895,59376.72,53622.797,NA
567.1757_2.786,2193,15595.38,2642.8542,3536.0542,5445.571,14197.057,3526.8047,4510.0146,7622.945,7637.3955,3535.3257,6109.9395,3557.558,3175.2517,8281.555,3727.9612,4723.7354,11149.814,20228.023,6436.6553,13196.002,7131.898,13414.006,27702.217,14544.492,23172.998,10279.913,9087.037,11062.859,6945.714,3979.6455,3265.2144,11766.033,5333.875,3006.2844,10838.47,12095.4,6768.172,5664.561,5344.3066,7085.083,7698.043,5939.1357,27806.643,4713.176,5557.0366,5517.4224,10192.751,6893.357,7711.618,8542.814,4020.0256,8439.742,7469.0093,8014.9766,7354.1323,8104.894,NA
185.1284_2.751,2202,83509.85,68359.29,124954.914,106134,66088.484,42571.73,132930.4,89155.25,61479.1,109672.805,84645.25,65276.2,140588.3,84589.68,135129,132773.98,65415.594,86463.4,93177.36,77898.9,181056.77,113975.4,97127.45,108762.48,137550.12,116942.16,50466.15,82427.28,169574.33,237649.52,101967.125,93790.24,29021.791,20187.45,159512.77,70106.08,43365.676,123269.95,115207.91,46359.652,47851.27,174536.36,102977.18,42148.42,122834.19,21522.07,37630.477,90959.49,82722.04,80930.79,114797.5,95942.375,100462.98,80202.61,83345.836,85828.94,NA
318.1438_2.762,2207,NA,NA,NA,22351.19,NA,NA,1005.0803,1149.002,NA,2355.556,1085.611,1166.2517,2710.003,10858.569,1214.0043,NA,NA,1138.152,2504.6897,5120.7397,2053.8657,NA,5708.9272,1005.3913,NA,1125.5458,NA,NA,1013.45337,NA,1232.6755,1671.1951,NA,1141.0887,1137.001,NA,NA,10180.798,14126.599,1004.63,1152.0752,1254.1287,1575.4678,3312.2727,34377.87,6328.469,1909.1758,3482.1228,3459.7622,3466.8843,1057.3967,4307.5557,3229.556,2960.1794,2636.136,2445.5762,NA
328.1873_2.778,2218,11673.654,NA,1959.1224,1149.4066,1437.5209,NA,NA,1050.0885,4769.9487,NA,1030.5282,4381.019,1245.3698,1029.5614,2190.0593,NA,1860.5161,30089.158,3496.168,NA,1080.7195,1944.9475,30288.613,1019.4187,40644.953,4355.504,9189.847,1640.3175,1030.8772,1247.4215,NA,5892.599,8527.861,5572.879,NA,1045.7614,6464.9224,1136.8877,NA,NA,12833.698,1441.7264,47026.105,5313.619,2063.0918,3234.1763,6164.8047,8057.2495,6527.536,5957.842,NA,6979.7495,7691.231,5285.4946,7247.647,5782.4243,NA
152.0705_2.812,2229,5339.1777,4320.875,3703.631,6057.306,5064.2803,2448.155,3177.4683,4730.626,4912.093,35994.07,10081.315,5067.54,3464.2126,4163.7217,85281.49,4655.1875,6160.9556,3848.3892,3371,6390.6895,2285.9014,4004.22,3398.1052,262566.62,2405.3953,4705.0776,3833.2979,2903.7903,53407.83,2728.0242,3049.0647,3837.2664,4698.881,6617.4824,3463.369,5364.52,7925.5205,8309.744,4770.56,3061.0864,8093.2705,153834.05,4284.6006,4824.9766,11941.9795,7408.5576,5142.634,18093.744,15630.743,15614.287,4149.7134,20561.938,18009.574,17380.346,17178.23,16405.791,NA
278.1342_2.82,2259,NA,NA,NA,1854.0714,NA,NA,NA,NA,NA,NA,1152.3748,NA,NA,1034.7822,NA,NA,NA,1093.2424,NA,1191.3433,1236.3811,NA,1193.4746,NA,1292.7341,NA,210107.8,1019.4084,1197.8892,1151.1147,NA,NA,NA,NA,NA,1175.6356,280622.38,1067.5105,1119.1478,NA,363069.88,NA,1082.1191,NA,1382.8986,1202.8838,348455.8,52349.96,51882.758,49693.082,NA,57844.066,63426.402,45855.81,54841.242,50795.414,NA
276.1375_2.825,2261,NA,NA,NA,1644.625,1238.543,NA,1304.7764,NA,1177.3341,1308.7363,1767.8993,1593.2041,NA,1322.4017,1006.047,1464.4489,1189.5018,NA,NA,1216.306,1544.4532,1311.8546,1057.4467,NA,NA,NA,609213.3,1704.3289,1442.0637,1109.301,1431.2354,1162.3872,1072.4174,NA,1834.2017,NA,960000,2545.0315,1436.601,1164.5917,1293371.2,1235.7982,1262.1859,1160.9489,1137.9017,NA,1217494.9,155881.4,154872.16,159302.11,1301.3873,181596.33,180671.78,152835.05,164265.75,154663.22,NA
432.2483_2.831,2284,NA,NA,NA,NA,NA,1012.2397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17291.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,7556.7217,NA,NA,NA,19067.771,NA,NA,NA,NA,NA,9536.551,4019.0059,3046.9412,5069.744,NA,5405.4097,4341.908,3911.9573,3783.2246,3131.1113,NA
420.1268_2.836,2288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1014.62695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1168.1152,NA,NA,NA,NA,NA,NA,NA,NA,26944.63,25886.684,NA,1018.8347,NA,1154.5527,NA,NA,1099.0729,1525.6449,1182.4567,21837.035,1231.9792,27665.6,NA,1223.759,1415.4396,1584.913,NA,1687.3774,2017.9624,1326.2493,1263.1361,1295.1259,NA
438.1606_2.865,2300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2282.1853,NA,NA,NA,NA,NA,NA,NA,NA,1045.1868,NA,NA,1999.2135,NA,NA,NA,NA,NA,143171.22,97781.14,NA,NA,2637.3293,NA,NA,NA,3522.1948,NA,NA,92841.73,1038.375,125112.25,2908.581,17120.162,13120.072,18270.924,NA,16986.879,16981.229,16898.236,14091.6875,14878.283,NA
551.2104_2.86,2344,42216.613,15434.482,23542.209,19919.195,36328.188,8124.8496,20597.5,39345.82,31386.82,19074.35,24554.164,21796.422,15389.842,31241.238,24445.598,24509.63,41919.5,57949.11,22958.76,39264.45,30146.926,36083.75,47939.97,47502.656,51889.16,39226.19,24573.22,24478.832,29380.564,25969.768,20740.674,33797.043,5284.944,4528.0454,35259.453,38476.574,22800.035,21962.191,20460.525,13454.536,20216.383,25689.414,50171.668,8096.605,17101.1,5859.33,20957.773,15999.202,14833.746,16535.436,23503.756,21342.312,24475.322,16805.918,17812.846,16852.463,NA
583.1477_2.876,2352,21094.55,2480.0256,4105.2363,5419.1426,16320.175,4203.735,4221.7856,9151.111,9113.567,3656.8442,6991.167,4724.228,3038.3066,9306.862,4091.0906,4783.695,12750.126,23939.86,6914.01,14724.749,9721.917,15485.543,31807.94,18195.525,30144.57,13409.41,14009.001,9974.816,8512.816,3126.2546,5340.1475,14464.121,3880.0667,3019.8474,12786.815,11809.597,9723.438,5986.4155,6255.746,10633.344,8430.036,6390.9023,33954.633,4755.315,6495.104,4543.5767,12245.464,9575.63,10460.083,9267.373,4645.0005,8282.605,11918.318,9322.877,10206.132,9089.695,NA
265.1548_2.888,2362,83201.69,13799.59,20948.576,36659.277,69065.99,19283.162,21507.809,38859.152,39678.156,26764.16,34306.438,26381.54,21178.393,43821.094,24084.207,27311.613,52981.324,84999.78,33306.348,67466.85,38291.457,66440.16,119005.82,72299.31,101903.18,63423.195,51087.562,47676.55,39163.816,21532.37,25874.113,61276.05,83938.125,45641.32,52360.914,48842.67,45364.28,41370.1,37598.46,39665.48,48911.793,38766.797,102727.766,80012.586,45452.83,77369.27,54099.45,49923.746,48442.734,48608.004,26346.658,54228.676,58108.61,49466.91,50991.945,48244.062,NA
248.0918_2.876,2371,89848.88,23108.56,29710.91,46953.848,78337.59,26017.38,30077.648,46318.242,51516.33,35492.01,44615.54,33759.848,29216.576,48750.34,33161.133,34187.543,56754.465,98542.484,43779.594,80040.234,47653.965,77023.89,148406.72,81050.9,125704.34,68831.62,64687.902,52542.836,47922.625,28686.762,33105.63,69537.82,97122.47,53290.242,61217.906,58221.36,51224.023,50324.438,44554.234,45011.156,54853.72,48351.727,124765.64,86161.164,52665.438,87406.47,66047.664,55982.203,54034.984,58570.67,32648.299,64641.766,74999.73,56085.414,62951.22,54878.375,NA
182.0715_2.896,2377,9311.0205,4988.8345,4585.306,10777.148,5958.2837,3262.881,7643.616,5252.0083,5064.095,10872.147,15016.318,8335.223,5103.85,6409.63,4229.8433000000005,8967.387,7672.086,11775.477,4206.287,8160.0337,3207.898,7530.2334,10046.773,6018.3057,5450.2485,5564.289,7186.184,4615.31,5921.028,2923.6575,4338.901,4495.447,7480.182,18733.602,2888.0312,7396.216,10063.587,15378.429,6490.97,4262.0835,16148.782,5814.2188,11160.296,7415.0664,16587.934,10471.396,8199.722,7498.6426,8441.846,6489.3003,4776.969,7598.0024,7859.881,7461.4214,6847.079,7987.778,NA
287.1003_2.867,2389,105819.72,54620.375,76287.41,68789.35,101049.08,35721.832,65652.38,99861.86,84912.25,61591.902,82227.555,70669.21,52643.84,83249.21,79294.01,75309.875,111012.39,142056.02,57738.98,98487.53,83081.016,94644.58,112847.55,103703.72,129072.586,90107.055,76741.01,64220.85,80160.85,77517.93,54245.777,89545.92,25176.879,21400.006,82395.18,98178.86,78635.23,81933.08,56159.613,45383.805,74612.91,82223.33,122017.31,29756.488,77100.266,24323.178,65213.906,53707.785,49324.918,50167.31,73861.016,65397.65,72694.81,48306.203,54189.133,49771.023,NA
265.1191_2.889,2396,1857599.4,310784.72,445207.44,701180.56,1531980.5,404195.53,448020.34,805510.44,786882.4,538489.5,697533.06,523165.72,439506.06,829422,492002.5,570766.25,1079922.8,2011842.2,671270,1508505.5,762606.4,1463400,3113874.8,1528444.5,2502900.2,1299886.4,1082153,1001915.75,744270.94,449871.03,528893.2,1282381.4,1888132.2,936320.94,1113644,1038704.7,875340.94,834510.8,714460.25,765531.06,1035292.9,749258.1,2609370.5,1807068.9,850161.3,1687372.1,1123982.2,1044209.94,999380.25,1024034.6,501892.72,1123767,1239521.4,1036341.5,1069864,1013344.6,NA
296.1492_2.896,2397,11752.748,5490.031,14938.877,86518.01,27486.232,7714.91,38431.02,33117.516,13338.71,22387.807,42070.79,14788.788,25892.871,41017.527,18045.92,27830.238,26356.52,11310.455,25590.795,30110.818,18841.062,12449.85,27721.26,21305.785,9743.051,8523.313,17617.328,24105.232,22621.893,15157.518,15655.056,13123.478,24669.672,18834.742,26171.469,23998.04,13032.774,58937.496,33629.496,7156.1353,22795.947,19446.912,15944.522,48187.008,56322.676,26968.672,20954.697,18865.146,18776.838,20079.26,17504.006,26141.918,23015.053,18828.541,22744.178,20119.53,NA
286.1445_2.886,2403,1739.1805,1595.52,1741.5161,1123.6708,1395.2325,1861.5741,1241.001,1340.9128,2148.45,1256.6866,1743.2076,3129.4216,1960.0205,2123.529,NA,1421.0796,1189.3491,3240.9438,1702.4661,1598.9519,2080.5842,1935.762,4424.7964,1348.5978,1842.0775,1711.8596,34051.832,1876.7734,1558.0088,1614.6136,1423.862,1960.2067,1875.0964,1122.125,2001.5602,1695.5908,65867.8,2140.0134,1639.9254,1593.7426,78274.93,2552.2559,2696.9082,1380.8213,1689.1248,1582.9447,98601.46,6419.0503,7826.7246,7742.432,2315.6753,10563.141,9792.312,8192.071,8987.029,5765.5,NA
576.1286_2.89,2404,3871.8308,3460.8135,2507.1772,13441.835,2936.1443,1218.6047,1729.8391,3128.8164,4000.4983,12730.168,17444.162,5067.4556,1968.6542,3216.0623,NA,3916.469,5157.946,2128.317,2097.892,5108.556,NA,3691.3489,1026.94,1952.1874,1039.3152,2988.2673,2579.479,NA,4170.191,1062.1674,1644.4658,2034.2739,NA,2480.3743,NA,5707.4663,8495.723,18819.414,2791.6655,1715.1072,19502.744,4126.12,1494.7539,1572.1608,25813.05,1761.008,6215.483,2811.866,3268.1023,3872.5417,2908.5266,3523.1316,3734.3845,3278.9243,3494.8174,2998.8413,NA
698.2907_2.933,2409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1206.1665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22756.04,16090.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,26107.967,NA,27531.086,NA,3876.294,3404,3664.4722,NA,3509.563,4217.663,3721.8347,3856.2666,4001.1272,NA
130.05_2.892,2417,150996.31,38358.867,47175.76,74400.766,135847.86,49230.125,47993.484,82496.05,82366.734,60479.06,74991.38,55038.734,47766.977,82574.17,58942.16,58350.69,97188.36,167209.89,82411.42,138342,80013.125,137332.72,229542.3,136670.22,190486.89,124842.16,112372.48,97422.45,80028.41,47945.76,53821.2,147729.97,155998.11,84299.805,113263.2,98470.05,91561.195,85254.92,77157.164,77662.83,102535.31,80516.65,172516.64,148714.97,81027.83,144745.86,112905.88,96374.29,99763.836,97972.95,49228.695,114734.336,128220.12,96359.125,106004.56,97159.625,NA
181.0692_2.906,2423,59495.473,39628.066,33994.17,99162.484,47724.445,22194.861,69152.59,43732.24,44605.8,107911.78,84858.88,47950.01,53173.355,51013.184,44197.695,49498.68,56585.074,31428.785,30764.756,69396.37,15048.909,49638.312,31840.994,39209.516,55841.508,46478.625,43971.67,28602.508,43679.453,18817.64,40342.34,38242.375,63767.91,84859.7,17942.588,58868.734,85185.164,137250.03,48528.92,32401.074,127637.164,47287.84,21444.13,93201.38,145912.88,120606.53,71835.055,73841.02,70889.53,69080.33,39603.418,70840.16,70378.19,68617.66,69754.44,69687.53,NA
105.0336_2.895,2431,335826.7,218022.31,189809.44,484655.78,252559.11,145279.27,158043.28,229586.8,226099.72,467072.75,575792.4,289334.16,161915.53,262098.94,114039.28,252484.45,313707.62,180321.06,173617.12,349805.2,80671.05,286094.34,167262.52,203138.25,105377.81,235700.92,227745.77,130780.2,247106.5,101682.984,157855.08,194639.23,239548.62,373971.78,95678.78,318291.03,412172.97,690658.6,223529.83,173983.84,748791.8,262685.2,166876.48,294987.75,779323.4,439610.72,359896.62,293122.88,295304.25,295317.56,200248.44,323831.22,345260.97,282365.88,297588.16,279179,NA
180.0658_2.895,2435,507440,313582.6,275516.34,752229.75,360588.44,178998.28,212304.81,328824.47,335950.12,727985.56,861048.56,421340.94,220150.48,373782.44,158989.67,375842.53,468656.25,266837.34,239811.66,509520.8,127318.87,426409.53,238633.17,307050.8,152963.94,355004.78,340516.78,179642.47,362202.38,143187.6,219914.31,285834.5,378955.6,553198.94,140380.28,471652.97,631646.3,1030551.56,332176.1,274779.06,1076766.2,377999.6,243665.44,456510,1317152.9,643344,538219.7,444118.53,446613.66,452413.56,291006.12,474267.84,504381.5,447871.53,442354.12,431655.72,NA
519.2521_2.905,2444,NA,55079.688,NA,NA,NA,142289.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2466.0496,NA,NA,NA,NA,NA,NA,NA,NA,NA,2348.128,NA,NA,208029.16,NA,NA,NA,NA,NA,NA,2074.812,12919.82,13933.26,13141.908,NA,15490.974,14057.227,12926.12,11578.011,13120.322,NA
505.236_2.917,2445,NA,35503.78,NA,NA,NA,68262.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1076.3969,NA,NA,NA,NA,NA,NA,NA,NA,2818.4917,NA,NA,NA,NA,NA,NA,NA,NA,NA,2560.4326,NA,NA,61371.684,NA,NA,NA,NA,NA,NA,2234.5735,4818.707,4954.0684,3923.4177,NA,5399.375,4392.858,4658.7095,6050.272,4042.6606,NA
755.1895_2.903,2446,17920.86,1103.5807,NA,1772.8003,12202.302,1726.462,NA,4401.54,5028.0806,2833.006,3652.7947,2815.3071,1441.2266,5970.299,2316.2773,3699.9866,7275.0854,11676.241,5122.7124,12061.614,2155.535,11037.137,16144.736,9615.124,16584.615,8884.591,6919.8774,5956.212,4044.375,NA,2404.563,9302.415,3702.7285,1099.7534,7930.2554,7816.0024,5784.1055,4257.682,3342.2083,6148.918,5826.6094,4323.934,15973.668,1965.33,3541.7075,3286.5427,7230.974,5637.5947,5040.463,3910.8582,1028.7755,5417.226,5618.6343,4784.186,6045.089,4273.8574,NA
196.0605_2.921,2449,30280.799,32256.354,88051.625,82471.305,14864.333,30962.12,31791.025,14512.094,25013.373,62239.46,139708.97,17290.25,21697.049,13614.917,27398.006,17720.055,20990.145,67862.84,10968.92,16652.51,51442.94,43100.85,95800.69,33349.715,59805.004,72338.84,25056.504,34265.73,49875.734,110304.65,33990.36,42468.01,49615.156,26827.254,30155.047,19321.066,22703.752,89849.9,35110.895,17644.742,48009.65,46869.81,121039.56,27451.21,228214.67,54724.273,41588.637,47837.64,50069.312,47148.31,64523.63,51565.336,54340.324,47145.027,48845.062,50325.703,NA
469.2077_2.929,2464,21824.146,3591.4883,23130.32,25174.684,24415.123,5744.084,12753.823,17572.902,14782.987,18754.225,25261.012,7693.8687,13003.135,18875.234,13093.81,16844.754,22623.771,11004.542,19739.385,24773.473,38393.16,25430.78,12029.857,10793.557,10846.565,23662.156,7651.8423,17502.355,7918.757,26388.076,14420.635,24355.61,10926.77,5391.4,11323.364,21697.45,5531.049,25324.646,13308.909,6996.2812,9618.984,9318.703,10457.618,17472.023,24282.414,5472.859,7837.6953,16737.137,16489.006,17325.79,23375.922,20258.88,18275.416,17374.334,17569.014,17665.398,NA
188.0706_2.931,2466,49635.438,39686.77,157344.75,89537.875,49249.08,41730.88,78447.25,54861.207,59975.613,88462.766,90642.805,47810.254,82358.63,64867.94,71565.36,83999.32,48774.105,14202.032,77460.99,77928.22,174412.3,63925.207,21727.46,25042.61,16445.822,64388.9,24565.486,62895.684,26538.906,197995.47,67236.02,62934.863,37169.355,28462.951,23782.26,68130.41,26889.154,110956.45,46381.848,30848.658,34576.77,26318.125,22851.691,56433.12,116565.9,24105.756,26911.785,56196.37,54771.316,61596.145,162615.62,66913.9,67802.43,56340.36,61299.477,59947.203,NA
205.0971_2.931,2468,70185.52,52833.89,216335.77,123458.414,69874.305,51211.227,104676.4,81853.6,83350.71,134394.19,138747.98,64553.79,103326.33,92446.15,103110.46,124021.27,69888.49,19580.598,104854.95,95520.24,230405.16,94572.07,25593.09,32630.188,26054.998,85109.234,29884.154,84092.76,35283.9,267489.88,83029.305,89799.72,62253.69,50049.51,31783.29,85690.49,34612.08,150460.2,64445.46,45899.72,44919.805,35265.23,31165.967,96809.16,147594.19,41251.84,38022.684,72329.64,86808.32,82241.09,211699.48,85305.6,93181.586,83847.086,86020.51,77189.125,NA
436.1558_2.94,2471,NA,NA,NA,NA,1056.0845,NA,NA,1077.7532,NA,NA,NA,1001.0345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000.307,20841.545,NA,1107.152,NA,NA,NA,1233.9867,1427.5435,NA,1094.1416,35703.137,1493.6987,NA,NA,56355.934,NA,NA,1538.3224,NA,1350.538,45881.105,5650.795,4959.3325,6460.0356,NA,6355.4,6146.583,4444.797,4985.335,5755.5503,NA
565.2023_2.932,2474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1181.7778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34881.04,25066.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,36752.305,NA,22669.709,NA,8853.058,9782.672,6994.7373,NA,10382.598,8450.41,8534.217,9516.869,9127.794,NA
434.156_2.945,2477,NA,NA,NA,NA,NA,NA,NA,NA,1320.7786,NA,1751.0194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1289.1467,NA,NA,NA,46284.824,1026.2439,NA,NA,NA,NA,2042.3025,1503.4774,NA,NA,108680.77,NA,NA,NA,168122.03,NA,NA,1068.6633,1028.3782,2123.803,135341.73,12797.364,14587.247,15634.002,NA,16604.832,17877.16,15113.012,15780.477,13635.628,NA
579.2172_2.935,2480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2280.9778,NA,NA,NA,NA,1018.2917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77320.03,45734.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,91118.59,1320.4445,54666.7,NA,15238.039,18453.664,13856.307,NA,16143.111,16852.326,14491.708,17617.742,13129.406,NA
508.28_2.988,2496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9512.352,14418.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,19389.63,NA,12065.778,NA,4662.785,4303.134,3854.2268,NA,4299.45,6511.35,3946.3618,3872.0337,3321.5862,NA
341.183_2.936,2499,1165.1227,1483.1385,2020.1488,1543.4443,1891.5671,1274.293,1701.3104,2204.838,3337.3665,2109.497,1761.1396,1935.8422,1287.2114,1678.4786,1356.9338,1592.1602,2017.3774,2722.0005,1508.131,1620.9624,1313.3408,1652.1981,1477.6228,9727.508,2254.4692,1549.2557,2423.284,2204.129,49236.848,1516.9382,3368.537,1835.1216,1952.5411,1126.2239,1228.0315,1340.3391,2350.515,1822.9454,1637.2283,2562.003,2461.69,43527.566,2812.223,1629.0636,1904.4404,1895.5681,2915.7532,4710.901,4347.1567,5094.1553,1994.1948,4475.3125,4602.69,3792.0635,4357.573,3857.8328,NA
434.181_2.976,2517,NA,NA,NA,NA,1030.2726,NA,NA,NA,NA,NA,NA,NA,NA,NA,7528.1025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1864.2346,2023.6143,NA,NA,NA,NA,NA,191918.56,109269.89,NA,NA,1522.1044,NA,NA,NA,3534.28,NA,NA,177536.72,1002.46924,194951.22,2655.7903,18647.229,17678.082,17328.445,NA,18101.14,19556.566,18240.162,20430.969,19518.986,NA
