p.value,m.z,t.score,r.t,pos_inx
0.444,336.072,-0.797034642,3.762,0
0.444,284.092,0.797159403,3.463,1
0.445,1133.0047,-0.794435014,3.302,0
0.446,287.1002,-0.793124913,2.762,1
0.448,218.1033,-0.789214685,2.56,0
0.448,263.0249,-0.790281657,0.69,0
0.448,138.0551,-0.789035039,0.654,1
0.448,218.0426,-0.788946241,0.785,1
0.449,569.0956,-0.787092418,3.38,0
0.45,204.06663,-0.786775411,4.129,0
0.452,399.1658,-0.783041528,3.513,0
0.452,425.145,0.782624346,4.374,0
0.452,572.1094,0.781722938,3.326,0
0.453,261.0071,0.781570821,3.241,0
0.453,263.1025,-0.781390071,3.498,1
0.453,324.1258,0.780383946,3.118,1
0.454,330.0291,0.779789407,0.673,0
0.454,665.1833,-0.778823889,2.829,0
0.458,264.9884,0.771188015,0.68,0
0.459,279.9896,0.769775661,3.301,0
0.46,389.1038,-0.769026157,0.786,0
0.461,329.1602,-0.766195507,5.369,0
0.461,504.1824,-0.76745701,0.676,1
0.462,359.0958,-0.764371791,2.977,0
0.462,428.0941,-0.765283181,2.98,0
0.462,342.2635,0.76444952,6.518,1
0.462,395.1334,-0.765087004,4.462,1
0.462,478.2067,-0.765007578,3.637,1
0.462,480.2234,-0.764025816,4.382,1
0.463,243.0779,-0.76386929,4.486,0
0.464,311.0752,-0.761417918,3.182,0
0.464,358.1496,-0.761102367,4.728,1
0.465,177.0225,0.759898308,0.776,0
0.465,384.0537,-0.76036511,2.335,0
0.465,405.1764,-0.76040823,4.467,0
0.465,398.1421,0.758910836,3.384,1
0.466,395.08574,-0.757939689,2.92,0
0.468,350.2322,-0.754598567,5.809,1
0.469,197.0819,0.752232421,4.344,0
0.469,418.1123,-0.752250133,0.717,0
0.469,317.0855,0.752772278,0.773,1
0.471,343.0855,0.748747495,4.765,0
0.472,418.1327,0.747081205,4.164,0
0.473,271.0753,-0.746314488,2.433,1
0.473,715.3756,0.745618558,3.922,1
0.475,329.2074,-0.74298544,3.337,1
0.476,254.9816,0.739990512,0.664,0
0.476,336.0718,-0.741125104,3.292,0
0.476,344.0448,0.740732185,0.677,0
0.476,258.1241,0.740032332,0.69,1
0.477,383.053,0.738523041,3.466,0
0.477,493.0642,-0.739460695,3.179,0
0.478,403.1971,-0.736904374,3.26,0
0.478,430.2946,0.736292662,5.306,1
0.481,416.1536,0.731956791,5.683,0
0.481,479.0465,-0.732025494,3.005,0
0.481,412.2838,0.732417461,6.085,1
0.483,274.2013,0.729186848,4.449,1
0.483,523.0001,-0.729284277,5.152,1
0.484,266.1357,0.727093349,3.432,1
0.484,304.2117,0.726438252,4.122,1
0.485,262.0364,0.725032629,0.654,0
0.485,340.2479,0.725465143,6.162,1
0.486,623.0319,-0.722712555,2.6,0
0.488,191.0212,-0.720481334,0.699,0
0.488,204.9812,0.720172401,0.795,0
0.488,463.0831,-0.720580546,5.418,0
0.489,331.0911,0.717859754,3.433,0
0.489,361.0578,-0.718177752,0.686,0
0.489,202.1437,0.718809419,5.378,1
0.489,491.2279,-0.717604099,4.076,1
0.491,187.0101,0.71575555,3.824,0
0.492,335.0468,-0.713444793,0.663,0
0.493,227.9967,0.711900105,0.668,0
0.495,137.0243,-0.708594923,4.815,0
0.495,526.0995,-0.708980582,0.675,0
0.496,187.0383,-0.706162657,0.634,0
0.497,373.1514,-0.705400808,3.715,0
0.499,245.0937,-0.701982802,4.487,0
0.499,364.0958,-0.702065261,3.594,0
0.499,185.1284,0.701829166,0.796,1
0.5,461.1337,0.699878954,5.706,0
0.502,303.0712,-0.697051605,0.728,0
0.502,677.186,0.695979924,3.444,1
0.503,300.039,0.694764284,0.661,0
0.503,277.1173,0.695457476,0.79,1
0.504,596.1248,-0.692697271,2.733,0
0.504,288.2168,0.692765752,4.83,1
0.504,295.1284,0.69280492,0.813,1
0.504,416.2124,-0.693125525,3.558,1
0.505,594.3642,0.691538929,5.768,0
0.506,211.0967,-0.689211135,4.185,0
0.506,246.0383,-0.689924489,2.873,0
0.506,500.2812,-0.689029211,6.002,1
0.507,951.181,-0.688663279,3.008,0
0.508,215.0326,0.686156241,0.629,0
0.508,261.1442,0.686864634,0.8,1
0.509,519.223,0.684722106,7.484,0
0.509,289.1393,0.68426758,3.497,1
0.51,441.0612,-0.682751349,2.876,0
0.51,134.0601,0.683084278,3.31,1
0.51,400.1973,-0.68306752,6.231,1
0.511,331.1763,0.682283443,5.775,0
0.511,395.091,-0.682181891,3.521,0
0.511,436.1964,0.681921546,4.096,1
0.512,178.0515,-0.68013236,3.479,0
0.512,337.1469,-0.679621284,3.591,0
0.512,213.0757,-0.679629312,3.832,1
0.512,559.2603,0.679261815,7.463,1
0.513,165.0405,0.677554637,0.634,0
0.513,249.0966,-0.678893926,4.117,1
0.515,173.0091,-0.674916708,1.231,0
0.515,318.064,0.675677513,0.674,0
0.516,258.9916,-0.674068492,0.797,0
0.517,359.0975,-0.672396397,2.524,0
0.518,407.2801,-0.669966568,6.791,0
0.519,220.1179,-0.669124788,0.735,1
0.519,338.0865,-0.669179311,3.299,1
0.52,317.1602,0.66653955,5.227,0
0.52,457.2207,-0.666192949,6.206,0
0.521,474.1718,-0.66493422,0.703,1
0.522,137.0244,-0.663260789,4.225,0
0.522,205.0352,0.663849799,0.76,0
0.522,230.9967,0.662788244,0.757,0
0.522,665.1832,-0.662813012,2.777,0
0.524,446.1795,-0.660736799,4.499,0
0.524,313.0853,-0.659926587,3.183,1
0.525,200.1281,0.657950879,5.02,1
0.525,308.1854,-0.657975367,4.932,1
0.526,191.1076,-0.65679055,5.282,0
0.527,160.0405,0.65539273,2.57,1
0.528,343.08557,0.654453466,4.396,0
0.528,502.2964,-0.654432344,5.697,1
0.53,287.1003,-0.650140284,2.867,1
0.532,424.1599,-0.646865611,5.447,1
0.533,367.1578,0.645654595,5.796,0
0.533,254.1398,-0.64554839,5.274,1
0.534,245.0433,-0.64340529,0.63,0
0.534,301.0547,-0.644869705,0.665,0
0.537,434.1396,-0.639827116,3.922,0
0.537,539.2494,-0.638743479,4.677,0
0.537,152.0699,-0.63865085,2.312,1
0.538,276.1991,0.637536502,6.202,1
0.539,384.1171,0.635738335,0.716,1
0.54,200.1291,0.63424576,5.38,0
0.54,422.1084,-0.634699666,2.915,0
0.542,108.0216,-0.631667843,3.832,0
0.542,237.1243,-0.631952555,4.614,0
0.542,347.17,0.631078442,3.394,0
0.542,285.1441,0.630571105,0.774,1
0.543,338.0863,-0.629795166,0.805,1
0.544,237.0356,-0.627654414,3.369,0
0.544,381.0301,-0.627868567,1.155,0
0.545,198.1135,0.625985576,5.021,0
0.545,500.1902,-0.626627781,3.066,0
0.545,302.1728,-0.625920009,6.009,1
0.546,618.1838,-0.624281615,3.802,0
0.546,153.0659,0.624216092,2.108,1
0.546,239.1389,-0.624686602,4.617,1
0.549,302.1418,0.620812669,0.788,1
0.549,504.2644,-0.620364486,3.847,1
0.55,172.9915,0.618031366,3.001,0
0.55,589.3024,-0.618368216,5.037,0
0.551,209.04525,-0.61670804,3.159,0
0.551,389.0981,0.616871785,4.564,0
0.552,304.15,0.615510405,0.797,1
0.553,438.1606,-0.613876355,2.865,1
0.554,889.161,-0.61277793,3.783,0
0.554,296.1492,0.612151524,2.896,1
0.555,243.1236,0.610722243,4.74,0
0.555,276.1442,0.610694124,0.669,1
0.556,242.0115,0.609725657,0.695,0
0.557,188.9863,-0.608086754,1.166,0
0.558,348.0769,-0.605428365,2.315,0
0.559,351.0199,-0.604181176,0.667,0
0.559,491.228,0.604287733,5.918,0
0.559,590.1068,-0.604783549,3.469,0
0.561,213.076,-0.600643594,4.23,1
0.561,307.1221,0.601624338,2.208,1
0.563,396.025,0.598712323,0.663,0
0.563,481.2439,-0.59841101,5.242,0
0.564,271.0761,-0.596719953,0.756,1
0.565,267.1235,-0.59584776,7.063,0
0.565,475.2184,0.595507933,5.932,0
0.567,316.2487,0.592655127,5.914,1
0.568,258.9926,-0.591141624,3.301,0
0.568,287.0526,0.590032683,0.66,0
0.568,467.1919,0.590400965,5.446,0
0.569,571.1476,-0.588188718,4.081,0
0.569,653.1834,-0.589588734,2.294,0
0.57,212.0027,0.587092303,3.304,0
0.57,231.1009,-0.587430699,6.633,1
0.572,274.1181,0.583967034,0.778,1
0.572,319.165,0.583680255,3.812,1
0.573,370.0972,-0.582179198,3.765,0
0.574,124.0072,0.580445227,0.616,0
0.576,379.0336,0.578596178,0.708,0
0.577,370.097,-0.577032577,3.208,0
0.578,191.0524,0.5757281,0.713,0
0.579,446.2907,0.573257985,6.081,0
0.579,358.25859,0.573797191,5.127,1
0.58,260.0254,0.572607425,0.667,0
0.58,347.0881,-0.572592078,3.328,0
0.581,196.0693,-0.570443535,3.577,1
0.582,610.164,0.568456443,2.859,0
0.582,185.0912,0.569587122,0.756,1
0.583,209.0455,-0.567030182,3.749,0
0.583,606.1346,-0.567846129,2.583,1
0.584,195.0874,0.56644603,3.353,1
0.585,336.0706,0.564704186,3.376,0
0.585,385.1861,-0.564528564,4.524,0
0.585,176.0707,-0.56353047,4.755,1
0.586,364.0954,-0.563072102,0.768,0
0.587,437.0497,-0.56194282,3.488,0
0.589,263.141,0.558066647,3.465,0
0.589,611.069,-0.55806141,3.647,0
0.59,246.0109,-0.557183523,2.385,0
0.59,286.2019,0.556636673,4.654,1
0.59,420.1863,-0.557199326,3.296,1
0.591,591.3184,0.554716169,5.021,0
0.591,593.3333,0.55477294,5.048,0
0.592,381.1551,-0.553375888,6.237,0
0.592,302.2435,0.553568906,5.373,1
0.592,356.24299,0.553590281,5.634,1
0.593,385.3097,0.552748919,5.886,1
0.593,464.2281,-0.551582521,3.182,1
0.594,357.2786,0.550936918,5.926,1
0.595,149.0452,-0.549233641,0.654,0
0.595,425.2145,-0.548702554,9.778,1
0.596,206.9961,-0.548319767,0.7,0
0.596,279.0491,-0.547758431,3.95,0
0.596,241.1546,0.54784108,1.985,1
0.597,254.9941,0.545587149,3.14,0
0.597,307.2,-0.546331246,5.592,1
0.598,109.0294,0.544359417,3.11,0
0.598,258.1947,-0.544072403,3.931,1
0.6,379.0338,0.540895864,3.038,0
0.602,121.0283,-0.538129198,0.799,1
0.602,500.2849,-0.537914613,5.194,1
0.603,357.0825,0.536961065,3.399,0
0.606,298.0002,-0.532986784,3.49,0
0.607,263.1046,0.530653654,3.466,0
0.608,295.0242,0.52935403,4.354,0
0.609,264.0876,0.528214248,3.875,0
0.609,507.2079,0.527985113,4.889,0
0.61,213.9981,0.526811858,2.254,0
0.61,256.1666,-0.52594759,4.784,1
0.61,498.0952,-0.526097363,3.472,1
0.611,313.0567,-0.524487526,0.793,0
0.611,390.2632,-0.525046258,6.892,1
0.611,429.1143,-0.524639622,5.43,1
0.613,580.1297,-0.522296272,2.848,0
0.613,675.1222,0.521617194,2.643,0
0.614,669.1448,0.520144898,2.74,0
0.615,337.1446,0.518915634,4.025,0
0.615,378.1418,-0.519229595,3.378,1
0.616,1030.3123,0.518192116,3.466,0
0.616,550.1307,-0.517187988,0.664,0
0.617,549.1948,0.515476889,4.514,0
0.618,204.98127,0.514499235,2.586,0
0.618,393.2643,-0.514988172,6.229,0
0.618,549.1963,0.514729731,2.777,0
0.618,288.1937,0.514176482,3.464,1
0.62,373.1128,-0.512252473,2.656,1
0.62,532.3526,-0.511157882,10.707,1
0.621,204.1231,0.510173936,0.665,1
0.622,194.0459,-0.507985115,0.799,0
0.622,194.046,-0.507985115,0.798,0
0.623,541.26515,-0.506958978,4.807,0
0.623,193.1547,-0.507485401,0.646,1
0.623,366.2039,-0.50745554,4.917,1
0.623,450.2125,-0.507938114,4.913,1
0.623,555.3098,0.507382397,6.452,1
0.624,291.0683,-0.506221068,0.654,0
0.624,420.1859,0.505398656,3.752,1
0.626,269.1244,0.502091556,0.667,1
0.626,469.2077,0.503274379,2.929,1
0.627,235.0957,-0.501480766,5.223,0
0.628,1108.0095,0.499356153,3.804,0
0.628,397.1496,-0.499769597,4.415,0
0.628,627.3743,-0.499233219,6.176,0
0.628,338.1399,-0.499343515,3.076,1
0.629,375.054,-0.498579562,0.665,0
0.629,413.1993,0.498875957,5.357,0
0.63,397.0582,0.497140089,0.701,0
0.63,190.0499,0.49676243,3.133,1
0.631,263.1041,0.496074853,2.796,0
0.631,495.2227,-0.494849869,4.812,0
0.631,287.1004,-0.495748864,3.467,1
0.632,468.0451,-0.49466243,0.696,0
0.632,473.0995,0.494108147,3.464,0
0.632,266.1022,0.493620812,3.875,1
0.633,338.1777,0.492458367,5.232,1
0.634,296.9824,0.491086942,0.699,0
0.636,1108.00957,0.48855785,3.117,0
0.637,245.0124,-0.486284044,3.342,0
0.637,303.0365,0.486912972,0.684,0
0.638,196.0605,-0.484700307,2.921,1
0.639,395.1144,-0.483974125,4.677,0
0.639,529.121,0.483508378,5.76,0
0.64,141.0659,0.481744669,0.655,1
0.64,367.1498,0.482074705,2.362,1
0.645,258.1827,0.475503067,3.513,1
0.646,240.9816,-0.472918661,3.419,0
0.646,416.1472,0.472870311,3.465,1
0.647,458.9733,0.471944734,3.815,0
0.649,217.0161,-0.469570639,1.159,0
0.649,549.1196,-0.468808528,2.793,0
0.649,414.2998,0.469669596,5.974,1
0.65,218.0492,0.467943864,0.684,0
0.65,479.2283,-0.467368503,5.383,0
0.651,203.0017,0.466198773,3.661,0
0.651,230.9963,-0.466369983,3.838,0
0.651,328.1873,-0.466823784,2.778,1
0.652,379.1393,-0.464838856,5.891,0
0.653,415.0333,-0.463232689,3.007,1
0.653,434.1581,0.463337606,3.919,1
0.653,468.2225,0.462744136,4.941,1
0.655,326.0866,-0.459826122,0.798,0
0.655,220.1178,-0.460394602,2.562,1
0.656,227.9971,0.459428628,0.795,0
0.656,463.2334,-0.459487771,5.897,0
0.656,340.1026,-0.459099593,3.009,1
0.657,405.0648,-0.458318987,0.668,0
0.657,465.2493,-0.457748836,6.146,0
0.657,569.1751,0.457084126,3.441,0
0.657,280.1543,0.457755774,3.604,1
0.658,267.1335,-0.456522146,4.316,1
0.658,444.2226,0.455911167,4.583,1
0.659,396.1279,0.455062913,4.011,0
0.659,403.066,-0.455096769,3.865,0
0.659,445.1072,0.455156882,3.893,0
0.66,467.1506,0.453088724,5.777,0
0.66,679.1625,-0.453242576,3.856,0
0.66,553.2943,0.453579309,6.108,1
0.662,395.0628,-0.450237204,0.675,0
0.664,175.1442,0.448178767,0.616,1
0.664,755.19,0.447803677,3.465,1
0.665,272.1663,-0.44665563,5.352,1
0.667,526.2476,0.443629693,5.551,0
0.667,584.1374,0.443890967,3.972,0
0.667,144.1103,0.443431343,0.66,1
0.667,199.0965,-0.442748162,3.235,1
0.667,295.1287,0.44331899,3.186,1
0.668,282.0473,-0.44218047,0.802,0
0.669,274.0027,-0.441006729,2.51,0
0.669,497.2751,-0.440067948,5.86,0
0.67,336.1218,0.438958895,3.046,0
0.67,680.165,-0.439482445,3.608,0
0.671,312.1301,-0.438154275,2.601,1
0.671,343.2227,-0.436938254,4.522,1
0.672,261.1443,-0.436820993,3.733,1
0.674,324.0723,0.433907855,0.776,0
0.674,489.27,0.433326409,6.391,0
0.674,613.3589,0.433085941,5.89,0
0.674,331.2294,-0.433626332,4.533,1
0.675,308.0774,0.43216134,3.378,0
0.675,308.1987,-0.432518765,4.967,1
0.677,312.2162,0.429700746,5.201,1
0.678,247.062,0.428135422,0.659,0
0.679,361.0713,0.426385181,3.465,0
0.679,341.1877,-0.426267197,3.826,1
0.68,1108.00955,0.424405805,3.194,0
0.68,152.0705,-0.425063299,2.812,1
0.682,383.0464,-0.422353876,3.601,0
0.683,139.0387,-0.420233552,3.143,1
0.683,350.2065,-0.420875107,3.938,1
0.684,300.199,0.41885345,6.283,1
0.685,480.0818,0.417743447,0.682,0
0.685,601.2255,0.417576218,5.243,0
0.686,351.0566,-0.416805312,0.663,0
0.686,583.1089,-0.416580104,3.742,0
0.687,315.0338,-0.415095435,0.673,0
0.687,341.183,-0.414720076,2.936,1
0.689,442.19,0.41214736,5.313,0
0.689,475.0782,-0.411449771,0.667,0
0.689,261.14436,-0.411468177,3.263,1
0.689,304.1925,-0.412143365,4.641,1
0.69,297.1443,-0.410574045,3.938,1
0.691,173.0001,0.408679559,2.997,0
0.692,421.9984,0.408399565,3.301,0
0.693,368.9723,0.406432561,3.004,0
0.693,369.1737,0.406808547,6.099,0
0.694,194.04599,-0.405480413,2.921,0
0.694,235.057,0.404610961,0.641,0
0.694,232.0264,-0.405042088,2.519,1
0.695,501.1339,-0.403063253,4.505,0
0.695,565.3012,0.40308286,5.907,0
0.697,495.223,-0.400175634,4.067,0
0.698,355.2625,-0.400011161,6.784,1
0.699,165.0409,-0.397348497,0.76,0
0.699,394.0744,-0.397405967,0.764,1
0.7,182.0282,-0.396996919,0.77,0
0.7,464.1437,-0.396540432,2.772,0
0.7,177.102,-0.396989551,0.741,1
0.701,510.2524,0.394822777,6.169,0
0.701,528.2633,0.395022278,5.962,0
0.701,301.1221,-0.394600318,3.855,1
0.702,445.0903,0.3934293,0.667,0
0.702,378.1767,0.393376966,3.465,1
0.703,493.228,0.391828877,4.95,0
0.703,242.1504,0.392805834,4.993,1
0.703,583.1477,0.392874598,2.876,1
0.704,397.0034,0.390377772,3.815,0
0.704,471.2417,0.391240183,6.297,0
0.704,414.29982,0.39074891,5.934,1
0.707,367.1497,-0.387096056,0.741,1
0.708,433.2076,0.385319944,5.283,0
0.708,152.07,-0.386082058,0.791,1
0.709,358.2589,0.383828342,5.812,1
0.709,410.0483,-0.383819923,0.757,1
0.709,685.2837,0.383775993,4.555,1
0.71,245.0485,0.382155618,4.677,0
0.71,452.1914,-0.383088297,4.683,1
0.711,539.1147,-0.381009554,5.072,0
0.711,487.2086,-0.381568922,3.066,1
0.712,134.0963,0.380452373,0.777,1
0.713,313.0848,-0.378171874,2.276,1
0.714,244.15425,0.377502336,3.098,1
0.714,265.1195,0.377551474,3.466,1
0.717,591.3167,-0.373564338,5.042,1
0.718,230.9968,-0.370895516,3.178,0
0.718,566.3329,0.371952504,6.114,0
0.719,306.9561,0.370300684,3.814,0
0.719,347.0774,0.369510362,4.782,0
0.72,429.0423,-0.368271655,3.352,0
0.72,447.113,0.369403288,3.587,1
0.72,480.2037,0.368765668,3.652,1
0.723,394.06,-0.36481407,0.685,0
0.723,438.1601,-0.363972804,0.745,1
0.724,132.0444,0.36316205,0.791,1
0.725,167.0208,0.36163044,0.657,0
0.725,421.0582,0.36169553,5.463,0
0.725,593.3321,0.361748096,5.017,1
0.726,229.1182,0.360763056,0.667,1
0.727,618.1913,0.359078357,4.649,0
0.727,246.1699,0.359678906,0.806,1
0.728,277.0021,0.358193017,0.707,0
0.728,562.1922,-0.357191767,4.035,0
0.729,369.17378,0.356787385,5.331,0
0.729,432.1213,-0.35571301,3.706,0
0.729,565.1557,0.355728602,4.485,0
0.729,281.1132,0.355803923,2.62,1
0.731,187.0079,0.353807409,3.815,0
0.731,750.2363,0.354253658,3.468,0
0.731,284.1855,0.352970469,4.179,1
0.731,356.24291,0.353431045,4.821,1
0.731,416.3153,0.353514047,6.637,1
0.732,379.0686,-0.352554293,0.661,0
0.732,232.1543,0.35243115,0.707,1
0.733,398.0412,-0.350335938,0.681,0
0.733,412.9977,-0.350227578,3.204,0
0.733,576.1317,-0.350367557,0.792,0
0.733,217.1547,0.350789459,0.664,1
0.734,232.9759,0.349340299,0.708,0
0.734,242.0128,-0.348942599,3.535,0
0.735,181.0504,-0.347986247,3.017,0
0.737,266.1362,-0.344857177,3.431,1
0.738,350.0854,-0.344222303,0.775,1
0.738,595.3478,0.343299545,5.049,1
0.74,495.2229,0.341293529,3.594,0
0.74,624.3385,0.341106726,6.01,0
0.741,343.1674,-0.339508447,2.639,1
0.742,349.0207,-0.338279393,0.696,0
0.743,470.2865,0.337500542,6.552,1
0.744,194.045996,-0.335719869,2.735,0
0.744,149.05989,-0.335584455,7.95,1
0.746,417.2126,0.333418638,6.021,0
0.747,1093.9937,0.33230921,2.988,0
0.747,194.04596,-0.331514216,3.542,0
0.748,211.0615,-0.330566869,4.235,0
0.748,673.2558,0.33070312,7.365,0
0.749,336.0708,-0.329322068,0.807,0
0.749,448.1967,-0.32841457,3.611,1
0.75,313.0569,-0.327783767,3.13,0
0.75,360.0729,-0.327135249,0.672,0
0.75,162.1126,0.327967712,0.642,1
0.75,302.2329,0.328220699,5.39,1
0.75,312.2168,0.326971652,5.505,1
0.751,414.3361,0.326708905,5.556,1
0.752,216.981,-0.325512195,0.709,0
0.753,275.0216,-0.323051613,0.69,0
0.753,547.1102,-0.323863611,3.005,0
0.753,260.1492,0.324017143,2.107,1
0.753,422.2054,-0.323723466,3.013,1
0.753,489.2311,0.323176484,4.429,1
0.754,315.0713,-0.322482566,0.751,0
0.754,448.3052,0.321985208,5.404,1
0.755,436.1971,0.32112592,4.541,1
0.756,382.9875,0.318948441,3.002,0
0.756,121.0284,-0.319744108,2.736,1
0.757,230.0129,-0.318464551,2.513,0
0.757,385.1685,-0.318165284,4.355,0
0.757,569.1307,-0.317655325,3.754,0
0.759,263.1397,0.315663127,2.777,0
0.76,123.0452,-0.313853535,4.211,0
0.76,194.04595,-0.313677961,4.033,0
0.76,405.2644,-0.313309618,6.291,0
0.76,485.0955,-0.313318835,0.681,0
0.761,188.9864,-0.313006787,0.815,0
0.761,263.0573,-0.312694555,0.662,0
0.761,744.2195,0.312902467,3.468,0
0.761,450.1364,0.312296072,0.798,1
0.762,247.1078,-0.311155807,4.488,1
0.763,293.0743,0.309616791,2.543,0
0.763,328.2118,-0.309488051,4.717,1
0.764,242.01289,0.308699504,2.785,0
0.764,379.1607,-0.309206491,4.047,0
0.764,397.0032,0.308533403,3.133,0
0.764,418.1149,0.308138844,0.722,0
0.764,512.2682,0.308427239,6.624,0
0.764,544.2886,-0.308316929,5.154,0
0.765,189.0027,0.306970439,3.097,0
0.765,448.3058,-0.307030058,6.47,0
0.766,125.0597,-0.306207374,3.726,1
0.766,755.1895,0.306134166,2.903,1
0.768,187.0387,0.30264088,3.806,0
0.768,433.2077,-0.303399207,4.995,0
0.768,583.3118,0.30293966,5.69,0
0.769,161.0454,-0.301957842,0.768,0
0.769,404.0395,-0.302135875,3.379,0
0.769,473.0996,0.302389635,2.932,0
0.772,236.1018,-0.297492484,5.033,0
0.772,111.0439,0.297075344,0.81,1
0.772,169.0358,-0.297784883,1.154,1
0.772,303.1704,-0.297463859,6.179,1
0.773,295.0252,0.296378074,3.897,0
0.773,338.0632,-0.296187195,3.433,0
0.773,185.12844,0.296295219,2.751,1
0.774,260.0239,-0.295545544,2.686,0
0.774,199.09656,-0.294567196,3.748,1
0.774,406.1258,-0.295506778,5.43,1
0.775,541.265,-0.293745749,4.928,0
0.775,416.1915,-0.294151572,4.419,1
0.776,366.1016,0.292363392,4.846,0
0.776,367.0282,0.291824739,0.707,0
0.777,337.0556,-0.291138865,0.777,0
0.778,167.0564,0.289901556,2.346,1
0.779,188.98648,-0.288004449,2.765,0
0.779,357.0826,0.287743674,2.931,0
0.78,121.02846,0.287602967,3.689,1
0.78,196.0604,-0.287450555,4.033,1
0.78,356.1907,-0.28634147,4.001,1
0.781,265.1191,0.286137145,2.889,1
0.781,693.1579,-0.286153792,3.427,1
0.782,459.1629,0.284663628,2.778,0
0.782,629.3537,0.284557385,5.37,0
0.782,674.1395,0.284318356,3.477,0
0.782,111.044,0.284166148,2.998,1
0.782,137.0598,-0.284602848,4.484,1
0.783,308.0983,0.283461791,0.658,0
0.785,261.0232,-0.280717309,0.668,0
0.785,272.1855,-0.280598036,3.975,1
0.787,187.0075,0.278087002,3.121,0
0.787,464.1436,-0.277823621,2.856,0
0.787,452.19146,-0.277049689,4.626,1
0.789,230.0159,-0.274607854,2.501,0
0.789,594.0962,0.274995139,3.363,0
0.789,600.2843,0.274303289,4.732,0
0.789,290.1595,0.275158045,0.783,1
0.79,565.1563,0.273646477,4.799,0
0.79,448.3055,-0.273414998,6.562,1
0.792,370.0781,-0.271001995,2.895,0
0.792,383.0644,0.270858304,2.771,0
0.792,288.1983,0.270452998,5.173,1
0.793,446.2909,-0.269427047,6.562,0
0.793,331.2276,0.270160621,4.919,1
0.795,489.277,0.266790125,6.555,0
0.796,194.0546,-0.265484784,0.797,0
0.796,257.2261,-0.265730807,6.012,1
0.796,412.284,0.266037611,6.004,1
0.796,544.3373,0.265722407,4.266,1
0.798,178.05151,-0.262586612,2.811,0
0.8,181.0505,-0.26041282,0.817,0
0.8,511.2544,0.25959107,5.206,0
0.8,528.2617,0.260641283,5.454,0
0.8,380.1102,-0.260157758,4.279,1
0.8,446.2388,-0.25976339,3.483,1
0.8,505.2371,0.260731887,0.816,1
0.801,263.10416,0.259354594,2.759,0
0.801,166.0723,-0.25836015,0.669,1
0.802,465.0856,0.257607384,4.069,1
0.803,177.1283,-0.256485262,5.202,0
0.803,379.1955,0.256165943,5.602,0
0.803,388.047,0.256135483,3.398,0
0.803,290.1597,0.255798172,2.525,1
0.803,434.1523,-0.256071836,3.477,1
0.804,279.1317,0.254449449,4.044,1
0.804,340.1025,-0.255258597,3.555,1
0.806,174.0405,-0.251809687,0.655,0
0.807,230.01282,0.250930191,3.569,0
0.807,572.2528,-0.250242807,4.339,0
0.807,606.9991,0.251162824,3.815,0
0.807,384.1228,0.251423234,2.31,1
0.807,575.384,0.250305331,5.148,1
0.807,705.3808,0.250410718,3.85,1
0.808,388.0471,-0.249482684,2.937,0
0.808,240.1607,-0.248961898,5.206,1
0.809,567.3168,0.24847525,5.938,0
0.809,305.1857,0.247827383,4.623,1
0.809,618.2905,0.248790674,3.277,1
0.81,261.0072,-0.246457309,0.769,0
0.811,165.0417,0.245626183,2.342,0
0.811,371.0241,0.245758663,0.671,0
0.811,719.3715,0.24548688,3.54,1
0.812,719.3713,0.244249137,3.228,1
0.813,246.03832,-0.243045435,3.487,0
0.813,296.1628,0.242984369,4.092,1
0.816,230.0493,-0.238452122,0.666,0
0.816,137.071,-0.239523913,0.636,1
0.816,181.0717,0.238267779,0.801,1
0.816,220.0637,0.238968845,0.707,1
0.817,194.0495,-0.237691485,2.735,0
0.817,464.14374,-0.237230399,2.808,0
0.818,138.0639,0.235977245,0.655,1
0.819,1106.5217,-0.234508358,3.833,1
0.82,182.0076,0.23390728,0.788,0
0.82,203.0048,0.23367395,3.202,0
0.821,227.0554,-0.231911625,2.1,0
0.821,477.10395,-0.232414869,2.949,0
0.821,163.0755,-0.231820643,3.225,1
0.822,411.0759,-0.230631155,4.059,0
0.822,419.1155,-0.230436288,2.861,0
0.822,586.2128,-0.231307321,3.002,1
0.823,396.0904,-0.229705756,2.751,0
0.824,413.1413,0.228292037,2.988,1
0.824,579.3413,0.228554065,3.735,1
0.826,277.0349,0.225035299,0.667,0
0.826,287.0227,-0.225297736,3.548,0
0.826,495.296,0.22559907,6.494,0
0.826,302.1232,0.226136657,3.89,1
0.827,231.9926,0.224551243,0.79,0
0.827,419.1134,-0.224701274,0.748,0
0.827,203.1502,0.224420208,0.654,1
0.828,196.06046,-0.222873281,3.589,1
0.828,227.1026,0.223398252,2.542,1
0.828,567.1757,0.222713554,2.786,1
0.829,111.0085,0.221816091,0.703,0
0.829,446.2908,0.221523382,6.024,0
0.829,338.0825,0.221716427,3.449,1
0.83,531.1447,0.21973559,4.141,0
0.83,100.0756,0.220571902,0.774,1
0.831,163.123,-0.219513132,1.223,1
0.832,267.1329,-0.217927012,3.967,1
0.833,217.118,0.21586441,0.7,1
0.834,290.0877,0.214957706,0.662,0
0.834,313.999,-0.21527354,0.818,0
0.834,432.1859,-0.214919561,3.705,1
0.835,569.1299,-0.21444824,4.178,0
0.836,430.2032,0.213056907,5.342,1
0.839,245.0488,0.208489051,4.187,0
