p.value,m.z,t.score,r.t,pos_inx
0.839,242.1115,0.208820227,4.496,1
0.839,728.3715,-0.207982349,3.305,1
0.84,509.2751,0.206609843,6.332,0
0.84,290.1739,-0.207699029,3.326,1
0.841,224.062,0.206098721,4.537,0
0.841,204.12313,0.206555197,1.146,1
0.842,163.0993,0.204953208,3.595,1
0.843,181.9916,0.203393101,0.803,0
0.843,383.153,0.20321081,4.885,0
0.843,170.0602,-0.203874951,4.487,1
0.844,210.0419,0.202510454,3.959,0
0.844,485.1661,0.20148964,4.43,0
0.844,512.1916,-0.201605176,6.018,0
0.844,364.0426,-0.202232597,0.774,1
0.844,441.1613,-0.202059385,0.696,1
0.845,574.2227,-0.20004602,0.788,1
0.846,391.0332,0.199476198,0.698,0
0.847,245.0489,0.197812995,3.748,0
0.848,212.0023,0.196389803,0.825,0
0.848,428.0955,-0.197058718,4.037,0
0.849,258.128,-0.195804171,4.17,1
0.85,330.2272,-0.193869759,4.126,1
0.851,404.0405,-0.193288881,3.511,0
0.852,717.3914,0.192004587,3.919,1
0.853,191.0203,0.190700968,0.697,0
0.853,293.0301,-0.190684021,0.685,0
0.853,477.2332,-0.189698119,5.701,0
0.853,524.0845,0.189980987,0.705,0
0.855,230.0139,-0.187994929,0.763,0
0.855,370.0981,-0.18812698,3.747,0
0.855,166.1216,0.187526662,0.797,1
0.855,432.2483,0.188128703,2.831,1
0.856,167.0562,0.186546978,0.774,1
0.857,173.0089,0.18535467,0.672,0
0.857,313.995,-0.184251197,4.031,0
0.857,310.1653,-0.18533774,3.385,1
0.858,131.0349,0.183484402,0.8,0
0.858,224.056,0.183730805,3.685,1
0.858,311.1563,0.182994955,5.057,1
0.859,265.1192,-0.181817162,4.316,0
0.86,374.1378,0.181100921,5.008,0
0.861,583.31189,-0.179784786,5.932,0
0.862,351.07,0.178330606,3.888,0
0.862,481.0163,0.177832675,4.286,0
0.862,497.2379,-0.178392233,4.163,0
0.862,507.2078,0.178007548,4.607,0
0.864,246.0753,-0.17590917,3.721,0
0.864,283.0822,0.17569559,3.893,0
0.865,571.1469,-0.174590623,3.618,0
0.867,283.08224,0.171331929,3.328,0
0.867,246.17,0.171394657,3.238,1
0.868,175.0611,-0.170728513,3.177,0
0.868,203.00216,0.169894048,2.888,0
0.869,167.0211,-0.169751892,1.15,0
0.869,326.1962,-0.16884485,5.293,1
0.87,388.0479,0.167483112,3.472,0
0.87,148.112,0.168253258,2.583,1
0.871,436.15589,0.166426008,2.94,1
0.872,366.1015,-0.164853012,5.18,0
0.873,448.1364,-0.164498932,3.004,1
0.874,511.2909,0.162195053,6.014,0
0.874,579.0457,0.163214161,0.796,0
0.875,347.079,-0.161273389,0.706,0
0.875,372.1116,0.161228126,3.914,0
0.875,328.1026,0.161725692,3.567,1
0.876,337.056,-0.160724645,3.104,0
0.876,383.1529,-0.159727561,4.559,0
0.878,237.0359,-0.15759915,3.933,0
0.878,183.0645,-0.158022701,2.074,1
0.881,302.1423,-0.154057022,3.205,1
0.883,199.0975,-0.150510133,5.017,0
0.884,366.1127,-0.14971917,3.577,1
0.885,181.9917,0.148532778,2.823,0
0.885,274.0026,-0.148851458,0.671,0
0.885,324.07237,0.148815868,2.134,0
0.885,482.2186,-0.14803352,4.626,0
0.885,166.0862,-0.148327763,0.727,1
0.886,231.0308,0.146913633,0.666,0
0.886,640.3334,0.147045304,5.395,0
0.886,242.1417,0.147503746,4.559,1
0.886,606.2801,0.146622854,3.463,1
0.888,502.1148,0.144636421,5.219,0
0.89,372.1099,0.142234809,3.404,0
0.89,509.2379,-0.141314799,5.991,0
0.89,276.14423,0.141945254,2.061,1
0.891,370.0786,-0.140796655,0.733,0
0.891,247.1076,-0.140824455,4.297,1
0.892,374.0316,0.139583595,2.965,0
0.893,480.1372,-0.138277498,3.468,0
0.893,121.02848,0.13790821,3.033,1
0.893,377.1448,0.13809325,3.492,1
0.893,444.3097,0.137496515,5.039,1
0.893,458.1454,-0.137882129,0.678,1
0.895,296.0197,0.13517431,0.697,0
0.895,167.0563,0.135430099,2.234,1
0.896,242.1325,0.133482649,4.563,1
0.897,467.2645,0.133228782,5.878,0
0.899,449.254,-0.130248135,8.044,0
0.899,464.1438,0.130613775,3.474,0
0.9,238.0776,0.128743978,4.607,0
0.902,275.0221,-0.12607477,0.754,0
0.903,301.0563,0.12466523,0.774,0
0.903,205.097,0.124444995,0.801,1
0.904,387.1658,0.124146422,5.117,0
0.905,227.9972,0.122643926,2.377,0
0.905,230.0135,-0.122988996,0.791,0
0.905,391.1124,0.122056694,0.79,0
0.907,352.0859,-0.119568898,5.224,0
0.907,312.1299,0.12035703,0.786,1
0.908,313.9951,-0.118220544,2.734,0
0.908,651.3856,-0.118061062,5.28,0
0.909,324.07239,0.117456524,2.857,0
0.91,278.1335,-0.11556511,0.718,1
0.911,191.1105,-0.114468007,5.283,0
0.912,212.0937,0.113568039,3.815,0
0.912,608.1059,-0.113404873,3.3,0
0.913,195.0512,0.112150849,0.787,0
0.913,389.1814,-0.111605802,5.311,0
0.913,218.1386,0.112163749,2.048,1
0.913,326.0869,0.111579064,2.134,1
0.914,411.0787,-0.110761225,0.764,0
0.916,305.1604,0.10822382,5.512,0
0.916,551.2103,-0.108143578,2.591,1
0.917,195.0514,-0.106440724,2.765,0
0.917,328.248,-0.106971378,6.21,1
0.918,263.0816,-0.105779511,7.148,1
0.919,325.1883,-0.104715486,3.576,1
0.919,342.1686,-0.104790941,3.782,1
0.92,247.1424,-0.102818441,0.808,1
0.921,148.1122,0.101166643,0.753,1
0.921,912.3994,0.101771906,3.075,1
0.922,181.0704,0.099982283,2.671,1
0.922,304.129,0.100441981,3.69,1
0.923,248.0596,0.098803218,0.808,0
0.923,354.1007,0.099445554,4.717,0
0.923,432.3103,-0.099588947,6.468,1
0.924,222.0406,-0.097563232,3.686,0
0.924,373.1139,-0.097247228,4.04,0
0.925,461.2388,-0.096060122,5.842,0
0.925,532.1906,0.096018418,0.792,1
0.926,212.0065,0.095726058,4.503,0
0.926,319.1649,0.095724304,4.258,1
0.927,486.1199,0.094419574,5.689,0
0.927,166.0863,-0.09403203,2.395,1
0.927,508.28,0.094292845,2.988,1
0.928,363.0692,-0.093297761,4.266,0
0.931,354.1009,-0.088957742,5.03,0
0.932,368.0804,0.087141372,3.895,0
0.933,496.198,0.086310519,6.048,0
0.933,466.2058,-0.086222692,4.763,1
0.934,302.1145,-0.085027723,3.69,0
0.935,183.0644,0.084100701,2.192,1
0.937,220.0638,-0.081191183,2.227,1
0.937,274.2138,-0.081548508,4.28,1
0.937,300.2168,-0.081435227,5.214,1
0.937,308.2029,0.081332056,4.983,1
0.937,400.269,0.080950858,4.886,1
0.939,744.2193,0.078889474,2.763,0
0.939,181.0609,-0.078641982,3.097,1
0.941,218.1032,-0.076031275,0.748,0
0.941,310.9761,-0.076078531,0.719,0
0.941,509.27513,-0.075982749,5.084,0
0.942,194.0458,-0.074325214,3.657,0
0.942,503.1571,-0.073984817,3.796,1
0.943,160.1332,-0.073396135,0.662,1
0.943,432.3465,-0.073121473,4.852,1
0.944,473.1448,-0.071923011,4.73,0
0.944,464.1911,-0.071678915,4.995,1
0.945,530.2018,-0.070383947,4.016,1
0.946,246.0752,0.069903939,4.139,0
0.947,502.2071,-0.067544177,0.806,0
0.948,211.0613,-0.066606719,3.866,0
0.948,357.0823,0.067129993,0.779,0
0.948,573.2395,0.066713525,6.305,0
0.948,484.2903,-0.06694824,6.142,1
0.948,501.2038,0.066681803,4.801,1
0.949,218.9964,0.065233521,3.175,0
0.949,276.1375,0.066210505,2.825,1
0.95,363.0701,0.064277804,4.451,0
0.95,573.2393,0.064799766,7.26,0
0.951,567.317,0.06298043,6.697,0
0.951,410.1446,-0.062570155,4.093,1
0.952,407.27997,-0.061282484,5.411,0
0.952,645.1896,-0.062048549,3.451,0
0.953,448.1961,-0.060754255,5.778,0
0.954,357.2787,0.059062465,6.664,1
0.955,223.0982,-0.058015372,5.267,0
0.955,560.3058,0.057856327,5.064,1
0.956,380.0301,-0.056379108,1.155,0
0.956,543.3195,0.056627521,5.303,1
0.957,205.0971,0.055153209,2.931,1
0.958,525.27,0.053908203,5.101,0
0.958,309.1689,0.05452829,5.025,1
0.958,366.1108,-0.054234865,0.7,1
0.961,341.1234,-0.049989119,4.519,0
0.961,462.1766,-0.050358163,4.998,0
0.961,262.1648,0.049955127,2.169,1
0.962,276.1366,-0.049416531,0.762,1
0.963,247.0277,-0.04730142,0.755,0
0.963,177.1123,-0.047371285,4.741,1
0.963,286.1445,0.047740273,2.886,1
0.964,149.0089,-0.046338868,0.649,0
0.964,61.0395,0.045863433,0.663,1
0.967,217.0162,-0.042279243,0.671,0
0.968,259.129,-0.040992823,3.733,0
0.968,377.1019,-0.040572263,5.09,0
0.968,422.1067,0.041682764,0.783,0
0.968,322.1811,0.04158136,5.096,1
0.969,232.1544,0.040485299,2.651,1
0.969,504.2224,0.039999259,3.279,1
0.97,509.2752,0.038263347,5.821,0
0.97,338.1737,0.038239564,6.007,1
0.97,575.2542,-0.03847934,6.292,1
0.971,536.1898,-0.037867453,4.583,0
0.971,134.0964,0.037154458,2.689,1
0.972,171.0487,0.035626916,4.824,0
0.972,337.1754,0.035991232,3.847,1
0.973,541.1207,-0.034685536,0.663,0
0.974,145.0141,0.033841107,0.693,0
0.974,232.005,0.033607511,0.705,0
0.974,240.0954,-0.033886587,4.039,1
0.975,416.3152,0.032210217,4.924,1
0.975,420.1268,0.03182094,2.836,1
0.976,367.2123,-0.031137869,5.512,0
0.976,379.16073,0.030958254,3.652,0
0.978,247.1441,0.028354187,3.239,1
0.979,229.0539,-0.027148984,5.383,0
0.979,338.0879,-0.026830154,3.557,0
0.979,434.1403,-0.026838897,3.73,1
0.98,529.162,0.025463689,5.829,0
0.98,592.3019,-0.026283404,3.483,1
0.981,178.0526,-0.024715666,3.481,0
0.981,310.2375,0.024699442,5.158,1
0.981,325.1697,0.024113444,5.177,1
0.981,576.1819,-0.025017354,0.788,1
0.982,476.0359,-0.022527284,3.919,0
0.982,146.0812,0.022522183,0.71,1
0.982,244.1269,0.023470038,4.537,1
0.982,416.3517,0.023464602,5.027,1
0.984,324.0682,-0.020498923,6.363,0
0.984,166.131,-0.019955018,0.809,1
0.984,418.1658,0.020791504,4.047,1
0.985,334.0517,0.019345249,3.708,0
0.986,243.0617,0.018485538,0.662,0
0.987,381.0802,-0.01635313,3.385,0
0.987,400.2173,-0.016506896,3.807,1
0.988,166.1226,0.014823109,2.55,1
0.988,183.0655,0.014993682,4.503,1
0.988,226.9516,0.015319199,0.553,1
0.989,505.236,-0.014441266,2.917,1
0.99,307.0326,-0.013192452,0.669,0
0.99,419.2281,-0.012210692,6.362,0
0.99,300.217,-0.013319167,5.005,1
0.99,450.213,-0.01263227,5.045,1
0.991,325.1288,-0.011512683,5.321,0
0.992,175.0975,-0.010336584,4.743,0
0.992,603.4563,-0.01062509,5.393,1
0.994,203.0814,0.008340897,0.73,1
0.995,291.0345,-0.00648291,0.717,0
0.995,308.168,-0.006880952,5.004,1
0.995,340.1336,0.006059675,2.71,1
0.995,344.2542,0.007031865,4.012,1
0.996,262.9863,-0.004862074,0.693,0
1,304.1297,1.16e-05,3.192,1
