"","sample_ID","226.9516_0.553","159.1492_0.608","175.1442_0.616","189.1684_0.616","189.16_0.615","156.0769_0.621","170.0926_0.62","136.0482_0.633","137.071_0.636","162.1126_0.642","76.0757_0.642","114.0669_0.645","193.1547_0.646","219.1705_0.65","163.1243_0.654","213.1234_0.672","203.1502_0.654","138.0551_0.654","146.0812_0.71","141.0659_0.655","138.0639_0.655","287.1967_0.655","132.0768_0.656","144.1023_0.656","144.1103_0.66","160.1332_0.662","144.1283_0.662","61.0395_0.663","217.1547_0.664","204.1231_0.665","203.139_0.665","269.1244_0.667","229.1182_0.667","276.1442_0.669","166.0723_0.669","229.1549_0.669","458.1454_0.678","441.1613_0.696","504.1824_0.676","474.1718_0.703","160.0967_0.691","281.1128_0.728","436.225_0.726","384.1171_0.716","217.118_0.7","258.1241_0.69","220.0637_0.707","144.0655_0.707","142.0862_0.71","349.0869_0.775","232.1543_0.707","193.0968_0.764","366.1108_0.7","215.0163_0.719","230.9902_0.718","170.0631_0.751","177.102_0.741","166.0862_0.727","203.0814_0.73","276.1366_0.762","438.1601_0.745","327.0685_0.734","220.1179_0.735","278.1335_0.718","367.1497_0.741","305.0865_0.744","350.0854_0.775","394.0744_0.764","281.1128_0.765","153.0658_0.769","285.1441_0.774","383.133_0.792","383.0946_0.768","410.0483_0.757","100.0756_0.774","134.0963_0.777","271.0761_0.756","167.0562_0.774","274.1181_0.778","364.0426_0.774","574.2227_0.788","152.07_0.791","413.1411_0.782","290.1595_0.783","218.0426_0.785","532.1906_0.792","312.1299_0.786","576.1819_0.788","146.0609_0.789","247.1288_0.789","302.1418_0.788","132.0444_0.791","277.1173_0.79","301.1391_0.795","185.1284_0.796","450.1364_0.798","304.15_0.797","317.0855_0.773","302.1959_0.798","343.1003_0.795","181.0717_0.801","121.0283_0.799","261.1442_0.8","185.0912_0.756","385.1464_0.793","205.097_0.801","149.0596_0.765","166.1216_0.797","148.1122_0.753","464.2272_0.798","318.1909_0.803","394.1707_0.77","244.1542_0.804","565.2029_0.801","166.131_0.809","287.1598_0.805","246.1699_0.806","111.0439_0.81","170.0447_0.81","338.0863_0.805","295.1284_0.813","174.0873_0.814","247.1424_0.808","195.0647_0.814","505.2371_0.816","204.1231_1.146","282.1196_1.153","169.0358_1.154","210.0607_1.159","229.1547_1.206","163.123_1.223","229.1547_1.899","241.1546_1.985","183.0645_2.074","174.1237_2.04","218.1386_2.048","276.1442_2.061","229.0704_2.103","260.1492_2.107","153.0659_2.108","229.1547_2.116","246.0972_2.12","326.0869_2.134","183.0644_2.192","262.1648_2.169","286.1284_2.172","307.1221_2.208","220.0638_2.227","167.0563_2.234","313.0848_2.276","152.0699_2.312","384.1228_2.31","146.0614_2.317","367.1498_2.362","167.0564_2.346","166.0863_2.395","271.0753_2.433","232.0264_2.519","290.1597_2.525","148.112_2.583","166.1226_2.55","227.1026_2.542","551.2103_2.591","220.1178_2.562","160.0405_2.57","295.048_2.58","606.1346_2.583","384.1146_2.579","170.0448_2.599","312.1301_2.601","281.113_2.62","346.2221_2.636","373.1128_2.656","413.1052_2.633","343.1674_2.639","232.1544_2.651","181.0704_2.671","134.0964_2.689","305.0863_2.684","340.1336_2.71","237.1232_2.723","121.0284_2.736","287.1002_2.762","567.1757_2.786","185.1284_2.751","318.1438_2.762","328.1873_2.778","152.0705_2.812","276.1375_2.825","432.2483_2.831","420.1268_2.836","438.1606_2.865","583.1477_2.876","182.0715_2.896","287.1003_2.867","265.1191_2.889","296.1492_2.896","286.1445_2.886","180.0658_2.895","505.236_2.917","755.1895_2.903","196.0605_2.921","469.2077_2.929","205.0971_2.931","436.1558_2.94","579.2172_2.935","508.28_2.988","341.183_2.936","605.3265_2.998","340.1026_3.009","324.1249_2.964","413.1413_2.988","111.044_2.998","586.2128_3.002","448.1364_3.004","383.0941_2.983","422.2054_3.013","226.071_3.019","723.3228_3.019","415.0333_3.007","137.0597_3.062","121.0284_3.033","281.113_3.046","487.2086_3.066","912.3994_3.075","181.0609_3.097","244.1542_3.098","394.1701_3.105","338.1399_3.076","324.1258_3.118","139.0387_3.143","398.1138_3.137","199.1068_3.168","190.0499_3.133","366.1134_3.129","354.1544_3.176","464.2281_3.182","313.0853_3.183","302.1423_3.205","295.1287_3.186","392.1549_3.207","304.129_3.192","199.0965_3.235","163.0755_3.225","719.3713_3.228","247.1441_3.239","246.17_3.238","618.2905_3.277","504.2224_3.279","431.0964_3.273","261.1443_3.263","338.0865_3.299","420.1863_3.296","461.1078_3.304","258.1269_3.305","134.0601_3.31","192.1052_3.316","728.3715_3.305","433.1123_3.32","245.1495_3.326","364.196_3.31","329.2074_3.337","290.1739_3.326","195.0874_3.353","318.191_3.368","372.1861_3.381","265.1278_3.383","378.1418_3.378","310.1653_3.385","398.1421_3.384","731.4168_3.418","369.129_3.414","266.1362_3.431","266.1357_3.432","338.0825_3.449","693.1579_3.427","677.186_3.444","288.1937_3.464","265.1556_3.46","606.2801_3.463","284.092_3.463","416.1472_3.465","265.1195_3.466","378.1767_3.465","755.19_3.465","303.0741_3.467","287.1004_3.467","498.0952_3.472","180.0739_3.473","434.1523_3.477","482.1231_3.477","180.0658_3.481","413.0425_3.484","592.3019_3.483","258.1827_3.513","446.2388_3.483","330.1909_3.491","390.1393_3.49","289.1393_3.497","263.1025_3.498","377.1448_3.492","719.3715_3.54","369.1289_3.506","341.1709_3.522","250.1107_3.546","243.1339_3.536","340.1025_3.555","416.2124_3.558","196.0604_3.589","447.113_3.587","196.0693_3.577","328.1026_3.567","449.1046_3.633","163.0993_3.595","366.1127_3.577","325.1883_3.576","235.0574_3.619","448.1967_3.611","280.1543_3.604","478.2067_3.637","279.1332_3.64","480.2037_3.652","292.1575_3.656","257.1494_3.646","177.0546_3.653","432.1859_3.705","224.056_3.685","304.129_3.69","302.196_3.701","121.0284_3.689","199.1069_3.734","392.1549_3.682","434.1403_3.73","579.3413_3.735","199.0965_3.748","125.0597_3.726","357.1179_3.698","261.1443_3.733","420.1859_3.752","431.0966_3.757","342.1686_3.782","245.1494_3.787","503.1571_3.796","281.1131_3.801","319.165_3.812","213.0757_3.832","341.1877_3.826","461.1074_3.814","651.105_3.812","135.0441_3.831","705.3808_3.85","504.2644_3.847","337.1754_3.847","400.2173_3.807","301.1221_3.855","1106.5217_3.833","244.1711_3.868","266.1022_3.875","433.1121_3.884","302.1232_3.89","733.3859_3.912","719.3726_3.874","258.1947_3.931","258.1848_3.943","375.2614_3.928","717.3914_3.919","436.1558_3.898","434.1581_3.919","350.2065_3.938","715.3756_3.922","297.1443_3.938","369.1292_3.953","267.1329_3.967","272.1855_3.975","344.2542_4.012","398.1452_4.007","530.2018_4.016","356.1907_4.001","429.2112_4.041","344.2066_4.021","418.1658_4.047","196.0604_4.033","283.1287_4.036","240.0954_4.039","431.0972_4.035","433.2362_4.04","257.1495_4.039","530.3214_4.045","279.1317_4.044","186.1124_4.054","491.2279_4.076","330.2272_4.126","465.0856_4.069","296.1628_4.092","286.1792_4.126","410.1446_4.093","436.1964_4.096","304.2117_4.122","249.0966_4.117","258.128_4.17","284.1855_4.179","449.1059_4.17","121.0646_4.206","149.0598_4.188","230.1106_4.213","213.076_4.23","447.0916_4.229","274.2138_4.28","588.3229_4.257","274.1778_4.235","167.0795_4.248","288.1616_4.254","544.3373_4.266","271.1653_4.288","319.1649_4.258","344.2431_4.284","380.1102_4.279","247.1076_4.297","267.1335_4.316","259.1651_4.324","455.7883_4.34","378.1755_4.358","363.1428_4.369","448.1978_4.334","444.1861_4.37","480.2234_4.382","381.1534_4.397","416.1915_4.419","504.2071_4.427","489.2311_4.429","410.1459_4.445","274.2013_4.449","220.1367_4.453","449.1076_4.454","271.0596_4.449","395.1334_4.462","170.0602_4.487","247.1078_4.488","436.1596_4.464","316.1385_4.504","183.0655_4.503","311.1488_4.505","137.0598_4.484","430.1728_4.485","364.1964_4.526","343.2227_4.522","331.2294_4.533","242.1115_4.496","131.0494_4.532","436.1971_4.541","242.1325_4.563","244.1269_4.537","685.2837_4.555","192.0659_4.563","271.1656_4.57","243.0877_4.57","293.1465_4.573","242.1417_4.559","444.2226_4.583","286.2113_4.609","239.1389_4.617","452.1914_4.626","304.1925_4.641","305.1857_4.623","286.2019_4.654","458.202_4.658","448.2321_4.67","452.1914_4.683","303.0862_4.684","328.2118_4.717","358.1496_4.728","306.1703_4.74","177.1123_4.741","176.0707_4.755","466.2058_4.763","222.1126_4.749","245.0798_4.776","256.1666_4.784","358.2585_4.768","270.183_4.814","501.2038_4.801","288.2168_4.83","330.2275_4.829","356.2429_4.821","432.3465_4.852","400.269_4.886","234.1122_4.883","402.2845_4.888","435.1282_4.891","272.2044_4.93","322.2005_4.899","258.1834_4.934","450.2125_4.913","331.2276_4.919","416.3152_4.924","366.2039_4.917","312.2166_4.927","308.1854_4.932","468.2225_4.941","272.2382_4.968","475.2467_4.955","272.2049_4.967","273.2384_4.97","464.1911_4.995","242.1504_4.993","300.217_5.005","309.1689_5.025","308.1987_4.967","308.168_5.004","593.3321_5.017","200.1281_5.02","308.2029_4.983","416.3517_5.027","229.0982_5.024","318.2093_5.034","444.3097_5.039","591.3167_5.042","450.213_5.045","452.2062_5.052","255.0655_5.039","595.3478_5.049","560.3058_5.064","311.1563_5.057","575.384_5.148","322.1811_5.096","358.2585_5.127","288.1983_5.173","523.0001_5.152","310.2375_5.158","288.2295_5.182","325.1697_5.177","312.2162_5.201","290.1419_5.181","500.2849_5.194","240.1607_5.206","552.3496_5.214","338.1777_5.232","145.0648_5.215","300.2168_5.214","285.1804_5.23","254.1398_5.274","191.1066_5.298","326.1962_5.293","543.3195_5.303","430.2946_5.306","272.1663_5.352","336.2167_5.325","430.2032_5.342","302.2435_5.373","202.1437_5.378","356.2429_5.382","302.2687_5.39","448.3052_5.404","248.1679_5.389","603.4563_5.393","302.2329_5.39","572.2333_5.399","562.2489_5.434","406.1258_5.43","486.2329_5.447","424.1599_5.447","429.1143_5.43","312.2168_5.505","414.3361_5.556","307.2_5.592","314.2327_5.619","402.2846_5.623","257.153_5.622","316.1938_5.631","338.2324_5.637","356.2429_5.634","342.173_5.69","457.2213_5.699","502.2964_5.697","338.2323_5.729","389.1625_5.768","450.2132_5.757","274.1833_5.809","358.2589_5.812","350.2322_5.809","514.2642_5.844","385.3097_5.886","398.1823_5.89","316.248_5.914","414.2998_5.934","357.2786_5.926","462.1965_5.965","414.2998_5.974","251.1276_5.991","412.284_6.004","500.2812_6.002","257.2261_6.012","338.1737_6.007","302.1728_6.009","328.2482_6.065","316.248_6.107","553.2943_6.108","412.2838_6.085","484.2903_6.142","340.2479_6.162","303.1704_6.179","276.1991_6.202","328.248_6.21","405.1518_6.25","400.1973_6.231","300.199_6.283","575.2542_6.292","254.1765_6.358","555.3098_6.452","432.3103_6.468","512.2857_6.504","342.2635_6.518","470.2865_6.552","448.3055_6.562","231.1009_6.633","416.3153_6.637","357.2787_6.664","355.2625_6.784","390.2632_6.892","218.1384_6.89","457.2496_6.911","526.2647_6.979","277.1432_7.079","263.0816_7.148","559.2603_7.463","149.0598_7.95","425.2145_9.778","532.3526_10.707"
"1","6101_U4_C18POS_14",82834.18,40852.797,13575.655,19074.893,222439.8,40528.223,155724.97,102048.05,39086.824,96176.5,118742.83,3448923.5,39124.727,536622.1,1013.31866,5346.7344,73617.56,125734.35,54219.133,46862.863,10380.33,38171.938,102171.64,2249297,35995.79,25178.607,90785.28,789264.3,19810.703,120584.51,26403.643,19385.746,57381.465,15400.617,25891.25,423693.22,500.49588,500.49588,500.49588,500.49588,89832.73,20135.537,1254.6705,5187.1587,20775.953,500.49588,23224.422,41877.965,11484.247,3585.8997,135169.81,1016.2338,1153.6791,318794.5,109832.53,2088.9673,500.49588,138778.47,7018.554,500.49588,500.49588,33163.383,31913.146,1018.809,17751.094,26521.693,2921.243,1306.3196,20135.537,95947.44,4812.198,1488.4366,1180.7861,1438.1022,79060.4,500.49588,1541.7146,14752.787,13706.037,22945.98,500.49588,2332.4182,19651.812,16718.014,17259.209,500.49588,35308.64,500.49588,2551.307,43847.918,2326.79,31198.668,2990.1853,7764.874,107759.58,500.49588,23639.541,1629.4724,9867.37,5163.042,10212.536,72368.62,31764.977,2086.6328,9229.644,115152.89,3228.4136,500.49588,1574.128,500.49588,9445.428,20805.037,27534.03,500.49588,500.49588,4273.0063,39684.008,4927.2334,16358.945,3327.6213,7962.988,37002.273,7122.197,6647.258,500.49588,141711.44,46886.938,214250.9,104914.63,97628.58,500.49588,50269.902,14446.009,1858.618,24489.604,11918.271,31640.87,500.49588,6880.427,83278.12,62289.195,500.49588,11098.015,1551.4153,24264.781,4819.5537,2508.649,7179.8047,17096.32,500.49588,2847.632,500.49588,1885.5886,29985.318,9253.688,62616.46,500.49588,2035.7948,19784.695,500.49588,1111.0039,7537.512,36661.254,20311.453,500.49588,500.49588,1077.3478,17877.85,13936.014,49602.14,11450.354,16940.146,500.49588,500.49588,500.49588,164072.17,37446.49,500.49588,20747.768,500.49588,15293.903,47530,105819.72,15595.38,83509.85,500.49588,11673.654,5339.1777,500.49588,500.49588,500.49588,500.49588,21094.55,9311.0205,105819.72,1857599.4,11752.748,1739.1805,507440,500.49588,17920.86,30280.799,21824.146,70185.52,500.49588,500.49588,500.49588,1165.1227,500.49588,10247.712,500.49588,29613.92,4325.7466,500.49588,500.49588,1362.0682,500.49588,3026.9033,500.49588,500.49588,3670.7812,1728.0054,9084.421,500.49588,500.49588,44815.15,37323.95,19585.176,500.49588,500.49588,1443.4603,500.49588,1006.40027,36362.24,500.49588,5639.3433,500.49588,500.49588,1876.6359,12977.419,5549.5464,37365.09,5153.2637,2051.9163,500.49588,18453.924,85150.29,500.49588,500.49588,1359.7639,3360.7888,16043.089,1381.7867,500.49588,1036.2205,47870.977,23203.92,500.49588,500.49588,21692.676,2223.525,20635.379,1927.2534,1497.7888,24176.395,7336.984,36475.97,1124.2107,8859.523,1856.6628,500.49588,17407.594,51432.934,13040.841,500.49588,500.49588,500.49588,500.49588,122736.71,500.49588,20775.078,15908.802,4327349.5,23129.752,41311.484,86890.87,262215.4,21862.605,39022.117,500.49588,17046.307,870690.5,15038.136,500.49588,1513.5187,2471.669,23151.139,7290.482,5138.4297,14314.246,3234.514,500.49588,13445.082,9125.631,17318.498,69433.57,22983.385,7139.4146,4834.918,500.49588,500.49588,5768.2275,500.49588,500.49588,500.49588,500.49588,500.49588,2333.9343,5405.8135,3945.605,42702.625,1055.0701,62849.918,54105.832,6985.737,1081.9832,7362.791,83005.01,24116.56,3524.8145,1053.7397,7789.6284,500.49588,1471.0325,6612.2344,2800.0315,2332.6401,4482.679,2029.5259,1840.7048,500.49588,45174.973,1092.2418,11868.517,32605.756,1683.0326,1007.31415,500.49588,500.49588,15783.951,500.49588,4682.2314,17826.684,500.49588,1606,500.49588,500.49588,35533.848,1070.0869,35783.46,500.49588,500.49588,500.49588,500.49588,1017.58704,500.49588,1323.3113,500.49588,1213.7421,500.49588,15251.866,44546.69,11169.623,88627.96,1653.5278,2812.3552,500.49588,1093.5918,5264.3857,15579.4795,500.49588,7434.429,16556.031,500.49588,1069.0211,3591.5708,129857.85,500.49588,20096.674,26175.71,2756.4192,10170.105,500.49588,1544.9023,500.49588,500.49588,1963.1735,61326.78,42415.023,1149.0425,33940.92,1640.583,2018.7202,1474.0034,1311.5465,3041.4082,1017.0908,2391.0762,500.49588,1218.64,500.49588,2329.7046,500.49588,61693.21,2009.5505,12990.789,500.49588,5497.874,27762.746,20635.842,500.49588,13585.811,1352.5729,500.49588,3843.2485,500.49588,1305.8705,500.49588,10946.895,500.49588,500.49588,33547.67,29963.508,2235.7683,500.49588,500.49588,75984.74,15446.085,500.49588,1211.5851,500.49588,127609.4,2382.83,1649.7252,34373.984,23805.05,13195.968,1267.3616,32845.938,500.49588,2032.7433,1235.167,500.49588,500.49588,156139.88,7148.6763,19957.15,1389.8699,8169.916,39182.062,52996.387,32234.594,500.49588,2092.877,682108,33876.18,500.49588,32234.594,1618.1653,12503.127,14950.963,57830.184,2381.6436,52632.11,5731.3813,11754.482,500.49588,500.49588,4521.69,1127.9929,500.49588,28812.414,50838.637,2662.2747,12989.987,20390.936,12713.6455,4219.2314,500.49588,1903.4895,2630.22,2111.3872,500.49588,25503.152,5497.877,1220.4615,1111225.5,33215.945,500.49588,500.49588,5732.2456,1903.4895,500.49588,51542.473,2407.4695,268770.4,3900.4507,5009.318,3311.191,2704.7874,17855.447,1460.0697,17691.496,1000.99176,9364.632,12905.861,2548.9202,500.49588,500.49588,500.49588,1341.0315,7718.058,2379.2644,500.49588,1333.4445,10819.9795,1020.0039,500.49588,21266.27,4383.1533,1294.9149,39641.867,4664.11,20814.514,1003.62335,500.49588,1269.5692,28630.807,96332.63,14950.423,1278.381,2653.7703,205761.05,1641.1957,8380.027,58506.55,50488.01,1436.845,16704.924,22322.408,39699.44,14737.533,9809.526,81232.055,500.49588,314162.06,500.49588,500.49588,500.49588,4917.691,500.49588,500.49588,40647.53,8153.708,2052.5603,227403.4,11612.02,1655.7393,6373.8027,54574.637,25018.36,18311.97,8440.961,1101.0311,19112.162,1053.2043,500.49588,44503.3,236269.95,1675.5392,2238.2708,7550.3374,1310.0504,18600.775,21733.527,4344.8755,7152.097,21733.527,21171.627,6767.431,1136.616,18242.086,500.49588,500.49588,85329.64,34933.3,2207.759,4215.5474,26888.125,10932.236,1386.3224,14412.139,22846.992,500.49588,1057.2507,15543.773,500.49588,1048.9924,4017.0864,6393.798,12841.653,23787.129,3067.462,44079.938,1172.124,7774.1646,5647.9043,500.49588,1266.5319,500.49588,1389.5627,14526.456,3017.5054,2304.843,500.49588,31737.246,4744.6274,4196.1636
"2","6110_U2_C18POS_34",159688.03,17948.15,21984.479,17190.705,184041.42,18468.459,68189.54,190885.72,46495.375,23499.94,86644.3,3002724.8,10014.637,16043.993,504.00615,10314.892,61452.926,216849.97,20781.418,27037.74,15390.722,504.00615,20472.926,82423.11,6598.4297,16426.182,3443.807,401499,18444.312,33222.277,21969.307,17957.307,30520.115,11340.437,17601.975,440618.75,1610.5973,7647.0796,504.00615,504.00615,9969.837,14367.18,504.00615,2556.4001,13205.191,504.00615,44200.48,15076.095,3426.1177,2592.3245,53751.668,1014.6401,1459.8167,516356.34,114599.39,1367.0144,1137.2667,87316.05,9461.945,1666.1799,504.00615,44597.82,18609.645,504.00615,16299.313,22454.295,4704.333,1997.4518,14367.18,49980.473,6574.529,1594.4219,1720.8029,1669.5826,13072.223,47653.85,2121.1738,16922.207,3642.2336,7918.348,504.00615,8704.261,15156.722,11809.281,31604.197,504.00615,22720.676,504.00615,2859.8708,30596.572,2891.4468,10824.74,5235.222,13322.173,52233.176,504.00615,15804.711,1460.45,7329.6025,10941.783,10109.83,91036.5,27277.088,2255.0417,2404.7139,56746.37,2645.1868,1100565.8,591247.9,504.00615,6562.3613,4154.4536,20972.793,504.00615,38421.855,6511.446,19106.922,3320.1492,21881.32,1979.2865,4617.3433,32043.074,9298.263,3659.78,6978.2964,35172.477,45387.32,239758.25,79018.73,127188.56,504.00615,72262.97,13869.729,1298.048,32605.541,4487.137,29928.201,504.00615,7968.208,66718.56,64323.137,504.00615,3478.08,1684.3151,17899.084,9893.082,504.00615,19786.076,21039.316,1851.5078,13889.597,504.00615,9150.695,21022.436,11061.282,43063.85,2801.9119,6584.7905,12941.374,222379.7,435512.1,8737.089,6187.7617,12715.739,1803.2418,504.00615,504.00615,10789.028,22665.744,32490.107,11639.638,504.00615,504.00615,504.00615,504.00615,68077.51,28275.377,63977.24,19950.6,504.00615,15148.724,99622.02,42461.832,2642.8542,68359.29,504.00615,504.00615,4320.875,504.00615,504.00615,504.00615,504.00615,2480.0256,4988.8345,54620.375,310784.72,5490.031,1595.52,313582.6,35503.78,1103.5807,32256.354,3591.4883,52833.89,504.00615,504.00615,504.00615,1483.1385,504.00615,1233.7354,504.00615,17387.562,4426.211,504.00615,504.00615,1230.6082,504.00615,5185.8145,504.00615,1127.9786,4508.342,2233.876,6020.667,504.00615,504.00615,44082.805,38895.754,1135.7822,2412.2893,504.00615,1457.8964,1304.6438,1147.3707,21382.264,504.00615,5261.327,504.00615,7181.953,1024.1305,9742.983,1425.072,17236.596,5588.181,1979.8389,504.00615,48787.51,68173.68,504.00615,504.00615,504.00615,3125.9287,3338.3318,1563.6173,504.00615,1036.3597,12905.057,18883.758,504.00615,504.00615,9884.323,1720.0198,5373.6685,1260.8291,1430.4159,27448.297,6409.674,35826.73,1216.6201,4409.3765,504.00615,504.00615,3624.2498,28714.639,17402.21,504.00615,504.00615,504.00615,504.00615,32230.025,504.00615,12671.303,3381.9644,1151285.9,14828.173,5320.977,88931.91,269515.3,19452.734,40281,504.00615,19095.062,731732.06,15128.927,504.00615,1059.3127,1347.1088,35596.273,1189.3126,3326.28,20388.652,1388.7175,504.00615,1872.9396,14832.086,52337.7,18163.125,1031.0155,4531.7256,4881.1763,504.00615,1273.585,504.00615,504.00615,504.00615,504.00615,1135.8809,1184.1536,504.00615,1840.1605,1069.2363,37621.195,504.00615,196487.19,12176.589,9606.343,504.00615,5056.3657,40986.57,33012.457,4934.694,1590.8418,2556.144,504.00615,1307.8114,7006.506,4407.003,1410.9069,7017.0137,1255.6194,504.00615,1115.0112,19450.07,1043.4337,2246.6196,17941.922,2514.9263,504.00615,504.00615,504.00615,12231.878,504.00615,3684.645,12962.812,2309.0747,1541.0149,504.00615,1135.5836,8227.903,504.00615,4555.5605,504.00615,504.00615,504.00615,1106.2731,504.00615,504.00615,504.00615,504.00615,1195.5922,504.00615,12126.494,3893.7305,18729.414,39597.105,1206.5797,504.00615,504.00615,1266.3782,1644.5922,19468.633,1054.7778,9825.236,13550.708,504.00615,1021.6991,2933.3352,23251.607,504.00615,10339.547,20489.498,504.00615,12089.401,504.00615,1669.398,1161.2656,504.00615,1008.0123,54811.402,9118.001,1165.3522,48530.44,7561.6157,1845.4747,1380.3672,1038.2144,2938.0361,504.00615,2260.7356,504.00615,2460.6465,504.00615,1984.4017,504.00615,91832.04,8670.318,17455.592,504.00615,4013.118,46658.426,8182.1284,504.00615,1231.6796,1373.797,504.00615,8390.384,504.00615,1485.5664,1344.4598,12997.358,504.00615,504.00615,19989.145,27076.115,12897.523,1293.7811,1026.9235,46087.77,11961.899,504.00615,1377.3862,1055.8682,7651.0713,2482.1104,1632.8918,2537.501,6851.5576,9196.462,1029.8755,14968.199,504.00615,1139.568,1470.1359,504.00615,2593.0842,212859.88,4715.4697,25811.945,2186.264,3842.896,38561.13,39223.29,5347.3354,1204.2385,1152.796,1034727.8,45544.895,504.00615,5347.3354,504.00615,13882.305,2531.112,2529.0393,2802.1047,35771.01,4712.3994,2262.609,504.00615,1790.1633,5289.023,504.00615,504.00615,38240.023,63649.05,6339.32,10771.371,7798.4937,50813.95,15284.681,504.00615,1569.2051,3265.8577,1323.4502,504.00615,21481.98,2538.5889,1540.5437,50130.08,48798.89,2781.724,504.00615,13061.216,1716.6572,504.00615,20427.492,504.00615,180839.92,4795.317,6411.2637,2949.366,24949.314,31130.01,3063.265,8787.104,504.00615,7179.596,2690.012,116868.164,504.00615,504.00615,504.00615,4018.068,7558.361,2855.9497,504.00615,1690.9525,12877.479,1065.0667,504.00615,35512.81,1169.2645,1286.465,46895.6,3832.5518,5275.795,1524.4031,1139.2858,1026.0195,1808.3438,96500.97,12112.942,1063.1793,2713.02,45878.03,504.00615,7609.763,3279.4546,55291.082,1439.9585,17204.523,14194.184,23906.762,8838.761,3593.9534,64994.953,504.00615,223522.62,504.00615,504.00615,504.00615,10789.399,504.00615,504.00615,53007.035,504.00615,1804.0012,194565.56,16757.482,2489.2197,6686.3423,39809.977,12671.832,7137.1113,1164.0245,573174.5,17395.838,504.00615,504.00615,45775.938,125490.875,1355.8453,3173.562,7412.0283,1137.0822,19934.795,18685.18,3207.435,7426.7754,18685.18,14685.6045,1896.0062,21584.172,31555.807,1231.9584,504.00615,39947.23,9624.829,10639.094,1896.0062,43133.586,7535.185,2553.666,9968.832,23337.996,504.00615,1494.8167,8170.1924,504.00615,1825.4248,19498.709,8290.371,1552.7943,10943.376,1524.2268,17792.084,1100.338,4221.197,2354.3882,1011.5654,7444.868,1347.3512,1482.7026,12309.337,4479.256,504.00615,504.00615,97615.1,4163.971,3838.1304
