"p.value","m.z","t.score","r.t"
0.00567,465.0845,-3.506125419,4.208
0.0398,465.2493,-2.362648081,6.146
0.284,467.1506,-1.131411113,5.777
0.693,467.1919,-0.406456953,5.446
0.166,467.2645,-1.49326467,5.878
0.336,468.0451,1.010048778,0.696
0.598,471.0822,-0.54516015,3.708
0.329,471.2417,1.026899273,6.297
0.13,473.0995,1.652199767,3.464
0.158,473.0996,1.526200339,2.932
0.688,473.1448,0.413587338,4.73
0.0327,475.0782,-2.477008549,0.667
0.502,475.2184,0.696188781,5.932
0.882,476.0359,0.152776168,3.919
0.279,477.1039,1.145561949,2.949
0.00141,477.1039,-4.364231692,4.686
0.356,477.2332,0.967761938,5.701
0.702,479.0459,-0.394125585,2.443
0.832,479.0465,0.218403968,3.005
0.9,479.0506,0.128505102,0.791
0.362,479.2283,-0.955558404,5.383
0.25,480.0818,-1.222446899,0.682
0.0645,480.1372,2.077512223,3.468
0.508,481.0163,-0.68719351,4.286
0.311,481.2073,1.066233304,5.68
0.112,481.2439,-1.742639162,5.242
0.0974,482.2186,1.828845244,4.626
0.727,484.0498,0.359593615,2.566
0.632,485.0499,0.49393855,4.198
0.64,485.0955,-0.48277055,0.681
0.55,485.1661,-0.618211865,4.43
0.267,486.1199,1.176169843,5.689
0.591,487.0759,-0.554696987,2.632
0.917,489.0926,-0.107522165,0.758
0.0588,489.2111,-2.132107469,3.578
0.0609,489.2123,-2.111670219,4.076
0.342,489.27,0.997439972,6.391
0.471,489.27,0.749974965,6.555
0.0609,491.191,-2.111867262,4.507
0.557,491.228,0.607698557,5.918
0.58,491.2855,0.572647648,6.773
0.168,492.1871,-1.48478591,5.243
0.0319,492.1884,-2.491375159,4.319
0.0438,493.0631,-2.305521272,3.69
0.312,493.0642,-1.064007851,3.179
0.000698,493.1666,4.823781192,4.573
0.44,493.228,-0.804892501,4.95
0.799,493.2439,-0.261289392,6.516
0.565,494.1144,0.59536313,0.666
0.571,495.1174,-0.585907391,4.369
0.904,495.2227,-0.123367608,4.812
0.806,495.2229,-0.252095728,3.594
0.00455,495.2232,3.638677402,5.846
0.859,495.223,0.181776766,4.067
0.454,495.296,-0.778157969,6.494
0.519,496.198,-0.668451068,6.048
1.81e-05,497.0695,7.612692528,3.785
0.446,497.2379,-0.793195874,4.163
0.956,497.2751,0.056643242,5.86
0.467,499.0756,-0.755861197,0.705
0.348,500.1902,0.985605229,3.066
0.348,500.282,0.983767658,5.708
0.929,501.1339,-0.091523595,4.505
0.0294,501.2122,-2.539997368,5.698
0.866,502.1148,0.173656109,5.219
0.352,502.2071,0.976178266,0.806
0.716,505.2452,0.37380347,7.002
0.21,507.2078,-1.340570077,4.607
0.213,507.2079,-1.331644533,4.889
0.227,507.2231,-1.287807473,6.98
7.15e-06,509.0384,8.465811535,0.699
9.11e-08,509.0409,13.57212446,3.291
0.667,509.0519,0.443306069,2.681
0.684,509.2379,-0.419350376,5.991
0.111,509.2751,-1.748964174,5.084
0.182,509.2751,-1.436023463,6.332
0.04,509.2752,-2.359686359,5.821
0.374,510.2524,-0.929719979,6.169
0.174,511.2181,1.462288367,5.843
0.163,511.2544,1.505452631,5.206
0.2,511.2909,-1.372256925,6.014
0.146,512.1916,-1.577232365,6.018
0.23,512.2682,1.278544454,6.624
0.248,513.0964,1.225507732,3.899
0.148,514.136,1.568117206,3.993
0.189,514.1681,-1.409157309,4.367
0.0504,514.1698,-2.223635443,4.543
0.319,515.1648,-1.048360593,5.296
0.113,517.0977,-1.736939478,4.399
0.992,519.223,-0.010080835,7.484
0.000105,521.1082,6.174921277,4.508
0.474,521.239,0.744123874,6.221
0.822,524.0845,0.231128356,0.705
1.02e-06,525.0334,10.48881069,3.606
0.216,525.27,-1.319978636,5.101
0.352,526.0995,0.976012089,0.675
0.712,526.114,0.380283834,3.463
0.169,526.2476,-1.482469189,5.551
0.943,528.2617,0.07336698,5.454
0.0407,528.2633,-2.348739804,5.962
0.629,529.121,-0.498814516,5.76
0.637,529.162,0.486178938,5.829
0.0524,531.0773,2.200047288,4.532
0.825,531.1447,-0.227022349,4.141
0.657,536.1898,0.45815391,4.583
0.791,539.1147,0.271904114,5.072
0.119,539.2494,-1.707164386,4.677
0.452,541.1207,-0.782428156,0.663
0.0658,541.2651,-2.065367823,4.526
0.125,541.2651,-1.673041875,4.807
0.206,541.265,-1.350908094,4.928
0.724,543.0792,0.363776126,0.704
0.469,543.2074,-0.753092371,5.421
0.517,544.1789,-0.671439069,6.025
0.861,544.2886,0.180193213,5.154
0.454,547.1102,-0.779269492,3.005
0.0835,547.1106,-1.92197261,0.67
0.491,549.1196,0.71451981,2.793
0.593,549.1948,-0.551631073,4.514
0.0784,549.1963,1.960310247,2.777
0.0391,550.1307,-2.372317921,0.664
0.547,553.1926,-0.623558994,5.396
0.929,555.0787,-0.090793414,2.996
0.0768,557.2465,1.972783819,7.479
0.766,559.1102,-0.305215297,0.68
0.491,562.1922,-0.714978144,4.035
0.103,563.1044,-1.793043332,2.949
0.724,565.1557,0.362795185,4.485
0.538,565.1563,0.637016837,4.799
0.263,565.3012,1.186852429,5.907
0.479,566.3329,-0.735996264,6.114
0.975,567.3168,-0.032676542,5.938
0.744,567.317,-0.335085882,6.697
0.954,569.0928,-0.058627402,2.988
0.66,569.0956,0.453957577,3.38
0.743,569.1299,0.33701984,4.178
0.175,569.1307,-1.461486738,3.754
0.0868,569.1751,1.89908477,3.441
0.157,571.1469,-1.530241663,3.618
0.699,571.1476,-0.398107721,4.081
0.369,572.1094,-0.940721821,3.326
0.03,572.2105,-2.527124642,4.512
0.0212,572.2528,-2.731113846,4.339
0.0671,573.2393,-2.053985731,7.26
0.492,573.2395,0.713425212,6.305
0.0598,576.1317,-2.122227382,0.792
0.00169,576.1384,-4.248667661,0.705
0.699,577.1184,-0.397480775,2.969
0.258,579.0457,1.200433077,0.796
0.0238,579.2066,-2.663536757,4.211
0.508,580.1297,0.68612023,2.848
0.911,583.1089,-0.11405009,3.742
0.605,583.3118,-0.534535876,5.69
0.711,583.3118,-0.381658985,5.932
0.372,584.1374,0.934890791,3.972
0.142,585.0184,1.59554129,3.643
0.365,589.3024,0.949826456,5.037
0.212,590.1068,1.333417691,3.469
0.0192,591.3184,2.786554014,5.021
0.00673,593.3333,3.403898754,5.048
0.595,594.0962,0.548863376,3.363
0.0927,594.3642,1.858880644,5.768
0.984,596.1248,0.020564464,2.733
0.22,600.2843,-1.309181867,4.732
0.382,601.2255,-0.914618337,5.243
1.88e-05,605.1126,7.581454742,3.023
0.319,606.9991,1.048811647,3.815
0.864,607.1267,-0.175229569,3.483
0.246,608.1059,-1.231902074,3.3
0.0963,610.164,1.835729641,2.859
0.979,611.069,0.026676623,3.647
0.686,611.1667,0.415612063,3.462
0.0293,613.3589,-2.541284857,5.89
0.00101,617.1836,4.577882879,4.515
0.993,618.1838,-0.00859382,3.802
0.785,618.1913,0.280663599,4.649
0.66,623.0319,0.452942304,2.6
0.755,624.3385,-0.32085183,6.01
0.157,625.0354,1.530142906,3.814
0.17,627.3743,-1.478358788,6.176
0.132,629.3537,-1.641459639,5.37
0.911,636.1806,-0.114563696,3.455
2.19e-05,639.0783,7.448941625,3.758
0.261,640.3332,-1.190097677,4.371
0.275,640.3334,1.155365369,5.395
0.606,645.1893,0.53232942,2.881
0.715,645.1896,0.375204229,3.451
0.162,649.0893,1.509243773,3.836
0.593,651.3856,-0.551422013,5.28
0.342,653.1834,0.998018228,2.294
0.421,659.2045,-0.838740938,2.918
0.661,665.1832,0.451515816,2.777
0.504,665.1833,0.69238982,2.829
0.164,669.1448,1.500072313,2.74
0.444,673.2558,-0.796577969,7.365
0.124,674.1395,1.678883545,3.477
0.299,675.1222,-1.095891502,2.643
0.106,679.1625,-1.778853388,3.856
0.636,680.165,-0.487630538,3.608
0.348,680.2306,0.985593917,4.136
0.289,681.2357,1.119941146,4.115
0.851,685.341,-0.193276957,5.775
0.095,690.3154,1.843843195,4.751
0.0211,691.3179,-2.733884404,4.171
0.346,741.1857,-0.989427833,3.018
0.313,744.2193,1.06175452,2.763
0.246,744.2195,1.231649017,3.468
0.15,750.2363,1.558083419,3.468
0.574,78.9585,0.581427676,0.702
0.5,801.2549,0.700278613,4.519
0.417,817.2886,-0.846953084,4.438
0.128,845.2477,-1.659382463,4.186
0.305,853.2516,-1.081183989,4.121
0.338,869.3936,-1.005667681,6.15
0.35,889.161,0.979552212,3.783
0.346,908.2639,-0.989427833,4.165
0.337,913.2118,-1.009165,3.895
0.343,951.181,0.995642258,3.008
0.334,973.198,-1.015128896,3.133
0.149,100.0756,-1.577537503,0.774
0.453,1106.5217,-0.784064244,3.833
0.782,111.0439,-0.284662594,0.81
0.096,111.044,-1.858876206,2.998
0.807,114.0669,-0.251697535,0.645
0.99,121.0283,0.012841324,0.799
0.716,121.0284,0.376132579,2.736
0.503,121.0284,-0.698492786,3.033
0.00665,121.0284,3.506953151,3.689
0.0073,121.0646,3.44814046,4.206
0.931,125.0597,0.089567276,3.726
0.546,131.0494,-0.627018318,4.532
0.327,132.0444,1.036307883,0.791
0.217,132.0768,1.328496939,0.656
0.297,134.0601,1.108121004,3.31
0.929,134.0963,-0.091369133,0.777
0.262,134.0964,-1.196475458,2.689
0.022,135.0441,-2.763581753,3.831
0.87,136.0482,-0.167737129,0.633
0.482,137.0597,-0.732864694,3.062
0.159,137.0598,1.534618616,4.484
0.601,137.071,0.542556186,0.636
0.0223,138.0551,2.755011102,0.654
0.825,138.0639,-0.227664035,0.655
0.864,139.0387,-0.175850191,3.143
0.86,141.0659,0.181413923,0.655
0.84,142.0862,-0.207388231,0.71
0.0599,144.0655,-2.151828572,0.707
0.0162,144.1023,-2.952372384,0.656
0.382,144.1103,-0.919651975,0.66
0.0565,144.1283,-2.186864053,0.662
0.0259,145.0648,-2.664026069,5.215
0.616,146.0609,-0.519456399,0.789
0.573,146.0614,0.58476882,2.317
0.719,146.0812,-0.371342012,0.71
0.634,148.1122,-0.493252936,0.753
0.556,148.112,0.61089205,2.583
0.235,149.0596,-1.273798596,0.765
0.691,149.0598,-0.410667759,4.188
0.827,149.0598,-0.225207193,7.95
0.244,152.0699,1.246215798,2.312
0.239,152.0705,1.260772732,2.812
0.247,152.07,1.23769016,0.791
0.884,153.0658,0.149806157,0.769
0.549,153.0659,0.62282332,2.108
0.747,156.0769,-0.332042562,0.621
0.0721,159.1492,-2.03732964,0.608
0.236,160.0405,1.270380373,2.57
0.0045,160.0967,-3.757371299,0.691
0.656,160.1332,-0.46095221,0.662
0.802,162.1126,0.257619984,0.642
0.81,163.0755,-0.247226782,3.225
0.132,163.0993,1.655347184,3.595
0.452,163.123,-0.786804585,1.223
0.697,163.1243,-0.402102668,0.654
0.222,166.0723,-1.312207152,0.669
0.354,166.0862,-0.976942589,0.727
0.0481,166.0863,-2.28573566,2.395
0.414,166.1216,0.8572859,0.797
0.858,166.1226,0.18374401,2.55
0.302,166.131,-1.095382612,0.809
0.215,167.0562,-1.335437713,0.774
0.084,167.0563,-1.942637867,2.234
0.301,167.0564,-1.097600255,2.346
0.986,167.0795,-0.018132578,4.248
0.571,169.0358,-0.587310072,1.154
0.0781,170.0447,1.987533699,0.81
0.0615,170.0448,2.134813217,2.599
0.585,170.0602,0.565633333,4.487
0.726,170.0631,0.361336919,0.751
0.791,170.0926,-0.272911596,0.62
0.108,174.0873,1.783265059,0.814
0.802,174.1237,0.25881718,2.04
0.673,175.1442,0.435852961,0.616
0.208,176.0707,1.355619512,4.755
0.465,177.0546,-0.762395093,3.653
0.89,177.102,-0.142443442,0.741
0.494,177.1123,-0.713530651,4.741
0.474,180.0658,0.74725566,2.895
0.633,180.0658,0.494403329,3.481
0.967,180.0739,-0.042455686,3.473
0.104,181.0609,-1.806730425,3.097
0.515,181.0704,-0.678113153,2.671
0.866,181.0717,-0.173360447,0.801
0.946,182.0715,0.069579298,2.896
0.79,183.0644,-0.273723154,2.192
0.969,183.0645,-0.040396941,2.074
0.138,183.0655,1.629380776,4.503
0.719,185.0912,-0.371415613,0.756
0.775,185.1284,0.294632712,0.796
0.698,185.1284,-0.400060146,2.751
0.2,186.1124,-1.384688623,4.054
0.368,189.1684,0.948684894,0.616
0.608,189.16,-0.531165738,0.615
0.0417,190.0499,-2.3737361,3.133
0.752,191.1066,-0.325345241,5.298
0.357,192.0659,-0.971749645,4.563
0.847,192.1052,-0.198194109,3.316
0.612,193.0968,0.526128015,0.764
0.763,193.1547,0.310789332,0.646
0.054,195.0647,-2.214713524,0.814
0.938,195.0874,-0.080585428,3.353
0.00993,196.0604,3.253929325,3.589
0.0643,196.0604,2.107319532,4.033
0.345,196.0605,-0.996824356,2.921
0.112,196.0693,1.761080974,3.577
0.788,199.0965,-0.276828446,3.235
0.951,199.0965,-0.063482686,3.748
0.363,199.1068,-0.957471886,3.168
0.691,199.1069,0.410524062,3.734
0.128,200.1281,-1.677008065,5.02
0.335,202.1437,1.018076486,5.378
0.748,203.0814,-0.330647194,0.73
0.184,203.139,1.437557541,0.665
0.319,203.1502,-1.054502814,0.654
0.575,204.1231,0.581467721,0.665
0.822,204.1231,0.231165812,1.146
0.493,205.0971,-0.714067236,2.931
0.0433,205.097,-2.350230176,0.801
0.593,210.0607,-0.554065566,1.159
0.432,213.0757,-0.823199784,3.832
0.137,213.076,-1.634714638,4.23
0.885,213.1234,0.149376377,0.672
0.975,215.0163,-0.031730265,0.719
0.602,217.118,0.540327582,0.7
0.0546,217.1547,2.207753363,0.664
0.29,218.0426,1.124684126,0.785
0.216,218.1384,-1.330731206,6.89
0.941,218.1386,0.076568086,2.048
0.016,219.1705,-2.957049896,0.65
0.602,220.0637,0.541056011,0.707
0.358,220.0638,0.967879941,2.227
0.141,220.1178,-1.615273244,2.562
0.0365,220.1179,-2.453539896,0.735
0.862,220.1367,-0.178425003,4.453
0.143,222.1126,1.602852525,4.749
0.569,224.056,-0.591064523,3.685
0.984,226.071,-0.020455794,3.019
0.653,226.9516,-0.464969946,0.553
0.58,227.1026,-0.574140451,2.542
0.221,229.0704,-1.316554498,2.103
0.188,229.0982,1.423553298,5.024
0.941,229.1182,-0.076081423,0.667
0.314,229.1547,-1.06709608,1.206
0.136,229.1547,-1.63852954,1.899
0.351,229.1547,-0.983852836,2.116
0.454,229.1549,0.782064853,0.669
0.076,230.1106,2.004164185,4.213
0.501,230.9902,0.700997369,0.718
0.361,231.1009,0.962792951,6.633
0.214,232.0264,1.336231191,2.519
0.31,232.1543,1.075597194,0.707
0.358,232.1544,0.96905673,2.651
2.94e-07,234.1122,13.42956934,4.883
0.239,235.0574,-1.262377555,3.619
0.928,237.1232,0.092522925,2.723
0.122,239.1389,1.705172325,4.617
0.647,240.0954,-0.47326759,4.039
0.0768,240.1607,1.997854484,5.206
0.145,241.1546,-1.594776828,1.985
0.161,242.1115,-1.52835998,4.496
0.401,242.1325,-0.882217571,4.563
0.0965,242.1417,1.855294509,4.559
0.168,242.1504,1.497537273,4.993
0.408,243.0877,-0.868149992,4.57
0.918,243.1339,-0.105455633,3.536
0.258,244.1269,1.206433377,4.537
0.559,244.1542,-0.606318952,0.804
0.162,244.1542,-1.525132818,3.098
0.176,244.1711,-1.467685871,3.868
0.52,245.0798,0.670197036,4.776
0.971,245.1494,-0.037283388,3.787
0.895,245.1495,-0.135407085,3.326
0.285,246.0972,-1.137755913,2.12
0.913,246.1699,0.112763357,0.806
0.906,246.17,0.121785358,3.238
0.0151,247.1076,2.992687453,4.297
0.759,247.1078,-0.316529607,4.488
0.662,247.1288,0.45136467,0.789
0.792,247.1424,0.272008612,0.808
0.467,247.1441,-0.759197948,3.239
0.654,248.1679,-0.464083272,5.389
0.0734,249.0966,-2.02647873,4.117
1.13e-06,250.1107,11.47431313,3.546
0.0748,251.1276,2.014278725,5.991
0.811,254.1398,0.246587736,5.274
0.453,254.1765,0.784208598,6.358
6e-06,255.0655,9.395940492,5.039
0.454,256.1666,-0.781728164,4.784
0.754,257.1494,-0.32301295,3.646
0.903,257.1495,-0.1257751,4.039
0.562,257.153,-0.602183604,5.622
0.12,257.2261,-1.71797022,6.012
0.907,258.1241,-0.120610457,0.69
0.353,258.1269,-0.979555468,3.305
0.827,258.128,-0.224773313,4.17
0.59,258.1827,-0.559419206,3.513
0.313,258.1834,1.06849304,4.934
0.726,258.1848,0.361765884,3.943
0.405,258.1947,0.873537855,3.931
0.67,259.1651,-0.44024252,4.324
0.701,260.1492,0.396356815,2.107
0.77,261.1442,-0.301992441,0.8
0.418,261.1443,-0.848238248,3.263
0.188,261.1443,-1.422872711,3.733
0.222,262.1648,-1.312176116,2.169
0.498,263.0816,-0.706700973,7.148
0.14,263.1025,-1.616844727,3.498
0.151,265.1191,1.569463178,2.889
0.134,265.1195,1.645851817,3.466
0.183,265.1278,1.443848656,3.383
0.0784,265.1556,1.985530916,3.46
0.309,266.1022,1.079188536,3.875
0.904,266.1357,-0.124593935,3.432
0.579,266.1362,0.57534211,3.431
0.916,267.1329,-0.108028638,3.967
0.938,267.1335,-0.0801591,4.316
0.995,269.1244,0.00644108,0.667
0.493,270.183,-0.714893463,4.814
1.33e-08,271.0596,19.14611189,4.449
0.447,271.0753,0.794590975,2.433
0.302,271.0761,1.094921653,0.756
0.423,271.1653,-0.839480093,4.288
0.478,271.1656,-0.740666304,4.57
0.478,272.1663,0.739924889,5.352
0.00289,272.1855,-4.048822938,3.975
0.976,272.2044,-0.030772817,4.93
0.875,272.2049,0.162219703,4.967
0.452,272.2382,-0.786962677,4.968
0.489,273.2384,0.721134179,4.97
0.00349,274.1181,3.923103537,0.778
0.326,274.1778,1.038880437,4.235
0.654,274.1833,-0.463432828,5.809
0.914,274.2013,-0.111328896,4.449
0.925,274.2138,-0.097118,4.28
0.492,276.1366,-0.716614661,0.762
0.566,276.1375,-0.595207948,2.825
0.764,276.1442,0.30908159,0.669
0.257,276.1442,-1.211366598,2.061
0.143,276.1991,-1.603443749,6.202
0.114,277.1173,1.751688591,0.79
0.356,277.1432,0.973362155,7.079
0.973,278.1335,-0.034887281,0.718
0.336,279.1317,-1.016280892,4.044
0.846,279.1332,0.199372011,3.64
0.823,280.1543,0.23022843,3.604
0.352,281.1128,0.980644802,0.728
0.0838,281.1128,1.943503434,0.765
0.945,281.1131,-0.071341463,3.801
0.505,281.113,-0.694811012,2.62
0.783,281.113,0.284106462,3.046
0.244,282.1196,-1.246155807,1.153
0.399,283.1287,-0.884914241,4.036
0.0156,284.092,2.975037599,3.463
0.394,284.1855,-0.89592353,4.179
0.794,285.1441,-0.269366527,0.774
0.31,285.1804,-1.076836845,5.23
0.999,286.1284,0.001624492,2.172
0.446,286.1445,-0.797540925,2.886
0.969,286.1792,0.040379782,4.126
0.514,286.2019,-0.678571642,4.654
0.296,286.2113,-1.108490342,4.609
0.142,287.1002,1.607862696,2.762
0.0604,287.1003,2.145808119,2.867
0.0562,287.1004,2.190932462,3.467
0.476,287.1598,-0.743468191,0.805
0.0295,287.1967,-2.584263199,0.655
0.72,288.1616,-0.369658544,4.254
0.554,288.1937,0.614540182,3.464
0.0601,288.1983,2.149293385,5.173
0.81,288.2168,-0.247612473,4.83
0.765,288.2295,-0.308707916,5.182
0.56,289.1393,0.605379359,3.497
0.0333,290.1419,-2.510709692,5.181
0.125,290.1595,1.690711206,0.783
0.829,290.1597,0.222430263,2.525
0.371,290.1739,0.940927079,3.326
3.84e-05,292.1575,7.463240777,3.656
0.00235,293.1465,-4.186535431,4.573
0.288,295.048,1.128464177,2.58
0.506,295.1284,0.693137159,0.813
0.689,295.1287,0.413032677,3.186
0.826,296.1492,-0.225829766,2.896
0.614,296.1628,0.522210942,4.092
0.496,297.1443,0.709614847,3.938
0.247,300.199,-1.236959027,6.283
0.859,300.2168,0.1831872,5.214
0.525,300.217,-0.660898171,5.005
0.536,301.1221,0.643353876,3.855
0.414,301.1391,-0.857254065,0.795
0.204,302.1232,1.370707751,3.89
0.533,302.1418,-0.64821829,0.788
0.41,302.1423,0.864621043,3.205
0.723,302.1728,0.365488583,6.009
0.743,302.1959,-0.338022312,0.798
0.927,302.196,-0.094748109,3.701
0.933,302.2329,-0.086359134,5.39
0.648,302.2435,0.471549871,5.373
0.781,302.2687,0.28681429,5.39
0.00891,303.0741,3.322301498,3.467
0.00523,303.0862,-3.66011107,4.684
0.759,303.1704,0.315750973,6.179
0.809,304.129,0.249373594,3.192
0.804,304.129,0.25620777,3.69
0.65,304.15,0.469751789,0.797
0.59,304.1925,0.559040102,4.641
0.873,304.2117,-0.164734562,4.122
0.0114,305.0863,3.169463005,2.684
0.0107,305.0865,3.2051501,0.744
0.0957,305.1857,1.860620935,4.623
0.0265,306.1703,-2.650063251,4.74
0.25,307.1221,-1.230950342,2.208
0.576,307.2,0.580320192,5.592
0.146,308.168,1.589998851,5.004
0.358,308.1854,-0.969701649,4.932
0.301,308.1987,-1.096515904,4.967
0.555,308.2029,0.613361985,4.983
0.493,309.1689,0.714257304,5.025
0.857,310.1653,0.185845352,3.385
0.789,310.2375,-0.27627374,5.158
0.0182,311.1488,-2.87858923,4.505
0.13,311.1563,1.666743169,5.057
0.702,312.1299,0.394850443,0.786
0.793,312.1301,0.270093421,2.601
0.667,312.2162,-0.44501268,5.201
0.0325,312.2166,-2.525886715,4.927
0.434,312.2168,-0.817992634,5.505
0.276,313.0848,1.159547159,2.276
0.45,313.0853,0.79052724,3.183
0.907,314.2327,-0.120607918,5.619
5.51e-06,316.1385,9.492914988,4.504
0.506,316.1938,-0.691989965,5.631
0.857,316.248,0.1850403,5.914
0.317,316.248,-1.058695403,6.107
0.64,317.0855,-0.483327665,0.773
0.077,318.1438,1.996771214,2.762
0.411,318.1909,0.861656939,0.803
0.866,318.191,-0.173080831,3.368
0.824,318.2093,0.228343109,5.034
0.238,319.1649,1.264494848,4.258
0.499,319.165,0.703639967,3.812
0.518,322.1811,0.67332202,5.096
0.93,322.2005,0.090833072,4.899
0.308,324.1249,-1.080791965,2.964
0.896,324.1258,-0.13402318,3.118
0.557,325.1697,0.609269187,5.177
0.673,325.1883,0.436231567,3.576
0.665,326.0869,0.447576251,2.134
0.000796,326.1962,-4.945746233,5.293
0.00768,327.0685,3.415734115,0.734
0.309,328.1026,1.077559517,3.567
0.092,328.1873,1.88575925,2.778
0.0716,328.2118,-2.041398851,4.717
0.705,328.2482,0.390413152,6.065
0.961,328.248,0.049967179,6.21
0.382,329.2074,-0.919097146,3.337
0.884,330.1909,-0.149716841,3.491
0.421,330.2272,-0.843909632,4.126
0.19,330.2275,1.416791701,4.829
0.0645,331.2276,-2.105490504,4.919
0.0404,331.2294,-2.391744668,4.533
0.07,336.2167,-2.055506745,5.325
0.579,337.1754,0.575921699,3.847
0.836,338.0825,0.213222274,3.449
0.517,338.0863,-0.674955352,0.805
0.303,338.0865,-1.091312719,3.299
0.378,338.1399,0.927118175,3.076
0.238,338.1737,-1.263833371,6.007
0.339,338.1777,-1.009698828,5.232
0.911,338.2323,0.115390475,5.729
0.319,338.2324,-1.054523793,5.637
0.878,340.1025,0.158132746,3.555
0.845,340.1026,0.201421864,3.009
0.715,340.1336,-0.377381786,2.71
0.488,340.2479,-0.723250038,6.162
0.000365,341.1709,5.532105041,3.522
0.346,341.183,0.994385471,2.936
0.636,341.1877,0.48980012,3.826
0.509,342.1686,-0.687265519,3.782
0.55,342.173,-0.620890261,5.69
0.241,342.2635,-1.254958015,6.518
0.112,343.1003,-1.758661477,0.795
0.453,343.1674,0.784858956,2.639
0.559,343.2227,0.606659931,4.522
0.419,344.2066,0.846718619,4.021
0.889,344.2431,0.143386737,4.284
0.414,344.2542,-0.857327228,4.012
0.0415,346.2221,-2.376703952,2.636
0.87,349.0869,0.168675303,0.775
0.107,350.0854,1.792017328,0.775
0.912,350.2065,-0.113160002,3.938
0.692,350.2322,0.408885231,5.809
0.193,354.1544,-1.406601216,3.176
0.665,355.2625,-0.447211125,6.784
0.75,356.1907,-0.328663063,4.001
0.537,356.2429,-0.642050164,4.821
0.615,356.2429,-0.520983523,5.382
0.714,356.2429,0.378476576,5.634
0.015,357.1179,-2.999878877,3.698
0.895,357.2786,-0.135721079,5.926
0.972,357.2787,-0.035967432,6.664
0.812,358.1496,0.244504319,4.728
0.582,358.2585,-0.570244814,4.768
0.666,358.2585,0.446175153,5.127
0.457,358.2589,0.777793196,5.812
0.388,363.1428,0.907198499,4.369
0.0485,364.0426,2.280685779,0.774
0.0245,364.1964,-2.698404459,4.526
0.181,364.196,-1.450581165,3.31
0.327,366.1108,-1.03575435,0.7
0.632,366.1127,-0.496068537,3.577
0.39,366.1134,-0.903425579,3.129
0.277,366.2039,-1.156610084,4.917
0.0515,367.1497,-2.244621372,0.741
0.0359,367.1498,-2.464401235,2.362
0.787,369.1289,0.278900441,3.506
0.778,369.1292,0.290907408,3.953
0.846,369.129,-0.200359844,3.414
0.305,372.1861,-1.088714787,3.381
0.773,373.1128,-0.297912354,2.656
0.714,375.2614,0.378695861,3.928
0.69,377.1448,-0.411888002,3.492
0.66,378.1418,-0.455150911,3.378
0.0895,378.1755,-1.90279515,4.358
0.929,378.1767,-0.091315078,3.465
0.322,380.1102,-1.046942348,4.279
0.181,381.1534,1.449153963,4.397
0.139,383.0941,1.624519652,2.983
0.791,383.0946,-0.273676732,0.768
0.0786,383.133,-1.983804458,0.792
0.0874,384.1146,-1.917750362,2.579
0.442,384.1171,-0.804620883,0.716
0.355,384.1228,-0.975163632,2.31
0.0338,385.1464,-2.50055683,0.793
0.171,385.3097,-1.489576785,5.886
0.482,389.1625,-0.732510481,5.768
0.0245,390.1393,-2.696967543,3.49
0.368,390.2632,0.946883959,6.892
0.0241,392.1549,-2.706862751,3.207
0.127,392.1549,-1.679610309,3.682
0.102,394.0744,1.821857914,0.764
0.0192,394.1701,-2.845482756,3.105
0.0838,394.1707,-1.944060859,0.77
0.622,395.1334,0.509792872,4.462
0.68,398.1138,-0.425782812,3.137
0.246,398.1421,1.241844701,3.384
0.271,398.1452,1.17361633,4.007
0.706,398.1823,0.389998682,5.89
0.56,400.1973,0.605616432,6.231
0.257,400.2173,-1.210403209,3.807
0.134,400.269,1.647682535,4.886
0.145,402.2845,1.597018609,4.888
0.483,402.2846,0.731536505,5.623
0.5,405.1518,-0.702555998,6.25
0.459,406.1258,0.77432179,5.43
0.124,410.0483,1.694493968,0.757
0.508,410.1446,-0.689786504,4.093
0.387,410.1459,-0.909248305,4.445
0.0961,412.2838,1.858421209,6.085
0.0868,412.284,1.921511399,6.004
0.679,413.0425,0.428123323,3.484
0.507,413.1052,-0.691374459,2.633
0.488,413.1411,-0.722917332,0.782
0.0497,413.1413,-2.266049887,2.988
0.182,414.2998,-1.447638876,5.934
0.107,414.2998,-1.792249486,5.974
0.115,414.3361,1.747014414,5.556
0.12,415.0333,1.720101981,3.007
0.377,416.1472,0.929613305,3.465
0.507,416.1915,0.691640172,4.419
0.487,416.2124,-0.725493499,3.558
0.209,416.3152,1.353570347,4.924
0.0857,416.3153,1.929772491,6.637
0.0367,416.3517,2.451663591,5.027
0.263,418.1658,-1.194908684,4.047
0.555,420.1268,-0.613708541,2.836
0.243,420.1859,1.250348576,3.752
0.502,420.1863,0.700119833,3.296
0.492,422.2054,0.716919089,3.013
0.216,424.1599,-1.331851194,5.447
0.252,425.2145,-1.224271852,9.778
0.674,429.1143,-0.435142686,5.43
0.0184,429.2112,-2.87197737,4.041
0.37,430.1728,0.943035112,4.485
0.661,430.2032,-0.453993985,5.342
0.436,430.2946,-0.81577663,5.306
1.08e-06,431.0964,11.53199111,3.273
7.57e-07,431.0966,12.02364683,3.757
1.19e-06,431.0972,11.39656072,4.035
0.815,432.1859,-0.241474484,3.705
0.391,432.2483,-0.900971462,2.831
0.879,432.3103,0.157245491,6.468
