m.z	r.t	p.value	t.score
219.0266	5.653	0.95	-0.06382083841773778
219.0611	7.946	0.486	0.7231654888023503
219.0611	8.095	0.606	0.5329201206731597
219.1338	7.942	0.649	0.469781377521889
220.0637	4.274	0.564	0.5973679968132155
220.1182	0.536	0.182	-1.4335689886804943
221.0422	5.654	0.748	0.33016721476395194
221.0769	7.97	0.291	1.1141085068192116
221.1607	4.761	0.143	1.5881516905752406
222.1125	0.819	0.796	-0.26578749485868036
222.149	1.068	0.387	0.904901399206855
223.1665	5.438	0.372	0.9355479391180286
224.139	7.26	0.931	0.08822575516367392
224.139	7.455	0.568	0.5902274623452602
225.112	0.839	0.605	0.5336647337157688
225.1236	7.192	0.441	0.8016826660762956
226.082	3.788	0.848	0.19612890231983432
226.9517	5.826	0.322	-1.0413016616119903
227.1138	8.055	0.701	0.3948985762994935
227.1262	3.586	0.0351	2.4356846962591185
227.1263	3.423	0.0345	2.445615914399913
227.1277	0.83	0.606	0.5330867966578263
228.0868	4.611	0.144	1.5837843719869018
229.0852	3.063	0.208	1.3464396746239258
229.0864	0.532	0.31	1.0703198506891332
229.086	4.099	0.758	0.3161666175822847
229.1293	6.895	0.746	0.3332083243806171
229.1547	3.637	0.0275	2.577393859541344
229.1548	0.532	0.731	-0.35350633032022805
229.1548	5.62	0.07	2.028489049815223
229.1553	4.5	0.0219	2.711421125455107
229.155	5.116	0.194	1.3914997551691164
229.155	5.197	0.364	0.9518063943692958
229.1634	4.529	0.514	-0.676829183059975
229.1663	1.078	0.465	-0.7604500276905043
230.1217	6.531	0.918	0.10622947229682735
230.1247	5.055	0.00236	4.039951116072188
230.1863	4.368	0.0151	2.928834088820349
230.9901	5.64	0.915	0.10955469427264283
231.0378	5.108	0.262	1.1880108350032357
231.1451	5.95	0.536	0.6408584546941072
231.1702	5.351	0.34	1.0010340410093221
232.1179	0.789	0.858	-0.1840346598646061
232.1291	5.085	0.319	1.0486182614519182
232.1403	9.087	0.649	0.46895673564825174
232.1544	0.515	0.852	-0.19199319722219244
232.1661	1.064	0.575	-0.5794572723747068
233.0632	5.675	0.316	-1.0544325735532714
233.1495	8.034	0.743	0.3371044641060694
234.1136	0.825	1.28e-4	-6.02185322643992
236.1281	0.823	0.639	0.48402938016330593
238.1083	1.113	0.797	-0.2636618467275102
238.1548	5.5	0.795	0.2665094856556961
238.1548	7.049	0.513	0.6789329618485083
238.1549	6.221	0.207	1.3501116340656216
239.0726	0.758	0.28	-1.1418613497364163
239.1389	6.704	0.349	0.9823356883958336
239.1389	6.713	0.977	-0.029909151795240476
239.1389	7.307	0.175	-1.4597965289074168
239.139	0.892	0.744	-0.33513633434617845
241.0311	8.284	0.815	-0.23995168750822254
241.0948	5.126	0.0464	2.2725604792781215
241.1294	5.434	0.0738	1.9968115272282057
241.1295	4.812	0.14	1.6018482593618166
241.1295	7.948	0.265	1.1814490539748186
241.1296	7.647	0.824	0.22855115052913133
241.1398	7.647	0.568	0.5903571314822336
241.1547	4.545	0.0268	2.592767013032511
242.077	7.275	0.621	0.5098315112427965
242.1389	0.944	0.751	-0.32627954915015017
242.1402	1.026	0.964	0.04652033170175987
242.161	7.083	0.966	-0.0438367681192912
243.1339	2.784	0.0322	2.486086144855708
243.1341	3.697	0.753	-0.32362758919411017
243.134	0.517	0.192	1.3981651249402347
243.145	6.522	0.568	0.5900983731185524
244.1291	6.675	0.886	0.14752010537763366
244.1542	0.514	0.816	0.23871287073357572
244.1543	0.514	0.816	0.23871287073357572
244.1655	7.349	0.423	0.8349231498430779
244.1711	3.76	0.309	-1.0719534550710559
244.1782	1.066	0.697	-0.4010481907521308
245.0744	5.671	0.851	0.19234999443325027
245.0768	4.431	0.255	1.2066062766198875
245.1494	5.617	0.821	-0.2318956880304973
245.1502	0.513	0.12	1.6979960718692038
245.1607	5.031	0.509	0.6856408569660919
246.1701	0.513	0.859	0.18237944551806706
246.1703	1.784	0.75	0.3274493456827313
246.1812	7.713	0.425	0.8324665566292381
246.1817	1.057	0.864	-0.1754973925078521
247.0923	5.625	0.706	0.3885153556962435
247.0924	6.031	0.247	-1.2308696025690329
247.1288	5.996	0.513	0.6785273047218785
247.1289	6.343	0.55	0.6188954591250667
247.1398	7.906	0.42	-0.8411614329130379
247.1439	3.672	0.481	0.7326548996731334
247.1759	4.792	0.223	-1.2995455282363173
248.0219	3.653	0.852	-0.19093716211785824
248.0876	8.065	0.885	0.14832890884485972
248.0918	1.204	0.949	0.06574469624262455
248.1128	6.388	0.832	-0.21774385636078053
248.1129	6.726	0.894	0.13667001372131587
248.113	6.597	0.342	0.9972816103997266
248.1491	4.879	0.309	1.072680722660213
249.0371	5.647	0.143	-1.58937710784446
249.0715	8.062	0.597	-0.5461897547001484
249.1815	3.858	0.089	-1.8836348262071834
251.1134	3.627	0.353	-0.973402265331728
251.1279	0.811	0.29	1.1178847204473144
252.1343	7.787	0.811	-0.24595297991393858
254.1021	1.343	0.453	-0.781541140512221
254.1022	1.426	0.402	-0.8746659874388351
254.1399	0.822	0.681	-0.42346113705623256
254.1498	4.993	1.05e-5	8.107798802325561
254.161	4.479	0.105	1.7818381250409452
255.0466	7.917	0.907	0.1204660701840599
255.0974	5.375	0.109	1.760329384146795
255.11	5.346	0.358	0.9628977303287211
255.1338	4.731	0.826	-0.22521311676359967
255.1338	6.529	0.273	1.161217749362099
255.1338	6.666	0.798	0.2623061594497833
255.1338	7.244	0.138	-1.614409931271264
255.145	7.703	0.784	0.28169169530833266
255.145	7.9	0.44	0.8033781192195428
256.0926	7.215	0.353	0.9742780467183182
256.0927	6.58	0.481	0.7321768239879868
256.1125	1.174	0.989	-0.01460033557020803
256.1676	0.503	0.756	0.3198331575147524
257.1498	0.514	0.183	1.4301099858298234
257.1614	1.054	0.698	0.3996902151202623
258.1084	4.933	0.837	0.21116909907184755
258.1091	1.209	0.748	-0.3301517116684097
258.1102	6.605	0.669	0.4405227261728302
258.1176	1.152	0.96	-0.051213064342726475
258.1263	1.308	0.788	-0.2758464307566797
258.1831	1.076	0.134	-1.6322698472992259
259.0923	5.647	0.355	-0.9699846550700436
259.0924	6.027	0.238	-1.2540426153823714
259.0977	3.914	9.15e-9	17.233573494101325
259.1399	7.449	0.643	-0.4773261454363755
260.0553	4.577	0.946	0.0690534368840437
260.1491	3.321	0.134	1.6298466725162473
260.1492	0.522	0.985	0.019768908237840714
260.1646	3.678	0.434	0.8159493333938103
260.1714	7.614	0.597	0.545813247951797
260.1969	7.609	0.153	1.5459627656937383
261.0484	5.649	0.757	0.3186050916662644
261.0978	4.033	0.809	0.24867990351931296
261.1081	6.704	0.59	0.556003492698639
261.1237	0.961	0.937	-0.08085825371127597
261.1444	6.658	0.801	0.25831077831023186
261.1467	0.515	0.817	-0.23735502854340657
261.1807	3.948	0.0757	-1.980988502060774
261.1807	4.595	0.0655	-2.0684666403976633
261.1808	4.525	0.0576	-2.1441991318776155
262.0379	7.079	0.621	0.5103907201950877
262.0837	4.292	0.666	0.4449006727589252
262.1032	7.903	0.313	-1.062406008973414
262.1032	7.992	0.655	0.4601065755249887
262.1284	5.3	0.371	0.9359634582733155
262.1284	5.669	0.466	-0.7587279203329322
262.1284	5.688	0.532	-0.6465313276880724
262.1285	6.335	0.735	0.34774806544222386
262.1396	7.95	0.828	-0.22303103029937987
262.1396	8.205	0.725	0.3620136199963854
262.1644	0.838	0.486	0.7241592431207126
262.1646	0.527	0.88	-0.15527561845417248
262.1648	4.112	0.15	1.5590931170340216
263.0519	0.516	0.252	-1.2150209091880058
263.16	8.312	0.75	-0.32727152434183376
264.1191	6.316	0.554	-0.6120350839342469
265.0679	5.615	0.171	-1.4734000188941767
265.1117	4.669	0.821	-0.23293917812307857
265.1186	1.302	0.95	-0.06468954910969939
265.1191	0.536	0.792	0.27152940097361605
265.119	3.255	0.489	0.7180396641778574
265.1304	1.09	0.657	0.45701801998785024
265.1304	1.117	0.428	-0.8254398348452422
265.1524	0.556	0.108	-1.7664283063919963
265.1546	0.538	0.906	-0.12093297308658729
265.1623	0.765	0.762	0.31092731900769666
266.1595	6.173	0.266	-1.17904428779399
267.1102	4.521	0.0359	2.4232217742244964
267.1104	4.411	0.0433	2.312583909890075
267.1106	5.18	0.418	0.845580576593414
267.1246	0.529	0.817	0.23738141857309777
267.1331	0.956	0.939	-0.07886376465294172
267.1446	1.058	0.668	-0.4414394163915427
269.1243	5.618	0.664	-0.4476335916047083
269.1245	6.119	0.57	-0.5874738312543893
269.1382	0.482	0.101	1.8043014942945181
269.1488	0.515	0.561	0.6012964343451096
270.0849	5.113	0.242	1.2449627897786801
270.181	6.589	0.927	0.09419767027775522
270.1866	0.504	0.588	0.5589732808846668
271.0749	5.387	0.756	-0.3197173226502158
271.1036	7.939	0.969	0.04001991385186337
271.1654	0.513	0.0866	1.900493675593756
272.0764	5.633	0.251	1.2194885051906776
272.1239	7.242	0.152	-1.5495321940291806
272.1351	8.064	0.828	-0.22300521802370896
272.1603	7.087	0.12	-1.70225096618658
272.1669	0.804	0.743	-0.3371467270173202
272.1848	0.513	0.58	-0.5720559404315674
272.2102	1.101	0.907	-0.11938804740628255
272.2	0.839	0.622	-0.5092939617149881
273.108	6.263	0.841	-0.20564045663961975
273.1211	4.643	0.588	-0.5602076230920748
274.092	6.927	0.508	-0.6861031413560258
274.1032	7.233	0.505	-0.691082604990772
274.1827	0.517	0.109	1.7591743487477287
274.2014	1.11	0.915	-0.10997234440692351
274.2017	0.511	0.996	0.005253864936934879
274.204	0.853	0.029	-2.5467999985126992
274.213	1.103	0.803	-0.256089113919629
275.1025	4.835	0.956	-0.05690975245824986
275.1027	3.588	0.293	-1.1088527069793557
275.1964	4.494	0.503	-0.6953275448596211
276.1362	0.536	0.987	0.016512574333516543
276.1365	3.423	0.941	-0.07567455192623984
276.1442	5.613	0.535	0.6426074303059436
276.1443	0.534	0.232	-1.2714813563082343
276.144	5.168	0.623	0.5066787654612246
276.1453	1.041	0.864	-0.17511347133681351
276.145	0.594	0.696	0.4028716252359316
277.0892	5.723	0.398	-0.8829346008103571
277.1189	5.653	0.689	0.41154916669179087
277.1868	4.613	0.711	-0.3818947847846823
278.1233	7.262	0.517	-0.6711749951139278
279.0855	5.437	0.269	1.1698340181734792
279.1103	5.146	0.232	1.2718890118276227
279.1188	7.964	0.998	0.0021327686247908876
279.1553	8.49	0.889	0.14318032682437914
279.6859	6.11	0.874	0.1624865776549251
280.1183	0.99	0.03	-2.5283651168369974
280.1651	3.874	0.104	-1.7882910300928678
281.1493	4.837	0.229	-1.2821805648524123
281.1494	0.927	0.747	-0.3316771903552735
281.1496	3.679	0.154	-1.5406483425161983
281.1705	8.579	0.641	0.4804228987343967
282.12	4.907	0.964	-0.04619683226698199
282.1923	4.853	0.375	0.9284170435261337
283.1286	0.516	0.802	0.2571339320209619
283.1399	5.642	0.964	-0.046002012753153805
283.1399	7.299	0.513	0.6775890610903504
284.0796	7.959	0.113	-1.7374473973842341
284.1853	1.366	0.72	0.36919647716235493
284.1854	1.331	0.634	0.4916710200095397
285.1557	7.39	0.465	0.7596305477947966
285.1808	1.647	0.846	0.1989687192754749
285.1823	0.513	0.978	0.028516532637014987
286.1283	4.119	0.0216	2.7183213535689346
286.146	3.481	0.751	0.3263768135195295
286.1784	0.829	0.244	1.238141865000506
286.2017	0.511	0.516	0.6734691985809124
286.2017	1.13	0.555	0.6111698825947876
286.2373	0.511	0.667	0.4431391013137921
286.2374	0.512	0.866	0.1733189589301183
287.1002	0.56	0.777	0.29082380317631246
287.1373	4.543	0.45	0.7864868062965281
287.1598	3.82	0.247	1.2289546183483873
287.1968	4.478	0.128	-1.6614929657001938
287.244	7.296	0.0864	1.9017460461024747
288.1189	7.178	0.796	0.26578784882214296
288.1598	0.546	0.304	1.0831015246557376
288.1801	0.517	0.899	0.1305669521901034
288.1942	1.833	0.627	0.5018798479192829
288.1956	0.873	0.239	-1.2532630092272643
288.2081	1.122	0.747	0.3322540280891094
288.2166	0.952	0.921	0.10180847976587208
288.216	0.509	0.283	1.1348298647163781
289.1504	7.992	0.957	-0.05541699228122011
290.1021	0.834	0.544	-0.6285942097182218
290.1344	6.639	0.983	0.021840657916124655
290.1356	3.737	0.84	-0.20723852932309686
290.1459	8.196	0.571	0.5852915916276555
290.1597	0.522	0.258	-1.2001024239175473
290.1597	5.587	0.633	0.4925143608256979
290.1599	5.099	0.387	0.9050177856854871
290.1722	1.062	0.829	-0.22105236967632627
290.1764	0.527	0.512	0.6797770877455014
290.177	2.893	0.215	1.3231668750745245
290.8472	5.298	0.0506	-2.22106643767168
291.1062	6.1	0.912	-0.11296574275643734
291.1297	8.546	0.78	-0.28687562594784943
292.131	4.071	0.993	-0.009242936414644479
292.1576	1.593	0.128	-1.659506861906564
292.1577	0.516	0.0997	-1.8142164021453646
292.1687	7.349	0.799	-0.26086625133264324
292.2016	6.535	0.667	-0.44332260560939873
293.0632	5.651	0.247	-1.2308217640407217
293.0633	5.418	0.776	-0.2929049666190386
293.0895	4.725	0.891	-0.14023402997848158
293.1706	8.464	0.205	-1.3557188449178987
295.1498	8.885	0.256	-1.2060428474091176
296.0658	6.593	0.518	0.6702992080285819
296.149	3.657	0.174	1.4619293143974144
296.1853	0.806	0.242	-1.2430979826640747
297.1228	3.628	0.936	-0.08187488481790352
297.1938	0.496	0.613	0.5227590462811516
298.0967	0.547	0.56	-0.6024892684553129
298.0967	1.246	0.447	-0.791456997276017
298.1143	3.752	0.357	0.9660155913571041
298.1873	9.502	0.748	-0.3301309137161581
298.201	0.979	0.842	0.20472539092077705
299.126	3.683	0.917	0.10644842930560677
299.135	8.024	0.412	0.856658412308912
299.1366	4.533	0.118	-1.7082484363155177
300.1077	6.514	0.396	0.8866349933811337
300.1564	3.706	0.512	0.6800354290959055
300.217	0.93	0.579	-0.5733043461245393
302.0868	6.646	0.483	-0.7284252825937078
302.1348	8.135	0.564	0.5960028808294483
302.1415	0.545	0.804	0.25472700729050424
302.1597	5.093	0.465	0.7601346398321912
302.1959	1.349	0.113	1.7387445010816993
302.1962	0.515	0.181	1.4372637969336404
302.1962	1.924	0.166	1.4942716613124538
302.196	2.176	0.406	0.8668021264976541
302.2328	0.854	0.842	-0.20473392265006116
302.244	1.057	0.905	-0.12270692571312557
303.074	3.42	0.504	0.693819182517845
303.1184	6.154	0.762	-0.31094187578776494
303.1672	0.526	0.581	-0.570396970856645
303.1914	5.064	0.0215	-2.7224749790474094
303.2022	4.502	0.128	-1.6619593178068348
304.0483	7.9	0.304	-1.084420969844633
304.129	4.045	0.668	0.44139722385558194
304.1747	0.518	0.622	-0.5079593717205116
304.1751	1.535	0.874	-0.16326803619895383
304.189	4.071	0.987	-0.016205543432867835
304.1907	1.283	0.592	-0.5537538372824903
304.2115	0.514	0.478	0.7363769251675798
304.2115	1.134	0.899	0.12962843634020346
305.0866	4.783	0.222	-1.3030540629093879
305.1818	5.115	0.0737	-1.9970788089741955
305.1855	0.518	0.842	0.20480750374782541
306.0641	1.47	0.793	-0.2697546278741341
306.064	1.508	0.822	-0.23158501846817453
306.1705	1.305	0.0501	-2.226387193358783
306.1713	0.517	0.0719	-2.0121574245786182
307.044	4.081	0.641	0.48086047409390326
307.161	8.376	0.709	0.3840842687026633
307.1868	5.097	0.0972	-1.8300245375763302
307.2016	1.987	0.444	0.7975967814410995
308.1524	4.919	0.124	-1.6786030654110262
308.176	1.079	0.982	0.02313358923684506
