mz_rt,post.x,pre.x,FC_post_div_pre.x,p.x,log2_FC_post_div_pre.x,neglog10p.x,mz.x,rt.x,MPA.x,Cluster_ID.x,Cluster_features.x,Cluster_size.x,post.y,pre.y,FC_post_div_pre.y,p.y,log2_FC_post_div_pre.y,neglog10p.y,mz.y,rt.y,MPA.y,Cluster_ID.y,Cluster_features.y,Cluster_size.y
215.0021_3.307,38825.228727272726,10573.490209090909,3.671940670441199,2.86e-5,1.8765427485252082,4.543633966870957,215.0021,3.307,18056.441,215.0021_3.307,215.0021_3.307,1,26327.496454545457,11188.761127272728,2.3530305236718205,9.06e-4,1.2345200354216845,3.042871802323187,215.0021,3.307,18056.441,215.0021_3.307,215.0021_3.307,1
297.0975_4.498,255732.28781818182,2173.6373727272726,117.65177164639627,3.03e-8,6.878379235166734,7.518557371497695,297.0975,4.498,3050.3737499999997,Cluster_297.0975_4.498,297.0975_4.498;297.1062_4.504;365.0866_4.514,3,1965.4484363636363,2991.176963636364,0.6570819648110179,0.0311,-0.6058547504420817,1.5072396109731625,297.0975,4.498,3050.3737499999997,Cluster_297.0975_4.498,297.0975_4.498;297.1062_4.504;365.0866_4.514,3
413.1436_3.2,1498.8412727272728,5497.2822636363635,0.27265132129777403,0.0463,-1.8748709479571255,1.334419008982047,413.1436,3.2,1666.61115,413.1436_3.2,413.1436_3.2,1,5845.404,1443.6012663636363,4.049181817860481,0.0386,2.0176304248954406,1.413412695328245,413.1436,3.2,1666.61115,413.1436_3.2,413.1436_3.2,1
447.0919_4.504,16818.336854545454,10829.257363636363,1.55304618680685,0.0177,0.6351007353828858,1.7520267336381934,447.0919,4.504,7327.2997,447.0919_4.504,447.0919_4.504,1,11582.859909090908,2704.534972727273,4.282754716020798,0.00234,2.098539052873663,2.630784142589857,447.0919,4.504,7327.2997,447.0919_4.504,447.0919_4.504,1
447.0921_4.067,12062.162790909091,7370.3609636363635,1.6365769397755388,0.016,0.7106814288558573,1.7958800173440752,447.0921,4.067,6185.180200000001,447.0921_4.067,447.0921_4.067,1,7955.612027272727,2417.135611818182,3.291338718595302,0.00235,1.7186745048858199,2.6289321377282637,447.0921,4.067,6185.180200000001,447.0921_4.067,447.0921_4.067,1
576.1384_0.705,1078.6143981818182,2177.9426545454544,0.4952446272773557,0.00169,-1.0137867709434432,2.7721132953863266,576.1384,0.705,1559.056,576.1384_0.705,576.1384_0.705,1,2032.0926545454545,1332.1283045454545,1.5254481476083042,0.021,0.6092331412671096,1.6777807052660807,576.1384,0.705,1559.056,576.1384_0.705,576.1384_0.705,1
