mz_rt,post,pre,FC_post_div_pre,p,log2_FC_post_div_pre,neglog10p
178.0524_2.721,830387.66,325420.9203333333,2.551734102249548,0.0465,1.3514780041216519,1.332547047110046
215.0021_3.307,25458.18825,11150.286033333334,2.28318701187519,5.48e-4,1.1910490330427517,3.261219441515631
230.9963_3.838,18045.258875,8117.027783333334,2.2231362706497406,0.00431,1.152596383346961,2.3655227298392685
230.9969_3.457,17953.031408333332,8633.579233333334,2.0794424795475996,1.49e-4,1.0561967784590691,3.826813731587726
403.1971_3.26,9548.697583333333,4681.049208333334,2.0398626800022686,0.0277,1.0284720357517554,1.5575202309355514
413.1436_3.2,5400.479083333334,1365.1525045833332,3.95595295412189,0.0392,1.9840252690549032,1.4067139329795428
447.0919_4.504,11201.025233333334,2610.087108333333,4.2914373231342955,9.15e-4,2.1014609278326426,3.0385789059335515
447.0921_4.067,8604.649858333332,3285.7818941666665,2.618752593898393,0.00226,1.3888797678153284,2.6458915608525992
