mz_rt,row ID,6110_U2_C18POS_34,6101_U4_C18POS_14,6109_U1_C18POS_58,6105_U3_C18POS_39,6105_U1_C18POS_43,6109_U4_C18POS_22,6113_U4_C18POS_62,6101_U1_C18POS_59,6103_U4_C18POS_53,6105_U2_C18POS_40,6111_U4_C18POS_42,6110_U3_C18POS_45,6104_U3_C18POS_32,6102_U1_C18POS_26_1,6104_U2_C18POS_19,6110_U4_C18POS_start-10,6112_U2_C18POS_37,6102_U2_C18POS_16,6102_U3_C18POS_48,6113_U2_C18POS_31,6101_U2_C18POS_30,6109_U3_C18POS_52,6102_U4_C18POS_50,6111_U2_C18POS_35,6101_U3_C18POS_29_1,6112_U4_C18POS_63,6111_U3_C18POS_54,6105_U4_C18POS_47,6113_U1_C18POS_24,6108_U1_C18POS_44,6110_U1_C18POS_11,6112_U3_C18POS_56,6108_U4_C18POS_18,6103_U3_C18POS_61,6108_U2_C18POS_27_1,6106_U4_C18POS_36,6103_U2_C18POS_60,6113_U3_C18POS_15,6106_U2_C18POS_46,6104_U1_C18POS_55,6104_U4_C18POS_12,6108_U3_C18POS_28_1,6103_U1_C18POS_21,6112_U1_C18POS_38,6106_U3_C18POS_20,6111_U1_C18POS_51,6106_U1_C18POS_23,6109_U2_C18POS_13,PooledQC8_C18POS_33,PooledQC11_C18POS_57,PooledQC7_C18POS_25,PooledQC9_C18POS_41,PooledQC12_C18POS_64,PooledQC10_C18POS_49,PooledQC6_C18POS_17,PrerunPooledQC5tryagain-addednew3_C18POS_14_1
714.7754_0.561,63,11047.285,3810.5305,3578.0122,9392.02,13251.542,1306.158,14428.5,5245.5127,12497.659,6198.9707,6987.0835,7105.2476,13596.088,7814.3755,11948.126,4568.0464,16156.348,7028.1743,13289.212,12554.891,4714.7793,NA,5522.4272,5871.4,7571.0464,13168.257,7822.3223,9884.353,12833.914,4975.8354,3813.1929,5677.308,1870.7515,11649.39,9077.717,2350.3762,10132.165,10142.355,8091.4536,9844.776,6709.007,7403.9453,15072.985,9348.311,5981.592,5405.317,3275.4534,1548.1736,8675.927,8786.522,8035.36,9038.856,8403.9,7646.6816,7839.262,8628.223
866.7245_0.56,64,9817.211,5572.743,3374.6313,6454.125,6262.0825,2390.9448,7040.176,4126.0947,8248.911,5232.6235,6508.734,5168.3496,7267.453,5679.615,8375.819,5320.3457,7825.824,4703.552,5835.101,6089.688,5131.5176,1442.5188,4733.754,4911.0356,5338.6543,7641.4355,5648.716,6978.6997,6838.1577,3750.3684,4611.8604,5087.1494,3367.2065,6578.177,4608.719,3338.9263,8180.9126,5325.1875,7537.9062,7043.4478,6627.909,5668.855,9250.558,6347.0205,6143.9004,6094.98,3139.5022,1807.877,6939.297,6626.1807,8275.601,6145.815,5885.5044,7208.3384,6707.207,6535.9863
730.7498_0.563,65,12664.186,6447.0005,5486.327,7197.705,10507.653,2890.23,9700.398,5328.216,10090.667,6465.8784,9349.827,8662.895,10699.569,7100.7217,10520.236,7694.172,10731.535,6243.4365,7487.248,9706.083,6539.926,NA,8559.85,4600.1978,8147.9863,10416.868,6768.07,11916.092,7313.9614,5232.376,6270.8223,7015.5103,5185.086,11235.227,6482.6265,2926.2866,12381.589,7105.4746,10851.599,8616.117,9524.633,10513.763,12909.624,9173.009,6857.2993,8705.35,4460.14,3747.0645,9648.641,9927.8955,10167.8125,10368.32,9271.123,9710.111,9649.896,9825.257
662.7626_0.564,66,14571.019,7219.867,6681.4824,9657.001,10834.154,3207.846,12161.149,6452.1665,12169.488,9103.575,10936.893,8164.6743,13414.646,9506.615,13488.762,7684.01,13267.041,9474.265,8139.341,8637.21,6865.1387,1562.3923,8133.57,6745.9907,9537.457,12722.604,8173.63,11145.011,7999.5166,4883.357,7280.872,8451.427,4212.736,12312.774,5547.2466,3479.8274,15059.865,8221.959,9633.769,10654.482,12742.898,12477.415,12164.355,9539.766,10218.807,7950.603,5634.1406,3331.34,9807.941,11051.361,10827.863,9208.391,10420.239,11351.022,11040.144,13736.767
578.8011_0.563,67,12910.24,5351.209,4855.7964,12765.083,15625.66,2203.5078,19269.639,7767.445,15141.9795,8733.649,11625.923,10615.257,18439.902,8627.203,16750.05,5595.842,16715.607,8887.369,16784.787,12928.573,7732.422,NA,7938.268,5595.837,11737.292,19526.408,10624.081,11950.467,17150.158,7437.251,4328.8203,10247.778,3445.7063,14175.376,11764.051,1836.0988,13916.526,11998.535,8129.314,14074.192,11396.982,10653.001,16100.573,8764.896,7383.5894,9559.78,3616.205,2755.1853,10383.501,11133,10301.183,12317.151,11553.21,10312.9795,12869.069,11855.394
452.844_0.563,68,22565.826,13878.908,12698.22,12236.05,11881.298,7316.135,13011.945,9059.42,16402.81,11417.682,13086.32,13269.642,13839.662,10084.521,15360.716,14403.355,13527.1,11827.792,7444.4966,9578.199,12288.604,3487.0762,12310.781,10434.855,11104.4,15154.5625,12013.634,13677.907,11048.227,8871.525,10738,14250.398,9288.223,12616.876,8275.689,10444.826,15975.852,14332.299,18928.508,13363.604,13575.651,15407.233,13482.1,14546.154,13354.021,13312.096,12137.407,8769.482,14975.533,14300.532,13283.393,11375.834,14522.232,14075.31,13169.461,16751.85
934.7119_0.559,69,7591.818,4054.0125,4328.9473,4873.691,6684.1846,2484.648,5834.7603,3744.205,6888.5376,3653.3193,4299.753,5029.6235,4434.716,4499.0425,6249.298,4855.2676,7051.6504,3330.1855,3444.356,4876.5405,3881.276,NA,3027.3438,3113.1423,4805.408,6251.1187,4814.8784,5873.905,4864.838,3045.4956,3599.7336,3822.3066,2353.9094,5792.023,3388.7651,2506.001,5119.7935,4261.09,6805.405,6129.9478,6003.7363,6133.227,6851.038,6101.526,4964.4316,4377.0005,2792.1296,2717.7324,4652.311,6686.6826,6333.582,5648.7656,4403.68,6291.245,6308.004,5653.5215
520.8314_0.561,70,17019.7,12176.705,12378.228,10299.042,9449.103,8266.845,9995.062,8121.1646,11536.461,9240.809,12396.42,9467.198,9224.444,9429.544,13085.391,15121.495,11685.178,9350.815,7626.4297,9454.771,12197.458,3147.2634,8179.1743,7587.717,12183.352,10063.603,8917.066,14841.985,9864.583,7362.784,8855.554,9132.625,9124.533,9557.03,7255.337,10408.167,11886.522,9468.807,16694.309,10586.886,11404.833,11113.013,11278.866,13938.986,13214.923,12166.787,11458.662,6164.815,12016.045,13395.606,11943.2,10075.736,12786.846,12730.567,12457.929,13734.616
788.7177_0.564,71,6981.1465,2459.338,1606.63,4886.375,7632.6895,1213.0841,7873.4814,3314.4434,7011.434,3614.5806,5451.9697,4297.025,7801.4443,3210.5684,7003.884,3142.4626,8622.17,2850.8271,8212.39,8403.137,2417.2095,NA,4173.037,3940.734,4466.296,10237.706,4510.256,5251.582,5556.7437,1788.123,2152.351,3672.2593,1305.309,6506.0034,6501.9126,1323.0822,7855.605,4887.516,2625.411,5068.393,5568.8936,4121.7153,7319.8804,4319.9517,3683.53,3206.912,1561.0635,1369.2738,5694.2505,5326.1724,4422.829,4869.111,5083.6274,4513.644,5003.924,4972.0728
776.8067_0.555,72,12719.452,5880.5205,4584.097,10413.1045,10882.33,1881.5336,12366.426,4255.7803,12117.709,9326.805,10498.124,7916.2783,12867.3955,9492.055,12795.365,4829.1904,16944.877,7637.741,11717.075,13369.405,6705.0903,1560.992,5791.7656,8430.34,8069.427,11885.268,7991.593,9605.036,12302.282,5344.689,4476.69,7514.715,2880.6226,11036.968,9277.76,3843.3357,12816.604,9525.235,11524.191,13060.37,9601.659,10909.113,12831.787,8775.919,6594.1123,6913.5107,3583.6802,1957.5328,8467.602,11031.001,8630.711,8088.317,8669.952,11288.168,11138.1455,10755.544
860.7683_0.556,73,7837.797,4646.216,6506.904,5618.9688,6021.2915,2965.5066,5262.322,3291.9243,8749.841,6374.006,6360.516,5149.525,5599.0586,4176.852,5968.496,6696.375,6523.6147,6216.8433000000005,6059.429,5508.555,6098.064,2075.3542,5345.1396,6612.638,4797.604,8125.42,5823.769,6994.6973,4335.5625,2964.7068,4816.728,6934.119,3920.6663,6909.1924,3887.744,5613.578,7642.1562,5125.7246,9718.751,6002.0103,6561.906,7586.75,7713.784,6216.0312,5445.9536,6377.9253,4454.195,2637.0232,6972.4214,6248.3706,7272.049,6782.8057,6123.761,7063.2373,6958.431,7190.1353
548.7178_0.574,74,1690.0677,5318.7207,7405.261,6741.751,4359.2534,4147.4507,2273.123,5080.282,3320.254,6962.6455,4288.5522,4888.438,5865.6787,2784.1948,5604.5737,5255.0234,3505.713,3259.563,2465.2883,5189.898,6797.964,2806.6963,4910.869,4389.2637,4851.832,6333.1113,5305.596,6986.0977,2904.5164,5167.824,5701.8345,11022.462,7030.4233,3239.3384,3702.158,NA,5107.2915,3946.7717,1255.7025,4458.152,5285.4805,5498.6045,3906.884,8145.826,5935.086,6540.79,10696.284,4551.7114,7200.836,5903.8887,7113.4243,7060.2417,6912.0996,6351.185,5622.187,8346.627
672.78_0.562,75,8220.174,5873.1147,5426.1274,3481.0005,2971.8208,8475.759,3832.5425,3033.0867,3914.4424,3360.8284,3876.9338,4199.4937,2527.002,4781.713,4967.402,7088.598,3292.0222,4523.5063,1740.2677,2243.1343,5582.8984,2924.0881,4507.1616,3208.0405,3850.2693,3182.6616,2890.1516,5306.6685,2234.149,3325.337,4638.1343,4635.6724,5922.1045,2739.1338,1860.892,11523.701,6405.448,2784.1025,8881.081,6358.365,4340.8237,4558.8335,4672.2114,5498.5176,4038.269,4957.852,4771.1562,5940.581,3943.1255,4418.365,4140.0576,5138.0244,4145.8994,4793.0513,5093.052,5453.8657
232.9079_0.566,76,31346.129,21143.75,21174.139,33811.426,38867.523,9757.388,37317.7,23183.58,33459.61,24327.596,27554.637,28784.24,41894.207,28872.008,37965.28,19787.215,35704.03,24427.734,38332.598,36613,21969.41,5390.8755,25218.18,22908.463,25986.947,35815.227,28982.625,28698.04,35712.543,21517.703,20309.744,26984.8,14080.046,35546.023,35862.19,7163.5327,31499.236,34093.676,21363.275,33664.934,29460.012,28217.371,40966.16,30170.227,21359.709,20245.615,13657.118,9795.152,27152.623,29709.383,28397.809,28526.861,27074.06,28918.172,31466.695,31634.777
604.7927_0.565,77,6988.027,6253.7036,8908.274,3178.5842,3789.6492,7022.4663,4218.3315,2911.7349,5099.9287,4273.039,4312.0425,3367.3948,2757.6562,3284.9226,4215.8325,7886.4233,3848.48,3598.7515,2084.053,2443.043,5020.1636,4180.9497,5052.1836,3270.447,3646.006,3399.0876,3394.8906,5294.6094,2843.464,2506.418,5082.7183000000005,5313.401,6311.017,3499.195,1902.959,9505.791,5605.092,2658.94,8990.739,3992.3867,3685.263,6164.1304,5144.0884,5782.3457,6382.1216,6890.2783,5802.915,8204.394,4898.493,5411.934,5636.3135,4551.173,5700.706,4757.97,5608.4526,4209.3765
756.7433_0.571,78,5009.9214,3868.2236,3535.631,1725.788,1697.3436,6615.4937,2163.43,1353.7185,2930.0244,1334.0691,1611.7052,2202.9187,1509.2589,2131.5413,3619.9187,4487.62,2082.7214,2477.4263,1842.3981,1493.6447,2639.102,3119.0054,2961.496,2274.643,2231.4583,2341.9534,2233.693,2175.0208,1172.4578,1521.8201,2739.8245,2141.306,4875.9385,1994.3748,1394.8113,8860.865,2642.7024,1779.6279,3681.8052,2016.4907,2564.6687,1980.8286,2442.3564,1880.3008,3516.0078,3337.9912,3647.4482,6055.579,2415.0513,2608.7773,1812.3495,1722,2247.631,2302.4487,2563.5215,2005.8022
840.7049_0.576,80,3382.9756,2205.7207,2570.786,764.46936,713.278,3405.5208,1879.5753,1472.0525,3390.3389,NA,1766.0026,1005.4221,1730.0167,2647.3164,1468.4159,2086.6006,2601.719,1996.694,1087.9031,NA,1634.4292,2425.4011,1829.6412,1327.5226,1818.8323,2226.8315,1441.3823,2458.0588,1759.7814,1405.6113,1651.8772,1682.2428,2345.0325,2385.1506,1926.2405,7865.3145,2748.2385,1661.0658,3222.0015,2858.0308,1653.2079,2100.0007,3994.6672,1558.9891,2117.6528,1723.7461,1272.0507,4512.153,2060.5923,1559.8422,1465.6887,1258.6056,1979.0938,1311.2623,2218.797,1614.3629
892.7184_0.564,81,4313.447,3427.243,3106.7778,1739.7555,1431.4294,4953.779,1909.641,2684.729,1330.8433,1277.0625,2381.2212,1264.6998,2988.195,NA,1685.5187,3156.7585,NA,1674.3969,769.036,NA,2036.8116,2819.0222,2319.7217,1230.1538,1769.4384,NA,1407.1006,1829.2493,1266.8337,2010.5074,2689.784,1868.3053,3352.6257,NA,1110.3077,8308.3545,1951.0228,2157.2126,4749.102,1838.076,1505.0864,1950.9293,1955.5042,1801.6768,3021.3088,2568.404,3095.6445,3221.733,2521.9382,1549.5066,1722.5798,1218.0402,1580.8087,2452.6155,2118.5264,1590.2385
510.8137_0.567,82,14807.441,6572.479,6897.5654,16422.96,17299.35,2621.1497,17554.271,9662.146,18265.248,11372.742,12372.369,11519.54,20632.46,10669.333,18721.797,7382.7026,17533.81,8758.745,17228.965,14900.473,8095.064,1256.6539,10893.8955,11376.172,9482.199,18735.367,12625.333,13273.531,18221.678,8435.98,7190.5073,8521.138,3982.1672,17459.594,16070.098,1554.2968,16673.217,13657.076,6164.9487,17320.043,11508.251,11533.711,17869.256,11336.781,8422.5205,7675.248,6317.8926,2236.8274,15147.641,12501.886,12667.394,12238.066,12255.497,12958.736,12737.911,16928.225
384.8567_0.568,83,21838.291,14767.7295,15210.5205,13768.592,13696.971,13889.328,14241.662,13105.862,19417.553,12024.514,15119.717,14589.066,14653.459,16595.18,16900.246,16933.268,19152.236,13140.61,11010.897,12803.5,14348.802,6000.524,14493.799,11615.228,14529.321,15532.268,13615.012,17962.81,12267.004,9411.497,14845.694,14756.215,12515.544,16164.556,10245.359,9977.916,19278.83,13612.242,16530.049,17628.36,16332.8545,16160.624,19539.055,17473.1,14703.209,17103.768,11896.969,11916.85,17050.541,15251.243,15888.924,15266.753,14924.078,19015.783,17621.709,20799.13
746.7239_0.568,84,12138.378,7490.6357,6007.0312,4667.233,3777.7236,5438.2134,4488.2856,3881.0625,6574.4546,5662.6943,5776.9746,4609.0728,5030.73,6230.956,7060.072,8477.351,5910.01,3979.4,2426.485,3904.6816,7779.29,3433.8047,5284.233,4509.553,4915.813,5911.05,3877.8013,8803.921,3922.0144,2841.9019,5147.048,7833.2456,5335.6123,5226.94,3014.4224,5999.42,7699.298,3842.8145,7605.4736,5200.8467,5506.9575,5921.547,5358.206,8209.696,6652.402,7481.805,4365.7026,4479.094,7274.751,6237.7515,5899.04,6016.467,5470.6626,6320.9004,7168.0864,6555.483
872.68_0.566,85,7570.002,3601.136,3852.6296,5858.408,6853.9683000000005,1541.879,6811.0024,3318.989,7543.025,4543.166,5055.082,3626.3867,7932.7603,2976.9897,8164.5933000000005,3196.7974,8382.742,4292.3022,4441.049,4567.5513,3884.0266,1436.0956,3479.724,3308.4087,4781.4766,8873.479,5147.429,6699.586,6068.88,2346.6282,4116.2363,5698.711,2474.7563,9056.045,3955.5984,1259.2946,7299.495,4123.135,3883.9148,6767.8267,6069.256,4542.417,8010.099,6830.5015,4996.8394,3664.4448,4023.7415,1777.1665,5894.008,4666.5728,6195.3633,6241.871,7755.891,5883.9517,6114.2095,6578.3945
594.7751_0.567,86,15660.463,11464.517,7737.6265,12024.728,14455.509,5866.8496,12601.68,6784.023,13060.562,11380.4375,11938.663,10932.071,13277.565,8648.131,15474.08,9548.125,12882.853,9097.43,8407.914,8149.059,8625.43,1594.6348,9636.295,8146.4106,11265.333,15881.92,10958.998,13962.018,12033.967,5840.2944,7939.09,11020.883,7163.952,11574.106,6636.022,3784.5168,16146.956,9871.135,7450.0566,12943.075,11499.632,12203.031,14558.165,10891.475,9641.25,10153.514,7138.009,5522.3945,13525.432,12761.32,12756.509,13557.823,10317.966,12450.267,12922.044,13318.537
814.7106_0.566,87,9371.458,6696.9,6294.62,5106.104,4673.917,4160.6826,3682.0166,4055.1138,5244.4263,3847.4424,5246.9175,3653.9446,4444.466,3795.159,6065.4243,7855.2056,4831.86,3939.668,2706.1562,3447.628,5824.4043,1592.0242,4579.879,3280.6292,5707.585,4893.5137,3324.9436,6736.727,3980.4365,3050.0637,4174.14,6228.0107,4874.6245,3949.0261,2504.2239,3670.965,7681.575,3666.4968,5946.73,4702.6733,5473.562,5116.592,4868.8843,5456.806,5581.851,6459.6743,4632.883,4781.849,6002.9204,6113.537,5788.759,5328.4893,5667.108,5121.4927,4940.0176,6061.9805
804.6929_0.568,88,7633.5425,5394,4812.4976,7347.282,8677.013,2674.969,7938.4106,3846.5457,8332.395,5931.0303,6850.002,4686.9365,9002.358,5747.2305,10905.039,4742.177,9872.6875,5638.208,6496.907,6122.1675,4327.5254,794.7981,4349.221,4677.932,4842.9214,9141.995,4992.3164,10063.041,6112.6807,3973.7642,3710.2507,6116.9585,3260.8662,8652.432,4755.5557,1524.5944,9277.025,6236.1924,3482.8545,8063.5254,6267.802,6466.4795,9927.469,7295.9746,5855.251,5415.956,3944.8125,1866.625,5125.8096,6802.0576,6805.5024,7109.0737,6647.587,6502.0864,6557.7295,8921.618
626.7238_0.577,89,2820.124,6925.297,6713.4824,2306.556,2844.4585,9312.5,3406.4055,3356.8552,2533.0254,3693.2527,3268.6836,3261.2258,2380.0278,2145.8716,4002.4963,8038.8765,2892.1003,3948.777,2245.0076,2161.8801,6008.852,4812.8203,5229.3833,2776.2021,4401.827,3633.0076,2479.2341,4950.825,2033.7245,3151.0164,4017.112,5035.4395,4975.748,3061.3623,2468.024,5401.112,4097.5576,3056.095,3063.8096,3295.7039,4058.779,3909.306,3370.2444,5299.9546,4654.247,5999.1104,4446.776,10400.333,4580.4487,4097.1616,4375.113,3943.5808,4750.1353,4520.7056,4143.653,3841.5486
788.7191_0.564,90,6981.1465,1775.5876,1606.63,5822.6235,7632.6895,1213.0841,7873.4814,3314.4434,8773.189,3614.5806,5451.9697,4297.025,7801.4443,4500.3325,7003.884,3142.4626,8622.17,3950.231,8212.39,8403.137,2081.744,NA,4173.037,3940.734,4466.296,10237.706,4510.256,4467.825,5556.7437,2286.229,2152.351,3672.2593,1305.309,7054.783,6501.9126,1323.0822,7855.605,4887.516,2625.411,5369.8643,5568.8936,4121.7153,7999.876,4319.9517,3683.53,3206.912,1561.0635,NA,5694.2505,5326.1724,4422.829,3963.9502,5083.6274,4513.644,5003.924,4972.0728
720.7318_0.567,91,6582.7124,2494.9387,2488.008,6372.633,8158.175,NA,8578.859,3211.9348,6835.464,4007.6392,6051.307,4411.9165,12749.933,3714.87,10620.435,2634.998,7973.06,4084.825,9810.201,6656.005,2940.8003,NA,3622.236,3571.7563,4690.5156,9682.374,3955.2285,6403.953,7898.1567,2435.455,3217.1157,4472.051,2079.3262,6958.1973,6951.716,1475.2688,7045.3706,5875.6724,2514.5557,6827.8496,5627.9814,6215.928,8334.291,4866.364,4513.5894,3489.0222,1741.5275,1720.4471,4580.782,5060.4385,4310.9507,5025.9365,6498.1216,5804.523,5064.238,7893.166
584.7563_0.57,92,4130.4814,2601.175,2569.7139,9901.782,12084.13,1274.605,9840.091,5491.8306,7279.128,5671.6724,6567.989,7316.057,13903.023,6505.1294,10014.644,2837.2197,12080.645,3870.6187,10191.938,10623.992,4158.1196,NA,4984.719,3745.0667,5053.253,12990.163,7277.8237,7255.923,12414.206,4216.3667,3403.1235,5444.7812,2036.0493,12176.72,9733.338,NA,8543,8709.141,1756.4133,8857.751,6020.5283,7237.9263,9940.531,8685.408,4445.934,3519.4858,4376.3887,NA,9335.873,6936.0596,6952.3535,7254.5864,6567.506,7223.445,7353.8965,7804.2363
400.8305_0.576,93,9478.144,13795.06,12510.971,5762.3906,5301.317,12276.922,5045.635,7332.427,7009.8306,7022.684,9140.473,6353.3906,4823.3604,5477.2466,8424.033,11861.082,5976.6826,7532.0786,4013.82,4624.526,10480.892,9000.976,8299.413,8241.105,7923.6123,5498.037,5373.82,10837.484,4396.313,5805.0024,8870.331,9206.437,12295.983,6123.041,3624.9888,12603.906,10242.993,4432.674,11009.839,7279.471,8231.165,7502.2524,7764.161,9960.066,9437.675,10973.747,8542.293,14161.158,7608.203,7794.7603,8942.721,8489.546,9629.225,9157.183,8781.942,8395.396
736.7056_0.57,94,6684.0605,4111.98,3889.2493,9528.912,9192.796,3051.3518,10516.236,4570.1016,8489.269,6789.972,6414.405,8386.979,12135.003,7188.5283,11466.034,7029.7734,9344.934,5235.607,6961.201,7041.9805,5751.675,2053.7693,5865.9395,5039.125,5769.084,9970.807,7149.1357,9545.0205,7220.831,4495.2456,3837.5776,6105.3374,2649.0208,8468.764,6608.3345,1461.7057,9946.21,6732.1855,3351.4749,8489.726,6522.751,6811.6616,12481.476,9143.825,6197.4814,6756.1235,4893.24,1245.532,7260.4663,8903.052,8642.777,8531.472,9398.565,8777.354,7451.962,10012.374
678.7363_0.57,95,12501.492,7923.23,8087.3604,5070.269,4419.063,5858.5767,5362.1943,4448.0684,6162.9697,5822.931,6585.449,5338.696,4872.0513,4554.4717,9410.703,9638.149,7658.562,6516.7505,4344.003,3493.2083,9458.607,3264.8962,7996.6123,5582.22,6016.2354,6679.1606,4296.4653,10118.481,3560.9414,3303.5334,7755.3364,8666.544,5498.805,5660.179,3307.1235,5194.79,9975.876,6216.1284,5396.05,7170.1406,7076.917,6014.0674,7061.109,8664.576,8126.296,10089.948,7317.8545,5965.3604,6991.0137,6117.371,7520.6743,7514.472,6568.0586,8341.096,7680.6724,9719.805
442.8264_0.569,96,13085.677,7588.603,8216.778,17356.984,20308.354,2440.523,21921.61,11197.456,17808.113,12549.118,16214.52,14380.165,26571.32,15551.137,19880.43,8334.497,20504.582,11064.449,19287.059,18414.402,8824.268,1941.4885,11449.388,11175.692,13946.541,24250.748,14836.854,17467.426,21202.02,11391.485,9275.382,14444.54,4179.732,19302.479,18910.984,1961.4775,19753.271,15769.409,8275.195,18508.99,15340.807,13363.081,21390.672,13766.101,11000.155,9300.952,7566.0815,2598.182,13412.0625,15662.226,16314.781,16027.29,14041.802,17920.066,14616.424,16960.008
652.7441_0.568,97,5705.409,2885.1294,3091.414,8360.872,12030.087,1273.41,9353.685,4627.0713,7989.0283,7521.95,6327.761,7622.0156,13102.546,4654.198,9233.799,4091.477,12680.608,4673.7695,10424.377,7764.761,4826.4883,NA,5124.1772,4757.672,6860.8276,12682.154,6012.787,6554.1533,9505.485,3880.2021,3116.273,5870.941,1462.5992,10381.664,8818.165,NA,7453.1074,6143.017,1681.3202000000001,8768.99,6481.2256,4923.735,10021.979,6272.934,4578.166,5656.5913,2703.4395,1760.0269,6674.456,6431.0557,7337.981,5958.33,8607.273,8527.874,5368.358,7007.832
278.901_0.579,98,NA,3039.3613,2616.023,4199.278,3799.4465,2486.8552,4373.1577,7800.7373,2396.7378,4184.0625,4195.0264,4916.4106,4603.3105,8332.197,NA,2785.191,3043.452,6557.56,9492.426,6116.789,5127.1016,4274.7246,6526.3394,7647.8164,4700.237,2601.405,5779.7017,NA,6852.3647,7247.929,7276.8564,2491.6255,3863.2424,3693.1125,8060.6016,NA,1247.7604,6239.161,1925.1672,3092.5413,3919.1057,5171.2817,NA,2862.8538,3196.5576,2843.0496,1957,NA,3519.4246,3171.1855,3712.962,2754.3096,4000.6633,3791.545,3732.2449,3948.2576
346.8879_0.577,99,NA,2400.6963,2690.797,4992.7163,3274.0728,2678.335,3699.184,7347.611,1958.7695,4738.208,3851.7375,4510.223,2884.8633,7478.062,NA,2506.3857,3771.8096,8193.002,8533.176,4798.758,4864.684,2947.6416,4101.7246,5039.01,2974.8235,2235.6667,4797.993,NA,5237.376,5705.347,4460.762,2173.2666,2308.7566,4515.536,7443.109,NA,NA,4508.0723,2721.3472,3250.7869,3796.6538,4140.1875,1523.4464,2086.8342,2699.3477,2712.6118,2059.88,NA,2743.5376,3006.762,2453.944,3391.801,2901.9824,2996.9202,3368.679,2694.0837
956.6415_0.566,100,5773.8022,4324.908,3115.3853,3155.772,2764.2898,2214.006,2937.6575,2438.5208,4239.08,2825.404,2953.2876,2814.8293,3562.2952,3130.88,7088.083,4536.705,5916.0444,2892.0361,2474.8047,1991.2804,2833.6223,1179.3884,3591.1362,2350.6372,3980.9216,4706.456,2027,6983.5806,2755.1052,2152.9246,3387.0457,3745.4492,2436.2288,4056.659,1798.5939,1459.2368,5298.1196,2530.5024,2327,4642.345,4414.2695,4427.5107,4905.6416,5040.947,3267.9622,3492.5657,2894.6714,1837.4713,5480.7227,3700.0347,3646.0198,4466.5493,4305.4077,4364.3623,5820.1675,5497.08
