mz_rt,Red,Yellow,FC_postRed_div_postYellow,p,log2_FC_postRed_div_postYellow,neglog10p
160.0967_0.691,17774.40275,64958.3396,0.27362772600794744,0.0488,-1.86971367260382,1.3115801779972893
219.1705_0.65,124713.61039999999,494313.1754,0.25229675559240616,0.0401,-1.9868064407762476,1.3968556273798178
234.1122_4.883,6384.40253,19514.67747,0.3271590083830374,7.22e-4,-1.6119360987692195,3.141462802430361
250.1107_3.546,9145.69346,20555.073819999998,0.44493605520897134,0.0164,-1.1683300834414319,1.785156151952302
303.0862_4.684,790.4831355,6927.5829065,0.11410662942168573,0.0392,-3.13154548243736,1.4067139329795428
385.1464_0.793,2927.19974,7921.32145,0.36953427006803263,0.0364,-1.4362199308824428,1.438898616350944
429.2112_4.041,2228.39453,8359.5123,0.2665699205921379,0.025,-1.9074140971341627,1.6020599913279623
