m.z,r.t.,p,t.score
240.1607,5.206,0.781,0.2860941473223065
241.1546,1.985,0.0716,-2.0417667338140686
242.1115,4.496,0.722,0.3668415800754316
242.1325,4.563,0.693,-0.4083020920598606
242.1417,4.559,0.953,0.06119743442080863
242.1504,4.993,0.464,0.7643906943689428
243.0877,4.57,0.559,0.607524123897008
243.1339,3.536,0.15,-1.5745154588474284
244.1269,4.537,0.615,-0.5204474031308969
244.1542,0.804,0.0471,-2.2986732823348195
244.1542,3.098,0.188,-1.423262705332105
244.1711,3.868,0.463,0.765822816864133
245.0798,4.776,0.113,-1.754020891298129
245.1494,3.787,0.0683,-2.0704247319667304
245.1495,3.326,0.12,-1.7172948746492387
246.0972,2.12,0.232,1.281571679956628
246.1699,0.806,0.0303,-2.5683428154736454
246.17,3.238,0.0184,-2.872692256696209
247.1076,4.297,0.835,-0.21396976690430186
247.1078,4.488,0.454,0.7821965220042592
247.1288,0.789,0.523,-0.6643210343843645
247.1424,0.808,0.604,0.5368994771058865
247.1441,3.239,0.681,-0.4241286251207234
248.1679,5.389,0.0775,-1.9923846031643455
249.0966,4.117,0.592,-0.5559231314835048
250.1107,3.546,2.73e-5,7.791368377663353
251.1276,5.991,0.0682,-2.071589050699646
254.1398,5.274,0.94,0.07794337127093053
254.1765,6.358,0.374,0.9363914047282352
255.0655,5.039,0.209,-1.3534996948858182
256.1666,4.784,0.178,-1.462406535700498
257.1494,3.646,0.102,-1.8185008282649324
257.1495,4.039,0.173,-1.480873305896222
257.153,5.622,0.00651,-3.5208863157770307
257.2261,6.012,0.418,-0.8490476359209264
258.1241,0.69,0.0893,-1.9040710438013821
258.1269,3.305,0.765,0.3077284519139412
258.128,4.17,0.936,-0.08297006644092608
258.1827,3.513,0.428,-0.8297825368918776
258.1834,4.934,0.293,1.1166927446170407
258.1848,3.943,0.284,1.1396927583788237
258.1947,3.931,0.348,0.9899740396873413
259.1651,4.324,0.124,-1.69820799337406
260.1492,2.107,0.158,-1.540308557289349
261.1442,0.8,0.0196,-2.8325342646218457
261.1443,3.263,0.794,-0.2688315741052665
261.1443,3.733,0.545,-0.6290084369867485
262.1648,2.169,0.0171,-2.9165316021322303
263.0816,7.148,0.962,0.048535573862977036
263.1025,3.498,0.97,-0.03884754742003732
265.1191,2.889,0.756,-0.31994051462284123
265.1195,3.466,0.733,-0.3525463673920597
265.1278,3.383,0.783,-0.2834945463795108
265.1556,3.46,0.445,-0.7981972341016605
266.1022,3.875,0.329,-1.0309618909500113
266.1357,3.432,0.784,-0.28186140755071093
266.1362,3.431,0.679,-0.4268992419631955
267.1329,3.967,0.883,0.15127939967774529
267.1335,4.316,0.663,0.4507755289134799
269.1244,0.667,0.176,-1.469476367084235
270.183,4.814,0.119,1.720548997715594
271.0596,4.449,0.461,-0.7695087727306579
271.0753,2.433,0.134,1.6481344762917787
271.0761,0.756,0.173,1.4794148988814315
271.1653,4.288,5.44e-4,-5.227256814161749
271.1656,4.57,1.92e-4,-6.042335761703658
272.1663,5.352,0.752,0.32564381209953475
272.1855,3.975,0.0442,-2.3370116655880264
272.2044,4.93,0.199,1.385377581333721
272.2049,4.967,0.13,1.6664296018886928
272.2382,4.968,0.354,0.9764143053553441
273.2384,4.97,0.337,1.014187920090584
274.1181,0.778,0.941,-0.07604038563763055
274.1778,4.235,0.154,1.5570274183738442
274.1833,5.809,0.0588,-2.1626286233490086
274.2013,4.449,0.0222,-2.756234213476724
274.2138,4.28,0.263,-1.1949790486272462
276.1366,0.762,0.798,-0.26337593250492075
276.1375,2.825,0.0866,-1.9231063591142428
276.1442,0.669,0.0138,-3.0495265729246377
276.1442,2.061,0.0322,-2.5302886139836422
276.1991,6.202,0.0826,-1.9530931640787226
277.1173,0.79,0.625,-0.5066993588523627
277.1432,7.079,0.0049,-3.702155110668559
278.1335,0.718,0.778,-0.2905035484440824
279.1317,4.044,0.495,0.710875201878694
279.1332,3.64,0.3,1.1002651315713659
280.1543,3.604,0.117,-1.73145590443256
281.1128,0.728,0.463,-0.766548303286544
281.1128,0.765,0.62,-0.5134622639771705
281.1131,3.801,0.343,-1.0015810318799236
281.113,2.62,0.551,-0.6200719837711266
281.113,3.046,0.454,-0.7829121004700952
282.1196,1.153,0.501,0.7013022303411195
283.1287,4.036,0.0508,-2.252384087876561
284.092,3.463,0.574,0.5834063672988326
284.1855,4.179,0.00393,-3.8463310626821654
285.1441,0.774,0.00337,-3.9462924160699995
285.1804,5.23,0.229,-1.2898468191176293
286.1284,2.172,0.164,-1.5140647471881234
286.1445,2.886,0.22,-1.3182399510791396
286.1792,4.126,0.967,-0.04212658499362059
286.2019,4.654,0.00262,-4.114966555188357
286.2113,4.609,0.435,0.8165292766673207
287.1002,2.762,0.0424,2.3625485136608857
287.1003,2.867,0.016,2.9577706498578085
287.1004,3.467,0.00207,4.274155372720294
287.1598,0.805,5.81e-4,-5.178057830975858
287.1967,0.655,0.192,1.4100257704274706
288.1616,4.254,0.468,-0.7584535155886996
288.1937,3.464,0.0269,-2.6410020080026073
288.1983,5.173,0.545,0.6289855073995271
288.2168,4.83,0.00728,-3.4491832852464874
288.2295,5.182,0.0077,-3.4143213861556982
289.1393,3.497,0.76,0.3155664541043516
290.1419,5.181,0.808,0.25062928605547247
290.1595,0.783,0.0964,-1.8559677459201571
290.1597,2.525,0.207,-1.3598284247132182
290.1739,3.326,0.297,1.1067623044923045
292.1575,3.656,1.68e-5,8.277271861529394
293.1465,4.573,0.00765,-3.4181672550106397
295.048,2.58,0.763,0.3115014396878611
295.1284,0.813,0.568,-0.5923340940770297
295.1287,3.186,0.0128,-3.096144449908621
296.1492,2.896,0.2,-1.3845519074910349
296.1628,4.092,0.533,-0.648295879929252
297.1443,3.938,0.669,0.4419731173813262
300.199,6.283,0.0297,-2.579299861769094
300.2168,5.214,0.0835,-1.9458140160365107
300.217,5.005,0.0998,-1.8343997351217618
301.1221,3.855,0.674,-0.43473804950317596
301.1391,0.795,3.04e-4,-5.6732451837230125
302.1232,3.89,0.464,-0.7643527973105826
302.1418,0.788,0.00671,-3.501216480311526
302.1423,3.205,0.647,-0.4736356619291666
302.1728,6.009,0.555,0.6135637441814091
302.1959,0.798,0.00709,-3.466277684749189
302.196,3.701,0.0725,-2.0338959230001805
302.2329,5.39,0.11,-1.7757187401070451
302.2435,5.373,0.552,-0.61726932935552
302.2687,5.39,0.0453,-2.3219585305097374
303.0741,3.467,2.63e-5,7.829510917564444
303.0862,4.684,0.845,0.20175495171083846
303.1704,6.179,0.372,0.9397866729099063
304.129,3.192,0.0863,-1.9252314421631043
304.129,3.69,0.083,-1.9498981747267645
304.15,0.797,0.694,-0.40678679127202994
304.1925,4.641,0.387,0.9096599764961941
304.2117,4.122,0.0218,-2.769028765530581
305.0863,2.684,0.394,0.8948882068179898
305.0865,0.744,0.617,0.517282215772801
305.1857,4.623,0.567,0.5947575207463525
306.1703,4.74,0.42,0.8453850148489804
307.1221,2.208,0.278,-1.1555945073134455
307.2,5.592,0.506,0.6929353902279903
308.168,5.004,0.215,1.3325858285400545
308.1854,4.932,0.476,-0.7431727659934638
308.1987,4.967,0.519,-0.6705274188485916
308.2029,4.983,0.761,-0.3133002726590963
309.1689,5.025,0.0141,3.036682248365401
310.1653,3.385,0.393,-0.8978345586525526
310.2375,5.158,0.0187,-2.861673812639181
311.1488,4.505,0.186,1.4315661696851913
311.1563,5.057,0.245,-1.2433293782781387
312.1299,0.786,0.0425,-2.3608536037781453
312.1301,2.601,0.378,-0.9262722332049811
312.2162,5.201,0.0186,-2.866945884677235
312.2166,4.927,0.212,1.3449867314530184
312.2168,5.505,0.0286,-2.6020864388354785
313.0848,2.276,0.364,0.9561229991893402
313.0853,3.183,0.251,1.2274892030105824
314.2327,5.619,0.00129,-4.599722568254662
316.1385,4.504,0.247,-1.238448313479775
316.1938,5.631,0.0711,-2.046165210049794
316.248,5.914,0.0762,-2.0029175097158913
316.248,6.107,0.0184,-2.8727070122771097
317.0855,0.773,0.346,-0.9953220119048161
318.1438,2.762,0.861,-0.1795752516004429
318.1909,0.803,0.141,-1.6125026029757685
318.191,3.368,0.282,-1.1439025401882619
318.2093,5.034,0.11,-1.771491374994132
319.1649,4.258,0.987,-0.016670463480586102
319.165,3.812,0.00689,-3.484670210766148
322.1811,5.096,0.262,1.1954446437637969
322.2005,4.899,0.91,-0.11642325113072809
324.1249,2.964,0.0931,-1.8777207174213955
324.1258,3.118,0.921,-0.1024741090545906
325.1697,5.177,0.596,-0.5493111163981512
325.1883,3.576,0.202,-1.3762388593950188
326.0869,2.134,0.71,-0.3842387674947725
326.1962,5.293,0.303,-1.092972474013672
327.0685,0.734,0.16,1.531445479382285
328.1026,3.567,0.567,-0.5936916571233655
328.1873,2.778,0.404,0.8749854688548875
328.2118,4.717,0.37,-0.9438374341053063
328.2482,6.065,0.00131,-4.5879946306349435
328.248,6.21,0.509,-0.688306042352012
329.2074,3.337,0.914,-0.11071601529330576
330.1909,3.491,0.0625,-2.1256124131637177
330.2272,4.126,0.183,-1.4438693080186047
330.2275,4.829,0.00322,-3.977007771920407
331.2276,4.919,0.0573,-2.1790672487290146
331.2294,4.533,0.553,-0.6154927715277537
336.2167,5.325,8.23e-4,-4.921831798394101
337.1754,3.847,0.608,-0.5309722456952953
338.0825,3.449,0.378,-0.9265982392948666
338.0863,0.805,0.649,0.47061540038186844
338.0865,3.299,0.593,0.5547103130193467
338.1399,3.076,0.67,-0.440948121574379
338.1737,6.007,0.949,0.06577237598155783
338.1777,5.232,0.0413,-2.3792090070739986
338.2323,5.729,0.00423,-3.797528991071888
338.2324,5.637,0.0133,-3.0707878167278038
340.1025,3.555,0.313,1.0692197543700412
340.1026,3.009,0.376,0.9317792070808971
340.1336,2.71,0.36,-0.965358366832907
340.2479,6.162,0.127,-1.6830682910927608
341.1709,3.522,0.404,-0.8760984760351058
341.183,2.936,0.276,1.1608556981745457
341.1877,3.826,0.39,0.9038542032686413
342.1686,3.782,0.738,-0.3453126957145921
342.173,5.69,0.0246,-2.6951088960333323
342.2635,6.518,0.101,-1.827456075475202
343.1003,0.795,0.807,-0.2510114065999364
343.1674,2.639,0.196,-1.3960545219921794
343.2227,4.522,0.202,-1.3770167653674106
344.2066,4.021,0.328,-1.0332971276823024
344.2431,4.284,0.187,-1.4266366611520451
344.2542,4.012,0.0459,-2.3143536753673715
346.2221,2.636,0.52,0.6686495456809534
349.0869,0.775,0.437,-0.812684992642432
350.0854,0.775,0.99,0.013219802026992437
350.2065,3.938,0.755,-0.32172696832590014
350.2322,5.809,0.933,0.08607605498084027
354.1544,3.176,0.41,0.863833488569354
355.2625,6.784,0.564,0.5983664829299062
356.1907,4.001,0.794,-0.26880145782059667
356.2429,4.821,0.0163,-2.9479918390682562
356.2429,5.382,0.0206,-2.802866028198218
356.2429,5.634,0.054,-2.2145917428776714
357.1179,3.698,0.0808,1.9666855154033174
357.2786,5.926,0.677,-0.43030747558160615
357.2787,6.664,0.664,-0.4484231549490626
358.1496,4.728,0.946,-0.0698245780340368
358.2585,4.768,0.00528,-3.65411209124289
358.2585,5.127,0.0523,-2.2348367650583953
358.2589,5.812,0.129,-1.6693362831121077
363.1428,4.369,0.687,0.41642909850578286
364.0426,0.774,0.298,1.1050844163181717
364.1964,4.526,0.0993,1.8372878870455098
364.196,3.31,0.602,0.5399969613197906
366.1108,0.7,0.502,-0.699521594946824
366.1127,3.577,0.541,-0.6358320583959713
366.1134,3.129,0.224,-1.3072446555452517
366.2039,4.917,0.45,-0.7903236075498958
367.1497,0.741,0.0775,-1.992530468891951
367.1498,2.362,0.0189,-2.854849925899157
369.1289,3.506,0.0173,-2.909793241721058
369.1292,3.953,0.0325,-2.5244328740547366
369.129,3.414,0.0805,-1.9688064384962476
372.1861,3.381,0.533,-0.6479203382542544
373.1128,2.656,0.555,0.6134967848585333
375.2614,3.928,0.998,0.003096438917361129
377.1448,3.492,0.101,-1.8291954381935025
378.1418,3.378,0.87,0.16843612813107564
378.1755,4.358,0.527,0.6583349043466094
378.1767,3.465,0.198,-1.3906997825419503
380.1102,4.279,0.218,-1.3256209954611828
381.1534,4.397,0.484,0.7293800698685953
383.0941,2.983,0.0795,1.9767721338152056
383.0946,0.768,0.384,0.9152658294881207
383.133,0.792,0.972,0.035767128653602924
384.1146,2.579,0.112,-1.7641252098158369
384.1171,0.716,0.0646,-2.104790401619088
384.1228,2.31,0.349,-0.98862844067837
385.1464,0.793,0.103,1.8126357146536565
385.3097,5.886,0.0187,-2.862949607855068
389.1625,5.768,0.115,-1.7467388249329048
390.1393,3.49,0.417,0.8511408205521792
390.2632,6.892,0.0705,2.050744786330514
392.1549,3.207,0.232,1.2828466814500277
392.1549,3.682,0.56,0.6052391417452025
394.0744,0.764,0.738,0.3449894986311753
394.1701,3.105,0.113,1.7538661279299619
394.1707,0.77,0.186,1.431177714493463
395.1334,4.462,0.716,0.37567301958087296
398.1138,3.137,0.0501,2.2605818805485187
398.1421,3.384,0.34,-1.0066844795833922
398.1452,4.007,0.0915,-1.8887570722896183
398.1823,5.89,0.879,0.15652369622758108
400.1973,6.231,0.959,-0.05349717161852934
400.2173,3.807,0.816,-0.23995248418357276
400.269,4.886,0.181,-1.4506549307670862
402.2845,4.888,0.122,-1.7051786880689488
402.2846,5.623,0.121,-1.7108451201428916
405.1518,6.25,0.42,-0.8447647107609796
406.1258,5.43,0.358,-0.9678897511388672
410.0483,0.757,0.686,0.41813307743231864
410.1446,4.093,0.362,-0.9600530457145406
410.1459,4.445,0.209,-1.3536370904372024
412.2838,6.085,0.0951,-1.8645276700269775
412.284,6.004,0.799,0.26268309806623896
413.0425,3.484,0.148,1.5826889187765085
413.1052,2.633,0.715,0.3770387723912008
413.1411,0.782,0.115,-1.7454268086414175
413.1413,2.988,0.229,-1.2898736844329812
414.2998,5.934,0.0141,-3.0349832339927243
414.2998,5.974,0.0277,-2.6230653599806626
414.3361,5.556,0.302,-1.0939238883548623
415.0333,3.007,0.865,0.17548167175563587
416.1472,3.465,0.386,-0.9103965155426519
416.1915,4.419,0.957,-0.05503981203732559
416.2124,3.558,0.72,-0.37005672562972897
416.3152,4.924,0.75,-0.328540133082107
416.3153,6.637,0.829,-0.2228840906881289
416.3517,5.027,0.369,-0.9461111286848846
418.1658,4.047,0.0822,-1.9559405769177078
420.1268,2.836,0.774,-0.2957041171987484
420.1859,3.752,0.228,-1.2941780244759726
420.1863,3.296,0.586,0.5641691295007182
422.2054,3.013,0.654,-0.4633592143778643
424.1599,5.447,0.145,-1.596476965886012
425.2145,9.778,0.225,-1.3037023458401866
429.1143,5.43,0.344,-0.9988260503401252
429.2112,4.041,0.123,1.7039310489777983
430.1728,4.485,0.862,-0.1794515065098322
430.2032,5.342,0.786,-0.27978739875877245
430.2946,5.306,0.143,-1.6039242520567836
431.0964,3.273,0.231,-1.2844495023835911
431.0966,3.757,0.414,-0.8561568903454427
431.0972,4.035,0.816,0.2397310706376259
432.1859,3.705,0.532,0.6502727948482853
432.2483,2.831,0.264,1.1911652541116993
432.3103,6.468,0.51,-0.6861748769706659
432.3465,4.852,0.825,0.22778933889104222
433.1121,3.884,0.649,-0.4703461832655321
433.1123,3.32,0.151,-1.5713409953363562
433.2362,4.04,0.0733,-2.027032168783318
434.1403,3.73,0.616,-0.519539447939119
434.1523,3.477,0.976,0.031225133605131038
434.1581,3.919,0.94,0.07779017352919032
435.1282,4.891,0.375,-0.9326106928027778
436.1558,2.94,0.829,0.22245785835731866
436.1558,3.898,0.0047,-3.7295501855861777
436.1596,4.464,0.196,-1.3972077471100435
436.1964,4.096,0.209,-1.3531816479224859
436.1971,4.541,0.27,-1.1756182150744543
436.225,0.726,0.925,-0.09644975430813366
438.1601,0.745,0.409,-0.8658687718515644
438.1606,2.865,0.211,1.3474741754258481
441.1613,0.696,0.599,0.5443835827480441
444.1861,4.37,0.107,-1.7931129464002014
444.2226,4.583,0.642,-0.4814944743809152
444.3097,5.039,0.79,-0.27450312577691566
446.2388,3.483,0.402,0.8803487978142979
447.0916,4.229,0.858,-0.18445647730784978
447.113,3.587,0.548,-0.6248672346498731
448.1364,3.004,0.872,0.1658015109254365
448.1967,3.611,0.278,1.1541544764755347
448.1978,4.334,0.894,0.13645895787617257
448.2321,4.67,0.295,1.1115486787166395
448.3052,5.404,0.544,-0.6312734632015259
448.3055,6.562,0.629,-0.49998704178930353
449.1046,3.633,0.714,0.3780136621955822
449.1059,4.17,0.0161,2.954620234796396
449.1076,4.454,0.00196,4.31088471226897
450.1364,0.798,0.596,-0.5497172559384206
450.2125,4.913,0.881,0.15440877397800953
450.2132,5.757,0.53,-0.6536527270667416
450.213,5.045,0.184,-1.4404075257104947
452.1914,4.626,0.0224,-2.7525779559301196
452.1914,4.683,0.0214,-2.7787116973108428
452.2062,5.052,0.945,0.07103478980889387
455.7883,4.34,0.113,1.7553019566384287
457.2213,5.699,0.329,1.0330373945237408
457.2496,6.911,0.451,-0.7871036351874494
458.1454,0.678,0.498,0.7068955933322625
458.202,4.658,0.33,-1.029933974073981
461.1074,3.814,0.792,-0.2718264930811963
461.1078,3.304,0.867,-0.17268933661968563
462.1965,5.965,0.048,-2.2866103225895116
464.1911,4.995,0.0594,-2.1565218804321717
464.2272,0.798,0.124,1.6959049567750017
464.2281,3.182,0.264,-1.191183956149678
465.0856,4.069,0.459,0.7740919023937949
466.2058,4.763,0.176,-1.4696265686037928
468.2225,4.941,0.0582,-2.1687050498904665
469.2077,2.929,0.161,-1.5284791023357984
470.2865,6.552,0.692,-0.40979883840126974
474.1718,0.703,0.66,-0.45545143007713873
475.2467,4.955,0.0844,-1.9390747240179906
478.2067,3.637,0.0703,2.0531147849061315
480.2037,3.652,0.908,-0.1191019663248116
480.2234,4.382,0.406,0.872673856091932
482.1231,3.477,0.275,1.1630857607949394
484.2903,6.142,0.0684,-2.069977651967749
486.2329,5.447,0.114,-1.7519583524458118
487.2086,3.066,0.258,-1.2069079710647639
489.2311,4.429,0.873,0.16458747917759445
491.2279,4.076,0.47,0.7539290708034526
498.0952,3.472,0.257,1.2099735626524455
500.2812,6.002,0.444,0.8004189168815425
500.2849,5.194,0.577,0.5789022307114481
501.2038,4.801,0.916,0.10848174634891818
502.2964,5.697,0.388,0.9076266701113903
503.1571,3.796,0.233,1.279842496710083
504.1824,0.676,0.049,2.274354801135238
504.2071,4.427,0.0112,-3.17783983649511
504.2224,3.279,0.137,-1.634526881869053
504.2644,3.847,0.201,-1.38086029898823
505.236,2.917,0.268,1.181949837265545
505.2371,0.816,0.337,1.0133599578786667
508.28,2.988,0.149,1.5770092036166545
512.2857,6.504,0.0834,-1.9468130969480082
514.2642,5.844,0.34,1.0075803668535386
523.0001,5.152,0.669,0.4411698236677699
526.2647,6.979,0.745,0.33594183849315756
530.2018,4.016,0.766,0.30672678879184856
530.3214,4.045,0.536,-0.6440033361776423
532.1906,0.792,0.971,0.036734038574251136
532.3526,10.707,0.772,0.2987555771346293
543.3195,5.303,0.272,1.1698981127864572
544.3373,4.266,0.848,0.1975940882650694
551.2103,2.591,0.369,0.9450102212395769
552.3496,5.214,0.54,0.6371536269109832
553.2943,6.108,0.141,-1.6148074629921916
555.3098,6.452,0.0404,-2.3920488113079776
559.2603,7.463,0.368,-0.9477435017778174
560.3058,5.064,0.0186,-2.8667159485959606
562.2489,5.434,0.853,0.19017251179973751
565.2029,0.801,0.764,0.30928498940415616
567.1757,2.786,0.503,-0.6973551579244143
572.2333,5.399,0.171,1.4878239252385856
574.2227,0.788,0.286,1.13331033269421
575.2542,6.292,0.199,-1.385842194485893
575.384,5.148,0.292,1.1181767776063538
576.1819,0.788,0.639,-0.4846799439912961
579.2172,2.935,0.0851,1.9339420542481114
579.3413,3.735,0.269,-1.1786833359545381
583.1477,2.876,0.897,0.13344750177964929
586.2128,3.002,0.163,-1.5193720363834409
588.3229,4.257,0.273,-1.1676100341325908
591.3167,5.042,0.303,1.091959198048398
592.3019,3.483,0.182,1.4448802007174777
593.3321,5.017,0.245,1.2425060684573084
595.3478,5.049,0.945,-0.07102521453087894
603.4563,5.393,0.785,-0.2814838626479606
605.3265,2.998,0.151,-1.5696861323920699
606.1346,2.583,0.462,-0.7675494522581839
606.2801,3.463,0.283,1.1407551594191787
61.0395,0.663,0.75,-0.32798318924601144
618.2905,3.277,0.403,-0.8771811050439127
651.105,3.812,0.164,-1.5140126294037077
677.186,3.444,0.189,-1.4195646509568012
685.2837,4.555,0.283,1.1413049834154834
693.1579,3.427,0.522,0.6667441585293822
705.3808,3.85,0.362,-0.9598746603113726
715.3756,3.922,0.306,-1.084298878919469
717.3914,3.919,0.21,1.3489989032607146
