mz_rt,Red,Yellow,FC_postRed_div_postYellow,p,log2_FC_postRed_div_postYellow,neglog10p,mz,rt,MPA,Cluster_ID,Cluster_features,Cluster_size
160.0967_0.691,18289.007672723645,66216.7964327629,0.2761989201832568,0.0486,-1.8562204155857711,1.3133637307377066,160.0967,0.691,23195.525999999998,160.0967_0.691,160.0967_0.691,1
219.1705_0.65,130540.6270161842,506862.1288361377,0.2575466178858795,0.0397,-1.957094500239893,1.401209493236885,219.1705,0.65,189798.715,219.1705_0.65,219.1705_0.65,1
234.1122_4.883,5932.891525927148,18025.111334520898,0.32914590183777315,0.00105,-1.6032008598687069,2.978810700930062,234.1122,4.883,4621.157999999999,234.1122_4.883,234.1122_4.883,1
250.1107_3.546,8966.392901120586,19916.12232047867,0.4502077641841419,0.018,-1.1513371574791909,1.744727494896694,250.1107,3.546,6807.92885,250.1107_3.546,250.1107_3.546,1
303.0862_4.684,779.1895064251569,6848.274710371424,0.11377895008287375,0.0399,-3.135694421426354,1.3990271043132518,303.0862,4.684,1508.0288,303.0862_4.684,303.0862_4.684,1
385.1464_0.793,3056.387104196189,8250.005798644486,0.370470903753591,0.0402,-1.4325678550789693,1.39577394691553,385.1464,0.793,3322.943,385.1464_0.793,385.1464_0.793,1
394.1701_3.105,3176.5488839926793,11771.139269786412,0.2698590859549246,0.0487,-1.8897218322889242,1.3124710387853658,394.1701,3.105,4644.53765,394.1701_3.105,394.1701_3.105,1
429.2112_4.041,2192.3187869765284,8294.132681416053,0.2643216441290682,0.0253,-1.9196335291619024,1.596879478824182,429.2112,4.041,2716.7829,429.2112_4.041,429.2112_4.041,1
