mz_rt,row ID,6111_U2_C18POS_35,6111_U4_C18POS_42,6110_U3_C18POS_45,6110_U2_C18POS_34,6104_U2_C18POS_19,6101_U3_C18POS_29,6105_U4_C18POS_47,6109_U4_C18POS_22,6101_U1_C18POS_59,6105_U1_C18POS_43,6101_U3_C18POS_29_1,6105_U3_C18POS_39,6104_U3_C18POS_32,6102_U3_C18POS_48,6104_U1_C18POS_55,6103_U2_C18POS_60,6109_U1_C18POS_58,6105_U2_C18POS_40,6111_U3_C18POS_54,6104_U4_C18POS_12,6112_U2_C18POS_37,6101_U2_C18POS_30,6102_U1_C18POS_26_1,6106_U2_C18POS_46,6108_U1_C18POS_44,6102_U4_C18POS_50,6103_U4_C18POS_53,6109_U3_C18POS_52,6108_U2_C18POS_27,6111_U1_C18POS_51,6102_U2_C18POS_16,6112_U3_C18POS_56,6108_U4_C18POS_18,6110_U4_C18POS_start-10,6112_U4_C18POS_63,6103_U1_C18POS_21,6106_U1_C18POS_23,6101_U4_C18POS_14,6113_U1_C18POS_24,6103_U3_C18POS_61,6110_U1_C18POS_11,6112_U1_C18POS_38,6108_U3_C18POS_28_1,6106_U3_C18POS_20,6108_U2_C18POS_27_1,6108_U3_C18POS_28,6109_U2_C18POS_13,6102_U1_C18POS_26,6113_U4_C18POS_62,6113_U2_C18POS_31,6113_U3_C18POS_15,PooledQC6_C18POS_17,PooledQC9_C18POS_41,PooledQC11_C18POS_57,PooledQC10_C18POS_49,PooledQC8_C18POS_33,PrerunPooledQC5tryagain-addednew3_C18POS_14_1,PooledQC12_C18POS_64,PooledQC7_C18POS_25_1,...66
368.8826_0.561,66,10716.6045,14946.844,18191.186,23733.826,23775.945,17765.104,19754.799,4414.1777,13401.939,20903.104,14712.247,20482.469,23756.484,20847.602,21026.656,18947.7,10277.476,15473.2705,19447.402,19720.668,22296.365,13944.078,20042,16284.755,12414.182,18266.727,22707.006,2932.3813,20467.334,11798.533,16013.515,17057.613,6919.271,12763.428,24599.043,22441.361,7848.36,11611.753,22964.191,23869.996,11973.933,17088.393,14571.048,14258.224,19324.605,16186.428,6585.2085,18968.848,24186.137,17958.557,20575.54,20585.01,16366.963,19146.371,18717.312,18757.96,19020.795,18991.8,20039.957,NA
850.7501_0.558,67,3953.8147,6369.8115,5763.8584,8648.417,8421.96,4980.18,5655.5713,NA,4593.551,9028.5625,5627.7437,7051.496,10487.042,9355.417,5711.3506,8700.892,2531.0652,3804.3594,7289.325,5717.6533,9123.4,3767.9778,3167.111,6692.701,2780.024,4640.6567,8860.931,755.54047,7018.428,3999.4592,3389.5845,4893.876,1436.9088,2377.129,10657.498,8466.181,2074.0225,4304.0054,9437.047,8037.0713,2827.7324,6874.6245,5668.51,4070.224,6973.701,5191.481,2177.984,4534.4385,9870.244,7243.867,6336.2783,6102.3765,6586.8784,4663.305,6193.3154,6803.8486,7450.4463,6758.245,6617.2354,NA
714.7755_0.56,68,5871.4,6987.0835,7105.2476,11047.285,11948.126,8564.207,9884.353,1306.158,5245.5127,13251.542,7571.0464,9392.02,13596.088,13289.212,9844.776,10132.165,3578.0122,6198.9707,7822.3223,6709.007,16156.348,4714.7793,7814.3755,8091.4536,4975.8354,5522.4272,12497.659,NA,7753.7446,5405.317,7028.1743,5677.308,1870.7515,4568.0464,13168.257,15072.985,3275.4534,3810.5305,12833.914,11649.39,3813.1929,9348.311,7403.9453,5981.592,9077.717,8495.62,1548.1736,5800.5854,14428.5,12554.891,10142.355,7839.262,9038.856,8786.522,7646.6816,8675.927,8628.223,8403.9,10635.008,NA
866.7245_0.56,69,4911.0356,6508.734,5168.3496,9817.211,8375.819,6133.989,6978.6997,2390.9448,4126.0947,6262.0825,5338.6543,6454.125,7267.453,5835.101,7043.4478,8180.9126,3374.6313,5232.6235,5648.716,6627.909,7825.824,5131.5176,5679.615,7537.9062,3750.3684,4733.754,8248.911,1442.5188,4119.2383,6094.98,4703.552,5087.1494,3367.2065,5320.3457,7641.4355,9250.558,3139.5022,5572.743,6838.1577,6578.177,4611.8604,6347.0205,5668.855,6143.9004,4608.719,6185.134,1807.877,4513.8677,7040.176,6089.688,5325.1875,6707.207,6145.815,6626.1807,7208.3384,6939.297,6535.9863,5885.5044,7800.1763,NA
730.7498_0.562,70,4600.1978,9349.827,8662.895,12664.186,10520.236,8093.9917,11916.092,2890.23,5328.216,10507.653,8147.9863,7197.705,10699.569,7487.248,8616.117,12381.589,5486.327,6465.8784,6768.07,9524.633,10731.535,6539.926,7100.7217,10851.599,5232.376,8559.85,10090.667,NA,5922.601,8705.35,6243.4365,7015.5103,5185.086,7694.172,10416.868,12909.624,4460.14,6447.0005,7313.9614,11235.227,6270.8223,9173.009,10513.763,6857.2993,6482.6265,8068.299,3747.0645,7201.699,9700.398,9706.083,7105.4746,9649.896,10368.32,9927.8955,9710.111,9648.641,9825.257,9271.123,10665.75,NA
452.844_0.563,71,10434.855,13086.32,13269.642,22565.826,15360.716,13437.59,13677.907,7316.135,9059.42,11881.298,11104.4,12236.05,13839.662,7444.4966,13363.604,15975.852,12698.22,11417.682,12013.634,13575.651,13527.1,12288.604,10084.521,18928.508,8871.525,12310.781,16402.81,3487.0762,10852.765,13312.096,11827.792,14250.398,9288.223,14403.355,15154.5625,13482.1,12137.407,13878.908,11048.227,12616.876,10738,14546.154,15407.233,13354.021,8275.689,12679.127,8769.482,11299.695,13011.945,9578.199,14332.299,13169.461,11375.834,14300.532,14075.31,14975.533,16751.85,14522.232,16553.867,NA
662.7626_0.564,72,5062.2603,10936.893,8164.6743,14571.019,13488.762,10125.292,11145.011,3207.846,6452.1665,10834.154,9537.457,9657.001,13414.646,8139.341,10654.482,15059.865,6681.4824,9103.575,8173.63,12742.898,13267.041,6865.1387,9506.615,9633.769,4883.357,8133.57,12169.488,1562.3923,7784.7954,7950.603,9474.265,8451.427,4212.736,7684.01,12722.604,12164.355,5634.1406,7219.867,7999.5166,12312.774,7280.872,9539.766,12477.415,10218.807,5547.2466,9018.327,3331.34,7920.2305,12161.149,8637.21,8221.959,11040.144,9208.391,11051.361,11351.022,9807.941,13736.767,10420.239,13351.983,NA
934.7119_0.559,73,3113.1423,4299.753,5029.6235,7591.818,6249.298,5210.278,5873.905,2484.648,3744.205,6684.1846,4805.408,4873.691,4434.716,3444.356,6129.9478,5119.7935,4328.9473,3653.3193,4814.8784,6003.7363,7051.6504,3881.276,4499.0425,6805.405,3045.4956,3027.3438,6888.5376,NA,3590.0688,4377.0005,3330.1855,3822.3066,2353.9094,4855.2676,6251.1187,6851.038,2792.1296,4054.0125,4864.838,5792.023,3599.7336,6101.526,6133.227,4964.4316,3388.7651,4458.3105,2717.7324,4054.5522,5834.7603,4876.5405,4261.09,6308.004,5648.7656,6686.6826,6291.245,4652.311,5653.5215,4403.68,7344.767,NA
578.8011_0.564,74,5595.837,11625.923,10615.257,12910.24,16750.05,11045.274,11950.467,2203.5078,7767.445,15625.66,11737.292,12765.083,18439.902,16784.787,14074.192,13916.526,4855.7964,8733.649,10624.081,11396.982,16715.607,7732.422,8627.203,8129.314,7437.251,7938.268,15141.9795,NA,13188.619,9559.78,8887.369,10247.778,3445.7063,5595.842,19526.408,16100.573,3616.205,5351.209,17150.158,14175.376,4328.8203,8764.896,10653.001,7383.5894,11764.051,8607.597,2755.1853,9367.916,19269.639,12928.573,11998.535,12869.069,12317.151,11133,10312.9795,10383.501,11855.394,11553.21,12749.089,NA
520.8313_0.561,75,7587.717,12396.42,9467.198,17019.7,13085.391,9965.803,14841.985,8266.845,8121.1646,9449.103,12183.352,10299.042,9224.444,7626.4297,10586.886,11886.522,12378.228,9240.809,8917.066,11404.833,11685.178,12197.458,9429.544,16694.309,7362.784,8179.1743,11536.461,3147.2634,6143.277,12166.787,9350.815,9132.625,9124.533,15121.495,10063.603,11278.866,11458.662,12176.705,9864.583,9557.03,8855.554,13938.986,11113.013,13214.923,7255.337,10169.822,6164.815,9548.447,9995.062,9454.771,9468.807,12457.929,10075.736,13395.606,12730.567,12016.045,13734.616,12786.846,13516.379,NA
788.7177_0.564,76,3940.734,5451.9697,4297.025,6981.1465,7003.884,4136.3716,5251.582,1213.0841,3314.4434,7632.6895,4466.296,4886.375,7801.4443,8212.39,5068.393,7855.605,1606.63,3614.5806,4510.256,5568.8936,8622.17,2417.2095,3210.5684,2625.411,1788.123,4173.037,7011.434,NA,6166.573,3206.912,2850.8271,3672.2593,1305.309,3142.4626,10237.706,7319.8804,1561.0635,2459.338,5556.7437,6506.0034,2152.351,4319.9517,4121.7153,3683.53,6501.9126,3906.4004,1369.2738,3999.853,7873.4814,8403.137,4887.516,5003.924,4869.111,5326.1724,4513.644,5694.2505,4972.0728,5083.6274,5331.319,NA
776.8067_0.555,77,8430.34,10498.124,7916.2783,12719.452,12795.365,8202.041,9605.036,1881.5336,4255.7803,10882.33,8069.427,10413.1045,12867.3955,11717.075,13060.37,12816.604,4584.097,9326.805,7991.593,9601.659,16944.877,6705.0903,9492.055,11524.191,5344.689,5791.7656,12117.709,1560.992,10650.453,6913.5107,7637.741,7514.715,2880.6226,4829.1904,11885.268,12831.787,3583.6802,5880.5205,12302.282,11036.968,4476.69,8775.919,10909.113,6594.1123,9277.76,9525.228,1957.5328,10149.826,12366.426,13369.405,9525.235,11138.1455,8088.317,11031.001,11288.168,8467.602,10755.544,8669.952,11138.992,NA
860.7684_0.556,78,6612.638,6360.516,5149.525,7837.797,5968.496,6232.2817,6994.6973,2965.5066,3291.9243,6021.2915,4797.604,5618.9688,5599.0586,6059.429,6002.0103,7642.1562,6506.904,6374.006,5823.769,6561.906,6523.6147,6098.064,4176.852,9718.751,2964.7068,5345.1396,8749.841,2075.3542,5217.368,6377.9253,6216.8433000000005,6934.119,3920.6663,6696.375,8125.42,7713.784,4454.195,4646.216,4335.5625,6909.1924,4816.728,6216.0312,7586.75,5445.9536,3887.744,7531.981,2637.0232,5966.2637,5262.322,5508.555,5125.7246,6958.431,6782.8057,6248.3706,7063.2373,6972.4214,7190.1353,6123.761,8482.081,NA
548.7178_0.575,79,4389.2637,4288.5522,4888.438,1690.0677,5604.5737,6203.2905,6986.0977,4147.4507,5080.282,4359.2534,4851.832,6741.751,5865.6787,2465.2883,4458.152,5107.2915,7405.261,6962.6455,5305.596,5285.4805,3505.713,6797.964,2784.1948,1255.7025,5167.824,4910.869,3320.254,2806.6963,3006.7202,6540.79,3259.563,11022.462,7030.4233,5255.0234,6333.1113,3906.884,10696.284,5318.7207,2904.5164,3239.3384,5701.8345,8145.826,5498.6045,5935.086,3702.158,5756.236,4551.7114,2771.4497,2273.123,5189.898,3946.7717,5622.187,7060.2417,5903.8887,6351.185,7200.836,8346.627,6912.0996,4308.6157,NA
232.9079_0.567,80,22908.463,27554.637,28784.24,31346.129,37965.28,28453.006,28698.04,9757.388,23183.58,38867.523,25986.947,33811.426,41894.207,38332.598,33664.934,31499.236,21174.139,24327.596,28982.625,29460.012,35704.03,21969.41,28872.008,21363.275,21517.703,25218.18,33459.61,5390.8755,33115.312,20245.615,24427.734,26984.8,14080.046,19787.215,35815.227,40966.16,13657.118,21143.75,35712.543,35546.023,20309.744,30170.227,28217.371,21359.709,35862.19,30167.877,9795.152,27214.373,37317.7,36613,34093.676,31466.695,28526.861,29709.383,28918.172,27152.623,31634.777,27074.06,32939.76,NA
872.6801_0.565,81,3308.4087,5055.082,3626.3867,7570.002,8164.5933000000005,5148.25,6699.586,1541.879,3318.989,6853.9683000000005,4781.4766,5858.408,7932.7603,4441.049,6767.8267,7299.495,3852.6296,4543.166,5147.429,6069.256,8382.742,3884.0266,2976.9897,3883.9148,2346.6282,3479.724,7543.025,1436.0956,4155.586,3664.4448,4292.3022,5698.711,2474.7563,3196.7974,8873.479,8010.099,4023.7415,3601.136,6068.88,9056.045,4116.2363,6830.5015,4542.417,4996.8394,3955.5984,4576.861,1777.1665,3764.875,6811.0024,4567.5513,4123.135,6114.2095,6241.871,4666.5728,5883.9517,5894.008,6578.3945,7755.891,7232.365,NA
400.8306_0.575,82,8241.105,9140.473,6353.3906,9478.144,8424.033,8361.1,10837.484,12276.922,7332.427,5301.317,7923.6123,5762.3906,4823.3604,4013.82,7279.471,10242.993,12510.971,7022.684,5373.82,8231.165,5976.6826,10480.892,5477.2466,11009.839,5805.0024,8299.413,7009.8306,9000.976,3282.9983,10973.747,7532.0786,9206.437,12295.983,11861.082,5498.037,7764.161,8542.293,13795.06,4396.313,6123.041,8870.331,9960.066,7502.2524,9437.675,3624.9888,7629.64,14161.158,8203.863,5045.635,4624.526,4432.674,8781.942,8489.546,7794.7603,8211.788,7608.203,8395.396,9629.225,11469.005,NA
510.8137_0.567,83,11376.172,12372.369,11519.54,14807.441,18721.797,11911.654,13273.531,2621.1497,9662.146,17299.35,9482.199,16422.96,20632.46,17228.965,17320.043,16673.217,6897.5654,11372.742,12625.333,11508.251,17533.81,8095.064,10669.333,6164.9487,8435.98,10893.8955,18265.248,1256.6539,14870.844,7675.248,8758.745,8521.138,3982.1672,7382.7026,18735.367,17869.256,6317.8926,6572.479,18221.678,17459.594,7190.5073,11336.781,11533.711,8422.5205,16070.098,12227.231,2236.8274,12866.774,17554.271,14900.473,13657.076,12737.911,12238.066,12501.886,12958.736,15147.641,16928.225,12255.497,13824.258,NA
384.8567_0.568,84,11615.228,15119.717,14589.066,21838.291,16900.246,15693.839,17962.81,13889.328,13105.862,13696.971,14529.321,13768.592,14653.459,11010.897,17628.36,19278.83,15210.5205,12024.514,13615.012,16332.8545,19152.236,14348.802,16595.18,16530.049,9411.497,14493.799,19417.553,6000.524,11131.78,17103.768,13140.61,14756.215,12515.544,16933.268,15532.268,19539.055,11896.969,14767.7295,12267.004,16164.556,14845.694,17473.1,16160.624,14703.209,10245.359,14889.747,11916.85,13618.569,14241.662,12803.5,13612.242,17621.709,15266.753,15251.243,19015.783,17050.541,20799.13,14924.078,20216.906,NA
746.7239_0.567,85,4509.553,5776.9746,4609.0728,12138.378,7060.072,4691.3877,8803.921,5438.2134,3881.0625,3777.7236,4915.813,4667.233,5030.73,2426.485,5200.8467,7699.298,6007.0312,5662.6943,3877.8013,5506.9575,5910.01,7779.29,6230.956,7605.4736,2841.9019,5284.233,6574.4546,3433.8047,3738.9124,7481.805,3979.4,7833.2456,5335.6123,8477.351,5911.05,5358.206,4365.7026,7490.6357,3922.0144,5226.94,5147.048,8209.696,5921.547,6652.402,3014.4224,4783.02,4479.094,4451.4336,4488.2856,3904.6816,3842.8145,7168.0864,6016.467,6237.7515,6320.9004,7274.751,6555.483,5470.6626,7036.0215,NA
814.7107_0.566,86,3280.6292,5246.9175,3653.9446,9371.458,6065.4243,4553.7314,6736.727,4160.6826,4055.1138,4673.917,5707.585,5106.104,4444.466,2706.1562,4702.6733,7681.575,6294.62,3847.4424,3324.9436,5473.562,4831.86,5824.4043,3795.159,5946.73,3050.0637,4579.879,5244.4263,1592.0242,1967.939,6459.6743,3939.668,6228.0107,4874.6245,7855.2056,4893.5137,4868.8843,4632.883,6696.9,3980.4365,3949.0261,4174.14,5456.806,5116.592,5581.851,2504.2239,5789.6704,4781.849,3936.275,3682.0166,3447.628,3666.4968,4940.0176,5328.4893,6113.537,5121.4927,6002.9204,6061.9805,5667.108,9219.06,NA
594.775_0.567,87,8146.4106,11938.663,10932.071,15660.463,15474.08,11729.563,13962.018,5866.8496,6784.023,14455.509,11265.333,12024.728,13277.565,8407.914,12943.075,16146.956,7737.6265,11380.4375,10958.998,11499.632,12882.853,8625.43,8648.131,7450.0566,5840.2944,9636.295,13060.562,1594.6348,10805.327,10153.514,9097.43,11020.883,7163.952,9548.125,15881.92,14558.165,7138.009,11464.517,12033.967,11574.106,7939.09,10891.475,12203.031,9641.25,6636.022,9229.146,5522.3945,8289.017,12601.68,8149.059,9871.135,12922.044,13557.823,12761.32,12450.267,13525.432,13318.537,10317.966,14906.497,NA
804.6929_0.568,88,4677.932,6850.002,4686.9365,7633.5425,10905.039,6699.7207,10063.041,2674.969,3846.5457,8677.013,4842.9214,7347.282,9002.358,6496.907,8063.5254,9277.025,4812.4976,5931.0303,4992.3164,6267.802,9872.6875,4327.5254,5747.2305,3482.8545,3973.7642,4349.221,8332.395,794.7981,5035.924,5415.956,5638.208,6116.9585,3260.8662,4742.177,9141.995,9927.469,3944.8125,5394,6112.6807,8652.432,3710.2507,7295.9746,6466.4795,5855.251,4755.5557,6270.1846,1866.625,5029.222,7938.4106,6122.1675,6236.1924,6557.7295,7109.0737,6802.0576,6502.0864,5125.8096,8921.618,6647.587,8612.714,NA
626.7238_0.577,89,2776.2021,3268.6836,3261.2258,2820.124,4002.4963,3534.0137,4950.825,9312.5,3356.8552,2844.4585,4401.827,2306.556,2380.0278,2245.0076,3295.7039,4097.5576,6713.4824,3693.2527,2479.2341,4058.779,2892.1003,6008.852,2145.8716,3063.8096,3151.0164,5229.3833,2533.0254,4812.8203,2044.2896,5999.1104,3948.777,5035.4395,4975.748,8038.8765,3633.0076,3370.2444,4446.776,6925.297,2033.7245,3061.3623,4017.112,5299.9546,3909.306,4654.247,2468.024,3797.793,10400.333,2979.691,3406.4055,2161.8801,3056.095,4143.653,3943.5808,4097.1616,4520.7056,4580.4487,3841.5486,4750.1353,4690.0127,NA
788.719_0.564,90,3940.734,5451.9697,4297.025,6981.1465,7003.884,4136.3716,4467.825,1213.0841,3314.4434,7632.6895,4466.296,5822.6235,7801.4443,8212.39,5369.8643,7855.605,1606.63,3614.5806,4510.256,5568.8936,8622.17,2081.744,4500.3325,2625.411,2286.229,4173.037,8773.189,NA,6166.573,3206.912,3950.231,3672.2593,1305.309,3142.4626,10237.706,7999.876,1561.0635,1775.5876,5556.7437,7054.783,2152.351,4319.9517,4121.7153,3683.53,6501.9126,3906.4004,NA,3999.853,7873.4814,8403.137,4887.516,5003.924,3963.9502,5326.1724,4513.644,5694.2505,4972.0728,5083.6274,5331.319,NA
720.7318_0.567,91,3571.7563,6051.307,4411.9165,6582.7124,10620.435,5608.016,6403.953,NA,3211.9348,8158.175,4690.5156,6372.633,12749.933,9810.201,6827.8496,7045.3706,2488.008,4007.6392,3955.2285,5627.9814,7973.06,2940.8003,3714.87,2514.5557,2435.455,3622.236,6835.464,NA,6025.125,3489.0222,4084.825,4472.051,2079.3262,2634.998,9682.374,8334.291,1741.5275,2494.9387,7898.1567,6958.1973,3217.1157,4866.364,6215.928,4513.5894,6951.716,4378.852,1720.4471,4122.7993,8578.859,6656.005,5875.6724,5064.238,5025.9365,5060.4385,5804.523,4580.782,7893.166,6498.1216,5827.2437,NA
910.576_0.581,92,1524.0599,704.1333,1217.5326,984.4319,2415.7214,NA,3440.829,1829.102,1907.6327000000001,1955.5143,1516.7644,2042.677,1477,690.61334,2982.7654000000002,2522.067,3091.4927,1403.6063,1173.4507,2546.7085,1389.7821,2604.251,2114.828,NA,2221.6445,1079.5919,NA,1389.7764,2114.593,2473.618,956.6401,1694.5039,3042.0076,1606.2494,1704.5507,966.43225,1069.5052,3034.9001,NA,1883.6455,2983.156,2090.614,1336.794,NA,1707.774,2373.3074,2118.573,1426.9835,864.6461,2207.0964,1615.1454,2955.3684,2734.812,2936.491,2757.4492,2060.789,1357.0693,2500.6646,2613.9834,NA
584.7562_0.57,93,3745.0667,6567.989,7316.057,4130.4814,10014.644,6083.371,7255.923,1274.605,5491.8306,12084.13,5053.253,9901.782,13903.023,10191.938,8857.751,8543,2569.7139,5671.6724,7277.8237,6020.5283,12080.645,4158.1196,6505.1294,1756.4133,4216.3667,4984.719,7279.128,NA,11456.361,3519.4858,3870.6187,5444.7812,2036.0493,2837.2197,12990.163,9940.531,4376.3887,2601.175,12414.206,12176.72,3403.1235,8685.408,7237.9263,4445.934,9733.338,5854.9297,NA,5101.2256,9840.091,10623.992,8709.141,7353.8965,7254.5864,6936.0596,7223.445,9335.873,7804.2363,6567.506,6104.061,NA
678.7363_0.57,94,5582.22,6585.449,5338.696,12501.492,9410.703,7190.299,10118.481,5858.5767,4448.0684,4419.063,6016.2354,5070.269,4872.0513,4344.003,7170.1406,9975.876,8087.3604,5822.931,4296.4653,7076.917,7658.562,9458.607,4554.4717,5396.05,3303.5334,7996.6123,6162.9697,3264.8962,3195.371,10089.948,6516.7505,8666.544,5498.805,9638.149,6679.1606,7061.109,7317.8545,7923.23,3560.9414,5660.179,7755.3364,8664.576,6014.0674,8126.296,3307.1235,7568.9717,5965.3604,6408.44,5362.1943,3493.2083,6216.1284,7680.6724,7514.472,6117.371,8341.096,6991.0137,9719.805,6568.0586,9234.755,NA
736.7056_0.57,95,5039.125,6414.405,8386.979,6684.0605,11466.034,5945.619,9545.0205,3051.3518,4570.1016,9192.796,5769.084,9528.912,12135.003,6961.201,8489.726,9946.21,3889.2493,6789.972,7149.1357,6522.751,9344.934,5751.675,7188.5283,3351.4749,4495.2456,5865.9395,8489.269,2053.7693,5392.6123,6756.1235,5235.607,6105.3374,2649.0208,7029.7734,9970.807,12481.476,4893.24,4111.98,7220.831,8468.764,3837.5776,9143.825,6811.6616,6197.4814,6608.3345,6860.4395,1245.532,4502.703,10516.236,7041.9805,6732.1855,7451.962,8531.472,8903.052,8777.354,7260.4663,10012.374,9398.565,8974.478,NA
442.8264_0.568,96,11175.692,16214.52,14380.165,13085.677,19880.43,13073.583,17467.426,2440.523,11197.456,20308.354,13946.541,17356.984,26571.32,19287.059,18508.99,19753.271,8216.778,12549.118,14836.854,15340.807,20504.582,8824.268,15551.137,8275.195,11391.485,11449.388,17808.113,1941.4885,20455.936,9300.952,11064.449,14444.54,4179.732,8334.497,24250.748,21390.672,7566.0815,7588.603,21202.02,19302.479,9275.382,13766.101,13363.081,11000.155,18910.984,13594.152,2598.182,13900.403,21921.61,18414.402,15769.409,14616.424,16027.29,15662.226,17920.066,13412.0625,16960.008,14041.802,16246.164,NA
652.7441_0.568,97,4757.672,6327.761,7622.0156,5705.409,9233.799,5535,6554.1533,1273.41,4627.0713,12030.087,6860.8276,8360.872,13102.546,10424.377,8768.99,7453.1074,3091.414,7521.95,6012.787,6481.2256,12680.608,4826.4883,4654.198,1681.3202000000001,3880.2021,5124.1772,7989.0283,NA,7836.445,5656.5913,4673.7695,5870.941,1462.5992,4091.477,12682.154,10021.979,2703.4395,2885.1294,9505.485,10381.664,3116.273,6272.934,4923.735,4578.166,8818.165,5078.3193,1760.0269,5105.6333,9353.685,7764.761,6143.017,5368.358,5958.33,6431.0557,8527.874,6674.456,7007.832,8607.273,6241.8076,NA
956.6414_0.566,98,2350.6372,2953.2876,2814.8293,5773.8022,7088.083,3213.4211,6983.5806,2214.006,2438.5208,2764.2898,3980.9216,3155.772,3562.2952,2474.8047,4642.345,5298.1196,3115.3853,2825.404,2027,4414.2695,5916.0444,2833.6223,3130.88,2327,2152.9246,3591.1362,4239.08,1179.3884,2328.6343,3492.5657,2892.0361,3745.4492,2436.2288,4536.705,4706.456,4905.6416,2894.6714,4324.908,2755.1052,4056.659,3387.0457,5040.947,4427.5107,3267.9622,1798.5939,3921.4084,1837.4713,3866.8945,2937.6575,1991.2804,2530.5024,5820.1675,4466.5493,3700.0347,4364.3623,5480.7227,5497.08,4305.4077,5479.686,NA
526.7876_0.571,99,11396.577,15868.065,11451.327,14215.717,15827.269,12470.351,17091.697,5317.7744,10848.621,13420.939,14392.298,11556.873,15304.522,10721.078,17936.85,19673.736,11109.521,13191.589,11496.099,12343.574,15765.585,13086.3545,10364.667,9016.319,7449.851,12215.166,16791.666,3778.1167,8490.634,14724.538,12631.918,14637.105,6108.0376,12756.345,15957.075,18504.564,10129.558,13440.748,12126.942,15864.999,9769.311,16252.057,14154.044,13192.584,10445.588,15985.52,5794.7656,10486.457,15686.902,11432.72,12494.828,13791.0625,13822.37,13729.4795,14334.387,14731.228,16567.074,18346.34,16909.1,NA
278.901_0.579,100,7647.8164,4195.0264,4916.4106,NA,NA,4856.355,NA,2486.8552,7800.7373,3799.4465,4700.237,4199.278,4603.3105,9492.426,3092.5413,1247.7604,2616.023,4184.0625,5779.7017,3919.1057,3043.452,5127.1016,8332.197,1925.1672,7247.929,6526.3394,2396.7378,4274.7246,9254.084,2843.0496,6557.56,2491.6255,2410.245,2785.191,2601.405,NA,1957,3039.3613,6852.3647,3693.1125,7276.8564,2862.8538,5171.2817,3196.5576,8060.6016,4071.6096,NA,8696.799,4373.1577,6116.789,6239.161,3732.2449,2754.3096,3171.1855,3791.545,3519.4246,3948.2576,4000.6633,3263.0964,NA
